Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	json	split
"The color coding of text in the column "" Gene Name "" is as follows: light blue ( G1 - G15), genes previously reported in the literature to have cone - specific or cone - enriched patterns of expression; yellow ( G16 - G25), novel cone genes identified in an unrelated study ( unpublished data); dark green ( G26 - G36), novel cone genes identified in the present study that were up - regulated in rd7; light green ( G37 - G46), additional genes found to be up - regulated in rd7 by microarray in the present study but that had either weak or inapparent cone - specific signal on in situ hybridization; white ( G47 - G53), additional genes up - regulated by microarray at two different timepoints but with either unusual expression patterns or nonconfirmatory in situ hybridizations."	cone,144,148,Cell	cone,163,167,Cell	cone,230,234,Cell	cone,326,330,Cell	cone,553,557,Cell	"[{""token"": ""cone"", ""start_span"": 144, ""end_span"": 148, ""type"": ""Cell""}, {""token"": ""cone"", ""start_span"": 163, ""end_span"": 167, ""type"": ""Cell""}, {""token"": ""cone"", ""start_span"": 230, ""end_span"": 234, ""type"": ""Cell""}, {""token"": ""cone"", ""start_span"": 326, ""end_span"": 330, ""type"": ""Cell""}, {""token"": ""cone"", ""start_span"": 553, ""end_span"": 557, ""type"": ""Cell""}]"	valid
BP, bipolar cells; EP, early photoreceptor expression pattern; IS, inner core segment localization; MG, M u ller glia; N / A, not available on the microarray; NS, no signal detected on in situ hybridization; RPE, retinal pigment epithelium.	BP,0,2,Cell	bipolar cells,4,17,Cell	photoreceptor,29,42,Cell	MG,100,102,Cell	M u ller glia,104,117,Cell	"[{""token"": ""BP"", ""start_span"": 0, ""end_span"": 2, ""type"": ""Cell""}, {""token"": ""bipolar cells"", ""start_span"": 4, ""end_span"": 17, ""type"": ""Cell""}, {""token"": ""photoreceptor"", ""start_span"": 29, ""end_span"": 42, ""type"": ""Cell""}, {""token"": ""MG"", ""start_span"": 100, ""end_span"": 102, ""type"": ""Cell""}, {""token"": ""M u ller glia"", ""start_span"": 104, ""end_span"": 117, ""type"": ""Cell""}]"	valid
With age, beta - catenin expression pattern became more diffuse and fewer epithelial cells showed nuclear localization but K8 + K14 + cells remained, forming concentric structures of epithelial cells filled with hard keratin deposits and infiltrated with vast number of neutrophils and macrophages.	epithelial cells,74,90,Cell	cells,134,139,Cell	epithelial cells,183,199,Cell	neutrophils,270,281,Cell	macrophages,286,297,Cell	"[{""token"": ""epithelial cells"", ""start_span"": 74, ""end_span"": 90, ""type"": ""Cell""}, {""token"": ""cells"", ""start_span"": 134, ""end_span"": 139, ""type"": ""Cell""}, {""token"": ""epithelial cells"", ""start_span"": 183, ""end_span"": 199, ""type"": ""Cell""}, {""token"": ""neutrophils"", ""start_span"": 270, ""end_span"": 281, ""type"": ""Cell""}, {""token"": ""macrophages"", ""start_span"": 286, ""end_span"": 297, ""type"": ""Cell""}]"	valid
Differentiation of epithelial cells occurs in the equatorial / bow region of the lens, where epithelial cells begin to elongate and differentiate into fiber cells of uniform cellular shape, arranged in radial columns of cells extending from the anterior epithelium to the posterior capsule.	epithelial cells,19,35,Cell	epithelial cells,93,109,Cell	cells,157,162,Cell	cellular,174,182,Cell	cells,220,225,Cell	"[{""token"": ""epithelial cells"", ""start_span"": 19, ""end_span"": 35, ""type"": ""Cell""}, {""token"": ""epithelial cells"", ""start_span"": 93, ""end_span"": 109, ""type"": ""Cell""}, {""token"": ""cells"", ""start_span"": 157, ""end_span"": 162, ""type"": ""Cell""}, {""token"": ""cellular"", ""start_span"": 174, ""end_span"": 182, ""type"": ""Cell""}, {""token"": ""cells"", ""start_span"": 220, ""end_span"": 225, ""type"": ""Cell""}]"	test
These definitive hematopoietic stem cells seed the later developing marrow spaces, to produce all lineages of adult blood cells, including definitive erythrocytes, myeloid cells, and lymphocytes.	hematopoietic stem cells,17,41,Cell	blood cells,116,127,Cell	erythrocytes,150,162,Cell	myeloid cells,164,177,Cell	lymphocytes,183,194,Cell	"[{""token"": ""hematopoietic stem cells"", ""start_span"": 17, ""end_span"": 41, ""type"": ""Cell""}, {""token"": ""blood cells"", ""start_span"": 116, ""end_span"": 127, ""type"": ""Cell""}, {""token"": ""erythrocytes"", ""start_span"": 150, ""end_span"": 162, ""type"": ""Cell""}, {""token"": ""myeloid cells"", ""start_span"": 164, ""end_span"": 177, ""type"": ""Cell""}, {""token"": ""lymphocytes"", ""start_span"": 183, ""end_span"": 194, ""type"": ""Cell""}]"	test
To re - examine and further independently validate the result of normal apoptotic cell uptake by Ptdsr - / - macrophages, we performed phagocytosis assays for 60 min and determined the percentage of macrophages that had engulfed apoptotic cells, in a total of at least 300 macrophages counted by fluorescence microscopy.	apoptotic cell,72,86,Cell	macrophages,109,120,Cell	macrophages,199,210,Cell	apoptotic cells,229,244,Cell	macrophages,273,284,Cell	"[{""token"": ""apoptotic cell"", ""start_span"": 72, ""end_span"": 86, ""type"": ""Cell""}, {""token"": ""macrophages"", ""start_span"": 109, ""end_span"": 120, ""type"": ""Cell""}, {""token"": ""macrophages"", ""start_span"": 199, ""end_span"": 210, ""type"": ""Cell""}, {""token"": ""apoptotic cells"", ""start_span"": 229, ""end_span"": 244, ""type"": ""Cell""}, {""token"": ""macrophages"", ""start_span"": 273, ""end_span"": 284, ""type"": ""Cell""}]"	test
The phagocytotic index was calculated according to the following formula: phagocytotic index = ( total number of engulfed cells / total number of counted macrophages) x ( number of macrophages containing engulfed cells / total number of counted macrophages) x 100.	cells,122,127,Cell	macrophages,154,165,Cell	macrophages,181,192,Cell	cells,213,218,Cell	macrophages,245,256,Cell	"[{""token"": ""cells"", ""start_span"": 122, ""end_span"": 127, ""type"": ""Cell""}, {""token"": ""macrophages"", ""start_span"": 154, ""end_span"": 165, ""type"": ""Cell""}, {""token"": ""macrophages"", ""start_span"": 181, ""end_span"": 192, ""type"": ""Cell""}, {""token"": ""cells"", ""start_span"": 213, ""end_span"": 218, ""type"": ""Cell""}, {""token"": ""macrophages"", ""start_span"": 245, ""end_span"": 256, ""type"": ""Cell""}]"	test
Microscopic analysis ( b, d) and quantification of the number of apoptotic cells phagocytosed by single macrophages and ( f) calculation of the average number of cells phagocytosed per macrophage failed to reveal differences in the efficacy of removal of apoptotic cells between wild - type and Ptdsr - / - FLDMs.	apoptotic cells,65,80,Cell	macrophages,104,115,Cell	cells,162,167,Cell	macrophage,185,195,Cell	apoptotic cells,255,270,Cell	"[{""token"": ""apoptotic cells"", ""start_span"": 65, ""end_span"": 80, ""type"": ""Cell""}, {""token"": ""macrophages"", ""start_span"": 104, ""end_span"": 115, ""type"": ""Cell""}, {""token"": ""cells"", ""start_span"": 162, ""end_span"": 167, ""type"": ""Cell""}, {""token"": ""macrophage"", ""start_span"": 185, ""end_span"": 195, ""type"": ""Cell""}, {""token"": ""apoptotic cells"", ""start_span"": 255, ""end_span"": 270, ""type"": ""Cell""}]"	test
( E) Wild - type embryos isolated at embryonic day 2 ( E2, two cells), E2. 5 ( four cells), E3 ( eight cells), E3. 5 ( 16 cells), and E4 ( 32 cells) are shown.	cells,63,68,Cell	cells,84,89,Cell	cells,103,108,Cell	cells,122,127,Cell	cells,142,147,Cell	"[{""token"": ""cells"", ""start_span"": 63, ""end_span"": 68, ""type"": ""Cell""}, {""token"": ""cells"", ""start_span"": 84, ""end_span"": 89, ""type"": ""Cell""}, {""token"": ""cells"", ""start_span"": 103, ""end_span"": 108, ""type"": ""Cell""}, {""token"": ""cells"", ""start_span"": 122, ""end_span"": 127, ""type"": ""Cell""}, {""token"": ""cells"", ""start_span"": 142, ""end_span"": 147, ""type"": ""Cell""}]"	test
Rods and cones make up the outer nuclear layer ( ONL); horizontal, bipolar, and amacrine cells, as well as M u ller glia cell bodies, reside in the inner nuclear layer ( INL); and ganglion and displaced amacrine cells form the ganglion cell layer ( GCL) ( Figure 1A).	Rods,0,4,Cell	cones,9,14,Cell	M u ller glia cell,107,125,Cell	ganglion and displaced amacrine cells,180,217,Cell	ganglion cell,227,240,Cell	"[{""token"": ""Rods"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Cell""}, {""token"": ""cones"", ""start_span"": 9, ""end_span"": 14, ""type"": ""Cell""}, {""token"": ""M u ller glia cell"", ""start_span"": 107, ""end_span"": 125, ""type"": ""Cell""}, {""token"": ""ganglion and displaced amacrine cells"", ""start_span"": 180, ""end_span"": 217, ""type"": ""Cell""}, {""token"": ""ganglion cell"", ""start_span"": 227, ""end_span"": 240, ""type"": ""Cell""}]"	test
Cones represent only 3% of photoreceptors and, unlike rods, develop without Rb, but they require rods for survival, and in the Rb KO retina, they have abnormal morphology and their synaptic targets, bipolar cells, are much depleted [ 2].	Cones,0,5,Cell	photoreceptors,27,41,Cell	rods,54,58,Cell	rods,97,101,Cell	bipolar cells,199,212,Cell	"[{""token"": ""Cones"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Cell""}, {""token"": ""photoreceptors"", ""start_span"": 27, ""end_span"": 41, ""type"": ""Cell""}, {""token"": ""rods"", ""start_span"": 54, ""end_span"": 58, ""type"": ""Cell""}, {""token"": ""rods"", ""start_span"": 97, ""end_span"": 101, ""type"": ""Cell""}, {""token"": ""bipolar cells"", ""start_span"": 199, ""end_span"": 212, ""type"": ""Cell""}]"	test
Importantly, major Rb / E2f1 DKO neurons differentiated normally, and ERGs revealed the rescue of rod - and cone - mediated function, implicating a regular signal flow from photoreceptors to bipolar and amacrine cells.	neurons,33,40,Cell	rod,98,101,Cell	cone,108,112,Cell	photoreceptors,173,187,Cell	bipolar and amacrine cells,191,217,Cell	"[{""token"": ""neurons"", ""start_span"": 33, ""end_span"": 40, ""type"": ""Cell""}, {""token"": ""rod"", ""start_span"": 98, ""end_span"": 101, ""type"": ""Cell""}, {""token"": ""cone"", ""start_span"": 108, ""end_span"": 112, ""type"": ""Cell""}, {""token"": ""photoreceptors"", ""start_span"": 173, ""end_span"": 187, ""type"": ""Cell""}, {""token"": ""bipolar and amacrine cells"", ""start_span"": 191, ""end_span"": 217, ""type"": ""Cell""}]"	test
