Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	json	split
Yeast cells lacking both PKH2 and PKH1, encoding another PDK1 homolog, were nonviable, indicating that Pkh1 and Pkh2 share an essential function.	PKH2,25,29,Gene_or_gene_product	PKH1,34,38,Gene_or_gene_product	PDK1,57,61,Gene_or_gene_product	Pkh1,103,107,Gene_or_gene_product	Pkh2,112,116,Gene_or_gene_product	"[{""token"": ""PKH2"", ""start_span"": 25, ""end_span"": 29, ""type"": ""Gene_or_gene_product""}, {""token"": ""PKH1"", ""start_span"": 34, ""end_span"": 38, ""type"": ""Gene_or_gene_product""}, {""token"": ""PDK1"", ""start_span"": 57, ""end_span"": 61, ""type"": ""Gene_or_gene_product""}, {""token"": ""Pkh1"", ""start_span"": 103, ""end_span"": 107, ""type"": ""Gene_or_gene_product""}, {""token"": ""Pkh2"", ""start_span"": 112, ""end_span"": 116, ""type"": ""Gene_or_gene_product""}]"	train
A temperature - sensitive mutant, pkh1 ( D398G) pkh2, was phenotypically similar to mutants defective in the Pkc1 - mitogen - activated protein kinase ( MAPK) pathway.	pkh1,34,38,Gene_or_gene_product	pkh2,48,52,Gene_or_gene_product	Pkc1,109,113,Gene_or_gene_product	mitogen - activated protein kinase,116,150,Gene_or_gene_product	MAPK,153,157,Gene_or_gene_product	"[{""token"": ""pkh1"", ""start_span"": 34, ""end_span"": 38, ""type"": ""Gene_or_gene_product""}, {""token"": ""pkh2"", ""start_span"": 48, ""end_span"": 52, ""type"": ""Gene_or_gene_product""}, {""token"": ""Pkc1"", ""start_span"": 109, ""end_span"": 113, ""type"": ""Gene_or_gene_product""}, {""token"": ""mitogen - activated protein kinase"", ""start_span"": 116, ""end_span"": 150, ""type"": ""Gene_or_gene_product""}, {""token"": ""MAPK"", ""start_span"": 153, ""end_span"": 157, ""type"": ""Gene_or_gene_product""}]"	train
p73 gamma, delta, and p63 were able to transactivate the promoters of loricrin and involucrin in both NHEK and HaCat cells.	p73 gamma,0,9,Gene_or_gene_product	delta,11,16,Gene_or_gene_product	p63,22,25,Gene_or_gene_product	loricrin,70,78,Gene_or_gene_product	involucrin,83,93,Gene_or_gene_product	"[{""token"": ""p73 gamma"", ""start_span"": 0, ""end_span"": 9, ""type"": ""Gene_or_gene_product""}, {""token"": ""delta"", ""start_span"": 11, ""end_span"": 16, ""type"": ""Gene_or_gene_product""}, {""token"": ""p63"", ""start_span"": 22, ""end_span"": 25, ""type"": ""Gene_or_gene_product""}, {""token"": ""loricrin"", ""start_span"": 70, ""end_span"": 78, ""type"": ""Gene_or_gene_product""}, {""token"": ""involucrin"", ""start_span"": 83, ""end_span"": 93, ""type"": ""Gene_or_gene_product""}]"	train
Here we show that TLR2 stimulation by Staphylococcus aureus induces a fast and transient activation of the Rho GTPases Rac1 and Cdc42 in the human monocytic cell line THP - 1 and in 293 cells expressing TLR2.	TLR2,18,22,Gene_or_gene_product	Rho,107,110,Gene_or_gene_product	Rac1,119,123,Gene_or_gene_product	Cdc42,128,133,Gene_or_gene_product	TLR2,203,207,Gene_or_gene_product	"[{""token"": ""TLR2"", ""start_span"": 18, ""end_span"": 22, ""type"": ""Gene_or_gene_product""}, {""token"": ""Rho"", ""start_span"": 107, ""end_span"": 110, ""type"": ""Gene_or_gene_product""}, {""token"": ""Rac1"", ""start_span"": 119, ""end_span"": 123, ""type"": ""Gene_or_gene_product""}, {""token"": ""Cdc42"", ""start_span"": 128, ""end_span"": 133, ""type"": ""Gene_or_gene_product""}, {""token"": ""TLR2"", ""start_span"": 203, ""end_span"": 207, ""type"": ""Gene_or_gene_product""}]"	train
A signaling cascade composed of Rac1, PI3K and Akt targets nuclear p65 transactivation independently of I kappa B alpha degradation.	Rac1,32,36,Gene_or_gene_product	PI3K,38,42,Gene_or_gene_product	Akt,47,50,Gene_or_gene_product	p65,67,70,Gene_or_gene_product	I kappa B alpha,104,119,Gene_or_gene_product	"[{""token"": ""Rac1"", ""start_span"": 32, ""end_span"": 36, ""type"": ""Gene_or_gene_product""}, {""token"": ""PI3K"", ""start_span"": 38, ""end_span"": 42, ""type"": ""Gene_or_gene_product""}, {""token"": ""Akt"", ""start_span"": 47, ""end_span"": 50, ""type"": ""Gene_or_gene_product""}, {""token"": ""p65"", ""start_span"": 67, ""end_span"": 70, ""type"": ""Gene_or_gene_product""}, {""token"": ""I kappa B alpha"", ""start_span"": 104, ""end_span"": 119, ""type"": ""Gene_or_gene_product""}]"	train
p53 - independent upregulation of KILLER / DR5 TRAIL receptor expression by glucocorticoids and interferon - gamma.	p53,0,3,Gene_or_gene_product	KILLER,34,40,Gene_or_gene_product	DR5,43,46,Gene_or_gene_product	TRAIL,47,52,Gene_or_gene_product	interferon - gamma,96,114,Gene_or_gene_product	"[{""token"": ""p53"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Gene_or_gene_product""}, {""token"": ""KILLER"", ""start_span"": 34, ""end_span"": 40, ""type"": ""Gene_or_gene_product""}, {""token"": ""DR5"", ""start_span"": 43, ""end_span"": 46, ""type"": ""Gene_or_gene_product""}, {""token"": ""TRAIL"", ""start_span"": 47, ""end_span"": 52, ""type"": ""Gene_or_gene_product""}, {""token"": ""interferon - gamma"", ""start_span"": 96, ""end_span"": 114, ""type"": ""Gene_or_gene_product""}]"	train
beta - Lapachone, a topoisomerase inhibitor, increased KILLER / DR5 mRNA in colon cancer cell lines with wild - type p53 but not with mutant p53.	beta - Lapachone,0,16,Gene_or_gene_product	KILLER,55,61,Gene_or_gene_product	DR5,64,67,Gene_or_gene_product	p53,117,120,Gene_or_gene_product	p53,141,144,Gene_or_gene_product	"[{""token"": ""beta - Lapachone"", ""start_span"": 0, ""end_span"": 16, ""type"": ""Gene_or_gene_product""}, {""token"": ""KILLER"", ""start_span"": 55, ""end_span"": 61, ""type"": ""Gene_or_gene_product""}, {""token"": ""DR5"", ""start_span"": 64, ""end_span"": 67, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 117, ""end_span"": 120, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 141, ""end_span"": 144, ""type"": ""Gene_or_gene_product""}]"	train
The ' G1 cyclins ' include cyclins C, D1 - 3, and E, and their accumulation is rate - limiting for progression from the G1 to S phase.	G1 cyclins,6,16,Gene_or_gene_product	cyclins C,27,36,Gene_or_gene_product	D1,38,40,Gene_or_gene_product	3,43,44,Gene_or_gene_product	E,50,51,Gene_or_gene_product	"[{""token"": ""G1 cyclins"", ""start_span"": 6, ""end_span"": 16, ""type"": ""Gene_or_gene_product""}, {""token"": ""cyclins C"", ""start_span"": 27, ""end_span"": 36, ""type"": ""Gene_or_gene_product""}, {""token"": ""D1"", ""start_span"": 38, ""end_span"": 40, ""type"": ""Gene_or_gene_product""}, {""token"": ""3"", ""start_span"": 43, ""end_span"": 44, ""type"": ""Gene_or_gene_product""}, {""token"": ""E"", ""start_span"": 50, ""end_span"": 51, ""type"": ""Gene_or_gene_product""}]"	train
Activation of NF - kappa B by nontypeable Hemophilus influenzae is mediated by toll - like receptor 2 - TAK1 - dependent NIK - IKK alpha / beta - I kappa B alpha and MKK3 / 6 - p38 MAP kinase signaling pathways in epithelial cells.	toll - like receptor 2,79,101,Gene_or_gene_product	TAK1,104,108,Gene_or_gene_product	I kappa B alpha,146,161,Gene_or_gene_product	MKK3 / 6,166,174,Gene_or_gene_product	p38 MAP kinase,177,191,Gene_or_gene_product	"[{""token"": ""toll - like receptor 2"", ""start_span"": 79, ""end_span"": 101, ""type"": ""Gene_or_gene_product""}, {""token"": ""TAK1"", ""start_span"": 104, ""end_span"": 108, ""type"": ""Gene_or_gene_product""}, {""token"": ""I kappa B alpha"", ""start_span"": 146, ""end_span"": 161, ""type"": ""Gene_or_gene_product""}, {""token"": ""MKK3 / 6"", ""start_span"": 166, ""end_span"": 174, ""type"": ""Gene_or_gene_product""}, {""token"": ""p38 MAP kinase"", ""start_span"": 177, ""end_span"": 191, ""type"": ""Gene_or_gene_product""}]"	train
Bifurcation of NTHi - induced NIK - IKK alpha / beta - I kappa B alpha and MKK3 / 6 - - p38 MAP kinase pathways may occur at transforming growth factor - beta activated kinase 1 ( TAK1).	I kappa B alpha,55,70,Gene_or_gene_product	MKK3 / 6,75,83,Gene_or_gene_product	p38 MAP kinase,88,102,Gene_or_gene_product	transforming growth factor - beta activated kinase 1,125,177,Gene_or_gene_product	TAK1,180,184,Gene_or_gene_product	"[{""token"": ""I kappa B alpha"", ""start_span"": 55, ""end_span"": 70, ""type"": ""Gene_or_gene_product""}, {""token"": ""MKK3 / 6"", ""start_span"": 75, ""end_span"": 83, ""type"": ""Gene_or_gene_product""}, {""token"": ""p38 MAP kinase"", ""start_span"": 88, ""end_span"": 102, ""type"": ""Gene_or_gene_product""}, {""token"": ""transforming growth factor - beta activated kinase 1"", ""start_span"": 125, ""end_span"": 177, ""type"": ""Gene_or_gene_product""}, {""token"": ""TAK1"", ""start_span"": 180, ""end_span"": 184, ""type"": ""Gene_or_gene_product""}]"	train
Taken together, our results demonstrate that NTHi activates NF - kappa B via TLR2 - TAK1 - dependent NIK - - IKK alpha / beta - I kappa B alpha and MKK3 / 6 - - p38 MAP kinase signaling pathways.	TLR2,77,81,Gene_or_gene_product	TAK1,84,88,Gene_or_gene_product	I kappa B alpha,128,143,Gene_or_gene_product	MKK3 / 6,148,156,Gene_or_gene_product	p38 MAP kinase,161,175,Gene_or_gene_product	"[{""token"": ""TLR2"", ""start_span"": 77, ""end_span"": 81, ""type"": ""Gene_or_gene_product""}, {""token"": ""TAK1"", ""start_span"": 84, ""end_span"": 88, ""type"": ""Gene_or_gene_product""}, {""token"": ""I kappa B alpha"", ""start_span"": 128, ""end_span"": 143, ""type"": ""Gene_or_gene_product""}, {""token"": ""MKK3 / 6"", ""start_span"": 148, ""end_span"": 156, ""type"": ""Gene_or_gene_product""}, {""token"": ""p38 MAP kinase"", ""start_span"": 161, ""end_span"": 175, ""type"": ""Gene_or_gene_product""}]"	train
Here we report that HMEC are unresponsive to several additional biologically relevant TLR2 ligands, including, phenol - soluble modulin ( PSM), a complex of three small secreted polypeptides from the skin commensal Staphylococcus epidermidis, soluble tuberculosis factor ( STF), and Borrelia burgdorferi outer surface protein A lipoprotein ( OspA - L).	TLR2,86,90,Gene_or_gene_product	soluble tuberculosis factor,243,270,Gene_or_gene_product	STF,273,276,Gene_or_gene_product	outer surface protein A lipoprotein,304,339,Gene_or_gene_product	OspA - L,342,350,Gene_or_gene_product	"[{""token"": ""TLR2"", ""start_span"": 86, ""end_span"": 90, ""type"": ""Gene_or_gene_product""}, {""token"": ""soluble tuberculosis factor"", ""start_span"": 243, ""end_span"": 270, ""type"": ""Gene_or_gene_product""}, {""token"": ""STF"", ""start_span"": 273, ""end_span"": 276, ""type"": ""Gene_or_gene_product""}, {""token"": ""outer surface protein A lipoprotein"", ""start_span"": 304, ""end_span"": 339, ""type"": ""Gene_or_gene_product""}, {""token"": ""OspA - L"", ""start_span"": 342, ""end_span"": 350, ""type"": ""Gene_or_gene_product""}]"	train
Inhibition of promyelocytic leukemia ( PML) / retinoic acid receptor - alpha and PML expression in acute promyelocytic leukemia cells by anti - PML peptide nucleic acid.	promyelocytic leukemia,14,36,Gene_or_gene_product	PML,39,42,Gene_or_gene_product	retinoic acid receptor - alpha,46,76,Gene_or_gene_product	PML,81,84,Gene_or_gene_product	PML,144,147,Gene_or_gene_product	"[{""token"": ""promyelocytic leukemia"", ""start_span"": 14, ""end_span"": 36, ""type"": ""Gene_or_gene_product""}, {""token"": ""PML"", ""start_span"": 39, ""end_span"": 42, ""type"": ""Gene_or_gene_product""}, {""token"": ""retinoic acid receptor - alpha"", ""start_span"": 46, ""end_span"": 76, ""type"": ""Gene_or_gene_product""}, {""token"": ""PML"", ""start_span"": 81, ""end_span"": 84, ""type"": ""Gene_or_gene_product""}, {""token"": ""PML"", ""start_span"": 144, ""end_span"": 147, ""type"": ""Gene_or_gene_product""}]"	train
In this study, three anti - PML adamantyl - conjugated peptide nucleic acid ( PNA) oligomers previously described as in vitro inhibitors of PML / RARalpha translation were combined and used to block PML / RARalpha synthesis in NB4 cells.	PML,28,31,Gene_or_gene_product	PML,140,143,Gene_or_gene_product	RARalpha,146,154,Gene_or_gene_product	PML,199,202,Gene_or_gene_product	RARalpha,205,213,Gene_or_gene_product	"[{""token"": ""PML"", ""start_span"": 28, ""end_span"": 31, ""type"": ""Gene_or_gene_product""}, {""token"": ""PML"", ""start_span"": 140, ""end_span"": 143, ""type"": ""Gene_or_gene_product""}, {""token"": ""RARalpha"", ""start_span"": 146, ""end_span"": 154, ""type"": ""Gene_or_gene_product""}, {""token"": ""PML"", ""start_span"": 199, ""end_span"": 202, ""type"": ""Gene_or_gene_product""}, {""token"": ""RARalpha"", ""start_span"": 205, ""end_span"": 213, ""type"": ""Gene_or_gene_product""}]"	train
Consistent with these data, Mcm1p was present at Fkh - controlled promoters in vivo regardless of whether they contained Mcm1p - binding sites, suggesting a role for Mcm1p at promoters not thought previously to be under Mcm1p control.	Mcm1p,28,33,Gene_or_gene_product	Fkh,49,52,Gene_or_gene_product	Mcm1p,121,126,Gene_or_gene_product	Mcm1p,166,171,Gene_or_gene_product	Mcm1p,220,225,Gene_or_gene_product	"[{""token"": ""Mcm1p"", ""start_span"": 28, ""end_span"": 33, ""type"": ""Gene_or_gene_product""}, {""token"": ""Fkh"", ""start_span"": 49, ""end_span"": 52, ""type"": ""Gene_or_gene_product""}, {""token"": ""Mcm1p"", ""start_span"": 121, ""end_span"": 126, ""type"": ""Gene_or_gene_product""}, {""token"": ""Mcm1p"", ""start_span"": 166, ""end_span"": 171, ""type"": ""Gene_or_gene_product""}, {""token"": ""Mcm1p"", ""start_span"": 220, ""end_span"": 225, ""type"": ""Gene_or_gene_product""}]"	train
Bub3 interaction with Mad2, Mad3 and Cdc20 is mediated by WD40 repeats and does not require intact kinetochores.	Bub3,0,4,Gene_or_gene_product	Mad2,22,26,Gene_or_gene_product	Mad3,28,32,Gene_or_gene_product	Cdc20,37,42,Gene_or_gene_product	WD40,58,62,Gene_or_gene_product	"[{""token"": ""Bub3"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Gene_or_gene_product""}, {""token"": ""Mad2"", ""start_span"": 22, ""end_span"": 26, ""type"": ""Gene_or_gene_product""}, {""token"": ""Mad3"", ""start_span"": 28, ""end_span"": 32, ""type"": ""Gene_or_gene_product""}, {""token"": ""Cdc20"", ""start_span"": 37, ""end_span"": 42, ""type"": ""Gene_or_gene_product""}, {""token"": ""WD40"", ""start_span"": 58, ""end_span"": 62, ""type"": ""Gene_or_gene_product""}]"	train
Conversely, point mutations altering the conserved WD40 motifs of Bub3, which might be involved in the formation of a beta - propeller fold devoted to protein - protein interactions, disrupt its association with Mad2, Mad3 and Cdc20, as well as proper checkpoint response.	WD40,51,55,Gene_or_gene_product	Bub3,66,70,Gene_or_gene_product	Mad2,212,216,Gene_or_gene_product	Mad3,218,222,Gene_or_gene_product	Cdc20,227,232,Gene_or_gene_product	"[{""token"": ""WD40"", ""start_span"": 51, ""end_span"": 55, ""type"": ""Gene_or_gene_product""}, {""token"": ""Bub3"", ""start_span"": 66, ""end_span"": 70, ""type"": ""Gene_or_gene_product""}, {""token"": ""Mad2"", ""start_span"": 212, ""end_span"": 216, ""type"": ""Gene_or_gene_product""}, {""token"": ""Mad3"", ""start_span"": 218, ""end_span"": 222, ""type"": ""Gene_or_gene_product""}, {""token"": ""Cdc20"", ""start_span"": 227, ""end_span"": 232, ""type"": ""Gene_or_gene_product""}]"	train
Separase, polo kinase, the kinetochore protein Slk19, and Spo12 function in a network that controls Cdc14 localization during early anaphase.	Separase,0,8,Gene_or_gene_product	polo kinase,10,21,Gene_or_gene_product	Slk19,47,52,Gene_or_gene_product	Spo12,58,63,Gene_or_gene_product	Cdc14,100,105,Gene_or_gene_product	"[{""token"": ""Separase"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Gene_or_gene_product""}, {""token"": ""polo kinase"", ""start_span"": 10, ""end_span"": 21, ""type"": ""Gene_or_gene_product""}, {""token"": ""Slk19"", ""start_span"": 47, ""end_span"": 52, ""type"": ""Gene_or_gene_product""}, {""token"": ""Spo12"", ""start_span"": 58, ""end_span"": 63, ""type"": ""Gene_or_gene_product""}, {""token"": ""Cdc14"", ""start_span"": 100, ""end_span"": 105, ""type"": ""Gene_or_gene_product""}]"	train
MyD88 is an adaptor protein that is involved in interleukin - 1 receptor ( IL - 1R) - and Toll - like receptor ( TLR) - induced activation of NF - kappaB.	MyD88,0,5,Gene_or_gene_product	interleukin - 1 receptor,48,72,Gene_or_gene_product	IL - 1R,75,82,Gene_or_gene_product	Toll - like receptor,90,110,Gene_or_gene_product	TLR,113,116,Gene_or_gene_product	"[{""token"": ""MyD88"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Gene_or_gene_product""}, {""token"": ""interleukin - 1 receptor"", ""start_span"": 48, ""end_span"": 72, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 1R"", ""start_span"": 75, ""end_span"": 82, ""type"": ""Gene_or_gene_product""}, {""token"": ""Toll - like receptor"", ""start_span"": 90, ""end_span"": 110, ""type"": ""Gene_or_gene_product""}, {""token"": ""TLR"", ""start_span"": 113, ""end_span"": 116, ""type"": ""Gene_or_gene_product""}]"	train
The knockout of both MSK1 and MSK2 resulted in a 50% reduction in c - fos and junB gene transcription in response to anisomycin or UV - C radiation but only a small reduction in response to tetradecanoyl phorbol acetate or epidermal growth factor in fibroblasts.	MSK1,21,25,Gene_or_gene_product	MSK2,30,34,Gene_or_gene_product	c - fos,66,73,Gene_or_gene_product	junB,78,82,Gene_or_gene_product	epidermal growth factor,223,246,Gene_or_gene_product	"[{""token"": ""MSK1"", ""start_span"": 21, ""end_span"": 25, ""type"": ""Gene_or_gene_product""}, {""token"": ""MSK2"", ""start_span"": 30, ""end_span"": 34, ""type"": ""Gene_or_gene_product""}, {""token"": ""c - fos"", ""start_span"": 66, ""end_span"": 73, ""type"": ""Gene_or_gene_product""}, {""token"": ""junB"", ""start_span"": 78, ""end_span"": 82, ""type"": ""Gene_or_gene_product""}, {""token"": ""epidermal growth factor"", ""start_span"": 223, ""end_span"": 246, ""type"": ""Gene_or_gene_product""}]"	train
