Sentence	entity_1	entity_2	entity_3	json	split
The proteins encoded by these genes, EXT1 and EXT2, are endoplasmic reticulum - localized type II transmembrane glycoproteins that possess or are tightly associated with glycosyltransferase activities involved in the polymerization of heparan sulfate.	EXT1,37,41,Gene_or_gene_product	EXT2,46,50,Gene_or_gene_product	type II transmembrane glycoproteins,90,125,Gene_or_gene_product	"[{""token"": ""EXT1"", ""start_span"": 37, ""end_span"": 41, ""type"": ""Gene_or_gene_product""}, {""token"": ""EXT2"", ""start_span"": 46, ""end_span"": 50, ""type"": ""Gene_or_gene_product""}, {""token"": ""type II transmembrane glycoproteins"", ""start_span"": 90, ""end_span"": 125, ""type"": ""Gene_or_gene_product""}]"	train
Here, by testing a cell line with a specific defect in EXT1 in in vivo and in vitro assays, we show that EXT2 does not harbor significant glycosyltransferase activity in the absence of EXT1.	EXT1,55,59,Gene_or_gene_product	EXT2,105,109,Gene_or_gene_product	EXT1,185,189,Gene_or_gene_product	"[{""token"": ""EXT1"", ""start_span"": 55, ""end_span"": 59, ""type"": ""Gene_or_gene_product""}, {""token"": ""EXT2"", ""start_span"": 105, ""end_span"": 109, ""type"": ""Gene_or_gene_product""}, {""token"": ""EXT1"", ""start_span"": 185, ""end_span"": 189, ""type"": ""Gene_or_gene_product""}]"	train
Here we show that Cdc24, the guanine - nucleotide exchange factor for the yeast GTPase Cdc42, is sequestered in the cell nucleus by Far1.	Cdc24,18,23,Gene_or_gene_product	Cdc42,87,92,Gene_or_gene_product	Far1,132,136,Gene_or_gene_product	"[{""token"": ""Cdc24"", ""start_span"": 18, ""end_span"": 23, ""type"": ""Gene_or_gene_product""}, {""token"": ""Cdc42"", ""start_span"": 87, ""end_span"": 92, ""type"": ""Gene_or_gene_product""}, {""token"": ""Far1"", ""start_span"": 132, ""end_span"": 136, ""type"": ""Gene_or_gene_product""}]"	train
At bud emergence, activation of the G1 cyclin - dependent kinase Cdc28 - Cln triggers degradation of Far1 and, as a result, relocation of Cdc24 to the cytoplasm.	cyclin - dependent kinase,39,64,Gene_or_gene_product	Far1,101,105,Gene_or_gene_product	Cdc24,138,143,Gene_or_gene_product	"[{""token"": ""cyclin - dependent kinase"", ""start_span"": 39, ""end_span"": 64, ""type"": ""Gene_or_gene_product""}, {""token"": ""Far1"", ""start_span"": 101, ""end_span"": 105, ""type"": ""Gene_or_gene_product""}, {""token"": ""Cdc24"", ""start_span"": 138, ""end_span"": 143, ""type"": ""Gene_or_gene_product""}]"	train
Cells overexpressing a non - degradable Far1 were unable to polarize their actin cytoskeleton because they failed to relocate Cdc24 to the incipient bud site.	Far1,40,44,Gene_or_gene_product	actin,75,80,Gene_or_gene_product	Cdc24,126,131,Gene_or_gene_product	"[{""token"": ""Far1"", ""start_span"": 40, ""end_span"": 44, ""type"": ""Gene_or_gene_product""}, {""token"": ""actin"", ""start_span"": 75, ""end_span"": 80, ""type"": ""Gene_or_gene_product""}, {""token"": ""Cdc24"", ""start_span"": 126, ""end_span"": 131, ""type"": ""Gene_or_gene_product""}]"	train
Acetylation of E2F - 1 in vitro and in vivo markedly increases its binding affinity for a consensus E2F DNA - binding site, which is paralleled by enhanced transactivation of an E2F - responsive promoter.	E2F - 1,15,22,Gene_or_gene_product	E2F,100,103,Gene_or_gene_product	E2F,178,181,Gene_or_gene_product	"[{""token"": ""E2F - 1"", ""start_span"": 15, ""end_span"": 22, ""type"": ""Gene_or_gene_product""}, {""token"": ""E2F"", ""start_span"": 100, ""end_span"": 103, ""type"": ""Gene_or_gene_product""}, {""token"": ""E2F"", ""start_span"": 178, ""end_span"": 181, ""type"": ""Gene_or_gene_product""}]"	train
Acetylation of E2F - 1 can be reversed by histone deacetylase - 1, indicating that reversible acetylation is a mechanism for regulation also of non - histone proteins.	E2F - 1,15,22,Gene_or_gene_product	histone deacetylase - 1,42,65,Gene_or_gene_product	histone,150,157,Gene_or_gene_product	"[{""token"": ""E2F - 1"", ""start_span"": 15, ""end_span"": 22, ""type"": ""Gene_or_gene_product""}, {""token"": ""histone deacetylase - 1"", ""start_span"": 42, ""end_span"": 65, ""type"": ""Gene_or_gene_product""}, {""token"": ""histone"", ""start_span"": 150, ""end_span"": 157, ""type"": ""Gene_or_gene_product""}]"	train
In order to clarify if nitrite could be a physiological substrate of myeloperoxidase, we investigated the reactions of the ferric enzyme and its redox intermediates, compound I and compound II, with nitrite under pre - steady state conditions by using sequential mixing stopped - flow analysis in the pH range 4 - 8.	myeloperoxidase,69,84,Gene_or_gene_product	compound I,166,176,Gene_or_gene_product	compound II,181,192,Gene_or_gene_product	"[{""token"": ""myeloperoxidase"", ""start_span"": 69, ""end_span"": 84, ""type"": ""Gene_or_gene_product""}, {""token"": ""compound I"", ""start_span"": 166, ""end_span"": 176, ""type"": ""Gene_or_gene_product""}, {""token"": ""compound II"", ""start_span"": 181, ""end_span"": 192, ""type"": ""Gene_or_gene_product""}]"	train
IKK contains two catalytic subunits, IKKalpha and IKKbeta, both of which are able to correctly phosphorylate IkappaB.	IKKalpha,37,45,Gene_or_gene_product	IKKbeta,50,57,Gene_or_gene_product	IkappaB,109,116,Gene_or_gene_product	"[{""token"": ""IKKalpha"", ""start_span"": 37, ""end_span"": 45, ""type"": ""Gene_or_gene_product""}, {""token"": ""IKKbeta"", ""start_span"": 50, ""end_span"": 57, ""type"": ""Gene_or_gene_product""}, {""token"": ""IkappaB"", ""start_span"": 109, ""end_span"": 116, ""type"": ""Gene_or_gene_product""}]"	train
SCF ( beta - TRCP) and phosphorylation dependent ubiquitinationof I kappa B alpha catalyzed by Ubc3 and Ubc4.	I kappa B alpha,66,81,Gene_or_gene_product	Ubc3,95,99,Gene_or_gene_product	Ubc4,104,108,Gene_or_gene_product	"[{""token"": ""I kappa B alpha"", ""start_span"": 66, ""end_span"": 81, ""type"": ""Gene_or_gene_product""}, {""token"": ""Ubc3"", ""start_span"": 95, ""end_span"": 99, ""type"": ""Gene_or_gene_product""}, {""token"": ""Ubc4"", ""start_span"": 104, ""end_span"": 108, ""type"": ""Gene_or_gene_product""}]"	train
We demonstrate specific ubiquitination of I kappa B alpha by Ubc3 and Ubc4 in a phosphorylation and SCF beta - TRCP dependent manner and that both are capable of associating with the SCF beta - TRCP complex isolated from human cells.	I kappa B alpha,42,57,Gene_or_gene_product	Ubc3,61,65,Gene_or_gene_product	Ubc4,70,74,Gene_or_gene_product	"[{""token"": ""I kappa B alpha"", ""start_span"": 42, ""end_span"": 57, ""type"": ""Gene_or_gene_product""}, {""token"": ""Ubc3"", ""start_span"": 61, ""end_span"": 65, ""type"": ""Gene_or_gene_product""}, {""token"": ""Ubc4"", ""start_span"": 70, ""end_span"": 74, ""type"": ""Gene_or_gene_product""}]"	train
Our results also suggest that ubiquitin is transferred directly from the Ubc to phospho - I kappa B alpha in a SCF beta - TRCP dependent reaction.	ubiquitin,30,39,Gene_or_gene_product	Ubc,73,76,Gene_or_gene_product	I kappa B alpha,90,105,Gene_or_gene_product	"[{""token"": ""ubiquitin"", ""start_span"": 30, ""end_span"": 39, ""type"": ""Gene_or_gene_product""}, {""token"": ""Ubc"", ""start_span"": 73, ""end_span"": 76, ""type"": ""Gene_or_gene_product""}, {""token"": ""I kappa B alpha"", ""start_span"": 90, ""end_span"": 105, ""type"": ""Gene_or_gene_product""}]"	train
The critical target of SCF ( Met30) is the transcription factor Met4, as deletion of MET4 suppresses the lethality of met30 mutants.	Met4,64,68,Gene_or_gene_product	MET4,85,89,Gene_or_gene_product	met30,118,123,Gene_or_gene_product	"[{""token"": ""Met4"", ""start_span"": 64, ""end_span"": 68, ""type"": ""Gene_or_gene_product""}, {""token"": ""MET4"", ""start_span"": 85, ""end_span"": 89, ""type"": ""Gene_or_gene_product""}, {""token"": ""met30"", ""start_span"": 118, ""end_span"": 123, ""type"": ""Gene_or_gene_product""}]"	train
In conditional lethal nud1 - 2 cells, the MEN component Tem1p, a GTPase, is mislocalized, whereas the kinase Cdc15p is still associated with the SPB.	nud1 - 2,22,30,Gene_or_gene_product	Tem1p,56,61,Gene_or_gene_product	Cdc15p,109,115,Gene_or_gene_product	"[{""token"": ""nud1 - 2"", ""start_span"": 22, ""end_span"": 30, ""type"": ""Gene_or_gene_product""}, {""token"": ""Tem1p"", ""start_span"": 56, ""end_span"": 61, ""type"": ""Gene_or_gene_product""}, {""token"": ""Cdc15p"", ""start_span"": 109, ""end_span"": 115, ""type"": ""Gene_or_gene_product""}]"	train
Thus, in nud1 - 2 cells the failure of Tem1p to interact with Cdc15p at the SPB probably prevents mitotic exit.	nud1 - 2,9,17,Gene_or_gene_product	Tem1p,39,44,Gene_or_gene_product	Cdc15p,62,68,Gene_or_gene_product	"[{""token"": ""nud1 - 2"", ""start_span"": 9, ""end_span"": 17, ""type"": ""Gene_or_gene_product""}, {""token"": ""Tem1p"", ""start_span"": 39, ""end_span"": 44, ""type"": ""Gene_or_gene_product""}, {""token"": ""Cdc15p"", ""start_span"": 62, ""end_span"": 68, ""type"": ""Gene_or_gene_product""}]"	train
Thus Rac1 controls a second, I kappa B - independent, pathway to NF - kappa B activation and is essential in innate immune cell signaling via TLR2.	Rac1,5,9,Gene_or_gene_product	I kappa B,29,38,Gene_or_gene_product	TLR2,142,146,Gene_or_gene_product	"[{""token"": ""Rac1"", ""start_span"": 5, ""end_span"": 9, ""type"": ""Gene_or_gene_product""}, {""token"": ""I kappa B"", ""start_span"": 29, ""end_span"": 38, ""type"": ""Gene_or_gene_product""}, {""token"": ""TLR2"", ""start_span"": 142, ""end_span"": 146, ""type"": ""Gene_or_gene_product""}]"	train
We further extend those findings by classifying the capability of various apoptosis - inducing drugs to increase the expression of KILLER / DR5 mRNA in a p53 - independent manner.	KILLER,131,137,Gene_or_gene_product	DR5,140,143,Gene_or_gene_product	p53,154,157,Gene_or_gene_product	"[{""token"": ""KILLER"", ""start_span"": 131, ""end_span"": 137, ""type"": ""Gene_or_gene_product""}, {""token"": ""DR5"", ""start_span"": 140, ""end_span"": 143, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 154, ""end_span"": 157, ""type"": ""Gene_or_gene_product""}]"	train
In contrast, betulinic acid, a novel chemotherapeutic compound, induced apoptosis and KILLER / DR5 mRNA in melanoma and glioblastoma cells through a p53 - independent mechanism.	KILLER,86,92,Gene_or_gene_product	DR5,95,98,Gene_or_gene_product	p53,149,152,Gene_or_gene_product	"[{""token"": ""KILLER"", ""start_span"": 86, ""end_span"": 92, ""type"": ""Gene_or_gene_product""}, {""token"": ""DR5"", ""start_span"": 95, ""end_span"": 98, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 149, ""end_span"": 152, ""type"": ""Gene_or_gene_product""}]"	train
Co - expression of wild - type eEF - 2K with luciferase resulted in a 2 - 3 - fold reduction in luciferase expression.	eEF - 2K,31,39,Gene_or_gene_product	luciferase,45,55,Gene_or_gene_product	luciferase,96,106,Gene_or_gene_product	"[{""token"": ""eEF - 2K"", ""start_span"": 31, ""end_span"": 39, ""type"": ""Gene_or_gene_product""}, {""token"": ""luciferase"", ""start_span"": 45, ""end_span"": 55, ""type"": ""Gene_or_gene_product""}, {""token"": ""luciferase"", ""start_span"": 96, ""end_span"": 106, ""type"": ""Gene_or_gene_product""}]"	train
While E2F - A is by both E2F1 and E2F4, E2F - C is regulated only by E2F1.	E2F1,25,29,Gene_or_gene_product	E2F4,34,38,Gene_or_gene_product	E2F1,69,73,Gene_or_gene_product	"[{""token"": ""E2F1"", ""start_span"": 25, ""end_span"": 29, ""type"": ""Gene_or_gene_product""}, {""token"": ""E2F4"", ""start_span"": 34, ""end_span"": 38, ""type"": ""Gene_or_gene_product""}, {""token"": ""E2F1"", ""start_span"": 69, ""end_span"": 73, ""type"": ""Gene_or_gene_product""}]"	train
The cyclins bind to and activate the CDK, which leads to phosphorylation ( and then inhibition) of the tumor suppressor protein, pRb.	cyclins,4,11,Gene_or_gene_product	CDK,37,40,Gene_or_gene_product	pRb,129,132,Gene_or_gene_product	"[{""token"": ""cyclins"", ""start_span"": 4, ""end_span"": 11, ""type"": ""Gene_or_gene_product""}, {""token"": ""CDK"", ""start_span"": 37, ""end_span"": 40, ""type"": ""Gene_or_gene_product""}, {""token"": ""pRb"", ""start_span"": 129, ""end_span"": 132, ""type"": ""Gene_or_gene_product""}]"	train
A model in which Rb irreversibly represses E2F - regulated genes in differentiated cells by an epigenetic mechanism linked to heterochromatin, and involving histone H3 and promoter DNA methylation, is discussed.	Rb,17,19,Gene_or_gene_product	E2F,43,46,Gene_or_gene_product	histone H3,157,167,Gene_or_gene_product	"[{""token"": ""Rb"", ""start_span"": 17, ""end_span"": 19, ""type"": ""Gene_or_gene_product""}, {""token"": ""E2F"", ""start_span"": 43, ""end_span"": 46, ""type"": ""Gene_or_gene_product""}, {""token"": ""histone H3"", ""start_span"": 157, ""end_span"": 167, ""type"": ""Gene_or_gene_product""}]"	train
In addition, several key inflammatory mediators including IL - 1 beta, IL - 8, and tumor necrosis factor - alpha are up - regulated by NTHi.	IL - 1 beta,58,69,Gene_or_gene_product	IL - 8,71,77,Gene_or_gene_product	tumor necrosis factor - alpha,83,112,Gene_or_gene_product	"[{""token"": ""IL - 1 beta"", ""start_span"": 58, ""end_span"": 69, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 8"", ""start_span"": 71, ""end_span"": 77, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumor necrosis factor - alpha"", ""start_span"": 83, ""end_span"": 112, ""type"": ""Gene_or_gene_product""}]"	train
Toll - like receptor 2 ( TLR2) and TLR4 play important roles in innate immune responses to various microbial agents.	Toll - like receptor 2,0,22,Gene_or_gene_product	TLR2,25,29,Gene_or_gene_product	TLR4,35,39,Gene_or_gene_product	"[{""token"": ""Toll - like receptor 2"", ""start_span"": 0, ""end_span"": 22, ""type"": ""Gene_or_gene_product""}, {""token"": ""TLR2"", ""start_span"": 25, ""end_span"": 29, ""type"": ""Gene_or_gene_product""}, {""token"": ""TLR4"", ""start_span"": 35, ""end_span"": 39, ""type"": ""Gene_or_gene_product""}]"	train
We have previously shown that human dermal endothelial cells ( HMEC) express TLR4, but very little TLR2, and respond to LPS, but not to Mycobacterium tuberculosis 19 - kDa lipoprotein, unless transfected with TLR2.	TLR4,77,81,Gene_or_gene_product	TLR2,99,103,Gene_or_gene_product	TLR2,209,213,Gene_or_gene_product	"[{""token"": ""TLR4"", ""start_span"": 77, ""end_span"": 81, ""type"": ""Gene_or_gene_product""}, {""token"": ""TLR2"", ""start_span"": 99, ""end_span"": 103, ""type"": ""Gene_or_gene_product""}, {""token"": ""TLR2"", ""start_span"": 209, ""end_span"": 213, ""type"": ""Gene_or_gene_product""}]"	train
We further characterized the signaling pathway in response to STF, OspA - L, and PSM in TLR2 - transfected HMEC.	STF,62,65,Gene_or_gene_product	OspA - L,67,75,Gene_or_gene_product	TLR2,88,92,Gene_or_gene_product	"[{""token"": ""STF"", ""start_span"": 62, ""end_span"": 65, ""type"": ""Gene_or_gene_product""}, {""token"": ""OspA - L"", ""start_span"": 67, ""end_span"": 75, ""type"": ""Gene_or_gene_product""}, {""token"": ""TLR2"", ""start_span"": 88, ""end_span"": 92, ""type"": ""Gene_or_gene_product""}]"	train
