Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	json	split
Rb represses E2F mainly by recruiting chromatin remodeling factors ( histone deacetylases and SWI / SNF complexes), the DNA methyltransferase DNMT1, and a histone methyltransferase.	Rb,0,2,Gene_or_gene_product	E2F,13,16,Gene_or_gene_product	histone deacetylases,69,89,Gene_or_gene_product	DNA methyltransferase,120,141,Gene_or_gene_product	DNMT1,142,147,Gene_or_gene_product	histone methyltransferase,155,180,Gene_or_gene_product	"[{""token"": ""Rb"", ""start_span"": 0, ""end_span"": 2, ""type"": ""Gene_or_gene_product""}, {""token"": ""E2F"", ""start_span"": 13, ""end_span"": 16, ""type"": ""Gene_or_gene_product""}, {""token"": ""histone deacetylases"", ""start_span"": 69, ""end_span"": 89, ""type"": ""Gene_or_gene_product""}, {""token"": ""DNA methyltransferase"", ""start_span"": 120, ""end_span"": 141, ""type"": ""Gene_or_gene_product""}, {""token"": ""DNMT1"", ""start_span"": 142, ""end_span"": 147, ""type"": ""Gene_or_gene_product""}, {""token"": ""histone methyltransferase"", ""start_span"": 155, ""end_span"": 180, ""type"": ""Gene_or_gene_product""}]"	train
Saccharomyces cerevisiae Gpi16p ( YHR188C) and Gpi17p ( YDR434W) are orthologues of PIG - T and PIG - S, respectively.	Gpi16p,25,31,Gene_or_gene_product	YHR188C,34,41,Gene_or_gene_product	Gpi17p,47,53,Gene_or_gene_product	YDR434W,56,63,Gene_or_gene_product	PIG - T,84,91,Gene_or_gene_product	PIG - S,96,103,Gene_or_gene_product	"[{""token"": ""Gpi16p"", ""start_span"": 25, ""end_span"": 31, ""type"": ""Gene_or_gene_product""}, {""token"": ""YHR188C"", ""start_span"": 34, ""end_span"": 41, ""type"": ""Gene_or_gene_product""}, {""token"": ""Gpi17p"", ""start_span"": 47, ""end_span"": 53, ""type"": ""Gene_or_gene_product""}, {""token"": ""YDR434W"", ""start_span"": 56, ""end_span"": 63, ""type"": ""Gene_or_gene_product""}, {""token"": ""PIG - T"", ""start_span"": 84, ""end_span"": 91, ""type"": ""Gene_or_gene_product""}, {""token"": ""PIG - S"", ""start_span"": 96, ""end_span"": 103, ""type"": ""Gene_or_gene_product""}]"	train
Two of these polypeptides, IKK alpha and IKK beta, also known as IKK1 and IKK2, are the catalytic subunits of the kinase complex and phosphorylate I kappa B alpha and I kappa B beta.	IKK alpha,27,36,Gene_or_gene_product	IKK beta,41,49,Gene_or_gene_product	IKK1,65,69,Gene_or_gene_product	IKK2,74,78,Gene_or_gene_product	I kappa B alpha,147,162,Gene_or_gene_product	I kappa B beta,167,181,Gene_or_gene_product	"[{""token"": ""IKK alpha"", ""start_span"": 27, ""end_span"": 36, ""type"": ""Gene_or_gene_product""}, {""token"": ""IKK beta"", ""start_span"": 41, ""end_span"": 49, ""type"": ""Gene_or_gene_product""}, {""token"": ""IKK1"", ""start_span"": 65, ""end_span"": 69, ""type"": ""Gene_or_gene_product""}, {""token"": ""IKK2"", ""start_span"": 74, ""end_span"": 78, ""type"": ""Gene_or_gene_product""}, {""token"": ""I kappa B alpha"", ""start_span"": 147, ""end_span"": 162, ""type"": ""Gene_or_gene_product""}, {""token"": ""I kappa B beta"", ""start_span"": 167, ""end_span"": 181, ""type"": ""Gene_or_gene_product""}]"	train
The FEAR network is comprised of the polo kinase Cdc5, the separase Esp1, the kinetochore - associated protein Slk19, and Spo12.	polo kinase,37,48,Gene_or_gene_product	Cdc5,49,53,Gene_or_gene_product	separase,59,67,Gene_or_gene_product	Esp1,68,72,Gene_or_gene_product	Slk19,111,116,Gene_or_gene_product	Spo12,122,127,Gene_or_gene_product	"[{""token"": ""polo kinase"", ""start_span"": 37, ""end_span"": 48, ""type"": ""Gene_or_gene_product""}, {""token"": ""Cdc5"", ""start_span"": 49, ""end_span"": 53, ""type"": ""Gene_or_gene_product""}, {""token"": ""separase"", ""start_span"": 59, ""end_span"": 67, ""type"": ""Gene_or_gene_product""}, {""token"": ""Esp1"", ""start_span"": 68, ""end_span"": 72, ""type"": ""Gene_or_gene_product""}, {""token"": ""Slk19"", ""start_span"": 111, ""end_span"": 116, ""type"": ""Gene_or_gene_product""}, {""token"": ""Spo12"", ""start_span"": 122, ""end_span"": 127, ""type"": ""Gene_or_gene_product""}]"	train
cPGES is cytoplasmic, apparently identical to the hsp90 chaperone, p23, and associates functionally with prostaglandin - endoperoxide H synthase - 1 ( PGHS - 1), the constitutive cyclooxygenase.	cPGES,0,5,Gene_or_gene_product	hsp90,50,55,Gene_or_gene_product	p23,67,70,Gene_or_gene_product	prostaglandin - endoperoxide H synthase - 1,105,148,Gene_or_gene_product	PGHS - 1,151,159,Gene_or_gene_product	cyclooxygenase,179,193,Gene_or_gene_product	"[{""token"": ""cPGES"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Gene_or_gene_product""}, {""token"": ""hsp90"", ""start_span"": 50, ""end_span"": 55, ""type"": ""Gene_or_gene_product""}, {""token"": ""p23"", ""start_span"": 67, ""end_span"": 70, ""type"": ""Gene_or_gene_product""}, {""token"": ""prostaglandin - endoperoxide H synthase - 1"", ""start_span"": 105, ""end_span"": 148, ""type"": ""Gene_or_gene_product""}, {""token"": ""PGHS - 1"", ""start_span"": 151, ""end_span"": 159, ""type"": ""Gene_or_gene_product""}, {""token"": ""cyclooxygenase"", ""start_span"": 179, ""end_span"": 193, ""type"": ""Gene_or_gene_product""}]"	train
Eukaryotic cell cycle progression is controlled by the ordered action of cyclin - dependent kinases, activation of which occurs through the binding of the cyclin to the Cdk followed by phosphorylation of a conserved threonine in the T - loop of the Cdk by Cdk - activating kinase ( CAK).	cyclin - dependent kinases,73,99,Gene_or_gene_product	cyclin,155,161,Gene_or_gene_product	Cdk,169,172,Gene_or_gene_product	Cdk,249,252,Gene_or_gene_product	Cdk - activating kinase,256,279,Gene_or_gene_product	CAK,282,285,Gene_or_gene_product	"[{""token"": ""cyclin - dependent kinases"", ""start_span"": 73, ""end_span"": 99, ""type"": ""Gene_or_gene_product""}, {""token"": ""cyclin"", ""start_span"": 155, ""end_span"": 161, ""type"": ""Gene_or_gene_product""}, {""token"": ""Cdk"", ""start_span"": 169, ""end_span"": 172, ""type"": ""Gene_or_gene_product""}, {""token"": ""Cdk"", ""start_span"": 249, ""end_span"": 252, ""type"": ""Gene_or_gene_product""}, {""token"": ""Cdk - activating kinase"", ""start_span"": 256, ""end_span"": 279, ""type"": ""Gene_or_gene_product""}, {""token"": ""CAK"", ""start_span"": 282, ""end_span"": 285, ""type"": ""Gene_or_gene_product""}]"	train
In contrast, dominant - negative IRAK1 and TNFR - associated factor 6 ( TRAF6) did not provide protection, but augmented LPS - mediated apoptosis in the absence of YopP, which indicates roles of IRAK1 and TRAF6 in the antiapoptotic signal relay of the NF - kappa B cascade.	IRAK1,33,38,Gene_or_gene_product	TNFR - associated factor 6,43,69,Gene_or_gene_product	TRAF6,72,77,Gene_or_gene_product	YopP,164,168,Gene_or_gene_product	IRAK1,195,200,Gene_or_gene_product	TRAF6,205,210,Gene_or_gene_product	"[{""token"": ""IRAK1"", ""start_span"": 33, ""end_span"": 38, ""type"": ""Gene_or_gene_product""}, {""token"": ""TNFR - associated factor 6"", ""start_span"": 43, ""end_span"": 69, ""type"": ""Gene_or_gene_product""}, {""token"": ""TRAF6"", ""start_span"": 72, ""end_span"": 77, ""type"": ""Gene_or_gene_product""}, {""token"": ""YopP"", ""start_span"": 164, ""end_span"": 168, ""type"": ""Gene_or_gene_product""}, {""token"": ""IRAK1"", ""start_span"": 195, ""end_span"": 200, ""type"": ""Gene_or_gene_product""}, {""token"": ""TRAF6"", ""start_span"": 205, ""end_span"": 210, ""type"": ""Gene_or_gene_product""}]"	train
This suggests, that Yersinia - induced apoptosis involves a proapoptotic signal relay through MyD88 and IRAK2, which potentially targets the Fas - associated death domain protein / caspase - 8 apoptotic pathway, whereas IRAK1 and TRAF6 counteract the bacteria - induced cytotoxic response by signaling macrophage survival.	MyD88,94,99,Gene_or_gene_product	IRAK2,104,109,Gene_or_gene_product	Fas - associated death domain protein,141,178,Gene_or_gene_product	caspase - 8,181,192,Gene_or_gene_product	IRAK1,220,225,Gene_or_gene_product	TRAF6,230,235,Gene_or_gene_product	"[{""token"": ""MyD88"", ""start_span"": 94, ""end_span"": 99, ""type"": ""Gene_or_gene_product""}, {""token"": ""IRAK2"", ""start_span"": 104, ""end_span"": 109, ""type"": ""Gene_or_gene_product""}, {""token"": ""Fas - associated death domain protein"", ""start_span"": 141, ""end_span"": 178, ""type"": ""Gene_or_gene_product""}, {""token"": ""caspase - 8"", ""start_span"": 181, ""end_span"": 192, ""type"": ""Gene_or_gene_product""}, {""token"": ""IRAK1"", ""start_span"": 220, ""end_span"": 225, ""type"": ""Gene_or_gene_product""}, {""token"": ""TRAF6"", ""start_span"": 230, ""end_span"": 235, ""type"": ""Gene_or_gene_product""}]"	train
E2F - 1, E2F - 2, and E2F - 3 ( but not E2F - 4 and E2F - 5) repressed hTERT promoter activity in human tumor cells, whereas they activated it in normal somatic cells.	E2F - 1,0,7,Gene_or_gene_product	E2F - 2,9,16,Gene_or_gene_product	E2F - 3,22,29,Gene_or_gene_product	E2F - 4,40,47,Gene_or_gene_product	E2F - 5,52,59,Gene_or_gene_product	hTERT,71,76,Gene_or_gene_product	"[{""token"": ""E2F - 1"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Gene_or_gene_product""}, {""token"": ""E2F - 2"", ""start_span"": 9, ""end_span"": 16, ""type"": ""Gene_or_gene_product""}, {""token"": ""E2F - 3"", ""start_span"": 22, ""end_span"": 29, ""type"": ""Gene_or_gene_product""}, {""token"": ""E2F - 4"", ""start_span"": 40, ""end_span"": 47, ""type"": ""Gene_or_gene_product""}, {""token"": ""E2F - 5"", ""start_span"": 52, ""end_span"": 59, ""type"": ""Gene_or_gene_product""}, {""token"": ""hTERT"", ""start_span"": 71, ""end_span"": 76, ""type"": ""Gene_or_gene_product""}]"	train
D - type cyclins bind to and activate the cyclin - dependent kinases Cdk4 and Cdk6, which in turn phosphorylate their downstream target, the retinoblastoma protein Rb.	D - type cyclins,0,16,Gene_or_gene_product	cyclin - dependent kinases,42,68,Gene_or_gene_product	Cdk4,69,73,Gene_or_gene_product	Cdk6,78,82,Gene_or_gene_product	retinoblastoma protein,141,163,Gene_or_gene_product	Rb,164,166,Gene_or_gene_product	"[{""token"": ""D - type cyclins"", ""start_span"": 0, ""end_span"": 16, ""type"": ""Gene_or_gene_product""}, {""token"": ""cyclin - dependent kinases"", ""start_span"": 42, ""end_span"": 68, ""type"": ""Gene_or_gene_product""}, {""token"": ""Cdk4"", ""start_span"": 69, ""end_span"": 73, ""type"": ""Gene_or_gene_product""}, {""token"": ""Cdk6"", ""start_span"": 78, ""end_span"": 82, ""type"": ""Gene_or_gene_product""}, {""token"": ""retinoblastoma protein"", ""start_span"": 141, ""end_span"": 163, ""type"": ""Gene_or_gene_product""}, {""token"": ""Rb"", ""start_span"": 164, ""end_span"": 166, ""type"": ""Gene_or_gene_product""}]"	train
The mechanism by which Pdcd4 inhibits translation thus appears to involve inhibition of eIF4A helicase, interference with eIF4A association - dissociation from eIF4G, and inhibition of eIF4A binding to the C - terminal domain of eIF4G.	Pdcd4,23,28,Gene_or_gene_product	eIF4A,88,93,Gene_or_gene_product	eIF4A,122,127,Gene_or_gene_product	eIF4G,160,165,Gene_or_gene_product	eIF4A,185,190,Gene_or_gene_product	eIF4G,229,234,Gene_or_gene_product	"[{""token"": ""Pdcd4"", ""start_span"": 23, ""end_span"": 28, ""type"": ""Gene_or_gene_product""}, {""token"": ""eIF4A"", ""start_span"": 88, ""end_span"": 93, ""type"": ""Gene_or_gene_product""}, {""token"": ""eIF4A"", ""start_span"": 122, ""end_span"": 127, ""type"": ""Gene_or_gene_product""}, {""token"": ""eIF4G"", ""start_span"": 160, ""end_span"": 165, ""type"": ""Gene_or_gene_product""}, {""token"": ""eIF4A"", ""start_span"": 185, ""end_span"": 190, ""type"": ""Gene_or_gene_product""}, {""token"": ""eIF4G"", ""start_span"": 229, ""end_span"": 234, ""type"": ""Gene_or_gene_product""}]"	train
Pdcd4 binding to eIF4A is linked to its transformation - suppressing activity, as Pdcd4 - eIF4A binding and consequent inhibition of translation are required for Pdcd4 transrepression of AP - 1.	Pdcd4,0,5,Gene_or_gene_product	eIF4A,17,22,Gene_or_gene_product	Pdcd4,82,87,Gene_or_gene_product	eIF4A,90,95,Gene_or_gene_product	Pdcd4,162,167,Gene_or_gene_product	AP - 1,187,193,Gene_or_gene_product	"[{""token"": ""Pdcd4"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Gene_or_gene_product""}, {""token"": ""eIF4A"", ""start_span"": 17, ""end_span"": 22, ""type"": ""Gene_or_gene_product""}, {""token"": ""Pdcd4"", ""start_span"": 82, ""end_span"": 87, ""type"": ""Gene_or_gene_product""}, {""token"": ""eIF4A"", ""start_span"": 90, ""end_span"": 95, ""type"": ""Gene_or_gene_product""}, {""token"": ""Pdcd4"", ""start_span"": 162, ""end_span"": 167, ""type"": ""Gene_or_gene_product""}, {""token"": ""AP - 1"", ""start_span"": 187, ""end_span"": 193, ""type"": ""Gene_or_gene_product""}]"	train
As cyclin D1 can be regulated through the canonical Wnt / beta - catenin signaling pathway, we hypothesize that the cell proliferative effects of hamartin and tuberin are partly mediated through beta - catenin.	cyclin D1,3,12,Gene_or_gene_product	Wnt,52,55,Gene_or_gene_product	beta - catenin,58,72,Gene_or_gene_product	hamartin,146,154,Gene_or_gene_product	tuberin,159,166,Gene_or_gene_product	beta - catenin,195,209,Gene_or_gene_product	"[{""token"": ""cyclin D1"", ""start_span"": 3, ""end_span"": 12, ""type"": ""Gene_or_gene_product""}, {""token"": ""Wnt"", ""start_span"": 52, ""end_span"": 55, ""type"": ""Gene_or_gene_product""}, {""token"": ""beta - catenin"", ""start_span"": 58, ""end_span"": 72, ""type"": ""Gene_or_gene_product""}, {""token"": ""hamartin"", ""start_span"": 146, ""end_span"": 154, ""type"": ""Gene_or_gene_product""}, {""token"": ""tuberin"", ""start_span"": 159, ""end_span"": 166, ""type"": ""Gene_or_gene_product""}, {""token"": ""beta - catenin"", ""start_span"": 195, ""end_span"": 209, ""type"": ""Gene_or_gene_product""}]"	train
LPS stimulation induced a complex formation between PI 3 - kinase and myeloid differentiation factor 88 ( MyD88), which was followed by an induction of IL - 1beta, tumor necrosis factor - alpha ( TNF - alpha) and macrophage inflammatory protein ( MIP) - 2.	PI 3 - kinase,52,65,Gene_or_gene_product	myeloid differentiation factor 88,70,103,Gene_or_gene_product	MyD88,106,111,Gene_or_gene_product	IL - 1beta,152,162,Gene_or_gene_product	tumor necrosis factor - alpha,164,193,Gene_or_gene_product	TNF - alpha,196,207,Gene_or_gene_product	"[{""token"": ""PI 3 - kinase"", ""start_span"": 52, ""end_span"": 65, ""type"": ""Gene_or_gene_product""}, {""token"": ""myeloid differentiation factor 88"", ""start_span"": 70, ""end_span"": 103, ""type"": ""Gene_or_gene_product""}, {""token"": ""MyD88"", ""start_span"": 106, ""end_span"": 111, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 1beta"", ""start_span"": 152, ""end_span"": 162, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumor necrosis factor - alpha"", ""start_span"": 164, ""end_span"": 193, ""type"": ""Gene_or_gene_product""}, {""token"": ""TNF - alpha"", ""start_span"": 196, ""end_span"": 207, ""type"": ""Gene_or_gene_product""}]"	train
The functional effect of the interaction of E2F1 and hepatitis B virus X protein ( HBx) on the promoter of human p53 gene was studied using chloramphenicol acetyl transferase ( CAT) assay.	E2F1,44,48,Gene_or_gene_product	hepatitis B virus X protein,53,80,Gene_or_gene_product	HBx,83,86,Gene_or_gene_product	p53,113,116,Gene_or_gene_product	chloramphenicol acetyl transferase,140,174,Gene_or_gene_product	CAT,177,180,Gene_or_gene_product	"[{""token"": ""E2F1"", ""start_span"": 44, ""end_span"": 48, ""type"": ""Gene_or_gene_product""}, {""token"": ""hepatitis B virus X protein"", ""start_span"": 53, ""end_span"": 80, ""type"": ""Gene_or_gene_product""}, {""token"": ""HBx"", ""start_span"": 83, ""end_span"": 86, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 113, ""end_span"": 116, ""type"": ""Gene_or_gene_product""}, {""token"": ""chloramphenicol acetyl transferase"", ""start_span"": 140, ""end_span"": 174, ""type"": ""Gene_or_gene_product""}, {""token"": ""CAT"", ""start_span"": 177, ""end_span"": 180, ""type"": ""Gene_or_gene_product""}]"	train
