RT - PCR analyses of hepatic cDNA showed no Abcg8 / sterolin - 2 message, downstream of exon 4 in the Abcg8 - / - mice, whether primers were located in exons 4 and 13 ( panel d), exons 9 and 13 or exons 10 and 13 ( panel e).	"cDNA	29	33	Sequence"	"Abcg8	44	49	Gene_or_geneproduct"	"sterolin - 2	52	64	Gene_or_geneproduct"	"message	65	72	Sequence"	"exon	88	92	Sequence"	"Abcg8	102	107	Gene_or_geneproduct"	"mice	114	118	Organism"	"primers	128	135	Sequence"	"exons	152	157	Sequence"	"exons	179	184	Sequence"	"exons	197	202	Sequence"	"[{""token"": ""cDNA"", ""start_span"": 29, ""end_span"": 33, ""type"": ""Sequence""}, {""token"": ""Abcg8"", ""start_span"": 44, ""end_span"": 49, ""type"": ""Gene_or_geneproduct""}, {""token"": ""sterolin - 2"", ""start_span"": 52, ""end_span"": 64, ""type"": ""Gene_or_geneproduct""}, {""token"": ""message"", ""start_span"": 65, ""end_span"": 72, ""type"": ""Sequence""}, {""token"": ""exon"", ""start_span"": 88, ""end_span"": 92, ""type"": ""Sequence""}, {""token"": ""Abcg8"", ""start_span"": 102, ""end_span"": 107, ""type"": ""Gene_or_geneproduct""}, {""token"": ""mice"", ""start_span"": 114, ""end_span"": 118, ""type"": ""Organism""}, {""token"": ""primers"", ""start_span"": 128, ""end_span"": 135, ""type"": ""Sequence""}, {""token"": ""exons"", ""start_span"": 152, ""end_span"": 157, ""type"": ""Sequence""}, {""token"": ""exons"", ""start_span"": 179, ""end_span"": 184, ""type"": ""Sequence""}, {""token"": ""exons"", ""start_span"": 197, ""end_span"": 202, ""type"": ""Sequence""}]"
The lower panel shows biliary bile salt, sterol and phospholipid secretion rates from female Abcg8 + / + ( n = 5), Abcg8 + / - ( n = 4), and Abcg8 - / - ( n = 3) mice measured following 90 - minute bile salt depletion followed by stepwise TUDC infusion as described in the text.	"bile salt	30	39	Chemical"	"sterol	41	47	Chemical"	"phospholipid	52	64	Chemical"	"Abcg8	93	98	Gene_or_geneproduct"	"+	99	100	Sequence"	"+	103	104	Sequence"	"Abcg8	115	120	Gene_or_geneproduct"	"+	121	122	Sequence"	"Abcg8	141	146	Gene_or_geneproduct"	"mice	162	166	Organism"	"bile salt	198	207	Chemical"	"[{""token"": ""bile salt"", ""start_span"": 30, ""end_span"": 39, ""type"": ""Chemical""}, {""token"": ""sterol"", ""start_span"": 41, ""end_span"": 47, ""type"": ""Chemical""}, {""token"": ""phospholipid"", ""start_span"": 52, ""end_span"": 64, ""type"": ""Chemical""}, {""token"": ""Abcg8"", ""start_span"": 93, ""end_span"": 98, ""type"": ""Gene_or_geneproduct""}, {""token"": ""+"", ""start_span"": 99, ""end_span"": 100, ""type"": ""Sequence""}, {""token"": ""+"", ""start_span"": 103, ""end_span"": 104, ""type"": ""Sequence""}, {""token"": ""Abcg8"", ""start_span"": 115, ""end_span"": 120, ""type"": ""Gene_or_geneproduct""}, {""token"": ""+"", ""start_span"": 121, ""end_span"": 122, ""type"": ""Sequence""}, {""token"": ""Abcg8"", ""start_span"": 141, ""end_span"": 146, ""type"": ""Gene_or_geneproduct""}, {""token"": ""mice"", ""start_span"": 162, ""end_span"": 166, ""type"": ""Organism""}, {""token"": ""bile salt"", ""start_span"": 198, ""end_span"": 207, ""type"": ""Chemical""}]"
To determine in greater detail the cause of the loss of the endocochlear potential in Slc26a4 - / - mice, we isolated total RNA from stria vascularis and spiral ganglia of young ( 1 - 4 month) Slc26a4 + / + and both young and old ( ~ 12 month) Slc26a4 - / - mice, assessed amounts of isolated tissues by quantification of 18S rRNA, and quantified the expression of KCNJ10 mRNA.	"Slc26a4	86	93	Gene_or_geneproduct"	"mice	100	104	Organism"	"RNA	124	127	Sequence"	"Slc26a4	193	200	Gene_or_geneproduct"	"+	201	202	Sequence"	"+	205	206	Sequence"	"Slc26a4	244	251	Gene_or_geneproduct"	"mice	258	262	Organism"	"18S rRNA	322	330	Sequence"	"KCNJ10	365	371	Gene_or_geneproduct"	"mRNA	372	376	Chemical"	"[{""token"": ""Slc26a4"", ""start_span"": 86, ""end_span"": 93, ""type"": ""Gene_or_geneproduct""}, {""token"": ""mice"", ""start_span"": 100, ""end_span"": 104, ""type"": ""Organism""}, {""token"": ""RNA"", ""start_span"": 124, ""end_span"": 127, ""type"": ""Sequence""}, {""token"": ""Slc26a4"", ""start_span"": 193, ""end_span"": 200, ""type"": ""Gene_or_geneproduct""}, {""token"": ""+"", ""start_span"": 201, ""end_span"": 202, ""type"": ""Sequence""}, {""token"": ""+"", ""start_span"": 205, ""end_span"": 206, ""type"": ""Sequence""}, {""token"": ""Slc26a4"", ""start_span"": 244, ""end_span"": 251, ""type"": ""Gene_or_geneproduct""}, {""token"": ""mice"", ""start_span"": 258, ""end_span"": 262, ""type"": ""Organism""}, {""token"": ""18S rRNA"", ""start_span"": 322, ""end_span"": 330, ""type"": ""Sequence""}, {""token"": ""KCNJ10"", ""start_span"": 365, ""end_span"": 371, ""type"": ""Gene_or_geneproduct""}, {""token"": ""mRNA"", ""start_span"": 372, ""end_span"": 376, ""type"": ""Chemical""}]"
In order to substantiate the view that stria vascularis in Slc26a4 - / - secretes K +, we measured the magnitude of the bumetanide - sensitive current exiting stria vascularis across the apical membrane of strial marginal cells and determined the expression of the proteins KCNQ1, KCNE1 and SLC12A2, which are essential for K + secretion [ 20, 32, 33], and of GJB2 ( Cx26), which is thought to contribute to K + cycling [ 23].	"Slc26a4	59	66	Gene_or_geneproduct"	"K +	82	85	Chemical"	"apical membrane of strial marginal cells	187	227	GO_ontology"	"proteins	265	273	Chemical"	"KCNQ1	274	279	Gene_or_geneproduct"	"KCNE1	281	286	Gene_or_geneproduct"	"SLC12A2	291	298	Gene_or_geneproduct"	"K +	324	327	Chemical"	"GJB2	360	364	Gene_or_geneproduct"	"Cx26	367	371	Gene_or_geneproduct"	"K +	408	411	Chemical"	"[{""token"": ""Slc26a4"", ""start_span"": 59, ""end_span"": 66, ""type"": ""Gene_or_geneproduct""}, {""token"": ""K +"", ""start_span"": 82, ""end_span"": 85, ""type"": ""Chemical""}, {""token"": ""apical membrane of strial marginal cells"", ""start_span"": 187, ""end_span"": 227, ""type"": ""GO_ontology""}, {""token"": ""proteins"", ""start_span"": 265, ""end_span"": 273, ""type"": ""Chemical""}, {""token"": ""KCNQ1"", ""start_span"": 274, ""end_span"": 279, ""type"": ""Gene_or_geneproduct""}, {""token"": ""KCNE1"", ""start_span"": 281, ""end_span"": 286, ""type"": ""Gene_or_geneproduct""}, {""token"": ""SLC12A2"", ""start_span"": 291, ""end_span"": 298, ""type"": ""Gene_or_geneproduct""}, {""token"": ""K +"", ""start_span"": 324, ""end_span"": 327, ""type"": ""Chemical""}, {""token"": ""GJB2"", ""start_span"": 360, ""end_span"": 364, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Cx26"", ""start_span"": 367, ""end_span"": 371, ""type"": ""Gene_or_geneproduct""}, {""token"": ""K +"", ""start_span"": 408, ""end_span"": 411, ""type"": ""Chemical""}]"
Cys, cysteine, Glu, glutamate, Gly, glycine, CA, carbonic anhydrase, GST, glutathione - S - transferase, GSH, glutathione.	"Cys	0	3	Chemical"	"cysteine	5	13	Chemical"	"Glu	15	18	Chemical"	"glutamate	20	29	Chemical"	"Gly	31	34	Chemical"	"glycine	36	43	Chemical"	"carbonic	49	57	Chemical"	"GST	69	72	Gene_or_geneproduct"	"glutathione - S - transferase	74	103	Gene_or_geneproduct"	"GSH	105	108	Chemical"	"glutathione	110	121	Chemical"	"[{""token"": ""Cys"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Chemical""}, {""token"": ""cysteine"", ""start_span"": 5, ""end_span"": 13, ""type"": ""Chemical""}, {""token"": ""Glu"", ""start_span"": 15, ""end_span"": 18, ""type"": ""Chemical""}, {""token"": ""glutamate"", ""start_span"": 20, ""end_span"": 29, ""type"": ""Chemical""}, {""token"": ""Gly"", ""start_span"": 31, ""end_span"": 34, ""type"": ""Chemical""}, {""token"": ""glycine"", ""start_span"": 36, ""end_span"": 43, ""type"": ""Chemical""}, {""token"": ""carbonic"", ""start_span"": 49, ""end_span"": 57, ""type"": ""Chemical""}, {""token"": ""GST"", ""start_span"": 69, ""end_span"": 72, ""type"": ""Gene_or_geneproduct""}, {""token"": ""glutathione - S - transferase"", ""start_span"": 74, ""end_span"": 103, ""type"": ""Gene_or_geneproduct""}, {""token"": ""GSH"", ""start_span"": 105, ""end_span"": 108, ""type"": ""Chemical""}, {""token"": ""glutathione"", ""start_span"": 110, ""end_span"": 121, ""type"": ""Chemical""}]"
The primary genetic defect ( > 80% disease chromosomes) leading to JNCL is a 1. 02 kb genomic DNA deletion in the CLN3 gene, which eliminates exons 7 and 8 and surrounding intronic DNA, predicting a non - functional protein product [ 2].	"genetic	12	19	Sequence"	"chromosomes	43	54	GO_ontology"	"genomic DNA	86	97	Sequence"	"deletion	98	106	Sequence"	"CLN3	114	118	Gene_or_geneproduct"	"gene	119	123	Sequence"	"eliminates	131	141	Sequence"	"exons	142	147	Sequence"	"intronic	172	180	Sequence"	"DNA	181	184	Sequence"	"protein product	216	231	Chemical"	"[{""token"": ""genetic"", ""start_span"": 12, ""end_span"": 19, ""type"": ""Sequence""}, {""token"": ""chromosomes"", ""start_span"": 43, ""end_span"": 54, ""type"": ""GO_ontology""}, {""token"": ""genomic DNA"", ""start_span"": 86, ""end_span"": 97, ""type"": ""Sequence""}, {""token"": ""deletion"", ""start_span"": 98, ""end_span"": 106, ""type"": ""Sequence""}, {""token"": ""CLN3"", ""start_span"": 114, ""end_span"": 118, ""type"": ""Gene_or_geneproduct""}, {""token"": ""gene"", ""start_span"": 119, ""end_span"": 123, ""type"": ""Sequence""}, {""token"": ""eliminates"", ""start_span"": 131, ""end_span"": 141, ""type"": ""Sequence""}, {""token"": ""exons"", ""start_span"": 142, ""end_span"": 147, ""type"": ""Sequence""}, {""token"": ""intronic"", ""start_span"": 172, ""end_span"": 180, ""type"": ""Sequence""}, {""token"": ""DNA"", ""start_span"": 181, ""end_span"": 184, ""type"": ""Sequence""}, {""token"": ""protein product"", ""start_span"": 216, ""end_span"": 231, ""type"": ""Chemical""}]"
Battenin immunostaining in homozygous CbCln3 Delta ex7 / 8 neuronal precursors is significantly reduced in abundance, but mutant signal also co - localizes with endosomal markers suggesting mutant battenin protein with C - terminal epitopes is trafficked similar to wild - type protein.	"Battenin	0	8	Gene_or_geneproduct"	"neuronal	59	67	Cell"	"mutant	122	128	Sequence"	"endosomal	161	170	GO_ontology"	"mutant	190	196	Sequence"	"battenin	197	205	Gene_or_geneproduct"	"protein	206	213	Chemical"	"C - terminal	219	231	Sequence"	"epitopes	232	240	Sequence"	"wild - type	266	277	Sequence"	"protein	278	285	Chemical"	"[{""token"": ""Battenin"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Gene_or_geneproduct""}, {""token"": ""neuronal"", ""start_span"": 59, ""end_span"": 67, ""type"": ""Cell""}, {""token"": ""mutant"", ""start_span"": 122, ""end_span"": 128, ""type"": ""Sequence""}, {""token"": ""endosomal"", ""start_span"": 161, ""end_span"": 170, ""type"": ""GO_ontology""}, {""token"": ""mutant"", ""start_span"": 190, ""end_span"": 196, ""type"": ""Sequence""}, {""token"": ""battenin"", ""start_span"": 197, ""end_span"": 205, ""type"": ""Gene_or_geneproduct""}, {""token"": ""protein"", ""start_span"": 206, ""end_span"": 213, ""type"": ""Chemical""}, {""token"": ""C - terminal"", ""start_span"": 219, ""end_span"": 231, ""type"": ""Sequence""}, {""token"": ""epitopes"", ""start_span"": 232, ""end_span"": 240, ""type"": ""Sequence""}, {""token"": ""wild - type"", ""start_span"": 266, ""end_span"": 277, ""type"": ""Sequence""}, {""token"": ""protein"", ""start_span"": 278, ""end_span"": 285, ""type"": ""Chemical""}]"
In other studies, CLN3 / battenin protein localization has been reported to partially overlap with late endosomes and lysosomes in non - neuronal cells [ 7], and to lysosomes, synaptosomes [ 8] and endosomes [ 9, 25] in neurons.	"CLN3	18	22	Gene_or_geneproduct"	"battenin	25	33	Gene_or_geneproduct"	"protein	34	41	Chemical"	"late endosomes	99	113	GO_ontology"	"lysosomes	118	127	GO_ontology"	"neuronal	137	145	Cell"	"cells	146	151	Cell"	"lysosomes	165	174	GO_ontology"	"synaptosomes	176	188	GO_ontology"	"endosomes	198	207	GO_ontology"	"neurons	220	227	Cell"	"[{""token"": ""CLN3"", ""start_span"": 18, ""end_span"": 22, ""type"": ""Gene_or_geneproduct""}, {""token"": ""battenin"", ""start_span"": 25, ""end_span"": 33, ""type"": ""Gene_or_geneproduct""}, {""token"": ""protein"", ""start_span"": 34, ""end_span"": 41, ""type"": ""Chemical""}, {""token"": ""late endosomes"", ""start_span"": 99, ""end_span"": 113, ""type"": ""GO_ontology""}, {""token"": ""lysosomes"", ""start_span"": 118, ""end_span"": 127, ""type"": ""GO_ontology""}, {""token"": ""neuronal"", ""start_span"": 137, ""end_span"": 145, ""type"": ""Cell""}, {""token"": ""cells"", ""start_span"": 146, ""end_span"": 151, ""type"": ""Cell""}, {""token"": ""lysosomes"", ""start_span"": 165, ""end_span"": 174, ""type"": ""GO_ontology""}, {""token"": ""synaptosomes"", ""start_span"": 176, ""end_span"": 188, ""type"": ""GO_ontology""}, {""token"": ""endosomes"", ""start_span"": 198, ""end_span"": 207, ""type"": ""GO_ontology""}, {""token"": ""neurons"", ""start_span"": 220, ""end_span"": 227, ""type"": ""Cell""}]"
Protein extracts were prepared from keratinocytes transfected with empty expression vector ( K14), containing the K14 promoter or with the vector driving HA - tagged Snail ( K14 - Snail); or from whole skin from E13. 5 to P5 animals, including newborn ( nb).	"Protein	0	7	Chemical"	"keratinocytes	36	49	Cell"	"vector	84	90	Sequence"	"K14	93	96	Gene_or_geneproduct"	"K14	114	117	Gene_or_geneproduct"	"promoter	118	126	Sequence"	"vector	139	145	Sequence"	"Snail	166	171	Gene_or_geneproduct"	"K14	174	177	Gene_or_geneproduct"	"Snail	180	185	Gene_or_geneproduct"	"animals	225	232	Organism"	"[{""token"": ""Protein"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Chemical""}, {""token"": ""keratinocytes"", ""start_span"": 36, ""end_span"": 49, ""type"": ""Cell""}, {""token"": ""vector"", ""start_span"": 84, ""end_span"": 90, ""type"": ""Sequence""}, {""token"": ""K14"", ""start_span"": 93, ""end_span"": 96, ""type"": ""Gene_or_geneproduct""}, {""token"": ""K14"", ""start_span"": 114, ""end_span"": 117, ""type"": ""Gene_or_geneproduct""}, {""token"": ""promoter"", ""start_span"": 118, ""end_span"": 126, ""type"": ""Sequence""}, {""token"": ""vector"", ""start_span"": 139, ""end_span"": 145, ""type"": ""Sequence""}, {""token"": ""Snail"", ""start_span"": 166, ""end_span"": 171, ""type"": ""Gene_or_geneproduct""}, {""token"": ""K14"", ""start_span"": 174, ""end_span"": 177, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Snail"", ""start_span"": 180, ""end_span"": 185, ""type"": ""Gene_or_geneproduct""}, {""token"": ""animals"", ""start_span"": 225, ""end_span"": 232, ""type"": ""Organism""}]"
3H - TAG incorporation was increased nearly 50% in hepatocytes isolated from PGC - 1 alpha - / - mice compared to PGC - 1 alpha + / + controls ( Figure 8D), confirming that TAG synthesis rates are increased in PGC - 1 alpha null hepatocytes, identifying a second potential mechanism contributing to the fasting - induced hepatic steatosis.	"3H	0	2	Chemical"	"TAG	5	8	Chemical"	"hepatocytes	51	62	Cell"	"PGC - 1 alpha	77	90	Gene_or_geneproduct"	"mice	97	101	Organism"	"PGC - 1 alpha	114	127	Gene_or_geneproduct"	"+	128	129	Sequence"	"+	132	133	Sequence"	"TAG	173	176	Chemical"	"PGC - 1 alpha	210	223	Gene_or_geneproduct"	"hepatocytes	229	240	Cell"	"[{""token"": ""3H"", ""start_span"": 0, ""end_span"": 2, ""type"": ""Chemical""}, {""token"": ""TAG"", ""start_span"": 5, ""end_span"": 8, ""type"": ""Chemical""}, {""token"": ""hepatocytes"", ""start_span"": 51, ""end_span"": 62, ""type"": ""Cell""}, {""token"": ""PGC - 1 alpha"", ""start_span"": 77, ""end_span"": 90, ""type"": ""Gene_or_geneproduct""}, {""token"": ""mice"", ""start_span"": 97, ""end_span"": 101, ""type"": ""Organism""}, {""token"": ""PGC - 1 alpha"", ""start_span"": 114, ""end_span"": 127, ""type"": ""Gene_or_geneproduct""}, {""token"": ""+"", ""start_span"": 128, ""end_span"": 129, ""type"": ""Sequence""}, {""token"": ""+"", ""start_span"": 132, ""end_span"": 133, ""type"": ""Sequence""}, {""token"": ""TAG"", ""start_span"": 173, ""end_span"": 176, ""type"": ""Chemical""}, {""token"": ""PGC - 1 alpha"", ""start_span"": 210, ""end_span"": 223, ""type"": ""Gene_or_geneproduct""}, {""token"": ""hepatocytes"", ""start_span"": 229, ""end_span"": 240, ""type"": ""Cell""}]"
For control, antibodies against LAP2 alpha, Emerin and tubulin were used to verify that the nucleoplasm ( marker: LAP2 alpha, which is anon - membrane - bound isoform of LAP2) was successfully extracted and also not contaminated by nuclear membranes ( marker: Emerin) or by cytoplasm ( marker: tubulin).	"antibodies	13	23	GO_ontology"	"Emerin	44	50	Gene_or_geneproduct"	"tubulin	55	62	GO_ontology"	"nucleoplasm	92	103	GO_ontology"	"membrane	142	150	GO_ontology"	"isoform	159	166	Sequence"	"LAP2	170	174	Gene_or_geneproduct"	"nuclear membranes	232	249	GO_ontology"	"Emerin	260	266	Gene_or_geneproduct"	"cytoplasm	274	283	GO_ontology"	"tubulin	294	301	GO_ontology"	"[{""token"": ""antibodies"", ""start_span"": 13, ""end_span"": 23, ""type"": ""GO_ontology""}, {""token"": ""Emerin"", ""start_span"": 44, ""end_span"": 50, ""type"": ""Gene_or_geneproduct""}, {""token"": ""tubulin"", ""start_span"": 55, ""end_span"": 62, ""type"": ""GO_ontology""}, {""token"": ""nucleoplasm"", ""start_span"": 92, ""end_span"": 103, ""type"": ""GO_ontology""}, {""token"": ""membrane"", ""start_span"": 142, ""end_span"": 150, ""type"": ""GO_ontology""}, {""token"": ""isoform"", ""start_span"": 159, ""end_span"": 166, ""type"": ""Sequence""}, {""token"": ""LAP2"", ""start_span"": 170, ""end_span"": 174, ""type"": ""Gene_or_geneproduct""}, {""token"": ""nuclear membranes"", ""start_span"": 232, ""end_span"": 249, ""type"": ""GO_ontology""}, {""token"": ""Emerin"", ""start_span"": 260, ""end_span"": 266, ""type"": ""Gene_or_geneproduct""}, {""token"": ""cytoplasm"", ""start_span"": 274, ""end_span"": 283, ""type"": ""GO_ontology""}, {""token"": ""tubulin"", ""start_span"": 294, ""end_span"": 301, ""type"": ""GO_ontology""}]"
For control, immunoblotting of LAP2 alpha ( 75 kDa; non - membrane - bound isoform), Emerin ( EM, 34 kDa), and tubulin ( TB, 55 kDa) which are specific for nucleoplasm ( LAP2 alpha), nuclear membranes ( Emerin), and the cytoplasm ( tubulin) are shown.	"membrane	58	66	GO_ontology"	"isoform	75	82	Sequence"	"Emerin	85	91	Gene_or_geneproduct"	"EM	94	96	Gene_or_geneproduct"	"tubulin	111	118	GO_ontology"	"TB	121	123	GO_ontology"	"nucleoplasm	156	167	GO_ontology"	"nuclear membranes	183	200	GO_ontology"	"Emerin	203	209	Gene_or_geneproduct"	"cytoplasm	220	229	GO_ontology"	"tubulin	232	239	GO_ontology"	"[{""token"": ""membrane"", ""start_span"": 58, ""end_span"": 66, ""type"": ""GO_ontology""}, {""token"": ""isoform"", ""start_span"": 75, ""end_span"": 82, ""type"": ""Sequence""}, {""token"": ""Emerin"", ""start_span"": 85, ""end_span"": 91, ""type"": ""Gene_or_geneproduct""}, {""token"": ""EM"", ""start_span"": 94, ""end_span"": 96, ""type"": ""Gene_or_geneproduct""}, {""token"": ""tubulin"", ""start_span"": 111, ""end_span"": 118, ""type"": ""GO_ontology""}, {""token"": ""TB"", ""start_span"": 121, ""end_span"": 123, ""type"": ""GO_ontology""}, {""token"": ""nucleoplasm"", ""start_span"": 156, ""end_span"": 167, ""type"": ""GO_ontology""}, {""token"": ""nuclear membranes"", ""start_span"": 183, ""end_span"": 200, ""type"": ""GO_ontology""}, {""token"": ""Emerin"", ""start_span"": 203, ""end_span"": 209, ""type"": ""Gene_or_geneproduct""}, {""token"": ""cytoplasm"", ""start_span"": 220, ""end_span"": 229, ""type"": ""GO_ontology""}, {""token"": ""tubulin"", ""start_span"": 232, ""end_span"": 239, ""type"": ""GO_ontology""}]"
We first assessed the influence of EWS - Pea3 expression in early post - mitotic DRG neurons on the establishment of afferent projections into the spinal cord using the TaumGFP / + allele or a Thy1 - promoter - driven synaptophysin green fluorescent protein ( spGFP) with an expression profile restricted to DRG sensory neurons at embryonic day ( E) 13. 5 ( Thy1spGFP; [ 25]) ( Figure 3).	"EWS	35	38	Gene_or_geneproduct"	"Pea3	41	45	Gene_or_geneproduct"	"neurons	85	92	Cell"	"projections	126	137	GO_ontology"	"+	179	180	Sequence"	"allele	181	187	Sequence"	"Thy1	193	197	Gene_or_geneproduct"	"promoter	200	208	Sequence"	"synaptophysin	218	231	Gene_or_geneproduct"	"protein	250	257	Chemical"	"sensory neurons	312	327	Cell"	"[{""token"": ""EWS"", ""start_span"": 35, ""end_span"": 38, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Pea3"", ""start_span"": 41, ""end_span"": 45, ""type"": ""Gene_or_geneproduct""}, {""token"": ""neurons"", ""start_span"": 85, ""end_span"": 92, ""type"": ""Cell""}, {""token"": ""projections"", ""start_span"": 126, ""end_span"": 137, ""type"": ""GO_ontology""}, {""token"": ""+"", ""start_span"": 179, ""end_span"": 180, ""type"": ""Sequence""}, {""token"": ""allele"", ""start_span"": 181, ""end_span"": 187, ""type"": ""Sequence""}, {""token"": ""Thy1"", ""start_span"": 193, ""end_span"": 197, ""type"": ""Gene_or_geneproduct""}, {""token"": ""promoter"", ""start_span"": 200, ""end_span"": 208, ""type"": ""Sequence""}, {""token"": ""synaptophysin"", ""start_span"": 218, ""end_span"": 231, ""type"": ""Gene_or_geneproduct""}, {""token"": ""protein"", ""start_span"": 250, ""end_span"": 257, ""type"": ""Chemical""}, {""token"": ""sensory neurons"", ""start_span"": 312, ""end_span"": 327, ""type"": ""Cell""}]"
In brief, a targeting vector with a cDNA coding for EWS - Pea3 was inserted in frame with the endogenous start ATG into exon 2 of the Er81 genomic locus and used for homologous recombination in W95 ES cells.	"vector	22	28	Sequence"	"cDNA	36	40	Sequence"	"EWS	52	55	Gene_or_geneproduct"	"Pea3	58	62	Gene_or_geneproduct"	"inserted	67	75	Sequence"	"frame	79	84	Sequence"	"start ATG	105	114	Sequence"	"exon	120	124	Sequence"	"Er81	134	138	Gene_or_geneproduct"	"genomic locus	139	152	Sequence"	"cells	201	206	Cell"	"[{""token"": ""vector"", ""start_span"": 22, ""end_span"": 28, ""type"": ""Sequence""}, {""token"": ""cDNA"", ""start_span"": 36, ""end_span"": 40, ""type"": ""Sequence""}, {""token"": ""EWS"", ""start_span"": 52, ""end_span"": 55, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Pea3"", ""start_span"": 58, ""end_span"": 62, ""type"": ""Gene_or_geneproduct""}, {""token"": ""inserted"", ""start_span"": 67, ""end_span"": 75, ""type"": ""Sequence""}, {""token"": ""frame"", ""start_span"": 79, ""end_span"": 84, ""type"": ""Sequence""}, {""token"": ""start ATG"", ""start_span"": 105, ""end_span"": 114, ""type"": ""Sequence""}, {""token"": ""exon"", ""start_span"": 120, ""end_span"": 124, ""type"": ""Sequence""}, {""token"": ""Er81"", ""start_span"": 134, ""end_span"": 138, ""type"": ""Gene_or_geneproduct""}, {""token"": ""genomic locus"", ""start_span"": 139, ""end_span"": 152, ""type"": ""Sequence""}, {""token"": ""cells"", ""start_span"": 201, ""end_span"": 206, ""type"": ""Cell""}]"
Analysis of TrkC expression by in situ hybridization ( A and E), and Runx3 ( red; B and F), Brn3A ( red; C and G), Isl1 ( red; D and H), p75 ( red; I and M), TrkA ( red; J and N), CGRP ( red; K and O), Calretinin ( CR; red; L and P), and LacZ ( green; B - D and F - P) by immunohistochemistry on E16. 5 lumbar DRG of Er81NLZ / + ( A - D and I - L) and Er81EWS - Pea3 / - ( E - H and M - P) embryos.	"TrkC	12	16	Gene_or_geneproduct"	"Runx3	69	74	Gene_or_geneproduct"	"Brn3A	92	97	Gene_or_geneproduct"	"Isl1	115	119	Gene_or_geneproduct"	"p75	137	140	Gene_or_geneproduct"	"TrkA	158	162	Gene_or_geneproduct"	"CGRP	180	184	Gene_or_geneproduct"	"Calretinin	202	212	Gene_or_geneproduct"	"CR	215	217	Gene_or_geneproduct"	"+	327	328	Sequence"	"Pea3	362	366	Gene_or_geneproduct"	"[{""token"": ""TrkC"", ""start_span"": 12, ""end_span"": 16, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Runx3"", ""start_span"": 69, ""end_span"": 74, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Brn3A"", ""start_span"": 92, ""end_span"": 97, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Isl1"", ""start_span"": 115, ""end_span"": 119, ""type"": ""Gene_or_geneproduct""}, {""token"": ""p75"", ""start_span"": 137, ""end_span"": 140, ""type"": ""Gene_or_geneproduct""}, {""token"": ""TrkA"", ""start_span"": 158, ""end_span"": 162, ""type"": ""Gene_or_geneproduct""}, {""token"": ""CGRP"", ""start_span"": 180, ""end_span"": 184, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Calretinin"", ""start_span"": 202, ""end_span"": 212, ""type"": ""Gene_or_geneproduct""}, {""token"": ""CR"", ""start_span"": 215, ""end_span"": 217, ""type"": ""Gene_or_geneproduct""}, {""token"": ""+"", ""start_span"": 327, ""end_span"": 328, ""type"": ""Sequence""}, {""token"": ""Pea3"", ""start_span"": 362, ""end_span"": 366, ""type"": ""Gene_or_geneproduct""}]"
( O) Western blot analysis of protein extracts isolated from lumbar DRG of E16. 5 wild - type ( wt) and TauEWS - Pea3 / + Isl1Cre / + ( mut) embryos using the following antibodies: Akt, p - Akt ( Ser473), CREB, p - CREB ( Ser133), Bax, Bcl2, and Bcl - xl.	"protein	30	37	Chemical"	"wild - type	82	93	Sequence"	"wt	96	98	Sequence"	"Pea3	113	117	Gene_or_geneproduct"	"+	120	121	Sequence"	"+	132	133	Sequence"	"mut	136	139	Sequence"	"antibodies	169	179	GO_ontology"	"Bax	231	234	Gene_or_geneproduct"	"Bcl2	236	240	Gene_or_geneproduct"	"Bcl - xl	246	254	Gene_or_geneproduct"	"[{""token"": ""protein"", ""start_span"": 30, ""end_span"": 37, ""type"": ""Chemical""}, {""token"": ""wild - type"", ""start_span"": 82, ""end_span"": 93, ""type"": ""Sequence""}, {""token"": ""wt"", ""start_span"": 96, ""end_span"": 98, ""type"": ""Sequence""}, {""token"": ""Pea3"", ""start_span"": 113, ""end_span"": 117, ""type"": ""Gene_or_geneproduct""}, {""token"": ""+"", ""start_span"": 120, ""end_span"": 121, ""type"": ""Sequence""}, {""token"": ""+"", ""start_span"": 132, ""end_span"": 133, ""type"": ""Sequence""}, {""token"": ""mut"", ""start_span"": 136, ""end_span"": 139, ""type"": ""Sequence""}, {""token"": ""antibodies"", ""start_span"": 169, ""end_span"": 179, ""type"": ""GO_ontology""}, {""token"": ""Bax"", ""start_span"": 231, ""end_span"": 234, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Bcl2"", ""start_span"": 236, ""end_span"": 240, ""type"": ""Gene_or_geneproduct""}, {""token"": ""Bcl - xl"", ""start_span"": 246, ""end_span"": 254, ""type"": ""Gene_or_geneproduct""}]"
