Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	json	split
We show that ING4 physically interacts with p65 ( RelA) subunit of nuclear factor NF - kappaB, and that ING4 regulates brain tumour angiogenesis through transcriptional repression of NF - kappaB - responsive genes.	ING4,13,17,Gene_or_gene_product	p65,44,47,Gene_or_gene_product	RelA,50,54,Gene_or_gene_product	NF - kappaB,82,93,Gene_or_gene_product	ING4,104,108,Gene_or_gene_product	NF - kappaB,183,194,Gene_or_gene_product	"[{""token"": ""ING4"", ""start_span"": 13, ""end_span"": 17, ""type"": ""Gene_or_gene_product""}, {""token"": ""p65"", ""start_span"": 44, ""end_span"": 47, ""type"": ""Gene_or_gene_product""}, {""token"": ""RelA"", ""start_span"": 50, ""end_span"": 54, ""type"": ""Gene_or_gene_product""}, {""token"": ""NF - kappaB"", ""start_span"": 82, ""end_span"": 93, ""type"": ""Gene_or_gene_product""}, {""token"": ""ING4"", ""start_span"": 104, ""end_span"": 108, ""type"": ""Gene_or_gene_product""}, {""token"": ""NF - kappaB"", ""start_span"": 183, ""end_span"": 194, ""type"": ""Gene_or_gene_product""}]"	train
In this study, to examine hypoxia - specific production of anti - angiogenic therapeutic gene, we constructed 5 copies of HRE ( 5xHRE) of human VEGF linked to soluble Tie2 ( sTie2) driven by minimal SV40 promoter ( 5xHRE / SV40 / sTie2).	VEGF,144,148,Gene_or_gene_product	Tie2,167,171,Gene_or_gene_product	sTie2,174,179,Gene_or_gene_product	SV40,199,203,Gene_or_gene_product	SV40,223,227,Gene_or_gene_product	sTie2,230,235,Gene_or_gene_product	"[{""token"": ""VEGF"", ""start_span"": 144, ""end_span"": 148, ""type"": ""Gene_or_gene_product""}, {""token"": ""Tie2"", ""start_span"": 167, ""end_span"": 171, ""type"": ""Gene_or_gene_product""}, {""token"": ""sTie2"", ""start_span"": 174, ""end_span"": 179, ""type"": ""Gene_or_gene_product""}, {""token"": ""SV40"", ""start_span"": 199, ""end_span"": 203, ""type"": ""Gene_or_gene_product""}, {""token"": ""SV40"", ""start_span"": 223, ""end_span"": 227, ""type"": ""Gene_or_gene_product""}, {""token"": ""sTie2"", ""start_span"": 230, ""end_span"": 235, ""type"": ""Gene_or_gene_product""}]"	train
In addition to p16 ( INK4A), the INK4A locus encodes a splice variant, termed p12 - - specifically expressed in human pancreas - - and ARF, a protein encoded by an alternative reading frame that acts as a tumor suppressor through the p53 pathway.	p16,15,18,Gene_or_gene_product	INK4A,21,26,Gene_or_gene_product	INK4A,33,38,Gene_or_gene_product	p12,78,81,Gene_or_gene_product	ARF,135,138,Gene_or_gene_product	p53,234,237,Gene_or_gene_product	"[{""token"": ""p16"", ""start_span"": 15, ""end_span"": 18, ""type"": ""Gene_or_gene_product""}, {""token"": ""INK4A"", ""start_span"": 21, ""end_span"": 26, ""type"": ""Gene_or_gene_product""}, {""token"": ""INK4A"", ""start_span"": 33, ""end_span"": 38, ""type"": ""Gene_or_gene_product""}, {""token"": ""p12"", ""start_span"": 78, ""end_span"": 81, ""type"": ""Gene_or_gene_product""}, {""token"": ""ARF"", ""start_span"": 135, ""end_span"": 138, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 234, ""end_span"": 237, ""type"": ""Gene_or_gene_product""}]"	train
Inhibitors of Akt and P13 - kinase, the upstream activator of Akt, block endothelial cell migration and disrupt paxillin localization to the focal adhesions after stimulation with VEGF and S1P.	Akt,14,17,Gene_or_gene_product	P13 - kinase,22,34,Gene_or_gene_product	Akt,62,65,Gene_or_gene_product	paxillin,112,120,Gene_or_gene_product	VEGF,180,184,Gene_or_gene_product	S1P,189,192,Gene_or_gene_product	"[{""token"": ""Akt"", ""start_span"": 14, ""end_span"": 17, ""type"": ""Gene_or_gene_product""}, {""token"": ""P13 - kinase"", ""start_span"": 22, ""end_span"": 34, ""type"": ""Gene_or_gene_product""}, {""token"": ""Akt"", ""start_span"": 62, ""end_span"": 65, ""type"": ""Gene_or_gene_product""}, {""token"": ""paxillin"", ""start_span"": 112, ""end_span"": 120, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 180, ""end_span"": 184, ""type"": ""Gene_or_gene_product""}, {""token"": ""S1P"", ""start_span"": 189, ""end_span"": 192, ""type"": ""Gene_or_gene_product""}]"	train
Inhibition of c - Jun amino - terminal kinase ( JNK) blocked type III collagen expression in LRP - 1 - deficient MEFs, suggesting regulation of JNK activity as a mechanism by which LRP - 1 controls mRNA expression.	c - Jun amino - terminal kinase,14,45,Gene_or_gene_product	JNK,48,51,Gene_or_gene_product	type III collagen,61,78,Gene_or_gene_product	LRP - 1,93,100,Gene_or_gene_product	JNK,144,147,Gene_or_gene_product	LRP - 1,181,188,Gene_or_gene_product	"[{""token"": ""c - Jun amino - terminal kinase"", ""start_span"": 14, ""end_span"": 45, ""type"": ""Gene_or_gene_product""}, {""token"": ""JNK"", ""start_span"": 48, ""end_span"": 51, ""type"": ""Gene_or_gene_product""}, {""token"": ""type III collagen"", ""start_span"": 61, ""end_span"": 78, ""type"": ""Gene_or_gene_product""}, {""token"": ""LRP - 1"", ""start_span"": 93, ""end_span"": 100, ""type"": ""Gene_or_gene_product""}, {""token"": ""JNK"", ""start_span"": 144, ""end_span"": 147, ""type"": ""Gene_or_gene_product""}, {""token"": ""LRP - 1"", ""start_span"": 181, ""end_span"": 188, ""type"": ""Gene_or_gene_product""}]"	train
PCNSLs with HRK methylation also showed methylation of multiple genes, such as p14ARF, p16INK4a, RB1, p27Kip1 and O6 - MGMT.	HRK,12,15,Gene_or_gene_product	p14ARF,79,85,Gene_or_gene_product	p16INK4a,87,95,Gene_or_gene_product	RB1,97,100,Gene_or_gene_product	p27Kip1,102,109,Gene_or_gene_product	O6 - MGMT,114,123,Gene_or_gene_product	"[{""token"": ""HRK"", ""start_span"": 12, ""end_span"": 15, ""type"": ""Gene_or_gene_product""}, {""token"": ""p14ARF"", ""start_span"": 79, ""end_span"": 85, ""type"": ""Gene_or_gene_product""}, {""token"": ""p16INK4a"", ""start_span"": 87, ""end_span"": 95, ""type"": ""Gene_or_gene_product""}, {""token"": ""RB1"", ""start_span"": 97, ""end_span"": 100, ""type"": ""Gene_or_gene_product""}, {""token"": ""p27Kip1"", ""start_span"": 102, ""end_span"": 109, ""type"": ""Gene_or_gene_product""}, {""token"": ""O6 - MGMT"", ""start_span"": 114, ""end_span"": 123, ""type"": ""Gene_or_gene_product""}]"	train
Mutant mice lacking both cyclin - dependent kinase ( CDK) inhibitors p18 ( Ink4c) and p27 ( Kip1) develop a tumor spectrum reminiscent of human multiple endocrine neoplasia ( MEN) syndromes.	cyclin - dependent kinase,25,50,Gene_or_gene_product	CDK,53,56,Gene_or_gene_product	p18,69,72,Gene_or_gene_product	Ink4c,75,80,Gene_or_gene_product	p27,86,89,Gene_or_gene_product	Kip1,92,96,Gene_or_gene_product	"[{""token"": ""cyclin - dependent kinase"", ""start_span"": 25, ""end_span"": 50, ""type"": ""Gene_or_gene_product""}, {""token"": ""CDK"", ""start_span"": 53, ""end_span"": 56, ""type"": ""Gene_or_gene_product""}, {""token"": ""p18"", ""start_span"": 69, ""end_span"": 72, ""type"": ""Gene_or_gene_product""}, {""token"": ""Ink4c"", ""start_span"": 75, ""end_span"": 80, ""type"": ""Gene_or_gene_product""}, {""token"": ""p27"", ""start_span"": 86, ""end_span"": 89, ""type"": ""Gene_or_gene_product""}, {""token"": ""Kip1"", ""start_span"": 92, ""end_span"": 96, ""type"": ""Gene_or_gene_product""}]"	train
Trib1 and Evi1 were up - regulated due to retroviral insertions, and coexpression of these genes significantly accelerated the onset of Hoxa9 / Meis1 - induced AML, suggesting that Trib1 and Evi1 are the key collaborators.	Trib1,0,5,Gene_or_gene_product	Evi1,10,14,Gene_or_gene_product	Hoxa9,136,141,Gene_or_gene_product	Meis1,144,149,Gene_or_gene_product	Trib1,181,186,Gene_or_gene_product	Evi1,191,195,Gene_or_gene_product	"[{""token"": ""Trib1"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Gene_or_gene_product""}, {""token"": ""Evi1"", ""start_span"": 10, ""end_span"": 14, ""type"": ""Gene_or_gene_product""}, {""token"": ""Hoxa9"", ""start_span"": 136, ""end_span"": 141, ""type"": ""Gene_or_gene_product""}, {""token"": ""Meis1"", ""start_span"": 144, ""end_span"": 149, ""type"": ""Gene_or_gene_product""}, {""token"": ""Trib1"", ""start_span"": 181, ""end_span"": 186, ""type"": ""Gene_or_gene_product""}, {""token"": ""Evi1"", ""start_span"": 191, ""end_span"": 195, ""type"": ""Gene_or_gene_product""}]"	train
The induction of vascular endothelial growth factor ( VEGF) and interleukin - 8 ( IL - 8) is an essential feature of tumor angiogenesis, and the hypoxia - inducible factor - 1 ( HIF - 1) transcription factor is known to be a key regulator of this process.	vascular endothelial growth factor,17,51,Gene_or_gene_product	VEGF,54,58,Gene_or_gene_product	interleukin - 8,64,79,Gene_or_gene_product	IL - 8,82,88,Gene_or_gene_product	hypoxia - inducible factor - 1,145,175,Gene_or_gene_product	HIF - 1,178,185,Gene_or_gene_product	"[{""token"": ""vascular endothelial growth factor"", ""start_span"": 17, ""end_span"": 51, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 54, ""end_span"": 58, ""type"": ""Gene_or_gene_product""}, {""token"": ""interleukin - 8"", ""start_span"": 64, ""end_span"": 79, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 8"", ""start_span"": 82, ""end_span"": 88, ""type"": ""Gene_or_gene_product""}, {""token"": ""hypoxia - inducible factor - 1"", ""start_span"": 145, ""end_span"": 175, ""type"": ""Gene_or_gene_product""}, {""token"": ""HIF - 1"", ""start_span"": 178, ""end_span"": 185, ""type"": ""Gene_or_gene_product""}]"	train
Furthermore, there is strong evidence suggesting that aberrant activation of Wnt signaling induces mammary tumors from stem / progenitor cells, and that Wnt exerts its oncogenic effects through LRP5 / 6 - mediated activation of beta - catenin and mTOR pathways.	Wnt,77,80,Gene_or_gene_product	Wnt,153,156,Gene_or_gene_product	LRP5,194,198,Gene_or_gene_product	6,201,202,Gene_or_gene_product	beta - catenin,228,242,Gene_or_gene_product	mTOR,247,251,Gene_or_gene_product	"[{""token"": ""Wnt"", ""start_span"": 77, ""end_span"": 80, ""type"": ""Gene_or_gene_product""}, {""token"": ""Wnt"", ""start_span"": 153, ""end_span"": 156, ""type"": ""Gene_or_gene_product""}, {""token"": ""LRP5"", ""start_span"": 194, ""end_span"": 198, ""type"": ""Gene_or_gene_product""}, {""token"": ""6"", ""start_span"": 201, ""end_span"": 202, ""type"": ""Gene_or_gene_product""}, {""token"": ""beta - catenin"", ""start_span"": 228, ""end_span"": 242, ""type"": ""Gene_or_gene_product""}, {""token"": ""mTOR"", ""start_span"": 247, ""end_span"": 251, ""type"": ""Gene_or_gene_product""}]"	train
These cells were negative for Hep par - 1, carcinoembryonic antigen, neural cell adhesion molecule, CD34, CD31 and HMB45.	Hep par - 1,30,41,Gene_or_gene_product	carcinoembryonic antigen,43,67,Gene_or_gene_product	neural cell adhesion molecule,69,98,Gene_or_gene_product	CD34,100,104,Gene_or_gene_product	CD31,106,110,Gene_or_gene_product	HMB45,115,120,Gene_or_gene_product	"[{""token"": ""Hep par - 1"", ""start_span"": 30, ""end_span"": 41, ""type"": ""Gene_or_gene_product""}, {""token"": ""carcinoembryonic antigen"", ""start_span"": 43, ""end_span"": 67, ""type"": ""Gene_or_gene_product""}, {""token"": ""neural cell adhesion molecule"", ""start_span"": 69, ""end_span"": 98, ""type"": ""Gene_or_gene_product""}, {""token"": ""CD34"", ""start_span"": 100, ""end_span"": 104, ""type"": ""Gene_or_gene_product""}, {""token"": ""CD31"", ""start_span"": 106, ""end_span"": 110, ""type"": ""Gene_or_gene_product""}, {""token"": ""HMB45"", ""start_span"": 115, ""end_span"": 120, ""type"": ""Gene_or_gene_product""}]"	train
Using a construct containing the VEGF promoter linked to a luciferase reporter, we found that a mutation reducing HIF binding to the VEGF promoter had no significant effect on luciferase production induced by M - CSF stimulation.	VEGF,33,37,Gene_or_gene_product	luciferase,59,69,Gene_or_gene_product	HIF,114,117,Gene_or_gene_product	VEGF,133,137,Gene_or_gene_product	luciferase,176,186,Gene_or_gene_product	M - CSF,209,216,Gene_or_gene_product	"[{""token"": ""VEGF"", ""start_span"": 33, ""end_span"": 37, ""type"": ""Gene_or_gene_product""}, {""token"": ""luciferase"", ""start_span"": 59, ""end_span"": 69, ""type"": ""Gene_or_gene_product""}, {""token"": ""HIF"", ""start_span"": 114, ""end_span"": 117, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 133, ""end_span"": 137, ""type"": ""Gene_or_gene_product""}, {""token"": ""luciferase"", ""start_span"": 176, ""end_span"": 186, ""type"": ""Gene_or_gene_product""}, {""token"": ""M - CSF"", ""start_span"": 209, ""end_span"": 216, ""type"": ""Gene_or_gene_product""}]"	train
CONCLUSION: These data delineate an ERK - and Sp1 - dependent mechanism of M - CSF induced VEGF production and demonstrate for the first time the ability of M - CSF to induce angiogenesis via VEGF in vivo.	ERK,36,39,Gene_or_gene_product	Sp1,46,49,Gene_or_gene_product	M - CSF,75,82,Gene_or_gene_product	VEGF,91,95,Gene_or_gene_product	M - CSF,157,164,Gene_or_gene_product	VEGF,192,196,Gene_or_gene_product	"[{""token"": ""ERK"", ""start_span"": 36, ""end_span"": 39, ""type"": ""Gene_or_gene_product""}, {""token"": ""Sp1"", ""start_span"": 46, ""end_span"": 49, ""type"": ""Gene_or_gene_product""}, {""token"": ""M - CSF"", ""start_span"": 75, ""end_span"": 82, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 91, ""end_span"": 95, ""type"": ""Gene_or_gene_product""}, {""token"": ""M - CSF"", ""start_span"": 157, ""end_span"": 164, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 192, ""end_span"": 196, ""type"": ""Gene_or_gene_product""}]"	train
RESULTS: PCR and chimeric BMP - 2 and BMP - 4 luciferase assays demonstrate that NF - kappaB confers robust and selective activation of BMP - 2 in p65 overexpressing or rhTNF - alpha - stimulated PC cells.	BMP - 2,26,33,Gene_or_gene_product	BMP - 4,38,45,Gene_or_gene_product	NF - kappaB,81,92,Gene_or_gene_product	BMP - 2,136,143,Gene_or_gene_product	p65,147,150,Gene_or_gene_product	rhTNF - alpha,169,182,Gene_or_gene_product	"[{""token"": ""BMP - 2"", ""start_span"": 26, ""end_span"": 33, ""type"": ""Gene_or_gene_product""}, {""token"": ""BMP - 4"", ""start_span"": 38, ""end_span"": 45, ""type"": ""Gene_or_gene_product""}, {""token"": ""NF - kappaB"", ""start_span"": 81, ""end_span"": 92, ""type"": ""Gene_or_gene_product""}, {""token"": ""BMP - 2"", ""start_span"": 136, ""end_span"": 143, ""type"": ""Gene_or_gene_product""}, {""token"": ""p65"", ""start_span"": 147, ""end_span"": 150, ""type"": ""Gene_or_gene_product""}, {""token"": ""rhTNF - alpha"", ""start_span"": 169, ""end_span"": 182, ""type"": ""Gene_or_gene_product""}]"	train
Furthermore, suppression of NF - kappaB activation decreased the transcript levels and BMP - 2 - induced phosphorylation of Smad1 / 5 / 8, critical downstream targets of BMP - 2 signaling in PC cells.	NF - kappaB,28,39,Gene_or_gene_product	BMP - 2,87,94,Gene_or_gene_product	Smad1,124,129,Gene_or_gene_product	5,132,133,Gene_or_gene_product	8,136,137,Gene_or_gene_product	BMP - 2,170,177,Gene_or_gene_product	"[{""token"": ""NF - kappaB"", ""start_span"": 28, ""end_span"": 39, ""type"": ""Gene_or_gene_product""}, {""token"": ""BMP - 2"", ""start_span"": 87, ""end_span"": 94, ""type"": ""Gene_or_gene_product""}, {""token"": ""Smad1"", ""start_span"": 124, ""end_span"": 129, ""type"": ""Gene_or_gene_product""}, {""token"": ""5"", ""start_span"": 132, ""end_span"": 133, ""type"": ""Gene_or_gene_product""}, {""token"": ""8"", ""start_span"": 136, ""end_span"": 137, ""type"": ""Gene_or_gene_product""}, {""token"": ""BMP - 2"", ""start_span"": 170, ""end_span"": 177, ""type"": ""Gene_or_gene_product""}]"	train
