Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	json	split
We show that HIF - 1alpha and VEGF are increased through A3 adenosine receptor stimulation, whereas the effects on IL - 8 are mediated via the A2B subtype.	HIF - 1alpha,13,25,Gene_or_gene_product	VEGF,30,34,Gene_or_gene_product	A3 adenosine receptor,57,78,Gene_or_gene_product	IL - 8,115,121,Gene_or_gene_product	A2B,143,146,Gene_or_gene_product	"[{""token"": ""HIF - 1alpha"", ""start_span"": 13, ""end_span"": 25, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 30, ""end_span"": 34, ""type"": ""Gene_or_gene_product""}, {""token"": ""A3 adenosine receptor"", ""start_span"": 57, ""end_span"": 78, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 8"", ""start_span"": 115, ""end_span"": 121, ""type"": ""Gene_or_gene_product""}, {""token"": ""A2B"", ""start_span"": 143, ""end_span"": 146, ""type"": ""Gene_or_gene_product""}]"	train
BAG - 1L also potentiated transactivation of known vitamin - D - responsive gene promoters, osteocalcin and 24 - hydroxylase, and enhanced VDR - dependent transcription and protein expression of the keratinocyte differentiation marker, involucrin.	BAG - 1L,0,8,Gene_or_gene_product	osteocalcin,92,103,Gene_or_gene_product	24 - hydroxylase,108,124,Gene_or_gene_product	VDR,139,142,Gene_or_gene_product	involucrin,236,246,Gene_or_gene_product	"[{""token"": ""BAG - 1L"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Gene_or_gene_product""}, {""token"": ""osteocalcin"", ""start_span"": 92, ""end_span"": 103, ""type"": ""Gene_or_gene_product""}, {""token"": ""24 - hydroxylase"", ""start_span"": 108, ""end_span"": 124, ""type"": ""Gene_or_gene_product""}, {""token"": ""VDR"", ""start_span"": 139, ""end_span"": 142, ""type"": ""Gene_or_gene_product""}, {""token"": ""involucrin"", ""start_span"": 236, ""end_span"": 246, ""type"": ""Gene_or_gene_product""}]"	train
Ang1 inhibits the activation of Src by VEGF, the most upstream component of the pathway linking VEGF receptors to VE - cadherin internalization.	Ang1,0,4,Gene_or_gene_product	Src,32,35,Gene_or_gene_product	VEGF,39,43,Gene_or_gene_product	VEGF,96,100,Gene_or_gene_product	VE - cadherin,114,127,Gene_or_gene_product	"[{""token"": ""Ang1"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Gene_or_gene_product""}, {""token"": ""Src"", ""start_span"": 32, ""end_span"": 35, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 39, ""end_span"": 43, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 96, ""end_span"": 100, ""type"": ""Gene_or_gene_product""}, {""token"": ""VE - cadherin"", ""start_span"": 114, ""end_span"": 127, ""type"": ""Gene_or_gene_product""}]"	train
Indeed, Ang1 promotes the activation of mDia through RhoA, resulting in the association of mDia with Src.	Ang1,8,12,Gene_or_gene_product	mDia,40,44,Gene_or_gene_product	RhoA,53,57,Gene_or_gene_product	mDia,91,95,Gene_or_gene_product	Src,101,104,Gene_or_gene_product	"[{""token"": ""Ang1"", ""start_span"": 8, ""end_span"": 12, ""type"": ""Gene_or_gene_product""}, {""token"": ""mDia"", ""start_span"": 40, ""end_span"": 44, ""type"": ""Gene_or_gene_product""}, {""token"": ""RhoA"", ""start_span"": 53, ""end_span"": 57, ""type"": ""Gene_or_gene_product""}, {""token"": ""mDia"", ""start_span"": 91, ""end_span"": 95, ""type"": ""Gene_or_gene_product""}, {""token"": ""Src"", ""start_span"": 101, ""end_span"": 104, ""type"": ""Gene_or_gene_product""}]"	train
RUNX1 DNA - binding mutations and RUNX1 - PRDM16 cryptic fusions in BCR - ABL + leukemias are frequently associated with secondary trisomy 21 and may contribute to clonal evolution and imatinib resistance.	RUNX1,0,5,Gene_or_gene_product	RUNX1,34,39,Gene_or_gene_product	PRDM16,42,48,Gene_or_gene_product	BCR,68,71,Gene_or_gene_product	ABL,74,77,Gene_or_gene_product	"[{""token"": ""RUNX1"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Gene_or_gene_product""}, {""token"": ""RUNX1"", ""start_span"": 34, ""end_span"": 39, ""type"": ""Gene_or_gene_product""}, {""token"": ""PRDM16"", ""start_span"": 42, ""end_span"": 48, ""type"": ""Gene_or_gene_product""}, {""token"": ""BCR"", ""start_span"": 68, ""end_span"": 71, ""type"": ""Gene_or_gene_product""}, {""token"": ""ABL"", ""start_span"": 74, ""end_span"": 77, ""type"": ""Gene_or_gene_product""}]"	train
These events are associated with a short survival and support the concept of a cooperative effect of BCR - ABL with molecular RUNX1 abnormalities on the differentiation arrest phenotype observed during progression of CML and in BCR - ABL + ALL.	BCR,101,104,Gene_or_gene_product	ABL,107,110,Gene_or_gene_product	RUNX1,126,131,Gene_or_gene_product	BCR,228,231,Gene_or_gene_product	ABL,234,237,Gene_or_gene_product	"[{""token"": ""BCR"", ""start_span"": 101, ""end_span"": 104, ""type"": ""Gene_or_gene_product""}, {""token"": ""ABL"", ""start_span"": 107, ""end_span"": 110, ""type"": ""Gene_or_gene_product""}, {""token"": ""RUNX1"", ""start_span"": 126, ""end_span"": 131, ""type"": ""Gene_or_gene_product""}, {""token"": ""BCR"", ""start_span"": 228, ""end_span"": 231, ""type"": ""Gene_or_gene_product""}, {""token"": ""ABL"", ""start_span"": 234, ""end_span"": 237, ""type"": ""Gene_or_gene_product""}]"	train
However, glycolysis and GLUT - 1 can also be induced independent of HIF - 1alpha by other factors, such as c - Myc and phosphorylated Akt ( pAkt).	GLUT - 1,24,32,Gene_or_gene_product	HIF - 1alpha,68,80,Gene_or_gene_product	c - Myc,107,114,Gene_or_gene_product	Akt,134,137,Gene_or_gene_product	pAkt,140,144,Gene_or_gene_product	"[{""token"": ""GLUT - 1"", ""start_span"": 24, ""end_span"": 32, ""type"": ""Gene_or_gene_product""}, {""token"": ""HIF - 1alpha"", ""start_span"": 68, ""end_span"": 80, ""type"": ""Gene_or_gene_product""}, {""token"": ""c - Myc"", ""start_span"": 107, ""end_span"": 114, ""type"": ""Gene_or_gene_product""}, {""token"": ""Akt"", ""start_span"": 134, ""end_span"": 137, ""type"": ""Gene_or_gene_product""}, {""token"": ""pAkt"", ""start_span"": 140, ""end_span"": 144, ""type"": ""Gene_or_gene_product""}]"	train
M - CSF signals through the MAPK / ERK pathway via Sp1 to induce VEGF production and induces angiogenesis in vivo.	M - CSF,0,7,Gene_or_gene_product	MAPK,28,32,Gene_or_gene_product	ERK,35,38,Gene_or_gene_product	Sp1,51,54,Gene_or_gene_product	VEGF,65,69,Gene_or_gene_product	"[{""token"": ""M - CSF"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Gene_or_gene_product""}, {""token"": ""MAPK"", ""start_span"": 28, ""end_span"": 32, ""type"": ""Gene_or_gene_product""}, {""token"": ""ERK"", ""start_span"": 35, ""end_span"": 38, ""type"": ""Gene_or_gene_product""}, {""token"": ""Sp1"", ""start_span"": 51, ""end_span"": 54, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 65, ""end_span"": 69, ""type"": ""Gene_or_gene_product""}]"	train
Further analysis revealed that M - CSF induced VEGF through the MAPK / ERK signaling pathway via the transcription factor, Sp1.	M - CSF,31,38,Gene_or_gene_product	VEGF,47,51,Gene_or_gene_product	MAPK,64,68,Gene_or_gene_product	ERK,71,74,Gene_or_gene_product	Sp1,123,126,Gene_or_gene_product	"[{""token"": ""M - CSF"", ""start_span"": 31, ""end_span"": 38, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 47, ""end_span"": 51, ""type"": ""Gene_or_gene_product""}, {""token"": ""MAPK"", ""start_span"": 64, ""end_span"": 68, ""type"": ""Gene_or_gene_product""}, {""token"": ""ERK"", ""start_span"": 71, ""end_span"": 74, ""type"": ""Gene_or_gene_product""}, {""token"": ""Sp1"", ""start_span"": 123, ""end_span"": 126, ""type"": ""Gene_or_gene_product""}]"	train
Finally, mutating the Sp1 binding sites within the VEGF promoter or inhibiting ERK decreased VEGF promoter activity in M - CSF - treated human monocytes.	Sp1,22,25,Gene_or_gene_product	VEGF,51,55,Gene_or_gene_product	ERK,79,82,Gene_or_gene_product	VEGF,93,97,Gene_or_gene_product	M - CSF,119,126,Gene_or_gene_product	"[{""token"": ""Sp1"", ""start_span"": 22, ""end_span"": 25, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 51, ""end_span"": 55, ""type"": ""Gene_or_gene_product""}, {""token"": ""ERK"", ""start_span"": 79, ""end_span"": 82, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 93, ""end_span"": 97, ""type"": ""Gene_or_gene_product""}, {""token"": ""M - CSF"", ""start_span"": 119, ""end_span"": 126, ""type"": ""Gene_or_gene_product""}]"	train
PI3K / Akt - dependent transcriptional regulation and activation of BMP - 2 - Smad signaling by NF - kappaB in metastatic prostate cancer cells.	PI3K,0,4,Gene_or_gene_product	Akt,7,10,Gene_or_gene_product	BMP - 2,68,75,Gene_or_gene_product	Smad,78,82,Gene_or_gene_product	NF - kappaB,96,107,Gene_or_gene_product	"[{""token"": ""PI3K"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Gene_or_gene_product""}, {""token"": ""Akt"", ""start_span"": 7, ""end_span"": 10, ""type"": ""Gene_or_gene_product""}, {""token"": ""BMP - 2"", ""start_span"": 68, ""end_span"": 75, ""type"": ""Gene_or_gene_product""}, {""token"": ""Smad"", ""start_span"": 78, ""end_span"": 82, ""type"": ""Gene_or_gene_product""}, {""token"": ""NF - kappaB"", ""start_span"": 96, ""end_span"": 107, ""type"": ""Gene_or_gene_product""}]"	train
CONCLUSIONS: The data suggest that PI3K / Akt - NF - kappaB axis may promote PC bone metastasis in part by regulating transcription and activation of the BMP - 2 - Smad signaling cascade in osteotropic PC cells.	PI3K,35,39,Gene_or_gene_product	Akt,42,45,Gene_or_gene_product	NF - kappaB,48,59,Gene_or_gene_product	BMP - 2,154,161,Gene_or_gene_product	Smad,164,168,Gene_or_gene_product	"[{""token"": ""PI3K"", ""start_span"": 35, ""end_span"": 39, ""type"": ""Gene_or_gene_product""}, {""token"": ""Akt"", ""start_span"": 42, ""end_span"": 45, ""type"": ""Gene_or_gene_product""}, {""token"": ""NF - kappaB"", ""start_span"": 48, ""end_span"": 59, ""type"": ""Gene_or_gene_product""}, {""token"": ""BMP - 2"", ""start_span"": 154, ""end_span"": 161, ""type"": ""Gene_or_gene_product""}, {""token"": ""Smad"", ""start_span"": 164, ""end_span"": 168, ""type"": ""Gene_or_gene_product""}]"	train
Reduced PTEN expression was inversely correlated to the expression of proliferating cell nuclear antigen and to the activation of Erk1, 2, but not of Akt.	PTEN,8,12,Gene_or_gene_product	proliferating cell nuclear antigen,70,104,Gene_or_gene_product	Erk1,130,134,Gene_or_gene_product	2,136,137,Gene_or_gene_product	Akt,150,153,Gene_or_gene_product	"[{""token"": ""PTEN"", ""start_span"": 8, ""end_span"": 12, ""type"": ""Gene_or_gene_product""}, {""token"": ""proliferating cell nuclear antigen"", ""start_span"": 70, ""end_span"": 104, ""type"": ""Gene_or_gene_product""}, {""token"": ""Erk1"", ""start_span"": 130, ""end_span"": 134, ""type"": ""Gene_or_gene_product""}, {""token"": ""2"", ""start_span"": 136, ""end_span"": 137, ""type"": ""Gene_or_gene_product""}, {""token"": ""Akt"", ""start_span"": 150, ""end_span"": 153, ""type"": ""Gene_or_gene_product""}]"	train
Depletion of Rab7a decreased VEGFR2 Y1175 phosphorylation but increased p42 / 44 ( pERK1 / 2) MAPK phosphorylation.	Rab7a,13,18,Gene_or_gene_product	VEGFR2,29,35,Gene_or_gene_product	p42 / 44,72,80,Gene_or_gene_product	pERK1 / 2,83,92,Gene_or_gene_product	MAPK,94,98,Gene_or_gene_product	"[{""token"": ""Rab7a"", ""start_span"": 13, ""end_span"": 18, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGFR2"", ""start_span"": 29, ""end_span"": 35, ""type"": ""Gene_or_gene_product""}, {""token"": ""p42 / 44"", ""start_span"": 72, ""end_span"": 80, ""type"": ""Gene_or_gene_product""}, {""token"": ""pERK1 / 2"", ""start_span"": 83, ""end_span"": 92, ""type"": ""Gene_or_gene_product""}, {""token"": ""MAPK"", ""start_span"": 94, ""end_span"": 98, ""type"": ""Gene_or_gene_product""}]"	train
The more pronounced effects of Bmi - 1 over - expression in culture were largely attributable to the attenuated induction of p16 ( Ink4a) and p19 ( Arf) in culture, proteins that are generally not expressed by neural stem / progenitor cells in young mice in vivo.	Bmi - 1,31,38,Gene_or_gene_product	p16,125,128,Gene_or_gene_product	Ink4a,131,136,Gene_or_gene_product	p19,142,145,Gene_or_gene_product	Arf,148,151,Gene_or_gene_product	"[{""token"": ""Bmi - 1"", ""start_span"": 31, ""end_span"": 38, ""type"": ""Gene_or_gene_product""}, {""token"": ""p16"", ""start_span"": 125, ""end_span"": 128, ""type"": ""Gene_or_gene_product""}, {""token"": ""Ink4a"", ""start_span"": 131, ""end_span"": 136, ""type"": ""Gene_or_gene_product""}, {""token"": ""p19"", ""start_span"": 142, ""end_span"": 145, ""type"": ""Gene_or_gene_product""}, {""token"": ""Arf"", ""start_span"": 148, ""end_span"": 151, ""type"": ""Gene_or_gene_product""}]"	train
Thus, UV - induced Erbb2 activation increases skin tumorigenesis through inhibitory phosphorylation of Chk1, Cdc25a maintenance, and suppression of S - phase arrest via a PI3K / Akt - dependent mechanism.	Erbb2,19,24,Gene_or_gene_product	Chk1,103,107,Gene_or_gene_product	Cdc25a,109,115,Gene_or_gene_product	PI3K,171,175,Gene_or_gene_product	Akt,178,181,Gene_or_gene_product	"[{""token"": ""Erbb2"", ""start_span"": 19, ""end_span"": 24, ""type"": ""Gene_or_gene_product""}, {""token"": ""Chk1"", ""start_span"": 103, ""end_span"": 107, ""type"": ""Gene_or_gene_product""}, {""token"": ""Cdc25a"", ""start_span"": 109, ""end_span"": 115, ""type"": ""Gene_or_gene_product""}, {""token"": ""PI3K"", ""start_span"": 171, ""end_span"": 175, ""type"": ""Gene_or_gene_product""}, {""token"": ""Akt"", ""start_span"": 178, ""end_span"": 181, ""type"": ""Gene_or_gene_product""}]"	train
We recently identified GEP100 ( BRAG2) to be responsible for the Arf6 activation to induce invasion and metastasis, by directly binding to ligand - activated epidermal growth factor receptor ( EGFR).	GEP100,23,29,Gene_or_gene_product	BRAG2,32,37,Gene_or_gene_product	Arf6,65,69,Gene_or_gene_product	epidermal growth factor receptor,158,190,Gene_or_gene_product	EGFR,193,197,Gene_or_gene_product	"[{""token"": ""GEP100"", ""start_span"": 23, ""end_span"": 29, ""type"": ""Gene_or_gene_product""}, {""token"": ""BRAG2"", ""start_span"": 32, ""end_span"": 37, ""type"": ""Gene_or_gene_product""}, {""token"": ""Arf6"", ""start_span"": 65, ""end_span"": 69, ""type"": ""Gene_or_gene_product""}, {""token"": ""epidermal growth factor receptor"", ""start_span"": 158, ""end_span"": 190, ""type"": ""Gene_or_gene_product""}, {""token"": ""EGFR"", ""start_span"": 193, ""end_span"": 197, ""type"": ""Gene_or_gene_product""}]"	train
Actin signaling controls serum response factor ( SRF) activity via SRF interaction with the myocardin - related transcriptional activator ( MRTF) - A and tethering to a single CArG box sequence within the CCN1 promoter.	Actin,0,5,Gene_or_gene_product	serum response factor,25,46,Gene_or_gene_product	SRF,49,52,Gene_or_gene_product	SRF,67,70,Gene_or_gene_product	CCN1,205,209,Gene_or_gene_product	"[{""token"": ""Actin"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Gene_or_gene_product""}, {""token"": ""serum response factor"", ""start_span"": 25, ""end_span"": 46, ""type"": ""Gene_or_gene_product""}, {""token"": ""SRF"", ""start_span"": 49, ""end_span"": 52, ""type"": ""Gene_or_gene_product""}, {""token"": ""SRF"", ""start_span"": 67, ""end_span"": 70, ""type"": ""Gene_or_gene_product""}, {""token"": ""CCN1"", ""start_span"": 205, ""end_span"": 209, ""type"": ""Gene_or_gene_product""}]"	train
Mechanical strain induced CBP - mediated acetylation of histones 3 and 4 at the SRF - binding site and within the CCN1 gene coding region.	CBP,26,29,Gene_or_gene_product	histones 3,56,66,Gene_or_gene_product	4,71,72,Gene_or_gene_product	SRF,80,83,Gene_or_gene_product	CCN1,114,118,Gene_or_gene_product	"[{""token"": ""CBP"", ""start_span"": 26, ""end_span"": 29, ""type"": ""Gene_or_gene_product""}, {""token"": ""histones 3"", ""start_span"": 56, ""end_span"": 66, ""type"": ""Gene_or_gene_product""}, {""token"": ""4"", ""start_span"": 71, ""end_span"": 72, ""type"": ""Gene_or_gene_product""}, {""token"": ""SRF"", ""start_span"": 80, ""end_span"": 83, ""type"": ""Gene_or_gene_product""}, {""token"": ""CCN1"", ""start_span"": 114, ""end_span"": 118, ""type"": ""Gene_or_gene_product""}]"	train
Similarly, mechanical overload - induced CCN1 gene expression in vivo was associated with nuclear localization of MRTF - A and enrichment of the CCN1 promoter with both MRTF - A and acetylated histone H3.	CCN1,41,45,Gene_or_gene_product	MRTF - A,114,122,Gene_or_gene_product	CCN1,145,149,Gene_or_gene_product	MRTF - A,169,177,Gene_or_gene_product	histone H3,193,203,Gene_or_gene_product	"[{""token"": ""CCN1"", ""start_span"": 41, ""end_span"": 45, ""type"": ""Gene_or_gene_product""}, {""token"": ""MRTF - A"", ""start_span"": 114, ""end_span"": 122, ""type"": ""Gene_or_gene_product""}, {""token"": ""CCN1"", ""start_span"": 145, ""end_span"": 149, ""type"": ""Gene_or_gene_product""}, {""token"": ""MRTF - A"", ""start_span"": 169, ""end_span"": 177, ""type"": ""Gene_or_gene_product""}, {""token"": ""histone H3"", ""start_span"": 193, ""end_span"": 203, ""type"": ""Gene_or_gene_product""}]"	train
