Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	json	split
The yeast spindle pole body ( SPB) component Spc110p ( Nuf1p) undergoes specific serine / threonine phosphorylation as the mitotic spindle apparatus forms, and this phosphorylation persists until cells enter anaphase.	spindle pole body,10,27,Cellular_component	SPB,30,33,Cellular_component	Spc110p,45,52,Gene_or_gene_product	Nuf1p,55,60,Gene_or_gene_product	serine,81,87,Chemical	threonine,90,99,Chemical	spindle apparatus,131,148,Cellular_component	"[{""token"": ""spindle pole body"", ""start_span"": 10, ""end_span"": 27, ""type"": ""Cellular_component""}, {""token"": ""SPB"", ""start_span"": 30, ""end_span"": 33, ""type"": ""Cellular_component""}, {""token"": ""Spc110p"", ""start_span"": 45, ""end_span"": 52, ""type"": ""Gene_or_gene_product""}, {""token"": ""Nuf1p"", ""start_span"": 55, ""end_span"": 60, ""type"": ""Gene_or_gene_product""}, {""token"": ""serine"", ""start_span"": 81, ""end_span"": 87, ""type"": ""Chemical""}, {""token"": ""threonine"", ""start_span"": 90, ""end_span"": 99, ""type"": ""Chemical""}, {""token"": ""spindle apparatus"", ""start_span"": 131, ""end_span"": 148, ""type"": ""Cellular_component""}]"	train
Although primarily cytoplasmic, Cdc25C accumulated in the nuclei of leptomycin B ( LMB) - treated cells, indicating that Cdc25C is actively exported out of the nucleus.	cytoplasmic,19,30,Cellular_component	Cdc25C,32,38,Gene_or_gene_product	nuclei,58,64,Cellular_component	leptomycin B,68,80,Chemical	LMB,83,86,Chemical	Cdc25C,121,127,Gene_or_gene_product	nucleus,160,167,Cellular_component	"[{""token"": ""cytoplasmic"", ""start_span"": 19, ""end_span"": 30, ""type"": ""Cellular_component""}, {""token"": ""Cdc25C"", ""start_span"": 32, ""end_span"": 38, ""type"": ""Gene_or_gene_product""}, {""token"": ""nuclei"", ""start_span"": 58, ""end_span"": 64, ""type"": ""Cellular_component""}, {""token"": ""leptomycin B"", ""start_span"": 68, ""end_span"": 80, ""type"": ""Chemical""}, {""token"": ""LMB"", ""start_span"": 83, ""end_span"": 86, ""type"": ""Chemical""}, {""token"": ""Cdc25C"", ""start_span"": 121, ""end_span"": 127, ""type"": ""Gene_or_gene_product""}, {""token"": ""nucleus"", ""start_span"": 160, ""end_span"": 167, ""type"": ""Cellular_component""}]"	train
Activation of NF - kappa B by nontypeable Hemophilus influenzae is mediated by toll - like receptor 2 - TAK1 - dependent NIK - IKK alpha / beta - I kappa B alpha and MKK3 / 6 - p38 MAP kinase signaling pathways in epithelial cells.	NF - kappa B,14,26,Complex	toll - like receptor 2,79,101,Gene_or_gene_product	TAK1,104,108,Gene_or_gene_product	NIK - IKK alpha / beta,121,143,Complex	I kappa B alpha,146,161,Gene_or_gene_product	MKK3 / 6,166,174,Gene_or_gene_product	p38 MAP kinase,177,191,Gene_or_gene_product	"[{""token"": ""NF - kappa B"", ""start_span"": 14, ""end_span"": 26, ""type"": ""Complex""}, {""token"": ""toll - like receptor 2"", ""start_span"": 79, ""end_span"": 101, ""type"": ""Gene_or_gene_product""}, {""token"": ""TAK1"", ""start_span"": 104, ""end_span"": 108, ""type"": ""Gene_or_gene_product""}, {""token"": ""NIK - IKK alpha / beta"", ""start_span"": 121, ""end_span"": 143, ""type"": ""Complex""}, {""token"": ""I kappa B alpha"", ""start_span"": 146, ""end_span"": 161, ""type"": ""Gene_or_gene_product""}, {""token"": ""MKK3 / 6"", ""start_span"": 166, ""end_span"": 174, ""type"": ""Gene_or_gene_product""}, {""token"": ""p38 MAP kinase"", ""start_span"": 177, ""end_span"": 191, ""type"": ""Gene_or_gene_product""}]"	train
Taken together, our results demonstrate that NTHi activates NF - kappa B via TLR2 - TAK1 - dependent NIK - - IKK alpha / beta - I kappa B alpha and MKK3 / 6 - - p38 MAP kinase signaling pathways.	NF - kappa B,60,72,Complex	TLR2,77,81,Gene_or_gene_product	TAK1,84,88,Gene_or_gene_product	NIK - - IKK alpha / beta,101,125,Complex	I kappa B alpha,128,143,Gene_or_gene_product	MKK3 / 6,148,156,Gene_or_gene_product	p38 MAP kinase,161,175,Gene_or_gene_product	"[{""token"": ""NF - kappa B"", ""start_span"": 60, ""end_span"": 72, ""type"": ""Complex""}, {""token"": ""TLR2"", ""start_span"": 77, ""end_span"": 81, ""type"": ""Gene_or_gene_product""}, {""token"": ""TAK1"", ""start_span"": 84, ""end_span"": 88, ""type"": ""Gene_or_gene_product""}, {""token"": ""NIK - - IKK alpha / beta"", ""start_span"": 101, ""end_span"": 125, ""type"": ""Complex""}, {""token"": ""I kappa B alpha"", ""start_span"": 128, ""end_span"": 143, ""type"": ""Gene_or_gene_product""}, {""token"": ""MKK3 / 6"", ""start_span"": 148, ""end_span"": 156, ""type"": ""Gene_or_gene_product""}, {""token"": ""p38 MAP kinase"", ""start_span"": 161, ""end_span"": 175, ""type"": ""Gene_or_gene_product""}]"	train
Cooperation of Toll - like receptor 2 and 6 for cellular activation by soluble tuberculosis factor and Borrelia burgdorferi outer surface protein A lipoprotein: role of Toll - interacting protein and IL - 1 receptor signaling molecules in Toll - like receptor 2 signaling.	Toll - like receptor 2,15,37,Gene_or_gene_product	6,42,43,Gene_or_gene_product	soluble tuberculosis factor,71,98,Gene_or_gene_product	outer surface protein A lipoprotein,124,159,Gene_or_gene_product	Toll - interacting protein,169,195,Gene_or_gene_product	IL - 1,200,206,Gene_or_gene_product	Toll - like receptor 2,239,261,Gene_or_gene_product	"[{""token"": ""Toll - like receptor 2"", ""start_span"": 15, ""end_span"": 37, ""type"": ""Gene_or_gene_product""}, {""token"": ""6"", ""start_span"": 42, ""end_span"": 43, ""type"": ""Gene_or_gene_product""}, {""token"": ""soluble tuberculosis factor"", ""start_span"": 71, ""end_span"": 98, ""type"": ""Gene_or_gene_product""}, {""token"": ""outer surface protein A lipoprotein"", ""start_span"": 124, ""end_span"": 159, ""type"": ""Gene_or_gene_product""}, {""token"": ""Toll - interacting protein"", ""start_span"": 169, ""end_span"": 195, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 1"", ""start_span"": 200, ""end_span"": 206, ""type"": ""Gene_or_gene_product""}, {""token"": ""Toll - like receptor 2"", ""start_span"": 239, ""end_span"": 261, ""type"": ""Gene_or_gene_product""}]"	train
Here we report that HMEC are unresponsive to several additional biologically relevant TLR2 ligands, including, phenol - soluble modulin ( PSM), a complex of three small secreted polypeptides from the skin commensal Staphylococcus epidermidis, soluble tuberculosis factor ( STF), and Borrelia burgdorferi outer surface protein A lipoprotein ( OspA - L).	TLR2,86,90,Gene_or_gene_product	phenol - soluble modulin,111,135,Complex	PSM,138,141,Complex	soluble tuberculosis factor,243,270,Gene_or_gene_product	STF,273,276,Gene_or_gene_product	outer surface protein A lipoprotein,304,339,Gene_or_gene_product	OspA - L,342,350,Gene_or_gene_product	"[{""token"": ""TLR2"", ""start_span"": 86, ""end_span"": 90, ""type"": ""Gene_or_gene_product""}, {""token"": ""phenol - soluble modulin"", ""start_span"": 111, ""end_span"": 135, ""type"": ""Complex""}, {""token"": ""PSM"", ""start_span"": 138, ""end_span"": 141, ""type"": ""Complex""}, {""token"": ""soluble tuberculosis factor"", ""start_span"": 243, ""end_span"": 270, ""type"": ""Gene_or_gene_product""}, {""token"": ""STF"", ""start_span"": 273, ""end_span"": 276, ""type"": ""Gene_or_gene_product""}, {""token"": ""outer surface protein A lipoprotein"", ""start_span"": 304, ""end_span"": 339, ""type"": ""Gene_or_gene_product""}, {""token"": ""OspA - L"", ""start_span"": 342, ""end_span"": 350, ""type"": ""Gene_or_gene_product""}]"	train
Among C4 - C16 fatty acids, MACS1 preferentially utilizes octanoate, whereas isobutyrate is the most preferred fatty acid among C2 - C6 fatty acids for Sa protein.	C4 - C16 fatty acids,6,26,Chemical	MACS1,28,33,Gene_or_gene_product	octanoate,58,67,Chemical	isobutyrate,77,88,Chemical	fatty acid,111,121,Chemical	C2 - C6 fatty acids,128,147,Chemical	Sa,152,154,Gene_or_gene_product	"[{""token"": ""C4 - C16 fatty acids"", ""start_span"": 6, ""end_span"": 26, ""type"": ""Chemical""}, {""token"": ""MACS1"", ""start_span"": 28, ""end_span"": 33, ""type"": ""Gene_or_gene_product""}, {""token"": ""octanoate"", ""start_span"": 58, ""end_span"": 67, ""type"": ""Chemical""}, {""token"": ""isobutyrate"", ""start_span"": 77, ""end_span"": 88, ""type"": ""Chemical""}, {""token"": ""fatty acid"", ""start_span"": 111, ""end_span"": 121, ""type"": ""Chemical""}, {""token"": ""C2 - C6 fatty acids"", ""start_span"": 128, ""end_span"": 147, ""type"": ""Chemical""}, {""token"": ""Sa"", ""start_span"": 152, ""end_span"": 154, ""type"": ""Gene_or_gene_product""}]"	train
We also demonstrate that PIG - S and PIG - T form a protein complex with GAA1 and GPI8, and that PIG - T maintains the complex by stabilizing the expression of GAA1 and GPI8.	PIG - S,25,32,Gene_or_gene_product	PIG - T,37,44,Gene_or_gene_product	GAA1,73,77,Gene_or_gene_product	GPI8,82,86,Gene_or_gene_product	PIG - T,97,104,Gene_or_gene_product	GAA1,160,164,Gene_or_gene_product	GPI8,169,173,Gene_or_gene_product	"[{""token"": ""PIG - S"", ""start_span"": 25, ""end_span"": 32, ""type"": ""Gene_or_gene_product""}, {""token"": ""PIG - T"", ""start_span"": 37, ""end_span"": 44, ""type"": ""Gene_or_gene_product""}, {""token"": ""GAA1"", ""start_span"": 73, ""end_span"": 77, ""type"": ""Gene_or_gene_product""}, {""token"": ""GPI8"", ""start_span"": 82, ""end_span"": 86, ""type"": ""Gene_or_gene_product""}, {""token"": ""PIG - T"", ""start_span"": 97, ""end_span"": 104, ""type"": ""Gene_or_gene_product""}, {""token"": ""GAA1"", ""start_span"": 160, ""end_span"": 164, ""type"": ""Gene_or_gene_product""}, {""token"": ""GPI8"", ""start_span"": 169, ""end_span"": 173, ""type"": ""Gene_or_gene_product""}]"	train
Expression of both the full - length and epitope - tagged soluble forms of the putative enzyme in human 293T cells generated core 1 beta3 - Gal - T activity that transferred galactose from UDP - Gal to GalNAcalpha1 - O - phenyl, and a synthetic glycopeptide with Thr - linked GalNAc and the product was shown to have the core 1 structure.	core 1 beta3 - Gal - T,125,147,Gene_or_gene_product	galactose,174,183,Chemical	UDP - Gal,189,198,Chemical	GalNAcalpha1 - O - phenyl,202,227,Chemical	Thr,263,266,Chemical	GalNAc,276,282,Chemical	core 1,321,327,Chemical	"[{""token"": ""core 1 beta3 - Gal - T"", ""start_span"": 125, ""end_span"": 147, ""type"": ""Gene_or_gene_product""}, {""token"": ""galactose"", ""start_span"": 174, ""end_span"": 183, ""type"": ""Chemical""}, {""token"": ""UDP - Gal"", ""start_span"": 189, ""end_span"": 198, ""type"": ""Chemical""}, {""token"": ""GalNAcalpha1 - O - phenyl"", ""start_span"": 202, ""end_span"": 227, ""type"": ""Chemical""}, {""token"": ""Thr"", ""start_span"": 263, ""end_span"": 266, ""type"": ""Chemical""}, {""token"": ""GalNAc"", ""start_span"": 276, ""end_span"": 282, ""type"": ""Chemical""}, {""token"": ""core 1"", ""start_span"": 321, ""end_span"": 327, ""type"": ""Chemical""}]"	train
The FEAR network is comprised of the polo kinase Cdc5, the separase Esp1, the kinetochore - associated protein Slk19, and Spo12.	polo kinase,37,48,Gene_or_gene_product	Cdc5,49,53,Gene_or_gene_product	separase,59,67,Gene_or_gene_product	Esp1,68,72,Gene_or_gene_product	kinetochore,78,89,Cellular_component	Slk19,111,116,Gene_or_gene_product	Spo12,122,127,Gene_or_gene_product	"[{""token"": ""polo kinase"", ""start_span"": 37, ""end_span"": 48, ""type"": ""Gene_or_gene_product""}, {""token"": ""Cdc5"", ""start_span"": 49, ""end_span"": 53, ""type"": ""Gene_or_gene_product""}, {""token"": ""separase"", ""start_span"": 59, ""end_span"": 67, ""type"": ""Gene_or_gene_product""}, {""token"": ""Esp1"", ""start_span"": 68, ""end_span"": 72, ""type"": ""Gene_or_gene_product""}, {""token"": ""kinetochore"", ""start_span"": 78, ""end_span"": 89, ""type"": ""Cellular_component""}, {""token"": ""Slk19"", ""start_span"": 111, ""end_span"": 116, ""type"": ""Gene_or_gene_product""}, {""token"": ""Spo12"", ""start_span"": 122, ""end_span"": 127, ""type"": ""Gene_or_gene_product""}]"	train
cPGES is cytoplasmic, apparently identical to the hsp90 chaperone, p23, and associates functionally with prostaglandin - endoperoxide H synthase - 1 ( PGHS - 1), the constitutive cyclooxygenase.	cPGES,0,5,Gene_or_gene_product	cytoplasmic,9,20,Cellular_component	hsp90,50,55,Gene_or_gene_product	p23,67,70,Gene_or_gene_product	prostaglandin - endoperoxide H synthase - 1,105,148,Gene_or_gene_product	PGHS - 1,151,159,Gene_or_gene_product	cyclooxygenase,179,193,Gene_or_gene_product	"[{""token"": ""cPGES"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Gene_or_gene_product""}, {""token"": ""cytoplasmic"", ""start_span"": 9, ""end_span"": 20, ""type"": ""Cellular_component""}, {""token"": ""hsp90"", ""start_span"": 50, ""end_span"": 55, ""type"": ""Gene_or_gene_product""}, {""token"": ""p23"", ""start_span"": 67, ""end_span"": 70, ""type"": ""Gene_or_gene_product""}, {""token"": ""prostaglandin - endoperoxide H synthase - 1"", ""start_span"": 105, ""end_span"": 148, ""type"": ""Gene_or_gene_product""}, {""token"": ""PGHS - 1"", ""start_span"": 151, ""end_span"": 159, ""type"": ""Gene_or_gene_product""}, {""token"": ""cyclooxygenase"", ""start_span"": 179, ""end_span"": 193, ""type"": ""Gene_or_gene_product""}]"	train
It is composed of a C - terminal Toll / IL - 1R homology ( TIR) domain and an N - terminal death domain ( DD), which mediate the interaction of MyD88 with the IL - 1R / TLR and the IL - 1R - associated kinase ( IRAK), respectively.	Toll,33,37,Gene_or_gene_product	IL - 1R,40,47,Gene_or_gene_product	MyD88,144,149,Gene_or_gene_product	IL - 1R,159,166,Gene_or_gene_product	TLR,169,172,Gene_or_gene_product	IL - 1R - associated kinase,181,208,Gene_or_gene_product	IRAK,211,215,Gene_or_gene_product	"[{""token"": ""Toll"", ""start_span"": 33, ""end_span"": 37, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 1R"", ""start_span"": 40, ""end_span"": 47, ""type"": ""Gene_or_gene_product""}, {""token"": ""MyD88"", ""start_span"": 144, ""end_span"": 149, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 1R"", ""start_span"": 159, ""end_span"": 166, ""type"": ""Gene_or_gene_product""}, {""token"": ""TLR"", ""start_span"": 169, ""end_span"": 172, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 1R - associated kinase"", ""start_span"": 181, ""end_span"": 208, ""type"": ""Gene_or_gene_product""}, {""token"": ""IRAK"", ""start_span"": 211, ""end_span"": 215, ""type"": ""Gene_or_gene_product""}]"	train
