Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	json	split
p53 - independent upregulation of KILLER / DR5 TRAIL receptor expression by glucocorticoids and interferon - gamma.	p53,0,3,Gene_or_gene_product	KILLER,34,40,Gene_or_gene_product	DR5,43,46,Gene_or_gene_product	TRAIL,47,52,Gene_or_gene_product	glucocorticoids,76,91,Chemical	interferon - gamma,96,114,Gene_or_gene_product	"[{""token"": ""p53"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Gene_or_gene_product""}, {""token"": ""KILLER"", ""start_span"": 34, ""end_span"": 40, ""type"": ""Gene_or_gene_product""}, {""token"": ""DR5"", ""start_span"": 43, ""end_span"": 46, ""type"": ""Gene_or_gene_product""}, {""token"": ""TRAIL"", ""start_span"": 47, ""end_span"": 52, ""type"": ""Gene_or_gene_product""}, {""token"": ""glucocorticoids"", ""start_span"": 76, ""end_span"": 91, ""type"": ""Chemical""}, {""token"": ""interferon - gamma"", ""start_span"": 96, ""end_span"": 114, ""type"": ""Gene_or_gene_product""}]"	train
It was originally reported that induction of KILLER / DR5 mRNA following DNA damage was p53 - dependent, but some drugs that induce apoptosis can upregulate KILLER / DR5 mRNA expression in cell lines with mutated p53.	KILLER,45,51,Gene_or_gene_product	DR5,54,57,Gene_or_gene_product	p53,88,91,Gene_or_gene_product	KILLER,157,163,Gene_or_gene_product	DR5,166,169,Gene_or_gene_product	p53,213,216,Gene_or_gene_product	"[{""token"": ""KILLER"", ""start_span"": 45, ""end_span"": 51, ""type"": ""Gene_or_gene_product""}, {""token"": ""DR5"", ""start_span"": 54, ""end_span"": 57, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 88, ""end_span"": 91, ""type"": ""Gene_or_gene_product""}, {""token"": ""KILLER"", ""start_span"": 157, ""end_span"": 163, ""type"": ""Gene_or_gene_product""}, {""token"": ""DR5"", ""start_span"": 166, ""end_span"": 169, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 213, ""end_span"": 216, ""type"": ""Gene_or_gene_product""}]"	train
The synthetic glucocorticoid dexamethasone elevated KILLER / DR5 mRNA in glioblastoma, ovarian cancer, and colon cancer cell lines with mutant p53 undergoing apoptosis, and this induction was inhibited by the transcriptional inhibitor actinomycin D.	glucocorticoid,14,28,Chemical	dexamethasone,29,42,Chemical	KILLER,52,58,Gene_or_gene_product	DR5,61,64,Gene_or_gene_product	p53,143,146,Gene_or_gene_product	actinomycin D,235,248,Gene_or_gene_product	"[{""token"": ""glucocorticoid"", ""start_span"": 14, ""end_span"": 28, ""type"": ""Chemical""}, {""token"": ""dexamethasone"", ""start_span"": 29, ""end_span"": 42, ""type"": ""Chemical""}, {""token"": ""KILLER"", ""start_span"": 52, ""end_span"": 58, ""type"": ""Gene_or_gene_product""}, {""token"": ""DR5"", ""start_span"": 61, ""end_span"": 64, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 143, ""end_span"": 146, ""type"": ""Gene_or_gene_product""}, {""token"": ""actinomycin D"", ""start_span"": 235, ""end_span"": 248, ""type"": ""Gene_or_gene_product""}]"	train
We have shown previously that purified eEF - 2K can be phosphorylated in vitro by cAMP - dependent protein kinase ( PKA) and that this induces significant Ca ( 2 +) / calmodulin ( CaM) - independent eEF - 2K activity [ Redpath and Proud ( 1993) Biochem. J. 293, 31 - 34].	eEF - 2K,39,47,Gene_or_gene_product	cAMP - dependent protein kinase,82,113,Complex	PKA,116,119,Complex	calmodulin,167,177,Gene_or_gene_product	CaM,180,183,Gene_or_gene_product	eEF - 2K,199,207,Gene_or_gene_product	"[{""token"": ""eEF - 2K"", ""start_span"": 39, ""end_span"": 47, ""type"": ""Gene_or_gene_product""}, {""token"": ""cAMP - dependent protein kinase"", ""start_span"": 82, ""end_span"": 113, ""type"": ""Complex""}, {""token"": ""PKA"", ""start_span"": 116, ""end_span"": 119, ""type"": ""Complex""}, {""token"": ""calmodulin"", ""start_span"": 167, ""end_span"": 177, ""type"": ""Gene_or_gene_product""}, {""token"": ""CaM"", ""start_span"": 180, ""end_span"": 183, ""type"": ""Gene_or_gene_product""}, {""token"": ""eEF - 2K"", ""start_span"": 199, ""end_span"": 207, ""type"": ""Gene_or_gene_product""}]"	train
A mutant of Cdc25C that is unable to bind 14 - 3 - 3 was partially nuclear in the absence of LMB and its nuclear accumulation was greatly enhanced by LMB - treatment.	Cdc25C,12,18,Gene_or_gene_product	14 - 3 - 3,42,52,Gene_or_gene_product	nuclear,67,74,Cellular_component	LMB,93,96,Chemical	nuclear,105,112,Cellular_component	LMB,150,153,Chemical	"[{""token"": ""Cdc25C"", ""start_span"": 12, ""end_span"": 18, ""type"": ""Gene_or_gene_product""}, {""token"": ""14 - 3 - 3"", ""start_span"": 42, ""end_span"": 52, ""type"": ""Gene_or_gene_product""}, {""token"": ""nuclear"", ""start_span"": 67, ""end_span"": 74, ""type"": ""Cellular_component""}, {""token"": ""LMB"", ""start_span"": 93, ""end_span"": 96, ""type"": ""Chemical""}, {""token"": ""nuclear"", ""start_span"": 105, ""end_span"": 112, ""type"": ""Cellular_component""}, {""token"": ""LMB"", ""start_span"": 150, ""end_span"": 153, ""type"": ""Chemical""}]"	train
The interplay between p16INK4A, cyclin D / CDK, and pRb / E2F together constitute a functional unit collectively known as the ' pRb pathway '.	p16INK4A,22,30,Gene_or_gene_product	cyclin D,32,40,Gene_or_gene_product	CDK,43,46,Gene_or_gene_product	pRb,52,55,Gene_or_gene_product	E2F,58,61,Gene_or_gene_product	pRb,128,131,Gene_or_gene_product	"[{""token"": ""p16INK4A"", ""start_span"": 22, ""end_span"": 30, ""type"": ""Gene_or_gene_product""}, {""token"": ""cyclin D"", ""start_span"": 32, ""end_span"": 40, ""type"": ""Gene_or_gene_product""}, {""token"": ""CDK"", ""start_span"": 43, ""end_span"": 46, ""type"": ""Gene_or_gene_product""}, {""token"": ""pRb"", ""start_span"": 52, ""end_span"": 55, ""type"": ""Gene_or_gene_product""}, {""token"": ""E2F"", ""start_span"": 58, ""end_span"": 61, ""type"": ""Gene_or_gene_product""}, {""token"": ""pRb"", ""start_span"": 128, ""end_span"": 131, ""type"": ""Gene_or_gene_product""}]"	train
Bifurcation of NTHi - induced NIK - IKK alpha / beta - I kappa B alpha and MKK3 / 6 - - p38 MAP kinase pathways may occur at transforming growth factor - beta activated kinase 1 ( TAK1).	NIK - IKK alpha / beta,30,52,Complex	I kappa B alpha,55,70,Gene_or_gene_product	MKK3 / 6,75,83,Gene_or_gene_product	p38 MAP kinase,88,102,Gene_or_gene_product	transforming growth factor - beta activated kinase 1,125,177,Gene_or_gene_product	TAK1,180,184,Gene_or_gene_product	"[{""token"": ""NIK - IKK alpha / beta"", ""start_span"": 30, ""end_span"": 52, ""type"": ""Complex""}, {""token"": ""I kappa B alpha"", ""start_span"": 55, ""end_span"": 70, ""type"": ""Gene_or_gene_product""}, {""token"": ""MKK3 / 6"", ""start_span"": 75, ""end_span"": 83, ""type"": ""Gene_or_gene_product""}, {""token"": ""p38 MAP kinase"", ""start_span"": 88, ""end_span"": 102, ""type"": ""Gene_or_gene_product""}, {""token"": ""transforming growth factor - beta activated kinase 1"", ""start_span"": 125, ""end_span"": 177, ""type"": ""Gene_or_gene_product""}, {""token"": ""TAK1"", ""start_span"": 180, ""end_span"": 184, ""type"": ""Gene_or_gene_product""}]"	train
Inhibition of promyelocytic leukemia ( PML) / retinoic acid receptor - alpha and PML expression in acute promyelocytic leukemia cells by anti - PML peptide nucleic acid.	promyelocytic leukemia,14,36,Gene_or_gene_product	PML,39,42,Gene_or_gene_product	retinoic acid receptor - alpha,46,76,Gene_or_gene_product	PML,81,84,Gene_or_gene_product	PML,144,147,Gene_or_gene_product	peptide nucleic acid,148,168,Chemical	"[{""token"": ""promyelocytic leukemia"", ""start_span"": 14, ""end_span"": 36, ""type"": ""Gene_or_gene_product""}, {""token"": ""PML"", ""start_span"": 39, ""end_span"": 42, ""type"": ""Gene_or_gene_product""}, {""token"": ""retinoic acid receptor - alpha"", ""start_span"": 46, ""end_span"": 76, ""type"": ""Gene_or_gene_product""}, {""token"": ""PML"", ""start_span"": 81, ""end_span"": 84, ""type"": ""Gene_or_gene_product""}, {""token"": ""PML"", ""start_span"": 144, ""end_span"": 147, ""type"": ""Gene_or_gene_product""}, {""token"": ""peptide nucleic acid"", ""start_span"": 148, ""end_span"": 168, ""type"": ""Chemical""}]"	train
Saccharomyces cerevisiae Gpi16p ( YHR188C) and Gpi17p ( YDR434W) are orthologues of PIG - T and PIG - S, respectively.	Gpi16p,25,31,Gene_or_gene_product	YHR188C,34,41,Gene_or_gene_product	Gpi17p,47,53,Gene_or_gene_product	YDR434W,56,63,Gene_or_gene_product	PIG - T,84,91,Gene_or_gene_product	PIG - S,96,103,Gene_or_gene_product	"[{""token"": ""Gpi16p"", ""start_span"": 25, ""end_span"": 31, ""type"": ""Gene_or_gene_product""}, {""token"": ""YHR188C"", ""start_span"": 34, ""end_span"": 41, ""type"": ""Gene_or_gene_product""}, {""token"": ""Gpi17p"", ""start_span"": 47, ""end_span"": 53, ""type"": ""Gene_or_gene_product""}, {""token"": ""YDR434W"", ""start_span"": 56, ""end_span"": 63, ""type"": ""Gene_or_gene_product""}, {""token"": ""PIG - T"", ""start_span"": 84, ""end_span"": 91, ""type"": ""Gene_or_gene_product""}, {""token"": ""PIG - S"", ""start_span"": 96, ""end_span"": 103, ""type"": ""Gene_or_gene_product""}]"	train
Two of these polypeptides, IKK alpha and IKK beta, also known as IKK1 and IKK2, are the catalytic subunits of the kinase complex and phosphorylate I kappa B alpha and I kappa B beta.	IKK alpha,27,36,Gene_or_gene_product	IKK beta,41,49,Gene_or_gene_product	IKK1,65,69,Gene_or_gene_product	IKK2,74,78,Gene_or_gene_product	I kappa B alpha,147,162,Gene_or_gene_product	I kappa B beta,167,181,Gene_or_gene_product	"[{""token"": ""IKK alpha"", ""start_span"": 27, ""end_span"": 36, ""type"": ""Gene_or_gene_product""}, {""token"": ""IKK beta"", ""start_span"": 41, ""end_span"": 49, ""type"": ""Gene_or_gene_product""}, {""token"": ""IKK1"", ""start_span"": 65, ""end_span"": 69, ""type"": ""Gene_or_gene_product""}, {""token"": ""IKK2"", ""start_span"": 74, ""end_span"": 78, ""type"": ""Gene_or_gene_product""}, {""token"": ""I kappa B alpha"", ""start_span"": 147, ""end_span"": 162, ""type"": ""Gene_or_gene_product""}, {""token"": ""I kappa B beta"", ""start_span"": 167, ""end_span"": 181, ""type"": ""Gene_or_gene_product""}]"	train
Core 1 is synthesized by the transfer of Gal from UDP - Gal to GalNAcalpha1 - R by core 1 beta3 - galactosyltransferase ( core 1 beta3 - Gal - T).	Core 1,0,6,Chemical	Gal,41,44,Chemical	UDP - Gal,50,59,Chemical	GalNAcalpha1 - R,63,79,Chemical	core 1 beta3 - galactosyltransferase,83,119,Gene_or_gene_product	core 1 beta3 - Gal - T,122,144,Gene_or_gene_product	"[{""token"": ""Core 1"", ""start_span"": 0, ""end_span"": 6, ""type"": ""Chemical""}, {""token"": ""Gal"", ""start_span"": 41, ""end_span"": 44, ""type"": ""Chemical""}, {""token"": ""UDP - Gal"", ""start_span"": 50, ""end_span"": 59, ""type"": ""Chemical""}, {""token"": ""GalNAcalpha1 - R"", ""start_span"": 63, ""end_span"": 79, ""type"": ""Chemical""}, {""token"": ""core 1 beta3 - galactosyltransferase"", ""start_span"": 83, ""end_span"": 119, ""type"": ""Gene_or_gene_product""}, {""token"": ""core 1 beta3 - Gal - T"", ""start_span"": 122, ""end_span"": 144, ""type"": ""Gene_or_gene_product""}]"	train
Bub3 interaction with Mad2, Mad3 and Cdc20 is mediated by WD40 repeats and does not require intact kinetochores.	Bub3,0,4,Gene_or_gene_product	Mad2,22,26,Gene_or_gene_product	Mad3,28,32,Gene_or_gene_product	Cdc20,37,42,Gene_or_gene_product	WD40,58,62,Gene_or_gene_product	kinetochores,99,111,Cellular_component	"[{""token"": ""Bub3"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Gene_or_gene_product""}, {""token"": ""Mad2"", ""start_span"": 22, ""end_span"": 26, ""type"": ""Gene_or_gene_product""}, {""token"": ""Mad3"", ""start_span"": 28, ""end_span"": 32, ""type"": ""Gene_or_gene_product""}, {""token"": ""Cdc20"", ""start_span"": 37, ""end_span"": 42, ""type"": ""Gene_or_gene_product""}, {""token"": ""WD40"", ""start_span"": 58, ""end_span"": 62, ""type"": ""Gene_or_gene_product""}, {""token"": ""kinetochores"", ""start_span"": 99, ""end_span"": 111, ""type"": ""Cellular_component""}]"	train
Separase, polo kinase, the kinetochore protein Slk19, and Spo12 function in a network that controls Cdc14 localization during early anaphase.	Separase,0,8,Gene_or_gene_product	polo kinase,10,21,Gene_or_gene_product	kinetochore,27,38,Cellular_component	Slk19,47,52,Gene_or_gene_product	Spo12,58,63,Gene_or_gene_product	Cdc14,100,105,Gene_or_gene_product	"[{""token"": ""Separase"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Gene_or_gene_product""}, {""token"": ""polo kinase"", ""start_span"": 10, ""end_span"": 21, ""type"": ""Gene_or_gene_product""}, {""token"": ""kinetochore"", ""start_span"": 27, ""end_span"": 38, ""type"": ""Cellular_component""}, {""token"": ""Slk19"", ""start_span"": 47, ""end_span"": 52, ""type"": ""Gene_or_gene_product""}, {""token"": ""Spo12"", ""start_span"": 58, ""end_span"": 63, ""type"": ""Gene_or_gene_product""}, {""token"": ""Cdc14"", ""start_span"": 100, ""end_span"": 105, ""type"": ""Gene_or_gene_product""}]"	train
MyD88 is an adaptor protein that is involved in interleukin - 1 receptor ( IL - 1R) - and Toll - like receptor ( TLR) - induced activation of NF - kappaB.	MyD88,0,5,Gene_or_gene_product	interleukin - 1 receptor,48,72,Gene_or_gene_product	IL - 1R,75,82,Gene_or_gene_product	Toll - like receptor,90,110,Gene_or_gene_product	TLR,113,116,Gene_or_gene_product	NF - kappaB,142,153,Complex	"[{""token"": ""MyD88"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Gene_or_gene_product""}, {""token"": ""interleukin - 1 receptor"", ""start_span"": 48, ""end_span"": 72, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 1R"", ""start_span"": 75, ""end_span"": 82, ""type"": ""Gene_or_gene_product""}, {""token"": ""Toll - like receptor"", ""start_span"": 90, ""end_span"": 110, ""type"": ""Gene_or_gene_product""}, {""token"": ""TLR"", ""start_span"": 113, ""end_span"": 116, ""type"": ""Gene_or_gene_product""}, {""token"": ""NF - kappaB"", ""start_span"": 142, ""end_span"": 153, ""type"": ""Complex""}]"	train
Dominant - negative myeloid differentiation factor 88 ( MyD88) or IL - 1R - associated kinase ( IRAK) 2 diminished LPS - induced apoptosis in YopP - transfected macrophages, suggesting implication of MyD88 and IRAK2 in signaling cell death.	myeloid differentiation factor 88,20,53,Gene_or_gene_product	MyD88,56,61,Gene_or_gene_product	LPS,115,118,Chemical	YopP,142,146,Gene_or_gene_product	MyD88,200,205,Gene_or_gene_product	IRAK2,210,215,Gene_or_gene_product	"[{""token"": ""myeloid differentiation factor 88"", ""start_span"": 20, ""end_span"": 53, ""type"": ""Gene_or_gene_product""}, {""token"": ""MyD88"", ""start_span"": 56, ""end_span"": 61, ""type"": ""Gene_or_gene_product""}, {""token"": ""LPS"", ""start_span"": 115, ""end_span"": 118, ""type"": ""Chemical""}, {""token"": ""YopP"", ""start_span"": 142, ""end_span"": 146, ""type"": ""Gene_or_gene_product""}, {""token"": ""MyD88"", ""start_span"": 200, ""end_span"": 205, ""type"": ""Gene_or_gene_product""}, {""token"": ""IRAK2"", ""start_span"": 210, ""end_span"": 215, ""type"": ""Gene_or_gene_product""}]"	train
This suggests, that Yersinia - induced apoptosis involves a proapoptotic signal relay through MyD88 and IRAK2, which potentially targets the Fas - associated death domain protein / caspase - 8 apoptotic pathway, whereas IRAK1 and TRAF6 counteract the bacteria - induced cytotoxic response by signaling macrophage survival.	MyD88,94,99,Gene_or_gene_product	IRAK2,104,109,Gene_or_gene_product	Fas - associated death domain protein,141,178,Gene_or_gene_product	caspase - 8,181,192,Gene_or_gene_product	IRAK1,220,225,Gene_or_gene_product	TRAF6,230,235,Gene_or_gene_product	"[{""token"": ""MyD88"", ""start_span"": 94, ""end_span"": 99, ""type"": ""Gene_or_gene_product""}, {""token"": ""IRAK2"", ""start_span"": 104, ""end_span"": 109, ""type"": ""Gene_or_gene_product""}, {""token"": ""Fas - associated death domain protein"", ""start_span"": 141, ""end_span"": 178, ""type"": ""Gene_or_gene_product""}, {""token"": ""caspase - 8"", ""start_span"": 181, ""end_span"": 192, ""type"": ""Gene_or_gene_product""}, {""token"": ""IRAK1"", ""start_span"": 220, ""end_span"": 225, ""type"": ""Gene_or_gene_product""}, {""token"": ""TRAF6"", ""start_span"": 230, ""end_span"": 235, ""type"": ""Gene_or_gene_product""}]"	train
