Sentence	entity_1	entity_2	json	split
Ubiquitinated H2B ( uH2B) has been identified in the yeast Saccharomyces cerevisiae, and mutation of the conserved ubiquitination site is shown to confer defects in mitotic cell growth and meiosis.	H2B,14,17,Gene_or_gene_product	uH2B,20,24,Gene_or_gene_product	"[{""token"": ""H2B"", ""start_span"": 14, ""end_span"": 17, ""type"": ""Gene_or_gene_product""}, {""token"": ""uH2B"", ""start_span"": 20, ""end_span"": 24, ""type"": ""Gene_or_gene_product""}]"	train
Cytoskeletal rearrangements during the cell cycle and in response to signals are regulated by small Rho - type GTPases, but it is not known how these GTPases are activated in a spatial and temporal manner.	Cytoskeletal,0,12,Cellular_component	Rho,100,103,Gene_or_gene_product	"[{""token"": ""Cytoskeletal"", ""start_span"": 0, ""end_span"": 12, ""type"": ""Cellular_component""}, {""token"": ""Rho"", ""start_span"": 100, ""end_span"": 103, ""type"": ""Gene_or_gene_product""}]"	train
Molecular cloning of globotriaosylceramide / CD77 synthase, a glycosyltransferase that initiates the synthesis of globo series glycosphingolipids.	globotriaosylceramide / CD77 synthase,21,58,Gene_or_gene_product	glycosphingolipids,127,145,Chemical	"[{""token"": ""globotriaosylceramide / CD77 synthase"", ""start_span"": 21, ""end_span"": 58, ""type"": ""Gene_or_gene_product""}, {""token"": ""glycosphingolipids"", ""start_span"": 127, ""end_span"": 145, ""type"": ""Chemical""}]"	train
Transfection of the cDNA into L cells resulted in the constitution of sensitivity to the apoptosis with Shiga - like toxins ( verotoxins).	Shiga - like toxins,104,123,Gene_or_gene_product	verotoxins,126,136,Gene_or_gene_product	"[{""token"": ""Shiga - like toxins"", ""start_span"": 104, ""end_span"": 123, ""type"": ""Gene_or_gene_product""}, {""token"": ""verotoxins"", ""start_span"": 126, ""end_span"": 136, ""type"": ""Gene_or_gene_product""}]"	train
Mechanism of reaction of myeloperoxidase with nitrite.	myeloperoxidase,25,40,Gene_or_gene_product	nitrite,46,53,Chemical	"[{""token"": ""myeloperoxidase"", ""start_span"": 25, ""end_span"": 40, ""type"": ""Gene_or_gene_product""}, {""token"": ""nitrite"", ""start_span"": 46, ""end_span"": 53, ""type"": ""Chemical""}]"	train
Myeloperoxidase ( MPO) is a major neutrophil protein and may be involved in the nitration of tyrosine residues observed in a wide range of inflammatory diseases that involve neutrophils and macrophage activation.	Myeloperoxidase,0,15,Gene_or_gene_product	MPO,18,21,Gene_or_gene_product	"[{""token"": ""Myeloperoxidase"", ""start_span"": 0, ""end_span"": 15, ""type"": ""Gene_or_gene_product""}, {""token"": ""MPO"", ""start_span"": 18, ""end_span"": 21, ""type"": ""Gene_or_gene_product""}]"	train
At 15 degrees C the rate of formation of the low spin MPO - nitrite complex is ( 2. 5 + / - 0. 2) x 10 ( 4) m ( - 1) s ( - 1) at pH 7 and ( 2. 2 + / - 0. 7) x 10 ( 6) m ( - 1) s ( - 1) at pH 5.	MPO,54,57,Gene_or_gene_product	nitrite,60,67,Chemical	"[{""token"": ""MPO"", ""start_span"": 54, ""end_span"": 57, ""type"": ""Gene_or_gene_product""}, {""token"": ""nitrite"", ""start_span"": 60, ""end_span"": 67, ""type"": ""Chemical""}]"	train
Nitrite is oxidized by two one - electron steps in the MPO peroxidase cycle.	Nitrite,0,7,Chemical	MPO,55,58,Gene_or_gene_product	"[{""token"": ""Nitrite"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Chemical""}, {""token"": ""MPO"", ""start_span"": 55, ""end_span"": 58, ""type"": ""Gene_or_gene_product""}]"	train
The second - order rate constant of reduction of compound I to compound II at 15 degrees C is ( 2. 0 + / - 0. 2) x 10 ( 6) m ( - 1) s ( - 1) at pH 7 and ( 1. 1 + / - 0. 2) x 10 ( 7) m ( - 1) s ( - 1) at pH 5.	compound I,49,59,Gene_or_gene_product	compound II,63,74,Gene_or_gene_product	"[{""token"": ""compound I"", ""start_span"": 49, ""end_span"": 59, ""type"": ""Gene_or_gene_product""}, {""token"": ""compound II"", ""start_span"": 63, ""end_span"": 74, ""type"": ""Gene_or_gene_product""}]"	train
Protonation of this group ( which is most likely the distal histidine) is necessary for optimum nitrite binding and oxidation.	histidine,60,69,Chemical	nitrite,96,103,Chemical	"[{""token"": ""histidine"", ""start_span"": 60, ""end_span"": 69, ""type"": ""Chemical""}, {""token"": ""nitrite"", ""start_span"": 96, ""end_span"": 103, ""type"": ""Chemical""}]"	train
Mutations in the gene encoding Bruton ' s tyrosine kinase ( btk) cause the B cell deficiency diseases X - linked agammaglobulinemia ( XLA) in humans and X - linked immunodeficiency ( xid) in mice.	Bruton ' s tyrosine kinase,31,57,Gene_or_gene_product	btk,60,63,Gene_or_gene_product	"[{""token"": ""Bruton ' s tyrosine kinase"", ""start_span"": 31, ""end_span"": 57, ""type"": ""Gene_or_gene_product""}, {""token"": ""btk"", ""start_span"": 60, ""end_span"": 63, ""type"": ""Gene_or_gene_product""}]"	train
Gene knockout studies have shed light on the very different physiological functions of IKKalpha and IKKbeta.	IKKalpha,87,95,Gene_or_gene_product	IKKbeta,100,107,Gene_or_gene_product	"[{""token"": ""IKKalpha"", ""start_span"": 87, ""end_span"": 95, ""type"": ""Gene_or_gene_product""}, {""token"": ""IKKbeta"", ""start_span"": 100, ""end_span"": 107, ""type"": ""Gene_or_gene_product""}]"	train
p63 and p73 transactivate differentiation gene promoters in human keratinocytes.	p63,0,3,Gene_or_gene_product	p73,8,11,Gene_or_gene_product	"[{""token"": ""p63"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Gene_or_gene_product""}, {""token"": ""p73"", ""start_span"": 8, ""end_span"": 11, ""type"": ""Gene_or_gene_product""}]"	train
Furthermore, p73 can induce cell death via its interaction with c - Abl.	p73,13,16,Gene_or_gene_product	c - Abl,64,71,Gene_or_gene_product	"[{""token"": ""p73"", ""start_span"": 13, ""end_span"": 16, ""type"": ""Gene_or_gene_product""}, {""token"": ""c - Abl"", ""start_span"": 64, ""end_span"": 71, ""type"": ""Gene_or_gene_product""}]"	train
We evaluated the expression of p63 and p73 in differentiating human keratinocytes in vitro.	p63,31,34,Gene_or_gene_product	p73,39,42,Gene_or_gene_product	"[{""token"": ""p63"", ""start_span"": 31, ""end_span"": 34, ""type"": ""Gene_or_gene_product""}, {""token"": ""p73"", ""start_span"": 39, ""end_span"": 42, ""type"": ""Gene_or_gene_product""}]"	train
Skin biopsy and primary cultures of normal human epidermal keratinocytes ( NHEK) express both p73 and p63.	p73,94,97,Gene_or_gene_product	p63,102,105,Gene_or_gene_product	"[{""token"": ""p73"", ""start_span"": 94, ""end_span"": 97, ""type"": ""Gene_or_gene_product""}, {""token"": ""p63"", ""start_span"": 102, ""end_span"": 105, ""type"": ""Gene_or_gene_product""}]"	train
We further evaluated the effect of either p73s or p63 transfected in either NHEK or transformed human keratinocytes ( HaCat cells).	p73s,42,46,Gene_or_gene_product	p63,50,53,Gene_or_gene_product	"[{""token"": ""p73s"", ""start_span"": 42, ""end_span"": 46, ""type"": ""Gene_or_gene_product""}, {""token"": ""p63"", ""start_span"": 50, ""end_span"": 53, ""type"": ""Gene_or_gene_product""}]"	train
These results suggest the involvement of both p73 and p63 genes in keratinocyte terminal differentiation.	p73,46,49,Gene_or_gene_product	p63,54,57,Gene_or_gene_product	"[{""token"": ""p73"", ""start_span"": 46, ""end_span"": 49, ""type"": ""Gene_or_gene_product""}, {""token"": ""p63"", ""start_span"": 54, ""end_span"": 57, ""type"": ""Gene_or_gene_product""}]"	train
The products of this enzyme, i. e. inositides phosphorylated in the D3 position of the inositol ring, may act as second messengers themselves.	inositides,35,45,Chemical	inositol,87,95,Chemical	"[{""token"": ""inositides"", ""start_span"": 35, ""end_span"": 45, ""type"": ""Chemical""}, {""token"": ""inositol"", ""start_span"": 87, ""end_span"": 95, ""type"": ""Chemical""}]"	train
Enzyme translocation was blocked by the specific PI3K inhibitor, LY294002, as well as cell entry into S - phase.	PI3K,49,53,Gene_or_gene_product	LY294002,65,73,Chemical	"[{""token"": ""PI3K"", ""start_span"": 49, ""end_span"": 53, ""type"": ""Gene_or_gene_product""}, {""token"": ""LY294002"", ""start_span"": 65, ""end_span"": 73, ""type"": ""Chemical""}]"	train
The terminal alpha1, 2 - linked mannose residue from the middle branch is the last mannose removed by the enzyme.	mannose,32,39,Chemical	mannose,83,90,Chemical	"[{""token"": ""mannose"", ""start_span"": 32, ""end_span"": 39, ""type"": ""Chemical""}, {""token"": ""mannose"", ""start_span"": 83, ""end_span"": 90, ""type"": ""Chemical""}]"	train
