Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	json	split
We report a patient in whom hypersensitivity to carbamazepine presented with generalized erythroderma, a severe leukemoid reaction, eosinophilia, hyponatremia, and renal failure.	hypersensitivity,28,44,Disease/Disorder	erythroderma,89,101,Disease/Disorder	leukemoid reaction,112,130,Disease/Disorder	eosinophilia,132,144,Disease/Disorder	hyponatremia,146,158,Disease/Disorder	renal failure,164,177,Disease/Disorder	"[{""token"": ""hypersensitivity"", ""start_span"": 28, ""end_span"": 44, ""type"": ""Disease/Disorder""}, {""token"": ""erythroderma"", ""start_span"": 89, ""end_span"": 101, ""type"": ""Disease/Disorder""}, {""token"": ""leukemoid reaction"", ""start_span"": 112, ""end_span"": 130, ""type"": ""Disease/Disorder""}, {""token"": ""eosinophilia"", ""start_span"": 132, ""end_span"": 144, ""type"": ""Disease/Disorder""}, {""token"": ""hyponatremia"", ""start_span"": 146, ""end_span"": 158, ""type"": ""Disease/Disorder""}, {""token"": ""renal failure"", ""start_span"": 164, ""end_span"": 177, ""type"": ""Disease/Disorder""}]"	train
Jaundice with tender hepatomegaly, usually preceded by symptoms of malaise, anorexia, nausea and vomiting, and associated with upper abdominal pain, was an invariable finding in all patients.	Jaundice,0,8,Disease/Disorder	hepatomegaly,21,33,Disease/Disorder	anorexia,76,84,Disease/Disorder	nausea,86,92,Disease/Disorder	vomiting,97,105,Disease/Disorder	abdominal pain,133,147,Disease/Disorder	"[{""token"": ""Jaundice"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Disease/Disorder""}, {""token"": ""hepatomegaly"", ""start_span"": 21, ""end_span"": 33, ""type"": ""Disease/Disorder""}, {""token"": ""anorexia"", ""start_span"": 76, ""end_span"": 84, ""type"": ""Disease/Disorder""}, {""token"": ""nausea"", ""start_span"": 86, ""end_span"": 92, ""type"": ""Disease/Disorder""}, {""token"": ""vomiting"", ""start_span"": 97, ""end_span"": 105, ""type"": ""Disease/Disorder""}, {""token"": ""abdominal pain"", ""start_span"": 133, ""end_span"": 147, ""type"": ""Disease/Disorder""}]"	train
An increase in blood pressure, accompanied by atrial fibrillation, agitation, incomprehensible shouts and loss of consciousness, was observed in an elderly, ASA classification group II, cardiovascularly medicated male, 12 min after performance of axillary block with mepivacaine 850 mg containing adrenaline 0. 225 mg, for correction of Dupuytren ' s contracture.	increase in blood pressure,3,29,Disease/Disorder	atrial fibrillation,46,65,Disease/Disorder	agitation,67,76,Disease/Disorder	incomprehensible shouts,78,101,Disease/Disorder	loss of consciousness,106,127,Disease/Disorder	Dupuytren ' s contracture,337,362,Disease/Disorder	"[{""token"": ""increase in blood pressure"", ""start_span"": 3, ""end_span"": 29, ""type"": ""Disease/Disorder""}, {""token"": ""atrial fibrillation"", ""start_span"": 46, ""end_span"": 65, ""type"": ""Disease/Disorder""}, {""token"": ""agitation"", ""start_span"": 67, ""end_span"": 76, ""type"": ""Disease/Disorder""}, {""token"": ""incomprehensible shouts"", ""start_span"": 78, ""end_span"": 101, ""type"": ""Disease/Disorder""}, {""token"": ""loss of consciousness"", ""start_span"": 106, ""end_span"": 127, ""type"": ""Disease/Disorder""}, {""token"": ""Dupuytren ' s contracture"", ""start_span"": 337, ""end_span"": 362, ""type"": ""Disease/Disorder""}]"	train
Conventional agents are associated with unwanted central nervous system effects, including extrapyramidal symptoms ( EPS), tardive dyskinesia, sedation, and possible impairment of some cognitive measures, as well as cardiac effects, orthostatic hypotension, hepatic changes, anticholinergic side effects, sexual dysfunction, and weight gain.	extrapyramidal symptoms,91,114,Disease/Disorder	EPS,117,120,Disease/Disorder	tardive dyskinesia,123,141,Disease/Disorder	orthostatic hypotension,233,256,Disease/Disorder	sexual dysfunction,305,323,Disease/Disorder	weight gain,329,340,Disease/Disorder	"[{""token"": ""extrapyramidal symptoms"", ""start_span"": 91, ""end_span"": 114, ""type"": ""Disease/Disorder""}, {""token"": ""EPS"", ""start_span"": 117, ""end_span"": 120, ""type"": ""Disease/Disorder""}, {""token"": ""tardive dyskinesia"", ""start_span"": 123, ""end_span"": 141, ""type"": ""Disease/Disorder""}, {""token"": ""orthostatic hypotension"", ""start_span"": 233, ""end_span"": 256, ""type"": ""Disease/Disorder""}, {""token"": ""sexual dysfunction"", ""start_span"": 305, ""end_span"": 323, ""type"": ""Disease/Disorder""}, {""token"": ""weight gain"", ""start_span"": 329, ""end_span"": 340, ""type"": ""Disease/Disorder""}]"	train
The indications for switch were chronic CsA or Tac nephrotoxicity ( 12), acute CsA or Tac toxicity ( 3), severe facial dysmorphism ( 2), posttransplant lymphoproliferative disorder ( PTLD) in remission ( 2), and hepatotoxicity in 1.	nephrotoxicity,51,65,Disease/Disorder	toxicity,90,98,Disease/Disorder	facial dysmorphism,112,130,Disease/Disorder	posttransplant lymphoproliferative disorder,137,180,Disease/Disorder	PTLD,183,187,Disease/Disorder	hepatotoxicity,212,226,Disease/Disorder	"[{""token"": ""nephrotoxicity"", ""start_span"": 51, ""end_span"": 65, ""type"": ""Disease/Disorder""}, {""token"": ""toxicity"", ""start_span"": 90, ""end_span"": 98, ""type"": ""Disease/Disorder""}, {""token"": ""facial dysmorphism"", ""start_span"": 112, ""end_span"": 130, ""type"": ""Disease/Disorder""}, {""token"": ""posttransplant lymphoproliferative disorder"", ""start_span"": 137, ""end_span"": 180, ""type"": ""Disease/Disorder""}, {""token"": ""PTLD"", ""start_span"": 183, ""end_span"": 187, ""type"": ""Disease/Disorder""}, {""token"": ""hepatotoxicity"", ""start_span"": 212, ""end_span"": 226, ""type"": ""Disease/Disorder""}]"	valid
The differential predictive value of levodopa responsiveness for the outcome of parkinsonian ' off ' signs and LID and the different correlations of ventral lesion volume with dyskinesias and parkinsonian ' off ' signs indicate that different anatomical or pathophysiological substrates may be responsible for the generation of parkinsonian ' off ' signs and dyskinesias.	parkinsonian,80,92,Disease/Disorder	LID,111,114,Disease/Disorder	dyskinesias,176,187,Disease/Disorder	parkinsonian,192,204,Disease/Disorder	parkinsonian,328,340,Disease/Disorder	dyskinesias,359,370,Disease/Disorder	"[{""token"": ""parkinsonian"", ""start_span"": 80, ""end_span"": 92, ""type"": ""Disease/Disorder""}, {""token"": ""LID"", ""start_span"": 111, ""end_span"": 114, ""type"": ""Disease/Disorder""}, {""token"": ""dyskinesias"", ""start_span"": 176, ""end_span"": 187, ""type"": ""Disease/Disorder""}, {""token"": ""parkinsonian"", ""start_span"": 192, ""end_span"": 204, ""type"": ""Disease/Disorder""}, {""token"": ""parkinsonian"", ""start_span"": 328, ""end_span"": 340, ""type"": ""Disease/Disorder""}, {""token"": ""dyskinesias"", ""start_span"": 359, ""end_span"": 370, ""type"": ""Disease/Disorder""}]"	valid
CASE SUMMARY: A 68 - year - old white woman with Candida glabrata isolated from a presacral abscess developed TDP eight days after commencing oral fluconazole The patient had no other risk factors for TDP, including coronary artery disease, cardiomyopathy, congestive heart failure, and electrolyte abnormalities There was a temporal association between the initiation of fluconazole and TDP.	TDP,110,113,Disease/Disorder	TDP,201,204,Disease/Disorder	coronary artery disease,216,239,Disease/Disorder	cardiomyopathy,241,255,Disease/Disorder	congestive heart failure,257,281,Disease/Disorder	TDP,388,391,Disease/Disorder	"[{""token"": ""TDP"", ""start_span"": 110, ""end_span"": 113, ""type"": ""Disease/Disorder""}, {""token"": ""TDP"", ""start_span"": 201, ""end_span"": 204, ""type"": ""Disease/Disorder""}, {""token"": ""coronary artery disease"", ""start_span"": 216, ""end_span"": 239, ""type"": ""Disease/Disorder""}, {""token"": ""cardiomyopathy"", ""start_span"": 241, ""end_span"": 255, ""type"": ""Disease/Disorder""}, {""token"": ""congestive heart failure"", ""start_span"": 257, ""end_span"": 281, ""type"": ""Disease/Disorder""}, {""token"": ""TDP"", ""start_span"": 388, ""end_span"": 391, ""type"": ""Disease/Disorder""}]"	valid
We studied two groups of Parkinson ' s disease patients with ( Parkinson ' s disease + LID, n = 23) and without levodopa - induced dyskinesias ( Parkinson ' s disease - LID, n = 10), and age - matched healthy controls.	Parkinson ' s disease,25,46,Disease/Disorder	Parkinson ' s disease,63,84,Disease/Disorder	LID,87,90,Disease/Disorder	dyskinesias,131,142,Disease/Disorder	Parkinson ' s disease,145,166,Disease/Disorder	LID,169,172,Disease/Disorder	"[{""token"": ""Parkinson ' s disease"", ""start_span"": 25, ""end_span"": 46, ""type"": ""Disease/Disorder""}, {""token"": ""Parkinson ' s disease"", ""start_span"": 63, ""end_span"": 84, ""type"": ""Disease/Disorder""}, {""token"": ""LID"", ""start_span"": 87, ""end_span"": 90, ""type"": ""Disease/Disorder""}, {""token"": ""dyskinesias"", ""start_span"": 131, ""end_span"": 142, ""type"": ""Disease/Disorder""}, {""token"": ""Parkinson ' s disease"", ""start_span"": 145, ""end_span"": 166, ""type"": ""Disease/Disorder""}, {""token"": ""LID"", ""start_span"": 169, ""end_span"": 172, ""type"": ""Disease/Disorder""}]"	valid
Risk of renal failure, Injury to the kidney, Failure of kidney function, Loss of kidney function, and End - stage renal damage ( RIFLE criteria) were used to define CIN and its incidence in the study population.	renal failure,8,21,Disease/Disorder	Injury to the kidney,23,43,Disease/Disorder	Failure of kidney function,45,71,Disease/Disorder	Loss of kidney function,73,96,Disease/Disorder	renal damage,114,126,Disease/Disorder	CIN,165,168,Disease/Disorder	"[{""token"": ""renal failure"", ""start_span"": 8, ""end_span"": 21, ""type"": ""Disease/Disorder""}, {""token"": ""Injury to the kidney"", ""start_span"": 23, ""end_span"": 43, ""type"": ""Disease/Disorder""}, {""token"": ""Failure of kidney function"", ""start_span"": 45, ""end_span"": 71, ""type"": ""Disease/Disorder""}, {""token"": ""Loss of kidney function"", ""start_span"": 73, ""end_span"": 96, ""type"": ""Disease/Disorder""}, {""token"": ""renal damage"", ""start_span"": 114, ""end_span"": 126, ""type"": ""Disease/Disorder""}, {""token"": ""CIN"", ""start_span"": 165, ""end_span"": 168, ""type"": ""Disease/Disorder""}]"	valid
Skin rashes, proteinuria, systemic lupus erythematosus, polymyositis and myasthenia gravis have all been recorded as complications of penicillamine therapy in patients with rheumatoid arthritis.	Skin rashes,0,11,Disease/Disorder	proteinuria,13,24,Disease/Disorder	systemic lupus erythematosus,26,54,Disease/Disorder	polymyositis,56,68,Disease/Disorder	myasthenia gravis,73,90,Disease/Disorder	rheumatoid arthritis,173,193,Disease/Disorder	"[{""token"": ""Skin rashes"", ""start_span"": 0, ""end_span"": 11, ""type"": ""Disease/Disorder""}, {""token"": ""proteinuria"", ""start_span"": 13, ""end_span"": 24, ""type"": ""Disease/Disorder""}, {""token"": ""systemic lupus erythematosus"", ""start_span"": 26, ""end_span"": 54, ""type"": ""Disease/Disorder""}, {""token"": ""polymyositis"", ""start_span"": 56, ""end_span"": 68, ""type"": ""Disease/Disorder""}, {""token"": ""myasthenia gravis"", ""start_span"": 73, ""end_span"": 90, ""type"": ""Disease/Disorder""}, {""token"": ""rheumatoid arthritis"", ""start_span"": 173, ""end_span"": 193, ""type"": ""Disease/Disorder""}]"	valid
The drug is known to cause a variety of acute toxic effects, ranging from nausea, restlessness, insomnia, ataxia, slurred speech and nystagmus to mood changes, perceptual alterations, inattention, disorientation and aggressive behavior ( Rammer et al 1988; Katona and Watson 1986; Isbell and Fraser 1953; Devlin et al 1985; McCarthy 1971; Dodds and Revai 1967; Degkwitz 1964; Hildebrand et al 1989).	nausea,74,80,Disease/Disorder	restlessness,82,94,Disease/Disorder	insomnia,96,104,Disease/Disorder	ataxia,106,112,Disease/Disorder	nystagmus,133,142,Disease/Disorder	aggressive behavior,216,235,Disease/Disorder	"[{""token"": ""nausea"", ""start_span"": 74, ""end_span"": 80, ""type"": ""Disease/Disorder""}, {""token"": ""restlessness"", ""start_span"": 82, ""end_span"": 94, ""type"": ""Disease/Disorder""}, {""token"": ""insomnia"", ""start_span"": 96, ""end_span"": 104, ""type"": ""Disease/Disorder""}, {""token"": ""ataxia"", ""start_span"": 106, ""end_span"": 112, ""type"": ""Disease/Disorder""}, {""token"": ""nystagmus"", ""start_span"": 133, ""end_span"": 142, ""type"": ""Disease/Disorder""}, {""token"": ""aggressive behavior"", ""start_span"": 216, ""end_span"": 235, ""type"": ""Disease/Disorder""}]"	valid
The authors describe the case of a 56 - year - old woman with chronic, severe heart failure secondary to dilated cardiomyopathy and absence of significant ventricular arrhythmias who developed QT prolongation and torsade de pointes ventricular tachycardia during one cycle of intermittent low dose ( 2. 5 mcg / kg per min) dobutamine.	heart failure,78,91,Disease/Disorder	dilated cardiomyopathy,105,127,Disease/Disorder	ventricular arrhythmias,155,178,Disease/Disorder	QT prolongation,193,208,Disease/Disorder	torsade de pointes,213,231,Disease/Disorder	ventricular tachycardia,232,255,Disease/Disorder	"[{""token"": ""heart failure"", ""start_span"": 78, ""end_span"": 91, ""type"": ""Disease/Disorder""}, {""token"": ""dilated cardiomyopathy"", ""start_span"": 105, ""end_span"": 127, ""type"": ""Disease/Disorder""}, {""token"": ""ventricular arrhythmias"", ""start_span"": 155, ""end_span"": 178, ""type"": ""Disease/Disorder""}, {""token"": ""QT prolongation"", ""start_span"": 193, ""end_span"": 208, ""type"": ""Disease/Disorder""}, {""token"": ""torsade de pointes"", ""start_span"": 213, ""end_span"": 231, ""type"": ""Disease/Disorder""}, {""token"": ""ventricular tachycardia"", ""start_span"": 232, ""end_span"": 255, ""type"": ""Disease/Disorder""}]"	test
The patient developed acute encephalopathy evidenced by behavioral changes, aphasia, incontinence, visual hallucinations, and right - sided weakness with diffuse cerebral vasospasm on magnetic resonance angiography after the administration of intrathecal cytarabine.	acute encephalopathy,22,42,Disease/Disorder	aphasia,76,83,Disease/Disorder	incontinence,85,97,Disease/Disorder	visual hallucinations,99,120,Disease/Disorder	weakness,140,148,Disease/Disorder	cerebral vasospasm,162,180,Disease/Disorder	"[{""token"": ""acute encephalopathy"", ""start_span"": 22, ""end_span"": 42, ""type"": ""Disease/Disorder""}, {""token"": ""aphasia"", ""start_span"": 76, ""end_span"": 83, ""type"": ""Disease/Disorder""}, {""token"": ""incontinence"", ""start_span"": 85, ""end_span"": 97, ""type"": ""Disease/Disorder""}, {""token"": ""visual hallucinations"", ""start_span"": 99, ""end_span"": 120, ""type"": ""Disease/Disorder""}, {""token"": ""weakness"", ""start_span"": 140, ""end_span"": 148, ""type"": ""Disease/Disorder""}, {""token"": ""cerebral vasospasm"", ""start_span"": 162, ""end_span"": 180, ""type"": ""Disease/Disorder""}]"	test
Insights could be gained by pooling data on MB frequency stratified by antithrombotic use in cohorts with ICH and ischemic stroke ( IS) / transient ischemic attack ( TIA).	MB,44,46,Disease/Disorder	ICH,106,109,Disease/Disorder	ischemic stroke,114,129,Disease/Disorder	IS,132,134,Disease/Disorder	transient ischemic attack,138,163,Disease/Disorder	TIA,166,169,Disease/Disorder	"[{""token"": ""MB"", ""start_span"": 44, ""end_span"": 46, ""type"": ""Disease/Disorder""}, {""token"": ""ICH"", ""start_span"": 106, ""end_span"": 109, ""type"": ""Disease/Disorder""}, {""token"": ""ischemic stroke"", ""start_span"": 114, ""end_span"": 129, ""type"": ""Disease/Disorder""}, {""token"": ""IS"", ""start_span"": 132, ""end_span"": 134, ""type"": ""Disease/Disorder""}, {""token"": ""transient ischemic attack"", ""start_span"": 138, ""end_span"": 163, ""type"": ""Disease/Disorder""}, {""token"": ""TIA"", ""start_span"": 166, ""end_span"": 169, ""type"": ""Disease/Disorder""}]"	test
Patients were divided into three groups; 19 patients without myocardial infarction ( non - MI group), 14 with anterior infarction ( ANT - MI) and eight with inferior infarction ( INF - MI).	myocardial infarction,61,82,Disease/Disorder	MI,91,93,Disease/Disorder	anterior infarction,110,129,Disease/Disorder	ANT - MI,132,140,Disease/Disorder	inferior infarction,157,176,Disease/Disorder	INF - MI,179,187,Disease/Disorder	"[{""token"": ""myocardial infarction"", ""start_span"": 61, ""end_span"": 82, ""type"": ""Disease/Disorder""}, {""token"": ""MI"", ""start_span"": 91, ""end_span"": 93, ""type"": ""Disease/Disorder""}, {""token"": ""anterior infarction"", ""start_span"": 110, ""end_span"": 129, ""type"": ""Disease/Disorder""}, {""token"": ""ANT - MI"", ""start_span"": 132, ""end_span"": 140, ""type"": ""Disease/Disorder""}, {""token"": ""inferior infarction"", ""start_span"": 157, ""end_span"": 176, ""type"": ""Disease/Disorder""}, {""token"": ""INF - MI"", ""start_span"": 179, ""end_span"": 187, ""type"": ""Disease/Disorder""}]"	test
