Sentence	entity_1	entity_2	entity_3	json	split
These genes encode an LPS modification pathway required for the addition of aminoarabinose to lipid A, which reduces the OM permeability to CAPs, thus conferring resistance [ 48].	LPS,22,25,Chemical	lipid A,94,101,Chemical	CAPs,140,144,Chemical	"[{""token"": ""LPS"", ""start_span"": 22, ""end_span"": 25, ""type"": ""Chemical""}, {""token"": ""lipid A"", ""start_span"": 94, ""end_span"": 101, ""type"": ""Chemical""}, {""token"": ""CAPs"", ""start_span"": 140, ""end_span"": 144, ""type"": ""Chemical""}]"	train
Double staining of P. aeruginosa with syto9 ( stains viable cells green) and the extracellular DNA stain DDAO ( red) [ 51] was used to visualize DNA as a loose lattice in biofilms formed on polystyrene pegs after 24 h ( Fig 5A).	syto9,38,43,Chemical	DDAO,105,109,Chemical	polystyrene,190,201,Chemical	"[{""token"": ""syto9"", ""start_span"": 38, ""end_span"": 43, ""type"": ""Chemical""}, {""token"": ""DDAO"", ""start_span"": 105, ""end_span"": 109, ""type"": ""Chemical""}, {""token"": ""polystyrene"", ""start_span"": 190, ""end_span"": 201, ""type"": ""Chemical""}]"	train
The differences observed between CAP and aminoglycoside resistance in PA3553:: lux suggests that DNA - induced resistance to aminoglycosides is not limited to PA3553 induction.	CAP,33,36,Chemical	aminoglycoside,41,55,Chemical	aminoglycosides,125,140,Chemical	"[{""token"": ""CAP"", ""start_span"": 33, ""end_span"": 36, ""type"": ""Chemical""}, {""token"": ""aminoglycoside"", ""start_span"": 41, ""end_span"": 55, ""type"": ""Chemical""}, {""token"": ""aminoglycosides"", ""start_span"": 125, ""end_span"": 140, ""type"": ""Chemical""}]"	train
The CAP resistance phenotype of biofilms grown in limiting magnesium ( 20 microM) was similar to biofilms grown in DNA, confirming that DNA imposes a magnesium limitation stress ( Table 2).	CAP,4,7,Chemical	magnesium,59,68,Chemical	magnesium,150,159,Chemical	"[{""token"": ""CAP"", ""start_span"": 4, ""end_span"": 7, ""type"": ""Chemical""}, {""token"": ""magnesium"", ""start_span"": 59, ""end_span"": 68, ""type"": ""Chemical""}, {""token"": ""magnesium"", ""start_span"": 150, ""end_span"": 159, ""type"": ""Chemical""}]"	train
While Mg2 + limitation has been identified as a signal involved in induced resistance to aminoglycosides in P. aeruginosa [ 59], the contribution of the PhoPQ - regulated LPS modifications has not been clearly determined.	Mg2 +,6,11,Chemical	aminoglycosides,89,104,Chemical	LPS,171,174,Chemical	"[{""token"": ""Mg2 +"", ""start_span"": 6, ""end_span"": 11, ""type"": ""Chemical""}, {""token"": ""aminoglycosides"", ""start_span"": 89, ""end_span"": 104, ""type"": ""Chemical""}, {""token"": ""LPS"", ""start_span"": 171, ""end_span"": 174, ""type"": ""Chemical""}]"	train
Carbon limitation, low concentrations of Mg2 + or Ca2 + [ 73], and acidic pH [ 47], [ 61] induce SPI - 2 expression in vitro.	Carbon,0,6,Chemical	Mg2 +,41,46,Chemical	Ca2 +,50,55,Chemical	"[{""token"": ""Carbon"", ""start_span"": 0, ""end_span"": 6, ""type"": ""Chemical""}, {""token"": ""Mg2 +"", ""start_span"": 41, ""end_span"": 46, ""type"": ""Chemical""}, {""token"": ""Ca2 +"", ""start_span"": 50, ""end_span"": 55, ""type"": ""Chemical""}]"	train
These included oxidative stress ( superoxide anion, O2 -), DNA damage ( UV irradiation, mitomycin C), heat shock ( 53degreesC), and acidic culture ( pH 4. 0).	superoxide anion,34,50,Chemical	O2 -,52,56,Chemical	mitomycin C,88,99,Chemical	"[{""token"": ""superoxide anion"", ""start_span"": 34, ""end_span"": 50, ""type"": ""Chemical""}, {""token"": ""O2 -"", ""start_span"": 52, ""end_span"": 56, ""type"": ""Chemical""}, {""token"": ""mitomycin C"", ""start_span"": 88, ""end_span"": 99, ""type"": ""Chemical""}]"	train
On the basis of structures of ATP - binding and non - ATP - binding USPs, a G - 2X - G - 9X - G ( S / T) motif was suggested to be essential for the binding of ATP [ 27].	ATP,30,33,Chemical	ATP,54,57,Chemical	ATP,160,163,Chemical	"[{""token"": ""ATP"", ""start_span"": 30, ""end_span"": 33, ""type"": ""Chemical""}, {""token"": ""ATP"", ""start_span"": 54, ""end_span"": 57, ""type"": ""Chemical""}, {""token"": ""ATP"", ""start_span"": 160, ""end_span"": 163, ""type"": ""Chemical""}]"	train
It is conceivable that the presence of ADP is the consequence of an Rv2623 - associated ATP activity and this putative ATPase function is currently under investigation.	ADP,39,42,Chemical	ATP,88,91,Chemical	ATPase,119,125,Chemical	"[{""token"": ""ADP"", ""start_span"": 39, ""end_span"": 42, ""type"": ""Chemical""}, {""token"": ""ATP"", ""start_span"": 88, ""end_span"": 91, ""type"": ""Chemical""}, {""token"": ""ATPase"", ""start_span"": 119, ""end_span"": 125, ""type"": ""Chemical""}]"	train
To gain insight into the ATP - binding mode ( s) exhibited by Rv2623, the structural features of the ATP - binding pocket of domains 1 / 2 were compared to the monomer fold of the representative ATP - binding USP, MJ0577 ( PDBID 1MJH) [ 26].	ATP,25,28,Chemical	ATP,101,104,Chemical	ATP,195,198,Chemical	"[{""token"": ""ATP"", ""start_span"": 25, ""end_span"": 28, ""type"": ""Chemical""}, {""token"": ""ATP"", ""start_span"": 101, ""end_span"": 104, ""type"": ""Chemical""}, {""token"": ""ATP"", ""start_span"": 195, ""end_span"": 198, ""type"": ""Chemical""}]"	train
"Indeed, it has been shown that both the cognate sensor histidine kinase DosS ( a member of the dormancy regulon) as well as an "" orphan "" kinase, DosT, functioning as redox and hypoxia sensors, respectively; can regulate DosR activity, and that O2, NO, and CO can modulate the activity of these two kinases via interaction with a haem prosthetic group [ 28], [ 29], [ 30], [ 31], [ 32]."	O2,245,247,Chemical	NO,249,251,Chemical	CO,257,259,Chemical	"[{""token"": ""O2"", ""start_span"": 245, ""end_span"": 247, ""type"": ""Chemical""}, {""token"": ""NO"", ""start_span"": 249, ""end_span"": 251, ""type"": ""Chemical""}, {""token"": ""CO"", ""start_span"": 257, ""end_span"": 259, ""type"": ""Chemical""}]"	train
The fact that E. coli - expressed Rv2623 co - purifies with ADP as well as ATP suggests the possibility that this mycobacterial USP, like MJ0577, is capable of ATP hydrolysis.	ADP,60,63,Chemical	ATP,75,78,Chemical	ATP,160,163,Chemical	"[{""token"": ""ADP"", ""start_span"": 60, ""end_span"": 63, ""type"": ""Chemical""}, {""token"": ""ATP"", ""start_span"": 75, ""end_span"": 78, ""type"": ""Chemical""}, {""token"": ""ATP"", ""start_span"": 160, ""end_span"": 163, ""type"": ""Chemical""}]"	train
Since individual carbon and nitrogen sources have been demonstrated to modulate P. aeruginosa in vitro biofilm development and architecture [ 16], [ 55] - [ 58], surface motility [ 59] and P. aeruginosa cell - cell signaling ( quorum sensing) [ 60] - [ 63], the biofilm architecture of all four mutant biofilms was tested using three different media including LB medium and two minimal media containing glutamate [ 17] or citrate [ 64] as sole carbon source.	carbon,17,23,Chemical	nitrogen,28,36,Chemical	carbon,444,450,Chemical	"[{""token"": ""carbon"", ""start_span"": 17, ""end_span"": 23, ""type"": ""Chemical""}, {""token"": ""nitrogen"", ""start_span"": 28, ""end_span"": 36, ""type"": ""Chemical""}, {""token"": ""carbon"", ""start_span"": 444, ""end_span"": 450, ""type"": ""Chemical""}]"	train
This is even more important as this biofilm collapse was observed under two different nutritional conditions, when grown on minimal medium using either glutamate or citrate as a sole carbon source ( see also Figs. 2 and 5 for comparison of LB and glutamate minimal medium).	glutamate,152,161,Chemical	citrate,165,172,Chemical	carbon,183,189,Chemical	"[{""token"": ""glutamate"", ""start_span"": 152, ""end_span"": 161, ""type"": ""Chemical""}, {""token"": ""citrate"", ""start_span"": 165, ""end_span"": 172, ""type"": ""Chemical""}, {""token"": ""carbon"", ""start_span"": 183, ""end_span"": 189, ""type"": ""Chemical""}]"	train
SsaN contains conserved amino acid residues characteristic of Walker - A and Walker - B motifs of P - loop nucleoside triphosphate hydrolases, as well as a number of residues shown to contribute to ATP binding or ring stacking with the adenine base of ATP in the E. coli orthologue, EscN, ( Q412, E191, R366) ( Fig. S1).	ATP,198,201,Chemical	adenine,236,243,Chemical	ATP,252,255,Chemical	"[{""token"": ""ATP"", ""start_span"": 198, ""end_span"": 201, ""type"": ""Chemical""}, {""token"": ""adenine"", ""start_span"": 236, ""end_span"": 243, ""type"": ""Chemical""}, {""token"": ""ATP"", ""start_span"": 252, ""end_span"": 255, ""type"": ""Chemical""}]"	train
The gabD and gabT genes involved in the production of succinate from gamma - aminobutyrate ( GABA), another member of the L - glutamate group, were also highly induced in the flea.	succinate,54,63,Chemical	gamma - aminobutyrate,69,90,Chemical	GABA,93,97,Chemical	"[{""token"": ""succinate"", ""start_span"": 54, ""end_span"": 63, ""type"": ""Chemical""}, {""token"": ""gamma - aminobutyrate"", ""start_span"": 69, ""end_span"": 90, ""type"": ""Chemical""}, {""token"": ""GABA"", ""start_span"": 93, ""end_span"": 97, ""type"": ""Chemical""}]"	train
However, genes for glycerol and glycerol - 3 - phosphate uptake and utilization were upregulated, suggesting that flea digestion products derived from blood glycerolipids may be used by Y. pestis.	glycerol,19,27,Chemical	glycerol - 3 - phosphate,32,56,Chemical	glycerolipids,157,170,Chemical	"[{""token"": ""glycerol"", ""start_span"": 19, ""end_span"": 27, ""type"": ""Chemical""}, {""token"": ""glycerol - 3 - phosphate"", ""start_span"": 32, ""end_span"": 56, ""type"": ""Chemical""}, {""token"": ""glycerolipids"", ""start_span"": 157, ""end_span"": 170, ""type"": ""Chemical""}]"	train
B. abortus mutants in this system were more susceptible to bactericidal polycationic substances like polymyxin B, melittin or poly - L - lysine, and displayed a more hydrophobic outer membrane surface than the parental strain [ 4].	polymyxin B,101,112,Chemical	melittin,114,122,Chemical	poly - L - lysine,126,143,Chemical	"[{""token"": ""polymyxin B"", ""start_span"": 101, ""end_span"": 112, ""type"": ""Chemical""}, {""token"": ""melittin"", ""start_span"": 114, ""end_span"": 122, ""type"": ""Chemical""}, {""token"": ""poly - L - lysine"", ""start_span"": 126, ""end_span"": 143, ""type"": ""Chemical""}]"	train
Other bvrR regulated genes related with cell envelope were: three lipoprotein genes ( BAB1 _ 0358; BAB1 _ 0589; BAB1 _ 2147), which were down - regulated; six genes for periplasmic proteins and chaperones ( htpX, heat shock protein, BAB1 _ 1821; clpA and clpB, stress response proteins, BAB1 _ 1573 and BAB1 _ 1868, respectively; BAB2 _ 1107; BAB1 _ 0505; BAB1 _ 1022), which were all up - regulated; one gene related with LPS biosynthesis ( glycosyl transferase, BAB1 _ 1620), which was up - regulated; and five genes for fatty acids biosynthesis ( fabG, ketoacyl - acyl - carrier - protein reductase, BAB1 _ 2043; fabF, oxoacyl - acyl - carrier - protein synthase, BAB1 _ 0872; fadD, fatty - acyl - CoA synthase, BAB1 _ 0320; cfa, cyclopropane - fatty - acyl - phospholipid synthase, BAB1 _ 0476; BAB1 _ 1357).	LPS,423,426,Chemical	fatty - acyl - CoA,686,704,Chemical	cyclopropane - fatty - acyl - phospholipid,733,775,Chemical	"[{""token"": ""LPS"", ""start_span"": 423, ""end_span"": 426, ""type"": ""Chemical""}, {""token"": ""fatty - acyl - CoA"", ""start_span"": 686, ""end_span"": 704, ""type"": ""Chemical""}, {""token"": ""cyclopropane - fatty - acyl - phospholipid"", ""start_span"": 733, ""end_span"": 775, ""type"": ""Chemical""}]"	train
The PmrA protein and its cognate sensor kinase PmrB form a two - component regulatory system that is required for virulence in mice ( Gunn et al., 2000), infection of chicken macrophages ( Zhao et al., 2002), growth in soil ( Chamnongpol et al., 2002), resistance to the cationic peptide antibiotic polymyxin B ( Roland et al., 1993) and resistance to Fe3 + - ( Wosten et al., 2000) and Al3 + - mediated killing ( Nishino et al., 2006).	polymyxin B,299,310,Chemical	Fe3 +,352,357,Chemical	Al3 +,387,392,Chemical	"[{""token"": ""polymyxin B"", ""start_span"": 299, ""end_span"": 310, ""type"": ""Chemical""}, {""token"": ""Fe3 +"", ""start_span"": 352, ""end_span"": 357, ""type"": ""Chemical""}, {""token"": ""Al3 +"", ""start_span"": 387, ""end_span"": 392, ""type"": ""Chemical""}]"	valid
The PmrA - regulated products characterized thus far mediate modifications to the various components of the lipopolysacharide ( LPS) structure including the lipid A ( Gunn et al., 1998; Trent et al., 2001; Zhou et al., 2001; Breazeale et al., 2003; Lee et al., 2004), the core region ( Nishino et al., 2006) and the O - antigen ( Delgado et al., 2006).	lipopolysacharide,108,125,Chemical	LPS,128,131,Chemical	lipid A,157,164,Chemical	"[{""token"": ""lipopolysacharide"", ""start_span"": 108, ""end_span"": 125, ""type"": ""Chemical""}, {""token"": ""LPS"", ""start_span"": 128, ""end_span"": 131, ""type"": ""Chemical""}, {""token"": ""lipid A"", ""start_span"": 157, ""end_span"": 164, ""type"": ""Chemical""}]"	valid
Besides mild acid pH, two other stimuli are known to promote expression of PmrA - activated genes: ( i) submillimolar levels of extracellular Fe3 + or Al3 +, which are directly sensed by the PmrB protein ( Wosten et al., 2000), and ( ii) low concentrations of extracellular Mg2 + ( Soncini and Groisman, 1996) ( Fig. 1).	Fe3 +,142,147,Chemical	Al3 +,151,156,Chemical	Mg2 +,274,279,Chemical	"[{""token"": ""Fe3 +"", ""start_span"": 142, ""end_span"": 147, ""type"": ""Chemical""}, {""token"": ""Al3 +"", ""start_span"": 151, ""end_span"": 156, ""type"": ""Chemical""}, {""token"": ""Mg2 +"", ""start_span"": 274, ""end_span"": 279, ""type"": ""Chemical""}]"	valid
This medium lacked Fe3 + or Al3 +, the only known PmrB ligands ( Wosten et al., 2000), and contained 10 mM MgCl2, which represses expression of PmrA - activated genes ( Soncini and Groisman, 1996; Kox et al., 2000).	Fe3 +,19,24,Chemical	Al3 +,28,33,Chemical	MgCl2,107,112,Chemical	"[{""token"": ""Fe3 +"", ""start_span"": 19, ""end_span"": 24, ""type"": ""Chemical""}, {""token"": ""Al3 +"", ""start_span"": 28, ""end_span"": 33, ""type"": ""Chemical""}, {""token"": ""MgCl2"", ""start_span"": 107, ""end_span"": 112, ""type"": ""Chemical""}]"	valid
Expression of pbgP was still induced when Salmonella was grown in the Chelex - treated medium ( Fig. 2D) or in media containing the specific Fe3 + chelator deferoxamine mesylate ( data not shown) supporting the notion that mild acid pH is responsible for the observed induction.	Chelex,70,76,Chemical	Fe3 +,141,146,Chemical	deferoxamine mesylate,156,177,Chemical	"[{""token"": ""Chelex"", ""start_span"": 70, ""end_span"": 76, ""type"": ""Chemical""}, {""token"": ""Fe3 +"", ""start_span"": 141, ""end_span"": 146, ""type"": ""Chemical""}, {""token"": ""deferoxamine mesylate"", ""start_span"": 156, ""end_span"": 177, ""type"": ""Chemical""}]"	valid
Interestingly, arabinose also activated hilE, albeit to a lesser degree than either glucose or mannose.	arabinose,15,24,Chemical	glucose,84,91,Chemical	mannose,95,102,Chemical	"[{""token"": ""arabinose"", ""start_span"": 15, ""end_span"": 24, ""type"": ""Chemical""}, {""token"": ""glucose"", ""start_span"": 84, ""end_span"": 91, ""type"": ""Chemical""}, {""token"": ""mannose"", ""start_span"": 95, ""end_span"": 102, ""type"": ""Chemical""}]"	valid
On the other hand, the expression in SR1304 of both hilE and hilD was increased in the presence of glucose, mannose or arabinose.	glucose,99,106,Chemical	mannose,108,115,Chemical	arabinose,119,128,Chemical	"[{""token"": ""glucose"", ""start_span"": 99, ""end_span"": 106, ""type"": ""Chemical""}, {""token"": ""mannose"", ""start_span"": 108, ""end_span"": 115, ""type"": ""Chemical""}, {""token"": ""arabinose"", ""start_span"": 119, ""end_span"": 128, ""type"": ""Chemical""}]"	valid
Typhimurium uses bile or SCFAs including acetate, propionate and butyrate, as environmental signals to modulate its invasion of the gastrointestinal tract ( 50 - 52).	acetate,41,48,Chemical	propionate,50,60,Chemical	butyrate,65,73,Chemical	"[{""token"": ""acetate"", ""start_span"": 41, ""end_span"": 48, ""type"": ""Chemical""}, {""token"": ""propionate"", ""start_span"": 50, ""end_span"": 60, ""type"": ""Chemical""}, {""token"": ""butyrate"", ""start_span"": 65, ""end_span"": 73, ""type"": ""Chemical""}]"	valid
During the past decades, a series of virulence determinants of SS2 involved in the survival, spread and pathopoiesis of the bacterium within the host have been identified, such as capsule polysaccharide ( CPS), muramidase - related protein ( MRP), suilysin, etc.	capsule polysaccharide,180,202,Chemical	CPS,205,208,Chemical	suilysin,248,256,Chemical	"[{""token"": ""capsule polysaccharide"", ""start_span"": 180, ""end_span"": 202, ""type"": ""Chemical""}, {""token"": ""CPS"", ""start_span"": 205, ""end_span"": 208, ""type"": ""Chemical""}, {""token"": ""suilysin"", ""start_span"": 248, ""end_span"": 256, ""type"": ""Chemical""}]"	valid
Myo - inositol, one of the nine isomers of the inositol group, belongs to the cyclitol group and is abundant in nature, particularly in the soil.	Myo - inositol,0,14,Chemical	inositol,47,55,Chemical	cyclitol,78,86,Chemical	"[{""token"": ""Myo - inositol"", ""start_span"": 0, ""end_span"": 14, ""type"": ""Chemical""}, {""token"": ""inositol"", ""start_span"": 47, ""end_span"": 55, ""type"": ""Chemical""}, {""token"": ""cyclitol"", ""start_span"": 78, ""end_span"": 86, ""type"": ""Chemical""}]"	test
Nine proteins, including the NADPH - dependent quinine oxidoreductase Qor, TolC involved in LPS biosynthesis, and a putative hydrolase YbeM, overlapped.	NADPH,29,34,Chemical	quinine,47,54,Chemical	LPS,92,95,Chemical	"[{""token"": ""NADPH"", ""start_span"": 29, ""end_span"": 34, ""type"": ""Chemical""}, {""token"": ""quinine"", ""start_span"": 47, ""end_span"": 54, ""type"": ""Chemical""}, {""token"": ""LPS"", ""start_span"": 92, ""end_span"": 95, ""type"": ""Chemical""}]"	test
In X. koppenhoeferi, gene trxB is influenced by arabinose and selenium, and gene znuA is influenced by etoposide ( see Additional file 2).	arabinose,48,57,Chemical	selenium,62,70,Chemical	etoposide,103,112,Chemical	"[{""token"": ""arabinose"", ""start_span"": 48, ""end_span"": 57, ""type"": ""Chemical""}, {""token"": ""selenium"", ""start_span"": 62, ""end_span"": 70, ""type"": ""Chemical""}, {""token"": ""etoposide"", ""start_span"": 103, ""end_span"": 112, ""type"": ""Chemical""}]"	test
Further, as a cofactor in the metabolism of fatty acids and leucine, biotin plays a role in TCA cycle by assisting in metabolic reactions and helping to transfer carbon dioxide [ 58].	biotin,69,75,Chemical	TCA,92,95,Chemical	carbon dioxide,162,176,Chemical	"[{""token"": ""biotin"", ""start_span"": 69, ""end_span"": 75, ""type"": ""Chemical""}, {""token"": ""TCA"", ""start_span"": 92, ""end_span"": 95, ""type"": ""Chemical""}, {""token"": ""carbon dioxide"", ""start_span"": 162, ""end_span"": 176, ""type"": ""Chemical""}]"	test
Finally, the kpsF gene, coding for an arabinose - 5 - phosphate isomerase, should also be mentioned since it is involved in the pathway responsible for the synthesis of 2 - keto - 3deozyoctulosonic acid ( Kdo), which is present in the A. pleuropneumoniae LPS core oligosaccharide [ 52] and capsule of serotype 5 [ 53].	2 - keto - 3deozyoctulosonic acid,169,202,Chemical	Kdo,205,208,Chemical	LPS,255,258,Chemical	"[{""token"": ""2 - keto - 3deozyoctulosonic acid"", ""start_span"": 169, ""end_span"": 202, ""type"": ""Chemical""}, {""token"": ""Kdo"", ""start_span"": 205, ""end_span"": 208, ""type"": ""Chemical""}, {""token"": ""LPS"", ""start_span"": 255, ""end_span"": 258, ""type"": ""Chemical""}]"	test
Although it is not known whether maltose or maltodextrin are readily available as carbohydrate sources in mammalian lungs, it was previously shown that maltodextrin utilization is important for the colonization of the oro - pharynx in Group A Streptococcus [ 57, 58].	maltose,33,40,Chemical	maltodextrin,44,56,Chemical	maltodextrin,152,164,Chemical	"[{""token"": ""maltose"", ""start_span"": 33, ""end_span"": 40, ""type"": ""Chemical""}, {""token"": ""maltodextrin"", ""start_span"": 44, ""end_span"": 56, ""type"": ""Chemical""}, {""token"": ""maltodextrin"", ""start_span"": 152, ""end_span"": 164, ""type"": ""Chemical""}]"	test
Phenotype Microarrays show no major nutritional or metabolic differences between wild type and animal - passaged, hypervirulent M1T1 GAS We used Biolog ( R) Phenotype Microarrays ( PM) to screen 1900 different growth conditions, including a large set of different carbon and nitrogen sources, pH values and salt concentrations, as well as different concentrations of various antimicrobial agents ( Fig. S1), and found that both WT and AP GAS have similar growth requirements in vitro with minor differences.	carbon,264,270,Chemical	nitrogen,275,283,Chemical	salt,307,311,Chemical	"[{""token"": ""carbon"", ""start_span"": 264, ""end_span"": 270, ""type"": ""Chemical""}, {""token"": ""nitrogen"", ""start_span"": 275, ""end_span"": 283, ""type"": ""Chemical""}, {""token"": ""salt"", ""start_span"": 307, ""end_span"": 311, ""type"": ""Chemical""}]"	test
