Sentence	entity_1	json	split
It also indicates that iron acquisition is a prerequisite for the infection process of pathogenic bacteria not only in mammalian, but also in invertebrate hosts, and underlines the suggestion that genetic determinants of invertebrate pathogens such as P. luminescens include the progenitors of virulence factors against vertebrates [ 79, 106].	iron,23,27,Chemical	"[{""token"": ""iron"", ""start_span"": 23, ""end_span"": 27, ""type"": ""Chemical""}]"	train
It controls the expression of the tctCBA operon encoding the tricarboxylic acid transport system TctCBA [ 107].	tricarboxylic acid,61,79,Chemical	"[{""token"": ""tricarboxylic acid"", ""start_span"": 61, ""end_span"": 79, ""type"": ""Chemical""}]"	train
The specific up - regulation of the tricarboxylic acid cycle ( TCA) enzymes within a host has also been described for other microorganisms.	tricarboxylic acid,36,54,Chemical	"[{""token"": ""tricarboxylic acid"", ""start_span"": 36, ""end_span"": 54, ""type"": ""Chemical""}]"	train
Therefore, it is obvious that Y. enterocolitica and P. luminescens use different sensing and utilization strategies for tricarboxylates.	tricarboxylates,120,135,Chemical	"[{""token"": ""tricarboxylates"", ""start_span"": 120, ""end_span"": 135, ""type"": ""Chemical""}]"	train
Another example that might enlighten the evolution of bacterial pathogenicity is the plasticity zone ( PZ) of Y. enterocolitica, a 199 kb key locus for high pathogenicity that includes YAPIYe, secretion systems, hydrogenase loci essential for gut colonization of S. typhimurium and H. pylori [ 122], and iron acquisition systems.	iron,304,308,Chemical	"[{""token"": ""iron"", ""start_span"": 304, ""end_span"": 308, ""type"": ""Chemical""}]"	train
Only few other genes or operons of the PZ are also present in P. luminescens, namely a chitinase, two iron acquisition systems, and three ysa genes, thus confirming the idea of a patchwork of horizontally acquired genes within the PZ [ 23].	iron,102,106,Chemical	"[{""token"": ""iron"", ""start_span"": 102, ""end_span"": 106, ""type"": ""Chemical""}]"	train
Dissecting the genomes of Y. enterocolitica and P. luminescens for putative key regulators, we identified factor groups ( AI - 2, PAS - 4 / LuxR like receptors) possibly involved in pathogen - insect association only, those with members contributing to either insect or mammalian pathogenicity ( QS, TKS, Usp), and c - di - GMP signalling probably not involved in regulation of activities against insects.	c - di - GMP,315,327,Chemical	"[{""token"": ""c - di - GMP"", ""start_span"": 315, ""end_span"": 327, ""type"": ""Chemical""}]"	train
One such mechanism is based upon modification of phospholipids in the cytoplasmic membrane by introducing a positively charged lysyl group into anionic phosphatidylglycerol by the MprF protein, thereby neutralizing the net charge of the membrane surface [ 11, 12].	phosphatidylglycerol,152,172,Chemical	"[{""token"": ""phosphatidylglycerol"", ""start_span"": 152, ""end_span"": 172, ""type"": ""Chemical""}]"	train
A similar reaction is mediated by products of the dltABCD operon, which are responsible for attachment of positively charged D - alanine residues into negatively charged phosphate groups in the backbone of teichoic acids [ 7, 9].	teichoic acids,206,220,Chemical	"[{""token"": ""teichoic acids"", ""start_span"": 206, ""end_span"": 220, ""type"": ""Chemical""}]"	train
Accordingly, graRS have previously been implicated in regulation of vancomycin intermediary resistance [ 14].	vancomycin,68,78,Chemical	"[{""token"": ""vancomycin"", ""start_span"": 68, ""end_span"": 78, ""type"": ""Chemical""}]"	train
The graRS mutant bound significantly more cytochrome c than the WT or the complemented mutant ( Fig. 1A), which is in accordance with the recently described reduced content of D - alanine residues in the teichoic acids of the mutant [ 10].	teichoic acids,204,218,Chemical	"[{""token"": ""teichoic acids"", ""start_span"": 204, ""end_span"": 218, ""type"": ""Chemical""}]"	train
This finding indicates that the increased binding of cytochrome c by the graRS mutant is due to decreased alanylation of teichoic acids and that the resulting surface charge alteration does not result from other regulatory effects mediated by GraRS.	teichoic acids,121,135,Chemical	"[{""token"": ""teichoic acids"", ""start_span"": 121, ""end_span"": 135, ""type"": ""Chemical""}]"	train
The amounts of LPG from WT and graRS mutant were indistinguishable ( data not shown), which corroborates recent findings that mprF is not among the graRS - regulated genes in S. aureus SA113 [ 10].	LPG,15,18,Chemical	"[{""token"": ""LPG"", ""start_span"": 15, ""end_span"": 18, ""type"": ""Chemical""}]"	train
Flow cytometry analysis suggested that although PMN was detected in the lower well consisted of IL - 8 and severe invasive GAS, but most of them were dead as defined by propidium iodine staining ( p = 0. 016) ( Figure 2A and 2C) demonstrating that severe invasive GAS affected survival of PMN and its migration activity in a transwell system.	propidium iodine,169,185,Chemical	"[{""token"": ""propidium iodine"", ""start_span"": 169, ""end_span"": 185, ""type"": ""Chemical""}]"	train
PMN death was induced shortly after encounter with severe invasive GAS, and PMN were not in apoptotic death because of low frequency of cells positive for annexin V ( data not shown), which was seen in the case of cytolysin - dependent cell injury [ 15].	cytolysin,214,223,Chemical	"[{""token"": ""cytolysin"", ""start_span"": 214, ""end_span"": 223, ""type"": ""Chemical""}]"	train
GAS produce two cytolysins that may contribute to pathogenesis.	cytolysins,16,26,Chemical	"[{""token"": ""cytolysins"", ""start_span"": 16, ""end_span"": 26, ""type"": ""Chemical""}]"	train
Figure 3A shows that PMN killing by invasive GAS was blocked by anti - SLO Ab in culture medium within lower wells of a transwell system ( p = 0. 018 compared with control Ig), at similar extent by adding free cholesterol in the medium ( data not shown).	cholesterol,210,221,Chemical	"[{""token"": ""cholesterol"", ""start_span"": 210, ""end_span"": 221, ""type"": ""Chemical""}]"	train
SLO is a cholesterol - binding pore - forming hemolysin as well as cytotoxic for other cells [ 15].	cholesterol,9,20,Chemical	"[{""token"": ""cholesterol"", ""start_span"": 9, ""end_span"": 20, ""type"": ""Chemical""}]"	train
Alginate production has been shown to inhibit phagocytic killing of Pseudomonas, to protect from antibiotic exposure [ 13], [ 14], and is associated with poor prognosis for the infected patients [ 15], [ 16].	Alginate,0,8,Chemical	"[{""token"": ""Alginate"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Chemical""}]"	train
The direct observation of P. aeruginosa microcolonies encased in an alginate matrix in microscopy studies of CF bronchial samples [ 17], along with a large body of additional in vitro and in vivo data [ 7], [ 18] - [ 21] suggests that P. aeruginosa forms biofilms in the lungs of CF patients.	alginate,68,76,Chemical	"[{""token"": ""alginate"", ""start_span"": 68, ""end_span"": 76, ""type"": ""Chemical""}]"	train
The rate of diffusion through the matrix is presumably dependent on binding of the antibiotic molecules to the EPS matrix.	EPS,111,114,Chemical	"[{""token"": ""EPS"", ""start_span"": 111, ""end_span"": 114, ""type"": ""Chemical""}]"	train
CAPs are short, amphipathic peptides that bind to and disrupt both the outer and cytoplasmic membranes resulting in cell death.	CAPs,0,4,Chemical	"[{""token"": ""CAPs"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Chemical""}]"	train
The broad - spectrum antimicrobial activity of CAPs against Gram - negative and Gram - positive bacteria accounts for their role as an essential component of the innate immune response of humans, animals and insects.	CAPs,47,51,Chemical	"[{""token"": ""CAPs"", ""start_span"": 47, ""end_span"": 51, ""type"": ""Chemical""}]"	train
The extracellular matrix of P. aeruginosa biofilms includes extracellular DNA [ 50], [ 51], multiple bacterial exopolysaccharides and host proteins [ 4], [ 52].	exopolysaccharides,111,129,Chemical	"[{""token"": ""exopolysaccharides"", ""start_span"": 111, ""end_span"": 129, ""type"": ""Chemical""}]"	train
This property, in combination with the fast - killing observed in response to extracellular DNA led us to hypothesize that addition of exogenous DNA resulted in the loss of membrane integrity through cation chelation, in a manner similar to that observed with the known cation chelator EDTA [ 58].	EDTA,286,290,Chemical	"[{""token"": ""EDTA"", ""start_span"": 286, ""end_span"": 290, ""type"": ""Chemical""}]"	train
EDTA treatment of cells resulted in chelation and removal of divalent cations from the OM, leading to disruption of the OM [ 58].	EDTA,0,4,Chemical	"[{""token"": ""EDTA"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Chemical""}]"	train
EDTA, the known cation chelator caused comparable IM and OM perturbations as those observed in cells exposed to extracellular DNA.	EDTA,0,4,Chemical	"[{""token"": ""EDTA"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Chemical""}]"	train
PI staining also revealed the presence of long strands of genomic DNA, presumably as a consequence of the loss of membrane integrity, cell lysis and release of cytoplasmic contents, including DNA ( Fig 2B).	PI,0,2,Chemical	"[{""token"": ""PI"", ""start_span"": 0, ""end_span"": 2, ""type"": ""Chemical""}]"	train
Pseudomonas specific semi - quantitative PCR ( qPCR) was also performed to confirm that the DNA released following DNA or EDTA treated cells was in fact genomic DNA from P. aeruginosa ( Fig 2C).	EDTA,122,126,Chemical	"[{""token"": ""EDTA"", ""start_span"": 122, ""end_span"": 126, ""type"": ""Chemical""}]"	train
Only partial restoration of growth was observed in the presence of Zn2 + ( Fig 3B).	Zn2 +,67,72,Chemical	"[{""token"": ""Zn2 +"", ""start_span"": 67, ""end_span"": 72, ""type"": ""Chemical""}]"	train
Cations play diverse physiologically important roles within a cell; from detoxification of reactive oxygen species and co - factors for enzymes to the stabilization of macromolecules within the cell [ 62].	reactive oxygen species,91,114,Chemical	"[{""token"": ""reactive oxygen species"", ""start_span"": 91, ""end_span"": 114, ""type"": ""Chemical""}]"	train
Extracellular DNA induces expression of the PA3552 - PA3559 CAP resistance operon in planktonic cultures	CAP,60,63,Chemical	"[{""token"": ""CAP"", ""start_span"": 60, ""end_span"": 63, ""type"": ""Chemical""}]"	train
In P. aeruginosa, the PhoPQ and PmrAB - controlled response to magnesium limitation includes the induction of the PA3552 and its neighbouring genes.	magnesium,63,72,Chemical	"[{""token"": ""magnesium"", ""start_span"": 63, ""end_span"": 72, ""type"": ""Chemical""}]"	train
The genes PA3552 - PA3559 are co - regulated under low Mg2 + conditions and are thought to be organized as an operon [ 45] - [ 47].	Mg2 +,55,60,Chemical	"[{""token"": ""Mg2 +"", ""start_span"": 55, ""end_span"": 60, ""type"": ""Chemical""}]"	train
Induction of the CAP resistance operon was dose - dependent with increasing DNA concentrations up to 0. 5% ( w / v) DNA, at which growth is inhibited ( Fig 4A).	CAP,17,20,Chemical	"[{""token"": ""CAP"", ""start_span"": 17, ""end_span"": 20, ""type"": ""Chemical""}]"	train
Addition of excess Mg2 + ( 5 mM) to the growth medium completely repressed the expression of PA3553 in cultures supplemented with DNA, except at the highest DNA concentration tested ( 0. 5% ( w / v)) ( Fig 4B).	Mg2 +,19,24,Chemical	"[{""token"": ""Mg2 +"", ""start_span"": 19, ""end_span"": 24, ""type"": ""Chemical""}]"	train
Thus, the ability of extracellular DNA to chelate magnesium is independent of origin and molecular weight, indicating that chelation is a general property of this negatively charged polymer.	magnesium,50,59,Chemical	"[{""token"": ""magnesium"", ""start_span"": 50, ""end_span"": 59, ""type"": ""Chemical""}]"	train
This is due to the addition of excess Mg2 + ions as part of the DNAse buffer, which is required for DNAse activity.	Mg2 +,38,43,Chemical	"[{""token"": ""Mg2 +"", ""start_span"": 38, ""end_span"": 43, ""type"": ""Chemical""}]"	train
Expression of the CAP resistance operon PA3552 - PA3559 is induced in biofilms in response to extracellular DNA	CAP,18,21,Chemical	"[{""token"": ""CAP"", ""start_span"": 18, ""end_span"": 21, ""type"": ""Chemical""}]"	train
To determine the influence of extracellular DNA on PA3553 gene expression in biofilms, DNA - enriched biofilms were cultivated on the surface of polystyrene pegs.	polystyrene,145,156,Chemical	"[{""token"": ""polystyrene"", ""start_span"": 145, ""end_span"": 156, ""type"": ""Chemical""}]"	train
One - day old PA3553:: lux biofilms were washed to remove non - adhered cells and gene expression was measured from the cells adhered to the polystyrene peg surface.	polystyrene,141,152,Chemical	"[{""token"": ""polystyrene"", ""start_span"": 141, ""end_span"": 152, ""type"": ""Chemical""}]"	train
In biofilms cultivated in the presence of extracellular DNA supplemented with excess Mg2 + ( 5 mM), PA3553 gene expression was completely repressed ( data not shown).	Mg2 +,85,90,Chemical	"[{""token"": ""Mg2 +"", ""start_span"": 85, ""end_span"": 90, ""type"": ""Chemical""}]"	train
The concentration of Mg2 + that bound to the column in the absence of DNA is indicated.	Mg2 +,21,26,Chemical	"[{""token"": ""Mg2 +"", ""start_span"": 21, ""end_span"": 26, ""type"": ""Chemical""}]"	train
We have shown previously that the PA3552 - PA3559 operon is required for resistance to cationic antimicrobial peptides in planktonic cultures grown in limiting magnesium conditions [ 47].	magnesium,160,169,Chemical	"[{""token"": ""magnesium"", ""start_span"": 160, ""end_span"": 169, ""type"": ""Chemical""}]"	train
The PA3553 mutant also displayed decreased DNA - induced resistance to aminoglycosides compared to PAO1.	aminoglycosides,71,86,Chemical	"[{""token"": ""aminoglycosides"", ""start_span"": 71, ""end_span"": 86, ""type"": ""Chemical""}]"	train
Biofilms that were exposed to DNA during either the cultivation or challenge stages only, showed similar resistance profiles to biofilms grown and challenged in magnesium - replete conditions ( Tables 1 - 2).	magnesium,161,170,Chemical	"[{""token"": ""magnesium"", ""start_span"": 161, ""end_span"": 170, ""type"": ""Chemical""}]"	train
We have identified a novel mechanism of biofilm - associated antibiotic resistance in which the presence of DNA in the extracellular matrix of biofilms creates a localized cation - limited environment that is detected by P. aeruginosa leading to the induction of LPS modification genes and resistance to antimicrobials.	LPS,263,266,Chemical	"[{""token"": ""LPS"", ""start_span"": 263, ""end_span"": 266, ""type"": ""Chemical""}]"	train
As an intracellular pathogen, the PhoPQ system of Salmonella typhimurium is activated by limiting magnesium in vitro and phoP - regulated genes are also induced after invasion of macrophages and epithelial cells [ 65].	magnesium,98,107,Chemical	"[{""token"": ""magnesium"", ""start_span"": 98, ""end_span"": 107, ""type"": ""Chemical""}]"	train
These observations suggested that Mg2 + is limiting within host cells, but it was recently shown that vacuole acidification and low pH is the crucial environmental trigger of PhoPQ activation [ 66].	Mg2 +,34,39,Chemical	"[{""token"": ""Mg2 +"", ""start_span"": 34, ""end_span"": 39, ""type"": ""Chemical""}]"	train
Many extracellular pathogens possess homologs of the cation - sensing PhoPQ TCS that responds to magnesium limitation and induces genes necessary for surviving this environmental challenge [ 65].	magnesium,97,106,Chemical	"[{""token"": ""magnesium"", ""start_span"": 97, ""end_span"": 106, ""type"": ""Chemical""}]"	train
PhoQ mutants, which constitutively express phoP and are constitutively resistant to cationic antimicrobial peptides, are also more resistant to aminoglycosides [ 43].	aminoglycosides,144,159,Chemical	"[{""token"": ""aminoglycosides"", ""start_span"": 144, ""end_span"": 159, ""type"": ""Chemical""}]"	train
