Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	json	split
In both the lumbar spine and the femur, ELD and ALF monotherapy significantly increased the BMD, and ELD + ALN and ALF + ALN significantly increased the BMD, compared with ALN monotherapy, as an additive effect.	ELD,40,43,Chemical/Drug	ALF,48,51,Chemical/Drug	ELD,101,104,Chemical/Drug	ALN,107,110,Chemical/Drug	ALF,115,118,Chemical/Drug	ALN,121,124,Chemical/Drug	ALN,172,175,Chemical/Drug	"[{""token"": ""ELD"", ""start_span"": 40, ""end_span"": 43, ""type"": ""Chemical/Drug""}, {""token"": ""ALF"", ""start_span"": 48, ""end_span"": 51, ""type"": ""Chemical/Drug""}, {""token"": ""ELD"", ""start_span"": 101, ""end_span"": 104, ""type"": ""Chemical/Drug""}, {""token"": ""ALN"", ""start_span"": 107, ""end_span"": 110, ""type"": ""Chemical/Drug""}, {""token"": ""ALF"", ""start_span"": 115, ""end_span"": 118, ""type"": ""Chemical/Drug""}, {""token"": ""ALN"", ""start_span"": 121, ""end_span"": 124, ""type"": ""Chemical/Drug""}, {""token"": ""ALN"", ""start_span"": 172, ""end_span"": 175, ""type"": ""Chemical/Drug""}]"	train
On mechanical testing of the lumbar spine, ELD and ALF monotherapy significantly increased the ultimate load, and ELD + ALN and ALF + ALN significantly increased the ultimate load compared with ALN monotherapy.	ELD,43,46,Chemical/Drug	ALF,51,54,Chemical/Drug	ELD,114,117,Chemical/Drug	ALN,120,123,Chemical/Drug	ALF,128,131,Chemical/Drug	ALN,134,137,Chemical/Drug	ALN,194,197,Chemical/Drug	"[{""token"": ""ELD"", ""start_span"": 43, ""end_span"": 46, ""type"": ""Chemical/Drug""}, {""token"": ""ALF"", ""start_span"": 51, ""end_span"": 54, ""type"": ""Chemical/Drug""}, {""token"": ""ELD"", ""start_span"": 114, ""end_span"": 117, ""type"": ""Chemical/Drug""}, {""token"": ""ALN"", ""start_span"": 120, ""end_span"": 123, ""type"": ""Chemical/Drug""}, {""token"": ""ALF"", ""start_span"": 128, ""end_span"": 131, ""type"": ""Chemical/Drug""}, {""token"": ""ALN"", ""start_span"": 134, ""end_span"": 137, ""type"": ""Chemical/Drug""}, {""token"": ""ALN"", ""start_span"": 194, ""end_span"": 197, ""type"": ""Chemical/Drug""}]"	train
Edge - selectively functionalized graphene nanoplatelets ( EFGnPs) with different functional groups were efficiently prepared simply by dry ball milling graphite in the presence of hydrogen, carbon dioxide, sulfur trioxide, or carbon dioxide / sulfur trioxide mixture.	graphene,34,42,Chemical/Drug	graphite,153,161,Chemical/Drug	hydrogen,181,189,Chemical/Drug	carbon dioxide,191,205,Chemical/Drug	sulfur trioxide,207,222,Chemical/Drug	carbon dioxide,227,241,Chemical/Drug	sulfur trioxide,244,259,Chemical/Drug	"[{""token"": ""graphene"", ""start_span"": 34, ""end_span"": 42, ""type"": ""Chemical/Drug""}, {""token"": ""graphite"", ""start_span"": 153, ""end_span"": 161, ""type"": ""Chemical/Drug""}, {""token"": ""hydrogen"", ""start_span"": 181, ""end_span"": 189, ""type"": ""Chemical/Drug""}, {""token"": ""carbon dioxide"", ""start_span"": 191, ""end_span"": 205, ""type"": ""Chemical/Drug""}, {""token"": ""sulfur trioxide"", ""start_span"": 207, ""end_span"": 222, ""type"": ""Chemical/Drug""}, {""token"": ""carbon dioxide"", ""start_span"": 227, ""end_span"": 241, ""type"": ""Chemical/Drug""}, {""token"": ""sulfur trioxide"", ""start_span"": 244, ""end_span"": 259, ""type"": ""Chemical/Drug""}]"	train
The elastic niosomes were prepared from Tween 61 mixed with cholesterol at various concentrations of the edge activators ( sodium cholate ( NaC) and sodium deoxycholate ( NaDC); 0. 25, 0. 5, 2. 5, 5 and 10% mole) or ethanol ( 10 - 30% v / v).	Tween 61,40,48,Chemical/Drug	cholesterol,60,71,Chemical/Drug	sodium cholate,123,137,Chemical/Drug	NaC,140,143,Chemical/Drug	sodium deoxycholate,149,168,Chemical/Drug	NaDC,171,175,Chemical/Drug	ethanol,216,223,Chemical/Drug	"[{""token"": ""Tween 61"", ""start_span"": 40, ""end_span"": 48, ""type"": ""Chemical/Drug""}, {""token"": ""cholesterol"", ""start_span"": 60, ""end_span"": 71, ""type"": ""Chemical/Drug""}, {""token"": ""sodium cholate"", ""start_span"": 123, ""end_span"": 137, ""type"": ""Chemical/Drug""}, {""token"": ""NaC"", ""start_span"": 140, ""end_span"": 143, ""type"": ""Chemical/Drug""}, {""token"": ""sodium deoxycholate"", ""start_span"": 149, ""end_span"": 168, ""type"": ""Chemical/Drug""}, {""token"": ""NaDC"", ""start_span"": 171, ""end_span"": 175, ""type"": ""Chemical/Drug""}, {""token"": ""ethanol"", ""start_span"": 216, ""end_span"": 223, ""type"": ""Chemical/Drug""}]"	train
The program outputs lists of Phe / Glu or Phe / Asp pairs involved in potential anion - pi interactions, together with geometrical ( distance and angle between the Phe ' s center of mass and Glu or Asp ' s center of charge) and energetic ( quantum mechanical Kitaura - Morokuma interaction energy between the residues) descriptions of each anion - pi interaction.	Phe,29,32,Chemical/Drug	Glu,35,38,Chemical/Drug	Phe,42,45,Chemical/Drug	Asp,48,51,Chemical/Drug	Phe,164,167,Chemical/Drug	Glu,191,194,Chemical/Drug	Asp,198,201,Chemical/Drug	"[{""token"": ""Phe"", ""start_span"": 29, ""end_span"": 32, ""type"": ""Chemical/Drug""}, {""token"": ""Glu"", ""start_span"": 35, ""end_span"": 38, ""type"": ""Chemical/Drug""}, {""token"": ""Phe"", ""start_span"": 42, ""end_span"": 45, ""type"": ""Chemical/Drug""}, {""token"": ""Asp"", ""start_span"": 48, ""end_span"": 51, ""type"": ""Chemical/Drug""}, {""token"": ""Phe"", ""start_span"": 164, ""end_span"": 167, ""type"": ""Chemical/Drug""}, {""token"": ""Glu"", ""start_span"": 191, ""end_span"": 194, ""type"": ""Chemical/Drug""}, {""token"": ""Asp"", ""start_span"": 198, ""end_span"": 201, ""type"": ""Chemical/Drug""}]"	train
As germination progressed, the protein and fibre content of GSG increased slightly, while the lipid and carbon to nitrogen ( C / N) ratio decreased; free amino acids including GABA increased considerably while free sugars decreased.	carbon,104,110,Chemical/Drug	nitrogen,114,122,Chemical/Drug	C,125,126,Chemical/Drug	N,129,130,Chemical/Drug	amino acids,154,165,Chemical/Drug	GABA,176,180,Chemical/Drug	sugars,215,221,Chemical/Drug	"[{""token"": ""carbon"", ""start_span"": 104, ""end_span"": 110, ""type"": ""Chemical/Drug""}, {""token"": ""nitrogen"", ""start_span"": 114, ""end_span"": 122, ""type"": ""Chemical/Drug""}, {""token"": ""C"", ""start_span"": 125, ""end_span"": 126, ""type"": ""Chemical/Drug""}, {""token"": ""N"", ""start_span"": 129, ""end_span"": 130, ""type"": ""Chemical/Drug""}, {""token"": ""amino acids"", ""start_span"": 154, ""end_span"": 165, ""type"": ""Chemical/Drug""}, {""token"": ""GABA"", ""start_span"": 176, ""end_span"": 180, ""type"": ""Chemical/Drug""}, {""token"": ""sugars"", ""start_span"": 215, ""end_span"": 221, ""type"": ""Chemical/Drug""}]"	train
Based on metabolic mechanism of scutellarin in vivo that scutellarin could be hydrolyzed into scutellarein by beta - glucuronide enzyme, some glucose - containing scutellarein derivatives were designed and synthesized through the introduction of glucose moiety at C - 7 position of scutellarein via a glucosidic bond.	scutellarin,32,43,Chemical/Drug	scutellarin,57,68,Chemical/Drug	scutellarein,94,106,Chemical/Drug	glucose,142,149,Chemical/Drug	scutellarein,163,175,Chemical/Drug	glucose,246,253,Chemical/Drug	scutellarein,282,294,Chemical/Drug	"[{""token"": ""scutellarin"", ""start_span"": 32, ""end_span"": 43, ""type"": ""Chemical/Drug""}, {""token"": ""scutellarin"", ""start_span"": 57, ""end_span"": 68, ""type"": ""Chemical/Drug""}, {""token"": ""scutellarein"", ""start_span"": 94, ""end_span"": 106, ""type"": ""Chemical/Drug""}, {""token"": ""glucose"", ""start_span"": 142, ""end_span"": 149, ""type"": ""Chemical/Drug""}, {""token"": ""scutellarein"", ""start_span"": 163, ""end_span"": 175, ""type"": ""Chemical/Drug""}, {""token"": ""glucose"", ""start_span"": 246, ""end_span"": 253, ""type"": ""Chemical/Drug""}, {""token"": ""scutellarein"", ""start_span"": 282, ""end_span"": 294, ""type"": ""Chemical/Drug""}]"	train
Redox parameters ( reactive oxygen production, antioxidant capacity against peroxyl radicals, glutathione - S - transferase ( GST) activity, and glutathione ( GSH) concentration) did not show clear responses, but membrane damage as lipid peroxidation ( LPO) was observed in both copper exposures.	oxygen,28,34,Chemical/Drug	peroxyl,76,83,Chemical/Drug	glutathione,94,105,Chemical/Drug	S,108,109,Chemical/Drug	glutathione,145,156,Chemical/Drug	GSH,159,162,Chemical/Drug	copper,279,285,Chemical/Drug	"[{""token"": ""oxygen"", ""start_span"": 28, ""end_span"": 34, ""type"": ""Chemical/Drug""}, {""token"": ""peroxyl"", ""start_span"": 76, ""end_span"": 83, ""type"": ""Chemical/Drug""}, {""token"": ""glutathione"", ""start_span"": 94, ""end_span"": 105, ""type"": ""Chemical/Drug""}, {""token"": ""S"", ""start_span"": 108, ""end_span"": 109, ""type"": ""Chemical/Drug""}, {""token"": ""glutathione"", ""start_span"": 145, ""end_span"": 156, ""type"": ""Chemical/Drug""}, {""token"": ""GSH"", ""start_span"": 159, ""end_span"": 162, ""type"": ""Chemical/Drug""}, {""token"": ""copper"", ""start_span"": 279, ""end_span"": 285, ""type"": ""Chemical/Drug""}]"	train
Four new diterpenoids including two podocarpanes, graciliflorins A ( 1) and B ( 2), an isopimarane acetal, graciliflorin C ( 3), and a rearranged abietane, graciliflorin D ( 4) were isolated from the aerial parts of Isodon lophanthoides var. graciliflorus ( Lamiaceae) along with podocarpa - 8, 11, 13 - triene - 3 alpha, 13 - diol ( 5) and micranthin B ( 6).	diterpenoids,9,21,Chemical/Drug	podocarpanes,36,48,Chemical/Drug	isopimarane acetal,87,105,Chemical/Drug	graciliflorin C,107,122,Chemical/Drug	abietane,146,154,Chemical/Drug	graciliflorin D,156,171,Chemical/Drug	micranthin B,341,353,Chemical/Drug	"[{""token"": ""diterpenoids"", ""start_span"": 9, ""end_span"": 21, ""type"": ""Chemical/Drug""}, {""token"": ""podocarpanes"", ""start_span"": 36, ""end_span"": 48, ""type"": ""Chemical/Drug""}, {""token"": ""isopimarane acetal"", ""start_span"": 87, ""end_span"": 105, ""type"": ""Chemical/Drug""}, {""token"": ""graciliflorin C"", ""start_span"": 107, ""end_span"": 122, ""type"": ""Chemical/Drug""}, {""token"": ""abietane"", ""start_span"": 146, ""end_span"": 154, ""type"": ""Chemical/Drug""}, {""token"": ""graciliflorin D"", ""start_span"": 156, ""end_span"": 171, ""type"": ""Chemical/Drug""}, {""token"": ""micranthin B"", ""start_span"": 341, ""end_span"": 353, ""type"": ""Chemical/Drug""}]"	train
Isolated rat femoral arteries segments were mounted in a wire myograph and challenged with 100mM KCl or phenylephrine ( PE), in the absence or presence of troglitazone, rosiglitazone, pioglitazone, LY294002 ( PI3K inhibitor) and 10 - DEBC ( Akt inhibitor).	KCl,97,100,Chemical/Drug	phenylephrine,104,117,Chemical/Drug	troglitazone,155,167,Chemical/Drug	rosiglitazone,169,182,Chemical/Drug	pioglitazone,184,196,Chemical/Drug	LY294002,198,206,Chemical/Drug	10 - DEBC,229,238,Chemical/Drug	"[{""token"": ""KCl"", ""start_span"": 97, ""end_span"": 100, ""type"": ""Chemical/Drug""}, {""token"": ""phenylephrine"", ""start_span"": 104, ""end_span"": 117, ""type"": ""Chemical/Drug""}, {""token"": ""troglitazone"", ""start_span"": 155, ""end_span"": 167, ""type"": ""Chemical/Drug""}, {""token"": ""rosiglitazone"", ""start_span"": 169, ""end_span"": 182, ""type"": ""Chemical/Drug""}, {""token"": ""pioglitazone"", ""start_span"": 184, ""end_span"": 196, ""type"": ""Chemical/Drug""}, {""token"": ""LY294002"", ""start_span"": 198, ""end_span"": 206, ""type"": ""Chemical/Drug""}, {""token"": ""10 - DEBC"", ""start_span"": 229, ""end_span"": 238, ""type"": ""Chemical/Drug""}]"	train
14. 8% ( 11. 3 - 16. 7%) of the dose was excreted as monoesters with oxidative modifications, in particular OH - MINCH 10. 7% ( 7. 7 - 12. 9%), oxo - MINCH 2. 0% ( 1. 5 - 2. 6%) and carboxy - MINCH 2. 0% ( 1. 8 - 2. 3%).	monoesters,53,63,Chemical/Drug	OH,108,110,Chemical/Drug	MINCH,113,118,Chemical/Drug	oxo,144,147,Chemical/Drug	MINCH,150,155,Chemical/Drug	carboxy,182,189,Chemical/Drug	MINCH,192,197,Chemical/Drug	"[{""token"": ""monoesters"", ""start_span"": 53, ""end_span"": 63, ""type"": ""Chemical/Drug""}, {""token"": ""OH"", ""start_span"": 108, ""end_span"": 110, ""type"": ""Chemical/Drug""}, {""token"": ""MINCH"", ""start_span"": 113, ""end_span"": 118, ""type"": ""Chemical/Drug""}, {""token"": ""oxo"", ""start_span"": 144, ""end_span"": 147, ""type"": ""Chemical/Drug""}, {""token"": ""MINCH"", ""start_span"": 150, ""end_span"": 155, ""type"": ""Chemical/Drug""}, {""token"": ""carboxy"", ""start_span"": 182, ""end_span"": 189, ""type"": ""Chemical/Drug""}, {""token"": ""MINCH"", ""start_span"": 192, ""end_span"": 197, ""type"": ""Chemical/Drug""}]"	train
Additional simulations were carried out for binary systems of benzene / benzonitrile, benzene / phenol, and naphthalene / methanol to illustrate the transferability of the developed potentials to binary systems containing compounds of different polarity and hydrogen - bonding ability.	benzene,62,69,Chemical/Drug	benzonitrile,72,84,Chemical/Drug	benzene,86,93,Chemical/Drug	phenol,96,102,Chemical/Drug	naphthalene,108,119,Chemical/Drug	methanol,122,130,Chemical/Drug	hydrogen,258,266,Chemical/Drug	"[{""token"": ""benzene"", ""start_span"": 62, ""end_span"": 69, ""type"": ""Chemical/Drug""}, {""token"": ""benzonitrile"", ""start_span"": 72, ""end_span"": 84, ""type"": ""Chemical/Drug""}, {""token"": ""benzene"", ""start_span"": 86, ""end_span"": 93, ""type"": ""Chemical/Drug""}, {""token"": ""phenol"", ""start_span"": 96, ""end_span"": 102, ""type"": ""Chemical/Drug""}, {""token"": ""naphthalene"", ""start_span"": 108, ""end_span"": 119, ""type"": ""Chemical/Drug""}, {""token"": ""methanol"", ""start_span"": 122, ""end_span"": 130, ""type"": ""Chemical/Drug""}, {""token"": ""hydrogen"", ""start_span"": 258, ""end_span"": 266, ""type"": ""Chemical/Drug""}]"	train
