Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	entity_10	entity_11	entity_12	json	split
In addition, major metabolites were identified and measurements of OH - PAHs ( 1 - naphthol, 9 - phenantrol, 9 - fluorenol, 1 - pyrenol, 1OH - BaP and 3OH - BaP) and alkylphenols ( 4 - n - nonylphenol ( 4 - n - NP) and 4 - tertoctylphenol ( 4 - tert - OP)) in the same fish bile extracts were taken by gas chromatography - mass spectrometry in electron ionization mode ( GC - EI - MS).	OH - PAHs,67,76,Chemical/Drug	1 - naphthol,79,91,Chemical/Drug	9 - phenantrol,93,107,Chemical/Drug	9 - fluorenol,109,122,Chemical/Drug	1 - pyrenol,124,135,Chemical/Drug	1OH - BaP,137,146,Chemical/Drug	3OH - BaP,151,160,Chemical/Drug	alkylphenols,166,178,Chemical/Drug	4 - n - nonylphenol,181,200,Chemical/Drug	4 - n - NP,203,213,Chemical/Drug	4 - tertoctylphenol,219,238,Chemical/Drug	4 - tert - OP,241,254,Chemical/Drug	"[{""token"": ""OH - PAHs"", ""start_span"": 67, ""end_span"": 76, ""type"": ""Chemical/Drug""}, {""token"": ""1 - naphthol"", ""start_span"": 79, ""end_span"": 91, ""type"": ""Chemical/Drug""}, {""token"": ""9 - phenantrol"", ""start_span"": 93, ""end_span"": 107, ""type"": ""Chemical/Drug""}, {""token"": ""9 - fluorenol"", ""start_span"": 109, ""end_span"": 122, ""type"": ""Chemical/Drug""}, {""token"": ""1 - pyrenol"", ""start_span"": 124, ""end_span"": 135, ""type"": ""Chemical/Drug""}, {""token"": ""1OH - BaP"", ""start_span"": 137, ""end_span"": 146, ""type"": ""Chemical/Drug""}, {""token"": ""3OH - BaP"", ""start_span"": 151, ""end_span"": 160, ""type"": ""Chemical/Drug""}, {""token"": ""alkylphenols"", ""start_span"": 166, ""end_span"": 178, ""type"": ""Chemical/Drug""}, {""token"": ""4 - n - nonylphenol"", ""start_span"": 181, ""end_span"": 200, ""type"": ""Chemical/Drug""}, {""token"": ""4 - n - NP"", ""start_span"": 203, ""end_span"": 213, ""type"": ""Chemical/Drug""}, {""token"": ""4 - tertoctylphenol"", ""start_span"": 219, ""end_span"": 238, ""type"": ""Chemical/Drug""}, {""token"": ""4 - tert - OP"", ""start_span"": 241, ""end_span"": 254, ""type"": ""Chemical/Drug""}]"	valid
Silyl halides and pseudohalides, R3SiX ( X = Cl, CN, N3; R = Me, Ph), react with 1 by attaching X to bismuth and R3Si to the oxyaryl oxygen to form Ar ' Bi ( X) ( C6H2tBu2 - 3, 5 - OSiR3 - 4) complexes, a formal addition across five bonds.	Silyl halides,0,13,Chemical/Drug	pseudohalides,18,31,Chemical/Drug	R3SiX,33,38,Chemical/Drug	Cl,45,47,Chemical/Drug	CN,49,51,Chemical/Drug	N3,53,55,Chemical/Drug	Me,61,63,Chemical/Drug	Ph,65,67,Chemical/Drug	bismuth,101,108,Chemical/Drug	R3Si,113,117,Chemical/Drug	oxyaryl,125,132,Chemical/Drug	oxygen,133,139,Chemical/Drug	"[{""token"": ""Silyl halides"", ""start_span"": 0, ""end_span"": 13, ""type"": ""Chemical/Drug""}, {""token"": ""pseudohalides"", ""start_span"": 18, ""end_span"": 31, ""type"": ""Chemical/Drug""}, {""token"": ""R3SiX"", ""start_span"": 33, ""end_span"": 38, ""type"": ""Chemical/Drug""}, {""token"": ""Cl"", ""start_span"": 45, ""end_span"": 47, ""type"": ""Chemical/Drug""}, {""token"": ""CN"", ""start_span"": 49, ""end_span"": 51, ""type"": ""Chemical/Drug""}, {""token"": ""N3"", ""start_span"": 53, ""end_span"": 55, ""type"": ""Chemical/Drug""}, {""token"": ""Me"", ""start_span"": 61, ""end_span"": 63, ""type"": ""Chemical/Drug""}, {""token"": ""Ph"", ""start_span"": 65, ""end_span"": 67, ""type"": ""Chemical/Drug""}, {""token"": ""bismuth"", ""start_span"": 101, ""end_span"": 108, ""type"": ""Chemical/Drug""}, {""token"": ""R3Si"", ""start_span"": 113, ""end_span"": 117, ""type"": ""Chemical/Drug""}, {""token"": ""oxyaryl"", ""start_span"": 125, ""end_span"": 132, ""type"": ""Chemical/Drug""}, {""token"": ""oxygen"", ""start_span"": 133, ""end_span"": 139, ""type"": ""Chemical/Drug""}]"	valid
In addition, the level of 8 - Gua ( guanine), a product of DNA damage, was 1. 7 + / - 0. 12 8 - hydroxyl guanine ( 8 - OH Gua) / 105 Gua in brain tissue in the control group receiving cisplatin, compared with 0. 97 + / - 0. 03 8 - OH Gua / 105 Gua in the thiamine pyrophosphate ( 20 mg / kg) group and 1. 55 + / - 0. 11 8 - OH Gua / 105 Gua in the thiamine ( 20 mg / kg) group.	8 - Gua,26,33,Chemical/Drug	guanine,36,43,Chemical/Drug	8 - hydroxyl guanine,92,112,Chemical/Drug	8 - OH Gua,115,125,Chemical/Drug	Gua,133,136,Chemical/Drug	cisplatin,184,193,Chemical/Drug	Gua,234,237,Chemical/Drug	Gua,244,247,Chemical/Drug	thiamine pyrophosphate,255,277,Chemical/Drug	8 - OH Gua,320,330,Chemical/Drug	Gua,337,340,Chemical/Drug	thiamine,348,356,Chemical/Drug	"[{""token"": ""8 - Gua"", ""start_span"": 26, ""end_span"": 33, ""type"": ""Chemical/Drug""}, {""token"": ""guanine"", ""start_span"": 36, ""end_span"": 43, ""type"": ""Chemical/Drug""}, {""token"": ""8 - hydroxyl guanine"", ""start_span"": 92, ""end_span"": 112, ""type"": ""Chemical/Drug""}, {""token"": ""8 - OH Gua"", ""start_span"": 115, ""end_span"": 125, ""type"": ""Chemical/Drug""}, {""token"": ""Gua"", ""start_span"": 133, ""end_span"": 136, ""type"": ""Chemical/Drug""}, {""token"": ""cisplatin"", ""start_span"": 184, ""end_span"": 193, ""type"": ""Chemical/Drug""}, {""token"": ""Gua"", ""start_span"": 234, ""end_span"": 237, ""type"": ""Chemical/Drug""}, {""token"": ""Gua"", ""start_span"": 244, ""end_span"": 247, ""type"": ""Chemical/Drug""}, {""token"": ""thiamine pyrophosphate"", ""start_span"": 255, ""end_span"": 277, ""type"": ""Chemical/Drug""}, {""token"": ""8 - OH Gua"", ""start_span"": 320, ""end_span"": 330, ""type"": ""Chemical/Drug""}, {""token"": ""Gua"", ""start_span"": 337, ""end_span"": 340, ""type"": ""Chemical/Drug""}, {""token"": ""thiamine"", ""start_span"": 348, ""end_span"": 356, ""type"": ""Chemical/Drug""}]"	valid
In this experiment, a total of 100 male albino rats of Spargue Dawley strain were divided into 10 groups: G ( 1) was fed basal diet and served as control, G ( 2): basal diet + Brilliant blue ( blue dye, No. 2, 124 mg / kg diet), G ( 3): basal diet + carmoisine ( red dye, No. 3, 70 mg / kg diet), G ( 4): basal diet + tartrazine ( yellow dye, FD & C yellow No. 5, 75 mg / kg diet), G ( 5): basal diet + trans - anethole ( 4. 5 g / kg diet) G ( 6): basal diet + propylene glycol ( 0. 25 g / kg diet), G ( 7): basal diet + vanillin ( 1. 25 g / kg diet), G ( 8): basal diet + Brilliant blue + propylene glycol, G ( 9): basal diet + carmoisine + trans - anethole, G ( 10): basal diet + tartrazine + vanillin for 42 successive days.	Brilliant blue,176,190,Chemical/Drug	carmoisine,250,260,Chemical/Drug	tartrazine,318,328,Chemical/Drug	trans - anethole,403,419,Chemical/Drug	propylene glycol,461,477,Chemical/Drug	vanillin,521,529,Chemical/Drug	Brilliant blue,573,587,Chemical/Drug	propylene glycol,590,606,Chemical/Drug	carmoisine,629,639,Chemical/Drug	trans - anethole,642,658,Chemical/Drug	tartrazine,682,692,Chemical/Drug	vanillin,695,703,Chemical/Drug	"[{""token"": ""Brilliant blue"", ""start_span"": 176, ""end_span"": 190, ""type"": ""Chemical/Drug""}, {""token"": ""carmoisine"", ""start_span"": 250, ""end_span"": 260, ""type"": ""Chemical/Drug""}, {""token"": ""tartrazine"", ""start_span"": 318, ""end_span"": 328, ""type"": ""Chemical/Drug""}, {""token"": ""trans - anethole"", ""start_span"": 403, ""end_span"": 419, ""type"": ""Chemical/Drug""}, {""token"": ""propylene glycol"", ""start_span"": 461, ""end_span"": 477, ""type"": ""Chemical/Drug""}, {""token"": ""vanillin"", ""start_span"": 521, ""end_span"": 529, ""type"": ""Chemical/Drug""}, {""token"": ""Brilliant blue"", ""start_span"": 573, ""end_span"": 587, ""type"": ""Chemical/Drug""}, {""token"": ""propylene glycol"", ""start_span"": 590, ""end_span"": 606, ""type"": ""Chemical/Drug""}, {""token"": ""carmoisine"", ""start_span"": 629, ""end_span"": 639, ""type"": ""Chemical/Drug""}, {""token"": ""trans - anethole"", ""start_span"": 642, ""end_span"": 658, ""type"": ""Chemical/Drug""}, {""token"": ""tartrazine"", ""start_span"": 682, ""end_span"": 692, ""type"": ""Chemical/Drug""}, {""token"": ""vanillin"", ""start_span"": 695, ""end_span"": 703, ""type"": ""Chemical/Drug""}]"	test
This includes specific spin traps like alpha - phenyl - N - tert - butyl nitrone, a catalytic antioxidant ( ECSOD mimetic), porphyrins ( AEOL 10150 and AEOL 10113), and a superoxide dismutase mimetic M40419, lipid peroxidation and protein carbonylation blockers / inhibitors, such as edaravone and lazaroids / tirilazad, myeloperoxidase inhibitors, as well as specialized pro - resolving mediators / inflammatory resolving lipid mediators, omega - 3 fatty acids, vitamin D, and hydrogen sulfide.	alpha - phenyl - N - tert - butyl nitrone,39,80,Chemical/Drug	porphyrins,124,134,Chemical/Drug	AEOL 10150,137,147,Chemical/Drug	AEOL 10113,152,162,Chemical/Drug	superoxide,171,181,Chemical/Drug	M40419,200,206,Chemical/Drug	edaravone,284,293,Chemical/Drug	lazaroids,298,307,Chemical/Drug	tirilazad,310,319,Chemical/Drug	omega - 3 fatty acids,440,461,Chemical/Drug	vitamin D,463,472,Chemical/Drug	hydrogen sulfide,478,494,Chemical/Drug	"[{""token"": ""alpha - phenyl - N - tert - butyl nitrone"", ""start_span"": 39, ""end_span"": 80, ""type"": ""Chemical/Drug""}, {""token"": ""porphyrins"", ""start_span"": 124, ""end_span"": 134, ""type"": ""Chemical/Drug""}, {""token"": ""AEOL 10150"", ""start_span"": 137, ""end_span"": 147, ""type"": ""Chemical/Drug""}, {""token"": ""AEOL 10113"", ""start_span"": 152, ""end_span"": 162, ""type"": ""Chemical/Drug""}, {""token"": ""superoxide"", ""start_span"": 171, ""end_span"": 181, ""type"": ""Chemical/Drug""}, {""token"": ""M40419"", ""start_span"": 200, ""end_span"": 206, ""type"": ""Chemical/Drug""}, {""token"": ""edaravone"", ""start_span"": 284, ""end_span"": 293, ""type"": ""Chemical/Drug""}, {""token"": ""lazaroids"", ""start_span"": 298, ""end_span"": 307, ""type"": ""Chemical/Drug""}, {""token"": ""tirilazad"", ""start_span"": 310, ""end_span"": 319, ""type"": ""Chemical/Drug""}, {""token"": ""omega - 3 fatty acids"", ""start_span"": 440, ""end_span"": 461, ""type"": ""Chemical/Drug""}, {""token"": ""vitamin D"", ""start_span"": 463, ""end_span"": 472, ""type"": ""Chemical/Drug""}, {""token"": ""hydrogen sulfide"", ""start_span"": 478, ""end_span"": 494, ""type"": ""Chemical/Drug""}]"	test
The structural analysis showed that lipids bind dendrimers through both hydrophilic and hydrophobic contacts with overall binding constants of K ( chol - mPEG - G3) = 1. 7 x 10 ( 3) M ( - 1), K ( chol - mPEG - PAMAM - G4) = 2. 7 x 10 ( 3) M ( - 1), K ( chol - PAMAM - G4) = 1. 0 x 10 ( 3) M ( - 1), K ( DOPE - mPEG - G3) = 1. 5 x 10 ( 3) M ( - 1), K ( DOPE - mPEG - PAMAM - G4) = 1. 6 x 10 ( 3) M ( - 1), K ( DOPE - PAMAM - G4) = 5. 3 x 10 ( 2) M ( - 1), K ( DDAB - mPEG - G3) = 1. 5 x 10 ( 3) M ( - 1), K ( DDAB - mPEG - PAMAM - G4) = 1. 9 x 10 ( 2) M ( - 1), K ( DDAB - PAMAM - G4) = 7. 0 x 10 ( 2) M ( - 1), K ( DOTAP - mPEG - G3) = 1. 9 x 10 ( 3) M ( - 1), K ( DOTAP - mPEG - PAMAM - G4) = 1. 5 x 10 ( 3) M ( - 1), and K ( DOTAP - PAMAM - G4) = 5. 7 x 10 ( 2) M ( - 1).	chol - mPEG - G3,147,163,Chemical/Drug	chol - mPEG - PAMAM - G4,196,220,Chemical/Drug	chol - PAMAM - G4,253,270,Chemical/Drug	DOPE - mPEG - G3,303,319,Chemical/Drug	DOPE - mPEG - PAMAM - G4,352,376,Chemical/Drug	DOPE - PAMAM - G4,409,426,Chemical/Drug	DDAB - mPEG - G3,459,475,Chemical/Drug	DDAB - mPEG - PAMAM - G4,508,532,Chemical/Drug	DDAB - PAMAM - G4,565,582,Chemical/Drug	DOTAP - mPEG - G3,615,632,Chemical/Drug	DOTAP - mPEG - PAMAM - G4,665,690,Chemical/Drug	DOTAP - PAMAM - G4,727,745,Chemical/Drug	"[{""token"": ""chol - mPEG - G3"", ""start_span"": 147, ""end_span"": 163, ""type"": ""Chemical/Drug""}, {""token"": ""chol - mPEG - PAMAM - G4"", ""start_span"": 196, ""end_span"": 220, ""type"": ""Chemical/Drug""}, {""token"": ""chol - PAMAM - G4"", ""start_span"": 253, ""end_span"": 270, ""type"": ""Chemical/Drug""}, {""token"": ""DOPE - mPEG - G3"", ""start_span"": 303, ""end_span"": 319, ""type"": ""Chemical/Drug""}, {""token"": ""DOPE - mPEG - PAMAM - G4"", ""start_span"": 352, ""end_span"": 376, ""type"": ""Chemical/Drug""}, {""token"": ""DOPE - PAMAM - G4"", ""start_span"": 409, ""end_span"": 426, ""type"": ""Chemical/Drug""}, {""token"": ""DDAB - mPEG - G3"", ""start_span"": 459, ""end_span"": 475, ""type"": ""Chemical/Drug""}, {""token"": ""DDAB - mPEG - PAMAM - G4"", ""start_span"": 508, ""end_span"": 532, ""type"": ""Chemical/Drug""}, {""token"": ""DDAB - PAMAM - G4"", ""start_span"": 565, ""end_span"": 582, ""type"": ""Chemical/Drug""}, {""token"": ""DOTAP - mPEG - G3"", ""start_span"": 615, ""end_span"": 632, ""type"": ""Chemical/Drug""}, {""token"": ""DOTAP - mPEG - PAMAM - G4"", ""start_span"": 665, ""end_span"": 690, ""type"": ""Chemical/Drug""}, {""token"": ""DOTAP - PAMAM - G4"", ""start_span"": 727, ""end_span"": 745, ""type"": ""Chemical/Drug""}]"	test
The biologically important tautomerization of the Hyp. Cyt, Hyp *. Thy and Hyp. Hyp base pairs to the Hyp *. Cyt *, Hyp. Thy * and Hyp *. Hyp * base pairs, respectively, by the double proton transfer ( DPT) was comprehensively studied in vacuo and in the continuum with a low dielectric constant ( epsilon = 4) corresponding to hydrophobic interfaces of protein - nucleic acid interactions by combining theoretical investigations at the B3LYP / 6 - 311 + + G ( d, p) level of QM theory with QTAIM topological analysis.	Hyp,50,53,Chemical/Drug	Cyt,55,58,Chemical/Drug	Hyp,60,63,Chemical/Drug	Thy,67,70,Chemical/Drug	Hyp,75,78,Chemical/Drug	Hyp,80,83,Chemical/Drug	Hyp,102,105,Chemical/Drug	Cyt,109,112,Chemical/Drug	Hyp,116,119,Chemical/Drug	Thy,121,124,Chemical/Drug	Hyp,131,134,Chemical/Drug	Hyp,138,141,Chemical/Drug	"[{""token"": ""Hyp"", ""start_span"": 50, ""end_span"": 53, ""type"": ""Chemical/Drug""}, {""token"": ""Cyt"", ""start_span"": 55, ""end_span"": 58, ""type"": ""Chemical/Drug""}, {""token"": ""Hyp"", ""start_span"": 60, ""end_span"": 63, ""type"": ""Chemical/Drug""}, {""token"": ""Thy"", ""start_span"": 67, ""end_span"": 70, ""type"": ""Chemical/Drug""}, {""token"": ""Hyp"", ""start_span"": 75, ""end_span"": 78, ""type"": ""Chemical/Drug""}, {""token"": ""Hyp"", ""start_span"": 80, ""end_span"": 83, ""type"": ""Chemical/Drug""}, {""token"": ""Hyp"", ""start_span"": 102, ""end_span"": 105, ""type"": ""Chemical/Drug""}, {""token"": ""Cyt"", ""start_span"": 109, ""end_span"": 112, ""type"": ""Chemical/Drug""}, {""token"": ""Hyp"", ""start_span"": 116, ""end_span"": 119, ""type"": ""Chemical/Drug""}, {""token"": ""Thy"", ""start_span"": 121, ""end_span"": 124, ""type"": ""Chemical/Drug""}, {""token"": ""Hyp"", ""start_span"": 131, ""end_span"": 134, ""type"": ""Chemical/Drug""}, {""token"": ""Hyp"", ""start_span"": 138, ""end_span"": 141, ""type"": ""Chemical/Drug""}]"	test
The nine key points along the IRC of the Hyp. Cyt < - - > Hyp *. Cyt * and Hyp *. Thy < - - > Hyp. Thy * tautomerizations and the six key points of the Hyp. Hyp < - - > Hyp *. Hyp * tautomerization have been identified and fully characterized.	Hyp,41,44,Chemical/Drug	Cyt,46,49,Chemical/Drug	Hyp,58,61,Chemical/Drug	Cyt,65,68,Chemical/Drug	Hyp,75,78,Chemical/Drug	Thy,82,85,Chemical/Drug	Hyp,94,97,Chemical/Drug	Thy,99,102,Chemical/Drug	Hyp,152,155,Chemical/Drug	Hyp,157,160,Chemical/Drug	Hyp,169,172,Chemical/Drug	Hyp,176,179,Chemical/Drug	"[{""token"": ""Hyp"", ""start_span"": 41, ""end_span"": 44, ""type"": ""Chemical/Drug""}, {""token"": ""Cyt"", ""start_span"": 46, ""end_span"": 49, ""type"": ""Chemical/Drug""}, {""token"": ""Hyp"", ""start_span"": 58, ""end_span"": 61, ""type"": ""Chemical/Drug""}, {""token"": ""Cyt"", ""start_span"": 65, ""end_span"": 68, ""type"": ""Chemical/Drug""}, {""token"": ""Hyp"", ""start_span"": 75, ""end_span"": 78, ""type"": ""Chemical/Drug""}, {""token"": ""Thy"", ""start_span"": 82, ""end_span"": 85, ""type"": ""Chemical/Drug""}, {""token"": ""Hyp"", ""start_span"": 94, ""end_span"": 97, ""type"": ""Chemical/Drug""}, {""token"": ""Thy"", ""start_span"": 99, ""end_span"": 102, ""type"": ""Chemical/Drug""}, {""token"": ""Hyp"", ""start_span"": 152, ""end_span"": 155, ""type"": ""Chemical/Drug""}, {""token"": ""Hyp"", ""start_span"": 157, ""end_span"": 160, ""type"": ""Chemical/Drug""}, {""token"": ""Hyp"", ""start_span"": 169, ""end_span"": 172, ""type"": ""Chemical/Drug""}, {""token"": ""Hyp"", ""start_span"": 176, ""end_span"": 179, ""type"": ""Chemical/Drug""}]"	test
A total of 80 albino male rats were divided into eight groups ( 10 rats for each group): control ( G ( 1)), triton ( G ( 2)), < sc > l < / sc > - carnitine ( G ( 3)), triton + < sc > l < / sc > - carnitine ( G ( 4)), vitamin E ( G ( 5)), triton + vitamin E ( G ( 6)), < sc > l < / sc > - carnitine + vitamin E ( G ( 7)) and triton + < sc > l < / sc > - carnitine + vitamin E ( G ( 8)).	triton,108,114,Chemical/Drug	< sc > l < / sc > - carnitine,126,155,Chemical/Drug	triton,167,173,Chemical/Drug	< sc > l < / sc > - carnitine,176,205,Chemical/Drug	vitamin E,217,226,Chemical/Drug	triton,238,244,Chemical/Drug	vitamin E,247,256,Chemical/Drug	< sc > l < / sc > - carnitine,268,297,Chemical/Drug	vitamin E,300,309,Chemical/Drug	triton,324,330,Chemical/Drug	< sc > l < / sc > - carnitine,333,362,Chemical/Drug	vitamin E,365,374,Chemical/Drug	"[{""token"": ""triton"", ""start_span"": 108, ""end_span"": 114, ""type"": ""Chemical/Drug""}, {""token"": ""< sc > l < / sc > - carnitine"", ""start_span"": 126, ""end_span"": 155, ""type"": ""Chemical/Drug""}, {""token"": ""triton"", ""start_span"": 167, ""end_span"": 173, ""type"": ""Chemical/Drug""}, {""token"": ""< sc > l < / sc > - carnitine"", ""start_span"": 176, ""end_span"": 205, ""type"": ""Chemical/Drug""}, {""token"": ""vitamin E"", ""start_span"": 217, ""end_span"": 226, ""type"": ""Chemical/Drug""}, {""token"": ""triton"", ""start_span"": 238, ""end_span"": 244, ""type"": ""Chemical/Drug""}, {""token"": ""vitamin E"", ""start_span"": 247, ""end_span"": 256, ""type"": ""Chemical/Drug""}, {""token"": ""< sc > l < / sc > - carnitine"", ""start_span"": 268, ""end_span"": 297, ""type"": ""Chemical/Drug""}, {""token"": ""vitamin E"", ""start_span"": 300, ""end_span"": 309, ""type"": ""Chemical/Drug""}, {""token"": ""triton"", ""start_span"": 324, ""end_span"": 330, ""type"": ""Chemical/Drug""}, {""token"": ""< sc > l < / sc > - carnitine"", ""start_span"": 333, ""end_span"": 362, ""type"": ""Chemical/Drug""}, {""token"": ""vitamin E"", ""start_span"": 365, ""end_span"": 374, ""type"": ""Chemical/Drug""}]"	test
Data showed a significant increase in the levels of total cholesterol ( TC), triglycerides ( TGs), low - density lipoprotein cholesterol ( LDL - C), 17 beta hydroxysteroid dehydrogenase ( 17 beta HSD), testicular catalase and malondialdehyde ( MDA) in G ( 2) when compared with G ( 1), whereas high - density lipoprotein cholesterol ( HDL - C), serum testosterone, testicular 17 ketosteroid reductase ( 17 KSR), total thiol and glutathione - S - transferase ( GST) data showed a significant decrease in G ( 2) when compared with G ( 1).	cholesterol,58,69,Chemical/Drug	triglycerides,77,90,Chemical/Drug	cholesterol,125,136,Chemical/Drug	17 beta hydroxysteroid,149,171,Chemical/Drug	malondialdehyde,226,241,Chemical/Drug	MDA,244,247,Chemical/Drug	cholesterol,321,332,Chemical/Drug	testosterone,351,363,Chemical/Drug	ketosteroid,379,390,Chemical/Drug	thiol,418,423,Chemical/Drug	glutathione,428,439,Chemical/Drug	S,442,443,Chemical/Drug	"[{""token"": ""cholesterol"", ""start_span"": 58, ""end_span"": 69, ""type"": ""Chemical/Drug""}, {""token"": ""triglycerides"", ""start_span"": 77, ""end_span"": 90, ""type"": ""Chemical/Drug""}, {""token"": ""cholesterol"", ""start_span"": 125, ""end_span"": 136, ""type"": ""Chemical/Drug""}, {""token"": ""17 beta hydroxysteroid"", ""start_span"": 149, ""end_span"": 171, ""type"": ""Chemical/Drug""}, {""token"": ""malondialdehyde"", ""start_span"": 226, ""end_span"": 241, ""type"": ""Chemical/Drug""}, {""token"": ""MDA"", ""start_span"": 244, ""end_span"": 247, ""type"": ""Chemical/Drug""}, {""token"": ""cholesterol"", ""start_span"": 321, ""end_span"": 332, ""type"": ""Chemical/Drug""}, {""token"": ""testosterone"", ""start_span"": 351, ""end_span"": 363, ""type"": ""Chemical/Drug""}, {""token"": ""ketosteroid"", ""start_span"": 379, ""end_span"": 390, ""type"": ""Chemical/Drug""}, {""token"": ""thiol"", ""start_span"": 418, ""end_span"": 423, ""type"": ""Chemical/Drug""}, {""token"": ""glutathione"", ""start_span"": 428, ""end_span"": 439, ""type"": ""Chemical/Drug""}, {""token"": ""S"", ""start_span"": 442, ""end_span"": 443, ""type"": ""Chemical/Drug""}]"	test
A study of secondary metabolites from the bark of Alnus glutinosa led to the isolation of fourteen diarylheptanoids: oregonin ( 1), platyphylloside ( 2), rubranoside A ( 3), rubranoside B ( 4), hirsutanonol ( 5), hirsutenone ( 6), hirsutanonol - 5 - O - beta - D - glucopyranoside ( 7), platyphyllonol - 5 - O - beta - D - xylopyranoside ( 8), aceroside VII ( 9), alnuside A ( 10), alnuside B ( 11), 1, 7 - bis - ( 3, 4 - dihydoxyphenyl) - 5 - hydroxy - heptane - 3 - O - beta - D - xylopyranoside ( 12), ( 5S) - 1 - ( 4 - hydroxyphenyl) - 7 - ( 3, 4 - dihydroxyphenyl) - 5 - O - beta - D - glucopyranosyl - heptan - 3 - one ( 13), and ( 5S) - 1, 7 - bis - ( 3, 4 - dihydroxyphenyl) - 5 - O - beta - D - [ 6 - ( 3, 4 - dimethoxycinnamoylgl)] - heptan - 3 - one ( 14).	diarylheptanoids,99,115,Chemical/Drug	oregonin,117,125,Chemical/Drug	platyphylloside,132,147,Chemical/Drug	rubranoside A,154,167,Chemical/Drug	rubranoside B,174,187,Chemical/Drug	hirsutanonol,194,206,Chemical/Drug	hirsutenone,213,224,Chemical/Drug	hirsutanonol - 5 - O - beta - D - glucopyranoside,231,280,Chemical/Drug	platyphyllonol - 5 - O - beta - D - xylopyranoside,287,337,Chemical/Drug	aceroside VII,344,357,Chemical/Drug	alnuside A,364,374,Chemical/Drug	alnuside B,382,392,Chemical/Drug	"[{""token"": ""diarylheptanoids"", ""start_span"": 99, ""end_span"": 115, ""type"": ""Chemical/Drug""}, {""token"": ""oregonin"", ""start_span"": 117, ""end_span"": 125, ""type"": ""Chemical/Drug""}, {""token"": ""platyphylloside"", ""start_span"": 132, ""end_span"": 147, ""type"": ""Chemical/Drug""}, {""token"": ""rubranoside A"", ""start_span"": 154, ""end_span"": 167, ""type"": ""Chemical/Drug""}, {""token"": ""rubranoside B"", ""start_span"": 174, ""end_span"": 187, ""type"": ""Chemical/Drug""}, {""token"": ""hirsutanonol"", ""start_span"": 194, ""end_span"": 206, ""type"": ""Chemical/Drug""}, {""token"": ""hirsutenone"", ""start_span"": 213, ""end_span"": 224, ""type"": ""Chemical/Drug""}, {""token"": ""hirsutanonol - 5 - O - beta - D - glucopyranoside"", ""start_span"": 231, ""end_span"": 280, ""type"": ""Chemical/Drug""}, {""token"": ""platyphyllonol - 5 - O - beta - D - xylopyranoside"", ""start_span"": 287, ""end_span"": 337, ""type"": ""Chemical/Drug""}, {""token"": ""aceroside VII"", ""start_span"": 344, ""end_span"": 357, ""type"": ""Chemical/Drug""}, {""token"": ""alnuside A"", ""start_span"": 364, ""end_span"": 374, ""type"": ""Chemical/Drug""}, {""token"": ""alnuside B"", ""start_span"": 382, ""end_span"": 392, ""type"": ""Chemical/Drug""}]"	test
At non cytotoxic chemical concentrations 9 sensitizers ( 2, 4 - dinitrochlorobenzene, paraphenylendiamine, cinnamaldehyde, isoeugenol, nickel - sulfate, tetramethylthiuram disulfide, eugenol, cinnamic - alcohol, ammonium - hexachloroplatinate) were distinguished from 4 non sensitizers ( sodium lauryl sulfate, salicylic acid, phenol, octanoic acid).	paraphenylendiamine,86,105,Chemical/Drug	cinnamaldehyde,107,121,Chemical/Drug	isoeugenol,123,133,Chemical/Drug	nickel - sulfate,135,151,Chemical/Drug	tetramethylthiuram disulfide,153,181,Chemical/Drug	eugenol,183,190,Chemical/Drug	cinnamic - alcohol,192,210,Chemical/Drug	ammonium - hexachloroplatinate,212,242,Chemical/Drug	sodium lauryl sulfate,288,309,Chemical/Drug	salicylic acid,311,325,Chemical/Drug	phenol,327,333,Chemical/Drug	octanoic acid,335,348,Chemical/Drug	"[{""token"": ""paraphenylendiamine"", ""start_span"": 86, ""end_span"": 105, ""type"": ""Chemical/Drug""}, {""token"": ""cinnamaldehyde"", ""start_span"": 107, ""end_span"": 121, ""type"": ""Chemical/Drug""}, {""token"": ""isoeugenol"", ""start_span"": 123, ""end_span"": 133, ""type"": ""Chemical/Drug""}, {""token"": ""nickel - sulfate"", ""start_span"": 135, ""end_span"": 151, ""type"": ""Chemical/Drug""}, {""token"": ""tetramethylthiuram disulfide"", ""start_span"": 153, ""end_span"": 181, ""type"": ""Chemical/Drug""}, {""token"": ""eugenol"", ""start_span"": 183, ""end_span"": 190, ""type"": ""Chemical/Drug""}, {""token"": ""cinnamic - alcohol"", ""start_span"": 192, ""end_span"": 210, ""type"": ""Chemical/Drug""}, {""token"": ""ammonium - hexachloroplatinate"", ""start_span"": 212, ""end_span"": 242, ""type"": ""Chemical/Drug""}, {""token"": ""sodium lauryl sulfate"", ""start_span"": 288, ""end_span"": 309, ""type"": ""Chemical/Drug""}, {""token"": ""salicylic acid"", ""start_span"": 311, ""end_span"": 325, ""type"": ""Chemical/Drug""}, {""token"": ""phenol"", ""start_span"": 327, ""end_span"": 333, ""type"": ""Chemical/Drug""}, {""token"": ""octanoic acid"", ""start_span"": 335, ""end_span"": 348, ""type"": ""Chemical/Drug""}]"	train
