Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	json	split
QSAR analysis of oxime reactivation of AChE inhibited by these OP compounds and others suggested that the presence of both a large substituent ( i. e., < = the size of dimethylamine) and an alkoxy substituent in the structure of OP compounds is the common feature that results in resistance to oxime reactivation of OP - AChE conjugates whether the OP is a phosphate, phosphonate or phosphoramidate.	dimethylamine,168,181,Chemical/Drug	alkoxy,190,196,Chemical/Drug	oxime,294,299,Chemical/Drug	phosphate,357,366,Chemical/Drug	phosphonate,368,379,Chemical/Drug	phosphoramidate,383,398,Chemical/Drug	"[{""token"": ""dimethylamine"", ""start_span"": 168, ""end_span"": 181, ""type"": ""Chemical/Drug""}, {""token"": ""alkoxy"", ""start_span"": 190, ""end_span"": 196, ""type"": ""Chemical/Drug""}, {""token"": ""oxime"", ""start_span"": 294, ""end_span"": 299, ""type"": ""Chemical/Drug""}, {""token"": ""phosphate"", ""start_span"": 357, ""end_span"": 366, ""type"": ""Chemical/Drug""}, {""token"": ""phosphonate"", ""start_span"": 368, ""end_span"": 379, ""type"": ""Chemical/Drug""}, {""token"": ""phosphoramidate"", ""start_span"": 383, ""end_span"": 398, ""type"": ""Chemical/Drug""}]"	train
We conclude from these results that the state - dependent salt bridge switching from Arg290 / Glu167 to Arg290 / ATP fulfills a dual role: to destabilize the closed state of the receptor and to promote the ionic coordination of ATP in the ATP - binding pocket.	Arg290,85,91,Chemical/Drug	Glu167,94,100,Chemical/Drug	Arg290,104,110,Chemical/Drug	ATP,113,116,Chemical/Drug	ATP,228,231,Chemical/Drug	ATP,239,242,Chemical/Drug	"[{""token"": ""Arg290"", ""start_span"": 85, ""end_span"": 91, ""type"": ""Chemical/Drug""}, {""token"": ""Glu167"", ""start_span"": 94, ""end_span"": 100, ""type"": ""Chemical/Drug""}, {""token"": ""Arg290"", ""start_span"": 104, ""end_span"": 110, ""type"": ""Chemical/Drug""}, {""token"": ""ATP"", ""start_span"": 113, ""end_span"": 116, ""type"": ""Chemical/Drug""}, {""token"": ""ATP"", ""start_span"": 228, ""end_span"": 231, ""type"": ""Chemical/Drug""}, {""token"": ""ATP"", ""start_span"": 239, ""end_span"": 242, ""type"": ""Chemical/Drug""}]"	train
Adding water - soluble antioxidants ( trolox, N - acetylcysteine, glutathione, or ascorbate) produced only minor attenuation of AMD / TNF - induced cytotoxicity and did not influence the effect of AMD alone.	trolox,38,44,Chemical/Drug	N - acetylcysteine,46,64,Chemical/Drug	glutathione,66,77,Chemical/Drug	ascorbate,82,91,Chemical/Drug	AMD,128,131,Chemical/Drug	AMD,197,200,Chemical/Drug	"[{""token"": ""trolox"", ""start_span"": 38, ""end_span"": 44, ""type"": ""Chemical/Drug""}, {""token"": ""N - acetylcysteine"", ""start_span"": 46, ""end_span"": 64, ""type"": ""Chemical/Drug""}, {""token"": ""glutathione"", ""start_span"": 66, ""end_span"": 77, ""type"": ""Chemical/Drug""}, {""token"": ""ascorbate"", ""start_span"": 82, ""end_span"": 91, ""type"": ""Chemical/Drug""}, {""token"": ""AMD"", ""start_span"": 128, ""end_span"": 131, ""type"": ""Chemical/Drug""}, {""token"": ""AMD"", ""start_span"": 197, ""end_span"": 200, ""type"": ""Chemical/Drug""}]"	train
A previous study demonstrated that the core structural information required to impart the procognitive activity of the AngIV analog, norleucine ( 1) - angiotensin IV, resides in its three N - terminal amino acids, Nle - Tyr - Ile.	AngIV,119,124,Chemical/Drug	norleucine,133,143,Chemical/Drug	angiotensin IV,151,165,Chemical/Drug	N,188,189,Chemical/Drug	amino acids,201,212,Chemical/Drug	Nle - Tyr - Ile,214,229,Chemical/Drug	"[{""token"": ""AngIV"", ""start_span"": 119, ""end_span"": 124, ""type"": ""Chemical/Drug""}, {""token"": ""norleucine"", ""start_span"": 133, ""end_span"": 143, ""type"": ""Chemical/Drug""}, {""token"": ""angiotensin IV"", ""start_span"": 151, ""end_span"": 165, ""type"": ""Chemical/Drug""}, {""token"": ""N"", ""start_span"": 188, ""end_span"": 189, ""type"": ""Chemical/Drug""}, {""token"": ""amino acids"", ""start_span"": 201, ""end_span"": 212, ""type"": ""Chemical/Drug""}, {""token"": ""Nle - Tyr - Ile"", ""start_span"": 214, ""end_span"": 229, ""type"": ""Chemical/Drug""}]"	train
Our data demonstrate that the actions of both tolbutamide and gliclazide are strongly potentiated by 8 - pCPT - 2 ' - O - Me - cAMP - AM, that gliclazide can stimulate phospholipase C activity via a partially pertussis toxin - sensitive mechanism, and that 8 - pCPT - 2 ' - O - Me - cAMP - AM potentiation of tolbutamide action may involve activation of a 2 - APB - sensitive Ca ( 2 +) influx.	tolbutamide,46,57,Chemical/Drug	gliclazide,62,72,Chemical/Drug	8 - pCPT - 2 ' - O - Me - cAMP - AM,101,136,Chemical/Drug	gliclazide,143,153,Chemical/Drug	8 - pCPT - 2 ' - O - Me - cAMP - AM,257,292,Chemical/Drug	2 - APB,356,363,Chemical/Drug	"[{""token"": ""tolbutamide"", ""start_span"": 46, ""end_span"": 57, ""type"": ""Chemical/Drug""}, {""token"": ""gliclazide"", ""start_span"": 62, ""end_span"": 72, ""type"": ""Chemical/Drug""}, {""token"": ""8 - pCPT - 2 ' - O - Me - cAMP - AM"", ""start_span"": 101, ""end_span"": 136, ""type"": ""Chemical/Drug""}, {""token"": ""gliclazide"", ""start_span"": 143, ""end_span"": 153, ""type"": ""Chemical/Drug""}, {""token"": ""8 - pCPT - 2 ' - O - Me - cAMP - AM"", ""start_span"": 257, ""end_span"": 292, ""type"": ""Chemical/Drug""}, {""token"": ""2 - APB"", ""start_span"": 356, ""end_span"": 363, ""type"": ""Chemical/Drug""}]"	train
Deferasirox is an orally effective iron ( Fe) chelator currently used for the treatment of iron - overload disease and has been implemented as an alternative to the gold standard chelator, desferrioxamine ( DFO).	Deferasirox,0,11,Chemical/Drug	iron,35,39,Chemical/Drug	Fe,42,44,Chemical/Drug	iron,91,95,Chemical/Drug	desferrioxamine,189,204,Chemical/Drug	DFO,207,210,Chemical/Drug	"[{""token"": ""Deferasirox"", ""start_span"": 0, ""end_span"": 11, ""type"": ""Chemical/Drug""}, {""token"": ""iron"", ""start_span"": 35, ""end_span"": 39, ""type"": ""Chemical/Drug""}, {""token"": ""Fe"", ""start_span"": 42, ""end_span"": 44, ""type"": ""Chemical/Drug""}, {""token"": ""iron"", ""start_span"": 91, ""end_span"": 95, ""type"": ""Chemical/Drug""}, {""token"": ""desferrioxamine"", ""start_span"": 189, ""end_span"": 204, ""type"": ""Chemical/Drug""}, {""token"": ""DFO"", ""start_span"": 207, ""end_span"": 210, ""type"": ""Chemical/Drug""}]"	train
All the extracts were assayed for antibacterial activity but only the hexane extract of stems showed moderate activity on Staphylococcus aureus, which was fractionated and yielded a mixture of 3, 5, 4 ' - trimethoxy - 4 - prenylstilbene, lonchocarpine, 4 - hydroxylonchocarpine and derricidine, reported for the first time in D. duckeana and other fraction with beta - sitosterol and stigmasterol mixture.	hexane,70,76,Chemical/Drug	lonchocarpine,238,251,Chemical/Drug	4 - hydroxylonchocarpine,253,277,Chemical/Drug	derricidine,282,293,Chemical/Drug	beta - sitosterol,362,379,Chemical/Drug	stigmasterol,384,396,Chemical/Drug	"[{""token"": ""hexane"", ""start_span"": 70, ""end_span"": 76, ""type"": ""Chemical/Drug""}, {""token"": ""lonchocarpine"", ""start_span"": 238, ""end_span"": 251, ""type"": ""Chemical/Drug""}, {""token"": ""4 - hydroxylonchocarpine"", ""start_span"": 253, ""end_span"": 277, ""type"": ""Chemical/Drug""}, {""token"": ""derricidine"", ""start_span"": 282, ""end_span"": 293, ""type"": ""Chemical/Drug""}, {""token"": ""beta - sitosterol"", ""start_span"": 362, ""end_span"": 379, ""type"": ""Chemical/Drug""}, {""token"": ""stigmasterol"", ""start_span"": 384, ""end_span"": 396, ""type"": ""Chemical/Drug""}]"	train
Hepatic activities of 7 - ethoxyresorufin - O - deethylase, 7 - pentoxyresorufin - O - depentylase, and chlorzoxazone 6 - hydroxylase, but not midazolam hydroxylase were also elevated.	7 - ethoxyresorufin,22,41,Chemical/Drug	O,44,45,Chemical/Drug	7 - pentoxyresorufin,60,80,Chemical/Drug	O,83,84,Chemical/Drug	chlorzoxazone,104,117,Chemical/Drug	midazolam,143,152,Chemical/Drug	"[{""token"": ""7 - ethoxyresorufin"", ""start_span"": 22, ""end_span"": 41, ""type"": ""Chemical/Drug""}, {""token"": ""O"", ""start_span"": 44, ""end_span"": 45, ""type"": ""Chemical/Drug""}, {""token"": ""7 - pentoxyresorufin"", ""start_span"": 60, ""end_span"": 80, ""type"": ""Chemical/Drug""}, {""token"": ""O"", ""start_span"": 83, ""end_span"": 84, ""type"": ""Chemical/Drug""}, {""token"": ""chlorzoxazone"", ""start_span"": 104, ""end_span"": 117, ""type"": ""Chemical/Drug""}, {""token"": ""midazolam"", ""start_span"": 143, ""end_span"": 152, ""type"": ""Chemical/Drug""}]"	train
The dissociation constant KD of inhibited enzyme - oxime complex, the reactivity rate constant kr and the second order reactivation rate constant kr2 have been determined and have been compared to reference oximes HI - 6, Obidoxime and 2 - Pralidoxime ( 2 - PAM).	oxime,51,56,Chemical/Drug	oximes,207,213,Chemical/Drug	HI - 6,214,220,Chemical/Drug	Obidoxime,222,231,Chemical/Drug	2 - Pralidoxime,236,251,Chemical/Drug	2 - PAM,254,261,Chemical/Drug	"[{""token"": ""oxime"", ""start_span"": 51, ""end_span"": 56, ""type"": ""Chemical/Drug""}, {""token"": ""oximes"", ""start_span"": 207, ""end_span"": 213, ""type"": ""Chemical/Drug""}, {""token"": ""HI - 6"", ""start_span"": 214, ""end_span"": 220, ""type"": ""Chemical/Drug""}, {""token"": ""Obidoxime"", ""start_span"": 222, ""end_span"": 231, ""type"": ""Chemical/Drug""}, {""token"": ""2 - Pralidoxime"", ""start_span"": 236, ""end_span"": 251, ""type"": ""Chemical/Drug""}, {""token"": ""2 - PAM"", ""start_span"": 254, ""end_span"": 261, ""type"": ""Chemical/Drug""}]"	train
In the livers, oxidative / nitrosative stress was evidenced by increased 3 - nitrotyrosine ( 3 - NT) and thiobarbituric acid reactive substances ( TBARS) formation and a significant decrease in Cu / Zn superoxide dismutase ( SOD) activity.	3 - nitrotyrosine,73,90,Chemical/Drug	3 - NT,93,99,Chemical/Drug	thiobarbituric acid,105,124,Chemical/Drug	Cu,194,196,Chemical/Drug	Zn,199,201,Chemical/Drug	superoxide,202,212,Chemical/Drug	"[{""token"": ""3 - nitrotyrosine"", ""start_span"": 73, ""end_span"": 90, ""type"": ""Chemical/Drug""}, {""token"": ""3 - NT"", ""start_span"": 93, ""end_span"": 99, ""type"": ""Chemical/Drug""}, {""token"": ""thiobarbituric acid"", ""start_span"": 105, ""end_span"": 124, ""type"": ""Chemical/Drug""}, {""token"": ""Cu"", ""start_span"": 194, ""end_span"": 196, ""type"": ""Chemical/Drug""}, {""token"": ""Zn"", ""start_span"": 199, ""end_span"": 201, ""type"": ""Chemical/Drug""}, {""token"": ""superoxide"", ""start_span"": 202, ""end_span"": 212, ""type"": ""Chemical/Drug""}]"	train
Furthermore, 5 - HT1B auto - and hetero - receptors regulate alcohol intake through the regulatory mechanism involving release of 5 - HT, gamma - aminobutyric acid ( GABA), dopamine, and glutamate is evaluated.	alcohol,61,68,Chemical/Drug	5 - HT,130,136,Chemical/Drug	gamma - aminobutyric acid,138,163,Chemical/Drug	GABA,166,170,Chemical/Drug	dopamine,173,181,Chemical/Drug	glutamate,187,196,Chemical/Drug	"[{""token"": ""alcohol"", ""start_span"": 61, ""end_span"": 68, ""type"": ""Chemical/Drug""}, {""token"": ""5 - HT"", ""start_span"": 130, ""end_span"": 136, ""type"": ""Chemical/Drug""}, {""token"": ""gamma - aminobutyric acid"", ""start_span"": 138, ""end_span"": 163, ""type"": ""Chemical/Drug""}, {""token"": ""GABA"", ""start_span"": 166, ""end_span"": 170, ""type"": ""Chemical/Drug""}, {""token"": ""dopamine"", ""start_span"": 173, ""end_span"": 181, ""type"": ""Chemical/Drug""}, {""token"": ""glutamate"", ""start_span"": 187, ""end_span"": 196, ""type"": ""Chemical/Drug""}]"	train
