Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	json	split
( C) Expression of granzyme B, IFN - gamma, TNF, and IL - 2 by resting or restimulated ( 6 h) Runx3 + / + versus Runx3 - / - CD8 + SP T cells differentiated for 6 d.	granzyme B,19,29,Protein	IFN - gamma,31,42,Protein	TNF,44,47,Protein	IL - 2,53,59,Protein	Runx3,94,99,Protein	Runx3,113,118,Protein	CD8,125,128,Protein	"[{""token"": ""granzyme B"", ""start_span"": 19, ""end_span"": 29, ""type"": ""Protein""}, {""token"": ""IFN - gamma"", ""start_span"": 31, ""end_span"": 42, ""type"": ""Protein""}, {""token"": ""TNF"", ""start_span"": 44, ""end_span"": 47, ""type"": ""Protein""}, {""token"": ""IL - 2"", ""start_span"": 53, ""end_span"": 59, ""type"": ""Protein""}, {""token"": ""Runx3"", ""start_span"": 94, ""end_span"": 99, ""type"": ""Protein""}, {""token"": ""Runx3"", ""start_span"": 113, ""end_span"": 118, ""type"": ""Protein""}, {""token"": ""CD8"", ""start_span"": 125, ""end_span"": 128, ""type"": ""Protein""}]"	train
Runx3 is present in naive CD8 + T cells and represses Runx1 and induces Eomes, perforin, granzyme B, and IFN - gamma expression.	Runx3,0,5,Protein	CD8,26,29,Protein	Runx1,54,59,Protein	Eomes,72,77,Protein	perforin,79,87,Protein	granzyme B,89,99,Protein	IFN - gamma,105,116,Protein	"[{""token"": ""Runx3"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Protein""}, {""token"": ""CD8"", ""start_span"": 26, ""end_span"": 29, ""type"": ""Protein""}, {""token"": ""Runx1"", ""start_span"": 54, ""end_span"": 59, ""type"": ""Protein""}, {""token"": ""Eomes"", ""start_span"": 72, ""end_span"": 77, ""type"": ""Protein""}, {""token"": ""perforin"", ""start_span"": 79, ""end_span"": 87, ""type"": ""Protein""}, {""token"": ""granzyme B"", ""start_span"": 89, ""end_span"": 99, ""type"": ""Protein""}, {""token"": ""IFN - gamma"", ""start_span"": 105, ""end_span"": 116, ""type"": ""Protein""}]"	train
In vitro human CD4 + and CD8 + T cell clones, or mouse CD4 + T cells that produce both interferon - gamma ( IFN - gamma) and IL - 10, can be differentiated by T cell receptor ( TCR) - stimulation in the presence of IL - 12 ( Chang et al., 2007; Gerosa et al., 1996; Jeannin et al., 1996; Meyaard et al., 1996; Windhagen et al., 1996).	CD4,15,18,Protein	CD8,25,28,Protein	CD4,55,58,Protein	interferon - gamma,87,105,Protein	IFN - gamma,108,119,Protein	IL - 10,125,132,Protein	IL - 12,215,222,Protein	"[{""token"": ""CD4"", ""start_span"": 15, ""end_span"": 18, ""type"": ""Protein""}, {""token"": ""CD8"", ""start_span"": 25, ""end_span"": 28, ""type"": ""Protein""}, {""token"": ""CD4"", ""start_span"": 55, ""end_span"": 58, ""type"": ""Protein""}, {""token"": ""interferon - gamma"", ""start_span"": 87, ""end_span"": 105, ""type"": ""Protein""}, {""token"": ""IFN - gamma"", ""start_span"": 108, ""end_span"": 119, ""type"": ""Protein""}, {""token"": ""IL - 10"", ""start_span"": 125, ""end_span"": 132, ""type"": ""Protein""}, {""token"": ""IL - 12"", ""start_span"": 215, ""end_span"": 222, ""type"": ""Protein""}]"	train
Culture of naive CD4 + T cells in an APC - free system by stimulation with anti - CD3 and anti - CD28 antibodies in the presence of IL - 12 resulted in IFN - gamma - producing Th1 cells, a proportion of which coproduced IL - 10, as did Th2 cells resulting from culture in IL - 4 ( Figure S1B).	CD4,17,20,Protein	CD3,82,85,Protein	CD28,97,101,Protein	IL - 12,132,139,Protein	IFN - gamma,152,163,Protein	IL - 10,220,227,Protein	IL - 4,272,278,Protein	"[{""token"": ""CD4"", ""start_span"": 17, ""end_span"": 20, ""type"": ""Protein""}, {""token"": ""CD3"", ""start_span"": 82, ""end_span"": 85, ""type"": ""Protein""}, {""token"": ""CD28"", ""start_span"": 97, ""end_span"": 101, ""type"": ""Protein""}, {""token"": ""IL - 12"", ""start_span"": 132, ""end_span"": 139, ""type"": ""Protein""}, {""token"": ""IFN - gamma"", ""start_span"": 152, ""end_span"": 163, ""type"": ""Protein""}, {""token"": ""IL - 10"", ""start_span"": 220, ""end_span"": 227, ""type"": ""Protein""}, {""token"": ""IL - 4"", ""start_span"": 272, ""end_span"": 278, ""type"": ""Protein""}]"	train
To investigate whether the inability of STAT4 - deficient T cells to produce IL - 10 might be due to the absence of IFN - gamma, as suggested before ( Shaw et al., 2006), we differentiated DO11. 10 or DO11. 10 IFN - gamma - deficient naive CD4 + T cells in the presence of IL - 12 and increasing doses of OVA.	STAT4,40,45,Protein	IL - 10,77,84,Protein	IFN - gamma,116,127,Protein	IFN - gamma,210,221,Protein	CD4,240,243,Protein	IL - 12,273,280,Protein	OVA,305,308,Protein	"[{""token"": ""STAT4"", ""start_span"": 40, ""end_span"": 45, ""type"": ""Protein""}, {""token"": ""IL - 10"", ""start_span"": 77, ""end_span"": 84, ""type"": ""Protein""}, {""token"": ""IFN - gamma"", ""start_span"": 116, ""end_span"": 127, ""type"": ""Protein""}, {""token"": ""IFN - gamma"", ""start_span"": 210, ""end_span"": 221, ""type"": ""Protein""}, {""token"": ""CD4"", ""start_span"": 240, ""end_span"": 243, ""type"": ""Protein""}, {""token"": ""IL - 12"", ""start_span"": 273, ""end_span"": 280, ""type"": ""Protein""}, {""token"": ""OVA"", ""start_span"": 305, ""end_span"": 308, ""type"": ""Protein""}]"	train
Th1 cells induced in the first week to produce IL - 10 by culture with high antigen doses and IL - 12 lost their ability to express IL - 10 when recultured with low doses of OVA, which could be compensated for, to some extent, by addition of IL - 12 to the secondary cultures ( Figure 4F), again suggesting that antigen dose and IL - 12 signals cooperate for the induction of IL - 10.	IL - 10,47,54,Protein	IL - 12,94,101,Protein	IL - 10,132,139,Protein	OVA,174,177,Protein	IL - 12,242,249,Protein	IL - 12,329,336,Protein	IL - 10,376,383,Protein	"[{""token"": ""IL - 10"", ""start_span"": 47, ""end_span"": 54, ""type"": ""Protein""}, {""token"": ""IL - 12"", ""start_span"": 94, ""end_span"": 101, ""type"": ""Protein""}, {""token"": ""IL - 10"", ""start_span"": 132, ""end_span"": 139, ""type"": ""Protein""}, {""token"": ""OVA"", ""start_span"": 174, ""end_span"": 177, ""type"": ""Protein""}, {""token"": ""IL - 12"", ""start_span"": 242, ""end_span"": 249, ""type"": ""Protein""}, {""token"": ""IL - 12"", ""start_span"": 329, ""end_span"": 336, ""type"": ""Protein""}, {""token"": ""IL - 10"", ""start_span"": 376, ""end_span"": 383, ""type"": ""Protein""}]"	train
It has also been shown that maintenance of IL - 10 expression is conditional on IL - 12 or IL - 4 unless the IL - 10 gene is imprinted by GATA - 3 ( Chang et al., 2007), which can remodel the IL - 10 locus, thus explaining the highest amounts of IL - 10 produced by Th2 cells ( Chang et al., 2007; Shoemaker et al., 2006).	IL - 10,43,50,Protein	IL - 12,80,87,Protein	IL - 4,91,97,Protein	IL - 10,109,116,Protein	GATA - 3,138,146,Protein	IL - 10,192,199,Protein	IL - 10,246,253,Protein	"[{""token"": ""IL - 10"", ""start_span"": 43, ""end_span"": 50, ""type"": ""Protein""}, {""token"": ""IL - 12"", ""start_span"": 80, ""end_span"": 87, ""type"": ""Protein""}, {""token"": ""IL - 4"", ""start_span"": 91, ""end_span"": 97, ""type"": ""Protein""}, {""token"": ""IL - 10"", ""start_span"": 109, ""end_span"": 116, ""type"": ""Protein""}, {""token"": ""GATA - 3"", ""start_span"": 138, ""end_span"": 146, ""type"": ""Protein""}, {""token"": ""IL - 10"", ""start_span"": 192, ""end_span"": 199, ""type"": ""Protein""}, {""token"": ""IL - 10"", ""start_span"": 246, ""end_span"": 253, ""type"": ""Protein""}]"	train
The amounts of TRAF2, TRAF3, and cIAP1 in CD40 immunoprecipitates from HOIP - deficient cells were similar to those from parental A20. 2J cells, indicating that HOIP is not required for the association of these proteins with CD40.	TRAF2,15,20,Protein	TRAF3,22,27,Protein	cIAP1,33,38,Protein	CD40,42,46,Protein	HOIP,71,75,Protein	HOIP,161,165,Protein	CD40,225,229,Protein	"[{""token"": ""TRAF2"", ""start_span"": 15, ""end_span"": 20, ""type"": ""Protein""}, {""token"": ""TRAF3"", ""start_span"": 22, ""end_span"": 27, ""type"": ""Protein""}, {""token"": ""cIAP1"", ""start_span"": 33, ""end_span"": 38, ""type"": ""Protein""}, {""token"": ""CD40"", ""start_span"": 42, ""end_span"": 46, ""type"": ""Protein""}, {""token"": ""HOIP"", ""start_span"": 71, ""end_span"": 75, ""type"": ""Protein""}, {""token"": ""HOIP"", ""start_span"": 161, ""end_span"": 165, ""type"": ""Protein""}, {""token"": ""CD40"", ""start_span"": 225, ""end_span"": 229, ""type"": ""Protein""}]"	train
A20. 2J and HOIP - deficient cells transduced with an empty retroviral vector ( A20. 2J + pMIP and HOIP - / - + pMIP, respectively), or HOIP - deficient cells transduced with a HOIP - encoding retrovirus ( HOIP - / - + HOIP) were cultured overnight with agonistic anti - CD40 or an isotype control antibody ( iso), with or without IL - 4.	HOIP,12,16,Protein	HOIP,99,103,Protein	HOIP,136,140,Protein	HOIP,177,181,Protein	HOIP,206,210,Protein	HOIP,219,223,Protein	IL - 4,331,337,Protein	"[{""token"": ""HOIP"", ""start_span"": 12, ""end_span"": 16, ""type"": ""Protein""}, {""token"": ""HOIP"", ""start_span"": 99, ""end_span"": 103, ""type"": ""Protein""}, {""token"": ""HOIP"", ""start_span"": 136, ""end_span"": 140, ""type"": ""Protein""}, {""token"": ""HOIP"", ""start_span"": 177, ""end_span"": 181, ""type"": ""Protein""}, {""token"": ""HOIP"", ""start_span"": 206, ""end_span"": 210, ""type"": ""Protein""}, {""token"": ""HOIP"", ""start_span"": 219, ""end_span"": 223, ""type"": ""Protein""}, {""token"": ""IL - 4"", ""start_span"": 331, ""end_span"": 337, ""type"": ""Protein""}]"	train
To determine if the Sharpin mutation affects DC development in lymphoid tissues, mouse spleens were examined for the distribution of conventional DC ( cDC; CD11c + CD8alpha + and CD11c + CD8alpha -) [ 13] and plasmacytoid DC ( pDC; CD11c - PDCA - 1 +) [ 14].	Sharpin,20,27,Protein	CD11c,156,161,Protein	CD8alpha,164,172,Protein	CD11c,179,184,Protein	CD8alpha,187,195,Protein	CD11c,232,237,Protein	PDCA - 1,240,248,Protein	"[{""token"": ""Sharpin"", ""start_span"": 20, ""end_span"": 27, ""type"": ""Protein""}, {""token"": ""CD11c"", ""start_span"": 156, ""end_span"": 161, ""type"": ""Protein""}, {""token"": ""CD8alpha"", ""start_span"": 164, ""end_span"": 172, ""type"": ""Protein""}, {""token"": ""CD11c"", ""start_span"": 179, ""end_span"": 184, ""type"": ""Protein""}, {""token"": ""CD8alpha"", ""start_span"": 187, ""end_span"": 195, ""type"": ""Protein""}, {""token"": ""CD11c"", ""start_span"": 232, ""end_span"": 237, ""type"": ""Protein""}, {""token"": ""PDCA - 1"", ""start_span"": 240, ""end_span"": 248, ""type"": ""Protein""}]"	train
The following reagents were used at indicated concentrations: recombinant human ( rhu) BMP - 6 ( 1 mug / ml, if not specified otherwise), rhu BMP - RIB / ALK - 6 / Fc Chimera ( 5 mug / ml), rhu BMPR - II / Fc Chimera ( 5 mug / ml), and recombinant mouse Noggin ( 5 mug / ml) were purchased from R & D Systems ( Abingdon, UK); Anti - IgM F ( ab) 2 fragments of rabbit polyclonal antibodies to human IgM heavy chain ( 37. 5 mug / ml) was obtained from Dako, Copenhagen, Denmark and rhu CD40 ligand ( CD40L, 10 ng / ml) was a gift from Immunex Corp.	BMP - 6,87,94,Protein	BMP - RIB,142,151,Protein	ALK - 6,154,161,Protein	BMPR - II,194,203,Protein	Noggin,254,260,Protein	CD40 ligand,484,495,Protein	CD40L,498,503,Protein	"[{""token"": ""BMP - 6"", ""start_span"": 87, ""end_span"": 94, ""type"": ""Protein""}, {""token"": ""BMP - RIB"", ""start_span"": 142, ""end_span"": 151, ""type"": ""Protein""}, {""token"": ""ALK - 6"", ""start_span"": 154, ""end_span"": 161, ""type"": ""Protein""}, {""token"": ""BMPR - II"", ""start_span"": 194, ""end_span"": 203, ""type"": ""Protein""}, {""token"": ""Noggin"", ""start_span"": 254, ""end_span"": 260, ""type"": ""Protein""}, {""token"": ""CD40 ligand"", ""start_span"": 484, ""end_span"": 495, ""type"": ""Protein""}, {""token"": ""CD40L"", ""start_span"": 498, ""end_span"": 503, ""type"": ""Protein""}]"	valid
Highly purified CD19 + CD27 - or CD19 + CD27 + cells were obtained by staining CD19 + cells with anti - CD27 PE and CD19 PC5 mAbs for 30 minutes at 4degreesC, followed by washing with PBS and sorting on FACS DiVa from Becton Dickinson.	CD19,16,20,Protein	CD27,23,27,Protein	CD19,33,37,Protein	CD27,40,44,Protein	CD19,79,83,Protein	CD27,104,108,Protein	CD19,116,120,Protein	"[{""token"": ""CD19"", ""start_span"": 16, ""end_span"": 20, ""type"": ""Protein""}, {""token"": ""CD27"", ""start_span"": 23, ""end_span"": 27, ""type"": ""Protein""}, {""token"": ""CD19"", ""start_span"": 33, ""end_span"": 37, ""type"": ""Protein""}, {""token"": ""CD27"", ""start_span"": 40, ""end_span"": 44, ""type"": ""Protein""}, {""token"": ""CD19"", ""start_span"": 79, ""end_span"": 83, ""type"": ""Protein""}, {""token"": ""CD27"", ""start_span"": 104, ""end_span"": 108, ""type"": ""Protein""}, {""token"": ""CD19"", ""start_span"": 116, ""end_span"": 120, ""type"": ""Protein""}]"	valid
In primates, the seven paralogs APOBEC3A, B, C, DE, F, G, H ( A3A - H) have been described ( 3), and they appear to fulfill individual functions.	APOBEC3A,32,40,Protein	B,42,43,Protein	C,45,46,Protein	DE,48,50,Protein	F,52,53,Protein	G,55,56,Protein	H,58,59,Protein	"[{""token"": ""APOBEC3A"", ""start_span"": 32, ""end_span"": 40, ""type"": ""Protein""}, {""token"": ""B"", ""start_span"": 42, ""end_span"": 43, ""type"": ""Protein""}, {""token"": ""C"", ""start_span"": 45, ""end_span"": 46, ""type"": ""Protein""}, {""token"": ""DE"", ""start_span"": 48, ""end_span"": 50, ""type"": ""Protein""}, {""token"": ""F"", ""start_span"": 52, ""end_span"": 53, ""type"": ""Protein""}, {""token"": ""G"", ""start_span"": 55, ""end_span"": 56, ""type"": ""Protein""}, {""token"": ""H"", ""start_span"": 58, ""end_span"": 59, ""type"": ""Protein""}]"	valid
This mutation increased luciferase activity by 3 - fold in memory CD4 + CD45RO + T cells, whereas no difference was observed in naive ( GATA3 -) CD4 + CD45RA + T cells, revealing a repressor activity of GATA3 on the FOXP3 promoter ( Figure 8C).	CD4,66,69,Protein	CD45RO,72,78,Protein	GATA3,136,141,Protein	CD4,145,148,Protein	CD45RA,151,157,Protein	GATA3,203,208,Protein	FOXP3,216,221,Protein	"[{""token"": ""CD4"", ""start_span"": 66, ""end_span"": 69, ""type"": ""Protein""}, {""token"": ""CD45RO"", ""start_span"": 72, ""end_span"": 78, ""type"": ""Protein""}, {""token"": ""GATA3"", ""start_span"": 136, ""end_span"": 141, ""type"": ""Protein""}, {""token"": ""CD4"", ""start_span"": 145, ""end_span"": 148, ""type"": ""Protein""}, {""token"": ""CD45RA"", ""start_span"": 151, ""end_span"": 157, ""type"": ""Protein""}, {""token"": ""GATA3"", ""start_span"": 203, ""end_span"": 208, ""type"": ""Protein""}, {""token"": ""FOXP3"", ""start_span"": 216, ""end_span"": 221, ""type"": ""Protein""}]"	valid
In contrast, differentiating naive T cells in the absence of polarization factors ( Th0) such as IL - 4, IL - 12, or TGF - beta showed only a transient FOXP3 expression and failed to generate a population of FOXP3 - expressing cells, but GATA3 and T - bet were up - regulated ( unpublished data).	IL - 4,97,103,Protein	IL - 12,105,112,Protein	TGF - beta,117,127,Protein	FOXP3,152,157,Protein	FOXP3,208,213,Protein	GATA3,238,243,Protein	T - bet,248,255,Protein	"[{""token"": ""IL - 4"", ""start_span"": 97, ""end_span"": 103, ""type"": ""Protein""}, {""token"": ""IL - 12"", ""start_span"": 105, ""end_span"": 112, ""type"": ""Protein""}, {""token"": ""TGF - beta"", ""start_span"": 117, ""end_span"": 127, ""type"": ""Protein""}, {""token"": ""FOXP3"", ""start_span"": 152, ""end_span"": 157, ""type"": ""Protein""}, {""token"": ""FOXP3"", ""start_span"": 208, ""end_span"": 213, ""type"": ""Protein""}, {""token"": ""GATA3"", ""start_span"": 238, ""end_span"": 243, ""type"": ""Protein""}, {""token"": ""T - bet"", ""start_span"": 248, ""end_span"": 255, ""type"": ""Protein""}]"	valid
