Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	json	split
Material immunoprecipitated with an isotype control antibody ( isotype) or anti - CD40 antibody was examined by Western blotting for CD40, TRAF2, TRAF3, cIAP1, HOIP, IKKalpha / beta, and IKKgamma ( right panels).	CD40,82,86,Protein	TRAF2,139,144,Protein	TRAF3,146,151,Protein	cIAP1,153,158,Protein	HOIP,160,164,Protein	IKKalpha,166,174,Protein	beta,177,181,Protein	IKKgamma,187,195,Protein	"[{""token"": ""CD40"", ""start_span"": 82, ""end_span"": 86, ""type"": ""Protein""}, {""token"": ""TRAF2"", ""start_span"": 139, ""end_span"": 144, ""type"": ""Protein""}, {""token"": ""TRAF3"", ""start_span"": 146, ""end_span"": 151, ""type"": ""Protein""}, {""token"": ""cIAP1"", ""start_span"": 153, ""end_span"": 158, ""type"": ""Protein""}, {""token"": ""HOIP"", ""start_span"": 160, ""end_span"": 164, ""type"": ""Protein""}, {""token"": ""IKKalpha"", ""start_span"": 166, ""end_span"": 174, ""type"": ""Protein""}, {""token"": ""beta"", ""start_span"": 177, ""end_span"": 181, ""type"": ""Protein""}, {""token"": ""IKKgamma"", ""start_span"": 187, ""end_span"": 195, ""type"": ""Protein""}]"	train
( C) To further evaluate HOIP - dependent recruitment of IKKgamma to CD40, A20. 2J cells or HOIP - deficient ( HOIP - / -) A20. 2J cells were transduced with an empty retroviral vector or a retroviral construct encoding BP epitope - tagged IKKgamma ( noted in the figure as pMIP and IKKgamma, respectively).	HOIP,25,29,Protein	IKKgamma,57,65,Protein	CD40,69,73,Protein	HOIP,92,96,Protein	HOIP,111,115,Protein	IKKgamma,240,248,Protein	pMIP,274,278,Protein	IKKgamma,283,291,Protein	"[{""token"": ""HOIP"", ""start_span"": 25, ""end_span"": 29, ""type"": ""Protein""}, {""token"": ""IKKgamma"", ""start_span"": 57, ""end_span"": 65, ""type"": ""Protein""}, {""token"": ""CD40"", ""start_span"": 69, ""end_span"": 73, ""type"": ""Protein""}, {""token"": ""HOIP"", ""start_span"": 92, ""end_span"": 96, ""type"": ""Protein""}, {""token"": ""HOIP"", ""start_span"": 111, ""end_span"": 115, ""type"": ""Protein""}, {""token"": ""IKKgamma"", ""start_span"": 240, ""end_span"": 248, ""type"": ""Protein""}, {""token"": ""pMIP"", ""start_span"": 274, ""end_span"": 278, ""type"": ""Protein""}, {""token"": ""IKKgamma"", ""start_span"": 283, ""end_span"": 291, ""type"": ""Protein""}]"	train
Hundred nanogram of unspecific siRNA ( control), Sp1 - specific siRNA ( Sp1), Sp3 - specific siRNA ( Sp3) or a mixture of 50 ng Sp1 - specific plus 50 ng Sp3 - specific siRNA ( Sp1 + Sp3) were used.	Sp1,49,52,Protein	Sp1,72,75,Protein	Sp3,78,81,Protein	Sp3,101,104,Protein	Sp1,128,131,Protein	Sp3,154,157,Protein	Sp1,177,180,Protein	Sp3,183,186,Protein	"[{""token"": ""Sp1"", ""start_span"": 49, ""end_span"": 52, ""type"": ""Protein""}, {""token"": ""Sp1"", ""start_span"": 72, ""end_span"": 75, ""type"": ""Protein""}, {""token"": ""Sp3"", ""start_span"": 78, ""end_span"": 81, ""type"": ""Protein""}, {""token"": ""Sp3"", ""start_span"": 101, ""end_span"": 104, ""type"": ""Protein""}, {""token"": ""Sp1"", ""start_span"": 128, ""end_span"": 131, ""type"": ""Protein""}, {""token"": ""Sp3"", ""start_span"": 154, ""end_span"": 157, ""type"": ""Protein""}, {""token"": ""Sp1"", ""start_span"": 177, ""end_span"": 180, ""type"": ""Protein""}, {""token"": ""Sp3"", ""start_span"": 183, ""end_span"": 186, ""type"": ""Protein""}]"	valid
However, BCR - induced Erk phosphorylation was also reduced in PKD1 / 3 - / - - Flag - PKD3 + B cells ( data not shown) suggesting that reduced BCR levels on the surface of PKD1 / 3 - / - ( and PKD1 / 3 - / - - Flag - PKD3 +) B cells may itself impact on the strength of activation of this specific intracellular signalling pathway.	PKD1,63,67,Protein	3,70,71,Protein	PKD3,87,91,Protein	PKD1,173,177,Protein	3,180,181,Protein	PKD1,194,198,Protein	3,201,202,Protein	PKD3,218,222,Protein	"[{""token"": ""PKD1"", ""start_span"": 63, ""end_span"": 67, ""type"": ""Protein""}, {""token"": ""3"", ""start_span"": 70, ""end_span"": 71, ""type"": ""Protein""}, {""token"": ""PKD3"", ""start_span"": 87, ""end_span"": 91, ""type"": ""Protein""}, {""token"": ""PKD1"", ""start_span"": 173, ""end_span"": 177, ""type"": ""Protein""}, {""token"": ""3"", ""start_span"": 180, ""end_span"": 181, ""type"": ""Protein""}, {""token"": ""PKD1"", ""start_span"": 194, ""end_span"": 198, ""type"": ""Protein""}, {""token"": ""3"", ""start_span"": 201, ""end_span"": 202, ""type"": ""Protein""}, {""token"": ""PKD3"", ""start_span"": 218, ""end_span"": 222, ""type"": ""Protein""}]"	valid
The IL - 4 + cells were confined to the FOXP3 - cells, as shown for the CD45RO + CD25 -, CD45RO + CD25 +, and CD45RO + CD25 + high cells ( Figure 3B).	IL - 4,4,10,Protein	FOXP3,40,45,Protein	CD45RO,72,78,Protein	CD25,81,85,Protein	CD45RO,89,95,Protein	CD25,98,102,Protein	CD45RO,110,116,Protein	CD25,119,123,Protein	"[{""token"": ""IL - 4"", ""start_span"": 4, ""end_span"": 10, ""type"": ""Protein""}, {""token"": ""FOXP3"", ""start_span"": 40, ""end_span"": 45, ""type"": ""Protein""}, {""token"": ""CD45RO"", ""start_span"": 72, ""end_span"": 78, ""type"": ""Protein""}, {""token"": ""CD25"", ""start_span"": 81, ""end_span"": 85, ""type"": ""Protein""}, {""token"": ""CD45RO"", ""start_span"": 89, ""end_span"": 95, ""type"": ""Protein""}, {""token"": ""CD25"", ""start_span"": 98, ""end_span"": 102, ""type"": ""Protein""}, {""token"": ""CD45RO"", ""start_span"": 110, ""end_span"": 116, ""type"": ""Protein""}, {""token"": ""CD25"", ""start_span"": 119, ""end_span"": 123, ""type"": ""Protein""}]"	valid
The IL - 4 - mediated prevention of FOXP3 expression was not caused by interferences of the receptor signaling, because the phosphorylation of SMAD2 or STAT6 was not affected by the addition of IL - 4 and / or TGF - beta, which demonstrates that IL - 4 as well as TGF - beta signaling were functional under these conditions ( Figure 5C).	IL - 4,4,10,Protein	FOXP3,36,41,Protein	SMAD2,143,148,Protein	STAT6,152,157,Protein	IL - 4,194,200,Protein	TGF - beta,210,220,Protein	IL - 4,246,252,Protein	TGF - beta,264,274,Protein	"[{""token"": ""IL - 4"", ""start_span"": 4, ""end_span"": 10, ""type"": ""Protein""}, {""token"": ""FOXP3"", ""start_span"": 36, ""end_span"": 41, ""type"": ""Protein""}, {""token"": ""SMAD2"", ""start_span"": 143, ""end_span"": 148, ""type"": ""Protein""}, {""token"": ""STAT6"", ""start_span"": 152, ""end_span"": 157, ""type"": ""Protein""}, {""token"": ""IL - 4"", ""start_span"": 194, ""end_span"": 200, ""type"": ""Protein""}, {""token"": ""TGF - beta"", ""start_span"": 210, ""end_span"": 220, ""type"": ""Protein""}, {""token"": ""IL - 4"", ""start_span"": 246, ""end_span"": 252, ""type"": ""Protein""}, {""token"": ""TGF - beta"", ""start_span"": 264, ""end_span"": 274, ""type"": ""Protein""}]"	valid
Although TGF - beta - reduced CD25, IL - 4 expression, and CD25 expression ( Figure 6B), IL - 4 significantly inhibited TGF - beta - mediated induction of FOXP3 in naive T cells driven toward FOXP3 + T cells, as shown by FACS analysis ( Figure 6A).	TGF - beta,9,19,Protein	CD25,30,34,Protein	IL - 4,36,42,Protein	CD25,59,63,Protein	IL - 4,89,95,Protein	TGF - beta,120,130,Protein	FOXP3,155,160,Protein	FOXP3,192,197,Protein	"[{""token"": ""TGF - beta"", ""start_span"": 9, ""end_span"": 19, ""type"": ""Protein""}, {""token"": ""CD25"", ""start_span"": 30, ""end_span"": 34, ""type"": ""Protein""}, {""token"": ""IL - 4"", ""start_span"": 36, ""end_span"": 42, ""type"": ""Protein""}, {""token"": ""CD25"", ""start_span"": 59, ""end_span"": 63, ""type"": ""Protein""}, {""token"": ""IL - 4"", ""start_span"": 89, ""end_span"": 95, ""type"": ""Protein""}, {""token"": ""TGF - beta"", ""start_span"": 120, ""end_span"": 130, ""type"": ""Protein""}, {""token"": ""FOXP3"", ""start_span"": 155, ""end_span"": 160, ""type"": ""Protein""}, {""token"": ""FOXP3"", ""start_span"": 192, ""end_span"": 197, ""type"": ""Protein""}]"	valid
Furthermore the TGF - beta - mediated induction of FOXP3 expression was not caused by overgrowth of a CD25 - FOXP3 + minority, since the number of FOXP3 + cells was low / absent in the purified CD4 + CD45RA + T cells ( between 0% and 1%), and the FOXP3 + cells were not confined to the highly divided cells.	TGF - beta,16,26,Protein	FOXP3,51,56,Protein	CD25,102,106,Protein	FOXP3,109,114,Protein	FOXP3,147,152,Protein	CD4,194,197,Protein	CD45RA,200,206,Protein	FOXP3,247,252,Protein	"[{""token"": ""TGF - beta"", ""start_span"": 16, ""end_span"": 26, ""type"": ""Protein""}, {""token"": ""FOXP3"", ""start_span"": 51, ""end_span"": 56, ""type"": ""Protein""}, {""token"": ""CD25"", ""start_span"": 102, ""end_span"": 106, ""type"": ""Protein""}, {""token"": ""FOXP3"", ""start_span"": 109, ""end_span"": 114, ""type"": ""Protein""}, {""token"": ""FOXP3"", ""start_span"": 147, ""end_span"": 152, ""type"": ""Protein""}, {""token"": ""CD4"", ""start_span"": 194, ""end_span"": 197, ""type"": ""Protein""}, {""token"": ""CD45RA"", ""start_span"": 200, ""end_span"": 206, ""type"": ""Protein""}, {""token"": ""FOXP3"", ""start_span"": 247, ""end_span"": 252, ""type"": ""Protein""}]"	valid
( C) Kinetic analysis of intracellular GATA3 and FOXP3 staining is shown in panel C following exposure of CD4 + CD45RA + T cells to anti - CD3 / 28, IL - 4 and TGF - beta.	GATA3,39,44,Protein	FOXP3,49,54,Protein	CD4,106,109,Protein	CD45RA,112,118,Protein	CD3,139,142,Protein	28,145,147,Protein	IL - 4,149,155,Protein	TGF - beta,160,170,Protein	"[{""token"": ""GATA3"", ""start_span"": 39, ""end_span"": 44, ""type"": ""Protein""}, {""token"": ""FOXP3"", ""start_span"": 49, ""end_span"": 54, ""type"": ""Protein""}, {""token"": ""CD4"", ""start_span"": 106, ""end_span"": 109, ""type"": ""Protein""}, {""token"": ""CD45RA"", ""start_span"": 112, ""end_span"": 118, ""type"": ""Protein""}, {""token"": ""CD3"", ""start_span"": 139, ""end_span"": 142, ""type"": ""Protein""}, {""token"": ""28"", ""start_span"": 145, ""end_span"": 147, ""type"": ""Protein""}, {""token"": ""IL - 4"", ""start_span"": 149, ""end_span"": 155, ""type"": ""Protein""}, {""token"": ""TGF - beta"", ""start_span"": 160, ""end_span"": 170, ""type"": ""Protein""}]"	valid
Circulating human CD4 + CD25high CD127 - T reg cells significantly expressed higher levels of RUNX3, FOXP3, and TGF - beta mRNA compared with CD4 + CD25 - cells.	CD4,18,21,Protein	CD25high,24,32,Protein	CD127,33,38,Protein	RUNX3,94,99,Protein	FOXP3,101,106,Protein	TGF - beta,112,122,Protein	CD4,142,145,Protein	CD25,148,152,Protein	"[{""token"": ""CD4"", ""start_span"": 18, ""end_span"": 21, ""type"": ""Protein""}, {""token"": ""CD25high"", ""start_span"": 24, ""end_span"": 32, ""type"": ""Protein""}, {""token"": ""CD127"", ""start_span"": 33, ""end_span"": 38, ""type"": ""Protein""}, {""token"": ""RUNX3"", ""start_span"": 94, ""end_span"": 99, ""type"": ""Protein""}, {""token"": ""FOXP3"", ""start_span"": 101, ""end_span"": 106, ""type"": ""Protein""}, {""token"": ""TGF - beta"", ""start_span"": 112, ""end_span"": 122, ""type"": ""Protein""}, {""token"": ""CD4"", ""start_span"": 142, ""end_span"": 145, ""type"": ""Protein""}, {""token"": ""CD25"", ""start_span"": 148, ""end_span"": 152, ""type"": ""Protein""}]"	valid
In contrast, the combination of both TGF - beta and anti - CD2 / 3 / 28 mAbs induced RUNX1 and RUNX3 mRNAs, as well as FOXP3 mRNA, within 48 h in naive CD4 + T cells.	TGF - beta,37,47,Protein	CD2,59,62,Protein	3,65,66,Protein	28,69,71,Protein	RUNX1,85,90,Protein	RUNX3,95,100,Protein	FOXP3,119,124,Protein	CD4,152,155,Protein	"[{""token"": ""TGF - beta"", ""start_span"": 37, ""end_span"": 47, ""type"": ""Protein""}, {""token"": ""CD2"", ""start_span"": 59, ""end_span"": 62, ""type"": ""Protein""}, {""token"": ""3"", ""start_span"": 65, ""end_span"": 66, ""type"": ""Protein""}, {""token"": ""28"", ""start_span"": 69, ""end_span"": 71, ""type"": ""Protein""}, {""token"": ""RUNX1"", ""start_span"": 85, ""end_span"": 90, ""type"": ""Protein""}, {""token"": ""RUNX3"", ""start_span"": 95, ""end_span"": 100, ""type"": ""Protein""}, {""token"": ""FOXP3"", ""start_span"": 119, ""end_span"": 124, ""type"": ""Protein""}, {""token"": ""CD4"", ""start_span"": 152, ""end_span"": 155, ""type"": ""Protein""}]"	valid
To determine whether RUNX1 and RUNX3 are also expressed in human T reg cells in vivo, we isolated peripheral blood CD4 + CD127 - CD25high T reg cells and compared them with CD4 + CD127 + CD25 - T cells.	RUNX1,21,26,Protein	RUNX3,31,36,Protein	CD4,115,118,Protein	CD127,121,126,Protein	CD25high,129,137,Protein	CD4,173,176,Protein	CD127,179,184,Protein	CD25,187,191,Protein	"[{""token"": ""RUNX1"", ""start_span"": 21, ""end_span"": 26, ""type"": ""Protein""}, {""token"": ""RUNX3"", ""start_span"": 31, ""end_span"": 36, ""type"": ""Protein""}, {""token"": ""CD4"", ""start_span"": 115, ""end_span"": 118, ""type"": ""Protein""}, {""token"": ""CD127"", ""start_span"": 121, ""end_span"": 126, ""type"": ""Protein""}, {""token"": ""CD25high"", ""start_span"": 129, ""end_span"": 137, ""type"": ""Protein""}, {""token"": ""CD4"", ""start_span"": 173, ""end_span"": 176, ""type"": ""Protein""}, {""token"": ""CD127"", ""start_span"": 179, ""end_span"": 184, ""type"": ""Protein""}, {""token"": ""CD25"", ""start_span"": 187, ""end_span"": 191, ""type"": ""Protein""}]"	valid
For the in vivo Foxp3 conversion assay, naive CD4 + T cells from Cbfb CD4 - cre or control mice ( harboring a Foxp3 - IRES - GFP allele) were adoptively transferred into Rag - deficient mice.	Foxp3,16,21,Protein	CD4,46,49,Protein	Cbfb,65,69,Protein	CD4,70,73,Protein	cre,76,79,Protein	Foxp3,110,115,Protein	GFP,125,128,Protein	Rag,170,173,Protein	"[{""token"": ""Foxp3"", ""start_span"": 16, ""end_span"": 21, ""type"": ""Protein""}, {""token"": ""CD4"", ""start_span"": 46, ""end_span"": 49, ""type"": ""Protein""}, {""token"": ""Cbfb"", ""start_span"": 65, ""end_span"": 69, ""type"": ""Protein""}, {""token"": ""CD4"", ""start_span"": 70, ""end_span"": 73, ""type"": ""Protein""}, {""token"": ""cre"", ""start_span"": 76, ""end_span"": 79, ""type"": ""Protein""}, {""token"": ""Foxp3"", ""start_span"": 110, ""end_span"": 115, ""type"": ""Protein""}, {""token"": ""GFP"", ""start_span"": 125, ""end_span"": 128, ""type"": ""Protein""}, {""token"": ""Rag"", ""start_span"": 170, ""end_span"": 173, ""type"": ""Protein""}]"	valid
