Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	json	split
Real - time PCR for FOXP3, T - bet, GATA3, and RORC2 from human naive CD4 + T cells, transfected with RUNX1 and RUNX3 siRNA or with scrambled siRNA ( control) and cultured under iT reg, Th1, Th2, or Th17 - driving conditions for 12 d.	FOXP3,20,25,Protein	T - bet,27,34,Protein	GATA3,36,41,Protein	RORC2,47,52,Protein	CD4,70,73,Protein	RUNX1,102,107,Protein	RUNX3,112,117,Protein	iT reg,178,184,Protein	Th17,199,203,Protein	"[{""token"": ""FOXP3"", ""start_span"": 20, ""end_span"": 25, ""type"": ""Protein""}, {""token"": ""T - bet"", ""start_span"": 27, ""end_span"": 34, ""type"": ""Protein""}, {""token"": ""GATA3"", ""start_span"": 36, ""end_span"": 41, ""type"": ""Protein""}, {""token"": ""RORC2"", ""start_span"": 47, ""end_span"": 52, ""type"": ""Protein""}, {""token"": ""CD4"", ""start_span"": 70, ""end_span"": 73, ""type"": ""Protein""}, {""token"": ""RUNX1"", ""start_span"": 102, ""end_span"": 107, ""type"": ""Protein""}, {""token"": ""RUNX3"", ""start_span"": 112, ""end_span"": 117, ""type"": ""Protein""}, {""token"": ""iT reg"", ""start_span"": 178, ""end_span"": 184, ""type"": ""Protein""}, {""token"": ""Th17"", ""start_span"": 199, ""end_span"": 203, ""type"": ""Protein""}]"	valid
Coimmunoprecipitation of IkappaB - alpha with p65 was detected at 0 - and 240 - min post - treatment in Tat - negative cells ( Figure 2D, lanes 1 and 3), and was halved in Tat - positive cells, where Tat coimmunoprecipitated with IkappaB - alpha ( Figure 2D, lanes 2 and 4), indicating that Tat competed the IkappaB - alpha binding to p65.	IkappaB - alpha,25,40,Protein	p65,46,49,Protein	Tat,104,107,Protein	Tat,172,175,Protein	Tat,200,203,Protein	IkappaB - alpha,230,245,Protein	Tat,291,294,Protein	IkappaB - alpha,308,323,Protein	p65,335,338,Protein	"[{""token"": ""IkappaB - alpha"", ""start_span"": 25, ""end_span"": 40, ""type"": ""Protein""}, {""token"": ""p65"", ""start_span"": 46, ""end_span"": 49, ""type"": ""Protein""}, {""token"": ""Tat"", ""start_span"": 104, ""end_span"": 107, ""type"": ""Protein""}, {""token"": ""Tat"", ""start_span"": 172, ""end_span"": 175, ""type"": ""Protein""}, {""token"": ""Tat"", ""start_span"": 200, ""end_span"": 203, ""type"": ""Protein""}, {""token"": ""IkappaB - alpha"", ""start_span"": 230, ""end_span"": 245, ""type"": ""Protein""}, {""token"": ""Tat"", ""start_span"": 291, ""end_span"": 294, ""type"": ""Protein""}, {""token"": ""IkappaB - alpha"", ""start_span"": 308, ""end_span"": 323, ""type"": ""Protein""}, {""token"": ""p65"", ""start_span"": 335, ""end_span"": 338, ""type"": ""Protein""}]"	valid
Further, we analysed the Tat effect on the IkappaB - alpha repression of p65 transcriptional activity by transfecting p50 - / - p65 - / - MEFs with the NF - kappaB - Luc reporter together with expression vectors of p65 and IkappaB - alpha, in presence or absence of Tat.	Tat,25,28,Protein	IkappaB - alpha,43,58,Protein	p65,73,76,Protein	p50,118,121,Protein	p65,128,131,Protein	Luc,166,169,Protein	p65,215,218,Protein	IkappaB - alpha,223,238,Protein	Tat,266,269,Protein	"[{""token"": ""Tat"", ""start_span"": 25, ""end_span"": 28, ""type"": ""Protein""}, {""token"": ""IkappaB - alpha"", ""start_span"": 43, ""end_span"": 58, ""type"": ""Protein""}, {""token"": ""p65"", ""start_span"": 73, ""end_span"": 76, ""type"": ""Protein""}, {""token"": ""p50"", ""start_span"": 118, ""end_span"": 121, ""type"": ""Protein""}, {""token"": ""p65"", ""start_span"": 128, ""end_span"": 131, ""type"": ""Protein""}, {""token"": ""Luc"", ""start_span"": 166, ""end_span"": 169, ""type"": ""Protein""}, {""token"": ""p65"", ""start_span"": 215, ""end_span"": 218, ""type"": ""Protein""}, {""token"": ""IkappaB - alpha"", ""start_span"": 223, ""end_span"": 238, ""type"": ""Protein""}, {""token"": ""Tat"", ""start_span"": 266, ""end_span"": 269, ""type"": ""Protein""}]"	valid
Similarly to MIP - 1alpha, Tat increased the recruitment of p65 to the NF - kappaB enhancers of CSF3, LTA, NFKBIA and TLR2, while it was ineffective at the promoters of GAPDH and ACTB ( Figure 5H).	MIP - 1alpha,13,25,Protein	Tat,27,30,Protein	p65,60,63,Protein	CSF3,96,100,Protein	LTA,102,105,Protein	NFKBIA,107,113,Protein	TLR2,118,122,Protein	GAPDH,169,174,Protein	ACTB,179,183,Protein	"[{""token"": ""MIP - 1alpha"", ""start_span"": 13, ""end_span"": 25, ""type"": ""Protein""}, {""token"": ""Tat"", ""start_span"": 27, ""end_span"": 30, ""type"": ""Protein""}, {""token"": ""p65"", ""start_span"": 60, ""end_span"": 63, ""type"": ""Protein""}, {""token"": ""CSF3"", ""start_span"": 96, ""end_span"": 100, ""type"": ""Protein""}, {""token"": ""LTA"", ""start_span"": 102, ""end_span"": 105, ""type"": ""Protein""}, {""token"": ""NFKBIA"", ""start_span"": 107, ""end_span"": 113, ""type"": ""Protein""}, {""token"": ""TLR2"", ""start_span"": 118, ""end_span"": 122, ""type"": ""Protein""}, {""token"": ""GAPDH"", ""start_span"": 169, ""end_span"": 174, ""type"": ""Protein""}, {""token"": ""ACTB"", ""start_span"": 179, ""end_span"": 183, ""type"": ""Protein""}]"	valid
In part, this change may be caused by GP - mediated modulations of the TSST - 1 induced binding of NFkappaB, NFIL - 6 and NFAT to known and up to now unknown sites within the IL - 8 and IL - 1RA promoter instead of the TNFalpha, IL - 1beta, IL - 6 or IFNgamma promoter.	TSST - 1,71,79,Protein	NFIL - 6,109,117,Protein	NFAT,122,126,Protein	IL - 8,175,181,Protein	IL - 1RA,186,194,Protein	TNFalpha,219,227,Protein	IL - 1beta,229,239,Protein	IL - 6,241,247,Protein	IFNgamma,251,259,Protein	"[{""token"": ""TSST - 1"", ""start_span"": 71, ""end_span"": 79, ""type"": ""Protein""}, {""token"": ""NFIL - 6"", ""start_span"": 109, ""end_span"": 117, ""type"": ""Protein""}, {""token"": ""NFAT"", ""start_span"": 122, ""end_span"": 126, ""type"": ""Protein""}, {""token"": ""IL - 8"", ""start_span"": 175, ""end_span"": 181, ""type"": ""Protein""}, {""token"": ""IL - 1RA"", ""start_span"": 186, ""end_span"": 194, ""type"": ""Protein""}, {""token"": ""TNFalpha"", ""start_span"": 219, ""end_span"": 227, ""type"": ""Protein""}, {""token"": ""IL - 1beta"", ""start_span"": 229, ""end_span"": 239, ""type"": ""Protein""}, {""token"": ""IL - 6"", ""start_span"": 241, ""end_span"": 247, ""type"": ""Protein""}, {""token"": ""IFNgamma"", ""start_span"": 251, ""end_span"": 259, ""type"": ""Protein""}]"	test
To determine whether the DNA binding proteins were related to NFkappaB and NFAT, dot blots using a SRC96D SNS minifold I dot blotter ( Schleicher & Schull, Dassel, Germany) were performed with the following positive controls and antibodies ( all from Santa Cruz Biotechnology, Heidelberg, Germany): positive controls ( 10 ng / dot): NFkappaB p52 ( 80 kD) sc - 4095WB, c - Rel ( 61 kD) sc - 4030WB; Jurkat nuclear extract, PMA - stimulated; primary antibodies ( 1 mug / dot): anti - NFkappaB p50 ( NLS) sc - 114, anti - NFkappaB p65 ( A) sc - 109, anti - NFkappaB p52 ( 447) sc - 848, a rabbit polyclonal IgG1 antiserum, anti - c - rel ( N466) sc - 272, anti - NFATc2 ( M - 20) sc - 1151, anti - NFATc1 ( K - 18) sc - 1149, two goat polyclonal IgG1 antisera; secondary antibodies ( 0. 8 mug / dot): goat anti - rabbit IgG AP - conjugate sc - 2007, and donkey anti - goat IgG AP - conjugate sc - 2022.	NFAT,75,79,Protein	p52,342,345,Protein	c - Rel,368,375,Protein	p50,491,494,Protein	p65,528,531,Protein	p52,563,566,Protein	c - rel,627,634,Protein	NFATc2,660,666,Protein	NFATc1,695,701,Protein	"[{""token"": ""NFAT"", ""start_span"": 75, ""end_span"": 79, ""type"": ""Protein""}, {""token"": ""p52"", ""start_span"": 342, ""end_span"": 345, ""type"": ""Protein""}, {""token"": ""c - Rel"", ""start_span"": 368, ""end_span"": 375, ""type"": ""Protein""}, {""token"": ""p50"", ""start_span"": 491, ""end_span"": 494, ""type"": ""Protein""}, {""token"": ""p65"", ""start_span"": 528, ""end_span"": 531, ""type"": ""Protein""}, {""token"": ""p52"", ""start_span"": 563, ""end_span"": 566, ""type"": ""Protein""}, {""token"": ""c - rel"", ""start_span"": 627, ""end_span"": 634, ""type"": ""Protein""}, {""token"": ""NFATc2"", ""start_span"": 660, ""end_span"": 666, ""type"": ""Protein""}, {""token"": ""NFATc1"", ""start_span"": 695, ""end_span"": 701, ""type"": ""Protein""}]"	test
Whereas the majority of IkappaBs ( IkappaBalpha, IkappaBbeta, IkappaBepsilon, p105 ( also known as NF - kappaB1), p100 ( also known as NF - kappaB2)) serve as inhibitors of NF - kappaB, IkappaBxi and Bcl - 3 instead potentiate NF - kappaB transactivation in the nucleus.	IkappaBalpha,35,47,Protein	IkappaBbeta,49,60,Protein	IkappaBepsilon,62,76,Protein	p105,78,82,Protein	NF - kappaB1,99,111,Protein	p100,114,118,Protein	NF - kappaB2,135,147,Protein	IkappaBxi,186,195,Protein	Bcl - 3,200,207,Protein	"[{""token"": ""IkappaBalpha"", ""start_span"": 35, ""end_span"": 47, ""type"": ""Protein""}, {""token"": ""IkappaBbeta"", ""start_span"": 49, ""end_span"": 60, ""type"": ""Protein""}, {""token"": ""IkappaBepsilon"", ""start_span"": 62, ""end_span"": 76, ""type"": ""Protein""}, {""token"": ""p105"", ""start_span"": 78, ""end_span"": 82, ""type"": ""Protein""}, {""token"": ""NF - kappaB1"", ""start_span"": 99, ""end_span"": 111, ""type"": ""Protein""}, {""token"": ""p100"", ""start_span"": 114, ""end_span"": 118, ""type"": ""Protein""}, {""token"": ""NF - kappaB2"", ""start_span"": 135, ""end_span"": 147, ""type"": ""Protein""}, {""token"": ""IkappaBxi"", ""start_span"": 186, ""end_span"": 195, ""type"": ""Protein""}, {""token"": ""Bcl - 3"", ""start_span"": 200, ""end_span"": 207, ""type"": ""Protein""}]"	test
For example, TLR4 stimulation by lipopolysaccharide induces the recruitment of Toll / IL - 1 receptor adaptor protein ( also referred to as Mal) and TRIF - related adaptor molecule ( TRAM), which most probably serve as bridging factors to recruit myeloid differentiation primary response gene 88 ( MyD88) and TIR domain - containing adaptor - inducing IFNbeta ( TRIF), respectively.	TLR4,13,17,Protein	Toll / IL - 1 receptor adaptor protein,79,117,Protein	Mal,140,143,Protein	TRIF - related adaptor molecule,149,180,Protein	TRAM,183,187,Protein	myeloid differentiation primary response gene 88,247,295,Protein	MyD88,298,303,Protein	TIR domain - containing adaptor - inducing IFNbeta,309,359,Protein	TRIF,362,366,Protein	"[{""token"": ""TLR4"", ""start_span"": 13, ""end_span"": 17, ""type"": ""Protein""}, {""token"": ""Toll / IL - 1 receptor adaptor protein"", ""start_span"": 79, ""end_span"": 117, ""type"": ""Protein""}, {""token"": ""Mal"", ""start_span"": 140, ""end_span"": 143, ""type"": ""Protein""}, {""token"": ""TRIF - related adaptor molecule"", ""start_span"": 149, ""end_span"": 180, ""type"": ""Protein""}, {""token"": ""TRAM"", ""start_span"": 183, ""end_span"": 187, ""type"": ""Protein""}, {""token"": ""myeloid differentiation primary response gene 88"", ""start_span"": 247, ""end_span"": 295, ""type"": ""Protein""}, {""token"": ""MyD88"", ""start_span"": 298, ""end_span"": 303, ""type"": ""Protein""}, {""token"": ""TIR domain - containing adaptor - inducing IFNbeta"", ""start_span"": 309, ""end_span"": 359, ""type"": ""Protein""}, {""token"": ""TRIF"", ""start_span"": 362, ""end_span"": 366, ""type"": ""Protein""}]"	test
Upon binding of their ligand, CD40 and RANK interact with several TRAF members, including TRAF1, TRAF2, TRAF3, TRAF5, and TRAF6, and this leads to the proteolysis of both TRAF2 and TRAF3, which represents an important step in the activation of the noncanonical pathway as described above.	CD40,30,34,Protein	RANK,39,43,Protein	TRAF1,90,95,Protein	TRAF2,97,102,Protein	TRAF3,104,109,Protein	TRAF5,111,116,Protein	TRAF6,122,127,Protein	TRAF2,171,176,Protein	TRAF3,181,186,Protein	"[{""token"": ""CD40"", ""start_span"": 30, ""end_span"": 34, ""type"": ""Protein""}, {""token"": ""RANK"", ""start_span"": 39, ""end_span"": 43, ""type"": ""Protein""}, {""token"": ""TRAF1"", ""start_span"": 90, ""end_span"": 95, ""type"": ""Protein""}, {""token"": ""TRAF2"", ""start_span"": 97, ""end_span"": 102, ""type"": ""Protein""}, {""token"": ""TRAF3"", ""start_span"": 104, ""end_span"": 109, ""type"": ""Protein""}, {""token"": ""TRAF5"", ""start_span"": 111, ""end_span"": 116, ""type"": ""Protein""}, {""token"": ""TRAF6"", ""start_span"": 122, ""end_span"": 127, ""type"": ""Protein""}, {""token"": ""TRAF2"", ""start_span"": 171, ""end_span"": 176, ""type"": ""Protein""}, {""token"": ""TRAF3"", ""start_span"": 181, ""end_span"": 186, ""type"": ""Protein""}]"	test
CYLD is a deubiquitinating enzyme that negatively regulates NF - kappaB signalling initiated by TNFR, RANK and T - cell receptor stimulation ( reviewed in [ 64]) ( Figure 1), by deubiquitina - ting several NF - kappaB signalling proteins including NEMO, TRAF2, TRAF6, TRAF7, RIP1 and TAK1.	CYLD,0,4,Protein	deubiquitinating enzyme,10,33,Protein	RANK,102,106,Protein	NEMO,248,252,Protein	TRAF2,254,259,Protein	TRAF6,261,266,Protein	TRAF7,268,273,Protein	RIP1,275,279,Protein	TAK1,284,288,Protein	"[{""token"": ""CYLD"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Protein""}, {""token"": ""deubiquitinating enzyme"", ""start_span"": 10, ""end_span"": 33, ""type"": ""Protein""}, {""token"": ""RANK"", ""start_span"": 102, ""end_span"": 106, ""type"": ""Protein""}, {""token"": ""NEMO"", ""start_span"": 248, ""end_span"": 252, ""type"": ""Protein""}, {""token"": ""TRAF2"", ""start_span"": 254, ""end_span"": 259, ""type"": ""Protein""}, {""token"": ""TRAF6"", ""start_span"": 261, ""end_span"": 266, ""type"": ""Protein""}, {""token"": ""TRAF7"", ""start_span"": 268, ""end_span"": 273, ""type"": ""Protein""}, {""token"": ""RIP1"", ""start_span"": 275, ""end_span"": 279, ""type"": ""Protein""}, {""token"": ""TAK1"", ""start_span"": 284, ""end_span"": 288, ""type"": ""Protein""}]"	test
