Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	json	split
Pre - operative consequences of valvular disease ( mainly mixed valve disease) were severe as assessed by functional class ( 72 pts in III or IV NYHA), cardiomegaly ( CTR: 62 + / - 6%), increase of mean pulmonary arterial and wedge pressures ( respectively 30 + / - 12 and 19 + / - 6 mmHg) decrease in cardiac index ( 2. 1 + / - 0. 5 l min - 1 m - 2), LV dilatation ( LV end diastolic volume: 184 + / - 86 ml m - 2) and impairment of LV systolic function ( LV ejection fraction: 50 + / - 12%).	valvular,32,40,Anatomy	valve,64,69,Anatomy	pulmonary arterial,203,221,Anatomy	cardiac,302,309,Anatomy	LV,352,354,Anatomy	LV,368,370,Anatomy	LV,434,436,Anatomy	LV,457,459,Anatomy	"[{""token"": ""valvular"", ""start_span"": 32, ""end_span"": 40, ""type"": ""Anatomy""}, {""token"": ""valve"", ""start_span"": 64, ""end_span"": 69, ""type"": ""Anatomy""}, {""token"": ""pulmonary arterial"", ""start_span"": 203, ""end_span"": 221, ""type"": ""Anatomy""}, {""token"": ""cardiac"", ""start_span"": 302, ""end_span"": 309, ""type"": ""Anatomy""}, {""token"": ""LV"", ""start_span"": 352, ""end_span"": 354, ""type"": ""Anatomy""}, {""token"": ""LV"", ""start_span"": 368, ""end_span"": 370, ""type"": ""Anatomy""}, {""token"": ""LV"", ""start_span"": 434, ""end_span"": 436, ""type"": ""Anatomy""}, {""token"": ""LV"", ""start_span"": 457, ""end_span"": 459, ""type"": ""Anatomy""}]"	valid
From in vivo experiments using new methods such as the rabbit cornea, it is now becoming clear that the growth of a capillary involves an ordered sequence of events that includes lysis of the basement membrane of a parent venule, directional migration of capillary endothelial cells toward the angiogenic stimulus, lumen formation, development of branches, and anastomosis of the tip of one tube with another to form a loop.	cornea,62,68,Anatomy	capillary,116,125,Anatomy	basement membrane,192,209,Anatomy	venule,222,228,Anatomy	capillary endothelial cells,255,282,Anatomy	lumen,315,320,Anatomy	branches,347,355,Anatomy	tube,391,395,Anatomy	"[{""token"": ""cornea"", ""start_span"": 62, ""end_span"": 68, ""type"": ""Anatomy""}, {""token"": ""capillary"", ""start_span"": 116, ""end_span"": 125, ""type"": ""Anatomy""}, {""token"": ""basement membrane"", ""start_span"": 192, ""end_span"": 209, ""type"": ""Anatomy""}, {""token"": ""venule"", ""start_span"": 222, ""end_span"": 228, ""type"": ""Anatomy""}, {""token"": ""capillary endothelial cells"", ""start_span"": 255, ""end_span"": 282, ""type"": ""Anatomy""}, {""token"": ""lumen"", ""start_span"": 315, ""end_span"": 320, ""type"": ""Anatomy""}, {""token"": ""branches"", ""start_span"": 347, ""end_span"": 355, ""type"": ""Anatomy""}, {""token"": ""tube"", ""start_span"": 391, ""end_span"": 395, ""type"": ""Anatomy""}]"	valid
The analysis groups were as follows: ( i) HIV / AIDS, ( ii) lung transplant ( one subject with a dual organ transplant [ lung / kidney] was included in this category), ( iii) all other organ transplants and allogeneic hematopoietic stem cell transplants ( HSCT), ( iv) leukemia, other hematological disorders, and autologous HSCT, ( v) other solid tumors, and ( vi) other nonmalignant conditions.	lung,60,64,Anatomy	organ,102,107,Anatomy	lung,121,125,Anatomy	kidney,128,134,Anatomy	organ,185,190,Anatomy	allogeneic hematopoietic stem cell,207,241,Anatomy	leukemia,269,277,Anatomy	solid tumors,342,354,Anatomy	"[{""token"": ""lung"", ""start_span"": 60, ""end_span"": 64, ""type"": ""Anatomy""}, {""token"": ""organ"", ""start_span"": 102, ""end_span"": 107, ""type"": ""Anatomy""}, {""token"": ""lung"", ""start_span"": 121, ""end_span"": 125, ""type"": ""Anatomy""}, {""token"": ""kidney"", ""start_span"": 128, ""end_span"": 134, ""type"": ""Anatomy""}, {""token"": ""organ"", ""start_span"": 185, ""end_span"": 190, ""type"": ""Anatomy""}, {""token"": ""allogeneic hematopoietic stem cell"", ""start_span"": 207, ""end_span"": 241, ""type"": ""Anatomy""}, {""token"": ""leukemia"", ""start_span"": 269, ""end_span"": 277, ""type"": ""Anatomy""}, {""token"": ""solid tumors"", ""start_span"": 342, ""end_span"": 354, ""type"": ""Anatomy""}]"	test
In the fetal GK / Par rat exposed to mild hyperglycemia during gestation ( a model of IUED), data from our group suggest that the beta - cell deficit ( reduced by more than 50%) starts as early as fetal age E16 and reflects decreased beta - cell proliferation, a limitation of beta - cell neogenesis from precursors, and increased apoptosis of both beta cells and their precursors [ 86].	fetal,7,12,Anatomy	beta - cell,130,141,Anatomy	fetal,197,202,Anatomy	beta - cell,234,245,Anatomy	beta - cell,277,288,Anatomy	precursors,305,315,Anatomy	beta cells,349,359,Anatomy	precursors,370,380,Anatomy	"[{""token"": ""fetal"", ""start_span"": 7, ""end_span"": 12, ""type"": ""Anatomy""}, {""token"": ""beta - cell"", ""start_span"": 130, ""end_span"": 141, ""type"": ""Anatomy""}, {""token"": ""fetal"", ""start_span"": 197, ""end_span"": 202, ""type"": ""Anatomy""}, {""token"": ""beta - cell"", ""start_span"": 234, ""end_span"": 245, ""type"": ""Anatomy""}, {""token"": ""beta - cell"", ""start_span"": 277, ""end_span"": 288, ""type"": ""Anatomy""}, {""token"": ""precursors"", ""start_span"": 305, ""end_span"": 315, ""type"": ""Anatomy""}, {""token"": ""beta cells"", ""start_span"": 349, ""end_span"": 359, ""type"": ""Anatomy""}, {""token"": ""precursors"", ""start_span"": 370, ""end_span"": 380, ""type"": ""Anatomy""}]"	test
The septic abscess wall: a cytokine - generating organ associated with portal venous cytokinemia, hepatic outflow fibrosis, sinusoidal congestion, inflammatory cell sequestration, hepatocellular lipid deposition, and focal cell death.	septic abscess wall,4,23,Anatomy	organ,49,54,Anatomy	portal venous,71,84,Anatomy	hepatic,98,105,Anatomy	sinusoidal,124,134,Anatomy	inflammatory cell,147,164,Anatomy	hepatocellular,180,194,Anatomy	cell,223,227,Anatomy	"[{""token"": ""septic abscess wall"", ""start_span"": 4, ""end_span"": 23, ""type"": ""Anatomy""}, {""token"": ""organ"", ""start_span"": 49, ""end_span"": 54, ""type"": ""Anatomy""}, {""token"": ""portal venous"", ""start_span"": 71, ""end_span"": 84, ""type"": ""Anatomy""}, {""token"": ""hepatic"", ""start_span"": 98, ""end_span"": 105, ""type"": ""Anatomy""}, {""token"": ""sinusoidal"", ""start_span"": 124, ""end_span"": 134, ""type"": ""Anatomy""}, {""token"": ""inflammatory cell"", ""start_span"": 147, ""end_span"": 164, ""type"": ""Anatomy""}, {""token"": ""hepatocellular"", ""start_span"": 180, ""end_span"": 194, ""type"": ""Anatomy""}, {""token"": ""cell"", ""start_span"": 223, ""end_span"": 227, ""type"": ""Anatomy""}]"	test
"In this study, using the human colon cancer cell line HCT116, we find that established HCT116 / IGF1 - R transfectants exhibit a more aggressive transformed phenotype than the parental cell line, as demonstrated by their higher proliferation rate in response to IGF1, higher degree of anchorage - independent growth, resistance to serum deprivation - induced apoptosis, and higher migratory capability in a monolayer "" wounding assay. "" When injected into nude mice, HCT116 / IGF1 - R transfectants were highly invasive and produced distant metastases, whereas the parental cell did not."	colon cancer cell line HCT116,31,60,Anatomy	HCT116 / IGF1 - R transfectants,87,118,Anatomy	parental cell line,176,194,Anatomy	serum,331,336,Anatomy	monolayer,407,416,Anatomy	HCT116 / IGF1 - R transfectants,467,498,Anatomy	metastases,541,551,Anatomy	parental cell,565,578,Anatomy	"[{""token"": ""colon cancer cell line HCT116"", ""start_span"": 31, ""end_span"": 60, ""type"": ""Anatomy""}, {""token"": ""HCT116 / IGF1 - R transfectants"", ""start_span"": 87, ""end_span"": 118, ""type"": ""Anatomy""}, {""token"": ""parental cell line"", ""start_span"": 176, ""end_span"": 194, ""type"": ""Anatomy""}, {""token"": ""serum"", ""start_span"": 331, ""end_span"": 336, ""type"": ""Anatomy""}, {""token"": ""monolayer"", ""start_span"": 407, ""end_span"": 416, ""type"": ""Anatomy""}, {""token"": ""HCT116 / IGF1 - R transfectants"", ""start_span"": 467, ""end_span"": 498, ""type"": ""Anatomy""}, {""token"": ""metastases"", ""start_span"": 541, ""end_span"": 551, ""type"": ""Anatomy""}, {""token"": ""parental cell"", ""start_span"": 565, ""end_span"": 578, ""type"": ""Anatomy""}]"	test
Then, for validation purposes, the optimized NN has been applied to determine the concentration of both compounds in food samples ( fresh tomato, tomato concentrate, tomato sauce, ketchup, tomato juice, watermelon, medlar, green pepper, and carrots), comparing the NN results with the known values of these compounds obtained by analytical techniques ( UV - vis and HPLC).	tomato,138,144,Anatomy	tomato,146,152,Anatomy	tomato,166,172,Anatomy	tomato juice,189,201,Anatomy	watermelon,203,213,Anatomy	medlar,215,221,Anatomy	green pepper,223,235,Anatomy	carrots,241,248,Anatomy	"[{""token"": ""tomato"", ""start_span"": 138, ""end_span"": 144, ""type"": ""Anatomy""}, {""token"": ""tomato"", ""start_span"": 146, ""end_span"": 152, ""type"": ""Anatomy""}, {""token"": ""tomato"", ""start_span"": 166, ""end_span"": 172, ""type"": ""Anatomy""}, {""token"": ""tomato juice"", ""start_span"": 189, ""end_span"": 201, ""type"": ""Anatomy""}, {""token"": ""watermelon"", ""start_span"": 203, ""end_span"": 213, ""type"": ""Anatomy""}, {""token"": ""medlar"", ""start_span"": 215, ""end_span"": 221, ""type"": ""Anatomy""}, {""token"": ""green pepper"", ""start_span"": 223, ""end_span"": 235, ""type"": ""Anatomy""}, {""token"": ""carrots"", ""start_span"": 241, ""end_span"": 248, ""type"": ""Anatomy""}]"	test
Oocytes in double - mutant females showed normal localization of brca2 and pou5f1 transcripts to the animal pole and vasa transcripts to the vegetal pole, but had a polarized rather than symmetrical nucleus with the distribution of nucleoli and chromosomes to opposite nuclear poles; this result revealed a novel role for Brca2 in establishing or maintaining oocyte nuclear architecture.	Oocytes,0,7,Anatomy	animal pole,101,112,Anatomy	vegetal pole,141,153,Anatomy	nucleus,199,206,Anatomy	nucleoli,232,240,Anatomy	chromosomes,245,256,Anatomy	nuclear poles,269,282,Anatomy	oocyte nuclear,359,373,Anatomy	"[{""token"": ""Oocytes"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Anatomy""}, {""token"": ""animal pole"", ""start_span"": 101, ""end_span"": 112, ""type"": ""Anatomy""}, {""token"": ""vegetal pole"", ""start_span"": 141, ""end_span"": 153, ""type"": ""Anatomy""}, {""token"": ""nucleus"", ""start_span"": 199, ""end_span"": 206, ""type"": ""Anatomy""}, {""token"": ""nucleoli"", ""start_span"": 232, ""end_span"": 240, ""type"": ""Anatomy""}, {""token"": ""chromosomes"", ""start_span"": 245, ""end_span"": 256, ""type"": ""Anatomy""}, {""token"": ""nuclear poles"", ""start_span"": 269, ""end_span"": 282, ""type"": ""Anatomy""}, {""token"": ""oocyte nuclear"", ""start_span"": 359, ""end_span"": 373, ""type"": ""Anatomy""}]"	test
The resultant tumors display lumen - like morphology, contain carcinoma - like focal areas with intercellular junctions resembling desmosomes, and coexpress epithelial ( cytokeratin) and mesenchymal ( vimentin) cytoskeletal markers.	tumors,14,20,Anatomy	lumen,29,34,Anatomy	carcinoma - like focal areas,62,90,Anatomy	intercellular junctions,96,119,Anatomy	desmosomes,131,141,Anatomy	epithelial,157,167,Anatomy	mesenchymal,187,198,Anatomy	cytoskeletal,211,223,Anatomy	"[{""token"": ""tumors"", ""start_span"": 14, ""end_span"": 20, ""type"": ""Anatomy""}, {""token"": ""lumen"", ""start_span"": 29, ""end_span"": 34, ""type"": ""Anatomy""}, {""token"": ""carcinoma - like focal areas"", ""start_span"": 62, ""end_span"": 90, ""type"": ""Anatomy""}, {""token"": ""intercellular junctions"", ""start_span"": 96, ""end_span"": 119, ""type"": ""Anatomy""}, {""token"": ""desmosomes"", ""start_span"": 131, ""end_span"": 141, ""type"": ""Anatomy""}, {""token"": ""epithelial"", ""start_span"": 157, ""end_span"": 167, ""type"": ""Anatomy""}, {""token"": ""mesenchymal"", ""start_span"": 187, ""end_span"": 198, ""type"": ""Anatomy""}, {""token"": ""cytoskeletal"", ""start_span"": 211, ""end_span"": 223, ""type"": ""Anatomy""}]"	test
Thirteen cases of primary adenocarcinoma of the gallbladder ( GB), 1 of malignant fibrous histocytoma, 3 of metastatic adenocarcinoma, 5 of adenoma, 5 of polypus, 2 of xanthogranuloma, 6 of chronic cholecystitis, 4 of acute cholecystitis, and 8 of subacute cholecystitis were studied by image - directed and color Doppler ultrasonography ( CDUS).	primary adenocarcinoma,18,40,Anatomy	gallbladder,48,59,Anatomy	GB,62,64,Anatomy	malignant fibrous histocytoma,72,101,Anatomy	metastatic adenocarcinoma,108,133,Anatomy	adenoma,140,147,Anatomy	polypus,154,161,Anatomy	xanthogranuloma,168,183,Anatomy	"[{""token"": ""primary adenocarcinoma"", ""start_span"": 18, ""end_span"": 40, ""type"": ""Anatomy""}, {""token"": ""gallbladder"", ""start_span"": 48, ""end_span"": 59, ""type"": ""Anatomy""}, {""token"": ""GB"", ""start_span"": 62, ""end_span"": 64, ""type"": ""Anatomy""}, {""token"": ""malignant fibrous histocytoma"", ""start_span"": 72, ""end_span"": 101, ""type"": ""Anatomy""}, {""token"": ""metastatic adenocarcinoma"", ""start_span"": 108, ""end_span"": 133, ""type"": ""Anatomy""}, {""token"": ""adenoma"", ""start_span"": 140, ""end_span"": 147, ""type"": ""Anatomy""}, {""token"": ""polypus"", ""start_span"": 154, ""end_span"": 161, ""type"": ""Anatomy""}, {""token"": ""xanthogranuloma"", ""start_span"": 168, ""end_span"": 183, ""type"": ""Anatomy""}]"	test
Nursing actions to support the humoral and cell - mediated immune system of the burned patient include providing nutritional support to maintain serum protein levels at optimal levels; measures to decrease edema and promote angiogenesis in areas of partial - thickness injury; meticulous treatment of the wound to prevent infection and promote healing; monitoring of antibiotic use; conservative use of invasive techniques, including intubation and vascular access devices; maintenance of fluid and electrolyte balance and body temperature; and energy conservation measures.	cell,43,47,Anatomy	immune system,59,72,Anatomy	serum,145,150,Anatomy	edema,206,211,Anatomy	wound,305,310,Anatomy	vascular,449,457,Anatomy	fluid,489,494,Anatomy	body,523,527,Anatomy	"[{""token"": ""cell"", ""start_span"": 43, ""end_span"": 47, ""type"": ""Anatomy""}, {""token"": ""immune system"", ""start_span"": 59, ""end_span"": 72, ""type"": ""Anatomy""}, {""token"": ""serum"", ""start_span"": 145, ""end_span"": 150, ""type"": ""Anatomy""}, {""token"": ""edema"", ""start_span"": 206, ""end_span"": 211, ""type"": ""Anatomy""}, {""token"": ""wound"", ""start_span"": 305, ""end_span"": 310, ""type"": ""Anatomy""}, {""token"": ""vascular"", ""start_span"": 449, ""end_span"": 457, ""type"": ""Anatomy""}, {""token"": ""fluid"", ""start_span"": 489, ""end_span"": 494, ""type"": ""Anatomy""}, {""token"": ""body"", ""start_span"": 523, ""end_span"": 527, ""type"": ""Anatomy""}]"	test
