Sentence	entity_1	entity_2	entity_3	json	split
The increased TNF - alpha production was dependent on cell - to - cell contact because when the two cell types were separated in trans - wells, no stimulation was observed ( Fig. 2 B).	cell,54,58,Anatomy	cell,66,70,Anatomy	cell,100,104,Anatomy	"[{""token"": ""cell"", ""start_span"": 54, ""end_span"": 58, ""type"": ""Anatomy""}, {""token"": ""cell"", ""start_span"": 66, ""end_span"": 70, ""type"": ""Anatomy""}, {""token"": ""cell"", ""start_span"": 100, ""end_span"": 104, ""type"": ""Anatomy""}]"	train
In separate experiments we observed this NK - stimulatory effect on TNF - alpha production at NK / DC ratios as low as 1: 20 and 1: 40 ( data not shown).	NK,41,43,Anatomy	NK,94,96,Anatomy	DC,99,101,Anatomy	"[{""token"": ""NK"", ""start_span"": 41, ""end_span"": 43, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 94, ""end_span"": 96, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 99, ""end_span"": 101, ""type"": ""Anatomy""}]"	train
Raising the NK / DC ratio to 5: 1 changes the interaction from one of potent DC stimulation to that of complete inhibition in the presence or absence of LPS ( Fig. 2 C).	NK,12,14,Anatomy	DC,17,19,Anatomy	DC,77,79,Anatomy	"[{""token"": ""NK"", ""start_span"": 12, ""end_span"": 14, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 17, ""end_span"": 19, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 77, ""end_span"": 79, ""type"": ""Anatomy""}]"	train
The massive production of TNF - alpha in the cultures at the lowest ratios was mediated primarily by DCs in the culture due to the low number of NK cells ( 2 x 104 cells per well) used in these experiments.	DCs,101,104,Anatomy	NK cells,145,153,Anatomy	cells,164,169,Anatomy	"[{""token"": ""DCs"", ""start_span"": 101, ""end_span"": 104, ""type"": ""Anatomy""}, {""token"": ""NK cells"", ""start_span"": 145, ""end_span"": 153, ""type"": ""Anatomy""}, {""token"": ""cells"", ""start_span"": 164, ""end_span"": 169, ""type"": ""Anatomy""}]"	train
In addition, efforts to stimulate NK cells directly with optimal doses of anti - CD16, rIL - 2, rIL - 12, and PMA / ionomycin alone or in combination induced only moderate ( < 500 pg / ml) TNF - alpha production by the NK cells alone which were present at 2 x 105 cells per well ( data not shown).	NK cells,34,42,Anatomy	NK cells,219,227,Anatomy	cells,264,269,Anatomy	"[{""token"": ""NK cells"", ""start_span"": 34, ""end_span"": 42, ""type"": ""Anatomy""}, {""token"": ""NK cells"", ""start_span"": 219, ""end_span"": 227, ""type"": ""Anatomy""}, {""token"": ""cells"", ""start_span"": 264, ""end_span"": 269, ""type"": ""Anatomy""}]"	train
We next tested directly whether NK cell killing was active in our system using both short - term ( 4 - h) chromium release assays ( data not shown) and a flow cytometric assay which allowed us to follow the survival of the autologous iDCs in the presence of NK cells over longer periods ( Fig. 3).	NK cell,32,39,Anatomy	iDCs,234,238,Anatomy	NK cells,258,266,Anatomy	"[{""token"": ""NK cell"", ""start_span"": 32, ""end_span"": 39, ""type"": ""Anatomy""}, {""token"": ""iDCs"", ""start_span"": 234, ""end_span"": 238, ""type"": ""Anatomy""}, {""token"": ""NK cells"", ""start_span"": 258, ""end_span"": 266, ""type"": ""Anatomy""}]"	train
Snarf - 1 ( FL3) - labeled iDCs or K562 cells were incubated ( 30 min) with CFDA. SE ( FL1) - labeled NK cells at the different ratios.	iDCs,27,31,Anatomy	K562 cells,35,45,Anatomy	NK cells,102,110,Anatomy	"[{""token"": ""iDCs"", ""start_span"": 27, ""end_span"": 31, ""type"": ""Anatomy""}, {""token"": ""K562 cells"", ""start_span"": 35, ""end_span"": 45, ""type"": ""Anatomy""}, {""token"": ""NK cells"", ""start_span"": 102, ""end_span"": 110, ""type"": ""Anatomy""}]"	train
Our initial experiments using resting NK cells ( Fig. 1) demonstrated a contact - dependent NK effect driving iDCs to mature.	NK cells,38,46,Anatomy	NK,92,94,Anatomy	iDCs,110,114,Anatomy	"[{""token"": ""NK cells"", ""start_span"": 38, ""end_span"": 46, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 92, ""end_span"": 94, ""type"": ""Anatomy""}, {""token"": ""iDCs"", ""start_span"": 110, ""end_span"": 114, ""type"": ""Anatomy""}]"	train
Compared with the untreated DCs ( Fig. 4 A - C), low NK / DC ratios ( 1: 5 or 1: 1) consistently augmented expression of the maturation markers: CD86 ( Fig. 4 D - I), CD83, and HLA - DR ( data not shown).	DCs,28,31,Anatomy	NK,53,55,Anatomy	DC,58,60,Anatomy	"[{""token"": ""DCs"", ""start_span"": 28, ""end_span"": 31, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 53, ""end_span"": 55, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 58, ""end_span"": 60, ""type"": ""Anatomy""}]"	train
At a 5: 1 ratio ( NK / DC) most of the DCs are nonviable ( Fig. 4 J - L).	NK,18,20,Anatomy	DC,23,25,Anatomy	DCs,39,42,Anatomy	"[{""token"": ""NK"", ""start_span"": 18, ""end_span"": 20, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 23, ""end_span"": 25, ""type"": ""Anatomy""}, {""token"": ""DCs"", ""start_span"": 39, ""end_span"": 42, ""type"": ""Anatomy""}]"	train
Addition of suboptimal doses of LPS ( Fig. 4 C, F, I, and L) augmented the NK - induced maturation at NK / DC ratios of 1: 5 and 1: 1, but had no effect at the 5: 1 ratio.	NK,75,77,Anatomy	NK,102,104,Anatomy	DC,107,109,Anatomy	"[{""token"": ""NK"", ""start_span"": 75, ""end_span"": 77, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 102, ""end_span"": 104, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 107, ""end_span"": 109, ""type"": ""Anatomy""}]"	train
Again, DC maturation was dependent on NK cell contact and endogenously produced TNF - alpha, because it did not occur when the two cell types were separated in trans - wells or upon the addition of a neutralizing antibody for TNF - alpha ( Fig. 5).	DC,7,9,Anatomy	NK cell,38,45,Anatomy	cell,131,135,Anatomy	"[{""token"": ""DC"", ""start_span"": 7, ""end_span"": 9, ""type"": ""Anatomy""}, {""token"": ""NK cell"", ""start_span"": 38, ""end_span"": 45, ""type"": ""Anatomy""}, {""token"": ""cell"", ""start_span"": 131, ""end_span"": 135, ""type"": ""Anatomy""}]"	train
Forward versus side scatter plots ( A, D, G, and J) show the gating on the DC subset and demonstrate its disappearance at the 5: 1 ( NK / DC) ratio ( J).	DC,75,77,Anatomy	NK,133,135,Anatomy	DC,138,140,Anatomy	"[{""token"": ""DC"", ""start_span"": 75, ""end_span"": 77, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 133, ""end_span"": 135, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 138, ""end_span"": 140, ""type"": ""Anatomy""}]"	train
Propidium iodide staining of the NK / DC ( 5: 1) cultures confirmed the almost complete absence of viable DCs ( data not shown).	NK,33,35,Anatomy	DC,38,40,Anatomy	DCs,106,109,Anatomy	"[{""token"": ""NK"", ""start_span"": 33, ""end_span"": 35, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 38, ""end_span"": 40, ""type"": ""Anatomy""}, {""token"": ""DCs"", ""start_span"": 106, ""end_span"": 109, ""type"": ""Anatomy""}]"	train
Loss of both apical pathways ( bottom) allows astral microtubules ( arrows) to form apically and basally in neuroblasts.	apical pathways,13,28,Anatomy	astral microtubules,46,65,Anatomy	neuroblasts,108,119,Anatomy	"[{""token"": ""apical pathways"", ""start_span"": 13, ""end_span"": 28, ""type"": ""Anatomy""}, {""token"": ""astral microtubules"", ""start_span"": 46, ""end_span"": 65, ""type"": ""Anatomy""}, {""token"": ""neuroblasts"", ""start_span"": 108, ""end_span"": 119, ""type"": ""Anatomy""}]"	train
The initial rapid loss of bone and connectivity was largely accompanied by trabecular thinning, while secondary, slower loss of bone was concomitant with a decrease in Tb. N.	bone,26,30,Anatomy	trabecular,75,85,Anatomy	bone,128,132,Anatomy	"[{""token"": ""bone"", ""start_span"": 26, ""end_span"": 30, ""type"": ""Anatomy""}, {""token"": ""trabecular"", ""start_span"": 75, ""end_span"": 85, ""type"": ""Anatomy""}, {""token"": ""bone"", ""start_span"": 128, ""end_span"": 132, ""type"": ""Anatomy""}]"	train
Current established immunosuppressive strategies in kidney transplantation often include an induction agent ( monoclonal or polyclonal anti - T - cell antibodies) based on the immunologic risk of the recipient, followed by a maintenance regimen combining a CNI and an anti - proliferative agent, with or without corticosteroids. 2 - 4 As MMF was the first MPA formulation approved in clinical kidney transplantation, more extensive clinical data are available with this drug in comparison to EC - MPS.	kidney,52,58,Anatomy	T - cell,142,150,Anatomy	kidney,393,399,Anatomy	"[{""token"": ""kidney"", ""start_span"": 52, ""end_span"": 58, ""type"": ""Anatomy""}, {""token"": ""T - cell"", ""start_span"": 142, ""end_span"": 150, ""type"": ""Anatomy""}, {""token"": ""kidney"", ""start_span"": 393, ""end_span"": 399, ""type"": ""Anatomy""}]"	train
Another Notch ligand, Delta1 shows a right deviated pattern, but is more caudal area of the node extending to the primitive streak ( data not shown).	caudal area,73,84,Anatomy	node,92,96,Anatomy	primitive streak,114,130,Anatomy	"[{""token"": ""caudal area"", ""start_span"": 73, ""end_span"": 84, ""type"": ""Anatomy""}, {""token"": ""node"", ""start_span"": 92, ""end_span"": 96, ""type"": ""Anatomy""}, {""token"": ""primitive streak"", ""start_span"": 114, ""end_span"": 130, ""type"": ""Anatomy""}]"	train
Ventral part of the endothelial precursor cells in blood islands is positive for CCN3 expression.	Ventral part,0,12,Anatomy	endothelial precursor cells,20,47,Anatomy	blood islands,51,64,Anatomy	"[{""token"": ""Ventral part"", ""start_span"": 0, ""end_span"": 12, ""type"": ""Anatomy""}, {""token"": ""endothelial precursor cells"", ""start_span"": 20, ""end_span"": 47, ""type"": ""Anatomy""}, {""token"": ""blood islands"", ""start_span"": 51, ""end_span"": 64, ""type"": ""Anatomy""}]"	train
Erythroblasts in the center of blood islands ( spherical cells in Fig. 1e) weakly express CCN3 and their expression is mildly enhanced in later stage ( data not shown).	Erythroblasts,0,13,Anatomy	blood islands,31,44,Anatomy	cells,57,62,Anatomy	"[{""token"": ""Erythroblasts"", ""start_span"": 0, ""end_span"": 13, ""type"": ""Anatomy""}, {""token"": ""blood islands"", ""start_span"": 31, ""end_span"": 44, ""type"": ""Anatomy""}, {""token"": ""cells"", ""start_span"": 57, ""end_span"": 62, ""type"": ""Anatomy""}]"	train
In this procedure, an opening is made in the trabecular meshwork, so that aqueous humor can drain into the sclera.	trabecular,45,55,Anatomy	aqueous humor,74,87,Anatomy	sclera,107,113,Anatomy	"[{""token"": ""trabecular"", ""start_span"": 45, ""end_span"": 55, ""type"": ""Anatomy""}, {""token"": ""aqueous humor"", ""start_span"": 74, ""end_span"": 87, ""type"": ""Anatomy""}, {""token"": ""sclera"", ""start_span"": 107, ""end_span"": 113, ""type"": ""Anatomy""}]"	train
This is the first study to employ such a large number of replicated samples in order to assess the bacterial communities of healthy and diseased corals, and the first culture - independent assessment of bacterial communities on Acroporid WS corals on the GBR.	communities,109,120,Anatomy	culture,167,174,Anatomy	communities,213,224,Anatomy	"[{""token"": ""communities"", ""start_span"": 109, ""end_span"": 120, ""type"": ""Anatomy""}, {""token"": ""culture"", ""start_span"": 167, ""end_span"": 174, ""type"": ""Anatomy""}, {""token"": ""communities"", ""start_span"": 213, ""end_span"": 224, ""type"": ""Anatomy""}]"	train
Clinical trials have found that a one percentage point reduction in HbA1c levels would reduce micro - vascular complications by 25% to 30% [ 49, 50] and a 10 mmHg reduction in blood pressure would decrease macro - and micro - vascular complications and death rates by 32% [ 51].	vascular,102,110,Anatomy	blood,176,181,Anatomy	vascular,226,234,Anatomy	"[{""token"": ""vascular"", ""start_span"": 102, ""end_span"": 110, ""type"": ""Anatomy""}, {""token"": ""blood"", ""start_span"": 176, ""end_span"": 181, ""type"": ""Anatomy""}, {""token"": ""vascular"", ""start_span"": 226, ""end_span"": 234, ""type"": ""Anatomy""}]"	train
Improved control of blood lipids can reduce risk of coronary heart disease by 39% and risk of death by 43% [ 52].	blood,20,25,Anatomy	coronary,52,60,Anatomy	heart,61,66,Anatomy	"[{""token"": ""blood"", ""start_span"": 20, ""end_span"": 25, ""type"": ""Anatomy""}, {""token"": ""coronary"", ""start_span"": 52, ""end_span"": 60, ""type"": ""Anatomy""}, {""token"": ""heart"", ""start_span"": 61, ""end_span"": 66, ""type"": ""Anatomy""}]"	train
It could thus be argued that the neural representations of upcoming rewards influence neural systems concerned with action preparation and oculomotor control.	neural,33,39,Anatomy	neural systems,86,100,Anatomy	oculomotor,139,149,Anatomy	"[{""token"": ""neural"", ""start_span"": 33, ""end_span"": 39, ""type"": ""Anatomy""}, {""token"": ""neural systems"", ""start_span"": 86, ""end_span"": 100, ""type"": ""Anatomy""}, {""token"": ""oculomotor"", ""start_span"": 139, ""end_span"": 149, ""type"": ""Anatomy""}]"	train
Although the current behavioral results cannot exclude or confirm neural links between reward anticipation and action preparation systems in the brain, they suggest intact cross - talk among subcortical circuits that allow goal - directed action to be modified by motivational factors.	neural,66,72,Anatomy	brain,145,150,Anatomy	subcortical,191,202,Anatomy	"[{""token"": ""neural"", ""start_span"": 66, ""end_span"": 72, ""type"": ""Anatomy""}, {""token"": ""brain"", ""start_span"": 145, ""end_span"": 150, ""type"": ""Anatomy""}, {""token"": ""subcortical"", ""start_span"": 191, ""end_span"": 202, ""type"": ""Anatomy""}]"	train
However the reward - related modulation of the oculomotor control system may not only apply to the basal ganglia part of the oculomotor network.	oculomotor control system,47,72,Anatomy	basal ganglia,99,112,Anatomy	oculomotor network,125,143,Anatomy	"[{""token"": ""oculomotor control system"", ""start_span"": 47, ""end_span"": 72, ""type"": ""Anatomy""}, {""token"": ""basal ganglia"", ""start_span"": 99, ""end_span"": 112, ""type"": ""Anatomy""}, {""token"": ""oculomotor network"", ""start_span"": 125, ""end_span"": 143, ""type"": ""Anatomy""}]"	train
Complex structural connections enable the striatum to exert a controlling influence over the cerebral cortex via a series of reentrant corticobasal ganglia circuits.	striatum,42,50,Anatomy	cerebral cortex,93,108,Anatomy	reentrant corticobasal ganglia,125,155,Anatomy	"[{""token"": ""striatum"", ""start_span"": 42, ""end_span"": 50, ""type"": ""Anatomy""}, {""token"": ""cerebral cortex"", ""start_span"": 93, ""end_span"": 108, ""type"": ""Anatomy""}, {""token"": ""reentrant corticobasal ganglia"", ""start_span"": 125, ""end_span"": 155, ""type"": ""Anatomy""}]"	train
Thus reward anticipation may increase the level of preparation in the intact cortical eyefields and thereby compensate for age - and disease - related subcortical decrements in the oculomotor network.	cortical eyefields,77,95,Anatomy	subcortical,151,162,Anatomy	oculomotor network,181,199,Anatomy	"[{""token"": ""cortical eyefields"", ""start_span"": 77, ""end_span"": 95, ""type"": ""Anatomy""}, {""token"": ""subcortical"", ""start_span"": 151, ""end_span"": 162, ""type"": ""Anatomy""}, {""token"": ""oculomotor network"", ""start_span"": 181, ""end_span"": 199, ""type"": ""Anatomy""}]"	train
Given the convergence of dopamine and glutamate inputs at the spiny projection neurons in the striatum ( Burns et al., 1994), an interaction between dopamine and glutamate might underlie striatal processes of reward anticipation and action preparation.	spiny projection neurons,62,86,Anatomy	striatum,94,102,Anatomy	striatal,187,195,Anatomy	"[{""token"": ""spiny projection neurons"", ""start_span"": 62, ""end_span"": 86, ""type"": ""Anatomy""}, {""token"": ""striatum"", ""start_span"": 94, ""end_span"": 102, ""type"": ""Anatomy""}, {""token"": ""striatal"", ""start_span"": 187, ""end_span"": 195, ""type"": ""Anatomy""}]"	train
Recently however, the interaction of neural reward processing with other cognitive functions and their underlying neural systems, such as the action control system, has gained increasing interest ( Haber and Knutson, 2010).	neural,37,43,Anatomy	neural systems,114,128,Anatomy	action control system,142,163,Anatomy	"[{""token"": ""neural"", ""start_span"": 37, ""end_span"": 43, ""type"": ""Anatomy""}, {""token"": ""neural systems"", ""start_span"": 114, ""end_span"": 128, ""type"": ""Anatomy""}, {""token"": ""action control system"", ""start_span"": 142, ""end_span"": 163, ""type"": ""Anatomy""}]"	train
Behavioral benefits from motivation might be associated with changes in functional brain connectivity on a larger scale, e. g., between frontostriatal reward and action preparation structures.	brain,83,88,Anatomy	frontostriatal reward,136,157,Anatomy	action preparation structures,162,191,Anatomy	"[{""token"": ""brain"", ""start_span"": 83, ""end_span"": 88, ""type"": ""Anatomy""}, {""token"": ""frontostriatal reward"", ""start_span"": 136, ""end_span"": 157, ""type"": ""Anatomy""}, {""token"": ""action preparation structures"", ""start_span"": 162, ""end_span"": 191, ""type"": ""Anatomy""}]"	train
The thickness of the inner retina was established as the distance between retinal nerve fiber layer and inner nuclear layer and was measured using the 1, 000 mum caliper available in the OCT - SLO Spectralis.	inner retina,21,33,Anatomy	retinal nerve fiber layer,74,99,Anatomy	inner nuclear layer,104,123,Anatomy	"[{""token"": ""inner retina"", ""start_span"": 21, ""end_span"": 33, ""type"": ""Anatomy""}, {""token"": ""retinal nerve fiber layer"", ""start_span"": 74, ""end_span"": 99, ""type"": ""Anatomy""}, {""token"": ""inner nuclear layer"", ""start_span"": 104, ""end_span"": 123, ""type"": ""Anatomy""}]"	train
This cost estimate does not consider Scheuermann kyphosis, or adults with idiopathic - type spinal curvature who suffer from chronic back pain, contributing to the estimated $ 849 billion cost of treatment and lost wages associated with musculoskeletal disease [ 24].	spinal,92,98,Anatomy	back,133,137,Anatomy	musculoskeletal,237,252,Anatomy	"[{""token"": ""spinal"", ""start_span"": 92, ""end_span"": 98, ""type"": ""Anatomy""}, {""token"": ""back"", ""start_span"": 133, ""end_span"": 137, ""type"": ""Anatomy""}, {""token"": ""musculoskeletal"", ""start_span"": 237, ""end_span"": 252, ""type"": ""Anatomy""}]"	train
( A) Normal physiological conditions that maintain mitochondrial homeostasis: PINK1 recruits parkin to the mitochondria, where these two proteins interact to eliminate abnormal mitochondria through mitophagy.	mitochondrial,51,64,Anatomy	mitochondria,107,119,Anatomy	mitochondria,177,189,Anatomy	"[{""token"": ""mitochondrial"", ""start_span"": 51, ""end_span"": 64, ""type"": ""Anatomy""}, {""token"": ""mitochondria"", ""start_span"": 107, ""end_span"": 119, ""type"": ""Anatomy""}, {""token"": ""mitochondria"", ""start_span"": 177, ""end_span"": 189, ""type"": ""Anatomy""}]"	train
Alterations in mitochondrial membrane potential ( DeltaPsim; a key indicator of mitochondrial physiology and cell viability) initiate the PINK1 - parkin cascade of events that lead to mitophagy.	mitochondrial membrane,15,37,Anatomy	mitochondrial,80,93,Anatomy	cell,109,113,Anatomy	"[{""token"": ""mitochondrial membrane"", ""start_span"": 15, ""end_span"": 37, ""type"": ""Anatomy""}, {""token"": ""mitochondrial"", ""start_span"": 80, ""end_span"": 93, ""type"": ""Anatomy""}, {""token"": ""cell"", ""start_span"": 109, ""end_span"": 113, ""type"": ""Anatomy""}]"	train
Acute treatment with milnacipran results in a decreased firing of 5 - HT neurons from the raphe nucleus possibly due in part to increased stimulation of somatodendritic autoreceptors.	5 - HT neurons,66,80,Anatomy	raphe nucleus,90,103,Anatomy	somatodendritic,153,168,Anatomy	"[{""token"": ""5 - HT neurons"", ""start_span"": 66, ""end_span"": 80, ""type"": ""Anatomy""}, {""token"": ""raphe nucleus"", ""start_span"": 90, ""end_span"": 103, ""type"": ""Anatomy""}, {""token"": ""somatodendritic"", ""start_span"": 153, ""end_span"": 168, ""type"": ""Anatomy""}]"	train
Microscopy revealed features of a diffusely growing discohesive carcinoma, exclusively growing in the alveolar interstitium, thus expanding it, while leaving the original alveolar architecture intact ( Figure 2).	discohesive carcinoma,52,73,Anatomy	alveolar interstitium,102,123,Anatomy	alveolar,171,179,Anatomy	"[{""token"": ""discohesive carcinoma"", ""start_span"": 52, ""end_span"": 73, ""type"": ""Anatomy""}, {""token"": ""alveolar interstitium"", ""start_span"": 102, ""end_span"": 123, ""type"": ""Anatomy""}, {""token"": ""alveolar"", ""start_span"": 171, ""end_span"": 179, ""type"": ""Anatomy""}]"	train
They featured scant eosinophilic cytoplasm and irregularly contoured and hyperchromatic nuclei, often containing one or more prominent nucleoli ( Figure 2 ( b)).	eosinophilic cytoplasm,20,42,Anatomy	nuclei,88,94,Anatomy	nucleoli,135,143,Anatomy	"[{""token"": ""eosinophilic cytoplasm"", ""start_span"": 20, ""end_span"": 42, ""type"": ""Anatomy""}, {""token"": ""nuclei"", ""start_span"": 88, ""end_span"": 94, ""type"": ""Anatomy""}, {""token"": ""nucleoli"", ""start_span"": 135, ""end_span"": 143, ""type"": ""Anatomy""}]"	train
Within the tumor, there were multiple small blood - filled clefts and blood lakes.	tumor,11,16,Anatomy	blood,44,49,Anatomy	blood,70,75,Anatomy	"[{""token"": ""tumor"", ""start_span"": 11, ""end_span"": 16, ""type"": ""Anatomy""}, {""token"": ""blood"", ""start_span"": 44, ""end_span"": 49, ""type"": ""Anatomy""}, {""token"": ""blood"", ""start_span"": 70, ""end_span"": 75, ""type"": ""Anatomy""}]"	train
Of note, the broadened alveolar septa were lined by markedly atypical epithelial cells, yet less atypical than the interstitial carcinoma ( Figures 2 ( a) and 2 ( b)).	alveolar septa,23,37,Anatomy	epithelial cells,70,86,Anatomy	interstitial carcinoma,115,137,Anatomy	"[{""token"": ""alveolar septa"", ""start_span"": 23, ""end_span"": 37, ""type"": ""Anatomy""}, {""token"": ""epithelial cells"", ""start_span"": 70, ""end_span"": 86, ""type"": ""Anatomy""}, {""token"": ""interstitial carcinoma"", ""start_span"": 115, ""end_span"": 137, ""type"": ""Anatomy""}]"	train
