Sentence	entity_1	entity_2	entity_3	entity_4	json	split
This strategy led us to identify and characterize a point mutation in the phoP / phoR two - component regulatory system of H37Ra that has uncovered novel regulatory links, which impact on the secretion and T cell recognition of the major T cell antigens ESAT - 6 and CFP - 10.	phoP,74,78,Protein	phoR,81,85,Protein	ESAT - 6,254,262,Protein	CFP - 10,267,275,Protein	"[{""token"": ""phoP"", ""start_span"": 74, ""end_span"": 78, ""type"": ""Protein""}, {""token"": ""phoR"", ""start_span"": 81, ""end_span"": 85, ""type"": ""Protein""}, {""token"": ""ESAT - 6"", ""start_span"": 254, ""end_span"": 262, ""type"": ""Protein""}, {""token"": ""CFP - 10"", ""start_span"": 267, ""end_span"": 275, ""type"": ""Protein""}]"	train
Based on the known role of phoP in virulence [ 14], the H37Ra strain complemented with I36 ( H37Ra:: phoP) was accorded highest priority for further molecular characterization and functional analyses, whereas the two other recombinants ( H37Ra:: fadE5, H37Ra:: rpsL) served as controls.	phoP,27,31,Protein	phoP,101,105,Protein	fadE5,246,251,Protein	rpsL,261,265,Protein	"[{""token"": ""phoP"", ""start_span"": 27, ""end_span"": 31, ""type"": ""Protein""}, {""token"": ""phoP"", ""start_span"": 101, ""end_span"": 105, ""type"": ""Protein""}, {""token"": ""fadE5"", ""start_span"": 246, ""end_span"": 251, ""type"": ""Protein""}, {""token"": ""rpsL"", ""start_span"": 261, ""end_span"": 265, ""type"": ""Protein""}]"	train
In contrast, splenocytes from H37Ra:: phoP inoculated mice showed very strong IFN - gamma production in response to incubation with ESAT - 6 and CFP - 10.	phoP,38,42,Protein	IFN - gamma,78,89,Protein	ESAT - 6,132,140,Protein	CFP - 10,145,153,Protein	"[{""token"": ""phoP"", ""start_span"": 38, ""end_span"": 42, ""type"": ""Protein""}, {""token"": ""IFN - gamma"", ""start_span"": 78, ""end_span"": 89, ""type"": ""Protein""}, {""token"": ""ESAT - 6"", ""start_span"": 132, ""end_span"": 140, ""type"": ""Protein""}, {""token"": ""CFP - 10"", ""start_span"": 145, ""end_span"": 153, ""type"": ""Protein""}]"	train
Figure 4A shows that infection of BM - DC with H37Ra or H37Ra:: rpsL induced no stimulation of the hybridoma as judged by IL - 2 production, while H37Ra:: phoP or H37Rv triggered high amounts of IL - 2 production in this very sensitive and specific test.	rpsL,64,68,Protein	IL - 2,122,128,Protein	phoP,155,159,Protein	IL - 2,195,201,Protein	"[{""token"": ""rpsL"", ""start_span"": 64, ""end_span"": 68, ""type"": ""Protein""}, {""token"": ""IL - 2"", ""start_span"": 122, ""end_span"": 128, ""type"": ""Protein""}, {""token"": ""phoP"", ""start_span"": 155, ""end_span"": 159, ""type"": ""Protein""}, {""token"": ""IL - 2"", ""start_span"": 195, ""end_span"": 201, ""type"": ""Protein""}]"	train
However, the most striking link in relation to our results on phoP and ESAT - 6 secretion that was revealed by these two transcriptional analyses, were the data on gene cluster rv3612c - rv3616c.	phoP,62,66,Protein	ESAT - 6,71,79,Protein	rv3612c,177,184,Protein	rv3616c,187,194,Protein	"[{""token"": ""phoP"", ""start_span"": 62, ""end_span"": 66, ""type"": ""Protein""}, {""token"": ""ESAT - 6"", ""start_span"": 71, ""end_span"": 79, ""type"": ""Protein""}, {""token"": ""rv3612c"", ""start_span"": 177, ""end_span"": 184, ""type"": ""Protein""}, {""token"": ""rv3616c"", ""start_span"": 187, ""end_span"": 194, ""type"": ""Protein""}]"	train
It should be mentioned here that the SO2 phoP ko strain, which showed strong ESAT - 6 expression but little ESAT - 6 secretion ( Figure 5), induced only very reduced ESAT - 6 - specific T cell responses ( Figure 3).	phoP,41,45,Protein	ESAT - 6,77,85,Protein	ESAT - 6,108,116,Protein	ESAT - 6 -,166,176,Protein	"[{""token"": ""phoP"", ""start_span"": 41, ""end_span"": 45, ""type"": ""Protein""}, {""token"": ""ESAT - 6"", ""start_span"": 77, ""end_span"": 85, ""type"": ""Protein""}, {""token"": ""ESAT - 6"", ""start_span"": 108, ""end_span"": 116, ""type"": ""Protein""}, {""token"": ""ESAT - 6 -"", ""start_span"": 166, ""end_span"": 176, ""type"": ""Protein""}]"	train
As ESAT - 6 - specific T cell responses induced by this strain are low, ESAT - 6 - based IFN - gamma production assays might be used to differentiate between vaccination with SO2 and infection with wild - type M. tuberculosis.	ESAT - 6,3,11,Protein	ESAT - 6,72,80,Protein	IFN - gamma,89,100,Protein	SO2,175,178,Protein	"[{""token"": ""ESAT - 6"", ""start_span"": 3, ""end_span"": 11, ""type"": ""Protein""}, {""token"": ""ESAT - 6"", ""start_span"": 72, ""end_span"": 80, ""type"": ""Protein""}, {""token"": ""IFN - gamma"", ""start_span"": 89, ""end_span"": 100, ""type"": ""Protein""}, {""token"": ""SO2"", ""start_span"": 175, ""end_span"": 178, ""type"": ""Protein""}]"	train
Interestingly, one TCS ( Plu0102 / Plu103 and YE4185 / YE4186) is unique for the genera Photorhabdus and Yersinia.	Plu0102,25,32,Protein	Plu103,35,41,Protein	YE4185,46,52,Protein	YE4186,55,61,Protein	"[{""token"": ""Plu0102"", ""start_span"": 25, ""end_span"": 32, ""type"": ""Protein""}, {""token"": ""Plu103"", ""start_span"": 35, ""end_span"": 41, ""type"": ""Protein""}, {""token"": ""YE4185"", ""start_span"": 46, ""end_span"": 52, ""type"": ""Protein""}, {""token"": ""YE4186"", ""start_span"": 55, ""end_span"": 61, ""type"": ""Protein""}]"	train
BvgS / BvgR is the TCS of Y. enterocolitica that corresponds to AstS / AstR.	BvgS,0,4,Protein	BvgR,7,11,Protein	AstS,64,68,Protein	AstR,71,75,Protein	"[{""token"": ""BvgS"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Protein""}, {""token"": ""BvgR"", ""start_span"": 7, ""end_span"": 11, ""type"": ""Protein""}, {""token"": ""AstS"", ""start_span"": 64, ""end_span"": 68, ""type"": ""Protein""}, {""token"": ""AstR"", ""start_span"": 71, ""end_span"": 75, ""type"": ""Protein""}]"	train
In Y. pestis, the production of YspI and YspR, the homologues of YenI and YenR, is induced at 26degreesC ( Table 1).	YspI,32,36,Protein	YspR,41,45,Protein	YenI,65,69,Protein	YenR,74,78,Protein	"[{""token"": ""YspI"", ""start_span"": 32, ""end_span"": 36, ""type"": ""Protein""}, {""token"": ""YspR"", ""start_span"": 41, ""end_span"": 45, ""type"": ""Protein""}, {""token"": ""YenI"", ""start_span"": 65, ""end_span"": 69, ""type"": ""Protein""}, {""token"": ""YenR"", ""start_span"": 74, ""end_span"": 78, ""type"": ""Protein""}]"	train
In the genome of P. luminescens, two genes encoding putative AHL - LuxR - like receptors, plu0320 and plu4562, but no luxI genes are present ( Fig. 3).	LuxR,67,71,Protein	plu0320,90,97,Protein	plu4562,102,109,Protein	luxI,118,122,Protein	"[{""token"": ""LuxR"", ""start_span"": 67, ""end_span"": 71, ""type"": ""Protein""}, {""token"": ""plu0320"", ""start_span"": 90, ""end_span"": 97, ""type"": ""Protein""}, {""token"": ""plu4562"", ""start_span"": 102, ""end_span"": 109, ""type"": ""Protein""}, {""token"": ""luxI"", ""start_span"": 118, ""end_span"": 122, ""type"": ""Protein""}]"	train
It is interesting to note that Sodalis glossinidius strain morsitans, an endosymbiont of the tse tse fly Glossina morsitans morsitans [ 38], also has two pontential AHL - LuxR receptors, SG1740 and SG0285, but no luxI homologue ( Fig. 3).	LuxR,171,175,Protein	SG1740,187,193,Protein	SG0285,198,204,Protein	luxI,213,217,Protein	"[{""token"": ""LuxR"", ""start_span"": 171, ""end_span"": 175, ""type"": ""Protein""}, {""token"": ""SG1740"", ""start_span"": 187, ""end_span"": 193, ""type"": ""Protein""}, {""token"": ""SG0285"", ""start_span"": 198, ""end_span"": 204, ""type"": ""Protein""}, {""token"": ""luxI"", ""start_span"": 213, ""end_span"": 217, ""type"": ""Protein""}]"	train
"For example, the expression of tcdA1 and tccC1 encoding subunits of the insecticidal toxin complexes and the production of mcf2 encoding the "" Makes caterpillar floppy "" toxin was identified to be luxS dependent."	tcdA1,31,36,Protein	tccC1,41,46,Protein	mcf2,123,127,Protein	luxS,197,201,Protein	"[{""token"": ""tcdA1"", ""start_span"": 31, ""end_span"": 36, ""type"": ""Protein""}, {""token"": ""tccC1"", ""start_span"": 41, ""end_span"": 46, ""type"": ""Protein""}, {""token"": ""mcf2"", ""start_span"": 123, ""end_span"": 127, ""type"": ""Protein""}, {""token"": ""luxS"", ""start_span"": 197, ""end_span"": 201, ""type"": ""Protein""}]"	train
Most of the genes are located in two large gene clusters ( plu0918 - 0925 and plu2001 - 2019).	plu0918,59,66,Protein	0925,69,73,Protein	plu2001,78,85,Protein	2019,88,92,Protein	"[{""token"": ""plu0918"", ""start_span"": 59, ""end_span"": 66, ""type"": ""Protein""}, {""token"": ""0925"", ""start_span"": 69, ""end_span"": 73, ""type"": ""Protein""}, {""token"": ""plu2001"", ""start_span"": 78, ""end_span"": 85, ""type"": ""Protein""}, {""token"": ""2019"", ""start_span"": 88, ""end_span"": 92, ""type"": ""Protein""}]"	train
In P. luminescens, two LuxR - like receptors with a yet unidentified signalling binding site are present, Plu4274 and Plu1817, the latter of which is shared by Y. enterocolitica ( YE1621), but not by S. glossinidius.	LuxR,23,27,Protein	Plu4274,106,113,Protein	Plu1817,118,125,Protein	YE1621,180,186,Protein	"[{""token"": ""LuxR"", ""start_span"": 23, ""end_span"": 27, ""type"": ""Protein""}, {""token"": ""Plu4274"", ""start_span"": 106, ""end_span"": 113, ""type"": ""Protein""}, {""token"": ""Plu1817"", ""start_span"": 118, ""end_span"": 125, ""type"": ""Protein""}, {""token"": ""YE1621"", ""start_span"": 180, ""end_span"": 186, ""type"": ""Protein""}]"	train
P. luminescens, but not Y. enterocolitica, produces two members of the UspFG family, the UspG homologues Plu2030 and Plu2032 ( Tab. 2), indicating a global stress response induced by those Usp proteins that is different in both organisms.	UspFG,71,76,Protein	UspG,89,93,Protein	Plu2030,105,112,Protein	Plu2032,117,124,Protein	"[{""token"": ""UspFG"", ""start_span"": 71, ""end_span"": 76, ""type"": ""Protein""}, {""token"": ""UspG"", ""start_span"": 89, ""end_span"": 93, ""type"": ""Protein""}, {""token"": ""Plu2030"", ""start_span"": 105, ""end_span"": 112, ""type"": ""Protein""}, {""token"": ""Plu2032"", ""start_span"": 117, ""end_span"": 124, ""type"": ""Protein""}]"	train
Furthermore, two proteins with PilZ domain exist in Y. enterocolitica, namely YE3197 and BcsA ( YE4074), a putative cellulose synthase.	PilZ,31,35,Protein	YE3197,78,84,Protein	BcsA,89,93,Protein	YE4074,96,102,Protein	"[{""token"": ""PilZ"", ""start_span"": 31, ""end_span"": 35, ""type"": ""Protein""}, {""token"": ""YE3197"", ""start_span"": 78, ""end_span"": 84, ""type"": ""Protein""}, {""token"": ""BcsA"", ""start_span"": 89, ""end_span"": 93, ""type"": ""Protein""}, {""token"": ""YE4074"", ""start_span"": 96, ""end_span"": 102, ""type"": ""Protein""}]"	train
A putative RTX - family toxin transporter is common to both pathogens ( YE1998 - 2000, Plu0634 / Plu0635).	YE1998,72,78,Protein	2000,81,85,Protein	Plu0634,87,94,Protein	Plu0635,97,104,Protein	"[{""token"": ""YE1998"", ""start_span"": 72, ""end_span"": 78, ""type"": ""Protein""}, {""token"": ""2000"", ""start_span"": 81, ""end_span"": 85, ""type"": ""Protein""}, {""token"": ""Plu0634"", ""start_span"": 87, ""end_span"": 94, ""type"": ""Protein""}, {""token"": ""Plu0635"", ""start_span"": 97, ""end_span"": 104, ""type"": ""Protein""}]"	train
Further RTX toxins are encoded by plu3217, plu3324 ( both RTX A - family), plu4117 ( own family), and plu3668 ( RTX cytotoxin), none of which is present in Y. enterocolitica.	plu3217,34,41,Protein	plu3324,43,50,Protein	plu4117,75,82,Protein	plu3668,102,109,Protein	"[{""token"": ""plu3217"", ""start_span"": 34, ""end_span"": 41, ""type"": ""Protein""}, {""token"": ""plu3324"", ""start_span"": 43, ""end_span"": 50, ""type"": ""Protein""}, {""token"": ""plu4117"", ""start_span"": 75, ""end_span"": 82, ""type"": ""Protein""}, {""token"": ""plu3668"", ""start_span"": 102, ""end_span"": 109, ""type"": ""Protein""}]"	train
Examples are SopB, a host cell invasion factor translocated via the type - III secretion system that is present in the emerging human pathogen P. asymbiotica, but not in the insect pathogen P. luminescens [ 14], a putative effector protein ( YE2447) with proteolytic activity, and a homologue of SrfA which is negatively regulated by PhoP in S. typhimurium [ 75].	SopB,13,17,Protein	YE2447,242,248,Protein	SrfA,296,300,Protein	PhoP,334,338,Protein	"[{""token"": ""SopB"", ""start_span"": 13, ""end_span"": 17, ""type"": ""Protein""}, {""token"": ""YE2447"", ""start_span"": 242, ""end_span"": 248, ""type"": ""Protein""}, {""token"": ""SrfA"", ""start_span"": 296, ""end_span"": 300, ""type"": ""Protein""}, {""token"": ""PhoP"", ""start_span"": 334, ""end_span"": 338, ""type"": ""Protein""}]"	train
In P. luminescens, eleven fimbrial gene cluster have been identified, four of which ( V, VII, IX and X) are also present in Y. enterocolitica.	V,86,87,Protein	VII,89,92,Protein	IX,94,96,Protein	X,101,102,Protein	"[{""token"": ""V"", ""start_span"": 86, ""end_span"": 87, ""type"": ""Protein""}, {""token"": ""VII"", ""start_span"": 89, ""end_span"": 92, ""type"": ""Protein""}, {""token"": ""IX"", ""start_span"": 94, ""end_span"": 96, ""type"": ""Protein""}, {""token"": ""X"", ""start_span"": 101, ""end_span"": 102, ""type"": ""Protein""}]"	train
Unique for the human pathogen in comparison to P. luminescens are the two fimbrial gene cluster ye2664 - 2668 and ye2692 - 2700, both of yet hypothetical function.	ye2664,96,102,Protein	2668,105,109,Protein	ye2692,114,120,Protein	2700,123,127,Protein	"[{""token"": ""ye2664"", ""start_span"": 96, ""end_span"": 102, ""type"": ""Protein""}, {""token"": ""2668"", ""start_span"": 105, ""end_span"": 109, ""type"": ""Protein""}, {""token"": ""ye2692"", ""start_span"": 114, ""end_span"": 120, ""type"": ""Protein""}, {""token"": ""2700"", ""start_span"": 123, ""end_span"": 127, ""type"": ""Protein""}]"	train
Examples are the product of plu4258, adjacent to a gene encoding glutathione transferase ( plu4259), a putative steroid monooxygenase ( Plu4232), and a glycine oxidase ( Plu2242), all of which have no counterparts in Y. enterocolitica.	plu4258,28,35,Protein	plu4259,91,98,Protein	Plu4232,136,143,Protein	Plu2242,170,177,Protein	"[{""token"": ""plu4258"", ""start_span"": 28, ""end_span"": 35, ""type"": ""Protein""}, {""token"": ""plu4259"", ""start_span"": 91, ""end_span"": 98, ""type"": ""Protein""}, {""token"": ""Plu4232"", ""start_span"": 136, ""end_span"": 143, ""type"": ""Protein""}, {""token"": ""Plu2242"", ""start_span"": 170, ""end_span"": 177, ""type"": ""Protein""}]"	train
We also identified two proteases in each pathogen ( Plu4291, Plu0631, YE0320, and YE2087) without a homologue in the other bacterium.	Plu4291,52,59,Protein	Plu0631,61,68,Protein	YE0320,70,76,Protein	YE2087,82,88,Protein	"[{""token"": ""Plu4291"", ""start_span"": 52, ""end_span"": 59, ""type"": ""Protein""}, {""token"": ""Plu0631"", ""start_span"": 61, ""end_span"": 68, ""type"": ""Protein""}, {""token"": ""YE0320"", ""start_span"": 70, ""end_span"": 76, ""type"": ""Protein""}, {""token"": ""YE2087"", ""start_span"": 82, ""end_span"": 88, ""type"": ""Protein""}]"	train
Y. enterocolitica carries the genes encoding tetrathionate reductase ( ttrABC) and the TCS TtrRS ( YE1613 - 1617).	ttrABC,71,77,Protein	TtrRS,91,96,Protein	YE1613,99,105,Protein	1617,108,112,Protein	"[{""token"": ""ttrABC"", ""start_span"": 71, ""end_span"": 77, ""type"": ""Protein""}, {""token"": ""TtrRS"", ""start_span"": 91, ""end_span"": 96, ""type"": ""Protein""}, {""token"": ""YE1613"", ""start_span"": 99, ""end_span"": 105, ""type"": ""Protein""}, {""token"": ""1617"", ""start_span"": 108, ""end_span"": 112, ""type"": ""Protein""}]"	train
The cobalamine synthesis genes and the eutABC operon, but not ttrC, ttrR, ttrS and the propanediol utilization gene cluster, are also present in the genome of P. luminescens, suggesting the degradation of phosphatidylethanolamine as additional energy source in the insect host [ 102].	eutABC,39,45,Protein	ttrC,62,66,Protein	ttrR,68,72,Protein	ttrS,74,78,Protein	"[{""token"": ""eutABC"", ""start_span"": 39, ""end_span"": 45, ""type"": ""Protein""}, {""token"": ""ttrC"", ""start_span"": 62, ""end_span"": 66, ""type"": ""Protein""}, {""token"": ""ttrR"", ""start_span"": 68, ""end_span"": 72, ""type"": ""Protein""}, {""token"": ""ttrS"", ""start_span"": 74, ""end_span"": 78, ""type"": ""Protein""}]"	train
Furthermore, P. luminescens encodes two putative heme - binding hemopexin - like proteins, the photopexins PpxA ( Plu4242) and PpxB ( Plu4243), which are the first hemopexins found in bacteria.	PpxA,107,111,Protein	Plu4242,114,121,Protein	PpxB,127,131,Protein	Plu4243,134,141,Protein	"[{""token"": ""PpxA"", ""start_span"": 107, ""end_span"": 111, ""type"": ""Protein""}, {""token"": ""Plu4242"", ""start_span"": 114, ""end_span"": 121, ""type"": ""Protein""}, {""token"": ""PpxB"", ""start_span"": 127, ""end_span"": 131, ""type"": ""Protein""}, {""token"": ""Plu4243"", ""start_span"": 134, ""end_span"": 141, ""type"": ""Protein""}]"	train
The Na + dependent citrate symporter CitS of S. enterica, which the Y. enterocolitica protein YE2507 is homologous to, is induced by the CitA / CitB system for fermentation of citrate under anoxic conditions [ 110], indicating a general difference of citrate utilization in P. luminescens and Y. enterocolitica.	CitS,37,41,Protein	YE2507,94,100,Protein	CitA,137,141,Protein	CitB,144,148,Protein	"[{""token"": ""CitS"", ""start_span"": 37, ""end_span"": 41, ""type"": ""Protein""}, {""token"": ""YE2507"", ""start_span"": 94, ""end_span"": 100, ""type"": ""Protein""}, {""token"": ""CitA"", ""start_span"": 137, ""end_span"": 141, ""type"": ""Protein""}, {""token"": ""CitB"", ""start_span"": 144, ""end_span"": 148, ""type"": ""Protein""}]"	train
A region highly similar to YAPIYe is the genome island plu0958 - 1166 carrying a hemolysin, hypothetical genes, the toxin / antitoxin system CcdA / CcdB, and the type IV pilus.	plu0958,55,62,Protein	1166,65,69,Protein	CcdA,141,145,Protein	CcdB,148,152,Protein	"[{""token"": ""plu0958"", ""start_span"": 55, ""end_span"": 62, ""type"": ""Protein""}, {""token"": ""1166"", ""start_span"": 65, ""end_span"": 69, ""type"": ""Protein""}, {""token"": ""CcdA"", ""start_span"": 141, ""end_span"": 145, ""type"": ""Protein""}, {""token"": ""CcdB"", ""start_span"": 148, ""end_span"": 152, ""type"": ""Protein""}]"	train
The graRS mutant shows altered cell surface charge but unaltered lysyl - phosphatidylglycerol ( LPG) content In order to study if reduced expression of the dlt operon upon graRS disruption results in altered cell surface charge, we compared binding of the red - coloured, cationic protein cytochrome c to wild type S. aureus SA113 ( WT), the isogenic graRS mutant, and the plasmid - complemented mutant.	graRS,4,9,Protein	graRS,172,177,Protein	cytochrome c,289,301,Protein	graRS,351,356,Protein	"[{""token"": ""graRS"", ""start_span"": 4, ""end_span"": 9, ""type"": ""Protein""}, {""token"": ""graRS"", ""start_span"": 172, ""end_span"": 177, ""type"": ""Protein""}, {""token"": ""cytochrome c"", ""start_span"": 289, ""end_span"": 301, ""type"": ""Protein""}, {""token"": ""graRS"", ""start_span"": 351, ""end_span"": 356, ""type"": ""Protein""}]"	train
Due to the high binding capacities of the dltA and the dltA / graRS mutant we modified the conditions in order to prevent limitation of applied cytochrome c.	dltA,42,46,Protein	dltA,55,59,Protein	graRS,62,67,Protein	cytochrome c,144,156,Protein	"[{""token"": ""dltA"", ""start_span"": 42, ""end_span"": 46, ""type"": ""Protein""}, {""token"": ""dltA"", ""start_span"": 55, ""end_span"": 59, ""type"": ""Protein""}, {""token"": ""graRS"", ""start_span"": 62, ""end_span"": 67, ""type"": ""Protein""}, {""token"": ""cytochrome c"", ""start_span"": 144, ""end_span"": 156, ""type"": ""Protein""}]"	train
Herein we report that a panel of serotype - matched GAS, which were clinically isolated from severe invasive but not from non - invaive infections, could abrogate functions of human polymorphnuclear neutrophils ( PMN) in at least two independent ways; due to inducing necrosis to PMN by enhanced production of a pore - forming toxin streptolysin O ( SLO) and due to impairment of PMN migration via digesting interleukin - 8, a PMN attracting chemokine, by increased production of a serine protease ScpC.	streptolysin O,333,347,Protein	SLO,350,353,Protein	interleukin - 8,408,423,Protein	ScpC,498,502,Protein	"[{""token"": ""streptolysin O"", ""start_span"": 333, ""end_span"": 347, ""type"": ""Protein""}, {""token"": ""SLO"", ""start_span"": 350, ""end_span"": 353, ""type"": ""Protein""}, {""token"": ""interleukin - 8"", ""start_span"": 408, ""end_span"": 423, ""type"": ""Protein""}, {""token"": ""ScpC"", ""start_span"": 498, ""end_span"": 502, ""type"": ""Protein""}]"	train
Streptolysin S ( SLS) is an oxygen - stable beta - hemolysin and Streptolysin O ( SLO) is a pore - forming cholesterol - binding toxin [ 16].	Streptolysin S,0,14,Protein	SLS,17,20,Protein	Streptolysin O,65,79,Protein	SLO,82,85,Protein	"[{""token"": ""Streptolysin S"", ""start_span"": 0, ""end_span"": 14, ""type"": ""Protein""}, {""token"": ""SLS"", ""start_span"": 17, ""end_span"": 20, ""type"": ""Protein""}, {""token"": ""Streptolysin O"", ""start_span"": 65, ""end_span"": 79, ""type"": ""Protein""}, {""token"": ""SLO"", ""start_span"": 82, ""end_span"": 85, ""type"": ""Protein""}]"	train
