Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	json	split
SPI - 2 regulation by SsrB and SlyA may be explained in a similar mechanism where both SlyA and SsrB counteract the silencing activity of H - NS / YdgT / Hha by competing for binding to the same target sequences or by altering the structure of the DNA to promote transcription for SPI - 2.	SsrB,22,26,Protein	SlyA,31,35,Protein	SlyA,87,91,Protein	SsrB,96,100,Protein	H - NS,138,144,Protein	YdgT,147,151,Protein	Hha,154,157,Protein	"[{""token"": ""SsrB"", ""start_span"": 22, ""end_span"": 26, ""type"": ""Protein""}, {""token"": ""SlyA"", ""start_span"": 31, ""end_span"": 35, ""type"": ""Protein""}, {""token"": ""SlyA"", ""start_span"": 87, ""end_span"": 91, ""type"": ""Protein""}, {""token"": ""SsrB"", ""start_span"": 96, ""end_span"": 100, ""type"": ""Protein""}, {""token"": ""H - NS"", ""start_span"": 138, ""end_span"": 144, ""type"": ""Protein""}, {""token"": ""YdgT"", ""start_span"": 147, ""end_span"": 151, ""type"": ""Protein""}, {""token"": ""Hha"", ""start_span"": 154, ""end_span"": 157, ""type"": ""Protein""}]"	train
Thus, one explanation for the transcription we observe following over - expression of ssrB or slyA may be that both SlyA and SsrB counteract binding of small nucleoid - like proteins including both H - NS and YdgD / Hha in this A + T rich SPI - 2 region [ 70].	ssrB,86,90,Protein	slyA,94,98,Protein	SlyA,116,120,Protein	SsrB,125,129,Protein	H - NS,198,204,Protein	YdgD,209,213,Protein	Hha,216,219,Protein	"[{""token"": ""ssrB"", ""start_span"": 86, ""end_span"": 90, ""type"": ""Protein""}, {""token"": ""slyA"", ""start_span"": 94, ""end_span"": 98, ""type"": ""Protein""}, {""token"": ""SlyA"", ""start_span"": 116, ""end_span"": 120, ""type"": ""Protein""}, {""token"": ""SsrB"", ""start_span"": 125, ""end_span"": 129, ""type"": ""Protein""}, {""token"": ""H - NS"", ""start_span"": 198, ""end_span"": 204, ""type"": ""Protein""}, {""token"": ""YdgD"", ""start_span"": 209, ""end_span"": 213, ""type"": ""Protein""}, {""token"": ""Hha"", ""start_span"": 216, ""end_span"": 219, ""type"": ""Protein""}]"	train
The protein is on average 30 - 50% identical to known P. aeruginosa NtrC - like enhancer binding proteins including PilR, FleQ, FleR, AlgB, CbrB, and NtrC [ 53], [ 54].	NtrC,68,72,Protein	PilR,116,120,Protein	FleQ,122,126,Protein	FleR,128,132,Protein	AlgB,134,138,Protein	CbrB,140,144,Protein	NtrC,150,154,Protein	"[{""token"": ""NtrC"", ""start_span"": 68, ""end_span"": 72, ""type"": ""Protein""}, {""token"": ""PilR"", ""start_span"": 116, ""end_span"": 120, ""type"": ""Protein""}, {""token"": ""FleQ"", ""start_span"": 122, ""end_span"": 126, ""type"": ""Protein""}, {""token"": ""FleR"", ""start_span"": 128, ""end_span"": 132, ""type"": ""Protein""}, {""token"": ""AlgB"", ""start_span"": 134, ""end_span"": 138, ""type"": ""Protein""}, {""token"": ""CbrB"", ""start_span"": 140, ""end_span"": 144, ""type"": ""Protein""}, {""token"": ""NtrC"", ""start_span"": 150, ""end_span"": 154, ""type"": ""Protein""}]"	train
Evidence for induction of an ESR in the flea included the high expression levels of rpoE, the gene for the alternate transcription factor sigmaE ( as well as the anti - sigmaE negative regulator genes rseA and rseB), cpxP; and pspA and pspG, components of the phage - shock protein ( Psp) response ( Tables S1 and S3).	rpoE,84,88,Protein	sigmaE,138,144,Protein	rseA,201,205,Protein	rseB,210,214,Protein	cpxP,217,221,Protein	pspA,227,231,Protein	pspG,236,240,Protein	"[{""token"": ""rpoE"", ""start_span"": 84, ""end_span"": 88, ""type"": ""Protein""}, {""token"": ""sigmaE"", ""start_span"": 138, ""end_span"": 144, ""type"": ""Protein""}, {""token"": ""rseA"", ""start_span"": 201, ""end_span"": 205, ""type"": ""Protein""}, {""token"": ""rseB"", ""start_span"": 210, ""end_span"": 214, ""type"": ""Protein""}, {""token"": ""cpxP"", ""start_span"": 217, ""end_span"": 221, ""type"": ""Protein""}, {""token"": ""pspA"", ""start_span"": 227, ""end_span"": 231, ""type"": ""Protein""}, {""token"": ""pspG"", ""start_span"": 236, ""end_span"": 240, ""type"": ""Protein""}]"	train
Interestingly, the level of transcription obtained by RT - PCR of the flagellar genes fliM ( BAB2 _ 0124) and motB ( BAB2 _ 1103), and the pckA gene ( BAB1 _ 2091) were the highest in the bvrR mutant.	fliM,86,90,Protein	BAB2 _ 0124,93,104,Protein	motB,110,114,Protein	BAB2 _ 1103,117,128,Protein	pckA,139,143,Protein	BAB1 _ 2091,151,162,Protein	bvrR,188,192,Protein	"[{""token"": ""fliM"", ""start_span"": 86, ""end_span"": 90, ""type"": ""Protein""}, {""token"": ""BAB2 _ 0124"", ""start_span"": 93, ""end_span"": 104, ""type"": ""Protein""}, {""token"": ""motB"", ""start_span"": 110, ""end_span"": 114, ""type"": ""Protein""}, {""token"": ""BAB2 _ 1103"", ""start_span"": 117, ""end_span"": 128, ""type"": ""Protein""}, {""token"": ""pckA"", ""start_span"": 139, ""end_span"": 143, ""type"": ""Protein""}, {""token"": ""BAB1 _ 2091"", ""start_span"": 151, ""end_span"": 162, ""type"": ""Protein""}, {""token"": ""bvrR"", ""start_span"": 188, ""end_span"": 192, ""type"": ""Protein""}]"	train
As we have show in this study, the expression of at least three flagellar genes ( fliM, BAB2 _ 0124 / 5; flgJ, BAB1 _ 0260; motB, BAB2 _ 1103) were increased also in the bvrR mutant ( Figure 2).	fliM,82,86,Protein	BAB2 _ 0124 / 5,88,103,Protein	flgJ,105,109,Protein	BAB1 _ 0260,111,122,Protein	motB,124,128,Protein	BAB2 _ 1103,130,141,Protein	bvrR,170,174,Protein	"[{""token"": ""fliM"", ""start_span"": 82, ""end_span"": 86, ""type"": ""Protein""}, {""token"": ""BAB2 _ 0124 / 5"", ""start_span"": 88, ""end_span"": 103, ""type"": ""Protein""}, {""token"": ""flgJ"", ""start_span"": 105, ""end_span"": 109, ""type"": ""Protein""}, {""token"": ""BAB1 _ 0260"", ""start_span"": 111, ""end_span"": 122, ""type"": ""Protein""}, {""token"": ""motB"", ""start_span"": 124, ""end_span"": 128, ""type"": ""Protein""}, {""token"": ""BAB2 _ 1103"", ""start_span"": 130, ""end_span"": 141, ""type"": ""Protein""}, {""token"": ""bvrR"", ""start_span"": 170, ""end_span"": 174, ""type"": ""Protein""}]"	train
The expression of genes vjbR, malF, norC, pckA, fumB, BAB1 _ 0017 ( fatty acids metabolism) and BAB1 _ 1620 ( LPS glycosyl transferase) were induced intracellularly.	vjbR,24,28,Protein	malF,30,34,Protein	norC,36,40,Protein	pckA,42,46,Protein	fumB,48,52,Protein	BAB1 _ 0017,54,65,Protein	BAB1 _ 1620,96,107,Protein	"[{""token"": ""vjbR"", ""start_span"": 24, ""end_span"": 28, ""type"": ""Protein""}, {""token"": ""malF"", ""start_span"": 30, ""end_span"": 34, ""type"": ""Protein""}, {""token"": ""norC"", ""start_span"": 36, ""end_span"": 40, ""type"": ""Protein""}, {""token"": ""pckA"", ""start_span"": 42, ""end_span"": 46, ""type"": ""Protein""}, {""token"": ""fumB"", ""start_span"": 48, ""end_span"": 52, ""type"": ""Protein""}, {""token"": ""BAB1 _ 0017"", ""start_span"": 54, ""end_span"": 65, ""type"": ""Protein""}, {""token"": ""BAB1 _ 1620"", ""start_span"": 96, ""end_span"": 107, ""type"": ""Protein""}]"	train
Mild acid pH induces transcription of PmrA - regulated genes To examine the mild acid pH induction of PmrA - activated genes, we grew Salmonella cells harbouring chromosomal lacZYA transcriptional fusions to the PmrA - regulated genes pbgP, pmrC and ugd ( Wosten and Groisman, 1999) in N - minimal media buffered at pH 5. 8 or 7. 7.	PmrA,38,42,Protein	PmrA,102,106,Protein	lacZYA,174,180,Protein	PmrA,212,216,Protein	pbgP,235,239,Protein	pmrC,241,245,Protein	ugd,250,253,Protein	"[{""token"": ""PmrA"", ""start_span"": 38, ""end_span"": 42, ""type"": ""Protein""}, {""token"": ""PmrA"", ""start_span"": 102, ""end_span"": 106, ""type"": ""Protein""}, {""token"": ""lacZYA"", ""start_span"": 174, ""end_span"": 180, ""type"": ""Protein""}, {""token"": ""PmrA"", ""start_span"": 212, ""end_span"": 216, ""type"": ""Protein""}, {""token"": ""pbgP"", ""start_span"": 235, ""end_span"": 239, ""type"": ""Protein""}, {""token"": ""pmrC"", ""start_span"": 241, ""end_span"": 245, ""type"": ""Protein""}, {""token"": ""ugd"", ""start_span"": 250, ""end_span"": 253, ""type"": ""Protein""}]"	valid
In the animal model, attenuation of virulence has been noted for Salmonella strains that carry mutations in the pts, crr, cya or crp genes, which encode the general energy - coupling enzymes of the PTS, enzyme IIAGlc of the PTS, adenylate cyclase and cyclic AMP receptor protein, respectively ( 23, 24).	pts,112,115,Protein	crr,117,120,Protein	cya,122,125,Protein	crp,129,132,Protein	IIAGlc,210,216,Protein	adenylate cyclase,229,246,Protein	cyclic AMP receptor protein,251,278,Protein	"[{""token"": ""pts"", ""start_span"": 112, ""end_span"": 115, ""type"": ""Protein""}, {""token"": ""crr"", ""start_span"": 117, ""end_span"": 120, ""type"": ""Protein""}, {""token"": ""cya"", ""start_span"": 122, ""end_span"": 125, ""type"": ""Protein""}, {""token"": ""crp"", ""start_span"": 129, ""end_span"": 132, ""type"": ""Protein""}, {""token"": ""IIAGlc"", ""start_span"": 210, ""end_span"": 216, ""type"": ""Protein""}, {""token"": ""adenylate cyclase"", ""start_span"": 229, ""end_span"": 246, ""type"": ""Protein""}, {""token"": ""cyclic AMP receptor protein"", ""start_span"": 251, ""end_span"": 278, ""type"": ""Protein""}]"	valid
The hilC mutation had little effect on SPI1 gene expression or the invasive phenotype, whereas the over - expression of hilC suppressed the hilD mutation, thereby promoting high levels of hilA and invF expression, which suggests that HilC can partially compensate for the loss of function of HilD and the invasive phenotype ( 8, 9, 15).	hilC,4,8,Protein	hilC,120,124,Protein	hilD,140,144,Protein	hilA,188,192,Protein	invF,197,201,Protein	HilC,234,238,Protein	HilD,292,296,Protein	"[{""token"": ""hilC"", ""start_span"": 4, ""end_span"": 8, ""type"": ""Protein""}, {""token"": ""hilC"", ""start_span"": 120, ""end_span"": 124, ""type"": ""Protein""}, {""token"": ""hilD"", ""start_span"": 140, ""end_span"": 144, ""type"": ""Protein""}, {""token"": ""hilA"", ""start_span"": 188, ""end_span"": 192, ""type"": ""Protein""}, {""token"": ""invF"", ""start_span"": 197, ""end_span"": 201, ""type"": ""Protein""}, {""token"": ""HilC"", ""start_span"": 234, ""end_span"": 238, ""type"": ""Protein""}, {""token"": ""HilD"", ""start_span"": 292, ""end_span"": 296, ""type"": ""Protein""}]"	valid
These results suggested that salK and salR are transcriptionally coupled, and the five downstream ( 05SSU0942 - 05SSU0938) genes are co - transcribed from a promoter positioned immediately upstream of 05SSU0942 and that their transcription ends between the 05SSU0938 - 05SSU0937 intergenic region which contains a terminator - like inverted repeat sequence.	salK,29,33,Protein	salR,38,42,Protein	05SSU0942,100,109,Protein	05SSU0938,112,121,Protein	05SSU0942,201,210,Protein	05SSU0938,257,266,Protein	05SSU0937,269,278,Protein	"[{""token"": ""salK"", ""start_span"": 29, ""end_span"": 33, ""type"": ""Protein""}, {""token"": ""salR"", ""start_span"": 38, ""end_span"": 42, ""type"": ""Protein""}, {""token"": ""05SSU0942"", ""start_span"": 100, ""end_span"": 109, ""type"": ""Protein""}, {""token"": ""05SSU0938"", ""start_span"": 112, ""end_span"": 121, ""type"": ""Protein""}, {""token"": ""05SSU0942"", ""start_span"": 201, ""end_span"": 210, ""type"": ""Protein""}, {""token"": ""05SSU0938"", ""start_span"": 257, ""end_span"": 266, ""type"": ""Protein""}, {""token"": ""05SSU0937"", ""start_span"": 269, ""end_span"": 278, ""type"": ""Protein""}]"	valid
Together with some elements of DNA recombination / repair ( 05SSU0063, 05SSU0588 and 05SSU0953), two transcription regulators ( 05SSU0503 and 05SSU1233) were also under the regulation of SalK / SalR.	05SSU0063,60,69,Protein	05SSU0588,71,80,Protein	05SSU0953,85,94,Protein	05SSU0503,128,137,Protein	05SSU1233,142,151,Protein	SalK,187,191,Protein	SalR,194,198,Protein	"[{""token"": ""05SSU0063"", ""start_span"": 60, ""end_span"": 69, ""type"": ""Protein""}, {""token"": ""05SSU0588"", ""start_span"": 71, ""end_span"": 80, ""type"": ""Protein""}, {""token"": ""05SSU0953"", ""start_span"": 85, ""end_span"": 94, ""type"": ""Protein""}, {""token"": ""05SSU0503"", ""start_span"": 128, ""end_span"": 137, ""type"": ""Protein""}, {""token"": ""05SSU1233"", ""start_span"": 142, ""end_span"": 151, ""type"": ""Protein""}, {""token"": ""SalK"", ""start_span"": 187, ""end_span"": 191, ""type"": ""Protein""}, {""token"": ""SalR"", ""start_span"": 194, ""end_span"": 198, ""type"": ""Protein""}]"	valid
Observation of green fluorescent protein ( GFP) fluorescence in infected larvae carrying a Diptericin - GFP reporter gene confirmed that prtR and aprA mutants elicited an immune response, whereas gacA mutants failed to do so ( unpublished data).	green fluorescent protein,15,40,Protein	GFP,43,46,Protein	Diptericin,91,101,Protein	GFP,104,107,Protein	prtR,137,141,Protein	aprA,146,150,Protein	gacA,196,200,Protein	"[{""token"": ""green fluorescent protein"", ""start_span"": 15, ""end_span"": 40, ""type"": ""Protein""}, {""token"": ""GFP"", ""start_span"": 43, ""end_span"": 46, ""type"": ""Protein""}, {""token"": ""Diptericin"", ""start_span"": 91, ""end_span"": 101, ""type"": ""Protein""}, {""token"": ""GFP"", ""start_span"": 104, ""end_span"": 107, ""type"": ""Protein""}, {""token"": ""prtR"", ""start_span"": 137, ""end_span"": 141, ""type"": ""Protein""}, {""token"": ""aprA"", ""start_span"": 146, ""end_span"": 150, ""type"": ""Protein""}, {""token"": ""gacA"", ""start_span"": 196, ""end_span"": 200, ""type"": ""Protein""}]"	test
To investigate a possible in vivo role of AprA in the protection against AMPs synthesized in the gut, we compared survival to P. entomophila in imd - deficient flies over - expressing Attacin A or Diptericin ubiquitously under the control of the daughterless Gal4 driver ( daGal4) using the UAS - Gal4 system ( referred to as imd; da > AMP, Figure S3B).	AprA,42,46,Protein	imd,144,147,Protein	Attacin A,184,193,Protein	Diptericin,197,207,Protein	Gal4,259,263,Protein	daGal4,273,279,Protein	Gal4,297,301,Protein	"[{""token"": ""AprA"", ""start_span"": 42, ""end_span"": 46, ""type"": ""Protein""}, {""token"": ""imd"", ""start_span"": 144, ""end_span"": 147, ""type"": ""Protein""}, {""token"": ""Attacin A"", ""start_span"": 184, ""end_span"": 193, ""type"": ""Protein""}, {""token"": ""Diptericin"", ""start_span"": 197, ""end_span"": 207, ""type"": ""Protein""}, {""token"": ""Gal4"", ""start_span"": 259, ""end_span"": 263, ""type"": ""Protein""}, {""token"": ""daGal4"", ""start_span"": 273, ""end_span"": 279, ""type"": ""Protein""}, {""token"": ""Gal4"", ""start_span"": 297, ""end_span"": 301, ""type"": ""Protein""}]"	test
In a gacA mutant background, AprA synthesis is not restored when a plasmid with the aprA locus is expressed in trans ( unpublished data), which is in agreement with post - transcriptional regulation of aprA by gacA via the two small non - coding RNAs RsmY and RsmZ [ 11].	gacA,5,9,Protein	AprA,29,33,Protein	aprA,84,88,Protein	aprA,202,206,Protein	gacA,210,214,Protein	RsmY,251,255,Protein	RsmZ,260,264,Protein	"[{""token"": ""gacA"", ""start_span"": 5, ""end_span"": 9, ""type"": ""Protein""}, {""token"": ""AprA"", ""start_span"": 29, ""end_span"": 33, ""type"": ""Protein""}, {""token"": ""aprA"", ""start_span"": 84, ""end_span"": 88, ""type"": ""Protein""}, {""token"": ""aprA"", ""start_span"": 202, ""end_span"": 206, ""type"": ""Protein""}, {""token"": ""gacA"", ""start_span"": 210, ""end_span"": 214, ""type"": ""Protein""}, {""token"": ""RsmY"", ""start_span"": 251, ""end_span"": 255, ""type"": ""Protein""}, {""token"": ""RsmZ"", ""start_span"": 260, ""end_span"": 264, ""type"": ""Protein""}]"	test
Among the loci that partially suppress the motility defect of DeltayhjH are fliZ ( a gene predicted to be a regulator of the flagellum - specific sigma factor sigma28), yfiR ( a gene identified in the selection for swarming motility defective mutants), and three additional genes of unknown function: yjdA, yjcZ, and yegE.	DeltayhjH,62,71,Protein	fliZ,76,80,Protein	sigma28,159,166,Protein	yfiR,169,173,Protein	yjdA,301,305,Protein	yjcZ,307,311,Protein	yegE,317,321,Protein	"[{""token"": ""DeltayhjH"", ""start_span"": 62, ""end_span"": 71, ""type"": ""Protein""}, {""token"": ""fliZ"", ""start_span"": 76, ""end_span"": 80, ""type"": ""Protein""}, {""token"": ""sigma28"", ""start_span"": 159, ""end_span"": 166, ""type"": ""Protein""}, {""token"": ""yfiR"", ""start_span"": 169, ""end_span"": 173, ""type"": ""Protein""}, {""token"": ""yjdA"", ""start_span"": 301, ""end_span"": 305, ""type"": ""Protein""}, {""token"": ""yjcZ"", ""start_span"": 307, ""end_span"": 311, ""type"": ""Protein""}, {""token"": ""yegE"", ""start_span"": 317, ""end_span"": 321, ""type"": ""Protein""}]"	test
