Sentence	entity_1	entity_2	json	split
In addition, Fli - 1 binding of the GPIX Ets site was identified in antibody supershift experiments in nuclear extracts derived from hematopoietic human erythroleukemia cells.	Fli - 1,13,20,Protein	GPIX,36,40,Protein	"[{""token"": ""Fli - 1"", ""start_span"": 13, ""end_span"": 20, ""type"": ""Protein""}, {""token"": ""GPIX"", ""start_span"": 36, ""end_span"": 40, ""type"": ""Protein""}]"	train
Finally, we demonstrate that a failure to degrade IkappaB - alpha in cytosols of TNF - treated T cells pretreated with PAO is due to its interference with the phosphorylation of IkappaB - alpha and not due to its inhibitory effect on proteasomal degradation.	IkappaB - alpha,50,65,Protein	IkappaB - alpha,178,193,Protein	"[{""token"": ""IkappaB - alpha"", ""start_span"": 50, ""end_span"": 65, ""type"": ""Protein""}, {""token"": ""IkappaB - alpha"", ""start_span"": 178, ""end_span"": 193, ""type"": ""Protein""}]"	train
Lipopolysaccharide ( LPS) is a potent stimulator of monocytes and macrophages, causing secretion of tumor necrosis factor alpha ( TNF - alpha) and other inflammatory mediators.	tumor necrosis factor alpha,100,127,Protein	TNF - alpha,130,141,Protein	"[{""token"": ""tumor necrosis factor alpha"", ""start_span"": 100, ""end_span"": 127, ""type"": ""Protein""}, {""token"": ""TNF - alpha"", ""start_span"": 130, ""end_span"": 141, ""type"": ""Protein""}]"	train
Given the deleterious effects to the host of TNF - alpha, it has been postulated that TNF - alpha gene expression must be tightly regulated.	TNF - alpha,45,56,Protein	TNF - alpha,86,97,Protein	"[{""token"": ""TNF - alpha"", ""start_span"": 45, ""end_span"": 56, ""type"": ""Protein""}, {""token"": ""TNF - alpha"", ""start_span"": 86, ""end_span"": 97, ""type"": ""Protein""}]"	train
Characterization of this cDNA clone revealed that its induction was dependent on LPS activation of THP - 1 cells; hence, the name LPS - induced TNF - alpha factor ( LITAF).	LPS - induced TNF - alpha factor,130,162,Protein	LITAF,165,170,Protein	"[{""token"": ""LPS - induced TNF - alpha factor"", ""start_span"": 130, ""end_span"": 162, ""type"": ""Protein""}, {""token"": ""LITAF"", ""start_span"": 165, ""end_span"": 170, ""type"": ""Protein""}]"	train
Inhibition of LITAF mRNA expression in THP - 1 cells resulted in a reduction of TNF - alpha transcripts.	LITAF,14,19,Protein	TNF - alpha,80,91,Protein	"[{""token"": ""LITAF"", ""start_span"": 14, ""end_span"": 19, ""type"": ""Protein""}, {""token"": ""TNF - alpha"", ""start_span"": 80, ""end_span"": 91, ""type"": ""Protein""}]"	train
These effects were blocked by mAbs against endothelial and / or leukocyte adhesion molecules ( beta1 and beta2 integrins).	beta1,95,100,Protein	beta2 integrins,105,120,Protein	"[{""token"": ""beta1"", ""start_span"": 95, ""end_span"": 100, ""type"": ""Protein""}, {""token"": ""beta2 integrins"", ""start_span"": 105, ""end_span"": 120, ""type"": ""Protein""}]"	train
Additionally, activation of different signal transduction pathways in C. pneumoniae - infected endothelial cells was shown: protein tyrosine phosphorylation, up - regulation of phosphorylated p42 / p44 mitogen - activated protein kinase, and NF - kappaB activation / translocation occurred within 10 - 15 min.	p42,192,195,Protein	p44 mitogen - activated protein kinase,198,236,Protein	"[{""token"": ""p42"", ""start_span"": 192, ""end_span"": 195, ""type"": ""Protein""}, {""token"": ""p44 mitogen - activated protein kinase"", ""start_span"": 198, ""end_span"": 236, ""type"": ""Protein""}]"	train
Freshly isolated monocytes treated with the protein phosphatase inhibitor okadaic acid secreted high levels of IL - 6 protein, which coincided with enhanced binding activity of NF - kappa B as well as with phosphorylation and activation of the ERK1 / 2 and JNK proteins.	IL - 6,111,117,Protein	JNK,257,260,Protein	"[{""token"": ""IL - 6"", ""start_span"": 111, ""end_span"": 117, ""type"": ""Protein""}, {""token"": ""JNK"", ""start_span"": 257, ""end_span"": 260, ""type"": ""Protein""}]"	train
By using PD98059, we demonstrated that the Raf1 / MEK1 / ERK1 / 2 pathway did not affect the DNA binding of NF - kappa B but, rather, acted at the level of transcriptional activity of NF - kappa B.	Raf1,43,47,Protein	MEK1,50,54,Protein	"[{""token"": ""Raf1"", ""start_span"": 43, ""end_span"": 47, ""type"": ""Protein""}, {""token"": ""MEK1"", ""start_span"": 50, ""end_span"": 54, ""type"": ""Protein""}]"	train
Interestingly, it was shown that NF - kappa B - mediated gene transcription, both in the context of the IL - 6 promoter as well as on its own, was dependent on both serine kinase activity and interaction with c - Jun protein.	IL - 6,104,110,Protein	c - Jun,209,216,Protein	"[{""token"": ""IL - 6"", ""start_span"": 104, ""end_span"": 110, ""type"": ""Protein""}, {""token"": ""c - Jun"", ""start_span"": 209, ""end_span"": 216, ""type"": ""Protein""}]"	train
Our results suggest that the JNK pathway may regulate NF - kappa B - mediated gene transcription through its phosphorylation and activation of c - Jun.	JNK,29,32,Protein	c - Jun,143,150,Protein	"[{""token"": ""JNK"", ""start_span"": 29, ""end_span"": 32, ""type"": ""Protein""}, {""token"": ""c - Jun"", ""start_span"": 143, ""end_span"": 150, ""type"": ""Protein""}]"	train
The gene expression of interferon ( IFN) - inducible protein 10 ( IP - 10) ( a CXC chemokine) was markedly augmented by the IFNgamma treatment in PMA - or RA - differentiated U937 cells, but only marginally in undifferentiated or VitD3 - treated cells.	IP - 10,66,73,Protein	IFNgamma,124,132,Protein	"[{""token"": ""IP - 10"", ""start_span"": 66, ""end_span"": 73, ""type"": ""Protein""}, {""token"": ""IFNgamma"", ""start_span"": 124, ""end_span"": 132, ""type"": ""Protein""}]"	train
Here we show that fludarabine, but not the immunosuppressant cyclosporine A, inhibits the cytokine - induced activation of STAT1 and STAT1 - dependent gene transcription in normal resting or activated lymphocytes.	STAT1,123,128,Protein	STAT1,133,138,Protein	"[{""token"": ""STAT1"", ""start_span"": 123, ""end_span"": 128, ""type"": ""Protein""}, {""token"": ""STAT1"", ""start_span"": 133, ""end_span"": 138, ""type"": ""Protein""}]"	train
BACKGROUND: Studies from our laboratory have shown that the earliest stages of atherosclerosis may be mediated by an autoimmune reaction against heat shock protein 60 ( Hsp60).	heat shock protein 60,145,166,Protein	Hsp60,169,174,Protein	"[{""token"": ""heat shock protein 60"", ""start_span"": 145, ""end_span"": 166, ""type"": ""Protein""}, {""token"": ""Hsp60"", ""start_span"": 169, ""end_span"": 174, ""type"": ""Protein""}]"	train
The interactions of Hsp60 - specific T cells with arterial endothelial cells ( EC) require expression of both Hsp60 and certain adhesion molecules shown to be induced simultaneously in EC by mechanical and other types of stress.	Hsp60,20,25,Protein	Hsp60,110,115,Protein	"[{""token"": ""Hsp60"", ""start_span"": 20, ""end_span"": 25, ""type"": ""Protein""}, {""token"": ""Hsp60"", ""start_span"": 110, ""end_span"": 115, ""type"": ""Protein""}]"	train
To examine the activation status of the transcription factors nuclear factor kappaB ( NF - kappaB) and heat shock factor - 1 ( HSF - 1), electrophoretic mobility shift assays were performed.	heat shock factor - 1,103,124,Protein	HSF - 1,127,134,Protein	"[{""token"": ""heat shock factor - 1"", ""start_span"": 103, ""end_span"": 124, ""type"": ""Protein""}, {""token"": ""HSF - 1"", ""start_span"": 127, ""end_span"": 134, ""type"": ""Protein""}]"	train
Interestingly, CyA and indomethacin did not suppress tumor necrosis factor - alpha ( TNF - alpha) - induced adhesion molecule expression on HUVECs, whereas aspirin had an inhibitory effect.	tumor necrosis factor - alpha,53,82,Protein	TNF - alpha,85,96,Protein	"[{""token"": ""tumor necrosis factor - alpha"", ""start_span"": 53, ""end_span"": 82, ""type"": ""Protein""}, {""token"": ""TNF - alpha"", ""start_span"": 85, ""end_span"": 96, ""type"": ""Protein""}]"	train
In addition, aspirin and indomethacin, but not CyA, induced Hsp70 expression in HUVECs that correlated with induction of HSF - 1 activity.	Hsp70,60,65,Protein	HSF - 1,121,128,Protein	"[{""token"": ""Hsp70"", ""start_span"": 60, ""end_span"": 65, ""type"": ""Protein""}, {""token"": ""HSF - 1"", ""start_span"": 121, ""end_span"": 128, ""type"": ""Protein""}]"	train
