Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	json	split
Along with our previous demonstration of both physical interactions between PTF gamma / PTF delta and TBP and the involvement of TFIIIB90 in the transcription of class III snRNA genes, these results are consistent with the notion that a TBP - containing complex related to TFIIIB is required for the transcription of class III snRNA genes, and acts through weak interaction with the four - subunit PTF.	PTF gamma,76,85,Protein	PTF delta,88,97,Protein	TBP,102,105,Protein	TFIIIB90,129,137,Protein	snRNA,172,177,Protein	TBP,237,240,Protein	snRNA,327,332,Protein	"[{""token"": ""PTF gamma"", ""start_span"": 76, ""end_span"": 85, ""type"": ""Protein""}, {""token"": ""PTF delta"", ""start_span"": 88, ""end_span"": 97, ""type"": ""Protein""}, {""token"": ""TBP"", ""start_span"": 102, ""end_span"": 105, ""type"": ""Protein""}, {""token"": ""TFIIIB90"", ""start_span"": 129, ""end_span"": 137, ""type"": ""Protein""}, {""token"": ""snRNA"", ""start_span"": 172, ""end_span"": 177, ""type"": ""Protein""}, {""token"": ""TBP"", ""start_span"": 237, ""end_span"": 240, ""type"": ""Protein""}, {""token"": ""snRNA"", ""start_span"": 327, ""end_span"": 332, ""type"": ""Protein""}]"	train
V3 - BH10 neither blocked radiolabeled IL - 2 binding to IL - 2 receptors nor affected tyrosyl phosphorylation of several cellular proteins ( p120, p98, p96, p54, and p38), which is immediately induced by IL - 2 stimulation.	IL - 2,39,45,Protein	p120,142,146,Protein	p98,148,151,Protein	p96,153,156,Protein	p54,158,161,Protein	p38,167,170,Protein	IL - 2,205,211,Protein	"[{""token"": ""IL - 2"", ""start_span"": 39, ""end_span"": 45, ""type"": ""Protein""}, {""token"": ""p120"", ""start_span"": 142, ""end_span"": 146, ""type"": ""Protein""}, {""token"": ""p98"", ""start_span"": 148, ""end_span"": 151, ""type"": ""Protein""}, {""token"": ""p96"", ""start_span"": 153, ""end_span"": 156, ""type"": ""Protein""}, {""token"": ""p54"", ""start_span"": 158, ""end_span"": 161, ""type"": ""Protein""}, {""token"": ""p38"", ""start_span"": 167, ""end_span"": 170, ""type"": ""Protein""}, {""token"": ""IL - 2"", ""start_span"": 205, ""end_span"": 211, ""type"": ""Protein""}]"	train
Our previous studies showed that the exposure of human monocytes to E. chaffeensis induces the expression of interleukin - 1beta ( IL - 1beta), IL - 8, and IL - 10 genes in vitro but not the expression of tumor necrosis factor alpha ( TNF - alpha) and IL - 6 mRNAs.	interleukin - 1beta,109,128,Protein	IL - 1beta,131,141,Protein	IL - 8,144,150,Protein	IL - 10,156,163,Protein	tumor necrosis factor alpha,205,232,Protein	TNF - alpha,235,246,Protein	IL - 6,252,258,Protein	"[{""token"": ""interleukin - 1beta"", ""start_span"": 109, ""end_span"": 128, ""type"": ""Protein""}, {""token"": ""IL - 1beta"", ""start_span"": 131, ""end_span"": 141, ""type"": ""Protein""}, {""token"": ""IL - 8"", ""start_span"": 144, ""end_span"": 150, ""type"": ""Protein""}, {""token"": ""IL - 10"", ""start_span"": 156, ""end_span"": 163, ""type"": ""Protein""}, {""token"": ""tumor necrosis factor alpha"", ""start_span"": 205, ""end_span"": 232, ""type"": ""Protein""}, {""token"": ""TNF - alpha"", ""start_span"": 235, ""end_span"": 246, ""type"": ""Protein""}, {""token"": ""IL - 6"", ""start_span"": 252, ""end_span"": 258, ""type"": ""Protein""}]"	train
"CsA neither inhibits the processing of the NF - kappa B1 precursor p105 to p50, nor does it "" stabilize "" the C - terminal portion of p105, I kappa B gamma, which is degraded during p105 processing to mature p50."	NF - kappa B1,43,56,Protein	p105,67,71,Protein	p50,75,78,Protein	p105,134,138,Protein	I kappa B gamma,140,155,Protein	p105,182,186,Protein	p50,208,211,Protein	"[{""token"": ""NF - kappa B1"", ""start_span"": 43, ""end_span"": 56, ""type"": ""Protein""}, {""token"": ""p105"", ""start_span"": 67, ""end_span"": 71, ""type"": ""Protein""}, {""token"": ""p50"", ""start_span"": 75, ""end_span"": 78, ""type"": ""Protein""}, {""token"": ""p105"", ""start_span"": 134, ""end_span"": 138, ""type"": ""Protein""}, {""token"": ""I kappa B gamma"", ""start_span"": 140, ""end_span"": 155, ""type"": ""Protein""}, {""token"": ""p105"", ""start_span"": 182, ""end_span"": 186, ""type"": ""Protein""}, {""token"": ""p50"", ""start_span"": 208, ""end_span"": 211, ""type"": ""Protein""}]"	train
All fusions splice the 5 ' ends of the 3q21 genes into exon 2 of the EVI1 gene, an event that is similar to the normal intergenic splicing of MDS1 - EVI1 and to those previously documented in leukemias with t ( 3; 21) and t ( 3; 12), in which acute myelogenous leukemia 1 - EVI1 fusions and ETV6 - EVI1 fusions, respectively, occur.	EVI1,69,73,Protein	MDS1,142,146,Protein	EVI1,149,153,Protein	acute myelogenous leukemia 1,243,271,Protein	EVI1,274,278,Protein	ETV6,291,295,Protein	EVI1,298,302,Protein	"[{""token"": ""EVI1"", ""start_span"": 69, ""end_span"": 73, ""type"": ""Protein""}, {""token"": ""MDS1"", ""start_span"": 142, ""end_span"": 146, ""type"": ""Protein""}, {""token"": ""EVI1"", ""start_span"": 149, ""end_span"": 153, ""type"": ""Protein""}, {""token"": ""acute myelogenous leukemia 1"", ""start_span"": 243, ""end_span"": 271, ""type"": ""Protein""}, {""token"": ""EVI1"", ""start_span"": 274, ""end_span"": 278, ""type"": ""Protein""}, {""token"": ""ETV6"", ""start_span"": 291, ""end_span"": 295, ""type"": ""Protein""}, {""token"": ""EVI1"", ""start_span"": 298, ""end_span"": 302, ""type"": ""Protein""}]"	train
Moreover, the mechanism of action of BHRF1 resembled that of Bcl - 2 and Bcl - xL as it inhibited TNF - and anti - Fas - induced activation of two enzymes participating in the apoptosis pathway, cytosolic phospholipase A2 and caspase - 3 / CPP32, but did not interfere with the activation of NF - kappaB - like transcription factors.	BHRF1,37,42,Protein	Bcl - 2,61,68,Protein	Bcl - xL,73,81,Protein	Fas,115,118,Protein	cytosolic phospholipase A2,195,221,Protein	caspase - 3,226,237,Protein	CPP32,240,245,Protein	"[{""token"": ""BHRF1"", ""start_span"": 37, ""end_span"": 42, ""type"": ""Protein""}, {""token"": ""Bcl - 2"", ""start_span"": 61, ""end_span"": 68, ""type"": ""Protein""}, {""token"": ""Bcl - xL"", ""start_span"": 73, ""end_span"": 81, ""type"": ""Protein""}, {""token"": ""Fas"", ""start_span"": 115, ""end_span"": 118, ""type"": ""Protein""}, {""token"": ""cytosolic phospholipase A2"", ""start_span"": 195, ""end_span"": 221, ""type"": ""Protein""}, {""token"": ""caspase - 3"", ""start_span"": 226, ""end_span"": 237, ""type"": ""Protein""}, {""token"": ""CPP32"", ""start_span"": 240, ""end_span"": 245, ""type"": ""Protein""}]"	train
Our studies now demonstrate that HTLV - 1 Tax activates the recently identified cellular kinases IkappaB kinase alpha ( IKKalpha) and IKKbeta, which normally phosphorylate IkappaB alpha on both of its N - terminal regulatory serines in response to tumor necrosis factor alpha ( TNF - alpha) and interleukin - 1 ( IL - 1) stimulation.	Tax,42,45,Protein	IkappaB kinase alpha,97,117,Protein	IKKalpha,120,128,Protein	IKKbeta,134,141,Protein	IkappaB alpha,172,185,Protein	tumor necrosis factor alpha,248,275,Protein	TNF - alpha,278,289,Protein	"[{""token"": ""Tax"", ""start_span"": 42, ""end_span"": 45, ""type"": ""Protein""}, {""token"": ""IkappaB kinase alpha"", ""start_span"": 97, ""end_span"": 117, ""type"": ""Protein""}, {""token"": ""IKKalpha"", ""start_span"": 120, ""end_span"": 128, ""type"": ""Protein""}, {""token"": ""IKKbeta"", ""start_span"": 134, ""end_span"": 141, ""type"": ""Protein""}, {""token"": ""IkappaB alpha"", ""start_span"": 172, ""end_span"": 185, ""type"": ""Protein""}, {""token"": ""tumor necrosis factor alpha"", ""start_span"": 248, ""end_span"": 275, ""type"": ""Protein""}, {""token"": ""TNF - alpha"", ""start_span"": 278, ""end_span"": 289, ""type"": ""Protein""}]"	train
To circumvent this problem, we developed an alternative procedure which allowed us to show that in neutrophils, LPS and TNFalpha induce a NF - kappaB DNA - binding activity which essentially consists of p50 / RelA dimers, and that IFNgamma promotes the binding of STAT1 homodimers to the IFNgamma response region of the FcgammaRI promoter.	TNFalpha,120,128,Protein	p50,203,206,Protein	RelA,209,213,Protein	IFNgamma,231,239,Protein	STAT1,264,269,Protein	IFNgamma,288,296,Protein	FcgammaRI,320,329,Protein	"[{""token"": ""TNFalpha"", ""start_span"": 120, ""end_span"": 128, ""type"": ""Protein""}, {""token"": ""p50"", ""start_span"": 203, ""end_span"": 206, ""type"": ""Protein""}, {""token"": ""RelA"", ""start_span"": 209, ""end_span"": 213, ""type"": ""Protein""}, {""token"": ""IFNgamma"", ""start_span"": 231, ""end_span"": 239, ""type"": ""Protein""}, {""token"": ""STAT1"", ""start_span"": 264, ""end_span"": 269, ""type"": ""Protein""}, {""token"": ""IFNgamma"", ""start_span"": 288, ""end_span"": 296, ""type"": ""Protein""}, {""token"": ""FcgammaRI"", ""start_span"": 320, ""end_span"": 329, ""type"": ""Protein""}]"	train
Whereas the NF - kappaB binding activity in Tax - expressing T - cell lines consisted mostly of p50 / c - Rel, fresh ATL samples contained p50 / p50 and p50 / p65 heterodimers.	Tax,44,47,Protein	p50,96,99,Protein	c - Rel,102,109,Protein	p50,139,142,Protein	p50,145,148,Protein	p50,153,156,Protein	p65,159,162,Protein	"[{""token"": ""Tax"", ""start_span"": 44, ""end_span"": 47, ""type"": ""Protein""}, {""token"": ""p50"", ""start_span"": 96, ""end_span"": 99, ""type"": ""Protein""}, {""token"": ""c - Rel"", ""start_span"": 102, ""end_span"": 109, ""type"": ""Protein""}, {""token"": ""p50"", ""start_span"": 139, ""end_span"": 142, ""type"": ""Protein""}, {""token"": ""p50"", ""start_span"": 145, ""end_span"": 148, ""type"": ""Protein""}, {""token"": ""p50"", ""start_span"": 153, ""end_span"": 156, ""type"": ""Protein""}, {""token"": ""p65"", ""start_span"": 159, ""end_span"": 162, ""type"": ""Protein""}]"	valid
Comparison of KG1 to the PMA - unresponsive subline KG1a reveals differences in expression of TNF receptors 1 and 2; PKC isoforms alpha, beta I, beta II, and mu; and RelB, suggesting that these components / pathways are important for DC differentiation.	TNF receptors 1,94,109,Protein	2,114,115,Protein	PKC isoforms alpha,117,135,Protein	beta I,137,143,Protein	beta II,145,152,Protein	mu,158,160,Protein	RelB,166,170,Protein	"[{""token"": ""TNF receptors 1"", ""start_span"": 94, ""end_span"": 109, ""type"": ""Protein""}, {""token"": ""2"", ""start_span"": 114, ""end_span"": 115, ""type"": ""Protein""}, {""token"": ""PKC isoforms alpha"", ""start_span"": 117, ""end_span"": 135, ""type"": ""Protein""}, {""token"": ""beta I"", ""start_span"": 137, ""end_span"": 143, ""type"": ""Protein""}, {""token"": ""beta II"", ""start_span"": 145, ""end_span"": 152, ""type"": ""Protein""}, {""token"": ""mu"", ""start_span"": 158, ""end_span"": 160, ""type"": ""Protein""}, {""token"": ""RelB"", ""start_span"": 166, ""end_span"": 170, ""type"": ""Protein""}]"	valid
Furthermore, CD40 ligation of a HLA - A2 +, MelanA / MART1 + MM cell line enhanced its susceptibility to specific lysis by a HLA - A2 - restricted, MelanA / MART - 1 - specific CTL clone.	CD40,13,17,Protein	HLA - A2,32,40,Protein	MelanA,44,50,Protein	MART1,53,58,Protein	HLA - A2,125,133,Protein	MelanA,148,154,Protein	MART - 1,157,165,Protein	"[{""token"": ""CD40"", ""start_span"": 13, ""end_span"": 17, ""type"": ""Protein""}, {""token"": ""HLA - A2"", ""start_span"": 32, ""end_span"": 40, ""type"": ""Protein""}, {""token"": ""MelanA"", ""start_span"": 44, ""end_span"": 50, ""type"": ""Protein""}, {""token"": ""MART1"", ""start_span"": 53, ""end_span"": 58, ""type"": ""Protein""}, {""token"": ""HLA - A2"", ""start_span"": 125, ""end_span"": 133, ""type"": ""Protein""}, {""token"": ""MelanA"", ""start_span"": 148, ""end_span"": 154, ""type"": ""Protein""}, {""token"": ""MART - 1"", ""start_span"": 157, ""end_span"": 165, ""type"": ""Protein""}]"	valid
