Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	json	split
Papillon - Lefevre syndrome, or keratosis palmoplantaris with periodontopathia ( PLS, MIM 245000), is an autosomal recessive disorder that is mainly ascertained by dentists because of the severe periodontitis that afflicts patients.	Papillon - Lefevre syndrome,0,27,Disease/Disorder	keratosis palmoplantaris,32,56,Disease/Disorder	periodontopathia,62,78,Disease/Disorder	PLS,81,84,Disease/Disorder	autosomal recessive disorder,105,133,Disease/Disorder	periodontitis,195,208,Disease/Disorder	"[{""token"": ""Papillon - Lefevre syndrome"", ""start_span"": 0, ""end_span"": 27, ""type"": ""Disease/Disorder""}, {""token"": ""keratosis palmoplantaris"", ""start_span"": 32, ""end_span"": 56, ""type"": ""Disease/Disorder""}, {""token"": ""periodontopathia"", ""start_span"": 62, ""end_span"": 78, ""type"": ""Disease/Disorder""}, {""token"": ""PLS"", ""start_span"": 81, ""end_span"": 84, ""type"": ""Disease/Disorder""}, {""token"": ""autosomal recessive disorder"", ""start_span"": 105, ""end_span"": 133, ""type"": ""Disease/Disorder""}, {""token"": ""periodontitis"", ""start_span"": 195, ""end_span"": 208, ""type"": ""Disease/Disorder""}]"	train
Alstrom syndrome is a rare autosomal recessive disorder characterized by retinal degeneration, sensorineural hearing loss, early - onset obesity, and non - insulin - dependent diabetes mellitus.	Alstrom syndrome,0,16,Disease/Disorder	autosomal recessive disorder,27,55,Disease/Disorder	retinal degeneration,73,93,Disease/Disorder	sensorineural hearing loss,95,121,Disease/Disorder	obesity,137,144,Disease/Disorder	non - insulin - dependent diabetes mellitus,150,193,Disease/Disorder	"[{""token"": ""Alstrom syndrome"", ""start_span"": 0, ""end_span"": 16, ""type"": ""Disease/Disorder""}, {""token"": ""autosomal recessive disorder"", ""start_span"": 27, ""end_span"": 55, ""type"": ""Disease/Disorder""}, {""token"": ""retinal degeneration"", ""start_span"": 73, ""end_span"": 93, ""type"": ""Disease/Disorder""}, {""token"": ""sensorineural hearing loss"", ""start_span"": 95, ""end_span"": 121, ""type"": ""Disease/Disorder""}, {""token"": ""obesity"", ""start_span"": 137, ""end_span"": 144, ""type"": ""Disease/Disorder""}, {""token"": ""non - insulin - dependent diabetes mellitus"", ""start_span"": 150, ""end_span"": 193, ""type"": ""Disease/Disorder""}]"	train
He has vitreoretinal degeneration, high myopia, cataract, telecanthus, hypertelorism, and a high - arched palate.	vitreoretinal degeneration,7,33,Disease/Disorder	high myopia,35,46,Disease/Disorder	cataract,48,56,Disease/Disorder	telecanthus,58,69,Disease/Disorder	hypertelorism,71,84,Disease/Disorder	high - arched palate,92,112,Disease/Disorder	"[{""token"": ""vitreoretinal degeneration"", ""start_span"": 7, ""end_span"": 33, ""type"": ""Disease/Disorder""}, {""token"": ""high myopia"", ""start_span"": 35, ""end_span"": 46, ""type"": ""Disease/Disorder""}, {""token"": ""cataract"", ""start_span"": 48, ""end_span"": 56, ""type"": ""Disease/Disorder""}, {""token"": ""telecanthus"", ""start_span"": 58, ""end_span"": 69, ""type"": ""Disease/Disorder""}, {""token"": ""hypertelorism"", ""start_span"": 71, ""end_span"": 84, ""type"": ""Disease/Disorder""}, {""token"": ""high - arched palate"", ""start_span"": 92, ""end_span"": 112, ""type"": ""Disease/Disorder""}]"	train
Motor incoordination, immune deficiencies, and an increased risk of cancer are the characteristic features of the hereditary disease ataxia - telangiectasia ( A - T), which is caused by mutations in the ATM gene.	Motor incoordination,0,20,Disease/Disorder	immune deficiencies,22,41,Disease/Disorder	cancer,68,74,Disease/Disorder	hereditary disease,114,132,Disease/Disorder	ataxia - telangiectasia,133,156,Disease/Disorder	A - T,159,164,Disease/Disorder	"[{""token"": ""Motor incoordination"", ""start_span"": 0, ""end_span"": 20, ""type"": ""Disease/Disorder""}, {""token"": ""immune deficiencies"", ""start_span"": 22, ""end_span"": 41, ""type"": ""Disease/Disorder""}, {""token"": ""cancer"", ""start_span"": 68, ""end_span"": 74, ""type"": ""Disease/Disorder""}, {""token"": ""hereditary disease"", ""start_span"": 114, ""end_span"": 132, ""type"": ""Disease/Disorder""}, {""token"": ""ataxia - telangiectasia"", ""start_span"": 133, ""end_span"": 156, ""type"": ""Disease/Disorder""}, {""token"": ""A - T"", ""start_span"": 159, ""end_span"": 164, ""type"": ""Disease/Disorder""}]"	train
X - linked recessive Emery - Dreifuss muscular dystrophy ( EDMD) is an inherited muscle disorder characterized by the clinical triad of progressive wasting of humero - peroneal muscles, early contractures of the elbows, Achilles tendons and postcervical muscles, and cardiac conduction block with a high risk of sudden death.	X - linked recessive Emery - Dreifuss muscular dystrophy,0,56,Disease/Disorder	EDMD,59,63,Disease/Disorder	inherited muscle disorder,71,96,Disease/Disorder	wasting of humero - peroneal muscles,148,184,Disease/Disorder	cardiac conduction block,267,291,Disease/Disorder	sudden death,312,324,Disease/Disorder	"[{""token"": ""X - linked recessive Emery - Dreifuss muscular dystrophy"", ""start_span"": 0, ""end_span"": 56, ""type"": ""Disease/Disorder""}, {""token"": ""EDMD"", ""start_span"": 59, ""end_span"": 63, ""type"": ""Disease/Disorder""}, {""token"": ""inherited muscle disorder"", ""start_span"": 71, ""end_span"": 96, ""type"": ""Disease/Disorder""}, {""token"": ""wasting of humero - peroneal muscles"", ""start_span"": 148, ""end_span"": 184, ""type"": ""Disease/Disorder""}, {""token"": ""cardiac conduction block"", ""start_span"": 267, ""end_span"": 291, ""type"": ""Disease/Disorder""}, {""token"": ""sudden death"", ""start_span"": 312, ""end_span"": 324, ""type"": ""Disease/Disorder""}]"	train
Expansion of a CTG trinucleotide repeat in the 3 UTR of the gene DMPK at the DM1 locus on chromosome 19 causes myotonic dystrophy, a dominantly inherited disease characterized by skeletal muscle dystrophy and myotonia, cataracts and cardiac conduction defects.	myotonic dystrophy,111,129,Disease/Disorder	dominantly inherited disease,133,161,Disease/Disorder	muscle dystrophy,188,204,Disease/Disorder	myotonia,209,217,Disease/Disorder	cataracts,219,228,Disease/Disorder	cardiac conduction defects,233,259,Disease/Disorder	"[{""token"": ""myotonic dystrophy"", ""start_span"": 111, ""end_span"": 129, ""type"": ""Disease/Disorder""}, {""token"": ""dominantly inherited disease"", ""start_span"": 133, ""end_span"": 161, ""type"": ""Disease/Disorder""}, {""token"": ""muscle dystrophy"", ""start_span"": 188, ""end_span"": 204, ""type"": ""Disease/Disorder""}, {""token"": ""myotonia"", ""start_span"": 209, ""end_span"": 217, ""type"": ""Disease/Disorder""}, {""token"": ""cataracts"", ""start_span"": 219, ""end_span"": 228, ""type"": ""Disease/Disorder""}, {""token"": ""cardiac conduction defects"", ""start_span"": 233, ""end_span"": 259, ""type"": ""Disease/Disorder""}]"	train
Familial Mediterranean fever ( FMF) is a recessive disorder characterized by episodes of fever with serositis or synovitis.	Familial Mediterranean fever,0,28,Disease/Disorder	FMF,31,34,Disease/Disorder	recessive disorder,41,59,Disease/Disorder	fever,89,94,Disease/Disorder	serositis,100,109,Disease/Disorder	synovitis,113,122,Disease/Disorder	"[{""token"": ""Familial Mediterranean fever"", ""start_span"": 0, ""end_span"": 28, ""type"": ""Disease/Disorder""}, {""token"": ""FMF"", ""start_span"": 31, ""end_span"": 34, ""type"": ""Disease/Disorder""}, {""token"": ""recessive disorder"", ""start_span"": 41, ""end_span"": 59, ""type"": ""Disease/Disorder""}, {""token"": ""fever"", ""start_span"": 89, ""end_span"": 94, ""type"": ""Disease/Disorder""}, {""token"": ""serositis"", ""start_span"": 100, ""end_span"": 109, ""type"": ""Disease/Disorder""}, {""token"": ""synovitis"", ""start_span"": 113, ""end_span"": 122, ""type"": ""Disease/Disorder""}]"	train
Ataxia - telangiectasia ( A - T) and Nijmegen breakage syndrome ( NBS) are recessive genetic disorders with susceptibility to cancer and similar cellular phenotypes.	Ataxia - telangiectasia,0,23,Disease/Disorder	A - T,26,31,Disease/Disorder	Nijmegen breakage syndrome,37,63,Disease/Disorder	NBS,66,69,Disease/Disorder	recessive genetic disorders,75,102,Disease/Disorder	cancer,126,132,Disease/Disorder	"[{""token"": ""Ataxia - telangiectasia"", ""start_span"": 0, ""end_span"": 23, ""type"": ""Disease/Disorder""}, {""token"": ""A - T"", ""start_span"": 26, ""end_span"": 31, ""type"": ""Disease/Disorder""}, {""token"": ""Nijmegen breakage syndrome"", ""start_span"": 37, ""end_span"": 63, ""type"": ""Disease/Disorder""}, {""token"": ""NBS"", ""start_span"": 66, ""end_span"": 69, ""type"": ""Disease/Disorder""}, {""token"": ""recessive genetic disorders"", ""start_span"": 75, ""end_span"": 102, ""type"": ""Disease/Disorder""}, {""token"": ""cancer"", ""start_span"": 126, ""end_span"": 132, ""type"": ""Disease/Disorder""}]"	train
Mutations in the brain specific P / Q type Ca2 + channel alpha1 subunit gene, CACNA1A, have been identified in three clinically distinct disorders, viz. episodic ataxia type 2 ( EA - 2), familial hemiplegic migraine ( FHM) and spinocerebellar ataxia 6 ( SCA6).	episodic ataxia type 2,153,175,Disease/Disorder	EA - 2,178,184,Disease/Disorder	familial hemiplegic migraine,187,215,Disease/Disorder	FHM,218,221,Disease/Disorder	spinocerebellar ataxia 6,227,251,Disease/Disorder	SCA6,254,258,Disease/Disorder	"[{""token"": ""episodic ataxia type 2"", ""start_span"": 153, ""end_span"": 175, ""type"": ""Disease/Disorder""}, {""token"": ""EA - 2"", ""start_span"": 178, ""end_span"": 184, ""type"": ""Disease/Disorder""}, {""token"": ""familial hemiplegic migraine"", ""start_span"": 187, ""end_span"": 215, ""type"": ""Disease/Disorder""}, {""token"": ""FHM"", ""start_span"": 218, ""end_span"": 221, ""type"": ""Disease/Disorder""}, {""token"": ""spinocerebellar ataxia 6"", ""start_span"": 227, ""end_span"": 251, ""type"": ""Disease/Disorder""}, {""token"": ""SCA6"", ""start_span"": 254, ""end_span"": 258, ""type"": ""Disease/Disorder""}]"	train
Analbuminemia was fortuitously detected in a nonedematous 12 - year - old American Indian girl with atopic dermatitis, mild bronchial asthma, a mild seizure disorder, and hyperlipoproteinemia with a corneal arcus.	Analbuminemia,0,13,Disease/Disorder	atopic dermatitis,100,117,Disease/Disorder	bronchial asthma,124,140,Disease/Disorder	seizure disorder,149,165,Disease/Disorder	hyperlipoproteinemia,171,191,Disease/Disorder	corneal arcus,199,212,Disease/Disorder	"[{""token"": ""Analbuminemia"", ""start_span"": 0, ""end_span"": 13, ""type"": ""Disease/Disorder""}, {""token"": ""atopic dermatitis"", ""start_span"": 100, ""end_span"": 117, ""type"": ""Disease/Disorder""}, {""token"": ""bronchial asthma"", ""start_span"": 124, ""end_span"": 140, ""type"": ""Disease/Disorder""}, {""token"": ""seizure disorder"", ""start_span"": 149, ""end_span"": 165, ""type"": ""Disease/Disorder""}, {""token"": ""hyperlipoproteinemia"", ""start_span"": 171, ""end_span"": 191, ""type"": ""Disease/Disorder""}, {""token"": ""corneal arcus"", ""start_span"": 199, ""end_span"": 212, ""type"": ""Disease/Disorder""}]"	train
Combining these data and the results of LOH, more than 80% of tumors ( 14 adenomas and 39 carcinomas) had at least one mutation in the APC gene, of which more than 60% ( 9 adenomas and 23 carcinomas) had two mutations.	tumors,62,68,Disease/Disorder	adenomas,74,82,Disease/Disorder	carcinomas,90,100,Disease/Disorder	APC,135,138,Disease/Disorder	adenomas,172,180,Disease/Disorder	carcinomas,188,198,Disease/Disorder	"[{""token"": ""tumors"", ""start_span"": 62, ""end_span"": 68, ""type"": ""Disease/Disorder""}, {""token"": ""adenomas"", ""start_span"": 74, ""end_span"": 82, ""type"": ""Disease/Disorder""}, {""token"": ""carcinomas"", ""start_span"": 90, ""end_span"": 100, ""type"": ""Disease/Disorder""}, {""token"": ""APC"", ""start_span"": 135, ""end_span"": 138, ""type"": ""Disease/Disorder""}, {""token"": ""adenomas"", ""start_span"": 172, ""end_span"": 180, ""type"": ""Disease/Disorder""}, {""token"": ""carcinomas"", ""start_span"": 188, ""end_span"": 198, ""type"": ""Disease/Disorder""}]"	train
Denys - Drash syndrome is a rare human condition in which severe urogenital aberrations result in renal failure, pseudohermaphroditism, and Wilms tumor ( nephroblastoma).	Denys - Drash syndrome,0,22,Disease/Disorder	urogenital aberrations,65,87,Disease/Disorder	renal failure,98,111,Disease/Disorder	pseudohermaphroditism,113,134,Disease/Disorder	Wilms tumor,140,151,Disease/Disorder	nephroblastoma,154,168,Disease/Disorder	"[{""token"": ""Denys - Drash syndrome"", ""start_span"": 0, ""end_span"": 22, ""type"": ""Disease/Disorder""}, {""token"": ""urogenital aberrations"", ""start_span"": 65, ""end_span"": 87, ""type"": ""Disease/Disorder""}, {""token"": ""renal failure"", ""start_span"": 98, ""end_span"": 111, ""type"": ""Disease/Disorder""}, {""token"": ""pseudohermaphroditism"", ""start_span"": 113, ""end_span"": 134, ""type"": ""Disease/Disorder""}, {""token"": ""Wilms tumor"", ""start_span"": 140, ""end_span"": 151, ""type"": ""Disease/Disorder""}, {""token"": ""nephroblastoma"", ""start_span"": 154, ""end_span"": 168, ""type"": ""Disease/Disorder""}]"	train
Four cases of adrenoleukodystrophy ( ALD) and one case of adrenomyeloneuropathy ( AMN) have developed in a kindred over three generations demonstrating that AMN is a clinical variant of ALD.	adrenoleukodystrophy,14,34,Disease/Disorder	ALD,37,40,Disease/Disorder	adrenomyeloneuropathy,58,79,Disease/Disorder	AMN,82,85,Disease/Disorder	AMN,157,160,Disease/Disorder	ALD,186,189,Disease/Disorder	"[{""token"": ""adrenoleukodystrophy"", ""start_span"": 14, ""end_span"": 34, ""type"": ""Disease/Disorder""}, {""token"": ""ALD"", ""start_span"": 37, ""end_span"": 40, ""type"": ""Disease/Disorder""}, {""token"": ""adrenomyeloneuropathy"", ""start_span"": 58, ""end_span"": 79, ""type"": ""Disease/Disorder""}, {""token"": ""AMN"", ""start_span"": 82, ""end_span"": 85, ""type"": ""Disease/Disorder""}, {""token"": ""AMN"", ""start_span"": 157, ""end_span"": 160, ""type"": ""Disease/Disorder""}, {""token"": ""ALD"", ""start_span"": 186, ""end_span"": 189, ""type"": ""Disease/Disorder""}]"	train
The Wiskott - Aldrich syndrome ( WAS) is an X - linked recessive disorder characterized by thrombocytopenia, small platelets, eczema, recurrent infections, and immunodeficiency.	Wiskott - Aldrich syndrome,4,30,Disease/Disorder	WAS,33,36,Disease/Disorder	X - linked recessive disorder,44,73,Disease/Disorder	thrombocytopenia,91,107,Disease/Disorder	eczema,126,132,Disease/Disorder	immunodeficiency,160,176,Disease/Disorder	"[{""token"": ""Wiskott - Aldrich syndrome"", ""start_span"": 4, ""end_span"": 30, ""type"": ""Disease/Disorder""}, {""token"": ""WAS"", ""start_span"": 33, ""end_span"": 36, ""type"": ""Disease/Disorder""}, {""token"": ""X - linked recessive disorder"", ""start_span"": 44, ""end_span"": 73, ""type"": ""Disease/Disorder""}, {""token"": ""thrombocytopenia"", ""start_span"": 91, ""end_span"": 107, ""type"": ""Disease/Disorder""}, {""token"": ""eczema"", ""start_span"": 126, ""end_span"": 132, ""type"": ""Disease/Disorder""}, {""token"": ""immunodeficiency"", ""start_span"": 160, ""end_span"": 176, ""type"": ""Disease/Disorder""}]"	train
"We analyzed the entire protein - coding sequence of this gene by reverse - transcription PCR, SSCP, and DNA sequencing in five patients with different clinical expression of X - ALD and in their female relatives; these clinical expressions were cerebral childhood ALD, adrenomyeloneuropathy ( AMN), and "" Addison disease only "" ( ADO) phenotype."	X - ALD,174,181,Disease/Disorder	ALD,264,267,Disease/Disorder	adrenomyeloneuropathy,269,290,Disease/Disorder	AMN,293,296,Disease/Disorder	Addison disease only,305,325,Disease/Disorder	ADO,330,333,Disease/Disorder	"[{""token"": ""X - ALD"", ""start_span"": 174, ""end_span"": 181, ""type"": ""Disease/Disorder""}, {""token"": ""ALD"", ""start_span"": 264, ""end_span"": 267, ""type"": ""Disease/Disorder""}, {""token"": ""adrenomyeloneuropathy"", ""start_span"": 269, ""end_span"": 290, ""type"": ""Disease/Disorder""}, {""token"": ""AMN"", ""start_span"": 293, ""end_span"": 296, ""type"": ""Disease/Disorder""}, {""token"": ""Addison disease only"", ""start_span"": 305, ""end_span"": 325, ""type"": ""Disease/Disorder""}, {""token"": ""ADO"", ""start_span"": 330, ""end_span"": 333, ""type"": ""Disease/Disorder""}]"	train
