In the high - level group the authors found typical DNA ladder eletrophoresis stripe.	"DNA	52	55	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 52, ""end_span"": 55, ""type"": ""Cellular_component""}]"
Here we studied the effects of cell morphology on the migration of bovine aortic ECs by culturing cells on micropatterned strips of collagen matrix ( 60 -, 30 -, and 15 - microm wide).	"matrix	141	147	Cellular_component"	"[{""token"": ""matrix"", ""start_span"": 141, ""end_span"": 147, ""type"": ""Cellular_component""}]"
These data also suggest that uPA and PAI - 1 may co - operate in the migratory process by respectively facilitating the attachment to, and subsequent detachment from, vitronectin in the extracellular matrix.	"extracellular matrix	186	206	Cellular_component"	"[{""token"": ""extracellular matrix"", ""start_span"": 186, ""end_span"": 206, ""type"": ""Cellular_component""}]"
Inhibition of PDGF - stimulated and matrix - mediated proliferation of human vascular smooth muscle cells by SPARC is independent of changes in cell shape or cyclin - dependent kinase inhibitors.	"matrix	36	42	Cellular_component"	"[{""token"": ""matrix"", ""start_span"": 36, ""end_span"": 42, ""type"": ""Cellular_component""}]"
Interactions among growth factors, cells, and extracellular matrix regulate proliferation during normal development and in pathologies such as atherosclerosis.	"extracellular matrix	46	66	Cellular_component"	"[{""token"": ""extracellular matrix"", ""start_span"": 46, ""end_span"": 66, ""type"": ""Cellular_component""}]"
SPARC ( secreted protein, acidic, and rich in cysteine) is a matrix - associated glycoprotein that modulates the adhesion and proliferation of vascular cells.	"matrix	61	67	Cellular_component"	"[{""token"": ""matrix"", ""start_span"": 61, ""end_span"": 67, ""type"": ""Cellular_component""}]"
In human gliomas and other cancer cell lines, the accumulation of HIF - 1alpha protein under aerobic conditions requires the metabolism of glucose to pyruvate that prevents the aerobic degradation of HIF - 1alpha protein, activates HIF - 1 DNA binding activity, and enhances the expression of several HIF - 1 - activated genes including erythropoietin, vascular endothelial growth factor, glucose transporter 3, and aldolase A.	"DNA	240	243	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 240, ""end_span"": 243, ""type"": ""Cellular_component""}]"
This activation correlated with induction of HIF - 1alpha expression and DNA binding activity which was blocked by the p38 inhibitor SB203580.	"DNA	73	76	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 73, ""end_span"": 76, ""type"": ""Cellular_component""}]"
Thus, neither the p53 - binding region nor the Bcl - 2 homology region of T antigen was sufficient to prevent cell death induced by the DNA - damaging agent.	"DNA	136	139	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 136, ""end_span"": 139, ""type"": ""Cellular_component""}]"
This sensitization did not occur when T251 - 708 was targeted to the nucleus by inclusion of the SV40 nuclear localization signal.	"nucleus	69	76	Cellular_component"	"[{""token"": ""nucleus"", ""start_span"": 69, ""end_span"": 76, ""type"": ""Cellular_component""}]"
Specifically, CLA was found to decrease the ability of mammary stromal cells to form complex anastomosing microcapillary networks in vitro on Engelbreth - Holm - Swarm - derived reconstituted basement membrane.	"basement membrane	192	209	Cellular_component"	"[{""token"": ""basement membrane"", ""start_span"": 192, ""end_span"": 209, ""type"": ""Cellular_component""}]"
Western blotting of p53 and murine double mutant 2 ( Mdm2) together with p53 DNA sequencing analysis indicate that p53 function loss by mutation or overexpression of Mdm2 occurred in all tested oral cancer cells regardless of their etiology.	"DNA	77	80	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 77, ""end_span"": 80, ""type"": ""Cellular_component""}]"
Homeostasis of the extracellular matrix is a delicate balance between degradation and remodeling, the balance being maintained by the interaction of activated matrix metalloproteinases ( MMPs) and specific tissue inhibitors of matrix metalloproteinases ( TIMPs).	"extracellular matrix	19	39	Cellular_component"	"[{""token"": ""extracellular matrix"", ""start_span"": 19, ""end_span"": 39, ""type"": ""Cellular_component""}]"
Using immunoblot analysis, we show that AdGFPFasL ( TET) is capable of initiating the classic Fas - mediated apoptotic pathway in DU145 cells, which includes activation of caspases - 8, - 3, - 7, and - 9, BID cleavage, cytochrome c release from mitochondria, and PARP cleavage.	"mitochondria	245	257	Cellular_component"	"[{""token"": ""mitochondria"", ""start_span"": 245, ""end_span"": 257, ""type"": ""Cellular_component""}]"
In contrast, CH - 11 binds to Fas, but is unable to transmit the death signal beyond the plasma membrane suggesting a block at the DISC ( death inducing signaling complex).	"plasma membrane	89	104	Cellular_component"	"[{""token"": ""plasma membrane"", ""start_span"": 89, ""end_span"": 104, ""type"": ""Cellular_component""}]"
Caspase activation, mitochondrial depolarization, and cytochrome c release were increased under these conditions.	"mitochondrial	20	33	Cellular_component"	"[{""token"": ""mitochondrial"", ""start_span"": 20, ""end_span"": 33, ""type"": ""Cellular_component""}]"
Interestingly, the human B - lymphoblastoid cell line SKW6. 4, a prototype for mitochondria - independent death receptor - induced apoptosis, was also sensitized to anti - CD95 and TRAIL - induced apoptosis under glucose - free conditions.	"mitochondria	79	91	Cellular_component"	"[{""token"": ""mitochondria"", ""start_span"": 79, ""end_span"": 91, ""type"": ""Cellular_component""}]"
To investigate whether bee venom ( BV) induces apoptosis, the 3 - ( 4, 5 - dimethylthiazol - 2 - yl) - 2, 5 - diphenyltetrazolium bromide assay, terminal deoxynucleotidyl transferase - mediated dUTP nick end - labeling assay, 4, 6 - diamidino - 2 - phenylindole staining, flow cytometric analysis, and DNA fragmentation assay were performed on NCI - H1299 lung cancer cells treated with BV.	"DNA	302	305	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 302, ""end_span"": 305, ""type"": ""Cellular_component""}]"
Cell - matrix adhesion assay was used to study the adhesive ability of CNE1 - GL cells.	"matrix	7	13	Cellular_component"	"[{""token"": ""matrix"", ""start_span"": 7, ""end_span"": 13, ""type"": ""Cellular_component""}]"
Therapeutic targeting of the survivin pathway in cancer: initiation of mitochondrial apoptosis and suppression of tumor - associated angiogenesis.	"mitochondrial	71	84	Cellular_component"	"[{""token"": ""mitochondrial"", ""start_span"": 71, ""end_span"": 84, ""type"": ""Cellular_component""}]"
The cell death pathway initiated by survivin targeting was mapped with respect to cytochrome c release, changes in mitochondrial transmembrane potential, and apoptosome requirements using mouse embryonic fibroblasts deficient in Apaf - 1 or caspase - 9.	"mitochondrial	115	128	Cellular_component"	"[{""token"": ""mitochondrial"", ""start_span"": 115, ""end_span"": 128, ""type"": ""Cellular_component""}]"
This was associated with a approximately 60% reduction in tumor - derived blood vessels by quantitative morphometry of CD31 - stained tumor areas, and appearance of endothelial cell apoptosis by internucleosomal DNA fragmentation in vivo.	"DNA	212	215	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 212, ""end_span"": 215, ""type"": ""Cellular_component""}]"
CONCLUSIONS: Survivin functions as a novel upstream regulator of mitochondrial - dependent apoptosis, and molecular targeting of this pathway results in anticancer activity via a dual mechanism of induction of tumor cell apoptosis and suppression of angiogenesis.	"mitochondrial	65	78	Cellular_component"	"[{""token"": ""mitochondrial"", ""start_span"": 65, ""end_span"": 78, ""type"": ""Cellular_component""}]"
Following intravenous administration of cationic lipid - DNA complexes ( lipoplexes) into mice, transfection ( lipofection) occurs predominantly in the lungs.	"DNA	57	60	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 57, ""end_span"": 60, ""type"": ""Cellular_component""}]"
Dioleoyl phosphatidylethanolamine - based lipoplexes were found to give low expression, apparently because of an immediate loss of integrity in serum, without lipid - DNA dissociation.	"DNA	167	170	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 167, ""end_span"": 170, ""type"": ""Cellular_component""}]"
The effects of IGF - 1 are mediated principally through the IGF - 1R but are modulated by complex interactions with multiple IGF binding proteins that themselves are regulated by phosphorylation, proteolysis, polymerization, and cell or matrix association.	"matrix	237	243	Cellular_component"	"[{""token"": ""matrix"", ""start_span"": 237, ""end_span"": 243, ""type"": ""Cellular_component""}]"
Malignant cells often display defects in autophagy, an evolutionarily conserved pathway for degrading long - lived proteins and cytoplasmic organelles.	"cytoplasmic organelles	128	150	Cellular_component"	"[{""token"": ""cytoplasmic organelles"", ""start_span"": 128, ""end_span"": 150, ""type"": ""Cellular_component""}]"
NaF and Group I compounds induced internucleosomal DNA fragmentation in HL - 60 cells, whereas Group II compounds were inactive even in the presence of NaF.	"DNA	51	54	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 51, ""end_span"": 54, ""type"": ""Cellular_component""}]"
Most Group I compounds except doxorubicin ( which induced DNA fragmentation less effectively than others) activated caspase 3 more efficiently than Group II compounds.	"DNA	58	61	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 58, ""end_span"": 61, ""type"": ""Cellular_component""}]"
Thrombin decreases the ability of endothelial cells to attach to basement membrane proteins.	"basement membrane	65	82	Cellular_component"	"[{""token"": ""basement membrane"", ""start_span"": 65, ""end_span"": 82, ""type"": ""Cellular_component""}]"
A clone of NIH3T3 transformant ( H - 3), obtained by transfecting genomic DNA of a human colon carcinoma cell line, contains human K - ras oncogene and yields metastatic pulmonary nodules after intravenous injection of the cells into nude mice.	"DNA	74	77	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 74, ""end_span"": 77, ""type"": ""Cellular_component""}]"
To investigate this possibility, we studied the influence of bovine lactoferrin on Fas - mediated apoptosis with regard to expression of Fas, activation of caspase - 8 and caspase - 3, and DNA fragmentation in the colon mucosa of AOM - treated rats.	"DNA	189	192	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 189, ""end_span"": 192, ""type"": ""Cellular_component""}]"
Proteolytic activity is required for the turnover of the extracellular matrix during wound healing.	"extracellular matrix	57	77	Cellular_component"	"[{""token"": ""extracellular matrix"", ""start_span"": 57, ""end_span"": 77, ""type"": ""Cellular_component""}]"
Matrix metalloproteinases can collectively cleave all components of the extracellular matrix, with the endogenous tissue inhibitor of metalloproteinase - 1 regulating their activity.	"extracellular matrix	72	92	Cellular_component"	"[{""token"": ""extracellular matrix"", ""start_span"": 72, ""end_span"": 92, ""type"": ""Cellular_component""}]"
The later expression of matrix metalloproteinase - 2 and - 9 in fibroblasts suggests a role in extracellular matrix remodeling.	"extracellular matrix	95	115	Cellular_component"	"[{""token"": ""extracellular matrix"", ""start_span"": 95, ""end_span"": 115, ""type"": ""Cellular_component""}]"
Most of the studies focusing on the mechanisms of p53 activity have been performed in cultured cells upon treatment with well - established p53 - activating inputs, such as high doses of radiations, DNA - damaging drugs and activated oncogenes.	"DNA	199	202	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 199, ""end_span"": 202, ""type"": ""Cellular_component""}]"
However, how the tumor suppressive functions of p53 become concerted with the extracellular cues arriving at the cell surface during tissue homeostasis, remains largely unknown.	"cell surface	113	125	Cellular_component"	"[{""token"": ""cell surface"", ""start_span"": 113, ""end_span"": 125, ""type"": ""Cellular_component""}]"
Granulocyte - macrophage colony - stimulating factor and interleukin - 3 enhance the incorporation of cytosine arabinoside into the DNA of leukemic blasts and the cytotoxic effect on clonogenic cells from patients with acute myeloid leukemia.	"DNA	132	135	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 132, ""end_span"": 135, ""type"": ""Cellular_component""}]"
3H - Cytosine arabinoside incorporation into the DNA was enhanced 1. 33 - to 18. 3 - fold over respective controls in 14 of 17 patients.	"DNA	49	52	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 49, ""end_span"": 52, ""type"": ""Cellular_component""}]"
This finding may be explained by a stimulatory effect of GM - CSF and IL - 3 on ara - C phosphorylating enzymes and a more rapid incorporation of ara - CTP into the DNA of leukemic blasts.	"DNA	165	168	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 165, ""end_span"": 168, ""type"": ""Cellular_component""}]"
Hence, GM - CSF and IL - 3 enhance the intracellular metabolism of ara - C and its incorporation into the DNA of leukemic cells leading to a higher antileukemic activity of ara - C on clonogenic leukemic cells ( CFU - L).	"DNA	106	109	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 106, ""end_span"": 109, ""type"": ""Cellular_component""}]"
As SET has been previously reported to be an inhibitor of phosphatase PP2A, the nuclear phosphatase activity was monitored in cells expressing activated Galpha ( 12).	"nuclear	80	87	Cellular_component"	"[{""token"": ""nuclear"", ""start_span"": 80, ""end_span"": 87, ""type"": ""Cellular_component""}]"
Our results indicate that the nuclear phosphatase activity is inhibited by greater than 50% in Galpha ( 12) QL cells compared to vector control cells.	"nuclear	30	37	Cellular_component"	"[{""token"": ""nuclear"", ""start_span"": 30, ""end_span"": 37, ""type"": ""Cellular_component""}]"
Vascular endothelial growth factor ( VEGF), an endothelial cell - specific mitogen, can act in tumor - induced angiogenesis by binding to specific receptors on the surface of endothelial cells.	"surface	164	171	Cellular_component"	"[{""token"": ""surface"", ""start_span"": 164, ""end_span"": 171, ""type"": ""Cellular_component""}]"
Angiogenin is up - regulated in the nucleus and cytoplasm in human primary breast carcinoma and is associated with markers of hypoxia but not survival.	"nucleus	36	43	Cellular_component"	"[{""token"": ""nucleus"", ""start_span"": 36, ""end_span"": 43, ""type"": ""Cellular_component""}]"
This study shows that angiogenin expression is up - regulated in the cytoplasmic and nuclear compartments in in situ carcinoma and invasive carcinoma compared with normal breast tissue and that angiogenin expression in invasive carcinomas is significantly positively associated with high tumour grade ( p = 0. 03), positive oestrogen receptor ( ER) status ( p = 0. 01), HIF - 1 alpha ( p = 0. 001) and DEC 1 ( p = 0. 001), but not with patient age ( p = 0. 8), tumour size ( p = 0. 25), lymph node status ( p = 0. 69), epidermal growth factor receptor ( p = 0. 56) or microvessel density ( p = 0. 32).	"nuclear	85	92	Cellular_component"	"[{""token"": ""nuclear"", ""start_span"": 85, ""end_span"": 92, ""type"": ""Cellular_component""}]"
Germline succinate dehydrogenase subunit A ( SDHA) mutations have been reported in a few patients with a classical mitochondrial neurodegenerative disease.	"mitochondrial	115	128	Cellular_component"	"[{""token"": ""mitochondrial"", ""start_span"": 115, ""end_span"": 128, ""type"": ""Cellular_component""}]"
The subsequent identification of germline mutations in the gene encoding fumarase - - another TCA cycle enzyme - - in a new hereditary form of susceptibility to renal, uterine and cutaneous tumors has highlighted the potential role of the TCA cycle and, more generally, of the mitochondria in cancer.	"mitochondria	277	289	Cellular_component"	"[{""token"": ""mitochondria"", ""start_span"": 277, ""end_span"": 289, ""type"": ""Cellular_component""}]"
We show here that p10, which arises from the use of an alternative splice donor site within intron 1, is conserved in the mouse genome and is widely expressed in mouse tissues.	"intron 1	92	100	Cellular_component"	"[{""token"": ""intron 1"", ""start_span"": 92, ""end_span"": 100, ""type"": ""Cellular_component""}]"
Blood vessels, capillaries, and endothelial pseudopods were found at greater than 100 microns from the capsule ( subcortex).	"endothelial pseudopods	32	54	Cellular_component"	"[{""token"": ""endothelial pseudopods"", ""start_span"": 32, ""end_span"": 54, ""type"": ""Cellular_component""}]"
Tumors greater than 35 mm3 treated with IR 24 hours previously or with TEMF had decreased blood vessels in the subcortex and more endothelial pseudopods projecting into hypoxic, HIF positive areas than tumors from the control group.	"endothelial pseudopods	130	152	Cellular_component"	"[{""token"": ""endothelial pseudopods"", ""start_span"": 130, ""end_span"": 152, ""type"": ""Cellular_component""}]"
HKa and D5 reduce the localization of paxillin to the focal adhesions after S1P and VEGF stimulation.	"focal adhesions	54	69	Cellular_component"	"[{""token"": ""focal adhesions"", ""start_span"": 54, ""end_span"": 69, ""type"": ""Cellular_component""}]"
Inhibitors of Akt and P13 - kinase, the upstream activator of Akt, block endothelial cell migration and disrupt paxillin localization to the focal adhesions after stimulation with VEGF and S1P.	"focal adhesions	141	156	Cellular_component"	"[{""token"": ""focal adhesions"", ""start_span"": 141, ""end_span"": 156, ""type"": ""Cellular_component""}]"
Therefore we suggest that HKa through its D5 domain alters P13 - kinase - Akt signaling to inhibit endothelial cell migration through alterations in the focal adhesions.	"focal adhesions	153	168	Cellular_component"	"[{""token"": ""focal adhesions"", ""start_span"": 153, ""end_span"": 168, ""type"": ""Cellular_component""}]"
Additional analysis of the mechanism of action of Go6976 ( RT - PCR, Western blots, and immunohistochemistry) of the changes in the phosphorylated and nonphosphorylated forms of PKCalpha in the cell membrane and cytoplasm confirmed the specificity of PKCalpha inhibition by Go6976.	"cell membrane	194	207	Cellular_component"	"[{""token"": ""cell membrane"", ""start_span"": 194, ""end_span"": 207, ""type"": ""Cellular_component""}]"
Regulation of the composition of the extracellular matrix by low density lipoprotein receptor - related protein - 1: activities based on regulation of mRNA expression.	"extracellular matrix	37	57	Cellular_component"	"[{""token"": ""extracellular matrix"", ""start_span"": 37, ""end_span"": 57, ""type"": ""Cellular_component""}]"
In this study, we applied a proteomics strategy to identify novel proteins involved in ECM modeling that are regulated by LRP - 1.	"ECM	87	90	Cellular_component"	"[{""token"": ""ECM"", ""start_span"": 87, ""end_span"": 90, ""type"": ""Cellular_component""}]"
We show that LRP - 1 deficiency in murine embryonic fibroblasts ( MEFs) is associated with increased levels of type III collagen and pigment epithelium - derived factor, which accumulate in the substratum surrounding cells.	"substratum	194	204	Cellular_component"	"[{""token"": ""substratum"", ""start_span"": 194, ""end_span"": 204, ""type"": ""Cellular_component""}]"
Here, we show that NCAM - deficient beta cell tumors grew leaky blood vessels with perturbed pericyte - endothelial cell - cell interactions and deficient perivascular deposition of ECM components.	"ECM components	182	196	Cellular_component"	"[{""token"": ""ECM components"", ""start_span"": 182, ""end_span"": 196, ""type"": ""Cellular_component""}]"
Conversely, tumor cell expression of NCAM in a fibrosarcoma model ( T241) improved pericyte recruitment and increased perivascular deposition of ECM molecules.	"ECM molecules	145	158	Cellular_component"	"[{""token"": ""ECM molecules"", ""start_span"": 145, ""end_span"": 158, ""type"": ""Cellular_component""}]"
Apoptosis was further measured by DNA fragmentation and microscope examination.	"DNA	34	37	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 34, ""end_span"": 37, ""type"": ""Cellular_component""}]"
Thus, CECs, EPCs and EMPs may represent potentially novel methods for evaluating the vascular status of cancer patients.	"EMPs	21	25	Cellular_component"	"[{""token"": ""EMPs"", ""start_span"": 21, ""end_span"": 25, ""type"": ""Cellular_component""}]"
This review will summarize the current position of CECs, EPCs and EMPs in cell biology terms, with particular emphasis on their relationship to malignant disease.	"EMPs	66	70	Cellular_component"	"[{""token"": ""EMPs"", ""start_span"": 66, ""end_span"": 70, ""type"": ""Cellular_component""}]"
In vitro studies using monolayer cultures of human tumor cell lines have shown that 2 - DG selectively inhibits energy - dependent DNA repair and cellular recovery processes in cancer cells.	"DNA	131	134	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 131, ""end_span"": 134, ""type"": ""Cellular_component""}]"
Radiosensitization by 2 - DG in monolayer cells was primarily due to an increase in mitotic death ( 23%) linked to cytogenetic damage ( micronuclei), whereas a profound induction of apoptosis ( 40%) accounted for the sensitization in spheroids.	"micronuclei	136	147	Cellular_component"	"[{""token"": ""micronuclei"", ""start_span"": 136, ""end_span"": 147, ""type"": ""Cellular_component""}]"
Comet assay revealed a late onset of DNA breaks in the presence of 2 - DG following irradiation only in spheroids, which corroborated well with the late onset of oxidative stress.	"DNA	37	40	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 37, ""end_span"": 40, ""type"": ""Cellular_component""}]"
BAG - 1L was nucleoplasmic and nucleolar, whereas BAG - 1S and BAG - 1M were cytoplasmic and nucleoplasmic in localisation.	"nucleolar	31	40	Cellular_component"	"[{""token"": ""nucleolar"", ""start_span"": 31, ""end_span"": 40, ""type"": ""Cellular_component""}]"
Having identified the nucleolar localisation sequence in BAG - 1L, we showed that mutation of this sequence did not prevent BAG - 1L from potentiating VDR activity.	"nucleolar	22	31	Cellular_component"	"[{""token"": ""nucleolar"", ""start_span"": 22, ""end_span"": 31, ""type"": ""Cellular_component""}]"
Acquired molecular abnormalities ( mutations or chromosomal translocations) of the RUNX1 transcription factor gene are frequent in acute myeloblastic leukemias ( AMLs) and in therapy - related myelodysplastic syndromes, but rarely in acute lymphoblastic leukemias ( ALLs) and chronic myelogenous leukemias ( CMLs).	"chromosomal	48	59	Cellular_component"	"[{""token"": ""chromosomal"", ""start_span"": 48, ""end_span"": 59, ""type"": ""Cellular_component""}]"
Emergence of the RUNX1 mutations was detected at diagnosis or before the acquisition of trisomy 21 during disease progression.	"21	96	98	Cellular_component"	"[{""token"": ""21"", ""start_span"": 96, ""end_span"": 98, ""type"": ""Cellular_component""}]"
We have detected transforming activity by a tumorigenicity assay using NIH3T3 cells transfected with DNA from a chronic myeloproliferative disorder patient.	"DNA	101	104	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 101, ""end_span"": 104, ""type"": ""Cellular_component""}]"
The predicted UFO protein exhibits characteristic features of a transmembrane receptor with associated tyrosine kinase activity.	"transmembrane	64	77	Cellular_component"	"[{""token"": ""transmembrane"", ""start_span"": 64, ""end_span"": 77, ""type"": ""Cellular_component""}]"
Histological examination revealed cystic or angiomatoid spaces of various sizes lined by cuboidal, low - columnar, or flattened epithelioid cells with vacuolated cytoplasm and round to oval nuclei.	"nuclei	190	196	Cellular_component"	"[{""token"": ""nuclei"", ""start_span"": 190, ""end_span"": 196, ""type"": ""Cellular_component""}]"
Atypically, abundant capillaries were observed; however, the cystic proliferation of epithelioid cells with vacuoles and immunohistochemical profile of the epithelioid element were consistent with hepatic adenomatoid tumour.	"vacuoles	108	116	Cellular_component"	"[{""token"": ""vacuoles"", ""start_span"": 108, ""end_span"": 116, ""type"": ""Cellular_component""}]"
OBJECTIVE: PTEN ( phosphatase and tensin homologue deleted on chromosome 10) is a tumor suppressor gene identified on human chromosome 10q23.	"chromosome 10q23	124	140	Cellular_component"	"[{""token"": ""chromosome 10q23"", ""start_span"": 124, ""end_span"": 140, ""type"": ""Cellular_component""}]"
Reactive astrocytic processes and phagocytic cells are also present in the grafts.	"astrocytic processes	9	29	Cellular_component"	"[{""token"": ""astrocytic processes"", ""start_span"": 9, ""end_span"": 29, ""type"": ""Cellular_component""}]"
M - CSF also induced the nuclear localization of Sp1, which was blocked by ERK inhibition.	"nuclear	25	32	Cellular_component"	"[{""token"": ""nuclear"", ""start_span"": 25, ""end_span"": 32, ""type"": ""Cellular_component""}]"
In this study, we investigated whether the nuclear transcription factor NF - kappaB, implicated in PC metastasis, is involved in transcriptional regulation and activation of BMP - 2 or BMP - 4 / Smad signaling in PC cells.	"nuclear	43	50	Cellular_component"	"[{""token"": ""nuclear"", ""start_span"": 43, ""end_span"": 50, ""type"": ""Cellular_component""}]"
Promoter binding assay was performed by chromatin immunoprecipitation ( ChIP) assay.	"chromatin	40	49	Cellular_component"	"[{""token"": ""chromatin"", ""start_span"": 40, ""end_span"": 49, ""type"": ""Cellular_component""}]"
Both COL - I and COL - V showed statistically significant ( P less than 0. 05) increased activity between day 7 and day 14 for pattern A, potentially indicating a continued effect on matrix remodeling.	"matrix	183	189	Cellular_component"	"[{""token"": ""matrix"", ""start_span"": 183, ""end_span"": 189, ""type"": ""Cellular_component""}]"
In the presence of high levels of VEGF, Ang - 2 also promotes rapid increase in capillary diameter, remodeling of the basal lamina, proliferation and migration of endothelial cells, and stimulates sprouting of new blood vessels.	"basal lamina	118	130	Cellular_component"	"[{""token"": ""basal lamina"", ""start_span"": 118, ""end_span"": 130, ""type"": ""Cellular_component""}]"
These novel functions of p53 help to align metabolic processes with the proliferation and energy status, to maintain optimal mode of glucose metabolism and to boost the energy efficient mitochondrial respiration in response to ATP deficiency.	"mitochondrial	186	199	Cellular_component"	"[{""token"": ""mitochondrial"", ""start_span"": 186, ""end_span"": 199, ""type"": ""Cellular_component""}]"
Additional activities of p53 in non - stressed cells tune up the antioxidant defense mechanisms reducing the probability of mutations caused by DNA oxidation under conditions of daily stresses.	"DNA	144	147	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 144, ""end_span"": 147, ""type"": ""Cellular_component""}]"
The deficiency in the p53 - mediated regulation of glycolysis and mitochondrial respiration greatly accounts for the deficient respiration of the predominance of aerobic glycolysis in cancer cells ( the Warburg effect), while the deficiency in the p53 - modulated antioxidant defense mechanisms contributes to mutagenesis and additionally boosts the carcinogenesis process.	"mitochondrial	66	79	Cellular_component"	"[{""token"": ""mitochondrial"", ""start_span"": 66, ""end_span"": 79, ""type"": ""Cellular_component""}]"
Semaphorin 7A ( Sema7A) is a membrane - linked semaphorin that is expressed by human keratinocytes, and we have shown that Sema7A binds to human melanocytes through beta1 - integrins and the Plexin C1 receptor.	"membrane	29	37	Cellular_component"	"[{""token"": ""membrane"", ""start_span"": 29, ""end_span"": 37, ""type"": ""Cellular_component""}]"
