Sentence	entity_1	entity_2	entity_3	json	split
These data provide strong evidence that E2F or an E2F - related transcription factor is involved in the regulation of nonmuscle myosin expression.	E2F,40,43,Gene/Protein	E2F - related transcription factor,50,84,Gene/Protein	nonmuscle myosin,118,134,Gene/Protein	"[{""token"": ""E2F"", ""start_span"": 40, ""end_span"": 43, ""type"": ""Gene/Protein""}, {""token"": ""E2F - related transcription factor"", ""start_span"": 50, ""end_span"": 84, ""type"": ""Gene/Protein""}, {""token"": ""nonmuscle myosin"", ""start_span"": 118, ""end_span"": 134, ""type"": ""Gene/Protein""}]"	train
The iron dependence of transcription and expression of cvaA, which encodes a transporter accessory protein, and cvi, encoding the colicin V immunity protein, was assessed under conditions of iron excess or depletion.	cvaA,55,59,Gene/Protein	cvi,112,115,Gene/Protein	colicin V immunity protein,130,156,Gene/Protein	"[{""token"": ""cvaA"", ""start_span"": 55, ""end_span"": 59, ""type"": ""Gene/Protein""}, {""token"": ""cvi"", ""start_span"": 112, ""end_span"": 115, ""type"": ""Gene/Protein""}, {""token"": ""colicin V immunity protein"", ""start_span"": 130, ""end_span"": 156, ""type"": ""Gene/Protein""}]"	train
Finally, using in vitro binding studies, we showed that SREBP2 was able to displace ADD1 / SREBP1 binding from the sterol regulatory element ( SRE) site.	SREBP2,56,62,Gene/Protein	ADD1,84,88,Gene/Protein	SREBP1,91,97,Gene/Protein	"[{""token"": ""SREBP2"", ""start_span"": 56, ""end_span"": 62, ""type"": ""Gene/Protein""}, {""token"": ""ADD1"", ""start_span"": 84, ""end_span"": 88, ""type"": ""Gene/Protein""}, {""token"": ""SREBP1"", ""start_span"": 91, ""end_span"": 97, ""type"": ""Gene/Protein""}]"	train
In contrast, the contractile action of arachidonic acid, via a presumed cyclooxygenase product that mediated the contractions caused by both TF and EGF, was not blocked by any of the signal pathway probe inhibitors.	cyclooxygenase,72,86,Gene/Protein	TF,141,143,Gene/Protein	EGF,148,151,Gene/Protein	"[{""token"": ""cyclooxygenase"", ""start_span"": 72, ""end_span"": 86, ""type"": ""Gene/Protein""}, {""token"": ""TF"", ""start_span"": 141, ""end_span"": 143, ""type"": ""Gene/Protein""}, {""token"": ""EGF"", ""start_span"": 148, ""end_span"": 151, ""type"": ""Gene/Protein""}]"	train
Deletion of the apeA gene, either with or without deletion of other proteinases ( protease IV and aminopeptidase N), did not have any effect on cell growth in the various media tested.	apeA gene,16,25,Gene/Protein	protease IV,82,93,Gene/Protein	aminopeptidase N,98,114,Gene/Protein	"[{""token"": ""apeA gene"", ""start_span"": 16, ""end_span"": 25, ""type"": ""Gene/Protein""}, {""token"": ""protease IV"", ""start_span"": 82, ""end_span"": 93, ""type"": ""Gene/Protein""}, {""token"": ""aminopeptidase N"", ""start_span"": 98, ""end_span"": 114, ""type"": ""Gene/Protein""}]"	train
The Dox - A2 ORF driven by the TDH3 promoter complemented the phenotype of a strain deleted for sun2.	Dox - A2 ORF,4,16,Gene/Protein	TDH3 promoter,31,44,Gene/Protein	sun2,96,100,Gene/Protein	"[{""token"": ""Dox - A2 ORF"", ""start_span"": 4, ""end_span"": 16, ""type"": ""Gene/Protein""}, {""token"": ""TDH3 promoter"", ""start_span"": 31, ""end_span"": 44, ""type"": ""Gene/Protein""}, {""token"": ""sun2"", ""start_span"": 96, ""end_span"": 100, ""type"": ""Gene/Protein""}]"	train
Glucagon also induced LUC activity very strongly when the CRE1 and CRE2 sites were combined; induction of the ( CRE1) 3 ( CRE2) 2SV40 - LUC constructs was positively modulated by the pO2.	Glucagon,0,8,Gene/Protein	LUC,22,25,Gene/Protein	LUC,136,139,Gene/Protein	"[{""token"": ""Glucagon"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Gene/Protein""}, {""token"": ""LUC"", ""start_span"": 22, ""end_span"": 25, ""type"": ""Gene/Protein""}, {""token"": ""LUC"", ""start_span"": 136, ""end_span"": 139, ""type"": ""Gene/Protein""}]"	train
Here the cloning and molecular analysis of the Zm - ERabp1, Zm - ERabp4, and Zm - ERabp5 genes is presented.	Zm - ERabp1,47,58,Gene/Protein	Zm - ERabp4,60,71,Gene/Protein	Zm - ERabp5 genes,77,94,Gene/Protein	"[{""token"": ""Zm - ERabp1"", ""start_span"": 47, ""end_span"": 58, ""type"": ""Gene/Protein""}, {""token"": ""Zm - ERabp4"", ""start_span"": 60, ""end_span"": 71, ""type"": ""Gene/Protein""}, {""token"": ""Zm - ERabp5 genes"", ""start_span"": 77, ""end_span"": 94, ""type"": ""Gene/Protein""}]"	train
Stromelysin - 1, matrix metalloproteinase - 3 ( MMP - 3), is an important endopeptidase selectively expressed by somatic cells in organ tissues.	Stromelysin - 1,0,15,Gene/Protein	matrix metalloproteinase - 3,17,45,Gene/Protein	MMP - 3,48,55,Gene/Protein	"[{""token"": ""Stromelysin - 1"", ""start_span"": 0, ""end_span"": 15, ""type"": ""Gene/Protein""}, {""token"": ""matrix metalloproteinase - 3"", ""start_span"": 17, ""end_span"": 45, ""type"": ""Gene/Protein""}, {""token"": ""MMP - 3"", ""start_span"": 48, ""end_span"": 55, ""type"": ""Gene/Protein""}]"	train
Regulation of urokinase plasminogen activator gene transcription in the RAW264 murine macrophage cell line by macrophage colony - stimulating factor ( CSF - 1) is dependent upon the level of cell - surface receptor.	urokinase plasminogen activator gene,14,50,Gene/Protein	macrophage colony - stimulating factor,110,148,Gene/Protein	CSF - 1,151,158,Gene/Protein	"[{""token"": ""urokinase plasminogen activator gene"", ""start_span"": 14, ""end_span"": 50, ""type"": ""Gene/Protein""}, {""token"": ""macrophage colony - stimulating factor"", ""start_span"": 110, ""end_span"": 148, ""type"": ""Gene/Protein""}, {""token"": ""CSF - 1"", ""start_span"": 151, ""end_span"": 158, ""type"": ""Gene/Protein""}]"	train
MZF - 1 represses CAT reporter gene expression via GAL4 binding sites in the nonhematopoietic cell lines NIH 3T3 and 293.	MZF - 1,0,7,Gene/Protein	CAT reporter gene,18,35,Gene/Protein	GAL4 binding sites,51,69,Gene/Protein	"[{""token"": ""MZF - 1"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Gene/Protein""}, {""token"": ""CAT reporter gene"", ""start_span"": 18, ""end_span"": 35, ""type"": ""Gene/Protein""}, {""token"": ""GAL4 binding sites"", ""start_span"": 51, ""end_span"": 69, ""type"": ""Gene/Protein""}]"	train
We linked hypersensitivity site 2 ( HS2) from the locus control region ( LCR) to a A gamma - globin gene ( A gamma *) mutationally marked to allow its transcript to be distinguished from endogenous gamma - globin mRNA.	A gamma - globin,83,99,Gene/Protein	A gamma *,107,116,Gene/Protein	gamma - globin,198,212,Gene/Protein	"[{""token"": ""A gamma - globin"", ""start_span"": 83, ""end_span"": 99, ""type"": ""Gene/Protein""}, {""token"": ""A gamma *"", ""start_span"": 107, ""end_span"": 116, ""type"": ""Gene/Protein""}, {""token"": ""gamma - globin"", ""start_span"": 198, ""end_span"": 212, ""type"": ""Gene/Protein""}]"	train
French bean contains a small family of genes encoding PAL and two of these genes, PAL2 and PAL3, have been shown to be differentially expressed at the mRNA level in bean tissues.	genes encoding PAL,39,57,Gene/Protein	PAL2,82,86,Gene/Protein	PAL3,91,95,Gene/Protein	"[{""token"": ""genes encoding PAL"", ""start_span"": 39, ""end_span"": 57, ""type"": ""Gene/Protein""}, {""token"": ""PAL2"", ""start_span"": 82, ""end_span"": 86, ""type"": ""Gene/Protein""}, {""token"": ""PAL3"", ""start_span"": 91, ""end_span"": 95, ""type"": ""Gene/Protein""}]"	train
The product of rat gene 33 was identified as an ErbB - 2 - interacting protein in a two - hybrid screen employing the ErbB - 2 juxtamembrane and kinase domains as bait.	rat gene 33,15,26,Gene/Protein	ErbB - 2 - interacting protein,48,78,Gene/Protein	ErbB - 2 juxtamembrane and kinase domains,118,159,Gene/Protein	"[{""token"": ""rat gene 33"", ""start_span"": 15, ""end_span"": 26, ""type"": ""Gene/Protein""}, {""token"": ""ErbB - 2 - interacting protein"", ""start_span"": 48, ""end_span"": 78, ""type"": ""Gene/Protein""}, {""token"": ""ErbB - 2 juxtamembrane and kinase domains"", ""start_span"": 118, ""end_span"": 159, ""type"": ""Gene/Protein""}]"	train
Thus, methylation of Pph21p is important for formation of PP2A trimeric and dimeric complexes, and consequently, for PP2A function.	Pph21p,21,27,Gene/Protein	PP2A trimeric and dimeric complexes,58,93,Gene/Protein	PP2A,117,121,Gene/Protein	"[{""token"": ""Pph21p"", ""start_span"": 21, ""end_span"": 27, ""type"": ""Gene/Protein""}, {""token"": ""PP2A trimeric and dimeric complexes"", ""start_span"": 58, ""end_span"": 93, ""type"": ""Gene/Protein""}, {""token"": ""PP2A"", ""start_span"": 117, ""end_span"": 121, ""type"": ""Gene/Protein""}]"	train
The in vitro activity of mecillinam and amoxicillin / clavulanic acid against Escherichia coli strains producing beta - lactamases of the TEM - 1, Oxa - 1 and chromosomal type were studied using the broth and agar dilution technique.	beta - lactamases,113,130,Gene/Protein	TEM - 1,138,145,Gene/Protein	Oxa - 1,147,154,Gene/Protein	"[{""token"": ""beta - lactamases"", ""start_span"": 113, ""end_span"": 130, ""type"": ""Gene/Protein""}, {""token"": ""TEM - 1"", ""start_span"": 138, ""end_span"": 145, ""type"": ""Gene/Protein""}, {""token"": ""Oxa - 1"", ""start_span"": 147, ""end_span"": 154, ""type"": ""Gene/Protein""}]"	train
Nuclear localization and protein sequence similarities suggested that the SPT2 / SIN1 protein may be related to the nonhistone chromosomal protein HMG1.	SPT2,74,78,Gene/Protein	SIN1,81,85,Gene/Protein	nonhistone chromosomal protein HMG1,116,151,Gene/Protein	"[{""token"": ""SPT2"", ""start_span"": 74, ""end_span"": 78, ""type"": ""Gene/Protein""}, {""token"": ""SIN1"", ""start_span"": 81, ""end_span"": 85, ""type"": ""Gene/Protein""}, {""token"": ""nonhistone chromosomal protein HMG1"", ""start_span"": 116, ""end_span"": 151, ""type"": ""Gene/Protein""}]"	train
Furthermore, the over - replication phenotype produced by this mutant p65cdc18 is resistant to increased mitotic cyclin / CDK activity, a known inhibitor of over - replication.	mutant p65cdc18,63,78,Gene/Protein	cyclin,113,119,Gene/Protein	CDK,122,125,Gene/Protein	"[{""token"": ""mutant p65cdc18"", ""start_span"": 63, ""end_span"": 78, ""type"": ""Gene/Protein""}, {""token"": ""cyclin"", ""start_span"": 113, ""end_span"": 119, ""type"": ""Gene/Protein""}, {""token"": ""CDK"", ""start_span"": 122, ""end_span"": 125, ""type"": ""Gene/Protein""}]"	train
The insulin - induced DNA - binding complex was identified as the p50 / p65 heterodimer.	insulin,4,11,Gene/Protein	p50,66,69,Gene/Protein	p65,72,75,Gene/Protein	"[{""token"": ""insulin"", ""start_span"": 4, ""end_span"": 11, ""type"": ""Gene/Protein""}, {""token"": ""p50"", ""start_span"": 66, ""end_span"": 69, ""type"": ""Gene/Protein""}, {""token"": ""p65"", ""start_span"": 72, ""end_span"": 75, ""type"": ""Gene/Protein""}]"	train
We suggest that FlgN and FliT are substrate - specific flagellar chaperones that prevent oligomerization of the HAPs by binding to their helical domains before export.	FlgN,16,20,Gene/Protein	FliT,25,29,Gene/Protein	HAPs,112,116,Gene/Protein	"[{""token"": ""FlgN"", ""start_span"": 16, ""end_span"": 20, ""type"": ""Gene/Protein""}, {""token"": ""FliT"", ""start_span"": 25, ""end_span"": 29, ""type"": ""Gene/Protein""}, {""token"": ""HAPs"", ""start_span"": 112, ""end_span"": 116, ""type"": ""Gene/Protein""}]"	train
One such mutant also affects the overlapping - 10 hexamer of PR and results in reduced occupancy by both MerR and RNA polymerase, likely as a result of inefficient transcriptional initiation of merR mRNA.	MerR,105,109,Gene/Protein	RNA polymerase,114,128,Gene/Protein	merR mRNA,194,203,Gene/Protein	"[{""token"": ""MerR"", ""start_span"": 105, ""end_span"": 109, ""type"": ""Gene/Protein""}, {""token"": ""RNA polymerase"", ""start_span"": 114, ""end_span"": 128, ""type"": ""Gene/Protein""}, {""token"": ""merR mRNA"", ""start_span"": 194, ""end_span"": 203, ""type"": ""Gene/Protein""}]"	train
RESULTS: Horses with colic had significantly higher fibrinogen concentration, greater alpha 2AP and protein C activities, and longer PT and APTT than did healthy horses.	fibrinogen,52,62,Gene/Protein	alpha 2AP,86,95,Gene/Protein	protein C,100,109,Gene/Protein	"[{""token"": ""fibrinogen"", ""start_span"": 52, ""end_span"": 62, ""type"": ""Gene/Protein""}, {""token"": ""alpha 2AP"", ""start_span"": 86, ""end_span"": 95, ""type"": ""Gene/Protein""}, {""token"": ""protein C"", ""start_span"": 100, ""end_span"": 109, ""type"": ""Gene/Protein""}]"	train
The selective alteration of the genome using Cre recombinase to target the rearrangement of genes flanked by LOX recognition sequences has required the use of two separate genetic constructs in trans, one containing cre and the other containing the gene of interest flanked by LOX sites.	Cre recombinase,45,60,Gene/Protein	LOX recognition sequences,109,134,Gene/Protein	LOX sites,277,286,Gene/Protein	"[{""token"": ""Cre recombinase"", ""start_span"": 45, ""end_span"": 60, ""type"": ""Gene/Protein""}, {""token"": ""LOX recognition sequences"", ""start_span"": 109, ""end_span"": 134, ""type"": ""Gene/Protein""}, {""token"": ""LOX sites"", ""start_span"": 277, ""end_span"": 286, ""type"": ""Gene/Protein""}]"	train
Hydrophobicity analysis indicated that the KlaA and KlaB polypeptides are likely to be soluble, whereas the KlaC polypeptide was predicted to have four potential membrane - spanning domains.	KlaA,43,47,Gene/Protein	KlaB polypeptides,52,69,Gene/Protein	KlaC polypeptide,108,124,Gene/Protein	"[{""token"": ""KlaA"", ""start_span"": 43, ""end_span"": 47, ""type"": ""Gene/Protein""}, {""token"": ""KlaB polypeptides"", ""start_span"": 52, ""end_span"": 69, ""type"": ""Gene/Protein""}, {""token"": ""KlaC polypeptide"", ""start_span"": 108, ""end_span"": 124, ""type"": ""Gene/Protein""}]"	train
Serum levels of IgG and IgM were also raised, but contrary to the findings of other observers IgA levels were normal.	IgG,16,19,Gene/Protein	IgM,24,27,Gene/Protein	IgA,94,97,Gene/Protein	"[{""token"": ""IgG"", ""start_span"": 16, ""end_span"": 19, ""type"": ""Gene/Protein""}, {""token"": ""IgM"", ""start_span"": 24, ""end_span"": 27, ""type"": ""Gene/Protein""}, {""token"": ""IgA"", ""start_span"": 94, ""end_span"": 97, ""type"": ""Gene/Protein""}]"	train
Nevertheless, inactivation of the cyclin E - Cdk2 complex in response to mitogen starvation occurs normally in MEFs that have a homozygous deletion of the p27 gene.	cyclin E,34,42,Gene/Protein	Cdk2,45,49,Gene/Protein	p27 gene,155,163,Gene/Protein	"[{""token"": ""cyclin E"", ""start_span"": 34, ""end_span"": 42, ""type"": ""Gene/Protein""}, {""token"": ""Cdk2"", ""start_span"": 45, ""end_span"": 49, ""type"": ""Gene/Protein""}, {""token"": ""p27 gene"", ""start_span"": 155, ""end_span"": 163, ""type"": ""Gene/Protein""}]"	train
The actA gene is present as a single copy in the genome of A. chrysogenum; and its expression level, opposite to pcbC and cefEF cephalosporin biosynthetic genes, was steady during cephalosporin fermentation, showing a single 1. 4 - kb transcript.	actA gene,4,13,Gene/Protein	pcbC,113,117,Gene/Protein	cefEF cephalosporin biosynthetic genes,122,160,Gene/Protein	"[{""token"": ""actA gene"", ""start_span"": 4, ""end_span"": 13, ""type"": ""Gene/Protein""}, {""token"": ""pcbC"", ""start_span"": 113, ""end_span"": 117, ""type"": ""Gene/Protein""}, {""token"": ""cefEF cephalosporin biosynthetic genes"", ""start_span"": 122, ""end_span"": 160, ""type"": ""Gene/Protein""}]"	train
After nerve injury, the nociceptive responses through type I neurons, which are polymodal C - fibers and drive NK1 - receptor mechanisms in spinal pain transmission, were completely lost, but without changes in type II ones, which are polymodal C - fibers and drive NMDA receptor - mechanisms, while type III ones, which are capsaicin - insensitive ( possibly A - fibers) and drive NMDA - receptor mechanisms, were markedly enhanced.	NK1 - receptor,111,125,Gene/Protein	NMDA receptor,266,279,Gene/Protein	NMDA - receptor,382,397,Gene/Protein	"[{""token"": ""NK1 - receptor"", ""start_span"": 111, ""end_span"": 125, ""type"": ""Gene/Protein""}, {""token"": ""NMDA receptor"", ""start_span"": 266, ""end_span"": 279, ""type"": ""Gene/Protein""}, {""token"": ""NMDA - receptor"", ""start_span"": 382, ""end_span"": 397, ""type"": ""Gene/Protein""}]"	train
When comparing the barley PSI - K and PSI - G with the reported PSI - K sequence from Synechococcus vulcanus, the degree of similarity is equal, suggesting that an ancestral gene has been duplicated in a chloroplast progenitor but not in a cyanobacterial.	barley PSI - K,19,33,Gene/Protein	PSI - G,38,45,Gene/Protein	PSI - K sequence from Synechococcus vulcanus,64,108,Gene/Protein	"[{""token"": ""barley PSI - K"", ""start_span"": 19, ""end_span"": 33, ""type"": ""Gene/Protein""}, {""token"": ""PSI - G"", ""start_span"": 38, ""end_span"": 45, ""type"": ""Gene/Protein""}, {""token"": ""PSI - K sequence from Synechococcus vulcanus"", ""start_span"": 64, ""end_span"": 108, ""type"": ""Gene/Protein""}]"	train
However, at 18 months of age, significantly higher levels of IgG1 ( P less than 0. 05) and of IgG4 ( P less than 0. 01) were found in infants with an elevated IgE ( greater than or equal to 8. 0 kU / l) than in those with a lower level.	IgG1,61,65,Gene/Protein	IgG4,94,98,Gene/Protein	IgE,159,162,Gene/Protein	"[{""token"": ""IgG1"", ""start_span"": 61, ""end_span"": 65, ""type"": ""Gene/Protein""}, {""token"": ""IgG4"", ""start_span"": 94, ""end_span"": 98, ""type"": ""Gene/Protein""}, {""token"": ""IgE"", ""start_span"": 159, ""end_span"": 162, ""type"": ""Gene/Protein""}]"	train
We show that c - Fos ( the c - fos protooncogene product), which is an intrinsically unstable nuclear protein, is metabolically highly stabilized, and greatly enhances the transforming efficiency of NIH 3T3 cells, by Mos.	c - Fos,13,20,Gene/Protein	c - fos protooncogene product,27,56,Gene/Protein	Mos,217,220,Gene/Protein	"[{""token"": ""c - Fos"", ""start_span"": 13, ""end_span"": 20, ""type"": ""Gene/Protein""}, {""token"": ""c - fos protooncogene product"", ""start_span"": 27, ""end_span"": 56, ""type"": ""Gene/Protein""}, {""token"": ""Mos"", ""start_span"": 217, ""end_span"": 220, ""type"": ""Gene/Protein""}]"	train
Furthermore, the deletion of bcp from the chromosome had no effect on gcv - lacZ expression.	bcp,29,32,Gene/Protein	gcv,70,73,Gene/Protein	lacZ,76,80,Gene/Protein	"[{""token"": ""bcp"", ""start_span"": 29, ""end_span"": 32, ""type"": ""Gene/Protein""}, {""token"": ""gcv"", ""start_span"": 70, ""end_span"": 73, ""type"": ""Gene/Protein""}, {""token"": ""lacZ"", ""start_span"": 76, ""end_span"": 80, ""type"": ""Gene/Protein""}]"	train
Fusion of ubiquitin to pADPRP increased the yield of pADPRP approximately 10 - fold compared to that of the unfused enzyme.	ubiquitin,10,19,Gene/Protein	pADPRP,23,29,Gene/Protein	pADPRP,53,59,Gene/Protein	"[{""token"": ""ubiquitin"", ""start_span"": 10, ""end_span"": 19, ""type"": ""Gene/Protein""}, {""token"": ""pADPRP"", ""start_span"": 23, ""end_span"": 29, ""type"": ""Gene/Protein""}, {""token"": ""pADPRP"", ""start_span"": 53, ""end_span"": 59, ""type"": ""Gene/Protein""}]"	train
We determined whether the human StAR promoter is responsive to sterol regulatory element - binding proteins ( SREBPs).	human StAR promoter,26,45,Gene/Protein	sterol regulatory element - binding proteins,63,107,Gene/Protein	SREBPs,110,116,Gene/Protein	"[{""token"": ""human StAR promoter"", ""start_span"": 26, ""end_span"": 45, ""type"": ""Gene/Protein""}, {""token"": ""sterol regulatory element - binding proteins"", ""start_span"": 63, ""end_span"": 107, ""type"": ""Gene/Protein""}, {""token"": ""SREBPs"", ""start_span"": 110, ""end_span"": 116, ""type"": ""Gene/Protein""}]"	train
The dopamine D4 receptor as well as many other catecholaminergic receptors contain several putative SH3 binding domains.	dopamine D4 receptor,4,24,Gene/Protein	catecholaminergic receptors,47,74,Gene/Protein	SH3 binding domains,100,119,Gene/Protein	"[{""token"": ""dopamine D4 receptor"", ""start_span"": 4, ""end_span"": 24, ""type"": ""Gene/Protein""}, {""token"": ""catecholaminergic receptors"", ""start_span"": 47, ""end_span"": 74, ""type"": ""Gene/Protein""}, {""token"": ""SH3 binding domains"", ""start_span"": 100, ""end_span"": 119, ""type"": ""Gene/Protein""}]"	train
The hydrophobicity plot of NHE - 3 is very similar to that of NHE - 1 and NHE - 2.	NHE - 3,27,34,Gene/Protein	NHE - 1,62,69,Gene/Protein	NHE - 2,74,81,Gene/Protein	"[{""token"": ""NHE - 3"", ""start_span"": 27, ""end_span"": 34, ""type"": ""Gene/Protein""}, {""token"": ""NHE - 1"", ""start_span"": 62, ""end_span"": 69, ""type"": ""Gene/Protein""}, {""token"": ""NHE - 2"", ""start_span"": 74, ""end_span"": 81, ""type"": ""Gene/Protein""}]"	train
Engagement of human CD2 by mitogenic pairs of anti - CD2 mAb induces tyrosine phosphorylation of a number of intracellular proteins including a 120 kDa phosphoprotein that we identify as the proto - oncogene c - Cbl.	human CD2,14,23,Gene/Protein	anti - CD2 mAb,46,60,Gene/Protein	proto - oncogene c - Cbl,191,215,Gene/Protein	"[{""token"": ""human CD2"", ""start_span"": 14, ""end_span"": 23, ""type"": ""Gene/Protein""}, {""token"": ""anti - CD2 mAb"", ""start_span"": 46, ""end_span"": 60, ""type"": ""Gene/Protein""}, {""token"": ""proto - oncogene c - Cbl"", ""start_span"": 191, ""end_span"": 215, ""type"": ""Gene/Protein""}]"	train
