Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	entity_10	entity_11	json	split
The Cdk2 - cyclin - D1 complex did not phosphorylate any tested substrates, such as H1 histone, pRB, SV40 large T antigen, p53, E2F - 1 or a preparation of nuclear proteins from HeLa cells; in contrast, Cdk2 - cyclin - E and Cdk2 - cyclin - A phosphorylated these proteins.	Cdk2,4,8,Gene/Protein	cyclin - D1,11,22,Gene/Protein	H1 histone,84,94,Gene/Protein	pRB,96,99,Gene/Protein	SV40 large T antigen,101,121,Gene/Protein	p53,123,126,Gene/Protein	E2F - 1,128,135,Gene/Protein	Cdk2,203,207,Gene/Protein	cyclin - E,210,220,Gene/Protein	Cdk2,225,229,Gene/Protein	cyclin - A,232,242,Gene/Protein	"[{""token"": ""Cdk2"", ""start_span"": 4, ""end_span"": 8, ""type"": ""Gene/Protein""}, {""token"": ""cyclin - D1"", ""start_span"": 11, ""end_span"": 22, ""type"": ""Gene/Protein""}, {""token"": ""H1 histone"", ""start_span"": 84, ""end_span"": 94, ""type"": ""Gene/Protein""}, {""token"": ""pRB"", ""start_span"": 96, ""end_span"": 99, ""type"": ""Gene/Protein""}, {""token"": ""SV40 large T antigen"", ""start_span"": 101, ""end_span"": 121, ""type"": ""Gene/Protein""}, {""token"": ""p53"", ""start_span"": 123, ""end_span"": 126, ""type"": ""Gene/Protein""}, {""token"": ""E2F - 1"", ""start_span"": 128, ""end_span"": 135, ""type"": ""Gene/Protein""}, {""token"": ""Cdk2"", ""start_span"": 203, ""end_span"": 207, ""type"": ""Gene/Protein""}, {""token"": ""cyclin - E"", ""start_span"": 210, ""end_span"": 220, ""type"": ""Gene/Protein""}, {""token"": ""Cdk2"", ""start_span"": 225, ""end_span"": 229, ""type"": ""Gene/Protein""}, {""token"": ""cyclin - A"", ""start_span"": 232, ""end_span"": 242, ""type"": ""Gene/Protein""}]"	valid
In summary, FGFR3 signaling pathway utilizes two GRB2 - containing complexes; Shc. GRB2. Sos and 80K - H. pp66. GRB2. Sos; these two complexes may alternatively link FGFG3 to mitogen - activated protein kinase.	FGFR3,12,17,Gene/Protein	GRB2 - containing complexes,49,76,Gene/Protein	Shc,78,81,Gene/Protein	GRB2,83,87,Gene/Protein	Sos,89,92,Gene/Protein	80K - H,97,104,Gene/Protein	pp66,106,110,Gene/Protein	GRB2,112,116,Gene/Protein	Sos,118,121,Gene/Protein	FGFG3,166,171,Gene/Protein	mitogen - activated protein kinase,175,209,Gene/Protein	"[{""token"": ""FGFR3"", ""start_span"": 12, ""end_span"": 17, ""type"": ""Gene/Protein""}, {""token"": ""GRB2 - containing complexes"", ""start_span"": 49, ""end_span"": 76, ""type"": ""Gene/Protein""}, {""token"": ""Shc"", ""start_span"": 78, ""end_span"": 81, ""type"": ""Gene/Protein""}, {""token"": ""GRB2"", ""start_span"": 83, ""end_span"": 87, ""type"": ""Gene/Protein""}, {""token"": ""Sos"", ""start_span"": 89, ""end_span"": 92, ""type"": ""Gene/Protein""}, {""token"": ""80K - H"", ""start_span"": 97, ""end_span"": 104, ""type"": ""Gene/Protein""}, {""token"": ""pp66"", ""start_span"": 106, ""end_span"": 110, ""type"": ""Gene/Protein""}, {""token"": ""GRB2"", ""start_span"": 112, ""end_span"": 116, ""type"": ""Gene/Protein""}, {""token"": ""Sos"", ""start_span"": 118, ""end_span"": 121, ""type"": ""Gene/Protein""}, {""token"": ""FGFG3"", ""start_span"": 166, ""end_span"": 171, ""type"": ""Gene/Protein""}, {""token"": ""mitogen - activated protein kinase"", ""start_span"": 175, ""end_span"": 209, ""type"": ""Gene/Protein""}]"	test
Candidate factors have been identified by the observation that changes in glucocorticoid induction parameters in CV - 1 cells could be reproduced by varying the cellular levels of coactivators [ transcriptional intermediary factor 2 ( TIF2), steroid receptor coactivator 1 ( SRC - 1), and amplified in breast cancer 1 ( AIB1)], comodulator [ CREB - binding protein ( CBP)], or corepressor [ silencing mediator for retinoid and thyroid - hormone receptors ( SMRT)] without concomitant increases in GR.	transcriptional intermediary factor 2,195,232,Gene/Protein	TIF2,235,239,Gene/Protein	steroid receptor coactivator 1,242,272,Gene/Protein	SRC - 1,275,282,Gene/Protein	amplified in breast cancer 1,289,317,Gene/Protein	AIB1,320,324,Gene/Protein	CREB - binding protein,342,364,Gene/Protein	CBP,367,370,Gene/Protein	silencing mediator for retinoid and thyroid - hormone receptors,391,454,Gene/Protein	SMRT,457,461,Gene/Protein	GR,497,499,Gene/Protein	"[{""token"": ""transcriptional intermediary factor 2"", ""start_span"": 195, ""end_span"": 232, ""type"": ""Gene/Protein""}, {""token"": ""TIF2"", ""start_span"": 235, ""end_span"": 239, ""type"": ""Gene/Protein""}, {""token"": ""steroid receptor coactivator 1"", ""start_span"": 242, ""end_span"": 272, ""type"": ""Gene/Protein""}, {""token"": ""SRC - 1"", ""start_span"": 275, ""end_span"": 282, ""type"": ""Gene/Protein""}, {""token"": ""amplified in breast cancer 1"", ""start_span"": 289, ""end_span"": 317, ""type"": ""Gene/Protein""}, {""token"": ""AIB1"", ""start_span"": 320, ""end_span"": 324, ""type"": ""Gene/Protein""}, {""token"": ""CREB - binding protein"", ""start_span"": 342, ""end_span"": 364, ""type"": ""Gene/Protein""}, {""token"": ""CBP"", ""start_span"": 367, ""end_span"": 370, ""type"": ""Gene/Protein""}, {""token"": ""silencing mediator for retinoid and thyroid - hormone receptors"", ""start_span"": 391, ""end_span"": 454, ""type"": ""Gene/Protein""}, {""token"": ""SMRT"", ""start_span"": 457, ""end_span"": 461, ""type"": ""Gene/Protein""}, {""token"": ""GR"", ""start_span"": 497, ""end_span"": 499, ""type"": ""Gene/Protein""}]"	test
Expression of various FAK mutants in the FAK - cells showed that FAK kinase activity, the Tyr - 397 / SH2 domain binding site, and the first proline - rich SH3 binding region in the FAK C - terminal domain were individually needed to promote full FAK - mediated FAK - cell migration to FN whereas direct paxillin binding to FAK was not required.	FAK mutants,22,33,Gene/Protein	FAK,41,44,Gene/Protein	FAK kinase,65,75,Gene/Protein	Tyr - 397 / SH2 domain binding site,90,125,Gene/Protein	SH3 binding region,156,174,Gene/Protein	FAK C - terminal domain,182,205,Gene/Protein	FAK,247,250,Gene/Protein	FAK,262,265,Gene/Protein	FN,286,288,Gene/Protein	paxillin,304,312,Gene/Protein	FAK,324,327,Gene/Protein	"[{""token"": ""FAK mutants"", ""start_span"": 22, ""end_span"": 33, ""type"": ""Gene/Protein""}, {""token"": ""FAK"", ""start_span"": 41, ""end_span"": 44, ""type"": ""Gene/Protein""}, {""token"": ""FAK kinase"", ""start_span"": 65, ""end_span"": 75, ""type"": ""Gene/Protein""}, {""token"": ""Tyr - 397 / SH2 domain binding site"", ""start_span"": 90, ""end_span"": 125, ""type"": ""Gene/Protein""}, {""token"": ""SH3 binding region"", ""start_span"": 156, ""end_span"": 174, ""type"": ""Gene/Protein""}, {""token"": ""FAK C - terminal domain"", ""start_span"": 182, ""end_span"": 205, ""type"": ""Gene/Protein""}, {""token"": ""FAK"", ""start_span"": 247, ""end_span"": 250, ""type"": ""Gene/Protein""}, {""token"": ""FAK"", ""start_span"": 262, ""end_span"": 265, ""type"": ""Gene/Protein""}, {""token"": ""FN"", ""start_span"": 286, ""end_span"": 288, ""type"": ""Gene/Protein""}, {""token"": ""paxillin"", ""start_span"": 304, ""end_span"": 312, ""type"": ""Gene/Protein""}, {""token"": ""FAK"", ""start_span"": 324, ""end_span"": 327, ""type"": ""Gene/Protein""}]"	train
Similarly, we examined whether the ELK1, SAP1a, FLI1, EWS - FLI1, ETS1, ETS2, PEA3 and PU. 1 proteins can form ternary complexes with SRF on the Egr1 SREI and II.	ELK1,35,39,Gene/Protein	SAP1a,41,46,Gene/Protein	FLI1,48,52,Gene/Protein	EWS,54,57,Gene/Protein	FLI1,60,64,Gene/Protein	ETS1,66,70,Gene/Protein	ETS2,72,76,Gene/Protein	PEA3,78,82,Gene/Protein	SRF,134,137,Gene/Protein	Egr1,145,149,Gene/Protein	SREI and II,150,161,Gene/Protein	"[{""token"": ""ELK1"", ""start_span"": 35, ""end_span"": 39, ""type"": ""Gene/Protein""}, {""token"": ""SAP1a"", ""start_span"": 41, ""end_span"": 46, ""type"": ""Gene/Protein""}, {""token"": ""FLI1"", ""start_span"": 48, ""end_span"": 52, ""type"": ""Gene/Protein""}, {""token"": ""EWS"", ""start_span"": 54, ""end_span"": 57, ""type"": ""Gene/Protein""}, {""token"": ""FLI1"", ""start_span"": 60, ""end_span"": 64, ""type"": ""Gene/Protein""}, {""token"": ""ETS1"", ""start_span"": 66, ""end_span"": 70, ""type"": ""Gene/Protein""}, {""token"": ""ETS2"", ""start_span"": 72, ""end_span"": 76, ""type"": ""Gene/Protein""}, {""token"": ""PEA3"", ""start_span"": 78, ""end_span"": 82, ""type"": ""Gene/Protein""}, {""token"": ""SRF"", ""start_span"": 134, ""end_span"": 137, ""type"": ""Gene/Protein""}, {""token"": ""Egr1"", ""start_span"": 145, ""end_span"": 149, ""type"": ""Gene/Protein""}, {""token"": ""SREI and II"", ""start_span"": 150, ""end_span"": 161, ""type"": ""Gene/Protein""}]"	train
Regulators of G protein signaling ( RGS) proteins that contain DEP ( disheveled, EGL - 10, pleckstrin) and GGL ( G protein gamma subunit - like) domains form a subfamily that includes the mammalian RGS proteins RGS6, RGS7, RGS9, and RGS11.	DEP,63,66,Gene/Protein	disheveled,69,79,Gene/Protein	EGL - 10,81,89,Gene/Protein	pleckstrin,91,101,Gene/Protein	GGL,107,110,Gene/Protein	G protein gamma subunit - like,113,143,Gene/Protein	mammalian RGS proteins,188,210,Gene/Protein	RGS6,211,215,Gene/Protein	RGS7,217,221,Gene/Protein	RGS9,223,227,Gene/Protein	RGS11,233,238,Gene/Protein	"[{""token"": ""DEP"", ""start_span"": 63, ""end_span"": 66, ""type"": ""Gene/Protein""}, {""token"": ""disheveled"", ""start_span"": 69, ""end_span"": 79, ""type"": ""Gene/Protein""}, {""token"": ""EGL - 10"", ""start_span"": 81, ""end_span"": 89, ""type"": ""Gene/Protein""}, {""token"": ""pleckstrin"", ""start_span"": 91, ""end_span"": 101, ""type"": ""Gene/Protein""}, {""token"": ""GGL"", ""start_span"": 107, ""end_span"": 110, ""type"": ""Gene/Protein""}, {""token"": ""G protein gamma subunit - like"", ""start_span"": 113, ""end_span"": 143, ""type"": ""Gene/Protein""}, {""token"": ""mammalian RGS proteins"", ""start_span"": 188, ""end_span"": 210, ""type"": ""Gene/Protein""}, {""token"": ""RGS6"", ""start_span"": 211, ""end_span"": 215, ""type"": ""Gene/Protein""}, {""token"": ""RGS7"", ""start_span"": 217, ""end_span"": 221, ""type"": ""Gene/Protein""}, {""token"": ""RGS9"", ""start_span"": 223, ""end_span"": 227, ""type"": ""Gene/Protein""}, {""token"": ""RGS11"", ""start_span"": 233, ""end_span"": 238, ""type"": ""Gene/Protein""}]"	train
In vitro binding studies demonstrate that eIF - 5A is required for efficient interaction of Rev - NES with CRM1 / exportin1 and that eIF - 5A interacts with the nucleoporins CAN / nup214, nup153, nup98, and nup62.	eIF - 5A,42,50,Gene/Protein	Rev,92,95,Gene/Protein	NES,98,101,Gene/Protein	CRM1,107,111,Gene/Protein	exportin1,114,123,Gene/Protein	eIF - 5A,133,141,Gene/Protein	CAN,174,177,Gene/Protein	nup214,180,186,Gene/Protein	nup153,188,194,Gene/Protein	nup98,196,201,Gene/Protein	nup62,207,212,Gene/Protein	"[{""token"": ""eIF - 5A"", ""start_span"": 42, ""end_span"": 50, ""type"": ""Gene/Protein""}, {""token"": ""Rev"", ""start_span"": 92, ""end_span"": 95, ""type"": ""Gene/Protein""}, {""token"": ""NES"", ""start_span"": 98, ""end_span"": 101, ""type"": ""Gene/Protein""}, {""token"": ""CRM1"", ""start_span"": 107, ""end_span"": 111, ""type"": ""Gene/Protein""}, {""token"": ""exportin1"", ""start_span"": 114, ""end_span"": 123, ""type"": ""Gene/Protein""}, {""token"": ""eIF - 5A"", ""start_span"": 133, ""end_span"": 141, ""type"": ""Gene/Protein""}, {""token"": ""CAN"", ""start_span"": 174, ""end_span"": 177, ""type"": ""Gene/Protein""}, {""token"": ""nup214"", ""start_span"": 180, ""end_span"": 186, ""type"": ""Gene/Protein""}, {""token"": ""nup153"", ""start_span"": 188, ""end_span"": 194, ""type"": ""Gene/Protein""}, {""token"": ""nup98"", ""start_span"": 196, ""end_span"": 201, ""type"": ""Gene/Protein""}, {""token"": ""nup62"", ""start_span"": 207, ""end_span"": 212, ""type"": ""Gene/Protein""}]"	train
The murine chromosomal locations of the five NMDA receptor channel subunits, the epsilon 1 ( Grin2a), epsilon 2 ( Grin2b), epsilon 3 ( Grin2c), epsilon 4 ( Grin2d) and zeta 1 ( Grinl) subunits, were determined using an interspecific backcross mapping panel derived from crosses of [ ( C57BL / 6JxM. spretus) F1xC57BL / 6J] mice.	NMDA receptor channel subunits,45,75,Gene/Protein	epsilon 1,81,90,Gene/Protein	Grin2a,93,99,Gene/Protein	epsilon 2,102,111,Gene/Protein	Grin2b,114,120,Gene/Protein	epsilon 3,123,132,Gene/Protein	Grin2c,135,141,Gene/Protein	epsilon 4,144,153,Gene/Protein	Grin2d,156,162,Gene/Protein	zeta 1,168,174,Gene/Protein	Grinl,177,182,Gene/Protein	"[{""token"": ""NMDA receptor channel subunits"", ""start_span"": 45, ""end_span"": 75, ""type"": ""Gene/Protein""}, {""token"": ""epsilon 1"", ""start_span"": 81, ""end_span"": 90, ""type"": ""Gene/Protein""}, {""token"": ""Grin2a"", ""start_span"": 93, ""end_span"": 99, ""type"": ""Gene/Protein""}, {""token"": ""epsilon 2"", ""start_span"": 102, ""end_span"": 111, ""type"": ""Gene/Protein""}, {""token"": ""Grin2b"", ""start_span"": 114, ""end_span"": 120, ""type"": ""Gene/Protein""}, {""token"": ""epsilon 3"", ""start_span"": 123, ""end_span"": 132, ""type"": ""Gene/Protein""}, {""token"": ""Grin2c"", ""start_span"": 135, ""end_span"": 141, ""type"": ""Gene/Protein""}, {""token"": ""epsilon 4"", ""start_span"": 144, ""end_span"": 153, ""type"": ""Gene/Protein""}, {""token"": ""Grin2d"", ""start_span"": 156, ""end_span"": 162, ""type"": ""Gene/Protein""}, {""token"": ""zeta 1"", ""start_span"": 168, ""end_span"": 174, ""type"": ""Gene/Protein""}, {""token"": ""Grinl"", ""start_span"": 177, ""end_span"": 182, ""type"": ""Gene/Protein""}]"	train
In the pRb ( -) SAOS - 2 cell line transiently transfected with a reporter plasmid containing six tal - 1 binding site, pRb enhances the transcriptional activity of tal - 1 - E12 - Lmo2 and tal - 1 - E12 - Lmo2 - Ldb1 complexes but not that of a tal - 1 - E12 heterodimer.	tal - 1 binding site,98,118,Gene/Protein	pRb,120,123,Gene/Protein	tal - 1,165,172,Gene/Protein	E12,175,178,Gene/Protein	Lmo2,181,185,Gene/Protein	tal - 1,190,197,Gene/Protein	E12,200,203,Gene/Protein	Lmo2,206,210,Gene/Protein	Ldb1,213,217,Gene/Protein	tal - 1,246,253,Gene/Protein	E12,256,259,Gene/Protein	"[{""token"": ""tal - 1 binding site"", ""start_span"": 98, ""end_span"": 118, ""type"": ""Gene/Protein""}, {""token"": ""pRb"", ""start_span"": 120, ""end_span"": 123, ""type"": ""Gene/Protein""}, {""token"": ""tal - 1"", ""start_span"": 165, ""end_span"": 172, ""type"": ""Gene/Protein""}, {""token"": ""E12"", ""start_span"": 175, ""end_span"": 178, ""type"": ""Gene/Protein""}, {""token"": ""Lmo2"", ""start_span"": 181, ""end_span"": 185, ""type"": ""Gene/Protein""}, {""token"": ""tal - 1"", ""start_span"": 190, ""end_span"": 197, ""type"": ""Gene/Protein""}, {""token"": ""E12"", ""start_span"": 200, ""end_span"": 203, ""type"": ""Gene/Protein""}, {""token"": ""Lmo2"", ""start_span"": 206, ""end_span"": 210, ""type"": ""Gene/Protein""}, {""token"": ""Ldb1"", ""start_span"": 213, ""end_span"": 217, ""type"": ""Gene/Protein""}, {""token"": ""tal - 1"", ""start_span"": 246, ""end_span"": 253, ""type"": ""Gene/Protein""}, {""token"": ""E12"", ""start_span"": 256, ""end_span"": 259, ""type"": ""Gene/Protein""}]"	train
As expected, glycosylation of Env produced from mutants was affected but, irrespective of the glycosylation phenotype, ( i) similar quantities of Env were synthesized, ( ii) the immunoreactivity of V3 was similar, ( iii) gp160 was efficiently cleaved into gp120 and gp41, ( vi) Env was exposed at the cell membrane, ( v) secreted gp120 bound CD4, and ( vi) membrane gp41 was able to induce membrane fusion with CD4 + cells.	Env,30,33,Gene/Protein	Env,146,149,Gene/Protein	V3,198,200,Gene/Protein	gp160,221,226,Gene/Protein	gp120,256,261,Gene/Protein	gp41,266,270,Gene/Protein	Env,278,281,Gene/Protein	gp120,330,335,Gene/Protein	CD4,342,345,Gene/Protein	gp41,366,370,Gene/Protein	CD4 +,411,416,Gene/Protein	"[{""token"": ""Env"", ""start_span"": 30, ""end_span"": 33, ""type"": ""Gene/Protein""}, {""token"": ""Env"", ""start_span"": 146, ""end_span"": 149, ""type"": ""Gene/Protein""}, {""token"": ""V3"", ""start_span"": 198, ""end_span"": 200, ""type"": ""Gene/Protein""}, {""token"": ""gp160"", ""start_span"": 221, ""end_span"": 226, ""type"": ""Gene/Protein""}, {""token"": ""gp120"", ""start_span"": 256, ""end_span"": 261, ""type"": ""Gene/Protein""}, {""token"": ""gp41"", ""start_span"": 266, ""end_span"": 270, ""type"": ""Gene/Protein""}, {""token"": ""Env"", ""start_span"": 278, ""end_span"": 281, ""type"": ""Gene/Protein""}, {""token"": ""gp120"", ""start_span"": 330, ""end_span"": 335, ""type"": ""Gene/Protein""}, {""token"": ""CD4"", ""start_span"": 342, ""end_span"": 345, ""type"": ""Gene/Protein""}, {""token"": ""gp41"", ""start_span"": 366, ""end_span"": 370, ""type"": ""Gene/Protein""}, {""token"": ""CD4 +"", ""start_span"": 411, ""end_span"": 416, ""type"": ""Gene/Protein""}]"	train
Purified Pra was also shown to physically interact with pyruvate kinase ( Pk); Pk and Pra can form a complex, but when the 12 - kDa Ndk, Pk, and Pra are all present, Pk has a higher affinity than Pra for forming a complex with the 12 - kDa Ndk.	Purified Pra,0,12,Gene/Protein	pyruvate kinase,56,71,Gene/Protein	Pk,74,76,Gene/Protein	Pk,79,81,Gene/Protein	Pra,86,89,Gene/Protein	12 - kDa Ndk,123,135,Gene/Protein	Pk,137,139,Gene/Protein	Pra,145,148,Gene/Protein	Pk,166,168,Gene/Protein	Pra,196,199,Gene/Protein	12 - kDa Ndk,231,243,Gene/Protein	"[{""token"": ""Purified Pra"", ""start_span"": 0, ""end_span"": 12, ""type"": ""Gene/Protein""}, {""token"": ""pyruvate kinase"", ""start_span"": 56, ""end_span"": 71, ""type"": ""Gene/Protein""}, {""token"": ""Pk"", ""start_span"": 74, ""end_span"": 76, ""type"": ""Gene/Protein""}, {""token"": ""Pk"", ""start_span"": 79, ""end_span"": 81, ""type"": ""Gene/Protein""}, {""token"": ""Pra"", ""start_span"": 86, ""end_span"": 89, ""type"": ""Gene/Protein""}, {""token"": ""12 - kDa Ndk"", ""start_span"": 123, ""end_span"": 135, ""type"": ""Gene/Protein""}, {""token"": ""Pk"", ""start_span"": 137, ""end_span"": 139, ""type"": ""Gene/Protein""}, {""token"": ""Pra"", ""start_span"": 145, ""end_span"": 148, ""type"": ""Gene/Protein""}, {""token"": ""Pk"", ""start_span"": 166, ""end_span"": 168, ""type"": ""Gene/Protein""}, {""token"": ""Pra"", ""start_span"": 196, ""end_span"": 199, ""type"": ""Gene/Protein""}, {""token"": ""12 - kDa Ndk"", ""start_span"": 231, ""end_span"": 243, ""type"": ""Gene/Protein""}]"	train
Moloney murine leukemia virus ( MMLV) - derived pUCMoTiN - based retroviral vectors were engineered to allow constitutive and Tat ( trans - activator of transcription) - inducible expression of five hammerhead ribozymes targeted against highly conserved sequences within the group antigen ( Gag), protease ( Pro), reverse transcriptase ( RT), tat, and envelope ( Env) coding regions of human immunodeficiency virus type - 1 ( HIV - 1) RNA.	Tat,126,129,Gene/Protein	trans - activator of transcription,132,166,Gene/Protein	group antigen,275,288,Gene/Protein	Gag,291,294,Gene/Protein	protease,297,305,Gene/Protein	Pro,308,311,Gene/Protein	reverse transcriptase,314,335,Gene/Protein	RT,338,340,Gene/Protein	tat,343,346,Gene/Protein	envelope,352,360,Gene/Protein	Env,363,366,Gene/Protein	"[{""token"": ""Tat"", ""start_span"": 126, ""end_span"": 129, ""type"": ""Gene/Protein""}, {""token"": ""trans - activator of transcription"", ""start_span"": 132, ""end_span"": 166, ""type"": ""Gene/Protein""}, {""token"": ""group antigen"", ""start_span"": 275, ""end_span"": 288, ""type"": ""Gene/Protein""}, {""token"": ""Gag"", ""start_span"": 291, ""end_span"": 294, ""type"": ""Gene/Protein""}, {""token"": ""protease"", ""start_span"": 297, ""end_span"": 305, ""type"": ""Gene/Protein""}, {""token"": ""Pro"", ""start_span"": 308, ""end_span"": 311, ""type"": ""Gene/Protein""}, {""token"": ""reverse transcriptase"", ""start_span"": 314, ""end_span"": 335, ""type"": ""Gene/Protein""}, {""token"": ""RT"", ""start_span"": 338, ""end_span"": 340, ""type"": ""Gene/Protein""}, {""token"": ""tat"", ""start_span"": 343, ""end_span"": 346, ""type"": ""Gene/Protein""}, {""token"": ""envelope"", ""start_span"": 352, ""end_span"": 360, ""type"": ""Gene/Protein""}, {""token"": ""Env"", ""start_span"": 363, ""end_span"": 366, ""type"": ""Gene/Protein""}]"	train
MEKs and ERKs inhibited IL - 6 activation of Stat3 harboring a mutation at serine - 727, the major site for serine phosphorylation, similar to inhibition of wild - type Stat3, and inhibited Janus kinases Jak1 and Jak2 upstream of Stat3 in the Jak - STAT - signaling pathway.	MEKs,0,4,Gene/Protein	ERKs,9,13,Gene/Protein	IL - 6,24,30,Gene/Protein	Stat3,45,50,Gene/Protein	wild - type Stat3,157,174,Gene/Protein	Janus kinases,190,203,Gene/Protein	Jak1,204,208,Gene/Protein	Jak2,213,217,Gene/Protein	Stat3,230,235,Gene/Protein	Jak,243,246,Gene/Protein	STAT,249,253,Gene/Protein	"[{""token"": ""MEKs"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Gene/Protein""}, {""token"": ""ERKs"", ""start_span"": 9, ""end_span"": 13, ""type"": ""Gene/Protein""}, {""token"": ""IL - 6"", ""start_span"": 24, ""end_span"": 30, ""type"": ""Gene/Protein""}, {""token"": ""Stat3"", ""start_span"": 45, ""end_span"": 50, ""type"": ""Gene/Protein""}, {""token"": ""wild - type Stat3"", ""start_span"": 157, ""end_span"": 174, ""type"": ""Gene/Protein""}, {""token"": ""Janus kinases"", ""start_span"": 190, ""end_span"": 203, ""type"": ""Gene/Protein""}, {""token"": ""Jak1"", ""start_span"": 204, ""end_span"": 208, ""type"": ""Gene/Protein""}, {""token"": ""Jak2"", ""start_span"": 213, ""end_span"": 217, ""type"": ""Gene/Protein""}, {""token"": ""Stat3"", ""start_span"": 230, ""end_span"": 235, ""type"": ""Gene/Protein""}, {""token"": ""Jak"", ""start_span"": 243, ""end_span"": 246, ""type"": ""Gene/Protein""}, {""token"": ""STAT"", ""start_span"": 249, ""end_span"": 253, ""type"": ""Gene/Protein""}]"	train
The Cdk2 - cyclin - D1 complex did not phosphorylate any tested substrates, such as H1 histone, pRB, SV40 large T antigen, p53, E2F - 1 or a preparation of nuclear proteins from HeLa cells; in contrast, Cdk2 - cyclin - E and Cdk2 - cyclin - A phosphorylated these proteins.	Cdk2,4,8,Gene/Protein	cyclin - D1,11,22,Gene/Protein	H1 histone,84,94,Gene/Protein	pRB,96,99,Gene/Protein	SV40 large T antigen,101,121,Gene/Protein	p53,123,126,Gene/Protein	E2F - 1,128,135,Gene/Protein	Cdk2,203,207,Gene/Protein	cyclin - E,210,220,Gene/Protein	Cdk2,225,229,Gene/Protein	cyclin - A,232,242,Gene/Protein	"[{""token"": ""Cdk2"", ""start_span"": 4, ""end_span"": 8, ""type"": ""Gene/Protein""}, {""token"": ""cyclin - D1"", ""start_span"": 11, ""end_span"": 22, ""type"": ""Gene/Protein""}, {""token"": ""H1 histone"", ""start_span"": 84, ""end_span"": 94, ""type"": ""Gene/Protein""}, {""token"": ""pRB"", ""start_span"": 96, ""end_span"": 99, ""type"": ""Gene/Protein""}, {""token"": ""SV40 large T antigen"", ""start_span"": 101, ""end_span"": 121, ""type"": ""Gene/Protein""}, {""token"": ""p53"", ""start_span"": 123, ""end_span"": 126, ""type"": ""Gene/Protein""}, {""token"": ""E2F - 1"", ""start_span"": 128, ""end_span"": 135, ""type"": ""Gene/Protein""}, {""token"": ""Cdk2"", ""start_span"": 203, ""end_span"": 207, ""type"": ""Gene/Protein""}, {""token"": ""cyclin - E"", ""start_span"": 210, ""end_span"": 220, ""type"": ""Gene/Protein""}, {""token"": ""Cdk2"", ""start_span"": 225, ""end_span"": 229, ""type"": ""Gene/Protein""}, {""token"": ""cyclin - A"", ""start_span"": 232, ""end_span"": 242, ""type"": ""Gene/Protein""}]"	train
