Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	json	split
The nucleosomal response associated with immediate - early gene induction is mediated via alternative MAP kinase cascades: MSK1 as a potential histone H3 / HMG - 14 kinase.	immediate - early gene,41,63,Gene/Protein	MAP kinase cascades,102,121,Gene/Protein	MSK1,123,127,Gene/Protein	histone H3,143,153,Gene/Protein	HMG - 14,156,164,Gene/Protein	"[{""token"": ""immediate - early gene"", ""start_span"": 41, ""end_span"": 63, ""type"": ""Gene/Protein""}, {""token"": ""MAP kinase cascades"", ""start_span"": 102, ""end_span"": 121, ""type"": ""Gene/Protein""}, {""token"": ""MSK1"", ""start_span"": 123, ""end_span"": 127, ""type"": ""Gene/Protein""}, {""token"": ""histone H3"", ""start_span"": 143, ""end_span"": 153, ""type"": ""Gene/Protein""}, {""token"": ""HMG - 14"", ""start_span"": 156, ""end_span"": 164, ""type"": ""Gene/Protein""}]"	train
We also compared the sequence with the partly homologous products of the S. cerevisiae genes TPS2 and TSL1 which code for the larger subunits of the trehalose synthase complex and with a TSL1 homologue, TPS3, of unknown function.	TPS2,93,97,Gene/Protein	TSL1,102,106,Gene/Protein	trehalose synthase complex,149,175,Gene/Protein	TSL1 homologue,187,201,Gene/Protein	TPS3,203,207,Gene/Protein	"[{""token"": ""TPS2"", ""start_span"": 93, ""end_span"": 97, ""type"": ""Gene/Protein""}, {""token"": ""TSL1"", ""start_span"": 102, ""end_span"": 106, ""type"": ""Gene/Protein""}, {""token"": ""trehalose synthase complex"", ""start_span"": 149, ""end_span"": 175, ""type"": ""Gene/Protein""}, {""token"": ""TSL1 homologue"", ""start_span"": 187, ""end_span"": 201, ""type"": ""Gene/Protein""}, {""token"": ""TPS3"", ""start_span"": 203, ""end_span"": 207, ""type"": ""Gene/Protein""}]"	train
The inhibition by the RIalpha subunit is reversed by addition of nanomolar concentrations of cAMP ( Ka = 40 nM), thus demonstrating that PrKX is a novel, type I cAMP - dependent protein kinase that is activated at lower cAMP concentrations than the holoenzyme with the Calpha subunit of cAMP - dependent protein kinase.	RIalpha subunit,22,37,Gene/Protein	PrKX,137,141,Gene/Protein	type I cAMP - dependent protein kinase,154,192,Gene/Protein	Calpha subunit,269,283,Gene/Protein	cAMP - dependent protein kinase,287,318,Gene/Protein	"[{""token"": ""RIalpha subunit"", ""start_span"": 22, ""end_span"": 37, ""type"": ""Gene/Protein""}, {""token"": ""PrKX"", ""start_span"": 137, ""end_span"": 141, ""type"": ""Gene/Protein""}, {""token"": ""type I cAMP - dependent protein kinase"", ""start_span"": 154, ""end_span"": 192, ""type"": ""Gene/Protein""}, {""token"": ""Calpha subunit"", ""start_span"": 269, ""end_span"": 283, ""type"": ""Gene/Protein""}, {""token"": ""cAMP - dependent protein kinase"", ""start_span"": 287, ""end_span"": 318, ""type"": ""Gene/Protein""}]"	train
In Saccharomyces cerevisiae, PHO85 encodes a cyclin - dependent protein kinase ( Cdk) catalytic subunit with multiple regulatory roles thought to be specified by association with different cyclin partners ( Pcls).	PHO85,29,34,Gene/Protein	cyclin - dependent protein kinase,45,78,Gene/Protein	Cdk,81,84,Gene/Protein	cyclin,189,195,Gene/Protein	Pcls,207,211,Gene/Protein	"[{""token"": ""PHO85"", ""start_span"": 29, ""end_span"": 34, ""type"": ""Gene/Protein""}, {""token"": ""cyclin - dependent protein kinase"", ""start_span"": 45, ""end_span"": 78, ""type"": ""Gene/Protein""}, {""token"": ""Cdk"", ""start_span"": 81, ""end_span"": 84, ""type"": ""Gene/Protein""}, {""token"": ""cyclin"", ""start_span"": 189, ""end_span"": 195, ""type"": ""Gene/Protein""}, {""token"": ""Pcls"", ""start_span"": 207, ""end_span"": 211, ""type"": ""Gene/Protein""}]"	train
Based on the comparison of the predicted amino acid sequences of 1 - sst and 1 - fft with those of other plant fructosyl transferase genes, we postulate that both plant fructan genes have evolved from plant invertase genes.	1 - sst,65,72,Gene/Protein	1 - fft,77,84,Gene/Protein	fructosyl transferase genes,111,138,Gene/Protein	fructan genes,169,182,Gene/Protein	invertase,207,216,Gene/Protein	"[{""token"": ""1 - sst"", ""start_span"": 65, ""end_span"": 72, ""type"": ""Gene/Protein""}, {""token"": ""1 - fft"", ""start_span"": 77, ""end_span"": 84, ""type"": ""Gene/Protein""}, {""token"": ""fructosyl transferase genes"", ""start_span"": 111, ""end_span"": 138, ""type"": ""Gene/Protein""}, {""token"": ""fructan genes"", ""start_span"": 169, ""end_span"": 182, ""type"": ""Gene/Protein""}, {""token"": ""invertase"", ""start_span"": 207, ""end_span"": 216, ""type"": ""Gene/Protein""}]"	train
ATP by itself also reduced polypeptide binding to Ssb1 / 2p to a level that was intermediate between that observed for the Ssa Hsp70 proteins tested and BiP and DnaK.	Ssb1 / 2p,50,59,Gene/Protein	Ssa,123,126,Gene/Protein	Hsp70 proteins,127,141,Gene/Protein	BiP,153,156,Gene/Protein	DnaK,161,165,Gene/Protein	"[{""token"": ""Ssb1 / 2p"", ""start_span"": 50, ""end_span"": 59, ""type"": ""Gene/Protein""}, {""token"": ""Ssa"", ""start_span"": 123, ""end_span"": 126, ""type"": ""Gene/Protein""}, {""token"": ""Hsp70 proteins"", ""start_span"": 127, ""end_span"": 141, ""type"": ""Gene/Protein""}, {""token"": ""BiP"", ""start_span"": 153, ""end_span"": 156, ""type"": ""Gene/Protein""}, {""token"": ""DnaK"", ""start_span"": 161, ""end_span"": 165, ""type"": ""Gene/Protein""}]"	train
In electromobility shift assays, EWS - FLI - 1 binding to the SRE is detectable in the absence of SRF whereas the binding of FLI - 1 is not, suggesting that the interaction with DNA is the step which limits ternary complex formation by FLI - 1.	EWS,33,36,Gene/Protein	FLI - 1,39,46,Gene/Protein	SRF,98,101,Gene/Protein	FLI - 1,125,132,Gene/Protein	FLI - 1,236,243,Gene/Protein	"[{""token"": ""EWS"", ""start_span"": 33, ""end_span"": 36, ""type"": ""Gene/Protein""}, {""token"": ""FLI - 1"", ""start_span"": 39, ""end_span"": 46, ""type"": ""Gene/Protein""}, {""token"": ""SRF"", ""start_span"": 98, ""end_span"": 101, ""type"": ""Gene/Protein""}, {""token"": ""FLI - 1"", ""start_span"": 125, ""end_span"": 132, ""type"": ""Gene/Protein""}, {""token"": ""FLI - 1"", ""start_span"": 236, ""end_span"": 243, ""type"": ""Gene/Protein""}]"	train
Immunoglobulin light chain ( IgL) diversity is generated in the chicken by recombination between the single functional variable ( VL) and joining ( JL) gene segments and subsequent somatic diversification of the rearranged VL region.	Immunoglobulin light chain,0,26,Gene/Protein	IgL,29,32,Gene/Protein	VL,130,132,Gene/Protein	JL,148,150,Gene/Protein	VL,223,225,Gene/Protein	"[{""token"": ""Immunoglobulin light chain"", ""start_span"": 0, ""end_span"": 26, ""type"": ""Gene/Protein""}, {""token"": ""IgL"", ""start_span"": 29, ""end_span"": 32, ""type"": ""Gene/Protein""}, {""token"": ""VL"", ""start_span"": 130, ""end_span"": 132, ""type"": ""Gene/Protein""}, {""token"": ""JL"", ""start_span"": 148, ""end_span"": 150, ""type"": ""Gene/Protein""}, {""token"": ""VL"", ""start_span"": 223, ""end_span"": 225, ""type"": ""Gene/Protein""}]"	train
Each patient had measurable LH and FSH levels, with pulsed nocturnal secretion, and pubertal LH and FSH responses to LRH.	LH,28,30,Gene/Protein	FSH,35,38,Gene/Protein	LH,93,95,Gene/Protein	FSH,100,103,Gene/Protein	LRH,117,120,Gene/Protein	"[{""token"": ""LH"", ""start_span"": 28, ""end_span"": 30, ""type"": ""Gene/Protein""}, {""token"": ""FSH"", ""start_span"": 35, ""end_span"": 38, ""type"": ""Gene/Protein""}, {""token"": ""LH"", ""start_span"": 93, ""end_span"": 95, ""type"": ""Gene/Protein""}, {""token"": ""FSH"", ""start_span"": 100, ""end_span"": 103, ""type"": ""Gene/Protein""}, {""token"": ""LRH"", ""start_span"": 117, ""end_span"": 120, ""type"": ""Gene/Protein""}]"	train
Both EWS - FLI - 1 and FLI - 1 proteins function as transcription factors that bind specifically to ets sequences ( the ets boxes) present in promoter elements.	EWS,5,8,Gene/Protein	FLI - 1,11,18,Gene/Protein	FLI - 1 proteins,23,39,Gene/Protein	ets,100,103,Gene/Protein	ets,120,123,Gene/Protein	"[{""token"": ""EWS"", ""start_span"": 5, ""end_span"": 8, ""type"": ""Gene/Protein""}, {""token"": ""FLI - 1"", ""start_span"": 11, ""end_span"": 18, ""type"": ""Gene/Protein""}, {""token"": ""FLI - 1 proteins"", ""start_span"": 23, ""end_span"": 39, ""type"": ""Gene/Protein""}, {""token"": ""ets"", ""start_span"": 100, ""end_span"": 103, ""type"": ""Gene/Protein""}, {""token"": ""ets"", ""start_span"": 120, ""end_span"": 123, ""type"": ""Gene/Protein""}]"	train
CONCLUSION: TNF alpha, TGF beta, PDGF and IL - 1beta increased LDLr gene expression by increasing sterol - independent and mitogenesis - independent gene transcription.	TNF alpha,12,21,Gene/Protein	TGF beta,23,31,Gene/Protein	PDGF,33,37,Gene/Protein	IL - 1beta,42,52,Gene/Protein	LDLr gene,63,72,Gene/Protein	"[{""token"": ""TNF alpha"", ""start_span"": 12, ""end_span"": 21, ""type"": ""Gene/Protein""}, {""token"": ""TGF beta"", ""start_span"": 23, ""end_span"": 31, ""type"": ""Gene/Protein""}, {""token"": ""PDGF"", ""start_span"": 33, ""end_span"": 37, ""type"": ""Gene/Protein""}, {""token"": ""IL - 1beta"", ""start_span"": 42, ""end_span"": 52, ""type"": ""Gene/Protein""}, {""token"": ""LDLr gene"", ""start_span"": 63, ""end_span"": 72, ""type"": ""Gene/Protein""}]"	train
Transcriptional activation of the chicken lysozyme gene by NF - kappa Bp65 ( RelA) and c - Rel, but not by NF - kappa Bp50.	chicken lysozyme gene,34,55,Gene/Protein	NF - kappa Bp65,59,74,Gene/Protein	RelA,77,81,Gene/Protein	c - Rel,87,94,Gene/Protein	NF - kappa Bp50,107,122,Gene/Protein	"[{""token"": ""chicken lysozyme gene"", ""start_span"": 34, ""end_span"": 55, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa Bp65"", ""start_span"": 59, ""end_span"": 74, ""type"": ""Gene/Protein""}, {""token"": ""RelA"", ""start_span"": 77, ""end_span"": 81, ""type"": ""Gene/Protein""}, {""token"": ""c - Rel"", ""start_span"": 87, ""end_span"": 94, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa Bp50"", ""start_span"": 107, ""end_span"": 122, ""type"": ""Gene/Protein""}]"	train
Hex is expressed in the developing liver coincident with the forkhead / winged helix transcription factor, Hepatocyte Nuclear Factor 3beta ( HNF3beta).	Hex,0,3,Gene/Protein	forkhead,61,69,Gene/Protein	winged helix,72,84,Gene/Protein	Hepatocyte Nuclear Factor 3beta,107,138,Gene/Protein	HNF3beta,141,149,Gene/Protein	"[{""token"": ""Hex"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Gene/Protein""}, {""token"": ""forkhead"", ""start_span"": 61, ""end_span"": 69, ""type"": ""Gene/Protein""}, {""token"": ""winged helix"", ""start_span"": 72, ""end_span"": 84, ""type"": ""Gene/Protein""}, {""token"": ""Hepatocyte Nuclear Factor 3beta"", ""start_span"": 107, ""end_span"": 138, ""type"": ""Gene/Protein""}, {""token"": ""HNF3beta"", ""start_span"": 141, ""end_span"": 149, ""type"": ""Gene/Protein""}]"	train
A recombinant with a 5 ' end from src and a 3 ' end from ros, called SRC x ROS, transformed chicken embryo fibroblasts ( CEF) to a spindle shape morphology, mimicking that of UR2.	src,34,37,Gene/Protein	ros,57,60,Gene/Protein	SRC,69,72,Gene/Protein	ROS,75,78,Gene/Protein	UR2,175,178,Gene/Protein	"[{""token"": ""src"", ""start_span"": 34, ""end_span"": 37, ""type"": ""Gene/Protein""}, {""token"": ""ros"", ""start_span"": 57, ""end_span"": 60, ""type"": ""Gene/Protein""}, {""token"": ""SRC"", ""start_span"": 69, ""end_span"": 72, ""type"": ""Gene/Protein""}, {""token"": ""ROS"", ""start_span"": 75, ""end_span"": 78, ""type"": ""Gene/Protein""}, {""token"": ""UR2"", ""start_span"": 175, ""end_span"": 178, ""type"": ""Gene/Protein""}]"	train
Conversely, the inactive dAK subunit is progressively activated by 1) association with a dGK or dCK subunit and 2) the conformationally driven heterotropic affect of dGuo or dCyd bound to the opposing subunit.	dAK subunit,25,36,Gene/Protein	dGK,89,92,Gene/Protein	dCK subunit,96,107,Gene/Protein	dGuo,166,170,Gene/Protein	dCyd,174,178,Gene/Protein	"[{""token"": ""dAK subunit"", ""start_span"": 25, ""end_span"": 36, ""type"": ""Gene/Protein""}, {""token"": ""dGK"", ""start_span"": 89, ""end_span"": 92, ""type"": ""Gene/Protein""}, {""token"": ""dCK subunit"", ""start_span"": 96, ""end_span"": 107, ""type"": ""Gene/Protein""}, {""token"": ""dGuo"", ""start_span"": 166, ""end_span"": 170, ""type"": ""Gene/Protein""}, {""token"": ""dCyd"", ""start_span"": 174, ""end_span"": 178, ""type"": ""Gene/Protein""}]"	train
Although neither constitutively activated MEK ( MEK - 2E) nor v - Src was sufficient individually to differentiate the H19 - 7 cells, coexpression of constitutively activated MEK and v - Src induced neurite outgrowth.	MEK,42,45,Gene/Protein	MEK - 2E,48,56,Gene/Protein	v - Src,62,69,Gene/Protein	MEK,175,178,Gene/Protein	v - Src,183,190,Gene/Protein	"[{""token"": ""MEK"", ""start_span"": 42, ""end_span"": 45, ""type"": ""Gene/Protein""}, {""token"": ""MEK - 2E"", ""start_span"": 48, ""end_span"": 56, ""type"": ""Gene/Protein""}, {""token"": ""v - Src"", ""start_span"": 62, ""end_span"": 69, ""type"": ""Gene/Protein""}, {""token"": ""MEK"", ""start_span"": 175, ""end_span"": 178, ""type"": ""Gene/Protein""}, {""token"": ""v - Src"", ""start_span"": 183, ""end_span"": 190, ""type"": ""Gene/Protein""}]"	train
Further studies demonstrated that the PPARalpha ligand 8 ( S) - hydroxyeicosatetraenoic acid strongly promotes the interaction of PPARalpha with the co - activator RIP - 140 but decreases the interaction of PPARalpha with the co - repressor SMRT.	PPARalpha,38,47,Gene/Protein	PPARalpha,130,139,Gene/Protein	RIP - 140,164,173,Gene/Protein	PPARalpha,207,216,Gene/Protein	SMRT,241,245,Gene/Protein	"[{""token"": ""PPARalpha"", ""start_span"": 38, ""end_span"": 47, ""type"": ""Gene/Protein""}, {""token"": ""PPARalpha"", ""start_span"": 130, ""end_span"": 139, ""type"": ""Gene/Protein""}, {""token"": ""RIP - 140"", ""start_span"": 164, ""end_span"": 173, ""type"": ""Gene/Protein""}, {""token"": ""PPARalpha"", ""start_span"": 207, ""end_span"": 216, ""type"": ""Gene/Protein""}, {""token"": ""SMRT"", ""start_span"": 241, ""end_span"": 245, ""type"": ""Gene/Protein""}]"	train
The major myosin - binding domain of skeletal muscle MyBP - C ( C protein) resides in the COOH - terminal, immunoglobulin C2 motif.	myosin - binding domain,10,33,Gene/Protein	skeletal muscle MyBP - C,37,61,Gene/Protein	C protein,64,73,Gene/Protein	immunoglobulin,107,121,Gene/Protein	C2 motif,122,130,Gene/Protein	"[{""token"": ""myosin - binding domain"", ""start_span"": 10, ""end_span"": 33, ""type"": ""Gene/Protein""}, {""token"": ""skeletal muscle MyBP - C"", ""start_span"": 37, ""end_span"": 61, ""type"": ""Gene/Protein""}, {""token"": ""C protein"", ""start_span"": 64, ""end_span"": 73, ""type"": ""Gene/Protein""}, {""token"": ""immunoglobulin"", ""start_span"": 107, ""end_span"": 121, ""type"": ""Gene/Protein""}, {""token"": ""C2 motif"", ""start_span"": 122, ""end_span"": 130, ""type"": ""Gene/Protein""}]"	train
Antileukoproteinase ( ALP) is a low mol wt mucosal secretory protein which, in human tissues, inhibits the activities of the neutral serine lysosomal proteinases elastase and cathepsin - G.	Antileukoproteinase,0,19,Gene/Protein	ALP,22,25,Gene/Protein	serine lysosomal proteinases,133,161,Gene/Protein	elastase,162,170,Gene/Protein	cathepsin - G,175,188,Gene/Protein	"[{""token"": ""Antileukoproteinase"", ""start_span"": 0, ""end_span"": 19, ""type"": ""Gene/Protein""}, {""token"": ""ALP"", ""start_span"": 22, ""end_span"": 25, ""type"": ""Gene/Protein""}, {""token"": ""serine lysosomal proteinases"", ""start_span"": 133, ""end_span"": 161, ""type"": ""Gene/Protein""}, {""token"": ""elastase"", ""start_span"": 162, ""end_span"": 170, ""type"": ""Gene/Protein""}, {""token"": ""cathepsin - G"", ""start_span"": 175, ""end_span"": 188, ""type"": ""Gene/Protein""}]"	train
In addition, double mutants with either dim1 - delta or dim2 - 1 and the endocytosis mutants end4 - 1 or act1 - 1 displayed synthetic growth defects, indicating that the DIM gene products function in a common or parallel endocytic pathway.	dim1 - delta,40,52,Gene/Protein	dim2 - 1,56,64,Gene/Protein	mutants end4 - 1,85,101,Gene/Protein	act1 - 1,105,113,Gene/Protein	DIM gene products,170,187,Gene/Protein	"[{""token"": ""dim1 - delta"", ""start_span"": 40, ""end_span"": 52, ""type"": ""Gene/Protein""}, {""token"": ""dim2 - 1"", ""start_span"": 56, ""end_span"": 64, ""type"": ""Gene/Protein""}, {""token"": ""mutants end4 - 1"", ""start_span"": 85, ""end_span"": 101, ""type"": ""Gene/Protein""}, {""token"": ""act1 - 1"", ""start_span"": 105, ""end_span"": 113, ""type"": ""Gene/Protein""}, {""token"": ""DIM gene products"", ""start_span"": 170, ""end_span"": 187, ""type"": ""Gene/Protein""}]"	train
The results presented here show that AR1 of the promoter - proximal CAP subunit was required for papBA transcription even in the absence of the histone - like protein H - NS.	AR1,37,40,Gene/Protein	CAP subunit,68,79,Gene/Protein	papBA,97,102,Gene/Protein	histone - like protein,144,166,Gene/Protein	H - NS,167,173,Gene/Protein	"[{""token"": ""AR1"", ""start_span"": 37, ""end_span"": 40, ""type"": ""Gene/Protein""}, {""token"": ""CAP subunit"", ""start_span"": 68, ""end_span"": 79, ""type"": ""Gene/Protein""}, {""token"": ""papBA"", ""start_span"": 97, ""end_span"": 102, ""type"": ""Gene/Protein""}, {""token"": ""histone - like protein"", ""start_span"": 144, ""end_span"": 166, ""type"": ""Gene/Protein""}, {""token"": ""H - NS"", ""start_span"": 167, ""end_span"": 173, ""type"": ""Gene/Protein""}]"	train
