Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	json	split
Transient tyrosine phosphorylation of Crk in fibroblast growth factor - 2 - stimulated endothelial cells was dependent on the juxtamembrane tyrosine residue 463 in FGFR - 1, and a Crk SH2 domain precipitated FGFR - 1 via phosphorylated Tyr - 463, indicating direct complex formation between Crk and FGFR - 1.	Crk,38,41,Gene/Protein	fibroblast growth factor - 2,45,73,Gene/Protein	FGFR - 1,164,172,Gene/Protein	Crk,180,183,Gene/Protein	SH2 domain,184,194,Gene/Protein	FGFR - 1,208,216,Gene/Protein	Crk,291,294,Gene/Protein	FGFR - 1,299,307,Gene/Protein	"[{""token"": ""Crk"", ""start_span"": 38, ""end_span"": 41, ""type"": ""Gene/Protein""}, {""token"": ""fibroblast growth factor - 2"", ""start_span"": 45, ""end_span"": 73, ""type"": ""Gene/Protein""}, {""token"": ""FGFR - 1"", ""start_span"": 164, ""end_span"": 172, ""type"": ""Gene/Protein""}, {""token"": ""Crk"", ""start_span"": 180, ""end_span"": 183, ""type"": ""Gene/Protein""}, {""token"": ""SH2 domain"", ""start_span"": 184, ""end_span"": 194, ""type"": ""Gene/Protein""}, {""token"": ""FGFR - 1"", ""start_span"": 208, ""end_span"": 216, ""type"": ""Gene/Protein""}, {""token"": ""Crk"", ""start_span"": 291, ""end_span"": 294, ""type"": ""Gene/Protein""}, {""token"": ""FGFR - 1"", ""start_span"": 299, ""end_span"": 307, ""type"": ""Gene/Protein""}]"	train
In agreement with previous in vitro data, we have shown that UmuD and UmuD ' are able to form both homodimers ( UmuD - UmuD and UmuD ' - UmuD ') and a heterodimer ( UmuD - UmuD ').	UmuD,61,65,Gene/Protein	UmuD ',70,76,Gene/Protein	UmuD,112,116,Gene/Protein	UmuD,119,123,Gene/Protein	UmuD ',128,134,Gene/Protein	UmuD ',137,143,Gene/Protein	UmuD,165,169,Gene/Protein	UmuD ',172,178,Gene/Protein	"[{""token"": ""UmuD"", ""start_span"": 61, ""end_span"": 65, ""type"": ""Gene/Protein""}, {""token"": ""UmuD '"", ""start_span"": 70, ""end_span"": 76, ""type"": ""Gene/Protein""}, {""token"": ""UmuD"", ""start_span"": 112, ""end_span"": 116, ""type"": ""Gene/Protein""}, {""token"": ""UmuD"", ""start_span"": 119, ""end_span"": 123, ""type"": ""Gene/Protein""}, {""token"": ""UmuD '"", ""start_span"": 128, ""end_span"": 134, ""type"": ""Gene/Protein""}, {""token"": ""UmuD '"", ""start_span"": 137, ""end_span"": 143, ""type"": ""Gene/Protein""}, {""token"": ""UmuD"", ""start_span"": 165, ""end_span"": 169, ""type"": ""Gene/Protein""}, {""token"": ""UmuD '"", ""start_span"": 172, ""end_span"": 178, ""type"": ""Gene/Protein""}]"	train
In the present study, we demonstrate that expression of TD - IkappaBalpha blocked phorbol myristate acetate - phytohemagglutinin or tumor necrosis factor alpha - induced IkappaBalpha gene transcription and abolished NF - kappaB DNA binding activity, due to the continued cytoplasmic sequestration of RelA ( p65) by TD - IkappaBalpha.	TD - IkappaBalpha,56,73,Gene/Protein	acetate - phytohemagglutinin,100,128,Gene/Protein	tumor necrosis factor alpha,132,159,Gene/Protein	IkappaBalpha gene,170,187,Gene/Protein	NF - kappaB,216,227,Gene/Protein	RelA,300,304,Gene/Protein	p65,307,310,Gene/Protein	TD - IkappaBalpha,315,332,Gene/Protein	"[{""token"": ""TD - IkappaBalpha"", ""start_span"": 56, ""end_span"": 73, ""type"": ""Gene/Protein""}, {""token"": ""acetate - phytohemagglutinin"", ""start_span"": 100, ""end_span"": 128, ""type"": ""Gene/Protein""}, {""token"": ""tumor necrosis factor alpha"", ""start_span"": 132, ""end_span"": 159, ""type"": ""Gene/Protein""}, {""token"": ""IkappaBalpha gene"", ""start_span"": 170, ""end_span"": 187, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappaB"", ""start_span"": 216, ""end_span"": 227, ""type"": ""Gene/Protein""}, {""token"": ""RelA"", ""start_span"": 300, ""end_span"": 304, ""type"": ""Gene/Protein""}, {""token"": ""p65"", ""start_span"": 307, ""end_span"": 310, ""type"": ""Gene/Protein""}, {""token"": ""TD - IkappaBalpha"", ""start_span"": 315, ""end_span"": 332, ""type"": ""Gene/Protein""}]"	train
Ras2p activates invasive growth using either of two downstream signaling pathways, the filamentation MAPK ( Cdc42p / Ste20p / MAPK) cascade or the cAMP - dependent protein kinase ( Cyr1p / cAMP / PKA) pathway.	Ras2p,0,5,Gene/Protein	MAPK,101,105,Gene/Protein	Cdc42p,108,114,Gene/Protein	Ste20p,117,123,Gene/Protein	MAPK,126,130,Gene/Protein	cAMP - dependent protein kinase,147,178,Gene/Protein	Cyr1p,181,186,Gene/Protein	PKA,196,199,Gene/Protein	"[{""token"": ""Ras2p"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Gene/Protein""}, {""token"": ""MAPK"", ""start_span"": 101, ""end_span"": 105, ""type"": ""Gene/Protein""}, {""token"": ""Cdc42p"", ""start_span"": 108, ""end_span"": 114, ""type"": ""Gene/Protein""}, {""token"": ""Ste20p"", ""start_span"": 117, ""end_span"": 123, ""type"": ""Gene/Protein""}, {""token"": ""MAPK"", ""start_span"": 126, ""end_span"": 130, ""type"": ""Gene/Protein""}, {""token"": ""cAMP - dependent protein kinase"", ""start_span"": 147, ""end_span"": 178, ""type"": ""Gene/Protein""}, {""token"": ""Cyr1p"", ""start_span"": 181, ""end_span"": 186, ""type"": ""Gene/Protein""}, {""token"": ""PKA"", ""start_span"": 196, ""end_span"": 199, ""type"": ""Gene/Protein""}]"	train
In strains lacking tup11 and tup12, the atf1 - pcr1 transcriptional activator continues to play a central role in fbp1 - lacZ expression; however, spc1 MAPK phosphorylation of atf1 is no longer essential for its activation.	tup11,19,24,Gene/Protein	tup12,29,34,Gene/Protein	atf1,40,44,Gene/Protein	pcr1,47,51,Gene/Protein	fbp1,114,118,Gene/Protein	lacZ,121,125,Gene/Protein	spc1 MAPK,147,156,Gene/Protein	atf1,176,180,Gene/Protein	"[{""token"": ""tup11"", ""start_span"": 19, ""end_span"": 24, ""type"": ""Gene/Protein""}, {""token"": ""tup12"", ""start_span"": 29, ""end_span"": 34, ""type"": ""Gene/Protein""}, {""token"": ""atf1"", ""start_span"": 40, ""end_span"": 44, ""type"": ""Gene/Protein""}, {""token"": ""pcr1"", ""start_span"": 47, ""end_span"": 51, ""type"": ""Gene/Protein""}, {""token"": ""fbp1"", ""start_span"": 114, ""end_span"": 118, ""type"": ""Gene/Protein""}, {""token"": ""lacZ"", ""start_span"": 121, ""end_span"": 125, ""type"": ""Gene/Protein""}, {""token"": ""spc1 MAPK"", ""start_span"": 147, ""end_span"": 156, ""type"": ""Gene/Protein""}, {""token"": ""atf1"", ""start_span"": 176, ""end_span"": 180, ""type"": ""Gene/Protein""}]"	train
METHODS: Von Willebrand factor ( vWF) and the fibrinolytic factors tissue plasminogen activator ( tPA), measured as tPA capacity, and plasminogen activator inhibitor 1 ( PAI - 1), platelets, fibrinogen, and inflammatory markers were measured in 74 patients with active seropositive RA.	Von Willebrand factor,9,30,Gene/Protein	vWF,33,36,Gene/Protein	tissue plasminogen activator,67,95,Gene/Protein	tPA,98,101,Gene/Protein	tPA,116,119,Gene/Protein	plasminogen activator inhibitor 1,134,167,Gene/Protein	PAI - 1,170,177,Gene/Protein	fibrinogen,191,201,Gene/Protein	"[{""token"": ""Von Willebrand factor"", ""start_span"": 9, ""end_span"": 30, ""type"": ""Gene/Protein""}, {""token"": ""vWF"", ""start_span"": 33, ""end_span"": 36, ""type"": ""Gene/Protein""}, {""token"": ""tissue plasminogen activator"", ""start_span"": 67, ""end_span"": 95, ""type"": ""Gene/Protein""}, {""token"": ""tPA"", ""start_span"": 98, ""end_span"": 101, ""type"": ""Gene/Protein""}, {""token"": ""tPA"", ""start_span"": 116, ""end_span"": 119, ""type"": ""Gene/Protein""}, {""token"": ""plasminogen activator inhibitor 1"", ""start_span"": 134, ""end_span"": 167, ""type"": ""Gene/Protein""}, {""token"": ""PAI - 1"", ""start_span"": 170, ""end_span"": 177, ""type"": ""Gene/Protein""}, {""token"": ""fibrinogen"", ""start_span"": 191, ""end_span"": 201, ""type"": ""Gene/Protein""}]"	train
We show that LexA - GAL4 and LexA - Bicoid fusion proteins are both dependent on SNF2, SNF5, and SNF6 for activation of target genes containing one or multiple lexA operators.	LexA,13,17,Gene/Protein	GAL4,20,24,Gene/Protein	LexA,29,33,Gene/Protein	Bicoid,36,42,Gene/Protein	SNF2,81,85,Gene/Protein	SNF5,87,91,Gene/Protein	SNF6,97,101,Gene/Protein	lexA operators,160,174,Gene/Protein	"[{""token"": ""LexA"", ""start_span"": 13, ""end_span"": 17, ""type"": ""Gene/Protein""}, {""token"": ""GAL4"", ""start_span"": 20, ""end_span"": 24, ""type"": ""Gene/Protein""}, {""token"": ""LexA"", ""start_span"": 29, ""end_span"": 33, ""type"": ""Gene/Protein""}, {""token"": ""Bicoid"", ""start_span"": 36, ""end_span"": 42, ""type"": ""Gene/Protein""}, {""token"": ""SNF2"", ""start_span"": 81, ""end_span"": 85, ""type"": ""Gene/Protein""}, {""token"": ""SNF5"", ""start_span"": 87, ""end_span"": 91, ""type"": ""Gene/Protein""}, {""token"": ""SNF6"", ""start_span"": 97, ""end_span"": 101, ""type"": ""Gene/Protein""}, {""token"": ""lexA operators"", ""start_span"": 160, ""end_span"": 174, ""type"": ""Gene/Protein""}]"	train
The Tax / IKKgamma interaction serves to recruit Tax to the IKK catalytic subunits, IKKalpha and IKKbeta, and this recruitment appears to be an essential mechanism by which Tax stimulates the activity of IKK.	Tax,4,7,Gene/Protein	IKKgamma,10,18,Gene/Protein	Tax,49,52,Gene/Protein	IKK catalytic subunits,60,82,Gene/Protein	IKKalpha,84,92,Gene/Protein	IKKbeta,97,104,Gene/Protein	Tax,173,176,Gene/Protein	IKK,204,207,Gene/Protein	"[{""token"": ""Tax"", ""start_span"": 4, ""end_span"": 7, ""type"": ""Gene/Protein""}, {""token"": ""IKKgamma"", ""start_span"": 10, ""end_span"": 18, ""type"": ""Gene/Protein""}, {""token"": ""Tax"", ""start_span"": 49, ""end_span"": 52, ""type"": ""Gene/Protein""}, {""token"": ""IKK catalytic subunits"", ""start_span"": 60, ""end_span"": 82, ""type"": ""Gene/Protein""}, {""token"": ""IKKalpha"", ""start_span"": 84, ""end_span"": 92, ""type"": ""Gene/Protein""}, {""token"": ""IKKbeta"", ""start_span"": 97, ""end_span"": 104, ""type"": ""Gene/Protein""}, {""token"": ""Tax"", ""start_span"": 173, ""end_span"": 176, ""type"": ""Gene/Protein""}, {""token"": ""IKK"", ""start_span"": 204, ""end_span"": 207, ""type"": ""Gene/Protein""}]"	train
FN - stimulated c - Src PTK activity was enhanced by wild type FAK expression, whereas FN - stimulated activation of ERK2 was blocked by expression of the c - Src binding site Phe - 397 mutant of FAK.	FN,0,2,Gene/Protein	c - Src,16,23,Gene/Protein	PTK,24,27,Gene/Protein	FAK,63,66,Gene/Protein	FN,87,89,Gene/Protein	ERK2,117,121,Gene/Protein	c - Src binding site Phe - 397 mutant,155,192,Gene/Protein	FAK,196,199,Gene/Protein	"[{""token"": ""FN"", ""start_span"": 0, ""end_span"": 2, ""type"": ""Gene/Protein""}, {""token"": ""c - Src"", ""start_span"": 16, ""end_span"": 23, ""type"": ""Gene/Protein""}, {""token"": ""PTK"", ""start_span"": 24, ""end_span"": 27, ""type"": ""Gene/Protein""}, {""token"": ""FAK"", ""start_span"": 63, ""end_span"": 66, ""type"": ""Gene/Protein""}, {""token"": ""FN"", ""start_span"": 87, ""end_span"": 89, ""type"": ""Gene/Protein""}, {""token"": ""ERK2"", ""start_span"": 117, ""end_span"": 121, ""type"": ""Gene/Protein""}, {""token"": ""c - Src binding site Phe - 397 mutant"", ""start_span"": 155, ""end_span"": 192, ""type"": ""Gene/Protein""}, {""token"": ""FAK"", ""start_span"": 196, ""end_span"": 199, ""type"": ""Gene/Protein""}]"	train
When tested with wild - type ( DBA / 2) p16, both A134C and G232A BALB / c - specific variants of p16 were inefficient in their ability to inhibit the activity of cyclin D2 / CDK4 in kinase assays with retinoblastoma protein, suggesting this defective, inherited allele plays an important role in the genetic susceptibility of BALB / c mice for plasmacytoma induction and that p16 ( INK4a) is a strong candidate for the Pctr1 locus.	p16,40,43,Gene/Protein	p16,98,101,Gene/Protein	cyclin D2,163,172,Gene/Protein	CDK4,175,179,Gene/Protein	retinoblastoma protein,202,224,Gene/Protein	p16,377,380,Gene/Protein	INK4a,383,388,Gene/Protein	Pctr1 locus,420,431,Gene/Protein	"[{""token"": ""p16"", ""start_span"": 40, ""end_span"": 43, ""type"": ""Gene/Protein""}, {""token"": ""p16"", ""start_span"": 98, ""end_span"": 101, ""type"": ""Gene/Protein""}, {""token"": ""cyclin D2"", ""start_span"": 163, ""end_span"": 172, ""type"": ""Gene/Protein""}, {""token"": ""CDK4"", ""start_span"": 175, ""end_span"": 179, ""type"": ""Gene/Protein""}, {""token"": ""retinoblastoma protein"", ""start_span"": 202, ""end_span"": 224, ""type"": ""Gene/Protein""}, {""token"": ""p16"", ""start_span"": 377, ""end_span"": 380, ""type"": ""Gene/Protein""}, {""token"": ""INK4a"", ""start_span"": 383, ""end_span"": 388, ""type"": ""Gene/Protein""}, {""token"": ""Pctr1 locus"", ""start_span"": 420, ""end_span"": 431, ""type"": ""Gene/Protein""}]"	train
