Sentence	entity_1	entity_2	entity_3	entity_4	json	split
From these data, as well as earlier evidence demonstrating that the reduced nicotinamide adenine dinucleotide ( NADH) shuttle in these cells requires a transaminase step and is thus identified as the malate - aspartate shuttle ( W. V. V. Greenhouse and A. L. Lehninger, Cancer Res., 36: 1392 - 1396, 1976), metabolic flux diagrams were constructed for the five cell lines.	nicotinamide adenine dinucleotide,76,109,Chemical	NADH,112,116,Chemical	malate,200,206,Chemical	aspartate,209,218,Chemical	"[{""token"": ""nicotinamide adenine dinucleotide"", ""start_span"": 76, ""end_span"": 109, ""type"": ""Chemical""}, {""token"": ""NADH"", ""start_span"": 112, ""end_span"": 116, ""type"": ""Chemical""}, {""token"": ""malate"", ""start_span"": 200, ""end_span"": 206, ""type"": ""Chemical""}, {""token"": ""aspartate"", ""start_span"": 209, ""end_span"": 218, ""type"": ""Chemical""}]"	train
These diagrams show the relative rates of glycolysis, the tricarboxylic acid cycle, electron transport, and the malate - aspartate shuttle in these tumors.	tricarboxylic acid,58,76,Chemical	electron,84,92,Chemical	malate,112,118,Chemical	aspartate,121,130,Chemical	"[{""token"": ""tricarboxylic acid"", ""start_span"": 58, ""end_span"": 76, ""type"": ""Chemical""}, {""token"": ""electron"", ""start_span"": 84, ""end_span"": 92, ""type"": ""Chemical""}, {""token"": ""malate"", ""start_span"": 112, ""end_span"": 118, ""type"": ""Chemical""}, {""token"": ""aspartate"", ""start_span"": 121, ""end_span"": 130, ""type"": ""Chemical""}]"	train
Using tamoxifen and doxorubicin - sensitive and - resistant breast cancer cell lines as models, we found that doxorubicin - but not tamoxifen - resistance is associated with nuclear accumulation of FOXO3a, consistent with the finding that sustained nuclear FOXO3a is associated with poor prognosis.	tamoxifen,6,15,Chemical	doxorubicin,20,31,Chemical	doxorubicin,110,121,Chemical	tamoxifen,132,141,Chemical	"[{""token"": ""tamoxifen"", ""start_span"": 6, ""end_span"": 15, ""type"": ""Chemical""}, {""token"": ""doxorubicin"", ""start_span"": 20, ""end_span"": 31, ""type"": ""Chemical""}, {""token"": ""doxorubicin"", ""start_span"": 110, ""end_span"": 121, ""type"": ""Chemical""}, {""token"": ""tamoxifen"", ""start_span"": 132, ""end_span"": 141, ""type"": ""Chemical""}]"	train
DNA microarray analysis of treated tumor xenografts revealed significantly decreased expression of genes regulating glucose and thymidine metabolism and revealed changes in apoptotic genes, suggesting that the imaging tracers FDG, 3 - deoxy - 3 - [ ( 18) F] fluorothymidine, and annexin V could serve as potential imaging biomarkers for RAF265 therapy monitoring.	glucose,116,123,Chemical	thymidine,128,137,Chemical	FDG,226,229,Chemical	RAF265,337,343,Chemical	"[{""token"": ""glucose"", ""start_span"": 116, ""end_span"": 123, ""type"": ""Chemical""}, {""token"": ""thymidine"", ""start_span"": 128, ""end_span"": 137, ""type"": ""Chemical""}, {""token"": ""FDG"", ""start_span"": 226, ""end_span"": 229, ""type"": ""Chemical""}, {""token"": ""RAF265"", ""start_span"": 337, ""end_span"": 343, ""type"": ""Chemical""}]"	train
Two approaches were used to measure protein kinase C: assay of intact cells for inhibition of epidermal growth factor ( EGF) binding in response to phorbol dibutyrate ( PDBu); and assay of detergent extracts for total calcium, phospholipid - dependent kinase activity.	phorbol dibutyrate,148,166,Chemical	PDBu,169,173,Chemical	calcium,218,225,Chemical	phospholipid,227,239,Chemical	"[{""token"": ""phorbol dibutyrate"", ""start_span"": 148, ""end_span"": 166, ""type"": ""Chemical""}, {""token"": ""PDBu"", ""start_span"": 169, ""end_span"": 173, ""type"": ""Chemical""}, {""token"": ""calcium"", ""start_span"": 218, ""end_span"": 225, ""type"": ""Chemical""}, {""token"": ""phospholipid"", ""start_span"": 227, ""end_span"": 239, ""type"": ""Chemical""}]"	train
The effects on hemostasis of DM - COOK, DTIC and ICRF - 159 have thus been examined in comparison with those of a purely cytotoxic agent, cyclophosphamide, in mice bearing i. m.	DM - COOK,29,38,Chemical	DTIC,40,44,Chemical	ICRF - 159,49,59,Chemical	cyclophosphamide,138,154,Chemical	"[{""token"": ""DM - COOK"", ""start_span"": 29, ""end_span"": 38, ""type"": ""Chemical""}, {""token"": ""DTIC"", ""start_span"": 40, ""end_span"": 44, ""type"": ""Chemical""}, {""token"": ""ICRF - 159"", ""start_span"": 49, ""end_span"": 59, ""type"": ""Chemical""}, {""token"": ""cyclophosphamide"", ""start_span"": 138, ""end_span"": 154, ""type"": ""Chemical""}]"	train
When the macro - molecular synthesis inhibitor cycloheximide ( CHX) or actinomycin D ( Act D) was present for 26 hours in the absence of GM - CSF and FBS, apoptosis was inhibited.	cycloheximide,47,60,Chemical	CHX,63,66,Chemical	actinomycin D,71,84,Chemical	Act D,87,92,Chemical	"[{""token"": ""cycloheximide"", ""start_span"": 47, ""end_span"": 60, ""type"": ""Chemical""}, {""token"": ""CHX"", ""start_span"": 63, ""end_span"": 66, ""type"": ""Chemical""}, {""token"": ""actinomycin D"", ""start_span"": 71, ""end_span"": 84, ""type"": ""Chemical""}, {""token"": ""Act D"", ""start_span"": 87, ""end_span"": 92, ""type"": ""Chemical""}]"	train
Glucose metabolism was studied using an ECAT EXACT 47 positron emission tomography ( PET) camera and fluorine - 18 fluorodeoxyglucose ( 18F - FDG); 123I - IMT uptake was measured with the triple - headed single - photon emission tomography ( SPET) camera, MULTISPECT 3.	Glucose,0,7,Chemical	fluorine - 18 fluorodeoxyglucose,101,133,Chemical	18F - FDG,136,145,Chemical	123I - IMT,148,158,Chemical	"[{""token"": ""Glucose"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Chemical""}, {""token"": ""fluorine - 18 fluorodeoxyglucose"", ""start_span"": 101, ""end_span"": 133, ""type"": ""Chemical""}, {""token"": ""18F - FDG"", ""start_span"": 136, ""end_span"": 145, ""type"": ""Chemical""}, {""token"": ""123I - IMT"", ""start_span"": 148, ""end_span"": 158, ""type"": ""Chemical""}]"	train
Assuming discrimination thresholds between high - grade and low - grade tumours of 0. 8 for 18F - FDG uptake and 1. 8 for 123I - IMT uptake, the accuracy values of 18F - FDG PET and 123I - IMT SPET for differentiating between high - grade and low - grade tumours were 21 / 23 ( 91%) and 19 / 23 ( 83%), respectively.	18F - FDG,92,101,Chemical	123I - IMT,122,132,Chemical	18F - FDG,164,173,Chemical	123I - IMT,182,192,Chemical	"[{""token"": ""18F - FDG"", ""start_span"": 92, ""end_span"": 101, ""type"": ""Chemical""}, {""token"": ""123I - IMT"", ""start_span"": 122, ""end_span"": 132, ""type"": ""Chemical""}, {""token"": ""18F - FDG"", ""start_span"": 164, ""end_span"": 173, ""type"": ""Chemical""}, {""token"": ""123I - IMT"", ""start_span"": 182, ""end_span"": 192, ""type"": ""Chemical""}]"	train
13C and 1H nuclear magnetic resonance spectroscopy ( NMR) was used to investigate the metabolism of L - lactate and D - glucose in C6 glioma cells.	13C,0,3,Chemical	1H,8,10,Chemical	L - lactate,100,111,Chemical	D - glucose,116,127,Chemical	"[{""token"": ""13C"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Chemical""}, {""token"": ""1H"", ""start_span"": 8, ""end_span"": 10, ""type"": ""Chemical""}, {""token"": ""L - lactate"", ""start_span"": 100, ""end_span"": 111, ""type"": ""Chemical""}, {""token"": ""D - glucose"", ""start_span"": 116, ""end_span"": 127, ""type"": ""Chemical""}]"	train
UFT, an anticancer agent that is composed of tegafur ( FT) and uracil at a molar ratio of 1: 4, is widely used in clinical practice in Japan to treat cancer patients requiring a long - term chemotherapy, and it is associated with few side effects, if any.	UFT,0,3,Chemical	tegafur,45,52,Chemical	FT,55,57,Chemical	uracil,63,69,Chemical	"[{""token"": ""UFT"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Chemical""}, {""token"": ""tegafur"", ""start_span"": 45, ""end_span"": 52, ""type"": ""Chemical""}, {""token"": ""FT"", ""start_span"": 55, ""end_span"": 57, ""type"": ""Chemical""}, {""token"": ""uracil"", ""start_span"": 63, ""end_span"": 69, ""type"": ""Chemical""}]"	valid
In this model, UFT showed a strong angiogenesis - inhibitory effect, whereas 5 - fluorouracil ( 5 - FU) and doxifluridine were less effective.	UFT,15,18,Chemical	5 - fluorouracil,77,93,Chemical	5 - FU,96,102,Chemical	doxifluridine,108,121,Chemical	"[{""token"": ""UFT"", ""start_span"": 15, ""end_span"": 18, ""type"": ""Chemical""}, {""token"": ""5 - fluorouracil"", ""start_span"": 77, ""end_span"": 93, ""type"": ""Chemical""}, {""token"": ""5 - FU"", ""start_span"": 96, ""end_span"": 102, ""type"": ""Chemical""}, {""token"": ""doxifluridine"", ""start_span"": 108, ""end_span"": 121, ""type"": ""Chemical""}]"	valid
Group 2 was treated by Enoxaparine Na, group 3 received HBO therapy, and group 4 was given both enoxaparine Na and HBO treatment.	Enoxaparine Na,23,37,Chemical	HBO,56,59,Chemical	enoxaparine Na,96,110,Chemical	HBO,115,118,Chemical	"[{""token"": ""Enoxaparine Na"", ""start_span"": 23, ""end_span"": 37, ""type"": ""Chemical""}, {""token"": ""HBO"", ""start_span"": 56, ""end_span"": 59, ""type"": ""Chemical""}, {""token"": ""enoxaparine Na"", ""start_span"": 96, ""end_span"": 110, ""type"": ""Chemical""}, {""token"": ""HBO"", ""start_span"": 115, ""end_span"": 118, ""type"": ""Chemical""}]"	valid
METHODS: Grafted animals for corneal survival analysis were assigned to receive either spironolactone suspension ( orally, 100 mg / kg / day, n = 7), phosphate - buffered saline ( PBS, orally, same volume as spironolactone, n = 9) or remained untreated ( n = 16).	spironolactone,87,101,Chemical	phosphate - buffered saline,150,177,Chemical	PBS,180,183,Chemical	spironolactone,208,222,Chemical	"[{""token"": ""spironolactone"", ""start_span"": 87, ""end_span"": 101, ""type"": ""Chemical""}, {""token"": ""phosphate - buffered saline"", ""start_span"": 150, ""end_span"": 177, ""type"": ""Chemical""}, {""token"": ""PBS"", ""start_span"": 180, ""end_span"": 183, ""type"": ""Chemical""}, {""token"": ""spironolactone"", ""start_span"": 208, ""end_span"": 222, ""type"": ""Chemical""}]"	valid
Cediranib ( RECENTIN; AZD2171) is an inhibitor of VEGF signaling that has been shown in experimental models to prevent VEGF - A - induced angiogenesis and primary tumor growth, yet the effects of cediranib on VEGF receptor ( VEGFR) - 3 - mediated endothelial cell function and lymphangiogenesis are unknown.	Cediranib,0,9,Chemical	RECENTIN,12,20,Chemical	AZD2171,22,29,Chemical	cediranib,196,205,Chemical	"[{""token"": ""Cediranib"", ""start_span"": 0, ""end_span"": 9, ""type"": ""Chemical""}, {""token"": ""RECENTIN"", ""start_span"": 12, ""end_span"": 20, ""type"": ""Chemical""}, {""token"": ""AZD2171"", ""start_span"": 22, ""end_span"": 29, ""type"": ""Chemical""}, {""token"": ""cediranib"", ""start_span"": 196, ""end_span"": 205, ""type"": ""Chemical""}]"	valid
The objective of this study was to ascertain whether STX243 is more active in vivo than the clinically relevant drug 2 - methoxyoestradiol ( 2 - MeOE2) and the structurally similar compound 2 - MeOE2 - 3, 17 - O, O - bis - sulphamate ( STX140).	STX243,53,59,Chemical	2 - methoxyoestradiol,117,138,Chemical	2 - MeOE2,141,150,Chemical	STX140,236,242,Chemical	"[{""token"": ""STX243"", ""start_span"": 53, ""end_span"": 59, ""type"": ""Chemical""}, {""token"": ""2 - methoxyoestradiol"", ""start_span"": 117, ""end_span"": 138, ""type"": ""Chemical""}, {""token"": ""2 - MeOE2"", ""start_span"": 141, ""end_span"": 150, ""type"": ""Chemical""}, {""token"": ""STX140"", ""start_span"": 236, ""end_span"": 242, ""type"": ""Chemical""}]"	valid
In the current investigation, we show that p - XSC, but not an equivalent dose of SM, alters molecular targets and induces apoptosis in androgen - responsive LNCaP and androgen - independent LNCaP C4 - 2 human prostate cancer cells.	p - XSC,43,50,Chemical	SM,82,84,Chemical	androgen,136,144,Chemical	androgen,168,176,Chemical	"[{""token"": ""p - XSC"", ""start_span"": 43, ""end_span"": 50, ""type"": ""Chemical""}, {""token"": ""SM"", ""start_span"": 82, ""end_span"": 84, ""type"": ""Chemical""}, {""token"": ""androgen"", ""start_span"": 136, ""end_span"": 144, ""type"": ""Chemical""}, {""token"": ""androgen"", ""start_span"": 168, ""end_span"": 176, ""type"": ""Chemical""}]"	valid
The results in steady state reveal that both substrates glucose and glutamine are continuously wasted by tumour cells, excreting two moles of lactate per mol of glucose and one mol of glutamate and ammonia per mol of glutamine consumed into the medium.	glucose,56,63,Chemical	lactate,142,149,Chemical	glucose,161,168,Chemical	ammonia,198,205,Chemical	"[{""token"": ""glucose"", ""start_span"": 56, ""end_span"": 63, ""type"": ""Chemical""}, {""token"": ""lactate"", ""start_span"": 142, ""end_span"": 149, ""type"": ""Chemical""}, {""token"": ""glucose"", ""start_span"": 161, ""end_span"": 168, ""type"": ""Chemical""}, {""token"": ""ammonia"", ""start_span"": 198, ""end_span"": 205, ""type"": ""Chemical""}]"	valid
The kinase reactions showed preference for ATP and MgCl2 instead of GTP or MnCl2.	ATP,43,46,Chemical	MgCl2,51,56,Chemical	GTP,68,71,Chemical	MnCl2,75,80,Chemical	"[{""token"": ""ATP"", ""start_span"": 43, ""end_span"": 46, ""type"": ""Chemical""}, {""token"": ""MgCl2"", ""start_span"": 51, ""end_span"": 56, ""type"": ""Chemical""}, {""token"": ""GTP"", ""start_span"": 68, ""end_span"": 71, ""type"": ""Chemical""}, {""token"": ""MnCl2"", ""start_span"": 75, ""end_span"": 80, ""type"": ""Chemical""}]"	valid
Two of the mutations included a G to C substitution at codon 12, and a G to A substitution at codon 18, resulting in a glycine to arginine, and an alanine to threonine change at these amino acids, respectively.	G,32,33,Chemical	C,37,38,Chemical	G,71,72,Chemical	A,76,77,Chemical	"[{""token"": ""G"", ""start_span"": 32, ""end_span"": 33, ""type"": ""Chemical""}, {""token"": ""C"", ""start_span"": 37, ""end_span"": 38, ""type"": ""Chemical""}, {""token"": ""G"", ""start_span"": 71, ""end_span"": 72, ""type"": ""Chemical""}, {""token"": ""A"", ""start_span"": 76, ""end_span"": 77, ""type"": ""Chemical""}]"	valid
PLGA - heparin microspheres released out bFGF in a more sustained manner with a smaller extent of initial burst than PLGA microspheres, indicating that surface immobilized heparin controlled the release rate of bFGF.	PLGA,0,4,Chemical	heparin,7,14,Chemical	PLGA,117,121,Chemical	heparin,172,179,Chemical	"[{""token"": ""PLGA"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Chemical""}, {""token"": ""heparin"", ""start_span"": 7, ""end_span"": 14, ""type"": ""Chemical""}, {""token"": ""PLGA"", ""start_span"": 117, ""end_span"": 121, ""type"": ""Chemical""}, {""token"": ""heparin"", ""start_span"": 172, ""end_span"": 179, ""type"": ""Chemical""}]"	test
One such agent, 3 - bromopyruvate ( 3 - BrPA), a lactic acid analog, has been shown to inhibit both glycolytic and mitochondrial ATP production in rapidly growing cancers ( Ko et al., Cancer Letts., 173, 83 - 91, 2001), leave normal cells alone, and eradicate advanced cancers ( 19 of 19) in a rodent model ( Ko et al., Biochem. Biophys. Res. Commun., 324, 269 - 275, 2004).	3 - bromopyruvate,16,33,Chemical	3 - BrPA,36,44,Chemical	lactic acid analog,49,67,Chemical	ATP,129,132,Chemical	"[{""token"": ""3 - bromopyruvate"", ""start_span"": 16, ""end_span"": 33, ""type"": ""Chemical""}, {""token"": ""3 - BrPA"", ""start_span"": 36, ""end_span"": 44, ""type"": ""Chemical""}, {""token"": ""lactic acid analog"", ""start_span"": 49, ""end_span"": 67, ""type"": ""Chemical""}, {""token"": ""ATP"", ""start_span"": 129, ""end_span"": 132, ""type"": ""Chemical""}]"	test
Perfusion and permeability parameters of the implanted tumours were evaluated by using two contrast media ( B22956 / 1 and Gd - DTPA37 - albumin) to establish response to treatment with two different antiangiogenic drugs ( tamoxifen and SU6668).	B22956 / 1,108,118,Chemical	Gd - DTPA37 - albumin,123,144,Chemical	tamoxifen,223,232,Chemical	SU6668,237,243,Chemical	"[{""token"": ""B22956 / 1"", ""start_span"": 108, ""end_span"": 118, ""type"": ""Chemical""}, {""token"": ""Gd - DTPA37 - albumin"", ""start_span"": 123, ""end_span"": 144, ""type"": ""Chemical""}, {""token"": ""tamoxifen"", ""start_span"": 223, ""end_span"": 232, ""type"": ""Chemical""}, {""token"": ""SU6668"", ""start_span"": 237, ""end_span"": 243, ""type"": ""Chemical""}]"	test
Furthermore, it was shown that thiol - containing antioxidants completely blocked MOG - induced mitochondrial DeltaPsim loss and subsequent cell apoptosis, while the inhibition of apoptosis by benzyloxy - carbonyl - Val - Ala - Asp - fluoromethylketone only partially attenuated mitochondrial DeltaPsim loss, indicating that MOG - induced redox imbalance is an early event upstream to mitochondrial DeltaPsim loss and caspase - 3 activation.	thiol,31,36,Chemical	MOG,82,85,Chemical	benzyloxy - carbonyl - Val - Ala - Asp - fluoromethylketone,193,252,Chemical	MOG,325,328,Chemical	"[{""token"": ""thiol"", ""start_span"": 31, ""end_span"": 36, ""type"": ""Chemical""}, {""token"": ""MOG"", ""start_span"": 82, ""end_span"": 85, ""type"": ""Chemical""}, {""token"": ""benzyloxy - carbonyl - Val - Ala - Asp - fluoromethylketone"", ""start_span"": 193, ""end_span"": 252, ""type"": ""Chemical""}, {""token"": ""MOG"", ""start_span"": 325, ""end_span"": 328, ""type"": ""Chemical""}]"	test
Also, the combination of docetaxel and ATRA might allow a reduction in docetaxel doses and by this way may diminish docetaxel adverse effects while maintaining the therapeutic effect in patients with HRPC.	docetaxel,25,34,Chemical	ATRA,39,43,Chemical	docetaxel,71,80,Chemical	docetaxel,116,125,Chemical	"[{""token"": ""docetaxel"", ""start_span"": 25, ""end_span"": 34, ""type"": ""Chemical""}, {""token"": ""ATRA"", ""start_span"": 39, ""end_span"": 43, ""type"": ""Chemical""}, {""token"": ""docetaxel"", ""start_span"": 71, ""end_span"": 80, ""type"": ""Chemical""}, {""token"": ""docetaxel"", ""start_span"": 116, ""end_span"": 125, ""type"": ""Chemical""}]"	test
Meclofenamate and indomethacin were tested in an attempt to confirm recent reports of anti - edema activity in non steroidal anti - inflammatory drugs ( NSAID ' s).	Meclofenamate,0,13,Chemical	indomethacin,18,30,Chemical	non steroidal anti - inflammatory drugs,111,150,Chemical	NSAID ' s,153,162,Chemical	"[{""token"": ""Meclofenamate"", ""start_span"": 0, ""end_span"": 13, ""type"": ""Chemical""}, {""token"": ""indomethacin"", ""start_span"": 18, ""end_span"": 30, ""type"": ""Chemical""}, {""token"": ""non steroidal anti - inflammatory drugs"", ""start_span"": 111, ""end_span"": 150, ""type"": ""Chemical""}, {""token"": ""NSAID ' s"", ""start_span"": 153, ""end_span"": 162, ""type"": ""Chemical""}]"	test
The malate - citrate cycle was studied during aerobic glycolysis and glutaminolysis in a strain of Ehrlich ascites tumor cells which showed a very low malate - aspartate shuttle system activity.	malate,4,10,Chemical	citrate,13,20,Chemical	malate,151,157,Chemical	aspartate,160,169,Chemical	"[{""token"": ""malate"", ""start_span"": 4, ""end_span"": 10, ""type"": ""Chemical""}, {""token"": ""citrate"", ""start_span"": 13, ""end_span"": 20, ""type"": ""Chemical""}, {""token"": ""malate"", ""start_span"": 151, ""end_span"": 157, ""type"": ""Chemical""}, {""token"": ""aspartate"", ""start_span"": 160, ""end_span"": 169, ""type"": ""Chemical""}]"	test
Adult rat urothelial cells were transformed in vitro following treatment with a single dose of N - methyl - N - nitrosourea ( MNU) or MNU treatment followed by promotion with sodium saccharin.	N - methyl - N - nitrosourea,95,123,Chemical	MNU,126,129,Chemical	MNU,134,137,Chemical	sodium saccharin,175,191,Chemical	"[{""token"": ""N - methyl - N - nitrosourea"", ""start_span"": 95, ""end_span"": 123, ""type"": ""Chemical""}, {""token"": ""MNU"", ""start_span"": 126, ""end_span"": 129, ""type"": ""Chemical""}, {""token"": ""MNU"", ""start_span"": 134, ""end_span"": 137, ""type"": ""Chemical""}, {""token"": ""sodium saccharin"", ""start_span"": 175, ""end_span"": 191, ""type"": ""Chemical""}]"	test
Murine leukemia L1210 cells rendered deficient in glutathione peroxidase ( GPX) and phospholipid hydroperoxide glutathione peroxidase ( PHGPX) by Se deprivation ( L. Se ( -) cells) were found to be more sensitive to tert - butyl hydroperoxide ( t - BuOOH) cytotoxicity than Se - replete controls ( L. Se ( +) cells).	Se,146,148,Chemical	tert - butyl hydroperoxide,216,242,Chemical	t - BuOOH,245,254,Chemical	Se,274,276,Chemical	"[{""token"": ""Se"", ""start_span"": 146, ""end_span"": 148, ""type"": ""Chemical""}, {""token"": ""tert - butyl hydroperoxide"", ""start_span"": 216, ""end_span"": 242, ""type"": ""Chemical""}, {""token"": ""t - BuOOH"", ""start_span"": 245, ""end_span"": 254, ""type"": ""Chemical""}, {""token"": ""Se"", ""start_span"": 274, ""end_span"": 276, ""type"": ""Chemical""}]"	test
