Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	json	split
These included meeting DSM - IV criteria for PTSD, aspects of comorbidity ( current substance abuse, suicidal ideation, axis 1 disorder other than anxiety or mood disorder, comorbid personality disorder, chronic pain, physical disability due to the trauma, history of major depression ), taking psychotropic medication, and a higher level of education.	PTSD,45,49,Disease/Disorder	substance abuse,84,99,Disease/Disorder	axis 1 disorder,120,135,Disease/Disorder	anxiety,147,154,Disease/Disorder	mood disorder,158,171,Disease/Disorder	personality disorder,182,202,Disease/Disorder	major depression,268,284,Disease/Disorder	"[{""token"": ""PTSD"", ""start_span"": 45, ""end_span"": 49, ""type"": ""Disease/Disorder""}, {""token"": ""substance abuse"", ""start_span"": 84, ""end_span"": 99, ""type"": ""Disease/Disorder""}, {""token"": ""axis 1 disorder"", ""start_span"": 120, ""end_span"": 135, ""type"": ""Disease/Disorder""}, {""token"": ""anxiety"", ""start_span"": 147, ""end_span"": 154, ""type"": ""Disease/Disorder""}, {""token"": ""mood disorder"", ""start_span"": 158, ""end_span"": 171, ""type"": ""Disease/Disorder""}, {""token"": ""personality disorder"", ""start_span"": 182, ""end_span"": 202, ""type"": ""Disease/Disorder""}, {""token"": ""major depression"", ""start_span"": 268, ""end_span"": 284, ""type"": ""Disease/Disorder""}]"	test
To focus on genes that are truly relevant to encephalitogenicity and not simply involved in general inflammatory responses, we compared gene arrays of LEW. 1AV1 ( RT1av1) rats immunized with the encephalitogenic MOG stretch MOG 91 - 108 to naive LEW. 1AV1 ( RT1av1) rats and rats immunized with the adjuvant CFA alone as well as rats immunized with the non - encephalitogenic MOG 73 - 90 determinant.	rats,171,175,Organism/Species	MOG,212,215,Gene/Protein	MOG,224,227,Gene/Protein	rats,266,270,Organism/Species	rats,275,279,Organism/Species	rats,329,333,Organism/Species	MOG,376,379,Gene/Protein	"[{""token"": ""rats"", ""start_span"": 171, ""end_span"": 175, ""type"": ""Organism/Species""}, {""token"": ""MOG"", ""start_span"": 212, ""end_span"": 215, ""type"": ""Gene/Protein""}, {""token"": ""MOG"", ""start_span"": 224, ""end_span"": 227, ""type"": ""Gene/Protein""}, {""token"": ""rats"", ""start_span"": 266, ""end_span"": 270, ""type"": ""Organism/Species""}, {""token"": ""rats"", ""start_span"": 275, ""end_span"": 279, ""type"": ""Organism/Species""}, {""token"": ""rats"", ""start_span"": 329, ""end_span"": 333, ""type"": ""Organism/Species""}, {""token"": ""MOG"", ""start_span"": 376, ""end_span"": 379, ""type"": ""Gene/Protein""}]"	test
( B) Quantitative expression of Cxcr4 in cells eluted from the CNS of CFA ( white bars, n = 6 )-, MOG 73 - 90 in CFA ( gray bars, n = 6 )- and MOG 91 - 108 in CFA ( n = 6 )- immunized LEW. 1AV1 ( RT1av1) rats. Cxcr4 was upregulated in MOG 91 - 108 in CFA - immunized rats compared to the other groups ( ANOVA, * P < 0. 001) on day 12 p. i.	Cxcr4,32,37,Gene/Protein	MOG,98,101,Gene/Protein	MOG,143,146,Gene/Protein	rats,204,208,Organism/Species	Cxcr4,210,215,Gene/Protein	MOG,235,238,Gene/Protein	rats,267,271,Organism/Species	"[{""token"": ""Cxcr4"", ""start_span"": 32, ""end_span"": 37, ""type"": ""Gene/Protein""}, {""token"": ""MOG"", ""start_span"": 98, ""end_span"": 101, ""type"": ""Gene/Protein""}, {""token"": ""MOG"", ""start_span"": 143, ""end_span"": 146, ""type"": ""Gene/Protein""}, {""token"": ""rats"", ""start_span"": 204, ""end_span"": 208, ""type"": ""Organism/Species""}, {""token"": ""Cxcr4"", ""start_span"": 210, ""end_span"": 215, ""type"": ""Gene/Protein""}, {""token"": ""MOG"", ""start_span"": 235, ""end_span"": 238, ""type"": ""Gene/Protein""}, {""token"": ""rats"", ""start_span"": 267, ""end_span"": 271, ""type"": ""Organism/Species""}]"	test
( C) Quantitative expression of Cd38 of lymphocytes eluted from the CNS of CFA ( white bars, n = 6 )-, MOG 73 - 90 in CFA ( gray bars, n = 6 )- and MOG 91 - 108 in CFA ( n = 6 )- immunized LEW. 1AV1 ( RT1av1) rats on day 12 p. i. Cd38 was upregulated in MOG 91 - 108 in CFA - immunized rats compared to the other groups ( ANOVA, * P < 0. 001 ).	Cd38,32,36,Gene/Protein	MOG,103,106,Gene/Protein	MOG,148,151,Gene/Protein	rats,209,213,Organism/Species	Cd38,230,234,Gene/Protein	MOG,254,257,Gene/Protein	rats,286,290,Organism/Species	"[{""token"": ""Cd38"", ""start_span"": 32, ""end_span"": 36, ""type"": ""Gene/Protein""}, {""token"": ""MOG"", ""start_span"": 103, ""end_span"": 106, ""type"": ""Gene/Protein""}, {""token"": ""MOG"", ""start_span"": 148, ""end_span"": 151, ""type"": ""Gene/Protein""}, {""token"": ""rats"", ""start_span"": 209, ""end_span"": 213, ""type"": ""Organism/Species""}, {""token"": ""Cd38"", ""start_span"": 230, ""end_span"": 234, ""type"": ""Gene/Protein""}, {""token"": ""MOG"", ""start_span"": 254, ""end_span"": 257, ""type"": ""Gene/Protein""}, {""token"": ""rats"", ""start_span"": 286, ""end_span"": 290, ""type"": ""Organism/Species""}]"	test
Upregulation of both Cxcl12 and Cxcr4 mRNA expression was observed in CFA - and MOG 1 - 125 in CFA - immunized DA ( RT1av1) rats in spinal cord compared to naive rats, IFA - injected or MOG 1 - 125 in IFA - immunized DA ( RT1av1) rats ( ANOVA, P < 0. 001 ).	Cxcl12,21,27,Gene/Protein	Cxcr4,32,37,Gene/Protein	MOG,80,83,Gene/Protein	rats,124,128,Organism/Species	rats,162,166,Organism/Species	MOG,186,189,Gene/Protein	rats,230,234,Organism/Species	"[{""token"": ""Cxcl12"", ""start_span"": 21, ""end_span"": 27, ""type"": ""Gene/Protein""}, {""token"": ""Cxcr4"", ""start_span"": 32, ""end_span"": 37, ""type"": ""Gene/Protein""}, {""token"": ""MOG"", ""start_span"": 80, ""end_span"": 83, ""type"": ""Gene/Protein""}, {""token"": ""rats"", ""start_span"": 124, ""end_span"": 128, ""type"": ""Organism/Species""}, {""token"": ""rats"", ""start_span"": 162, ""end_span"": 166, ""type"": ""Organism/Species""}, {""token"": ""MOG"", ""start_span"": 186, ""end_span"": 189, ""type"": ""Gene/Protein""}, {""token"": ""rats"", ""start_span"": 230, ""end_span"": 234, ""type"": ""Organism/Species""}]"	test
( D) Expression of S1p1 ( Edg1 ), Akt2, Cxcr4 and Cd38 was assessed in FTY720 - treated rats ( white bars, n = 9) compared to vehicle - treated controls ( black bars, n = 9) by quantitative PCR.	S1p1,19,23,Gene/Protein	Edg1,26,30,Gene/Protein	Akt2,34,38,Gene/Protein	Cxcr4,40,45,Gene/Protein	Cd38,50,54,Gene/Protein	FTY720,71,77,Chemical/Drug	rats,88,92,Organism/Species	"[{""token"": ""S1p1"", ""start_span"": 19, ""end_span"": 23, ""type"": ""Gene/Protein""}, {""token"": ""Edg1"", ""start_span"": 26, ""end_span"": 30, ""type"": ""Gene/Protein""}, {""token"": ""Akt2"", ""start_span"": 34, ""end_span"": 38, ""type"": ""Gene/Protein""}, {""token"": ""Cxcr4"", ""start_span"": 40, ""end_span"": 45, ""type"": ""Gene/Protein""}, {""token"": ""Cd38"", ""start_span"": 50, ""end_span"": 54, ""type"": ""Gene/Protein""}, {""token"": ""FTY720"", ""start_span"": 71, ""end_span"": 77, ""type"": ""Chemical/Drug""}, {""token"": ""rats"", ""start_span"": 88, ""end_span"": 92, ""type"": ""Organism/Species""}]"	test
FITC - conjugated monoclonal antibody ( mAb) against CD45RA ( OX - 33) and TCRAB ( R73) and phycoerythrin ( PE )- conjugated mAb against CD4 ( OX - 35) and MHC II ( OX - 6) and appropriate isotype controls were purchased from Becton Dickinson ( Heidelberg, Germany ).	antibody,29,37,Gene/Protein	CD45RA,53,59,Gene/Protein	TCRAB,75,80,Gene/Protein	phycoerythrin,92,105,Gene/Protein	PE,108,110,Gene/Protein	CD4,137,140,Gene/Protein	MHC II,156,162,Gene/Protein	"[{""token"": ""antibody"", ""start_span"": 29, ""end_span"": 37, ""type"": ""Gene/Protein""}, {""token"": ""CD45RA"", ""start_span"": 53, ""end_span"": 59, ""type"": ""Gene/Protein""}, {""token"": ""TCRAB"", ""start_span"": 75, ""end_span"": 80, ""type"": ""Gene/Protein""}, {""token"": ""phycoerythrin"", ""start_span"": 92, ""end_span"": 105, ""type"": ""Gene/Protein""}, {""token"": ""PE"", ""start_span"": 108, ""end_span"": 110, ""type"": ""Gene/Protein""}, {""token"": ""CD4"", ""start_span"": 137, ""end_span"": 140, ""type"": ""Gene/Protein""}, {""token"": ""MHC II"", ""start_span"": 156, ""end_span"": 162, ""type"": ""Gene/Protein""}]"	test
For each gene, the wild - type ( WT) genomic locus was targeted with a replacement plasmid containing 5 ′ and 3 ′ regions of PUF1 or PUF2 and a positive selectable marker, Toxoplasma gondii dhfr / ts or human DHFR, respectively.	PUF1,125,129,Gene/Protein	PUF2,133,137,Gene/Protein	Toxoplasma gondii,172,189,Organism/Species	dhfr,190,194,Gene/Protein	ts,197,199,Gene/Protein	human,203,208,Organism/Species	DHFR,209,213,Gene/Protein	"[{""token"": ""PUF1"", ""start_span"": 125, ""end_span"": 129, ""type"": ""Gene/Protein""}, {""token"": ""PUF2"", ""start_span"": 133, ""end_span"": 137, ""type"": ""Gene/Protein""}, {""token"": ""Toxoplasma gondii"", ""start_span"": 172, ""end_span"": 189, ""type"": ""Organism/Species""}, {""token"": ""dhfr"", ""start_span"": 190, ""end_span"": 194, ""type"": ""Gene/Protein""}, {""token"": ""ts"", ""start_span"": 197, ""end_span"": 199, ""type"": ""Gene/Protein""}, {""token"": ""human"", ""start_span"": 203, ""end_span"": 208, ""type"": ""Organism/Species""}, {""token"": ""DHFR"", ""start_span"": 209, ""end_span"": 213, ""type"": ""Gene/Protein""}]"	test
( C) Confocal microscopy analysis of HepG2 cells cultured for 5 and 24 hours post - infection ( p. i .) with WT, puf1 (-) or puf2 (-) sporozoites, using antibodies against UIS4 ( red ), CSP ( 5 h p. i ., green) or HSP70 ( 24 h p. i ., green ).	infection,84,93,Disease/Disorder	puf1,113,117,Gene/Protein	puf2,125,129,Gene/Protein	antibodies,153,163,Gene/Protein	UIS4,172,176,Gene/Protein	CSP,186,189,Gene/Protein	HSP70,214,219,Gene/Protein	"[{""token"": ""infection"", ""start_span"": 84, ""end_span"": 93, ""type"": ""Disease/Disorder""}, {""token"": ""puf1"", ""start_span"": 113, ""end_span"": 117, ""type"": ""Gene/Protein""}, {""token"": ""puf2"", ""start_span"": 125, ""end_span"": 129, ""type"": ""Gene/Protein""}, {""token"": ""antibodies"", ""start_span"": 153, ""end_span"": 163, ""type"": ""Gene/Protein""}, {""token"": ""UIS4"", ""start_span"": 172, ""end_span"": 176, ""type"": ""Gene/Protein""}, {""token"": ""CSP"", ""start_span"": 186, ""end_span"": 189, ""type"": ""Gene/Protein""}, {""token"": ""HSP70"", ""start_span"": 214, ""end_span"": 219, ""type"": ""Gene/Protein""}]"	test
The founding member of the Puf family, Drosophila melanogaster Pumilio ( DmPUM ), regulates, amongst other functions, abdominal development in the fly via translational repression of the maternally inherited hunchback ( hb) mRNA [ 34 ].	Puf,27,30,Gene/Protein	Drosophila melanogaster,39,62,Organism/Species	Pumilio,63,70,Gene/Protein	DmPUM,73,78,Gene/Protein	fly,147,150,Organism/Species	hunchback,208,217,Gene/Protein	hb,220,222,Gene/Protein	"[{""token"": ""Puf"", ""start_span"": 27, ""end_span"": 30, ""type"": ""Gene/Protein""}, {""token"": ""Drosophila melanogaster"", ""start_span"": 39, ""end_span"": 62, ""type"": ""Organism/Species""}, {""token"": ""Pumilio"", ""start_span"": 63, ""end_span"": 70, ""type"": ""Gene/Protein""}, {""token"": ""DmPUM"", ""start_span"": 73, ""end_span"": 78, ""type"": ""Gene/Protein""}, {""token"": ""fly"", ""start_span"": 147, ""end_span"": 150, ""type"": ""Organism/Species""}, {""token"": ""hunchback"", ""start_span"": 208, ""end_span"": 217, ""type"": ""Gene/Protein""}, {""token"": ""hb"", ""start_span"": 220, ""end_span"": 222, ""type"": ""Gene/Protein""}]"	test
While Puf1 in principle might be able to functionally complement for Puf2 function, depletion of Puf1 at the mRNA level precludes a hypothetical functional overlap in vivo. In this regard, it should be noted that P. berghei Puf1 and Puf2 proteins are very different in size ( 1183 versus 477 amino acids, respectively ), and share only little homology (∼ 27% identity) restricted to the Puf domains.	Puf1,6,10,Gene/Protein	Puf2,69,73,Gene/Protein	Puf1,97,101,Gene/Protein	Puf1,224,228,Gene/Protein	Puf2,233,237,Gene/Protein	amino acids,292,303,Chemical/Drug	Puf,387,390,Gene/Protein	"[{""token"": ""Puf1"", ""start_span"": 6, ""end_span"": 10, ""type"": ""Gene/Protein""}, {""token"": ""Puf2"", ""start_span"": 69, ""end_span"": 73, ""type"": ""Gene/Protein""}, {""token"": ""Puf1"", ""start_span"": 97, ""end_span"": 101, ""type"": ""Gene/Protein""}, {""token"": ""Puf1"", ""start_span"": 224, ""end_span"": 228, ""type"": ""Gene/Protein""}, {""token"": ""Puf2"", ""start_span"": 233, ""end_span"": 237, ""type"": ""Gene/Protein""}, {""token"": ""amino acids"", ""start_span"": 292, ""end_span"": 303, ""type"": ""Chemical/Drug""}, {""token"": ""Puf"", ""start_span"": 387, ""end_span"": 390, ""type"": ""Gene/Protein""}]"	test
Strains of P. aeruginosa are ubiquitously present in the environment [ 1 ], which is due to their capacity to colonize different ecological niches [ 2 ], [ 3] and metabolic versatility [ 4 ]. P. aeruginosa is an opportunistic pathogen able to infect different animals and plants [ 5 ], [ 6 ], being a frequent cause of hospital - acquired infections including ventilator associated pneumonia [ 7] and catheter infections in immuno - compromised patients. P. aeruginosa lung infections are the main cause of morbidity and mortality in cystic fibrosis ( CF) patients [ 8 ].	animals,260,267,Organism/Species	plants,272,278,Organism/Species	hospital - acquired infections,319,349,Disease/Disorder	ventilator associated pneumonia,360,391,Disease/Disorder	catheter infections,401,420,Disease/Disorder	cystic fibrosis,534,549,Disease/Disorder	CF,552,554,Disease/Disorder	"[{""token"": ""animals"", ""start_span"": 260, ""end_span"": 267, ""type"": ""Organism/Species""}, {""token"": ""plants"", ""start_span"": 272, ""end_span"": 278, ""type"": ""Organism/Species""}, {""token"": ""hospital - acquired infections"", ""start_span"": 319, ""end_span"": 349, ""type"": ""Disease/Disorder""}, {""token"": ""ventilator associated pneumonia"", ""start_span"": 360, ""end_span"": 391, ""type"": ""Disease/Disorder""}, {""token"": ""catheter infections"", ""start_span"": 401, ""end_span"": 420, ""type"": ""Disease/Disorder""}, {""token"": ""cystic fibrosis"", ""start_span"": 534, ""end_span"": 549, ""type"": ""Disease/Disorder""}, {""token"": ""CF"", ""start_span"": 552, ""end_span"": 554, ""type"": ""Disease/Disorder""}]"	test
