Sentence	entity_1	entity_2	entity_3	json	split
This segment functions as an IL - 2 - inducible enhancer and lies within a region that becomes DNase I hypersensitive in normal T cells in which IL - 2R alpha expression has been induced.	IL - 2 - inducible enhancer,29,56,Gene/Protein	DNase I,95,102,Gene/Protein	IL - 2R alpha,145,158,Gene/Protein	"[{""token"": ""IL - 2 - inducible enhancer"", ""start_span"": 29, ""end_span"": 56, ""type"": ""Gene/Protein""}, {""token"": ""DNase I"", ""start_span"": 95, ""end_span"": 102, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2R alpha"", ""start_span"": 145, ""end_span"": 158, ""type"": ""Gene/Protein""}]"	train
IL - 2 responsiveness requires three distinct elements within the enhancer.	IL - 2,0,6,Gene/Protein	elements,46,54,Gene/Protein	enhancer,66,74,Gene/Protein	"[{""token"": ""IL - 2"", ""start_span"": 0, ""end_span"": 6, ""type"": ""Gene/Protein""}, {""token"": ""elements"", ""start_span"": 46, ""end_span"": 54, ""type"": ""Gene/Protein""}, {""token"": ""enhancer"", ""start_span"": 66, ""end_span"": 74, ""type"": ""Gene/Protein""}]"	train
In addition, we demonstrated that the EBNA - 1 gene in infected thymocytes was transcribed from the Fp promoter, rather than from the Cp / Wp promoter which is used in latently infected B cells.	EBNA - 1 gene,38,51,Gene/Protein	Fp promoter,100,111,Gene/Protein	Cp / Wp promoter,134,150,Gene/Protein	"[{""token"": ""EBNA - 1 gene"", ""start_span"": 38, ""end_span"": 51, ""type"": ""Gene/Protein""}, {""token"": ""Fp promoter"", ""start_span"": 100, ""end_span"": 111, ""type"": ""Gene/Protein""}, {""token"": ""Cp / Wp promoter"", ""start_span"": 134, ""end_span"": 150, ""type"": ""Gene/Protein""}]"	train
E2F - 1 and a cyclin - like DNA repair enzyme, uracil - DNA glycosylase, provide evidence for an autoregulatory mechanism for transcription.	E2F - 1,0,7,Gene/Protein	cyclin - like DNA repair enzyme,14,45,Gene/Protein	uracil - DNA glycosylase,47,71,Gene/Protein	"[{""token"": ""E2F - 1"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Gene/Protein""}, {""token"": ""cyclin - like DNA repair enzyme"", ""start_span"": 14, ""end_span"": 45, ""type"": ""Gene/Protein""}, {""token"": ""uracil - DNA glycosylase"", ""start_span"": 47, ""end_span"": 71, ""type"": ""Gene/Protein""}]"	train
High levels of UDG expression in a transient transfection assay result in the down - regulation of transcriptional activity through elements specific for E2F - mediated transcription.	UDG,15,18,Gene/Protein	elements,132,140,Gene/Protein	E2F,154,157,Gene/Protein	"[{""token"": ""UDG"", ""start_span"": 15, ""end_span"": 18, ""type"": ""Gene/Protein""}, {""token"": ""elements"", ""start_span"": 132, ""end_span"": 140, ""type"": ""Gene/Protein""}, {""token"": ""E2F"", ""start_span"": 154, ""end_span"": 157, ""type"": ""Gene/Protein""}]"	train
This implicates E2F as a multifunctional target for proteins and enzymes, possibly, responsive to DNA damage through the negative effect of UDG on E2F - mediated transcriptional activity.	E2F,16,19,Gene/Protein	UDG,140,143,Gene/Protein	E2F,147,150,Gene/Protein	"[{""token"": ""E2F"", ""start_span"": 16, ""end_span"": 19, ""type"": ""Gene/Protein""}, {""token"": ""UDG"", ""start_span"": 140, ""end_span"": 143, ""type"": ""Gene/Protein""}, {""token"": ""E2F"", ""start_span"": 147, ""end_span"": 150, ""type"": ""Gene/Protein""}]"	train
Interferon - gamma ( IFN - gamma) is an important immunoregulatory protein produced predominantly by T cells and large granular lymphocytes ( LGL) in response to different extracellular signals.	Interferon - gamma,0,18,Gene/Protein	IFN - gamma,21,32,Gene/Protein	immunoregulatory protein,50,74,Gene/Protein	"[{""token"": ""Interferon - gamma"", ""start_span"": 0, ""end_span"": 18, ""type"": ""Gene/Protein""}, {""token"": ""IFN - gamma"", ""start_span"": 21, ""end_span"": 32, ""type"": ""Gene/Protein""}, {""token"": ""immunoregulatory protein"", ""start_span"": 50, ""end_span"": 74, ""type"": ""Gene/Protein""}]"	train
The results suggest that activation of protein kinase C, but not new protein synthesis, is required for IL - 2 induction of IFN - gamma and GM - CSF cytoplasmic mRNA.	protein kinase C,39,55,Gene/Protein	IL - 2,104,110,Gene/Protein	IFN - gamma and GM - CSF cytoplasmic mRNA,124,165,Gene/Protein	"[{""token"": ""protein kinase C"", ""start_span"": 39, ""end_span"": 55, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2"", ""start_span"": 104, ""end_span"": 110, ""type"": ""Gene/Protein""}, {""token"": ""IFN - gamma and GM - CSF cytoplasmic mRNA"", ""start_span"": 124, ""end_span"": 165, ""type"": ""Gene/Protein""}]"	train
In contrast, IL - 12 induction of IFN - gamma cytoplasmic mRNA appears to only partially depend on activation of protein kinase C.	IL - 12,13,20,Gene/Protein	IFN - gamma cytoplasmic mRNA,34,62,Gene/Protein	protein kinase C,113,129,Gene/Protein	"[{""token"": ""IL - 12"", ""start_span"": 13, ""end_span"": 20, ""type"": ""Gene/Protein""}, {""token"": ""IFN - gamma cytoplasmic mRNA"", ""start_span"": 34, ""end_span"": 62, ""type"": ""Gene/Protein""}, {""token"": ""protein kinase C"", ""start_span"": 113, ""end_span"": 129, ""type"": ""Gene/Protein""}]"	train
Furthermore, both transforming growth factor - beta and genistein, a tyrosine kinase inhibitor, could suppress IL - 2 and IL - 12 signaling but CsA was generally inactive.	transforming growth factor - beta,18,51,Gene/Protein	IL - 2,111,117,Gene/Protein	IL - 12,122,129,Gene/Protein	"[{""token"": ""transforming growth factor - beta"", ""start_span"": 18, ""end_span"": 51, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2"", ""start_span"": 111, ""end_span"": 117, ""type"": ""Gene/Protein""}, {""token"": ""IL - 12"", ""start_span"": 122, ""end_span"": 129, ""type"": ""Gene/Protein""}]"	train
Stimulation of the T - cell antigen receptor ( TCR) induces activation of multiple tyrosine kinases, resulting in phosphorylation of numerous intracellular substrates.	T - cell antigen receptor,19,44,Gene/Protein	TCR,47,50,Gene/Protein	tyrosine kinases,83,99,Gene/Protein	"[{""token"": ""T - cell antigen receptor"", ""start_span"": 19, ""end_span"": 44, ""type"": ""Gene/Protein""}, {""token"": ""TCR"", ""start_span"": 47, ""end_span"": 50, ""type"": ""Gene/Protein""}, {""token"": ""tyrosine kinases"", ""start_span"": 83, ""end_span"": 99, ""type"": ""Gene/Protein""}]"	train
Positive and negative regulation of granulocyte - macrophage colony - stimulating factor promoter activity by AML1 - related transcription factor, PEBP2.	granulocyte - macrophage colony - stimulating factor,36,88,Gene/Protein	AML1 - related transcription factor,110,145,Gene/Protein	PEBP2,147,152,Gene/Protein	"[{""token"": ""granulocyte - macrophage colony - stimulating factor"", ""start_span"": 36, ""end_span"": 88, ""type"": ""Gene/Protein""}, {""token"": ""AML1 - related transcription factor"", ""start_span"": 110, ""end_span"": 145, ""type"": ""Gene/Protein""}, {""token"": ""PEBP2"", ""start_span"": 147, ""end_span"": 152, ""type"": ""Gene/Protein""}]"	train
There are at least two genes, alpha A and alpha B, encoding the alpha subunit.	alpha A,30,37,Gene/Protein	alpha B,42,49,Gene/Protein	alpha subunit,64,77,Gene/Protein	"[{""token"": ""alpha A"", ""start_span"": 30, ""end_span"": 37, ""type"": ""Gene/Protein""}, {""token"": ""alpha B"", ""start_span"": 42, ""end_span"": 49, ""type"": ""Gene/Protein""}, {""token"": ""alpha subunit"", ""start_span"": 64, ""end_span"": 77, ""type"": ""Gene/Protein""}]"	train
PEBP2 alpha A1 and alpha B1 enhanced the expression of the GM - CSF promoter - driven reporter plasmid in unstimulated and 12 - O - tetradecanoylphorbol 13 - acetate / phytohemagglutinin - stimulated human Jurkat T cells.	PEBP2 alpha A1,0,14,Gene/Protein	alpha B1,19,27,Gene/Protein	GM - CSF promoter - driven reporter plasmid,59,102,Gene/Protein	"[{""token"": ""PEBP2 alpha A1"", ""start_span"": 0, ""end_span"": 14, ""type"": ""Gene/Protein""}, {""token"": ""alpha B1"", ""start_span"": 19, ""end_span"": 27, ""type"": ""Gene/Protein""}, {""token"": ""GM - CSF promoter - driven reporter plasmid"", ""start_span"": 59, ""end_span"": 102, ""type"": ""Gene/Protein""}]"	train
Priming occurred after several hours of treatment, and the primed state was induced by either IFN - gamma or GM - CSF, but not M - CSF.	IFN - gamma,94,105,Gene/Protein	GM - CSF,109,117,Gene/Protein	M - CSF,127,134,Gene/Protein	"[{""token"": ""IFN - gamma"", ""start_span"": 94, ""end_span"": 105, ""type"": ""Gene/Protein""}, {""token"": ""GM - CSF"", ""start_span"": 109, ""end_span"": 117, ""type"": ""Gene/Protein""}, {""token"": ""M - CSF"", ""start_span"": 127, ""end_span"": 134, ""type"": ""Gene/Protein""}]"	train
We also demonstrate that the Myc - associated zinc finger protein ( MAZ) appears to be the predominant factor binding to one of these sites.	Myc - associated zinc finger protein,29,65,Gene/Protein	MAZ,68,71,Gene/Protein	predominant factor,91,109,Gene/Protein	"[{""token"": ""Myc - associated zinc finger protein"", ""start_span"": 29, ""end_span"": 65, ""type"": ""Gene/Protein""}, {""token"": ""MAZ"", ""start_span"": 68, ""end_span"": 71, ""type"": ""Gene/Protein""}, {""token"": ""predominant factor"", ""start_span"": 91, ""end_span"": 109, ""type"": ""Gene/Protein""}]"	train
This last site closely resembles the ME1a1 G3AG4AG3 motif previously shown to be a critical element in the P2 promoter of the c - myc gene.	ME1a1 G3AG4AG3 motif,37,57,Gene/Protein	P2 promoter,107,118,Gene/Protein	c - myc gene,126,138,Gene/Protein	"[{""token"": ""ME1a1 G3AG4AG3 motif"", ""start_span"": 37, ""end_span"": 57, ""type"": ""Gene/Protein""}, {""token"": ""P2 promoter"", ""start_span"": 107, ""end_span"": 118, ""type"": ""Gene/Protein""}, {""token"": ""c - myc gene"", ""start_span"": 126, ""end_span"": 138, ""type"": ""Gene/Protein""}]"	train
Erythropoietin stimulates transcription of the TAL1 / SCL gene and phosphorylation of its protein products.	Erythropoietin,0,14,Gene/Protein	TAL1 / SCL gene,47,62,Gene/Protein	protein products,90,106,Gene/Protein	"[{""token"": ""Erythropoietin"", ""start_span"": 0, ""end_span"": 14, ""type"": ""Gene/Protein""}, {""token"": ""TAL1 / SCL gene"", ""start_span"": 47, ""end_span"": 62, ""type"": ""Gene/Protein""}, {""token"": ""protein products"", ""start_span"": 90, ""end_span"": 106, ""type"": ""Gene/Protein""}]"	train
Epo elicited a rapid, dose - related increase in TAL1 mRNA by increasing transcription of the gene and stabilizing one of its mRNAs.	Epo,0,3,Gene/Protein	TAL1 mRNA,49,58,Gene/Protein	mRNAs,126,131,Gene/Protein	"[{""token"": ""Epo"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Gene/Protein""}, {""token"": ""TAL1 mRNA"", ""start_span"": 49, ""end_span"": 58, ""type"": ""Gene/Protein""}, {""token"": ""mRNAs"", ""start_span"": 126, ""end_span"": 131, ""type"": ""Gene/Protein""}]"	train
An Epo - inducible TAL1 DNA binding activity was identified in FVA cell nuclear extracts that subsequently decayed despite accumulating mRNA and protein.	Epo,3,6,Gene/Protein	TAL1,19,23,Gene/Protein	mRNA,136,140,Gene/Protein	"[{""token"": ""Epo"", ""start_span"": 3, ""end_span"": 6, ""type"": ""Gene/Protein""}, {""token"": ""TAL1"", ""start_span"": 19, ""end_span"": 23, ""type"": ""Gene/Protein""}, {""token"": ""mRNA"", ""start_span"": 136, ""end_span"": 140, ""type"": ""Gene/Protein""}]"	train
I kappa B - alpha inhibits transcription factor NF - kappa B by retaining it in the cytoplasm.	I kappa B - alpha,0,17,Gene/Protein	transcription factor,27,47,Gene/Protein	NF - kappa B,48,60,Gene/Protein	"[{""token"": ""I kappa B - alpha"", ""start_span"": 0, ""end_span"": 17, ""type"": ""Gene/Protein""}, {""token"": ""transcription factor"", ""start_span"": 27, ""end_span"": 47, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B"", ""start_span"": 48, ""end_span"": 60, ""type"": ""Gene/Protein""}]"	train
Protein - DNA binding studies suggested that Sp1 and two other CCGCCC binding proteins from erythroid and non - erythroid cells could bind to the Sp1 binding motif.	Sp1,45,48,Gene/Protein	CCGCCC binding proteins,63,86,Gene/Protein	Sp1 binding motif,146,163,Gene/Protein	"[{""token"": ""Sp1"", ""start_span"": 45, ""end_span"": 48, ""type"": ""Gene/Protein""}, {""token"": ""CCGCCC binding proteins"", ""start_span"": 63, ""end_span"": 86, ""type"": ""Gene/Protein""}, {""token"": ""Sp1 binding motif"", ""start_span"": 146, ""end_span"": 163, ""type"": ""Gene/Protein""}]"	train
By increasing GATA - 1 levels via co - transfection, we were able to transactivate the hEpoR promoter in K562 cells and non - erythroid cells, but not in the highly active OCIM1 cells, although GATA - 1 mRNA levels were comparable in OCIM1 and K562.	GATA - 1,14,22,Gene/Protein	hEpoR promoter,87,101,Gene/Protein	GATA - 1 mRNA,194,207,Gene/Protein	"[{""token"": ""GATA - 1"", ""start_span"": 14, ""end_span"": 22, ""type"": ""Gene/Protein""}, {""token"": ""hEpoR promoter"", ""start_span"": 87, ""end_span"": 101, ""type"": ""Gene/Protein""}, {""token"": ""GATA - 1 mRNA"", ""start_span"": 194, ""end_span"": 207, ""type"": ""Gene/Protein""}]"	train
An interferon - gamma activation sequence mediates the transcriptional regulation of the IgG Fc receptor type IC gene by interferon - gamma.	interferon - gamma activation sequence,3,41,Gene/Protein	IgG Fc receptor type IC gene,89,117,Gene/Protein	interferon - gamma,121,139,Gene/Protein	"[{""token"": ""interferon - gamma activation sequence"", ""start_span"": 3, ""end_span"": 41, ""type"": ""Gene/Protein""}, {""token"": ""IgG Fc receptor type IC gene"", ""start_span"": 89, ""end_span"": 117, ""type"": ""Gene/Protein""}, {""token"": ""interferon - gamma"", ""start_span"": 121, ""end_span"": 139, ""type"": ""Gene/Protein""}]"	train
A 17 - bp sequence between positions - 51 and - 35 conferred IFN - gamma responsiveness on a heterologous promoter.	17 - bp sequence,2,18,Gene/Protein	IFN - gamma,61,72,Gene/Protein	heterologous promoter,93,114,Gene/Protein	"[{""token"": ""17 - bp sequence"", ""start_span"": 2, ""end_span"": 18, ""type"": ""Gene/Protein""}, {""token"": ""IFN - gamma"", ""start_span"": 61, ""end_span"": 72, ""type"": ""Gene/Protein""}, {""token"": ""heterologous promoter"", ""start_span"": 93, ""end_span"": 114, ""type"": ""Gene/Protein""}]"	train
Gel shift experiments further showed that the STAT1 alpha protein bound to the Fc gamma RIC GIRE in response to IFN - gamma treatment of U937 cells.	STAT1 alpha protein,46,65,Gene/Protein	Fc gamma RIC GIRE,79,96,Gene/Protein	IFN - gamma,112,123,Gene/Protein	"[{""token"": ""STAT1 alpha protein"", ""start_span"": 46, ""end_span"": 65, ""type"": ""Gene/Protein""}, {""token"": ""Fc gamma RIC GIRE"", ""start_span"": 79, ""end_span"": 96, ""type"": ""Gene/Protein""}, {""token"": ""IFN - gamma"", ""start_span"": 112, ""end_span"": 123, ""type"": ""Gene/Protein""}]"	train
HTLV - I - infected peripheral blood T cells exhibit an initial phase of interleukin - 2 ( IL - 2) - dependent growth; over time, by an unknown mechanism, the cells become IL - 2 - independent.	interleukin - 2,73,88,Gene/Protein	IL - 2,91,97,Gene/Protein	IL - 2,172,178,Gene/Protein	"[{""token"": ""interleukin - 2"", ""start_span"": 73, ""end_span"": 88, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2"", ""start_span"": 91, ""end_span"": 97, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2"", ""start_span"": 172, ""end_span"": 178, ""type"": ""Gene/Protein""}]"	train
Nuclear run - on assays, transfection studies using various VCAM - 1 promoter reporter gene constructs, and electrophoretic mobility shift assays indicated that NO represses VCAM - 1 gene transcription, in part, by inhibiting NF - kappa B.	VCAM - 1 promoter reporter gene constructs,60,102,Gene/Protein	VCAM - 1,174,182,Gene/Protein	NF - kappa B,226,238,Gene/Protein	"[{""token"": ""VCAM - 1 promoter reporter gene constructs"", ""start_span"": 60, ""end_span"": 102, ""type"": ""Gene/Protein""}, {""token"": ""VCAM - 1"", ""start_span"": 174, ""end_span"": 182, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B"", ""start_span"": 226, ""end_span"": 238, ""type"": ""Gene/Protein""}]"	train
Previous work has shown that in Jurkat T cells, a set of widely expressed transcription factors ( the ICK - 1 family) affect the GOS19 promoter.	transcription factors,74,95,Gene/Protein	ICK - 1 family,102,116,Gene/Protein	GOS19 promoter,129,143,Gene/Protein	"[{""token"": ""transcription factors"", ""start_span"": 74, ""end_span"": 95, ""type"": ""Gene/Protein""}, {""token"": ""ICK - 1 family"", ""start_span"": 102, ""end_span"": 116, ""type"": ""Gene/Protein""}, {""token"": ""GOS19 promoter"", ""start_span"": 129, ""end_span"": 143, ""type"": ""Gene/Protein""}]"	train
We propose that the MNP protein ( s) binding at the MNP site constitutes a novel transcription factor ( s) expressed in hematopoietic cells.	MNP protein,20,31,Gene/Protein	MNP site,52,60,Gene/Protein	transcription factor,81,101,Gene/Protein	"[{""token"": ""MNP protein"", ""start_span"": 20, ""end_span"": 31, ""type"": ""Gene/Protein""}, {""token"": ""MNP site"", ""start_span"": 52, ""end_span"": 60, ""type"": ""Gene/Protein""}, {""token"": ""transcription factor"", ""start_span"": 81, ""end_span"": 101, ""type"": ""Gene/Protein""}]"	train
The activation of STAT nuclear factors was studied by electrophoretic mobility shift assay using a gamma activation site ( GAS) probe.	STAT nuclear factors,18,38,Gene/Protein	gamma activation site,99,120,Gene/Protein	GAS,123,126,Gene/Protein	"[{""token"": ""STAT nuclear factors"", ""start_span"": 18, ""end_span"": 38, ""type"": ""Gene/Protein""}, {""token"": ""gamma activation site"", ""start_span"": 99, ""end_span"": 120, ""type"": ""Gene/Protein""}, {""token"": ""GAS"", ""start_span"": 123, ""end_span"": 126, ""type"": ""Gene/Protein""}]"	train
We found that IL - 5 induces two GAS - binding proteins in eosinophils, one of which is STAT1.	IL - 5,14,20,Gene/Protein	GAS - binding proteins,33,55,Gene/Protein	STAT1,88,93,Gene/Protein	"[{""token"": ""IL - 5"", ""start_span"": 14, ""end_span"": 20, ""type"": ""Gene/Protein""}, {""token"": ""GAS - binding proteins"", ""start_span"": 33, ""end_span"": 55, ""type"": ""Gene/Protein""}, {""token"": ""STAT1"", ""start_span"": 88, ""end_span"": 93, ""type"": ""Gene/Protein""}]"	train
These data, and the recent demonstration of JAK phosphorylation by IL - 12, identify a rapid signal - transduction pathway likely to mediate IL - 12 - induced gene expression.	JAK,44,47,Gene/Protein	IL - 12,67,74,Gene/Protein	IL - 12,141,148,Gene/Protein	"[{""token"": ""JAK"", ""start_span"": 44, ""end_span"": 47, ""type"": ""Gene/Protein""}, {""token"": ""IL - 12"", ""start_span"": 67, ""end_span"": 74, ""type"": ""Gene/Protein""}, {""token"": ""IL - 12"", ""start_span"": 141, ""end_span"": 148, ""type"": ""Gene/Protein""}]"	train
The decreased affinity of the glucocorticoid receptor together with the negative correlation between hyperthermia and the number of glucocorticoid receptors in patients with sepsis or septic shock suggest that hypothalamic - pituitary - adrenal axis activation during critical illness is accompanied by peripheral adaptation in glucocorticoid receptor number and affinity.	glucocorticoid receptor,30,53,Gene/Protein	glucocorticoid receptors,132,156,Gene/Protein	glucocorticoid receptor,328,351,Gene/Protein	"[{""token"": ""glucocorticoid receptor"", ""start_span"": 30, ""end_span"": 53, ""type"": ""Gene/Protein""}, {""token"": ""glucocorticoid receptors"", ""start_span"": 132, ""end_span"": 156, ""type"": ""Gene/Protein""}, {""token"": ""glucocorticoid receptor"", ""start_span"": 328, ""end_span"": 351, ""type"": ""Gene/Protein""}]"	train
The components tyrosine phosphorylated subsequent to cell adhesion include paxillin, pp125FAK, and the SH2 domain containing tyrosine kinase Syk.	paxillin,75,83,Gene/Protein	pp125FAK,85,93,Gene/Protein	SH2 domain containing tyrosine kinase Syk,103,144,Gene/Protein	"[{""token"": ""paxillin"", ""start_span"": 75, ""end_span"": 83, ""type"": ""Gene/Protein""}, {""token"": ""pp125FAK"", ""start_span"": 85, ""end_span"": 93, ""type"": ""Gene/Protein""}, {""token"": ""SH2 domain containing tyrosine kinase Syk"", ""start_span"": 103, ""end_span"": 144, ""type"": ""Gene/Protein""}]"	train
Disruption of a GATA motif in the Duffy gene promoter abolishes erythroid gene expression in Duffy - negative individuals.	GATA motif,16,26,Gene/Protein	Duffy gene promoter,34,53,Gene/Protein	erythroid gene,64,78,Gene/Protein	"[{""token"": ""GATA motif"", ""start_span"": 16, ""end_span"": 26, ""type"": ""Gene/Protein""}, {""token"": ""Duffy gene promoter"", ""start_span"": 34, ""end_span"": 53, ""type"": ""Gene/Protein""}, {""token"": ""erythroid gene"", ""start_span"": 64, ""end_span"": 78, ""type"": ""Gene/Protein""}]"	train
Activation of pp90rsk and early growth response - 1 gene expression by pokeweed mitogen in human B cells.	pp90rsk,14,21,Gene/Protein	early growth response - 1 gene,26,56,Gene/Protein	pokeweed mitogen,71,87,Gene/Protein	"[{""token"": ""pp90rsk"", ""start_span"": 14, ""end_span"": 21, ""type"": ""Gene/Protein""}, {""token"": ""early growth response - 1 gene"", ""start_span"": 26, ""end_span"": 56, ""type"": ""Gene/Protein""}, {""token"": ""pokeweed mitogen"", ""start_span"": 71, ""end_span"": 87, ""type"": ""Gene/Protein""}]"	train
A conserved motif in the promoters of several cytokines expressed by human Th2 - type lymphocytes.	conserved motif,2,17,Gene/Protein	promoters,25,34,Gene/Protein	cytokines,46,55,Gene/Protein	"[{""token"": ""conserved motif"", ""start_span"": 2, ""end_span"": 17, ""type"": ""Gene/Protein""}, {""token"": ""promoters"", ""start_span"": 25, ""end_span"": 34, ""type"": ""Gene/Protein""}, {""token"": ""cytokines"", ""start_span"": 46, ""end_span"": 55, ""type"": ""Gene/Protein""}]"	train
