Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	json	split
TNF - alpha, therefore, emerges as the main factor responsible for a second phase of NF - kappa B regulation, controlling both translocation of p65 and c - rel, and new mRNA synthesis for c - rel and p105 / p50.	TNF - alpha,0,11,Gene/Protein	NF - kappa B,85,97,Gene/Protein	p65,144,147,Gene/Protein	c - rel,152,159,Gene/Protein	mRNA,169,173,Gene/Protein	c - rel,188,195,Gene/Protein	p105 / p50,200,210,Gene/Protein	"[{""token"": ""TNF - alpha"", ""start_span"": 0, ""end_span"": 11, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B"", ""start_span"": 85, ""end_span"": 97, ""type"": ""Gene/Protein""}, {""token"": ""p65"", ""start_span"": 144, ""end_span"": 147, ""type"": ""Gene/Protein""}, {""token"": ""c - rel"", ""start_span"": 152, ""end_span"": 159, ""type"": ""Gene/Protein""}, {""token"": ""mRNA"", ""start_span"": 169, ""end_span"": 173, ""type"": ""Gene/Protein""}, {""token"": ""c - rel"", ""start_span"": 188, ""end_span"": 195, ""type"": ""Gene/Protein""}, {""token"": ""p105 / p50"", ""start_span"": 200, ""end_span"": 210, ""type"": ""Gene/Protein""}]"	train
GM - kappa B defines a binding site for NF - kappa B, and GC - box defines a binding site for three ( A1, A2, B) constitutive proteins.	GM - kappa B,0,12,Gene/Protein	NF - kappa B,40,52,Gene/Protein	GC - box,58,66,Gene/Protein	A1,102,104,Gene/Protein	A2,106,108,Gene/Protein	B,110,111,Gene/Protein	constitutive proteins,113,134,Gene/Protein	"[{""token"": ""GM - kappa B"", ""start_span"": 0, ""end_span"": 12, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B"", ""start_span"": 40, ""end_span"": 52, ""type"": ""Gene/Protein""}, {""token"": ""GC - box"", ""start_span"": 58, ""end_span"": 66, ""type"": ""Gene/Protein""}, {""token"": ""A1"", ""start_span"": 102, ""end_span"": 104, ""type"": ""Gene/Protein""}, {""token"": ""A2"", ""start_span"": 106, ""end_span"": 108, ""type"": ""Gene/Protein""}, {""token"": ""B"", ""start_span"": 110, ""end_span"": 111, ""type"": ""Gene/Protein""}, {""token"": ""constitutive proteins"", ""start_span"": 113, ""end_span"": 134, ""type"": ""Gene/Protein""}]"	train
The NR2 hybrid allowed us to exclude three candidate genes for AGS: hepatic nuclear factor 3 beta ( HNF3 beta), paired box 1 ( PAX1), and cystatin C ( CST3) as shown by their localization outside of the deletion.	candidate genes,43,58,Gene/Protein	hepatic nuclear factor 3 beta,68,97,Gene/Protein	HNF3 beta,100,109,Gene/Protein	paired box 1,112,124,Gene/Protein	PAX1,127,131,Gene/Protein	cystatin C,138,148,Gene/Protein	CST3,151,155,Gene/Protein	"[{""token"": ""candidate genes"", ""start_span"": 43, ""end_span"": 58, ""type"": ""Gene/Protein""}, {""token"": ""hepatic nuclear factor 3 beta"", ""start_span"": 68, ""end_span"": 97, ""type"": ""Gene/Protein""}, {""token"": ""HNF3 beta"", ""start_span"": 100, ""end_span"": 109, ""type"": ""Gene/Protein""}, {""token"": ""paired box 1"", ""start_span"": 112, ""end_span"": 124, ""type"": ""Gene/Protein""}, {""token"": ""PAX1"", ""start_span"": 127, ""end_span"": 131, ""type"": ""Gene/Protein""}, {""token"": ""cystatin C"", ""start_span"": 138, ""end_span"": 148, ""type"": ""Gene/Protein""}, {""token"": ""CST3"", ""start_span"": 151, ""end_span"": 155, ""type"": ""Gene/Protein""}]"	train
The NS - Meg cells were positive for alpha - naphthyl acetate esterase and periodic acid - Schiff ( PAS) staining and for surface CD4, CD7, CD13, CD34, CD41a, and glycophorin A antigens.	alpha - naphthyl acetate esterase,37,70,Gene/Protein	CD4,130,133,Gene/Protein	CD7,135,138,Gene/Protein	CD13,140,144,Gene/Protein	CD34,146,150,Gene/Protein	CD41a,152,157,Gene/Protein	glycophorin A antigens,163,185,Gene/Protein	"[{""token"": ""alpha - naphthyl acetate esterase"", ""start_span"": 37, ""end_span"": 70, ""type"": ""Gene/Protein""}, {""token"": ""CD4"", ""start_span"": 130, ""end_span"": 133, ""type"": ""Gene/Protein""}, {""token"": ""CD7"", ""start_span"": 135, ""end_span"": 138, ""type"": ""Gene/Protein""}, {""token"": ""CD13"", ""start_span"": 140, ""end_span"": 144, ""type"": ""Gene/Protein""}, {""token"": ""CD34"", ""start_span"": 146, ""end_span"": 150, ""type"": ""Gene/Protein""}, {""token"": ""CD41a"", ""start_span"": 152, ""end_span"": 157, ""type"": ""Gene/Protein""}, {""token"": ""glycophorin A antigens"", ""start_span"": 163, ""end_span"": 185, ""type"": ""Gene/Protein""}]"	train
In this paper, we report that cross - linking of CD28 ( but not CD2, CD5, LFA - 1, or CD7) leads to an elevation of c - jun mRNA, with only minimal activation of c - fos expression.	CD28,49,53,Gene/Protein	CD2,64,67,Gene/Protein	CD5,69,72,Gene/Protein	LFA - 1,74,81,Gene/Protein	CD7,86,89,Gene/Protein	c - jun mRNA,116,128,Gene/Protein	c - fos,162,169,Gene/Protein	"[{""token"": ""CD28"", ""start_span"": 49, ""end_span"": 53, ""type"": ""Gene/Protein""}, {""token"": ""CD2"", ""start_span"": 64, ""end_span"": 67, ""type"": ""Gene/Protein""}, {""token"": ""CD5"", ""start_span"": 69, ""end_span"": 72, ""type"": ""Gene/Protein""}, {""token"": ""LFA - 1"", ""start_span"": 74, ""end_span"": 81, ""type"": ""Gene/Protein""}, {""token"": ""CD7"", ""start_span"": 86, ""end_span"": 89, ""type"": ""Gene/Protein""}, {""token"": ""c - jun mRNA"", ""start_span"": 116, ""end_span"": 128, ""type"": ""Gene/Protein""}, {""token"": ""c - fos"", ""start_span"": 162, ""end_span"": 169, ""type"": ""Gene/Protein""}]"	train
Constitutive NF - kappa B was not maintained by autocrine action of cytokines TNF, interleukin 6, interleukin 10, granulocyte - macrophage colony - stimulating factor or macrophage colony - stimulating factor, since neutralizing antibodies did not reduce constitutive DNA - binding activity.	NF - kappa B,13,25,Gene/Protein	cytokines,68,77,Gene/Protein	TNF,78,81,Gene/Protein	interleukin 6,83,96,Gene/Protein	interleukin,98,109,Gene/Protein	granulocyte - macrophage colony - stimulating factor,114,166,Gene/Protein	macrophage colony - stimulating factor,170,208,Gene/Protein	"[{""token"": ""NF - kappa B"", ""start_span"": 13, ""end_span"": 25, ""type"": ""Gene/Protein""}, {""token"": ""cytokines"", ""start_span"": 68, ""end_span"": 77, ""type"": ""Gene/Protein""}, {""token"": ""TNF"", ""start_span"": 78, ""end_span"": 81, ""type"": ""Gene/Protein""}, {""token"": ""interleukin 6"", ""start_span"": 83, ""end_span"": 96, ""type"": ""Gene/Protein""}, {""token"": ""interleukin"", ""start_span"": 98, ""end_span"": 109, ""type"": ""Gene/Protein""}, {""token"": ""granulocyte - macrophage colony - stimulating factor"", ""start_span"": 114, ""end_span"": 166, ""type"": ""Gene/Protein""}, {""token"": ""macrophage colony - stimulating factor"", ""start_span"": 170, ""end_span"": 208, ""type"": ""Gene/Protein""}]"	train
Removal of the carboxy terminus enables ERP to interact with a variety of ets - binding sites including the E74 site, the IgH enhancer pi site, and the lck promoter ets site, suggesting a carboxy - terminal negative regulatory domain.	carboxy terminus,15,31,Gene/Protein	ERP,40,43,Gene/Protein	ets - binding sites,74,93,Gene/Protein	E74 site,108,116,Gene/Protein	IgH enhancer pi site,122,142,Gene/Protein	lck promoter ets site,152,173,Gene/Protein	carboxy - terminal negative regulatory domain,188,233,Gene/Protein	"[{""token"": ""carboxy terminus"", ""start_span"": 15, ""end_span"": 31, ""type"": ""Gene/Protein""}, {""token"": ""ERP"", ""start_span"": 40, ""end_span"": 43, ""type"": ""Gene/Protein""}, {""token"": ""ets - binding sites"", ""start_span"": 74, ""end_span"": 93, ""type"": ""Gene/Protein""}, {""token"": ""E74 site"", ""start_span"": 108, ""end_span"": 116, ""type"": ""Gene/Protein""}, {""token"": ""IgH enhancer pi site"", ""start_span"": 122, ""end_span"": 142, ""type"": ""Gene/Protein""}, {""token"": ""lck promoter ets site"", ""start_span"": 152, ""end_span"": 173, ""type"": ""Gene/Protein""}, {""token"": ""carboxy - terminal negative regulatory domain"", ""start_span"": 188, ""end_span"": 233, ""type"": ""Gene/Protein""}]"	train
We focused our studies on the role of Pit - 1 and of PR as potential transcriptional regulators, since the POU domain protein Pit - 1 is essential in the control of pituitary PRL expression, and progesterone induces decidual transformation of the endometrial stroma, a differentiation process during which the decidual PRL gene is activated.	Pit - 1,38,45,Gene/Protein	PR,53,55,Gene/Protein	transcriptional regulators,69,95,Gene/Protein	POU domain protein,107,125,Gene/Protein	Pit - 1,126,133,Gene/Protein	PRL,175,178,Gene/Protein	PRL gene,319,327,Gene/Protein	"[{""token"": ""Pit - 1"", ""start_span"": 38, ""end_span"": 45, ""type"": ""Gene/Protein""}, {""token"": ""PR"", ""start_span"": 53, ""end_span"": 55, ""type"": ""Gene/Protein""}, {""token"": ""transcriptional regulators"", ""start_span"": 69, ""end_span"": 95, ""type"": ""Gene/Protein""}, {""token"": ""POU domain protein"", ""start_span"": 107, ""end_span"": 125, ""type"": ""Gene/Protein""}, {""token"": ""Pit - 1"", ""start_span"": 126, ""end_span"": 133, ""type"": ""Gene/Protein""}, {""token"": ""PRL"", ""start_span"": 175, ""end_span"": 178, ""type"": ""Gene/Protein""}, {""token"": ""PRL gene"", ""start_span"": 319, ""end_span"": 327, ""type"": ""Gene/Protein""}]"	train
NF - kappa B ( P65 or P65 / P50 heterodimer) bound to the P sequence in electrophoretic mobility shift assays ( EMSA) and activated transcription through the P sequence when expression plasmids were cotransfected with P sequence - driven reporter plasmids in Jurkat T cells.	NF - kappa B,0,12,Gene/Protein	P65,15,18,Gene/Protein	P65 / P50 heterodimer,22,43,Gene/Protein	P sequence,58,68,Gene/Protein	P sequence,158,168,Gene/Protein	expression plasmids,174,193,Gene/Protein	P sequence - driven reporter plasmids,218,255,Gene/Protein	"[{""token"": ""NF - kappa B"", ""start_span"": 0, ""end_span"": 12, ""type"": ""Gene/Protein""}, {""token"": ""P65"", ""start_span"": 15, ""end_span"": 18, ""type"": ""Gene/Protein""}, {""token"": ""P65 / P50 heterodimer"", ""start_span"": 22, ""end_span"": 43, ""type"": ""Gene/Protein""}, {""token"": ""P sequence"", ""start_span"": 58, ""end_span"": 68, ""type"": ""Gene/Protein""}, {""token"": ""P sequence"", ""start_span"": 158, ""end_span"": 168, ""type"": ""Gene/Protein""}, {""token"": ""expression plasmids"", ""start_span"": 174, ""end_span"": 193, ""type"": ""Gene/Protein""}, {""token"": ""P sequence - driven reporter plasmids"", ""start_span"": 218, ""end_span"": 255, ""type"": ""Gene/Protein""}]"	train
Wild - type and chimeric HLF proteins also bound closely related sites identified previously for bZIP proteins of both the proline - and acidic amino acid - rich ( PAR) and C / EBP subfamilies; however, E2A - HLF proteins were significantly less tolerant of certain deviations from the HLF consensus binding site.	chimeric HLF proteins,16,37,Gene/Protein	bZIP proteins,97,110,Gene/Protein	proline,123,130,Gene/Protein	PAR,164,167,Gene/Protein	C / EBP subfamilies,173,192,Gene/Protein	E2A - HLF,203,212,Gene/Protein	HLF consensus binding site,286,312,Gene/Protein	"[{""token"": ""chimeric HLF proteins"", ""start_span"": 16, ""end_span"": 37, ""type"": ""Gene/Protein""}, {""token"": ""bZIP proteins"", ""start_span"": 97, ""end_span"": 110, ""type"": ""Gene/Protein""}, {""token"": ""proline"", ""start_span"": 123, ""end_span"": 130, ""type"": ""Gene/Protein""}, {""token"": ""PAR"", ""start_span"": 164, ""end_span"": 167, ""type"": ""Gene/Protein""}, {""token"": ""C / EBP subfamilies"", ""start_span"": 173, ""end_span"": 192, ""type"": ""Gene/Protein""}, {""token"": ""E2A - HLF"", ""start_span"": 203, ""end_span"": 212, ""type"": ""Gene/Protein""}, {""token"": ""HLF consensus binding site"", ""start_span"": 286, ""end_span"": 312, ""type"": ""Gene/Protein""}]"	train
Although no qualitative difference was observed between specific granules and gelatinase granules with respect to cytochrome b558 and Mac - 1, stimulation of the neutrophil with FMLP resulted in a selective mobilization of the least dense peroxidase - negative granules, ie, gelatinase granules, which, in concert with secretory vesicles, furnish the plasma membrane with Mac - 1 and cytochrome b558.	gelatinase,78,88,Gene/Protein	cytochrome b558,114,129,Gene/Protein	Mac - 1,134,141,Gene/Protein	FMLP,178,182,Gene/Protein	gelatinase,275,285,Gene/Protein	Mac - 1,372,379,Gene/Protein	cytochrome b558,384,399,Gene/Protein	"[{""token"": ""gelatinase"", ""start_span"": 78, ""end_span"": 88, ""type"": ""Gene/Protein""}, {""token"": ""cytochrome b558"", ""start_span"": 114, ""end_span"": 129, ""type"": ""Gene/Protein""}, {""token"": ""Mac - 1"", ""start_span"": 134, ""end_span"": 141, ""type"": ""Gene/Protein""}, {""token"": ""FMLP"", ""start_span"": 178, ""end_span"": 182, ""type"": ""Gene/Protein""}, {""token"": ""gelatinase"", ""start_span"": 275, ""end_span"": 285, ""type"": ""Gene/Protein""}, {""token"": ""Mac - 1"", ""start_span"": 372, ""end_span"": 379, ""type"": ""Gene/Protein""}, {""token"": ""cytochrome b558"", ""start_span"": 384, ""end_span"": 399, ""type"": ""Gene/Protein""}]"	train
We demonstrate that the staphylococcal superantigens toxic shock syndrome toxin - 1 ( TSST - 1) and staphylococcal enterotoxin A ( SEA) activate HIV - 1 - LTR - driven transcription of chloramphenicol acetyl transferase in the human monocytic cell line THP - 1.	staphylococcal superantigens,24,52,Gene/Protein	toxic shock syndrome toxin - 1,53,83,Gene/Protein	TSST - 1,86,94,Gene/Protein	staphylococcal enterotoxin A,100,128,Gene/Protein	SEA,131,134,Gene/Protein	HIV - 1 - LTR,145,158,Gene/Protein	chloramphenicol acetyl transferase,185,219,Gene/Protein	"[{""token"": ""staphylococcal superantigens"", ""start_span"": 24, ""end_span"": 52, ""type"": ""Gene/Protein""}, {""token"": ""toxic shock syndrome toxin - 1"", ""start_span"": 53, ""end_span"": 83, ""type"": ""Gene/Protein""}, {""token"": ""TSST - 1"", ""start_span"": 86, ""end_span"": 94, ""type"": ""Gene/Protein""}, {""token"": ""staphylococcal enterotoxin A"", ""start_span"": 100, ""end_span"": 128, ""type"": ""Gene/Protein""}, {""token"": ""SEA"", ""start_span"": 131, ""end_span"": 134, ""type"": ""Gene/Protein""}, {""token"": ""HIV - 1 - LTR"", ""start_span"": 145, ""end_span"": 158, ""type"": ""Gene/Protein""}, {""token"": ""chloramphenicol acetyl transferase"", ""start_span"": 185, ""end_span"": 219, ""type"": ""Gene/Protein""}]"	train
In contrast, FK506 or EGTA ( Ca2 + chelator) similarly affected the formation of kappa B - like site binding complexes, which were not recognized by any antibodies against the human Rel family proteins ( c - Rel, p65, p50, and p49).	kappa B - like site binding complexes,81,118,Gene/Protein	antibodies,153,163,Gene/Protein	human Rel family proteins,176,201,Gene/Protein	c - Rel,204,211,Gene/Protein	p65,213,216,Gene/Protein	p50,218,221,Gene/Protein	p49,227,230,Gene/Protein	"[{""token"": ""kappa B - like site binding complexes"", ""start_span"": 81, ""end_span"": 118, ""type"": ""Gene/Protein""}, {""token"": ""antibodies"", ""start_span"": 153, ""end_span"": 163, ""type"": ""Gene/Protein""}, {""token"": ""human Rel family proteins"", ""start_span"": 176, ""end_span"": 201, ""type"": ""Gene/Protein""}, {""token"": ""c - Rel"", ""start_span"": 204, ""end_span"": 211, ""type"": ""Gene/Protein""}, {""token"": ""p65"", ""start_span"": 213, ""end_span"": 216, ""type"": ""Gene/Protein""}, {""token"": ""p50"", ""start_span"": 218, ""end_span"": 221, ""type"": ""Gene/Protein""}, {""token"": ""p49"", ""start_span"": 227, ""end_span"": 230, ""type"": ""Gene/Protein""}]"	train
