Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	entity_10	entity_11	json	split
Induction of endothelial adhesion molecules by the cytokine tumor necrosis factor - alpha ( TNF) can occur independently of protein kinase C and activation of a protein tyrosine kinase ( PTK) has recently been implicated in the upregulation of vascular cell adhesion molecule 1 ( VCAM - 1) by interleukin - 4 ( IL - 4) on endothelial cells.	endothelial adhesion molecules,13,43,Gene/Protein	cytokine,51,59,Gene/Protein	tumor necrosis factor - alpha,60,89,Gene/Protein	TNF,92,95,Gene/Protein	protein kinase C,124,140,Gene/Protein	protein tyrosine kinase,161,184,Gene/Protein	PTK,187,190,Gene/Protein	vascular cell adhesion molecule 1,244,277,Gene/Protein	VCAM - 1,280,288,Gene/Protein	interleukin - 4,293,308,Gene/Protein	IL - 4,311,317,Gene/Protein	"[{""token"": ""endothelial adhesion molecules"", ""start_span"": 13, ""end_span"": 43, ""type"": ""Gene/Protein""}, {""token"": ""cytokine"", ""start_span"": 51, ""end_span"": 59, ""type"": ""Gene/Protein""}, {""token"": ""tumor necrosis factor - alpha"", ""start_span"": 60, ""end_span"": 89, ""type"": ""Gene/Protein""}, {""token"": ""TNF"", ""start_span"": 92, ""end_span"": 95, ""type"": ""Gene/Protein""}, {""token"": ""protein kinase C"", ""start_span"": 124, ""end_span"": 140, ""type"": ""Gene/Protein""}, {""token"": ""protein tyrosine kinase"", ""start_span"": 161, ""end_span"": 184, ""type"": ""Gene/Protein""}, {""token"": ""PTK"", ""start_span"": 187, ""end_span"": 190, ""type"": ""Gene/Protein""}, {""token"": ""vascular cell adhesion molecule 1"", ""start_span"": 244, ""end_span"": 277, ""type"": ""Gene/Protein""}, {""token"": ""VCAM - 1"", ""start_span"": 280, ""end_span"": 288, ""type"": ""Gene/Protein""}, {""token"": ""interleukin - 4"", ""start_span"": 293, ""end_span"": 308, ""type"": ""Gene/Protein""}, {""token"": ""IL - 4"", ""start_span"": 311, ""end_span"": 317, ""type"": ""Gene/Protein""}]"	valid
These include the Ikaros, LKLF, and GATA3 zinc - finger proteins; the Ets, CREB / ATF, and NF - kappa B / Rel / NFAT transcription factors; the Stat proteins; and HMG box transcription factors such as LEF1, TCF1, and Sox4.	Ikaros,18,24,Gene/Protein	LKLF,26,30,Gene/Protein	GATA3 zinc - finger proteins,36,64,Gene/Protein	Ets,70,73,Gene/Protein	CREB / ATF,75,85,Gene/Protein	NF - kappa B / Rel / NFAT transcription factors,91,138,Gene/Protein	Stat proteins,144,157,Gene/Protein	HMG box transcription factors,163,192,Gene/Protein	LEF1,201,205,Gene/Protein	TCF1,207,211,Gene/Protein	Sox4,217,221,Gene/Protein	"[{""token"": ""Ikaros"", ""start_span"": 18, ""end_span"": 24, ""type"": ""Gene/Protein""}, {""token"": ""LKLF"", ""start_span"": 26, ""end_span"": 30, ""type"": ""Gene/Protein""}, {""token"": ""GATA3 zinc - finger proteins"", ""start_span"": 36, ""end_span"": 64, ""type"": ""Gene/Protein""}, {""token"": ""Ets"", ""start_span"": 70, ""end_span"": 73, ""type"": ""Gene/Protein""}, {""token"": ""CREB / ATF"", ""start_span"": 75, ""end_span"": 85, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B / Rel / NFAT transcription factors"", ""start_span"": 91, ""end_span"": 138, ""type"": ""Gene/Protein""}, {""token"": ""Stat proteins"", ""start_span"": 144, ""end_span"": 157, ""type"": ""Gene/Protein""}, {""token"": ""HMG box transcription factors"", ""start_span"": 163, ""end_span"": 192, ""type"": ""Gene/Protein""}, {""token"": ""LEF1"", ""start_span"": 201, ""end_span"": 205, ""type"": ""Gene/Protein""}, {""token"": ""TCF1"", ""start_span"": 207, ""end_span"": 211, ""type"": ""Gene/Protein""}, {""token"": ""Sox4"", ""start_span"": 217, ""end_span"": 221, ""type"": ""Gene/Protein""}]"	valid
We previously identified a Fas ligand regulatory element ( FLRE) in the Fas ligand ( fasL) promoter that binds Egr family proteins and demonstrated that Egr - 3 ( PILOT) but not Egr - 1 ( NGFI - A, Krox - 24, Tis - 8, and Zif - 268) induces transcription of fasL.	Fas ligand regulatory element,27,56,Gene/Protein	FLRE,59,63,Gene/Protein	Egr family proteins,111,130,Gene/Protein	Egr - 3,153,160,Gene/Protein	PILOT,163,168,Gene/Protein	Egr - 1,178,185,Gene/Protein	NGFI - A,188,196,Gene/Protein	Krox - 24,198,207,Gene/Protein	Tis - 8,209,216,Gene/Protein	Zif - 268,222,231,Gene/Protein	fasL,258,262,Gene/Protein	"[{""token"": ""Fas ligand regulatory element"", ""start_span"": 27, ""end_span"": 56, ""type"": ""Gene/Protein""}, {""token"": ""FLRE"", ""start_span"": 59, ""end_span"": 63, ""type"": ""Gene/Protein""}, {""token"": ""Egr family proteins"", ""start_span"": 111, ""end_span"": 130, ""type"": ""Gene/Protein""}, {""token"": ""Egr - 3"", ""start_span"": 153, ""end_span"": 160, ""type"": ""Gene/Protein""}, {""token"": ""PILOT"", ""start_span"": 163, ""end_span"": 168, ""type"": ""Gene/Protein""}, {""token"": ""Egr - 1"", ""start_span"": 178, ""end_span"": 185, ""type"": ""Gene/Protein""}, {""token"": ""NGFI - A"", ""start_span"": 188, ""end_span"": 196, ""type"": ""Gene/Protein""}, {""token"": ""Krox - 24"", ""start_span"": 198, ""end_span"": 207, ""type"": ""Gene/Protein""}, {""token"": ""Tis - 8"", ""start_span"": 209, ""end_span"": 216, ""type"": ""Gene/Protein""}, {""token"": ""Zif - 268"", ""start_span"": 222, ""end_span"": 231, ""type"": ""Gene/Protein""}, {""token"": ""fasL"", ""start_span"": 258, ""end_span"": 262, ""type"": ""Gene/Protein""}]"	valid
A role for changes in immunophilins, causing glucocorticoid resistance in neotropical primates, is supported by the following: the changes in FKBP51 and FKBP52 were observed in cells from other neotropical primates with glucocorticoid resistance; the elevated level of FKBP51 was reflected in an abundance of FKBP51 in heat shock protein 90 complexes in SML; when cytosols of SML and L929 cells were mixed, the decrease in GR binding was associated with incorporation of FKBP51 into GR heterocomplexes; the effect of SML cytosol on GR binding was reproduced with cytosol from COS cells expressing squirrel monkey FKBP51; and both the effect of SML cytosol on GR binding and the incorporation of FKBP51 into GR heterocomplexes were blocked by FK506.	immunophilins,22,35,Gene/Protein	FKBP51,142,148,Gene/Protein	FKBP52,153,159,Gene/Protein	FKBP51,269,275,Gene/Protein	FKBP51,309,315,Gene/Protein	heat shock protein 90 complexes,319,350,Gene/Protein	FKBP51,471,477,Gene/Protein	GR heterocomplexes,483,501,Gene/Protein	FKBP51,613,619,Gene/Protein	FKBP51,695,701,Gene/Protein	GR heterocomplexes,707,725,Gene/Protein	"[{""token"": ""immunophilins"", ""start_span"": 22, ""end_span"": 35, ""type"": ""Gene/Protein""}, {""token"": ""FKBP51"", ""start_span"": 142, ""end_span"": 148, ""type"": ""Gene/Protein""}, {""token"": ""FKBP52"", ""start_span"": 153, ""end_span"": 159, ""type"": ""Gene/Protein""}, {""token"": ""FKBP51"", ""start_span"": 269, ""end_span"": 275, ""type"": ""Gene/Protein""}, {""token"": ""FKBP51"", ""start_span"": 309, ""end_span"": 315, ""type"": ""Gene/Protein""}, {""token"": ""heat shock protein 90 complexes"", ""start_span"": 319, ""end_span"": 350, ""type"": ""Gene/Protein""}, {""token"": ""FKBP51"", ""start_span"": 471, ""end_span"": 477, ""type"": ""Gene/Protein""}, {""token"": ""GR heterocomplexes"", ""start_span"": 483, ""end_span"": 501, ""type"": ""Gene/Protein""}, {""token"": ""FKBP51"", ""start_span"": 613, ""end_span"": 619, ""type"": ""Gene/Protein""}, {""token"": ""FKBP51"", ""start_span"": 695, ""end_span"": 701, ""type"": ""Gene/Protein""}, {""token"": ""GR heterocomplexes"", ""start_span"": 707, ""end_span"": 725, ""type"": ""Gene/Protein""}]"	valid
Using anti - C / EBPbeta ( NF - IL6), anti - C / EBPdelta ( NF - IL6beta), anti - NF - ATc, anti - NF - ATp, anti - Fos, and anti - Jun Abs we demonstrate that the previously identified PRE - I binding factor POS - 1 is composed of different transcription factors in different Th cell subsets.	anti - C / EBPbeta,6,24,Gene/Protein	NF - IL6,27,35,Gene/Protein	anti - C / EBPdelta,38,57,Gene/Protein	NF - IL6beta,60,72,Gene/Protein	anti - NF - ATc,75,90,Gene/Protein	anti - NF - ATp,92,107,Gene/Protein	anti - Fos,109,119,Gene/Protein	anti - Jun Abs,125,139,Gene/Protein	PRE - I binding factor,186,208,Gene/Protein	POS - 1,209,216,Gene/Protein	transcription factors,242,263,Gene/Protein	"[{""token"": ""anti - C / EBPbeta"", ""start_span"": 6, ""end_span"": 24, ""type"": ""Gene/Protein""}, {""token"": ""NF - IL6"", ""start_span"": 27, ""end_span"": 35, ""type"": ""Gene/Protein""}, {""token"": ""anti - C / EBPdelta"", ""start_span"": 38, ""end_span"": 57, ""type"": ""Gene/Protein""}, {""token"": ""NF - IL6beta"", ""start_span"": 60, ""end_span"": 72, ""type"": ""Gene/Protein""}, {""token"": ""anti - NF - ATc"", ""start_span"": 75, ""end_span"": 90, ""type"": ""Gene/Protein""}, {""token"": ""anti - NF - ATp"", ""start_span"": 92, ""end_span"": 107, ""type"": ""Gene/Protein""}, {""token"": ""anti - Fos"", ""start_span"": 109, ""end_span"": 119, ""type"": ""Gene/Protein""}, {""token"": ""anti - Jun Abs"", ""start_span"": 125, ""end_span"": 139, ""type"": ""Gene/Protein""}, {""token"": ""PRE - I binding factor"", ""start_span"": 186, ""end_span"": 208, ""type"": ""Gene/Protein""}, {""token"": ""POS - 1"", ""start_span"": 209, ""end_span"": 216, ""type"": ""Gene/Protein""}, {""token"": ""transcription factors"", ""start_span"": 242, ""end_span"": 263, ""type"": ""Gene/Protein""}]"	valid
These studies have been extended to show that ( i) a mutant EBV strain lacking the gene encoding EBNA 2 fails to switch from Wp to Cp usage in primary B lymphocytes, although the virus contains a functional Cp; ( ii) a region from - 429 to - 245 base pairs upstream of Cp is essential for Cp activity in B lymphocytes, but only in the context of upstream and downstream sequences; ( iii) this region contains an EBNA 2 - dependent enhancer; and ( iv) DNase I protection employing nuclear extracts from B and T lymphocytes revealed a B - cell - specific footprint in the region of the EBNA 2 - dependent enhancer.	EBNA 2,97,103,Gene/Protein	Cp,131,133,Gene/Protein	Cp,207,209,Gene/Protein	- 429 to - 245 base pairs,231,256,Gene/Protein	Cp,269,271,Gene/Protein	Cp,289,291,Gene/Protein	upstream and downstream sequences,346,379,Gene/Protein	EBNA 2 - dependent enhancer,412,439,Gene/Protein	DNase I,451,458,Gene/Protein	B - cell - specific footprint,533,562,Gene/Protein	EBNA 2 - dependent enhancer,584,611,Gene/Protein	"[{""token"": ""EBNA 2"", ""start_span"": 97, ""end_span"": 103, ""type"": ""Gene/Protein""}, {""token"": ""Cp"", ""start_span"": 131, ""end_span"": 133, ""type"": ""Gene/Protein""}, {""token"": ""Cp"", ""start_span"": 207, ""end_span"": 209, ""type"": ""Gene/Protein""}, {""token"": ""- 429 to - 245 base pairs"", ""start_span"": 231, ""end_span"": 256, ""type"": ""Gene/Protein""}, {""token"": ""Cp"", ""start_span"": 269, ""end_span"": 271, ""type"": ""Gene/Protein""}, {""token"": ""Cp"", ""start_span"": 289, ""end_span"": 291, ""type"": ""Gene/Protein""}, {""token"": ""upstream and downstream sequences"", ""start_span"": 346, ""end_span"": 379, ""type"": ""Gene/Protein""}, {""token"": ""EBNA 2 - dependent enhancer"", ""start_span"": 412, ""end_span"": 439, ""type"": ""Gene/Protein""}, {""token"": ""DNase I"", ""start_span"": 451, ""end_span"": 458, ""type"": ""Gene/Protein""}, {""token"": ""B - cell - specific footprint"", ""start_span"": 533, ""end_span"": 562, ""type"": ""Gene/Protein""}, {""token"": ""EBNA 2 - dependent enhancer"", ""start_span"": 584, ""end_span"": 611, ""type"": ""Gene/Protein""}]"	valid
The current study aimed to investigate the immunohistochemical expression of matrix metalloproteinase 3 ( MMP - 3, stromelysin - 1) in correlation with the expression of Basement Membrane ( BM) antigen ( type IV collagen, laminin), fibronectin, cathepsin D, p53, c - erbB - 2, proliferative activity ( Ki - 67, PCNA), steroid receptor content as well as to the other conventional clinicopathological parameters in breast cancer.	matrix metalloproteinase 3,77,103,Gene/Protein	MMP - 3,106,113,Gene/Protein	stromelysin - 1,115,130,Gene/Protein	type IV collagen,204,220,Gene/Protein	laminin,222,229,Gene/Protein	fibronectin,232,243,Gene/Protein	cathepsin D,245,256,Gene/Protein	p53,258,261,Gene/Protein	c - erbB - 2,263,275,Gene/Protein	Ki - 67,302,309,Gene/Protein	PCNA,311,315,Gene/Protein	"[{""token"": ""matrix metalloproteinase 3"", ""start_span"": 77, ""end_span"": 103, ""type"": ""Gene/Protein""}, {""token"": ""MMP - 3"", ""start_span"": 106, ""end_span"": 113, ""type"": ""Gene/Protein""}, {""token"": ""stromelysin - 1"", ""start_span"": 115, ""end_span"": 130, ""type"": ""Gene/Protein""}, {""token"": ""type IV collagen"", ""start_span"": 204, ""end_span"": 220, ""type"": ""Gene/Protein""}, {""token"": ""laminin"", ""start_span"": 222, ""end_span"": 229, ""type"": ""Gene/Protein""}, {""token"": ""fibronectin"", ""start_span"": 232, ""end_span"": 243, ""type"": ""Gene/Protein""}, {""token"": ""cathepsin D"", ""start_span"": 245, ""end_span"": 256, ""type"": ""Gene/Protein""}, {""token"": ""p53"", ""start_span"": 258, ""end_span"": 261, ""type"": ""Gene/Protein""}, {""token"": ""c - erbB - 2"", ""start_span"": 263, ""end_span"": 275, ""type"": ""Gene/Protein""}, {""token"": ""Ki - 67"", ""start_span"": 302, ""end_span"": 309, ""type"": ""Gene/Protein""}, {""token"": ""PCNA"", ""start_span"": 311, ""end_span"": 315, ""type"": ""Gene/Protein""}]"	test
The kinase activation was found to result from Tax - induced expression of genes for cell cycle regulatory molecules including cyclin D2, cyclin E, E2F1, CDK2, CDK4 and CDK6, and Tax - induced reduction of CDK inhibitors p19 ( INK4d) and p27 ( Kip1).	Tax,47,50,Gene/Protein	cell cycle regulatory molecules,85,116,Gene/Protein	cyclin D2,127,136,Gene/Protein	cyclin E,138,146,Gene/Protein	E2F1,148,152,Gene/Protein	CDK2,154,158,Gene/Protein	CDK4,160,164,Gene/Protein	CDK6,169,173,Gene/Protein	Tax,179,182,Gene/Protein	CDK inhibitors p19,206,224,Gene/Protein	INK4d,227,232,Gene/Protein	"[{""token"": ""Tax"", ""start_span"": 47, ""end_span"": 50, ""type"": ""Gene/Protein""}, {""token"": ""cell cycle regulatory molecules"", ""start_span"": 85, ""end_span"": 116, ""type"": ""Gene/Protein""}, {""token"": ""cyclin D2"", ""start_span"": 127, ""end_span"": 136, ""type"": ""Gene/Protein""}, {""token"": ""cyclin E"", ""start_span"": 138, ""end_span"": 146, ""type"": ""Gene/Protein""}, {""token"": ""E2F1"", ""start_span"": 148, ""end_span"": 152, ""type"": ""Gene/Protein""}, {""token"": ""CDK2"", ""start_span"": 154, ""end_span"": 158, ""type"": ""Gene/Protein""}, {""token"": ""CDK4"", ""start_span"": 160, ""end_span"": 164, ""type"": ""Gene/Protein""}, {""token"": ""CDK6"", ""start_span"": 169, ""end_span"": 173, ""type"": ""Gene/Protein""}, {""token"": ""Tax"", ""start_span"": 179, ""end_span"": 182, ""type"": ""Gene/Protein""}, {""token"": ""CDK inhibitors p19"", ""start_span"": 206, ""end_span"": 224, ""type"": ""Gene/Protein""}, {""token"": ""INK4d"", ""start_span"": 227, ""end_span"": 232, ""type"": ""Gene/Protein""}]"	test
However, supershift analyses using the c - fos promoter sis - inducible element probe showed that IL - 12 activated STAT4, STAT1 alpha, and STAT3, and induced complexes containing STAT4 only, STAT4 with STAT1 alpha, STAT3 with STAT1 alpha, or STAT1 alpha only in preactivated primary NK cells.	c - fos promoter sis - inducible element probe,39,85,Gene/Protein	IL - 12,98,105,Gene/Protein	STAT4,116,121,Gene/Protein	STAT1 alpha,123,134,Gene/Protein	STAT3,140,145,Gene/Protein	STAT4,180,185,Gene/Protein	STAT4,192,197,Gene/Protein	STAT1 alpha,203,214,Gene/Protein	STAT3,216,221,Gene/Protein	STAT1 alpha,227,238,Gene/Protein	STAT1 alpha,243,254,Gene/Protein	"[{""token"": ""c - fos promoter sis - inducible element probe"", ""start_span"": 39, ""end_span"": 85, ""type"": ""Gene/Protein""}, {""token"": ""IL - 12"", ""start_span"": 98, ""end_span"": 105, ""type"": ""Gene/Protein""}, {""token"": ""STAT4"", ""start_span"": 116, ""end_span"": 121, ""type"": ""Gene/Protein""}, {""token"": ""STAT1 alpha"", ""start_span"": 123, ""end_span"": 134, ""type"": ""Gene/Protein""}, {""token"": ""STAT3"", ""start_span"": 140, ""end_span"": 145, ""type"": ""Gene/Protein""}, {""token"": ""STAT4"", ""start_span"": 180, ""end_span"": 185, ""type"": ""Gene/Protein""}, {""token"": ""STAT4"", ""start_span"": 192, ""end_span"": 197, ""type"": ""Gene/Protein""}, {""token"": ""STAT1 alpha"", ""start_span"": 203, ""end_span"": 214, ""type"": ""Gene/Protein""}, {""token"": ""STAT3"", ""start_span"": 216, ""end_span"": 221, ""type"": ""Gene/Protein""}, {""token"": ""STAT1 alpha"", ""start_span"": 227, ""end_span"": 238, ""type"": ""Gene/Protein""}, {""token"": ""STAT1 alpha"", ""start_span"": 243, ""end_span"": 254, ""type"": ""Gene/Protein""}]"	train
Specifically, 9 - cis - RA potently inhibited the growth of BFU - E response to erythropoietin ( Epo) ( 100%), stem cell factor ( SCF) + Epo ( 92%), IL - 3 + Epo ( 97%), IL - 4 + Epo ( 88%), and IL - 9 + Epo ( 100%).	erythropoietin,80,94,Gene/Protein	Epo,97,100,Gene/Protein	stem cell factor,111,127,Gene/Protein	SCF,130,133,Gene/Protein	Epo,137,140,Gene/Protein	IL - 3,149,155,Gene/Protein	Epo,158,161,Gene/Protein	IL - 4,170,176,Gene/Protein	Epo,179,182,Gene/Protein	IL - 9,195,201,Gene/Protein	Epo,204,207,Gene/Protein	"[{""token"": ""erythropoietin"", ""start_span"": 80, ""end_span"": 94, ""type"": ""Gene/Protein""}, {""token"": ""Epo"", ""start_span"": 97, ""end_span"": 100, ""type"": ""Gene/Protein""}, {""token"": ""stem cell factor"", ""start_span"": 111, ""end_span"": 127, ""type"": ""Gene/Protein""}, {""token"": ""SCF"", ""start_span"": 130, ""end_span"": 133, ""type"": ""Gene/Protein""}, {""token"": ""Epo"", ""start_span"": 137, ""end_span"": 140, ""type"": ""Gene/Protein""}, {""token"": ""IL - 3"", ""start_span"": 149, ""end_span"": 155, ""type"": ""Gene/Protein""}, {""token"": ""Epo"", ""start_span"": 158, ""end_span"": 161, ""type"": ""Gene/Protein""}, {""token"": ""IL - 4"", ""start_span"": 170, ""end_span"": 176, ""type"": ""Gene/Protein""}, {""token"": ""Epo"", ""start_span"": 179, ""end_span"": 182, ""type"": ""Gene/Protein""}, {""token"": ""IL - 9"", ""start_span"": 195, ""end_span"": 201, ""type"": ""Gene/Protein""}, {""token"": ""Epo"", ""start_span"": 204, ""end_span"": 207, ""type"": ""Gene/Protein""}]"	train
One group of mutants replicated very similarly to SIVmac239 in kinetics and yield in CEMxl74 cells ( 2x NFKappaB > or = SlVmac239 approximately deltaNFkappaB approximately deltaSpl234 approximately substNFkappaB approximately substSpl2 approximately substSp23), while a second group replicated with delayed or slightly delayed kinetics in CEMxl74 cells ( SIVmac239 > substSp34 > deltaNFkappaBdeltaSp approximately deltaNFkappaBdeltaSp > substSpl234).	NFKappaB,104,112,Gene/Protein	SlVmac239,120,129,Gene/Protein	deltaNFkappaB,144,157,Gene/Protein	deltaSpl234,172,183,Gene/Protein	substNFkappaB,198,211,Gene/Protein	substSpl2,226,235,Gene/Protein	substSp23,250,259,Gene/Protein	substSp34,367,376,Gene/Protein	deltaNFkappaBdeltaSp,379,399,Gene/Protein	deltaNFkappaBdeltaSp,414,434,Gene/Protein	substSpl234,437,448,Gene/Protein	"[{""token"": ""NFKappaB"", ""start_span"": 104, ""end_span"": 112, ""type"": ""Gene/Protein""}, {""token"": ""SlVmac239"", ""start_span"": 120, ""end_span"": 129, ""type"": ""Gene/Protein""}, {""token"": ""deltaNFkappaB"", ""start_span"": 144, ""end_span"": 157, ""type"": ""Gene/Protein""}, {""token"": ""deltaSpl234"", ""start_span"": 172, ""end_span"": 183, ""type"": ""Gene/Protein""}, {""token"": ""substNFkappaB"", ""start_span"": 198, ""end_span"": 211, ""type"": ""Gene/Protein""}, {""token"": ""substSpl2"", ""start_span"": 226, ""end_span"": 235, ""type"": ""Gene/Protein""}, {""token"": ""substSp23"", ""start_span"": 250, ""end_span"": 259, ""type"": ""Gene/Protein""}, {""token"": ""substSp34"", ""start_span"": 367, ""end_span"": 376, ""type"": ""Gene/Protein""}, {""token"": ""deltaNFkappaBdeltaSp"", ""start_span"": 379, ""end_span"": 399, ""type"": ""Gene/Protein""}, {""token"": ""deltaNFkappaBdeltaSp"", ""start_span"": 414, ""end_span"": 434, ""type"": ""Gene/Protein""}, {""token"": ""substSpl234"", ""start_span"": 437, ""end_span"": 448, ""type"": ""Gene/Protein""}]"	train
This study compared the effect of these stimuli on endogenous IkappaB kinase ( IKK) signalsome activation and IkappaB phosphorylation / proteolysis in human monocytic cells and investigated the role of the signalsome proteins IKK - alpha, IKK - beta, NF - kappaB - inducing kinase ( NIK), IKK - gamma ( NF - kappaB essential modulator), and IKK complex - associated protein.	IkappaB kinase,62,76,Gene/Protein	IKK,79,82,Gene/Protein	IkappaB,110,117,Gene/Protein	signalsome proteins,206,225,Gene/Protein	IKK - alpha,226,237,Gene/Protein	IKK - beta,239,249,Gene/Protein	NF - kappaB - inducing kinase,251,280,Gene/Protein	NIK,283,286,Gene/Protein	IKK - gamma,289,300,Gene/Protein	NF - kappaB,303,314,Gene/Protein	IKK complex - associated protein,341,373,Gene/Protein	"[{""token"": ""IkappaB kinase"", ""start_span"": 62, ""end_span"": 76, ""type"": ""Gene/Protein""}, {""token"": ""IKK"", ""start_span"": 79, ""end_span"": 82, ""type"": ""Gene/Protein""}, {""token"": ""IkappaB"", ""start_span"": 110, ""end_span"": 117, ""type"": ""Gene/Protein""}, {""token"": ""signalsome proteins"", ""start_span"": 206, ""end_span"": 225, ""type"": ""Gene/Protein""}, {""token"": ""IKK - alpha"", ""start_span"": 226, ""end_span"": 237, ""type"": ""Gene/Protein""}, {""token"": ""IKK - beta"", ""start_span"": 239, ""end_span"": 249, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappaB - inducing kinase"", ""start_span"": 251, ""end_span"": 280, ""type"": ""Gene/Protein""}, {""token"": ""NIK"", ""start_span"": 283, ""end_span"": 286, ""type"": ""Gene/Protein""}, {""token"": ""IKK - gamma"", ""start_span"": 289, ""end_span"": 300, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappaB"", ""start_span"": 303, ""end_span"": 314, ""type"": ""Gene/Protein""}, {""token"": ""IKK complex - associated protein"", ""start_span"": 341, ""end_span"": 373, ""type"": ""Gene/Protein""}]"	train
Interestingly, apoptosis induced by NF - kappa B suppression, in contrast to that induced by TPEN ( N, N, N ', N ' - tetrakis [ 2 - pyridylmethyl] ethylenediamine) or soluble Fas ligand ( CD95), was observed in the absence of active death effector proteases caspase - 1 - like ( IL - 1 converting enzyme), caspase - 3 - like ( CPP32 / Yama / apopain), and caspase - 6 - like and without cleavage of caspase - 3 substrates poly ( ADP - ribose) polymerase and DNA fragmentation factor - 45.	NF - kappa B,36,48,Gene/Protein	soluble Fas ligand,167,185,Gene/Protein	CD95,188,192,Gene/Protein	active death effector proteases,226,257,Gene/Protein	caspase - 1,258,269,Gene/Protein	IL - 1 converting enzyme,279,303,Gene/Protein	caspase - 3,306,317,Gene/Protein	CPP32 / Yama / apopain,327,349,Gene/Protein	caspase - 6,356,367,Gene/Protein	caspase - 3 substrates,399,421,Gene/Protein	DNA fragmentation factor - 45,458,487,Gene/Protein	"[{""token"": ""NF - kappa B"", ""start_span"": 36, ""end_span"": 48, ""type"": ""Gene/Protein""}, {""token"": ""soluble Fas ligand"", ""start_span"": 167, ""end_span"": 185, ""type"": ""Gene/Protein""}, {""token"": ""CD95"", ""start_span"": 188, ""end_span"": 192, ""type"": ""Gene/Protein""}, {""token"": ""active death effector proteases"", ""start_span"": 226, ""end_span"": 257, ""type"": ""Gene/Protein""}, {""token"": ""caspase - 1"", ""start_span"": 258, ""end_span"": 269, ""type"": ""Gene/Protein""}, {""token"": ""IL - 1 converting enzyme"", ""start_span"": 279, ""end_span"": 303, ""type"": ""Gene/Protein""}, {""token"": ""caspase - 3"", ""start_span"": 306, ""end_span"": 317, ""type"": ""Gene/Protein""}, {""token"": ""CPP32 / Yama / apopain"", ""start_span"": 327, ""end_span"": 349, ""type"": ""Gene/Protein""}, {""token"": ""caspase - 6"", ""start_span"": 356, ""end_span"": 367, ""type"": ""Gene/Protein""}, {""token"": ""caspase - 3 substrates"", ""start_span"": 399, ""end_span"": 421, ""type"": ""Gene/Protein""}, {""token"": ""DNA fragmentation factor - 45"", ""start_span"": 458, ""end_span"": 487, ""type"": ""Gene/Protein""}]"	train
Freshly isolated CD34 ( +) cells expressed CD34, c - kit, PU. 1, and GATA - 2 but did not express CD36, erythropoietin receptor ( EpoR), SCL / Tal1, EKLF, NF - E2, GATA - 1, or glyocophorin A ( GPA).	CD34,17,21,Gene/Protein	c - kit,49,56,Gene/Protein	GATA - 2,69,77,Gene/Protein	CD36,98,102,Gene/Protein	erythropoietin receptor,104,127,Gene/Protein	EpoR,130,134,Gene/Protein	SCL / Tal1,137,147,Gene/Protein	EKLF,149,153,Gene/Protein	GATA - 1,164,172,Gene/Protein	glyocophorin A,177,191,Gene/Protein	GPA,194,197,Gene/Protein	"[{""token"": ""CD34"", ""start_span"": 17, ""end_span"": 21, ""type"": ""Gene/Protein""}, {""token"": ""c - kit"", ""start_span"": 49, ""end_span"": 56, ""type"": ""Gene/Protein""}, {""token"": ""GATA - 2"", ""start_span"": 69, ""end_span"": 77, ""type"": ""Gene/Protein""}, {""token"": ""CD36"", ""start_span"": 98, ""end_span"": 102, ""type"": ""Gene/Protein""}, {""token"": ""erythropoietin receptor"", ""start_span"": 104, ""end_span"": 127, ""type"": ""Gene/Protein""}, {""token"": ""EpoR"", ""start_span"": 130, ""end_span"": 134, ""type"": ""Gene/Protein""}, {""token"": ""SCL / Tal1"", ""start_span"": 137, ""end_span"": 147, ""type"": ""Gene/Protein""}, {""token"": ""EKLF"", ""start_span"": 149, ""end_span"": 153, ""type"": ""Gene/Protein""}, {""token"": ""GATA - 1"", ""start_span"": 164, ""end_span"": 172, ""type"": ""Gene/Protein""}, {""token"": ""glyocophorin A"", ""start_span"": 177, ""end_span"": 191, ""type"": ""Gene/Protein""}, {""token"": ""GPA"", ""start_span"": 194, ""end_span"": 197, ""type"": ""Gene/Protein""}]"	train
