Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	json	split
The transcription factor nuclear factor - kappa B ( NF - kappa B) is critical for the inducible expression of multiple cellular and viral genes involved in inflammation and infection including interleukin - 1 ( IL - 1), IL - 6, and adhesion molecules.	transcription factor,4,24,Gene/Protein	nuclear factor - kappa B,25,49,Gene/Protein	NF - kappa B,52,64,Gene/Protein	cellular and viral genes,119,143,Gene/Protein	interleukin - 1,193,208,Gene/Protein	IL - 1,211,217,Gene/Protein	IL - 6,220,226,Gene/Protein	adhesion molecules,232,250,Gene/Protein	"[{""token"": ""transcription factor"", ""start_span"": 4, ""end_span"": 24, ""type"": ""Gene/Protein""}, {""token"": ""nuclear factor - kappa B"", ""start_span"": 25, ""end_span"": 49, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B"", ""start_span"": 52, ""end_span"": 64, ""type"": ""Gene/Protein""}, {""token"": ""cellular and viral genes"", ""start_span"": 119, ""end_span"": 143, ""type"": ""Gene/Protein""}, {""token"": ""interleukin - 1"", ""start_span"": 193, ""end_span"": 208, ""type"": ""Gene/Protein""}, {""token"": ""IL - 1"", ""start_span"": 211, ""end_span"": 217, ""type"": ""Gene/Protein""}, {""token"": ""IL - 6"", ""start_span"": 220, ""end_span"": 226, ""type"": ""Gene/Protein""}, {""token"": ""adhesion molecules"", ""start_span"": 232, ""end_span"": 250, ""type"": ""Gene/Protein""}]"	train
Fos kinase was shown to be distinct from other identified serine / threonine kinases, including protein kinase A, protein kinase C, casein kinase II, MAP kinases, p70S6K and p90RSK.	Fos kinase,0,10,Gene/Protein	serine / threonine kinases,58,84,Gene/Protein	protein kinase A,96,112,Gene/Protein	protein kinase C,114,130,Gene/Protein	casein kinase II,132,148,Gene/Protein	MAP kinases,150,161,Gene/Protein	p70S6K,163,169,Gene/Protein	p90RSK,174,180,Gene/Protein	"[{""token"": ""Fos kinase"", ""start_span"": 0, ""end_span"": 10, ""type"": ""Gene/Protein""}, {""token"": ""serine / threonine kinases"", ""start_span"": 58, ""end_span"": 84, ""type"": ""Gene/Protein""}, {""token"": ""protein kinase A"", ""start_span"": 96, ""end_span"": 112, ""type"": ""Gene/Protein""}, {""token"": ""protein kinase C"", ""start_span"": 114, ""end_span"": 130, ""type"": ""Gene/Protein""}, {""token"": ""casein kinase II"", ""start_span"": 132, ""end_span"": 148, ""type"": ""Gene/Protein""}, {""token"": ""MAP kinases"", ""start_span"": 150, ""end_span"": 161, ""type"": ""Gene/Protein""}, {""token"": ""p70S6K"", ""start_span"": 163, ""end_span"": 169, ""type"": ""Gene/Protein""}, {""token"": ""p90RSK"", ""start_span"": 174, ""end_span"": 180, ""type"": ""Gene/Protein""}]"	train
Five cellular proteins ( p52, p57, p70, p72, and p100) cross - link the EMCV IRES or fragments of the IRES.	cellular proteins,5,22,Gene/Protein	p52,25,28,Gene/Protein	p57,30,33,Gene/Protein	p70,35,38,Gene/Protein	p72,40,43,Gene/Protein	p100,49,53,Gene/Protein	IRES,77,81,Gene/Protein	IRES,102,106,Gene/Protein	"[{""token"": ""cellular proteins"", ""start_span"": 5, ""end_span"": 22, ""type"": ""Gene/Protein""}, {""token"": ""p52"", ""start_span"": 25, ""end_span"": 28, ""type"": ""Gene/Protein""}, {""token"": ""p57"", ""start_span"": 30, ""end_span"": 33, ""type"": ""Gene/Protein""}, {""token"": ""p70"", ""start_span"": 35, ""end_span"": 38, ""type"": ""Gene/Protein""}, {""token"": ""p72"", ""start_span"": 40, ""end_span"": 43, ""type"": ""Gene/Protein""}, {""token"": ""p100"", ""start_span"": 49, ""end_span"": 53, ""type"": ""Gene/Protein""}, {""token"": ""IRES"", ""start_span"": 77, ""end_span"": 81, ""type"": ""Gene/Protein""}, {""token"": ""IRES"", ""start_span"": 102, ""end_span"": 106, ""type"": ""Gene/Protein""}]"	train
5 ' to the identified transcription start site are two CCAAT sequences and potential recognition sites for several transcription factors including Sp1, AP - 1, AP - 2, and NF - kB.	transcription start site,22,46,Gene/Protein	CCAAT sequences,55,70,Gene/Protein	potential recognition sites,75,102,Gene/Protein	transcription factors,115,136,Gene/Protein	Sp1,147,150,Gene/Protein	AP - 1,152,158,Gene/Protein	AP - 2,160,166,Gene/Protein	NF - kB,172,179,Gene/Protein	"[{""token"": ""transcription start site"", ""start_span"": 22, ""end_span"": 46, ""type"": ""Gene/Protein""}, {""token"": ""CCAAT sequences"", ""start_span"": 55, ""end_span"": 70, ""type"": ""Gene/Protein""}, {""token"": ""potential recognition sites"", ""start_span"": 75, ""end_span"": 102, ""type"": ""Gene/Protein""}, {""token"": ""transcription factors"", ""start_span"": 115, ""end_span"": 136, ""type"": ""Gene/Protein""}, {""token"": ""Sp1"", ""start_span"": 147, ""end_span"": 150, ""type"": ""Gene/Protein""}, {""token"": ""AP - 1"", ""start_span"": 152, ""end_span"": 158, ""type"": ""Gene/Protein""}, {""token"": ""AP - 2"", ""start_span"": 160, ""end_span"": 166, ""type"": ""Gene/Protein""}, {""token"": ""NF - kB"", ""start_span"": 172, ""end_span"": 179, ""type"": ""Gene/Protein""}]"	train
The results of this study suggest that the NFAT ( - 276 to - 261), the distal octamer ( - 256 to - 248) and the proximal octamer ( - 75 to - 66) sites not only act as enhancers of IL - 2 gene transcription in the presence of cellular stimulation, but also have a silencing effect on IL - 2 gene expression in resting cells.	NFAT,43,47,Gene/Protein	- 276 to - 261,50,64,Gene/Protein	distal octamer,71,85,Gene/Protein	- 256 to - 248,88,102,Gene/Protein	proximal octamer,112,128,Gene/Protein	- 75 to - 66,131,143,Gene/Protein	IL - 2 gene,180,191,Gene/Protein	IL - 2 gene,283,294,Gene/Protein	"[{""token"": ""NFAT"", ""start_span"": 43, ""end_span"": 47, ""type"": ""Gene/Protein""}, {""token"": ""- 276 to - 261"", ""start_span"": 50, ""end_span"": 64, ""type"": ""Gene/Protein""}, {""token"": ""distal octamer"", ""start_span"": 71, ""end_span"": 85, ""type"": ""Gene/Protein""}, {""token"": ""- 256 to - 248"", ""start_span"": 88, ""end_span"": 102, ""type"": ""Gene/Protein""}, {""token"": ""proximal octamer"", ""start_span"": 112, ""end_span"": 128, ""type"": ""Gene/Protein""}, {""token"": ""- 75 to - 66"", ""start_span"": 131, ""end_span"": 143, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2 gene"", ""start_span"": 180, ""end_span"": 191, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2 gene"", ""start_span"": 283, ""end_span"": 294, ""type"": ""Gene/Protein""}]"	train
IL - 4 down - regulated mRNA accumulation of the proinflammatory cytokines IL - 1 beta, IL - 8, and TNF - alpha in monocytes stimulated with IL - 2, IL - 3, and GM - CSF.	IL - 4,0,6,Gene/Protein	proinflammatory cytokines,49,74,Gene/Protein	IL - 1 beta,75,86,Gene/Protein	IL - 8,88,94,Gene/Protein	TNF - alpha,100,111,Gene/Protein	IL - 2,141,147,Gene/Protein	IL - 3,149,155,Gene/Protein	GM - CSF,161,169,Gene/Protein	"[{""token"": ""IL - 4"", ""start_span"": 0, ""end_span"": 6, ""type"": ""Gene/Protein""}, {""token"": ""proinflammatory cytokines"", ""start_span"": 49, ""end_span"": 74, ""type"": ""Gene/Protein""}, {""token"": ""IL - 1 beta"", ""start_span"": 75, ""end_span"": 86, ""type"": ""Gene/Protein""}, {""token"": ""IL - 8"", ""start_span"": 88, ""end_span"": 94, ""type"": ""Gene/Protein""}, {""token"": ""TNF - alpha"", ""start_span"": 100, ""end_span"": 111, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2"", ""start_span"": 141, ""end_span"": 147, ""type"": ""Gene/Protein""}, {""token"": ""IL - 3"", ""start_span"": 149, ""end_span"": 155, ""type"": ""Gene/Protein""}, {""token"": ""GM - CSF"", ""start_span"": 161, ""end_span"": 169, ""type"": ""Gene/Protein""}]"	train
We find that, although the variant octamer motif binds Oct - 1 and Oct - 2 in vitro with 5 - fold lower affinity than the consensus octamer motif, mutation of the variant octamer motif to either a consensus octamer or non - octamer motif has no effect on transcriptional activation from the germline promoter.	octamer motif,35,48,Gene/Protein	Oct - 1,55,62,Gene/Protein	Oct - 2,67,74,Gene/Protein	consensus octamer motif,122,145,Gene/Protein	octamer motif,171,184,Gene/Protein	consensus octamer,197,214,Gene/Protein	non - octamer motif,218,237,Gene/Protein	germline promoter,291,308,Gene/Protein	"[{""token"": ""octamer motif"", ""start_span"": 35, ""end_span"": 48, ""type"": ""Gene/Protein""}, {""token"": ""Oct - 1"", ""start_span"": 55, ""end_span"": 62, ""type"": ""Gene/Protein""}, {""token"": ""Oct - 2"", ""start_span"": 67, ""end_span"": 74, ""type"": ""Gene/Protein""}, {""token"": ""consensus octamer motif"", ""start_span"": 122, ""end_span"": 145, ""type"": ""Gene/Protein""}, {""token"": ""octamer motif"", ""start_span"": 171, ""end_span"": 184, ""type"": ""Gene/Protein""}, {""token"": ""consensus octamer"", ""start_span"": 197, ""end_span"": 214, ""type"": ""Gene/Protein""}, {""token"": ""non - octamer motif"", ""start_span"": 218, ""end_span"": 237, ""type"": ""Gene/Protein""}, {""token"": ""germline promoter"", ""start_span"": 291, ""end_span"": 308, ""type"": ""Gene/Protein""}]"	train
Skeletal myogenesis is regulated by a group of transcription factors ( MyoD, myogenin, myf5, and myf6) that are ` ` basic helix - loop - helix ' ' proteins that bind to the promoters of muscle - specific genes and promote their expression.	transcription factors,47,68,Gene/Protein	MyoD,71,75,Gene/Protein	myogenin,77,85,Gene/Protein	myf5,87,91,Gene/Protein	myf6,97,101,Gene/Protein	` ` basic helix - loop - helix ' ' proteins,112,155,Gene/Protein	promoters,173,182,Gene/Protein	muscle - specific genes,186,209,Gene/Protein	"[{""token"": ""transcription factors"", ""start_span"": 47, ""end_span"": 68, ""type"": ""Gene/Protein""}, {""token"": ""MyoD"", ""start_span"": 71, ""end_span"": 75, ""type"": ""Gene/Protein""}, {""token"": ""myogenin"", ""start_span"": 77, ""end_span"": 85, ""type"": ""Gene/Protein""}, {""token"": ""myf5"", ""start_span"": 87, ""end_span"": 91, ""type"": ""Gene/Protein""}, {""token"": ""myf6"", ""start_span"": 97, ""end_span"": 101, ""type"": ""Gene/Protein""}, {""token"": ""` ` basic helix - loop - helix ' ' proteins"", ""start_span"": 112, ""end_span"": 155, ""type"": ""Gene/Protein""}, {""token"": ""promoters"", ""start_span"": 173, ""end_span"": 182, ""type"": ""Gene/Protein""}, {""token"": ""muscle - specific genes"", ""start_span"": 186, ""end_span"": 209, ""type"": ""Gene/Protein""}]"	train
We report that a constitutively active form of calcineurin partially substitutes for the Ca2 + co - stimulus required to activate the IL - 2 promoter elements IL - 2A ( which binds the factors OAP and Oct - 1) and IL - 2E ( which binds NF - AT), and completely substitutes for the Ca2 + co - stimulus required to stimulate an NF - kappa B - dependent element.	calcineurin,47,58,Gene/Protein	IL - 2 promoter elements,134,158,Gene/Protein	IL - 2A,159,166,Gene/Protein	OAP,193,196,Gene/Protein	Oct - 1,201,208,Gene/Protein	IL - 2E,214,221,Gene/Protein	NF - AT,236,243,Gene/Protein	NF - kappa B,326,338,Gene/Protein	"[{""token"": ""calcineurin"", ""start_span"": 47, ""end_span"": 58, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2 promoter elements"", ""start_span"": 134, ""end_span"": 158, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2A"", ""start_span"": 159, ""end_span"": 166, ""type"": ""Gene/Protein""}, {""token"": ""OAP"", ""start_span"": 193, ""end_span"": 196, ""type"": ""Gene/Protein""}, {""token"": ""Oct - 1"", ""start_span"": 201, ""end_span"": 208, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2E"", ""start_span"": 214, ""end_span"": 221, ""type"": ""Gene/Protein""}, {""token"": ""NF - AT"", ""start_span"": 236, ""end_span"": 243, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B"", ""start_span"": 326, ""end_span"": 338, ""type"": ""Gene/Protein""}]"	train
The following transcription factors were studied: the Octamer factors Oct - 1 and Oct - 2, members of the AP - 1 factor family, NF - AT factors, in particular NF - ATp, and members of the Rel / NF - kB family.	transcription factors,14,35,Gene/Protein	Octamer factors,54,69,Gene/Protein	Oct - 1,70,77,Gene/Protein	Oct - 2,82,89,Gene/Protein	AP - 1 factor family,106,126,Gene/Protein	NF - AT factors,128,143,Gene/Protein	NF - ATp,159,167,Gene/Protein	Rel / NF - kB family,188,208,Gene/Protein	"[{""token"": ""transcription factors"", ""start_span"": 14, ""end_span"": 35, ""type"": ""Gene/Protein""}, {""token"": ""Octamer factors"", ""start_span"": 54, ""end_span"": 69, ""type"": ""Gene/Protein""}, {""token"": ""Oct - 1"", ""start_span"": 70, ""end_span"": 77, ""type"": ""Gene/Protein""}, {""token"": ""Oct - 2"", ""start_span"": 82, ""end_span"": 89, ""type"": ""Gene/Protein""}, {""token"": ""AP - 1 factor family"", ""start_span"": 106, ""end_span"": 126, ""type"": ""Gene/Protein""}, {""token"": ""NF - AT factors"", ""start_span"": 128, ""end_span"": 143, ""type"": ""Gene/Protein""}, {""token"": ""NF - ATp"", ""start_span"": 159, ""end_span"": 167, ""type"": ""Gene/Protein""}, {""token"": ""Rel / NF - kB family"", ""start_span"": 188, ""end_span"": 208, ""type"": ""Gene/Protein""}]"	train
