Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	json	split
Domain E, considered as the putative hormone binding domain ( HBD) of the human mineralocorticoid receptor ( hMR) was expressed in Escherichia coli as a fusion protein with either maltose binding protein ( MBP) or glutathione S - transferase ( GST).	Domain E,0,8,Gene/Protein	putative hormone binding domain,28,59,Gene/Protein	HBD,62,65,Gene/Protein	human mineralocorticoid receptor,74,106,Gene/Protein	hMR,109,112,Gene/Protein	maltose binding protein,180,203,Gene/Protein	MBP,206,209,Gene/Protein	glutathione S - transferase,214,241,Gene/Protein	GST,244,247,Gene/Protein	"[{""token"": ""Domain E"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Gene/Protein""}, {""token"": ""putative hormone binding domain"", ""start_span"": 28, ""end_span"": 59, ""type"": ""Gene/Protein""}, {""token"": ""HBD"", ""start_span"": 62, ""end_span"": 65, ""type"": ""Gene/Protein""}, {""token"": ""human mineralocorticoid receptor"", ""start_span"": 74, ""end_span"": 106, ""type"": ""Gene/Protein""}, {""token"": ""hMR"", ""start_span"": 109, ""end_span"": 112, ""type"": ""Gene/Protein""}, {""token"": ""maltose binding protein"", ""start_span"": 180, ""end_span"": 203, ""type"": ""Gene/Protein""}, {""token"": ""MBP"", ""start_span"": 206, ""end_span"": 209, ""type"": ""Gene/Protein""}, {""token"": ""glutathione S - transferase"", ""start_span"": 214, ""end_span"": 241, ""type"": ""Gene/Protein""}, {""token"": ""GST"", ""start_span"": 244, ""end_span"": 247, ""type"": ""Gene/Protein""}]"	train
The influence on interleukin ( IL) - 2, IL - 4 and interferon ( IFN) - gamma production; IL - 2 receptor ( IL - 2R) alpha -, beta -, and gamma - chain; and the signaling pathway molecules Janus kinase ( Jak) 1, Jak3, signal transducers and activators of transcription ( Stat) 1, Stat3, and Stat5 should be investigated.	IL - 4,40,46,Gene/Protein	beta,125,129,Gene/Protein	gamma - chain,137,150,Gene/Protein	signaling pathway molecules,160,187,Gene/Protein	Janus kinase,188,200,Gene/Protein	Jak3,211,215,Gene/Protein	activators of transcription,240,267,Gene/Protein	Stat3,279,284,Gene/Protein	Stat5,290,295,Gene/Protein	"[{""token"": ""IL - 4"", ""start_span"": 40, ""end_span"": 46, ""type"": ""Gene/Protein""}, {""token"": ""beta"", ""start_span"": 125, ""end_span"": 129, ""type"": ""Gene/Protein""}, {""token"": ""gamma - chain"", ""start_span"": 137, ""end_span"": 150, ""type"": ""Gene/Protein""}, {""token"": ""signaling pathway molecules"", ""start_span"": 160, ""end_span"": 187, ""type"": ""Gene/Protein""}, {""token"": ""Janus kinase"", ""start_span"": 188, ""end_span"": 200, ""type"": ""Gene/Protein""}, {""token"": ""Jak3"", ""start_span"": 211, ""end_span"": 215, ""type"": ""Gene/Protein""}, {""token"": ""activators of transcription"", ""start_span"": 240, ""end_span"": 267, ""type"": ""Gene/Protein""}, {""token"": ""Stat3"", ""start_span"": 279, ""end_span"": 284, ""type"": ""Gene/Protein""}, {""token"": ""Stat5"", ""start_span"": 290, ""end_span"": 295, ""type"": ""Gene/Protein""}]"	train
An electrophoretic mobility shift assay employing AP - 1 and NF - kappaB consensus oligonucleotides was used to demonstrate that AP - 1 - binding activity increased, while constitutive NF - kappaB - binding activity was not enhanced, following 2 h of CD19 cross - linking in 1E8 cells. Supershift experiments revealed that JunD and c - Fos proteins mediated anti - CD19 induced AP - 1 - binding activity in 1E8 cells.	AP - 1,50,56,Gene/Protein	NF - kappaB,61,72,Gene/Protein	AP - 1,129,135,Gene/Protein	NF - kappaB,185,196,Gene/Protein	CD19,251,255,Gene/Protein	JunD,323,327,Gene/Protein	c - Fos proteins,332,348,Gene/Protein	CD19,365,369,Gene/Protein	AP - 1,378,384,Gene/Protein	"[{""token"": ""AP - 1"", ""start_span"": 50, ""end_span"": 56, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappaB"", ""start_span"": 61, ""end_span"": 72, ""type"": ""Gene/Protein""}, {""token"": ""AP - 1"", ""start_span"": 129, ""end_span"": 135, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappaB"", ""start_span"": 185, ""end_span"": 196, ""type"": ""Gene/Protein""}, {""token"": ""CD19"", ""start_span"": 251, ""end_span"": 255, ""type"": ""Gene/Protein""}, {""token"": ""JunD"", ""start_span"": 323, ""end_span"": 327, ""type"": ""Gene/Protein""}, {""token"": ""c - Fos proteins"", ""start_span"": 332, ""end_span"": 348, ""type"": ""Gene/Protein""}, {""token"": ""CD19"", ""start_span"": 365, ""end_span"": 369, ""type"": ""Gene/Protein""}, {""token"": ""AP - 1"", ""start_span"": 378, ""end_span"": 384, ""type"": ""Gene/Protein""}]"	train
In the case of IgE class switching, IL - 4 activates the IgE germline promoter by inducing the interaction of the transcription factor STAT6 ( IL - 4STAT) with a responsive DNA element in the proximal region of the promoter.	IgE,15,18,Gene/Protein	IL - 4,36,42,Gene/Protein	IgE germline promoter,57,78,Gene/Protein	transcription factor,114,134,Gene/Protein	STAT6,135,140,Gene/Protein	IL - 4STAT,143,153,Gene/Protein	responsive DNA element,162,184,Gene/Protein	proximal region,192,207,Gene/Protein	promoter,215,223,Gene/Protein	"[{""token"": ""IgE"", ""start_span"": 15, ""end_span"": 18, ""type"": ""Gene/Protein""}, {""token"": ""IL - 4"", ""start_span"": 36, ""end_span"": 42, ""type"": ""Gene/Protein""}, {""token"": ""IgE germline promoter"", ""start_span"": 57, ""end_span"": 78, ""type"": ""Gene/Protein""}, {""token"": ""transcription factor"", ""start_span"": 114, ""end_span"": 134, ""type"": ""Gene/Protein""}, {""token"": ""STAT6"", ""start_span"": 135, ""end_span"": 140, ""type"": ""Gene/Protein""}, {""token"": ""IL - 4STAT"", ""start_span"": 143, ""end_span"": 153, ""type"": ""Gene/Protein""}, {""token"": ""responsive DNA element"", ""start_span"": 162, ""end_span"": 184, ""type"": ""Gene/Protein""}, {""token"": ""proximal region"", ""start_span"": 192, ""end_span"": 207, ""type"": ""Gene/Protein""}, {""token"": ""promoter"", ""start_span"": 215, ""end_span"": 223, ""type"": ""Gene/Protein""}]"	train
Immunological studies in human immunodeficiency virus ( HIV) - positive patients suggest that the disease progression is accompanied by a defective production of type 1 cytokines ( interleukin - 2 ( IL - 2) and IL - 12], an increased production of type 2 cytokines ( IL - 4, IL - 6, and IL - 10), and an increased production of IgE.	1 cytokines,167,178,Gene/Protein	interleukin - 2,181,196,Gene/Protein	IL - 2,199,205,Gene/Protein	IL - 12,211,218,Gene/Protein	type 2 cytokines,248,264,Gene/Protein	IL - 4,267,273,Gene/Protein	IL - 6,275,281,Gene/Protein	IL - 10,287,294,Gene/Protein	IgE,328,331,Gene/Protein	"[{""token"": ""1 cytokines"", ""start_span"": 167, ""end_span"": 178, ""type"": ""Gene/Protein""}, {""token"": ""interleukin - 2"", ""start_span"": 181, ""end_span"": 196, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2"", ""start_span"": 199, ""end_span"": 205, ""type"": ""Gene/Protein""}, {""token"": ""IL - 12"", ""start_span"": 211, ""end_span"": 218, ""type"": ""Gene/Protein""}, {""token"": ""type 2 cytokines"", ""start_span"": 248, ""end_span"": 264, ""type"": ""Gene/Protein""}, {""token"": ""IL - 4"", ""start_span"": 267, ""end_span"": 273, ""type"": ""Gene/Protein""}, {""token"": ""IL - 6"", ""start_span"": 275, ""end_span"": 281, ""type"": ""Gene/Protein""}, {""token"": ""IL - 10"", ""start_span"": 287, ""end_span"": 294, ""type"": ""Gene/Protein""}, {""token"": ""IgE"", ""start_span"": 328, ""end_span"": 331, ""type"": ""Gene/Protein""}]"	train
T - cell receptor ( TCR) / CD3 engagement results in the activation of nuclear factor of activated T cells ( NFAT), activator protein - 1 ( AP - 1), and nuclear factor kappaB ( NFkappaB), whereas the CD28 responsive complex ( CD28RC) is activated in response to the CD28 signal.	T - cell receptor,0,17,Gene/Protein	NFAT,109,113,Gene/Protein	activator protein - 1,116,137,Gene/Protein	AP - 1,140,146,Gene/Protein	nuclear factor kappaB,153,174,Gene/Protein	NFkappaB,177,185,Gene/Protein	CD28 responsive complex,200,223,Gene/Protein	CD28RC,226,232,Gene/Protein	CD28,266,270,Gene/Protein	"[{""token"": ""T - cell receptor"", ""start_span"": 0, ""end_span"": 17, ""type"": ""Gene/Protein""}, {""token"": ""NFAT"", ""start_span"": 109, ""end_span"": 113, ""type"": ""Gene/Protein""}, {""token"": ""activator protein - 1"", ""start_span"": 116, ""end_span"": 137, ""type"": ""Gene/Protein""}, {""token"": ""AP - 1"", ""start_span"": 140, ""end_span"": 146, ""type"": ""Gene/Protein""}, {""token"": ""nuclear factor kappaB"", ""start_span"": 153, ""end_span"": 174, ""type"": ""Gene/Protein""}, {""token"": ""NFkappaB"", ""start_span"": 177, ""end_span"": 185, ""type"": ""Gene/Protein""}, {""token"": ""CD28 responsive complex"", ""start_span"": 200, ""end_span"": 223, ""type"": ""Gene/Protein""}, {""token"": ""CD28RC"", ""start_span"": 226, ""end_span"": 232, ""type"": ""Gene/Protein""}, {""token"": ""CD28"", ""start_span"": 266, ""end_span"": 270, ""type"": ""Gene/Protein""}]"	train
Cytokine - stimulated cell surface expression of vascular cell adhesion molecule - 1 ( VCAM - 1, CD106) and E - selectin ( ELAM - 1, CD62E), but not of intercellular adhesion molecule - 1 ( ICAM - 1, CD54), was time - and dose - dependently inhibited by TCP succinate but not by TCP or TCP acetate.	vascular cell adhesion molecule - 1,49,84,Gene/Protein	VCAM - 1,87,95,Gene/Protein	CD106,97,102,Gene/Protein	E - selectin,108,120,Gene/Protein	ELAM - 1,123,131,Gene/Protein	CD62E,133,138,Gene/Protein	intercellular adhesion molecule - 1,152,187,Gene/Protein	ICAM - 1,190,198,Gene/Protein	CD54,200,204,Gene/Protein	"[{""token"": ""vascular cell adhesion molecule - 1"", ""start_span"": 49, ""end_span"": 84, ""type"": ""Gene/Protein""}, {""token"": ""VCAM - 1"", ""start_span"": 87, ""end_span"": 95, ""type"": ""Gene/Protein""}, {""token"": ""CD106"", ""start_span"": 97, ""end_span"": 102, ""type"": ""Gene/Protein""}, {""token"": ""E - selectin"", ""start_span"": 108, ""end_span"": 120, ""type"": ""Gene/Protein""}, {""token"": ""ELAM - 1"", ""start_span"": 123, ""end_span"": 131, ""type"": ""Gene/Protein""}, {""token"": ""CD62E"", ""start_span"": 133, ""end_span"": 138, ""type"": ""Gene/Protein""}, {""token"": ""intercellular adhesion molecule - 1"", ""start_span"": 152, ""end_span"": 187, ""type"": ""Gene/Protein""}, {""token"": ""ICAM - 1"", ""start_span"": 190, ""end_span"": 198, ""type"": ""Gene/Protein""}, {""token"": ""CD54"", ""start_span"": 200, ""end_span"": 204, ""type"": ""Gene/Protein""}]"	train
Examination of the basal factors interacting with the 21 bp repeat elements through electrophoretic mobility shift ( EMS) analyses has demonstrated the formation of DNA - protein complexes common to each of the 21 bp repeats ( C1 - C3) as well as three DNA - protein complexes specific to the promoter proximal ( pp) repeat ( U1 ( U1A / U1B) and U2; 1 - 4).	basal factors,19,32,Gene/Protein	21 bp repeat elements,54,75,Gene/Protein	DNA - protein complexes,165,188,Gene/Protein	21 bp repeats,211,224,Gene/Protein	C1 - C3,227,234,Gene/Protein	DNA - protein complexes,253,276,Gene/Protein	U1,326,328,Gene/Protein	U1A / U1B,331,340,Gene/Protein	U2,346,348,Gene/Protein	"[{""token"": ""basal factors"", ""start_span"": 19, ""end_span"": 32, ""type"": ""Gene/Protein""}, {""token"": ""21 bp repeat elements"", ""start_span"": 54, ""end_span"": 75, ""type"": ""Gene/Protein""}, {""token"": ""DNA - protein complexes"", ""start_span"": 165, ""end_span"": 188, ""type"": ""Gene/Protein""}, {""token"": ""21 bp repeats"", ""start_span"": 211, ""end_span"": 224, ""type"": ""Gene/Protein""}, {""token"": ""C1 - C3"", ""start_span"": 227, ""end_span"": 234, ""type"": ""Gene/Protein""}, {""token"": ""DNA - protein complexes"", ""start_span"": 253, ""end_span"": 276, ""type"": ""Gene/Protein""}, {""token"": ""U1"", ""start_span"": 326, ""end_span"": 328, ""type"": ""Gene/Protein""}, {""token"": ""U1A / U1B"", ""start_span"": 331, ""end_span"": 340, ""type"": ""Gene/Protein""}, {""token"": ""U2"", ""start_span"": 346, ""end_span"": 348, ""type"": ""Gene/Protein""}]"	train
Putative cis - acting control elements present within a 300 - bp core promoter included two ets sites, an Sp1 site, tandem E - box domains, two GATA - associated sites ( CACCC), an AP - 2 binding site, and a GATA element at - 24.	cis - acting control elements,9,38,Gene/Protein	300 - bp core promoter,56,78,Gene/Protein	ets sites,92,101,Gene/Protein	Sp1 site,106,114,Gene/Protein	E - box domains,123,138,Gene/Protein	GATA - associated sites,144,167,Gene/Protein	AP - 2 binding site,181,200,Gene/Protein	GATA element,208,220,Gene/Protein	- 24,224,228,Gene/Protein	"[{""token"": ""cis - acting control elements"", ""start_span"": 9, ""end_span"": 38, ""type"": ""Gene/Protein""}, {""token"": ""300 - bp core promoter"", ""start_span"": 56, ""end_span"": 78, ""type"": ""Gene/Protein""}, {""token"": ""ets sites"", ""start_span"": 92, ""end_span"": 101, ""type"": ""Gene/Protein""}, {""token"": ""Sp1 site"", ""start_span"": 106, ""end_span"": 114, ""type"": ""Gene/Protein""}, {""token"": ""E - box domains"", ""start_span"": 123, ""end_span"": 138, ""type"": ""Gene/Protein""}, {""token"": ""GATA - associated sites"", ""start_span"": 144, ""end_span"": 167, ""type"": ""Gene/Protein""}, {""token"": ""AP - 2 binding site"", ""start_span"": 181, ""end_span"": 200, ""type"": ""Gene/Protein""}, {""token"": ""GATA element"", ""start_span"": 208, ""end_span"": 220, ""type"": ""Gene/Protein""}, {""token"": ""- 24"", ""start_span"": 224, ""end_span"": 228, ""type"": ""Gene/Protein""}]"	train
In order to investigate the nature of the A6H mAb costimulus at the transcriptional level we have examined induction of the transcription factors OCT - 1, AP - 1 and NF - kappa B which are known to be transcriptional regulators of several cytokine and cytokine receptor genes, including the IL - 2 and IL - 2R genes.	A6H mAb,42,49,Gene/Protein	transcription factors,124,145,Gene/Protein	OCT - 1,146,153,Gene/Protein	AP - 1,155,161,Gene/Protein	NF - kappa B,166,178,Gene/Protein	transcriptional regulators,201,227,Gene/Protein	cytokine,239,247,Gene/Protein	cytokine,252,260,Gene/Protein	IL - 2 and IL - 2R genes,291,315,Gene/Protein	"[{""token"": ""A6H mAb"", ""start_span"": 42, ""end_span"": 49, ""type"": ""Gene/Protein""}, {""token"": ""transcription factors"", ""start_span"": 124, ""end_span"": 145, ""type"": ""Gene/Protein""}, {""token"": ""OCT - 1"", ""start_span"": 146, ""end_span"": 153, ""type"": ""Gene/Protein""}, {""token"": ""AP - 1"", ""start_span"": 155, ""end_span"": 161, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B"", ""start_span"": 166, ""end_span"": 178, ""type"": ""Gene/Protein""}, {""token"": ""transcriptional regulators"", ""start_span"": 201, ""end_span"": 227, ""type"": ""Gene/Protein""}, {""token"": ""cytokine"", ""start_span"": 239, ""end_span"": 247, ""type"": ""Gene/Protein""}, {""token"": ""cytokine"", ""start_span"": 252, ""end_span"": 260, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2 and IL - 2R genes"", ""start_span"": 291, ""end_span"": 315, ""type"": ""Gene/Protein""}]"	train
A motif presenting a strong similarity to an initiator was detected, as well as putative binding sites for Sp1, GATA - 2, LyF - 1, ets - 1, AP1, and MZF1 transcription factors, and two GAS motifs.	putative binding sites,80,102,Gene/Protein	Sp1,107,110,Gene/Protein	GATA - 2,112,120,Gene/Protein	LyF - 1,122,129,Gene/Protein	ets - 1,131,138,Gene/Protein	AP1,140,143,Gene/Protein	MZF1,149,153,Gene/Protein	transcription factors,154,175,Gene/Protein	GAS motifs,185,195,Gene/Protein	"[{""token"": ""putative binding sites"", ""start_span"": 80, ""end_span"": 102, ""type"": ""Gene/Protein""}, {""token"": ""Sp1"", ""start_span"": 107, ""end_span"": 110, ""type"": ""Gene/Protein""}, {""token"": ""GATA - 2"", ""start_span"": 112, ""end_span"": 120, ""type"": ""Gene/Protein""}, {""token"": ""LyF - 1"", ""start_span"": 122, ""end_span"": 129, ""type"": ""Gene/Protein""}, {""token"": ""ets - 1"", ""start_span"": 131, ""end_span"": 138, ""type"": ""Gene/Protein""}, {""token"": ""AP1"", ""start_span"": 140, ""end_span"": 143, ""type"": ""Gene/Protein""}, {""token"": ""MZF1"", ""start_span"": 149, ""end_span"": 153, ""type"": ""Gene/Protein""}, {""token"": ""transcription factors"", ""start_span"": 154, ""end_span"": 175, ""type"": ""Gene/Protein""}, {""token"": ""GAS motifs"", ""start_span"": 185, ""end_span"": 195, ""type"": ""Gene/Protein""}]"	train
Using Tax mutants that fail to activate either ATF - or NF - kappaB - dependent promoters and different 5 ' truncation mutants of the E2F - 1 promoter, we show that the Tax - dependent transcriptional control of the E2F1 gene involves, at least in part, the ATF binding site located in the E2F - 1 promoter.	Tax,6,9,Gene/Protein	ATF,47,50,Gene/Protein	NF - kappaB - dependent promoters,56,89,Gene/Protein	5 ' truncation mutants,104,126,Gene/Protein	E2F - 1 promoter,134,150,Gene/Protein	Tax,169,172,Gene/Protein	E2F1 gene,216,225,Gene/Protein	ATF binding site,258,274,Gene/Protein	E2F - 1 promoter,290,306,Gene/Protein	"[{""token"": ""Tax"", ""start_span"": 6, ""end_span"": 9, ""type"": ""Gene/Protein""}, {""token"": ""ATF"", ""start_span"": 47, ""end_span"": 50, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappaB - dependent promoters"", ""start_span"": 56, ""end_span"": 89, ""type"": ""Gene/Protein""}, {""token"": ""5 ' truncation mutants"", ""start_span"": 104, ""end_span"": 126, ""type"": ""Gene/Protein""}, {""token"": ""E2F - 1 promoter"", ""start_span"": 134, ""end_span"": 150, ""type"": ""Gene/Protein""}, {""token"": ""Tax"", ""start_span"": 169, ""end_span"": 172, ""type"": ""Gene/Protein""}, {""token"": ""E2F1 gene"", ""start_span"": 216, ""end_span"": 225, ""type"": ""Gene/Protein""}, {""token"": ""ATF binding site"", ""start_span"": 258, ""end_span"": 274, ""type"": ""Gene/Protein""}, {""token"": ""E2F - 1 promoter"", ""start_span"": 290, ""end_span"": 306, ""type"": ""Gene/Protein""}]"	train
In the transient - transfection assay, ICP0, but not ICP4, activated the HIV - 1 long terminal repeat promoter region and the effect of ICP0 was greatly enhanced in the presence of the NF - kappa B binding proteins, suggesting that induction of the HIV - 1 provirus involves cooperation between the HSV - 1 - activated cellular factor, NF - kappa B, and the virus - encoded transactivator, ICP0.	ICP0,39,43,Gene/Protein	ICP4,53,57,Gene/Protein	HIV - 1 long terminal repeat promoter region,73,117,Gene/Protein	ICP0,136,140,Gene/Protein	NF - kappa B binding proteins,185,214,Gene/Protein	HSV - 1 - activated cellular factor,299,334,Gene/Protein	NF - kappa B,336,348,Gene/Protein	virus - encoded transactivator,358,388,Gene/Protein	ICP0,390,394,Gene/Protein	"[{""token"": ""ICP0"", ""start_span"": 39, ""end_span"": 43, ""type"": ""Gene/Protein""}, {""token"": ""ICP4"", ""start_span"": 53, ""end_span"": 57, ""type"": ""Gene/Protein""}, {""token"": ""HIV - 1 long terminal repeat promoter region"", ""start_span"": 73, ""end_span"": 117, ""type"": ""Gene/Protein""}, {""token"": ""ICP0"", ""start_span"": 136, ""end_span"": 140, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B binding proteins"", ""start_span"": 185, ""end_span"": 214, ""type"": ""Gene/Protein""}, {""token"": ""HSV - 1 - activated cellular factor"", ""start_span"": 299, ""end_span"": 334, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B"", ""start_span"": 336, ""end_span"": 348, ""type"": ""Gene/Protein""}, {""token"": ""virus - encoded transactivator"", ""start_span"": 358, ""end_span"": 388, ""type"": ""Gene/Protein""}, {""token"": ""ICP0"", ""start_span"": 390, ""end_span"": 394, ""type"": ""Gene/Protein""}]"	train
Similarly, in transfection experiments in which the selective kappa B binding sites were used to drive the expression of a chloramphenicol acetyltransferase reporter construct, the p65 - and p50 - selected motifs were activated only in the presence of p65 and p50 / 65 ( a chimeric protein with the p50 DNA binding domain and p65 activation domain) expression vectors, respectively, and neither demonstrated a significant response to stimuli that induce NF - kappa B activity.	selective kappa B binding sites,52,83,Gene/Protein	chloramphenicol acetyltransferase reporter construct,123,175,Gene/Protein	p65 - and p50 - selected motifs,181,212,Gene/Protein	p65,252,255,Gene/Protein	p50 / 65,260,268,Gene/Protein	chimeric protein,273,289,Gene/Protein	p50 DNA binding domain,299,321,Gene/Protein	p65 activation domain,326,347,Gene/Protein	NF - kappa B,454,466,Gene/Protein	"[{""token"": ""selective kappa B binding sites"", ""start_span"": 52, ""end_span"": 83, ""type"": ""Gene/Protein""}, {""token"": ""chloramphenicol acetyltransferase reporter construct"", ""start_span"": 123, ""end_span"": 175, ""type"": ""Gene/Protein""}, {""token"": ""p65 - and p50 - selected motifs"", ""start_span"": 181, ""end_span"": 212, ""type"": ""Gene/Protein""}, {""token"": ""p65"", ""start_span"": 252, ""end_span"": 255, ""type"": ""Gene/Protein""}, {""token"": ""p50 / 65"", ""start_span"": 260, ""end_span"": 268, ""type"": ""Gene/Protein""}, {""token"": ""chimeric protein"", ""start_span"": 273, ""end_span"": 289, ""type"": ""Gene/Protein""}, {""token"": ""p50 DNA binding domain"", ""start_span"": 299, ""end_span"": 321, ""type"": ""Gene/Protein""}, {""token"": ""p65 activation domain"", ""start_span"": 326, ""end_span"": 347, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B"", ""start_span"": 454, ""end_span"": 466, ""type"": ""Gene/Protein""}]"	train
A number of genes known to be induced following T cell activation and associated with cell growth were increased in the transfectants, including c - fos, c - myc, c - myb, HLA - DR, lck, NF - kappa B, interleukin - 2 and interleukin - 2 receptor alpha ( IL - 2R alpha).	c - fos,145,152,Gene/Protein	c - myc,154,161,Gene/Protein	c - myb,163,170,Gene/Protein	HLA - DR,172,180,Gene/Protein	lck,182,185,Gene/Protein	NF - kappa B,187,199,Gene/Protein	interleukin - 2,201,216,Gene/Protein	interleukin - 2 receptor alpha,221,251,Gene/Protein	IL - 2R alpha,254,267,Gene/Protein	"[{""token"": ""c - fos"", ""start_span"": 145, ""end_span"": 152, ""type"": ""Gene/Protein""}, {""token"": ""c - myc"", ""start_span"": 154, ""end_span"": 161, ""type"": ""Gene/Protein""}, {""token"": ""c - myb"", ""start_span"": 163, ""end_span"": 170, ""type"": ""Gene/Protein""}, {""token"": ""HLA - DR"", ""start_span"": 172, ""end_span"": 180, ""type"": ""Gene/Protein""}, {""token"": ""lck"", ""start_span"": 182, ""end_span"": 185, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B"", ""start_span"": 187, ""end_span"": 199, ""type"": ""Gene/Protein""}, {""token"": ""interleukin - 2"", ""start_span"": 201, ""end_span"": 216, ""type"": ""Gene/Protein""}, {""token"": ""interleukin - 2 receptor alpha"", ""start_span"": 221, ""end_span"": 251, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2R alpha"", ""start_span"": 254, ""end_span"": 267, ""type"": ""Gene/Protein""}]"	train
A small 95 - bp fragment of the TCR alpha control region that contains the TCF - 1 alpha binding site juxtaposed between a cAMP - response element ( the CRE or T alpha 1 motif) and the binding site for a distinct lymphoid - specific protein ( TCF - 2 alpha) behaved as a potent T - cell - specific enhancer in vivo.	TCR alpha control region,32,56,Gene/Protein	TCF - 1 alpha binding site,75,101,Gene/Protein	cAMP - response element,123,146,Gene/Protein	CRE,153,156,Gene/Protein	T alpha 1 motif,160,175,Gene/Protein	binding site,185,197,Gene/Protein	lymphoid - specific protein,213,240,Gene/Protein	TCF - 2 alpha,243,256,Gene/Protein	T - cell - specific enhancer,278,306,Gene/Protein	"[{""token"": ""TCR alpha control region"", ""start_span"": 32, ""end_span"": 56, ""type"": ""Gene/Protein""}, {""token"": ""TCF - 1 alpha binding site"", ""start_span"": 75, ""end_span"": 101, ""type"": ""Gene/Protein""}, {""token"": ""cAMP - response element"", ""start_span"": 123, ""end_span"": 146, ""type"": ""Gene/Protein""}, {""token"": ""CRE"", ""start_span"": 153, ""end_span"": 156, ""type"": ""Gene/Protein""}, {""token"": ""T alpha 1 motif"", ""start_span"": 160, ""end_span"": 175, ""type"": ""Gene/Protein""}, {""token"": ""binding site"", ""start_span"": 185, ""end_span"": 197, ""type"": ""Gene/Protein""}, {""token"": ""lymphoid - specific protein"", ""start_span"": 213, ""end_span"": 240, ""type"": ""Gene/Protein""}, {""token"": ""TCF - 2 alpha"", ""start_span"": 243, ""end_span"": 256, ""type"": ""Gene/Protein""}, {""token"": ""T - cell - specific enhancer"", ""start_span"": 278, ""end_span"": 306, ""type"": ""Gene/Protein""}]"	train
Moreover, STAT5 was found to be the predominant STAT transcription factor used by IL - 2 in human T cells, and specifically required a COOH - terminal region of IL - 2R beta ( Ser386 - Val525), while STAT5 recruitment was not correlated to activation of IL - 2R gamma or JAK3.	STAT5,10,15,Gene/Protein	STAT transcription factor,48,73,Gene/Protein	IL - 2,82,88,Gene/Protein	COOH - terminal region,135,157,Gene/Protein	IL - 2R beta,161,173,Gene/Protein	Ser386 - Val525,176,191,Gene/Protein	STAT5,200,205,Gene/Protein	IL - 2R gamma,254,267,Gene/Protein	JAK3,271,275,Gene/Protein	"[{""token"": ""STAT5"", ""start_span"": 10, ""end_span"": 15, ""type"": ""Gene/Protein""}, {""token"": ""STAT transcription factor"", ""start_span"": 48, ""end_span"": 73, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2"", ""start_span"": 82, ""end_span"": 88, ""type"": ""Gene/Protein""}, {""token"": ""COOH - terminal region"", ""start_span"": 135, ""end_span"": 157, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2R beta"", ""start_span"": 161, ""end_span"": 173, ""type"": ""Gene/Protein""}, {""token"": ""Ser386 - Val525"", ""start_span"": 176, ""end_span"": 191, ""type"": ""Gene/Protein""}, {""token"": ""STAT5"", ""start_span"": 200, ""end_span"": 205, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2R gamma"", ""start_span"": 254, ""end_span"": 267, ""type"": ""Gene/Protein""}, {""token"": ""JAK3"", ""start_span"": 271, ""end_span"": 275, ""type"": ""Gene/Protein""}]"	train
Recently it has become clear that these cytokines activate a number of important intracellular signaling molecules, including the Janus kinases JAK1 and JAK3 and members of the transcription factor family of signal transducers and activators of transcription ( STATs).	cytokines,40,49,Gene/Protein	intracellular signaling molecules,81,114,Gene/Protein	Janus kinases,130,143,Gene/Protein	JAK1,144,148,Gene/Protein	JAK3,153,157,Gene/Protein	transcription factor family,177,204,Gene/Protein	signal transducers,208,226,Gene/Protein	activators of transcription,231,258,Gene/Protein	STATs,261,266,Gene/Protein	"[{""token"": ""cytokines"", ""start_span"": 40, ""end_span"": 49, ""type"": ""Gene/Protein""}, {""token"": ""intracellular signaling molecules"", ""start_span"": 81, ""end_span"": 114, ""type"": ""Gene/Protein""}, {""token"": ""Janus kinases"", ""start_span"": 130, ""end_span"": 143, ""type"": ""Gene/Protein""}, {""token"": ""JAK1"", ""start_span"": 144, ""end_span"": 148, ""type"": ""Gene/Protein""}, {""token"": ""JAK3"", ""start_span"": 153, ""end_span"": 157, ""type"": ""Gene/Protein""}, {""token"": ""transcription factor family"", ""start_span"": 177, ""end_span"": 204, ""type"": ""Gene/Protein""}, {""token"": ""signal transducers"", ""start_span"": 208, ""end_span"": 226, ""type"": ""Gene/Protein""}, {""token"": ""activators of transcription"", ""start_span"": 231, ""end_span"": 258, ""type"": ""Gene/Protein""}, {""token"": ""STATs"", ""start_span"": 261, ""end_span"": 266, ""type"": ""Gene/Protein""}]"	valid
