Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	json	split
We cultured M - TAT cells long term ( > 1 year) in the continuous presence of erythropoietin ( EPO), granulocyte - macrophage colony - stimulating factor ( GM - CSF), or stem cell factor ( SCF).	erythropoietin,78,92,Gene/Protein	EPO,95,98,Gene/Protein	granulocyte - macrophage colony - stimulating factor,101,153,Gene/Protein	GM - CSF,156,164,Gene/Protein	stem cell factor,170,186,Gene/Protein	SCF,189,192,Gene/Protein	"[{""token"": ""erythropoietin"", ""start_span"": 78, ""end_span"": 92, ""type"": ""Gene/Protein""}, {""token"": ""EPO"", ""start_span"": 95, ""end_span"": 98, ""type"": ""Gene/Protein""}, {""token"": ""granulocyte - macrophage colony - stimulating factor"", ""start_span"": 101, ""end_span"": 153, ""type"": ""Gene/Protein""}, {""token"": ""GM - CSF"", ""start_span"": 156, ""end_span"": 164, ""type"": ""Gene/Protein""}, {""token"": ""stem cell factor"", ""start_span"": 170, ""end_span"": 186, ""type"": ""Gene/Protein""}, {""token"": ""SCF"", ""start_span"": 189, ""end_span"": 192, ""type"": ""Gene/Protein""}]"	train
These redox - regulated enzymes trigger signal cascades for NF kappa B activation and transduce signals from the T cell antigen receptor, from CD4 and CD8 molecules, and from the IL - 2 receptor beta - chain.	redox - regulated enzymes,6,31,Gene/Protein	NF kappa B,60,70,Gene/Protein	T cell antigen receptor,113,136,Gene/Protein	CD4,143,146,Gene/Protein	CD8 molecules,151,164,Gene/Protein	IL - 2 receptor beta - chain,179,207,Gene/Protein	"[{""token"": ""redox - regulated enzymes"", ""start_span"": 6, ""end_span"": 31, ""type"": ""Gene/Protein""}, {""token"": ""NF kappa B"", ""start_span"": 60, ""end_span"": 70, ""type"": ""Gene/Protein""}, {""token"": ""T cell antigen receptor"", ""start_span"": 113, ""end_span"": 136, ""type"": ""Gene/Protein""}, {""token"": ""CD4"", ""start_span"": 143, ""end_span"": 146, ""type"": ""Gene/Protein""}, {""token"": ""CD8 molecules"", ""start_span"": 151, ""end_span"": 164, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2 receptor beta - chain"", ""start_span"": 179, ""end_span"": 207, ""type"": ""Gene/Protein""}]"	train
Although we detected no IL - 2 mRNA in ALD - treated cells, the nuclei of these cells contain proteins capable of binding to three regulatory sequences in the IL - 2 promoter region: NFAT, NF kappa B, and AP - 1.	IL - 2 mRNA,24,35,Gene/Protein	regulatory sequences,131,151,Gene/Protein	IL - 2 promoter region,159,181,Gene/Protein	NFAT,183,187,Gene/Protein	NF kappa B,189,199,Gene/Protein	AP - 1,205,211,Gene/Protein	"[{""token"": ""IL - 2 mRNA"", ""start_span"": 24, ""end_span"": 35, ""type"": ""Gene/Protein""}, {""token"": ""regulatory sequences"", ""start_span"": 131, ""end_span"": 151, ""type"": ""Gene/Protein""}, {""token"": ""IL - 2 promoter region"", ""start_span"": 159, ""end_span"": 181, ""type"": ""Gene/Protein""}, {""token"": ""NFAT"", ""start_span"": 183, ""end_span"": 187, ""type"": ""Gene/Protein""}, {""token"": ""NF kappa B"", ""start_span"": 189, ""end_span"": 199, ""type"": ""Gene/Protein""}, {""token"": ""AP - 1"", ""start_span"": 205, ""end_span"": 211, ""type"": ""Gene/Protein""}]"	train
Surprisingly, even p65, but not c - rel, was phosphorylated after induction in vivo, suggesting that TNF - alpha selectively activates only specific NF - kappa B heteromers and that modifications regulate not only I kappa B molecules but also NF - kappa B molecules.	p65,19,22,Gene/Protein	c - rel,32,39,Gene/Protein	TNF - alpha,101,112,Gene/Protein	NF - kappa B,149,161,Gene/Protein	I kappa B molecules,214,233,Gene/Protein	NF - kappa B,243,255,Gene/Protein	"[{""token"": ""p65"", ""start_span"": 19, ""end_span"": 22, ""type"": ""Gene/Protein""}, {""token"": ""c - rel"", ""start_span"": 32, ""end_span"": 39, ""type"": ""Gene/Protein""}, {""token"": ""TNF - alpha"", ""start_span"": 101, ""end_span"": 112, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B"", ""start_span"": 149, ""end_span"": 161, ""type"": ""Gene/Protein""}, {""token"": ""I kappa B molecules"", ""start_span"": 214, ""end_span"": 233, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B"", ""start_span"": 243, ""end_span"": 255, ""type"": ""Gene/Protein""}]"	train
The IL - 2 octamer motif is a composite cis - element which binds Oct - 1 and Oct - 2 as well as a TPA / Ca ( 2 +) - inducible nuclear factor, previously termed octamer - associated protein ( OAP40).	IL - 2 octamer motif,4,24,Gene/Protein	cis - element,40,53,Gene/Protein	Oct - 1,66,73,Gene/Protein	Oct - 2,78,85,Gene/Protein	octamer - associated protein,161,189,Gene/Protein	OAP40,192,197,Gene/Protein	"[{""token"": ""IL - 2 octamer motif"", ""start_span"": 4, ""end_span"": 24, ""type"": ""Gene/Protein""}, {""token"": ""cis - element"", ""start_span"": 40, ""end_span"": 53, ""type"": ""Gene/Protein""}, {""token"": ""Oct - 1"", ""start_span"": 66, ""end_span"": 73, ""type"": ""Gene/Protein""}, {""token"": ""Oct - 2"", ""start_span"": 78, ""end_span"": 85, ""type"": ""Gene/Protein""}, {""token"": ""octamer - associated protein"", ""start_span"": 161, ""end_span"": 189, ""type"": ""Gene/Protein""}, {""token"": ""OAP40"", ""start_span"": 192, ""end_span"": 197, ""type"": ""Gene/Protein""}]"	train
Furthermore, retinoic acid receptor ( RAR) alpha is able to inhibit in vitro the formation of the complex between the nuclear AP - 1 / OAP and its specific binding site, resulting in the interference with Oct - 2 - dependent cis - regulatory function of this AP - 1 element.	retinoic acid receptor,13,35,Gene/Protein	RAR,38,41,Gene/Protein	AP - 1,126,132,Gene/Protein	/ OAP,133,138,Gene/Protein	Oct - 2,205,212,Gene/Protein	AP - 1,259,265,Gene/Protein	"[{""token"": ""retinoic acid receptor"", ""start_span"": 13, ""end_span"": 35, ""type"": ""Gene/Protein""}, {""token"": ""RAR"", ""start_span"": 38, ""end_span"": 41, ""type"": ""Gene/Protein""}, {""token"": ""AP - 1"", ""start_span"": 126, ""end_span"": 132, ""type"": ""Gene/Protein""}, {""token"": ""/ OAP"", ""start_span"": 133, ""end_span"": 138, ""type"": ""Gene/Protein""}, {""token"": ""Oct - 2"", ""start_span"": 205, ""end_span"": 212, ""type"": ""Gene/Protein""}, {""token"": ""AP - 1"", ""start_span"": 259, ""end_span"": 265, ""type"": ""Gene/Protein""}]"	train
The EBV - encoded latent membrane protein 1 is capable of transactivating the isolated CD48 NF - kappa B site but not the intact element, suggesting that the latent membrane protein 1 - driven activation of NF - kappa B / Rel must interact with other regulatory pathways to control expression of cellular genes as EBV drives resting B cells into the cell cycle.	EBV - encoded latent membrane protein 1,4,43,Gene/Protein	CD48,87,91,Gene/Protein	NF - kappa B site,92,109,Gene/Protein	intact element,122,136,Gene/Protein	latent membrane protein 1,158,183,Gene/Protein	NF - kappa B / Rel,207,225,Gene/Protein	"[{""token"": ""EBV - encoded latent membrane protein 1"", ""start_span"": 4, ""end_span"": 43, ""type"": ""Gene/Protein""}, {""token"": ""CD48"", ""start_span"": 87, ""end_span"": 91, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B site"", ""start_span"": 92, ""end_span"": 109, ""type"": ""Gene/Protein""}, {""token"": ""intact element"", ""start_span"": 122, ""end_span"": 136, ""type"": ""Gene/Protein""}, {""token"": ""latent membrane protein 1"", ""start_span"": 158, ""end_span"": 183, ""type"": ""Gene/Protein""}, {""token"": ""NF - kappa B / Rel"", ""start_span"": 207, ""end_span"": 225, ""type"": ""Gene/Protein""}]"	train
Southern analysis using a human progesterone receptor ( hPR) cDNA probe identified a germline TaqI restriction fragment length polymorphism ( RFLP) defined by two alleles: T1, represented by a 2. 7 kb fragment; and T2, represented by a 1. 9 kb fragment and characterised by an additional TaqI restriction site with respect to T1.	germline TaqI restriction fragment length polymorphism,85,139,Gene/Protein	RFLP,142,146,Gene/Protein	T1,172,174,Gene/Protein	T2,215,217,Gene/Protein	TaqI restriction site,288,309,Gene/Protein	T1,326,328,Gene/Protein	"[{""token"": ""germline TaqI restriction fragment length polymorphism"", ""start_span"": 85, ""end_span"": 139, ""type"": ""Gene/Protein""}, {""token"": ""RFLP"", ""start_span"": 142, ""end_span"": 146, ""type"": ""Gene/Protein""}, {""token"": ""T1"", ""start_span"": 172, ""end_span"": 174, ""type"": ""Gene/Protein""}, {""token"": ""T2"", ""start_span"": 215, ""end_span"": 217, ""type"": ""Gene/Protein""}, {""token"": ""TaqI restriction site"", ""start_span"": 288, ""end_span"": 309, ""type"": ""Gene/Protein""}, {""token"": ""T1"", ""start_span"": 326, ""end_span"": 328, ""type"": ""Gene/Protein""}]"	train
Biochemical studies demonstrate that OBF - 1 has no intrinsic DNA - binding activity and recognizes the POU domains of Oct - 1 and Oct - 2, but not those of Oct - 4 and Oct - 6.	OBF - 1,37,44,Gene/Protein	POU domains,104,115,Gene/Protein	Oct - 1,119,126,Gene/Protein	Oct - 2,131,138,Gene/Protein	Oct - 4,157,164,Gene/Protein	Oct - 6,169,176,Gene/Protein	"[{""token"": ""OBF - 1"", ""start_span"": 37, ""end_span"": 44, ""type"": ""Gene/Protein""}, {""token"": ""POU domains"", ""start_span"": 104, ""end_span"": 115, ""type"": ""Gene/Protein""}, {""token"": ""Oct - 1"", ""start_span"": 119, ""end_span"": 126, ""type"": ""Gene/Protein""}, {""token"": ""Oct - 2"", ""start_span"": 131, ""end_span"": 138, ""type"": ""Gene/Protein""}, {""token"": ""Oct - 4"", ""start_span"": 157, ""end_span"": 164, ""type"": ""Gene/Protein""}, {""token"": ""Oct - 6"", ""start_span"": 169, ""end_span"": 176, ""type"": ""Gene/Protein""}]"	train
Steel factor is one of the growth factors that controls the proliferation and differentiation of hematopoietic cells and SCL, also known as Tcl - 5 or Tal - 1, is a transcription factor involved in erythropoiesis.	Steel factor,0,12,Gene/Protein	growth factors,27,41,Gene/Protein	SCL,121,124,Gene/Protein	Tcl - 5,140,147,Gene/Protein	Tal - 1,151,158,Gene/Protein	transcription factor,165,185,Gene/Protein	"[{""token"": ""Steel factor"", ""start_span"": 0, ""end_span"": 12, ""type"": ""Gene/Protein""}, {""token"": ""growth factors"", ""start_span"": 27, ""end_span"": 41, ""type"": ""Gene/Protein""}, {""token"": ""SCL"", ""start_span"": 121, ""end_span"": 124, ""type"": ""Gene/Protein""}, {""token"": ""Tcl - 5"", ""start_span"": 140, ""end_span"": 147, ""type"": ""Gene/Protein""}, {""token"": ""Tal - 1"", ""start_span"": 151, ""end_span"": 158, ""type"": ""Gene/Protein""}, {""token"": ""transcription factor"", ""start_span"": 165, ""end_span"": 185, ""type"": ""Gene/Protein""}]"	train
Transactivation of the ICAM - I promoter by TaxI was further shown by co - transfection of a CAT reporter construct with the ICAM - I promoter and a plasmid expressing TaxI.	ICAM - I promoter,23,40,Gene/Protein	TaxI,44,48,Gene/Protein	CAT reporter construct,93,115,Gene/Protein	ICAM - I promoter,125,142,Gene/Protein	plasmid,149,156,Gene/Protein	TaxI,168,172,Gene/Protein	"[{""token"": ""ICAM - I promoter"", ""start_span"": 23, ""end_span"": 40, ""type"": ""Gene/Protein""}, {""token"": ""TaxI"", ""start_span"": 44, ""end_span"": 48, ""type"": ""Gene/Protein""}, {""token"": ""CAT reporter construct"", ""start_span"": 93, ""end_span"": 115, ""type"": ""Gene/Protein""}, {""token"": ""ICAM - I promoter"", ""start_span"": 125, ""end_span"": 142, ""type"": ""Gene/Protein""}, {""token"": ""plasmid"", ""start_span"": 149, ""end_span"": 156, ""type"": ""Gene/Protein""}, {""token"": ""TaxI"", ""start_span"": 168, ""end_span"": 172, ""type"": ""Gene/Protein""}]"	train
Detailed structural analysis of the first 12 cDNAs ( HZF 1 - 10) and a partial characterization of HZF 11 - 42 revealed that a common feature of human Kruppel - related zinc finger proteins is the presence of tandem arrays of zinc fingers ranging in number from 3 to over 20 that are preferentially located in the carboxy - terminal regions of the proteins.	cDNAs,45,50,Gene/Protein	HZF 1 - 10,53,63,Gene/Protein	HZF 11 - 42,99,110,Gene/Protein	human Kruppel - related zinc finger proteins,145,189,Gene/Protein	zinc fingers,226,238,Gene/Protein	carboxy - terminal regions,314,340,Gene/Protein	"[{""token"": ""cDNAs"", ""start_span"": 45, ""end_span"": 50, ""type"": ""Gene/Protein""}, {""token"": ""HZF 1 - 10"", ""start_span"": 53, ""end_span"": 63, ""type"": ""Gene/Protein""}, {""token"": ""HZF 11 - 42"", ""start_span"": 99, ""end_span"": 110, ""type"": ""Gene/Protein""}, {""token"": ""human Kruppel - related zinc finger proteins"", ""start_span"": 145, ""end_span"": 189, ""type"": ""Gene/Protein""}, {""token"": ""zinc fingers"", ""start_span"": 226, ""end_span"": 238, ""type"": ""Gene/Protein""}, {""token"": ""carboxy - terminal regions"", ""start_span"": 314, ""end_span"": 340, ""type"": ""Gene/Protein""}]"	train
Three binding sites for the Ets family of transcription factors are found in this region: two adjacent sites at positions - 50 and - 54 bp and a more 5 ' site at position - 67 bp.	binding sites,6,19,Gene/Protein	Ets family,28,38,Gene/Protein	transcription factors,42,63,Gene/Protein	- 50 and - 54 bp,122,138,Gene/Protein	5 ' site,150,158,Gene/Protein	- 67 bp,171,178,Gene/Protein	"[{""token"": ""binding sites"", ""start_span"": 6, ""end_span"": 19, ""type"": ""Gene/Protein""}, {""token"": ""Ets family"", ""start_span"": 28, ""end_span"": 38, ""type"": ""Gene/Protein""}, {""token"": ""transcription factors"", ""start_span"": 42, ""end_span"": 63, ""type"": ""Gene/Protein""}, {""token"": ""- 50 and - 54 bp"", ""start_span"": 122, ""end_span"": 138, ""type"": ""Gene/Protein""}, {""token"": ""5 ' site"", ""start_span"": 150, ""end_span"": 158, ""type"": ""Gene/Protein""}, {""token"": ""- 67 bp"", ""start_span"": 171, ""end_span"": 178, ""type"": ""Gene/Protein""}]"	train
Gene for a tissue - specific transcriptional activator ( EBF or Olf - 1), expressed in early B lymphocytes, adipocytes, and olfactory neurons, is located on human chromosome 5, band q34, and proximal mouse chromosome 11.	tissue - specific transcriptional activator,11,54,Gene/Protein	EBF,57,60,Gene/Protein	Olf - 1,64,71,Gene/Protein	human chromosome 5,157,175,Gene/Protein	band q34,177,185,Gene/Protein	proximal mouse chromosome 11,191,219,Gene/Protein	"[{""token"": ""tissue - specific transcriptional activator"", ""start_span"": 11, ""end_span"": 54, ""type"": ""Gene/Protein""}, {""token"": ""EBF"", ""start_span"": 57, ""end_span"": 60, ""type"": ""Gene/Protein""}, {""token"": ""Olf - 1"", ""start_span"": 64, ""end_span"": 71, ""type"": ""Gene/Protein""}, {""token"": ""human chromosome 5"", ""start_span"": 157, ""end_span"": 175, ""type"": ""Gene/Protein""}, {""token"": ""band q34"", ""start_span"": 177, ""end_span"": 185, ""type"": ""Gene/Protein""}, {""token"": ""proximal mouse chromosome 11"", ""start_span"": 191, ""end_span"": 219, ""type"": ""Gene/Protein""}]"	train
By Southern hybridization analyses of somatic cell hybrid panels with murine cDNA probe, fluorescence chromosomal in situ hybridization ( FISH) of human genomic clones, and analysis of recombinant inbred mouse strains, we have found single sites for EBF homologous sequences on human Chromosome ( Chr) 5, band q34, and on proximal mouse Chr 11, in an evolutionarily conserved region.	murine cDNA probe,70,87,Gene/Protein	human genomic clones,147,167,Gene/Protein	EBF homologous sequences,250,274,Gene/Protein	band q34,305,313,Gene/Protein	proximal mouse Chr 11,322,343,Gene/Protein	evolutionarily conserved region,351,382,Gene/Protein	"[{""token"": ""murine cDNA probe"", ""start_span"": 70, ""end_span"": 87, ""type"": ""Gene/Protein""}, {""token"": ""human genomic clones"", ""start_span"": 147, ""end_span"": 167, ""type"": ""Gene/Protein""}, {""token"": ""EBF homologous sequences"", ""start_span"": 250, ""end_span"": 274, ""type"": ""Gene/Protein""}, {""token"": ""band q34"", ""start_span"": 305, ""end_span"": 313, ""type"": ""Gene/Protein""}, {""token"": ""proximal mouse Chr 11"", ""start_span"": 322, ""end_span"": 343, ""type"": ""Gene/Protein""}, {""token"": ""evolutionarily conserved region"", ""start_span"": 351, ""end_span"": 382, ""type"": ""Gene/Protein""}]"	train
In contrast, cotransfection with a combination of NF - kappa B and AP - 1 significantly augmented transcription from the GM - CSF promoter containing the GM - kappa B / GC - box and the CLE0 ( AP - 1 / NF - AT).	NF - kappa B,50,62,Gene/Protein	AP - 1,67,73,Gene/Protein	GM - CSF promoter,121,138,Gene/Protein	GM - kappa B / GC - box,154,177,Gene/Protein	CLE0,186,190,Gene/Protein	AP - 1 / NF - AT,193,209,Gene/Protein	"[{""token"": ""NF - kappa B"", ""start_span"": 50, ""end_span"": 62, ""type"": ""Gene/Protein""}, {""token"": ""AP - 1"", ""start_span"": 67, ""end_span"": 73, ""type"": ""Gene/Protein""}, {""token"": ""GM - CSF promoter"", ""start_span"": 121, ""end_span"": 138, ""type"": ""Gene/Protein""}, {""token"": ""GM - kappa B / GC - box"", ""start_span"": 154, ""end_span"": 177, ""type"": ""Gene/Protein""}, {""token"": ""CLE0"", ""start_span"": 186, ""end_span"": 190, ""type"": ""Gene/Protein""}, {""token"": ""AP - 1 / NF - AT"", ""start_span"": 193, ""end_span"": 209, ""type"": ""Gene/Protein""}]"	train
