Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	json	split
The soluble factors they release in its presence arrest the cycle of endothelial cells ( EC), inhibit in vitro angiogenesis, negatively modulate the production of matrix metalloproteinase - 9, and the ability of EC to adhere to vitronectin and up - regulate ICAM - 1 and VCAM - 1 expression.	endothelial cells,69,86,Cell	EC,89,91,Cell	matrix metalloproteinase - 9,163,191,Gene_or_gene_product	EC,212,214,Cell	vitronectin,228,239,Gene_or_gene_product	ICAM - 1,258,266,Gene_or_gene_product	VCAM - 1,271,279,Gene_or_gene_product	"[{""token"": ""endothelial cells"", ""start_span"": 69, ""end_span"": 86, ""type"": ""Cell""}, {""token"": ""EC"", ""start_span"": 89, ""end_span"": 91, ""type"": ""Cell""}, {""token"": ""matrix metalloproteinase - 9"", ""start_span"": 163, ""end_span"": 191, ""type"": ""Gene_or_gene_product""}, {""token"": ""EC"", ""start_span"": 212, ""end_span"": 214, ""type"": ""Cell""}, {""token"": ""vitronectin"", ""start_span"": 228, ""end_span"": 239, ""type"": ""Gene_or_gene_product""}, {""token"": ""ICAM - 1"", ""start_span"": 258, ""end_span"": 266, ""type"": ""Gene_or_gene_product""}, {""token"": ""VCAM - 1"", ""start_span"": 271, ""end_span"": 279, ""type"": ""Gene_or_gene_product""}]"	train
Inhibition of PDGF - stimulated and matrix - mediated proliferation of human vascular smooth muscle cells by SPARC is independent of changes in cell shape or cyclin - dependent kinase inhibitors.	PDGF,14,18,Gene_or_gene_product	matrix,36,42,Cellular_component	human,71,76,Organism	vascular smooth muscle cells,77,105,Cell	SPARC,109,114,Gene_or_gene_product	cell,144,148,Cell	cyclin - dependent kinase inhibitors,158,194,Chemical	"[{""token"": ""PDGF"", ""start_span"": 14, ""end_span"": 18, ""type"": ""Gene_or_gene_product""}, {""token"": ""matrix"", ""start_span"": 36, ""end_span"": 42, ""type"": ""Cellular_component""}, {""token"": ""human"", ""start_span"": 71, ""end_span"": 76, ""type"": ""Organism""}, {""token"": ""vascular smooth muscle cells"", ""start_span"": 77, ""end_span"": 105, ""type"": ""Cell""}, {""token"": ""SPARC"", ""start_span"": 109, ""end_span"": 114, ""type"": ""Gene_or_gene_product""}, {""token"": ""cell"", ""start_span"": 144, ""end_span"": 148, ""type"": ""Cell""}, {""token"": ""cyclin - dependent kinase inhibitors"", ""start_span"": 158, ""end_span"": 194, ""type"": ""Chemical""}]"	train
METHODS: Tumor biopsy specimens and serum were obtained from 37 neuroblastoma patients; adrenal biopsy sections and sera of 7 normal children served as controls.	Tumor biopsy specimens,9,31,Cancer	serum,36,41,Organism_substance	neuroblastoma,64,77,Cancer	patients,78,86,Organism	adrenal biopsy sections,88,111,Multi	sera,116,120,Organism_substance	children,133,141,Organism	"[{""token"": ""Tumor biopsy specimens"", ""start_span"": 9, ""end_span"": 31, ""type"": ""Cancer""}, {""token"": ""serum"", ""start_span"": 36, ""end_span"": 41, ""type"": ""Organism_substance""}, {""token"": ""neuroblastoma"", ""start_span"": 64, ""end_span"": 77, ""type"": ""Cancer""}, {""token"": ""patients"", ""start_span"": 78, ""end_span"": 86, ""type"": ""Organism""}, {""token"": ""adrenal biopsy sections"", ""start_span"": 88, ""end_span"": 111, ""type"": ""Multi""}, {""token"": ""sera"", ""start_span"": 116, ""end_span"": 120, ""type"": ""Organism_substance""}, {""token"": ""children"", ""start_span"": 133, ""end_span"": 141, ""type"": ""Organism""}]"	train
Dietary CLA decreased serum levels of vascular endothelial growth factor ( VEGF) and whole mammary gland levels of VEGF and its receptor Flk - 1.	CLA,8,11,Chemical	serum,22,27,Organism_substance	vascular endothelial growth factor,38,72,Gene_or_gene_product	VEGF,75,79,Gene_or_gene_product	mammary gland,91,104,Organ	VEGF,115,119,Gene_or_gene_product	Flk - 1,137,144,Gene_or_gene_product	"[{""token"": ""CLA"", ""start_span"": 8, ""end_span"": 11, ""type"": ""Chemical""}, {""token"": ""serum"", ""start_span"": 22, ""end_span"": 27, ""type"": ""Organism_substance""}, {""token"": ""vascular endothelial growth factor"", ""start_span"": 38, ""end_span"": 72, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 75, ""end_span"": 79, ""type"": ""Gene_or_gene_product""}, {""token"": ""mammary gland"", ""start_span"": 91, ""end_span"": 104, ""type"": ""Organ""}, {""token"": ""VEGF"", ""start_span"": 115, ""end_span"": 119, ""type"": ""Gene_or_gene_product""}, {""token"": ""Flk - 1"", ""start_span"": 137, ""end_span"": 144, ""type"": ""Gene_or_gene_product""}]"	train
Histologic evaluation revealed that although tumors overexpressing TIMP - 3 had an increased number of CD31 ( +) endothelial cells, these endothelial cells had not formed functional tubules, as evidenced by decreased vessel continuity and minimal pericyte recruitment.	tumors,45,51,Cancer	TIMP - 3,67,75,Gene_or_gene_product	CD31,103,107,Gene_or_gene_product	endothelial cells,113,130,Cell	tubules,182,189,Tissue	vessel,217,223,Multi	pericyte,247,255,Cell	"[{""token"": ""tumors"", ""start_span"": 45, ""end_span"": 51, ""type"": ""Cancer""}, {""token"": ""TIMP - 3"", ""start_span"": 67, ""end_span"": 75, ""type"": ""Gene_or_gene_product""}, {""token"": ""CD31"", ""start_span"": 103, ""end_span"": 107, ""type"": ""Gene_or_gene_product""}, {""token"": ""endothelial cells"", ""start_span"": 113, ""end_span"": 130, ""type"": ""Cell""}, {""token"": ""tubules"", ""start_span"": 182, ""end_span"": 189, ""type"": ""Tissue""}, {""token"": ""vessel"", ""start_span"": 217, ""end_span"": 223, ""type"": ""Multi""}, {""token"": ""pericyte"", ""start_span"": 247, ""end_span"": 255, ""type"": ""Cell""}]"	train
Looking for mechanisms linking Brn - 3a to carcinogenesis, we discuss the role of this transcription factor in influencing Bcl - 2 / p53 antagonism and Bcl - 2 / VEGF induction of tumor angiogenesis, concluding this review with a proposal for the oncogenic nature of Brn - 3a.	Brn - 3a,31,39,Gene_or_gene_product	Bcl - 2,123,130,Gene_or_gene_product	p53,133,136,Gene_or_gene_product	Bcl - 2,152,159,Gene_or_gene_product	VEGF,162,166,Gene_or_gene_product	tumor,180,185,Cancer	Brn - 3a,267,275,Gene_or_gene_product	"[{""token"": ""Brn - 3a"", ""start_span"": 31, ""end_span"": 39, ""type"": ""Gene_or_gene_product""}, {""token"": ""Bcl - 2"", ""start_span"": 123, ""end_span"": 130, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 133, ""end_span"": 136, ""type"": ""Gene_or_gene_product""}, {""token"": ""Bcl - 2"", ""start_span"": 152, ""end_span"": 159, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 162, ""end_span"": 166, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumor"", ""start_span"": 180, ""end_span"": 185, ""type"": ""Cancer""}, {""token"": ""Brn - 3a"", ""start_span"": 267, ""end_span"": 275, ""type"": ""Gene_or_gene_product""}]"	train
F - 2 cells cultured on Matrigel showed evident tube formation, and coculture of F - 2 cells with A431 cells led to the formation of A431 cell nests constantly surrounded by tube - like networks consisting of F - 2 cells.	F - 2 cells,0,11,Cell	tube,48,52,Tissue	F - 2 cells,81,92,Cell	A431 cells,98,108,Cell	A431 cell,133,142,Cell	tube,174,178,Tissue	F - 2 cells,209,220,Cell	"[{""token"": ""F - 2 cells"", ""start_span"": 0, ""end_span"": 11, ""type"": ""Cell""}, {""token"": ""tube"", ""start_span"": 48, ""end_span"": 52, ""type"": ""Tissue""}, {""token"": ""F - 2 cells"", ""start_span"": 81, ""end_span"": 92, ""type"": ""Cell""}, {""token"": ""A431 cells"", ""start_span"": 98, ""end_span"": 108, ""type"": ""Cell""}, {""token"": ""A431 cell"", ""start_span"": 133, ""end_span"": 142, ""type"": ""Cell""}, {""token"": ""tube"", ""start_span"": 174, ""end_span"": 178, ""type"": ""Tissue""}, {""token"": ""F - 2 cells"", ""start_span"": 209, ""end_span"": 220, ""type"": ""Cell""}]"	train
These results indicate that the interaction of tumor cells and endothelial cells in orderly tumor angiomorphogenesis is highly dependent on the action of cell adhesion molecules mediating the adhesion of cancer cells to endothelial cells, inhibition of which remarkably retards tumor growth and angiogenesis.	tumor cells,47,58,Cell	endothelial cells,63,80,Cell	tumor,92,97,Cancer	cell,154,158,Cell	cancer cells,204,216,Cell	endothelial cells,220,237,Cell	tumor,278,283,Cancer	"[{""token"": ""tumor cells"", ""start_span"": 47, ""end_span"": 58, ""type"": ""Cell""}, {""token"": ""endothelial cells"", ""start_span"": 63, ""end_span"": 80, ""type"": ""Cell""}, {""token"": ""tumor"", ""start_span"": 92, ""end_span"": 97, ""type"": ""Cancer""}, {""token"": ""cell"", ""start_span"": 154, ""end_span"": 158, ""type"": ""Cell""}, {""token"": ""cancer cells"", ""start_span"": 204, ""end_span"": 216, ""type"": ""Cell""}, {""token"": ""endothelial cells"", ""start_span"": 220, ""end_span"": 237, ""type"": ""Cell""}, {""token"": ""tumor"", ""start_span"": 278, ""end_span"": 283, ""type"": ""Cancer""}]"	train
We investigated the roles of the prostaglandin synthases cyclooxygenase ( COX) I and COX - II in angiogenesis and progesterone production in the newly formed CL, using inhibitors of the COX enzymes and the gonadotropin - induced pseudopregnant rat as a model.	prostaglandin,33,46,Chemical	COX - II,85,93,Gene_or_gene_product	progesterone,114,126,Chemical	CL,158,160,Multi	COX enzymes,186,197,Gene_or_gene_product	gonadotropin,206,218,Gene_or_gene_product	rat,244,247,Organism	"[{""token"": ""prostaglandin"", ""start_span"": 33, ""end_span"": 46, ""type"": ""Chemical""}, {""token"": ""COX - II"", ""start_span"": 85, ""end_span"": 93, ""type"": ""Gene_or_gene_product""}, {""token"": ""progesterone"", ""start_span"": 114, ""end_span"": 126, ""type"": ""Chemical""}, {""token"": ""CL"", ""start_span"": 158, ""end_span"": 160, ""type"": ""Multi""}, {""token"": ""COX enzymes"", ""start_span"": 186, ""end_span"": 197, ""type"": ""Gene_or_gene_product""}, {""token"": ""gonadotropin"", ""start_span"": 206, ""end_span"": 218, ""type"": ""Gene_or_gene_product""}, {""token"": ""rat"", ""start_span"": 244, ""end_span"": 247, ""type"": ""Organism""}]"	train
BACKGROUND & # 38; OBJECTIVE: It has been proved that Epstein - Barr virus ( EBV) latent membrane protein 1 ( EBV - LMP1) can induce the expression of matrix metalloproteinase - 9 ( MMP - 9).	Epstein - Barr virus,54,74,Organism	EBV,77,80,Organism	latent membrane protein 1,82,107,Gene_or_gene_product	EBV,110,113,Organism	LMP1,116,120,Gene_or_gene_product	matrix metalloproteinase - 9,151,179,Gene_or_gene_product	MMP - 9,182,189,Gene_or_gene_product	"[{""token"": ""Epstein - Barr virus"", ""start_span"": 54, ""end_span"": 74, ""type"": ""Organism""}, {""token"": ""EBV"", ""start_span"": 77, ""end_span"": 80, ""type"": ""Organism""}, {""token"": ""latent membrane protein 1"", ""start_span"": 82, ""end_span"": 107, ""type"": ""Gene_or_gene_product""}, {""token"": ""EBV"", ""start_span"": 110, ""end_span"": 113, ""type"": ""Organism""}, {""token"": ""LMP1"", ""start_span"": 116, ""end_span"": 120, ""type"": ""Gene_or_gene_product""}, {""token"": ""matrix metalloproteinase - 9"", ""start_span"": 151, ""end_span"": 179, ""type"": ""Gene_or_gene_product""}, {""token"": ""MMP - 9"", ""start_span"": 182, ""end_span"": 189, ""type"": ""Gene_or_gene_product""}]"	train
RESULTS: Adenoviral transduction of endothelial cells with pAd - Survivin inhibited growth factor deprivation - or ceramide - induced apoptosis, reduced caspase - 3 and - 7 generation, and stabilized three - dimensional capillary networks in vitro.	Adenoviral,9,19,Organism	endothelial cells,36,53,Cell	pAd - Survivin,59,73,Gene_or_gene_product	ceramide,115,123,Chemical	caspase - 3,153,164,Gene_or_gene_product	- 7,169,172,Gene_or_gene_product	capillary networks,220,238,Multi	"[{""token"": ""Adenoviral"", ""start_span"": 9, ""end_span"": 19, ""type"": ""Organism""}, {""token"": ""endothelial cells"", ""start_span"": 36, ""end_span"": 53, ""type"": ""Cell""}, {""token"": ""pAd - Survivin"", ""start_span"": 59, ""end_span"": 73, ""type"": ""Gene_or_gene_product""}, {""token"": ""ceramide"", ""start_span"": 115, ""end_span"": 123, ""type"": ""Chemical""}, {""token"": ""caspase - 3"", ""start_span"": 153, ""end_span"": 164, ""type"": ""Gene_or_gene_product""}, {""token"": ""- 7"", ""start_span"": 169, ""end_span"": 172, ""type"": ""Gene_or_gene_product""}, {""token"": ""capillary networks"", ""start_span"": 220, ""end_span"": 238, ""type"": ""Multi""}]"	train
Cytotoxic concentrations of cisplatin, etoposide, doxorubicin or peplomycin ( tentatively termed as Group I compounds), but not methotrexate and 5 - FU ( tentatively termed as Group II compounds), enhanced the cytotoxic activity of NaF.	cisplatin,28,37,Chemical	etoposide,39,48,Chemical	doxorubicin,50,61,Chemical	peplomycin,65,75,Chemical	methotrexate,128,140,Chemical	5 - FU,145,151,Chemical	NaF,232,235,Chemical	"[{""token"": ""cisplatin"", ""start_span"": 28, ""end_span"": 37, ""type"": ""Chemical""}, {""token"": ""etoposide"", ""start_span"": 39, ""end_span"": 48, ""type"": ""Chemical""}, {""token"": ""doxorubicin"", ""start_span"": 50, ""end_span"": 61, ""type"": ""Chemical""}, {""token"": ""peplomycin"", ""start_span"": 65, ""end_span"": 75, ""type"": ""Chemical""}, {""token"": ""methotrexate"", ""start_span"": 128, ""end_span"": 140, ""type"": ""Chemical""}, {""token"": ""5 - FU"", ""start_span"": 145, ""end_span"": 151, ""type"": ""Chemical""}, {""token"": ""NaF"", ""start_span"": 232, ""end_span"": 235, ""type"": ""Chemical""}]"	train
NaF reduced the glucose consumption at early stage, possibly by inhibition of glycolysis, whereas cisplatin and etoposide reduced the glucose consumption at later stage, suggesting that early decline of glucose consumption is rather specific to NaF.	NaF,0,3,Chemical	glucose,16,23,Chemical	cisplatin,98,107,Chemical	etoposide,112,121,Chemical	glucose,134,141,Chemical	glucose,203,210,Chemical	NaF,245,248,Chemical	"[{""token"": ""NaF"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Chemical""}, {""token"": ""glucose"", ""start_span"": 16, ""end_span"": 23, ""type"": ""Chemical""}, {""token"": ""cisplatin"", ""start_span"": 98, ""end_span"": 107, ""type"": ""Chemical""}, {""token"": ""etoposide"", ""start_span"": 112, ""end_span"": 121, ""type"": ""Chemical""}, {""token"": ""glucose"", ""start_span"": 134, ""end_span"": 141, ""type"": ""Chemical""}, {""token"": ""glucose"", ""start_span"": 203, ""end_span"": 210, ""type"": ""Chemical""}, {""token"": ""NaF"", ""start_span"": 245, ""end_span"": 248, ""type"": ""Chemical""}]"	train
This chapter focuses on the morphology of blood vessel formation in and around the early central nervous system ( CNS, i. e., brain and spinal cord) of avian embryos.	blood vessel,42,54,Multi	central nervous system,89,111,Anatomical_system	CNS,114,117,Anatomical_system	brain,126,131,Organ	spinal cord,136,147,Organ	avian,152,157,Organism	embryos,158,165,Developing_anatomical_structure	"[{""token"": ""blood vessel"", ""start_span"": 42, ""end_span"": 54, ""type"": ""Multi""}, {""token"": ""central nervous system"", ""start_span"": 89, ""end_span"": 111, ""type"": ""Anatomical_system""}, {""token"": ""CNS"", ""start_span"": 114, ""end_span"": 117, ""type"": ""Anatomical_system""}, {""token"": ""brain"", ""start_span"": 126, ""end_span"": 131, ""type"": ""Organ""}, {""token"": ""spinal cord"", ""start_span"": 136, ""end_span"": 147, ""type"": ""Organ""}, {""token"": ""avian"", ""start_span"": 152, ""end_span"": 157, ""type"": ""Organism""}, {""token"": ""embryos"", ""start_span"": 158, ""end_span"": 165, ""type"": ""Developing_anatomical_structure""}]"	train
In mice, xenografts of human glioblastoma U87MG, which has decreased expression of ING4, grow significantly faster and have higher vascular volume fractions than control tumours.	mice,3,7,Organism	xenografts,9,19,Cancer	human,23,28,Organism	glioblastoma U87MG,29,47,Cancer	ING4,83,87,Gene_or_gene_product	vascular,131,139,Multi	tumours,170,177,Cancer	"[{""token"": ""mice"", ""start_span"": 3, ""end_span"": 7, ""type"": ""Organism""}, {""token"": ""xenografts"", ""start_span"": 9, ""end_span"": 19, ""type"": ""Cancer""}, {""token"": ""human"", ""start_span"": 23, ""end_span"": 28, ""type"": ""Organism""}, {""token"": ""glioblastoma U87MG"", ""start_span"": 29, ""end_span"": 47, ""type"": ""Cancer""}, {""token"": ""ING4"", ""start_span"": 83, ""end_span"": 87, ""type"": ""Gene_or_gene_product""}, {""token"": ""vascular"", ""start_span"": 131, ""end_span"": 139, ""type"": ""Multi""}, {""token"": ""tumours"", ""start_span"": 170, ""end_span"": 177, ""type"": ""Cancer""}]"	train
