Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	json	split
The success of current systemic and intravesical therapeutic agents, such as cisplatin, thiotepa, Adriamycin, mitomycin C, and bacillus Calmette - Guerin, is limited with recurrence rates reduced to 17 - 44%.	cisplatin,77,86,Chemical	thiotepa,88,96,Chemical	Adriamycin,98,108,Chemical	mitomycin C,110,121,Chemical	bacillus Calmette - Guerin,127,153,Organism	"[{""token"": ""cisplatin"", ""start_span"": 77, ""end_span"": 86, ""type"": ""Chemical""}, {""token"": ""thiotepa"", ""start_span"": 88, ""end_span"": 96, ""type"": ""Chemical""}, {""token"": ""Adriamycin"", ""start_span"": 98, ""end_span"": 108, ""type"": ""Chemical""}, {""token"": ""mitomycin C"", ""start_span"": 110, ""end_span"": 121, ""type"": ""Chemical""}, {""token"": ""bacillus Calmette - Guerin"", ""start_span"": 127, ""end_span"": 153, ""type"": ""Organism""}]"	train
In addition, we found down - regulation of cyclin B, cyclin E, and dephosphorylation of cdk2 in ciprofloxacin - treated bladder tumor cells.	cyclin B,43,51,Gene_or_gene_product	cyclin E,53,61,Gene_or_gene_product	cdk2,88,92,Gene_or_gene_product	ciprofloxacin,96,109,Chemical	bladder tumor cells,120,139,Cell	"[{""token"": ""cyclin B"", ""start_span"": 43, ""end_span"": 51, ""type"": ""Gene_or_gene_product""}, {""token"": ""cyclin E"", ""start_span"": 53, ""end_span"": 61, ""type"": ""Gene_or_gene_product""}, {""token"": ""cdk2"", ""start_span"": 88, ""end_span"": 92, ""type"": ""Gene_or_gene_product""}, {""token"": ""ciprofloxacin"", ""start_span"": 96, ""end_span"": 109, ""type"": ""Chemical""}, {""token"": ""bladder tumor cells"", ""start_span"": 120, ""end_span"": 139, ""type"": ""Cell""}]"	train
The cyclin - dependent kinase inhibitor p21WAF1 level was found to be decreased within 12 h of ciprofloxacin treatment and disappeared completely when HTB9 cells were treated with 200 microg / ml ciprofloxacin for 24 h.	cyclin - dependent kinase,4,29,Gene_or_gene_product	p21WAF1,40,47,Gene_or_gene_product	ciprofloxacin,95,108,Chemical	HTB9 cells,151,161,Cell	ciprofloxacin,196,209,Chemical	"[{""token"": ""cyclin - dependent kinase"", ""start_span"": 4, ""end_span"": 29, ""type"": ""Gene_or_gene_product""}, {""token"": ""p21WAF1"", ""start_span"": 40, ""end_span"": 47, ""type"": ""Gene_or_gene_product""}, {""token"": ""ciprofloxacin"", ""start_span"": 95, ""end_span"": 108, ""type"": ""Chemical""}, {""token"": ""HTB9 cells"", ""start_span"": 151, ""end_span"": 161, ""type"": ""Cell""}, {""token"": ""ciprofloxacin"", ""start_span"": 196, ""end_span"": 209, ""type"": ""Chemical""}]"	train
Vascular proliferation and enhanced expression of endothelial nitric oxide synthase in human peritoneum exposed to long - term peritoneal dialysis.	Vascular,0,8,Multi	endothelial nitric oxide synthase,50,83,Gene_or_gene_product	human,87,92,Organism	peritoneum,93,103,Multi	peritoneal,127,137,Multi	"[{""token"": ""Vascular"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Multi""}, {""token"": ""endothelial nitric oxide synthase"", ""start_span"": 50, ""end_span"": 83, ""type"": ""Gene_or_gene_product""}, {""token"": ""human"", ""start_span"": 87, ""end_span"": 92, ""type"": ""Organism""}, {""token"": ""peritoneum"", ""start_span"": 93, ""end_span"": 103, ""type"": ""Multi""}, {""token"": ""peritoneal"", ""start_span"": 127, ""end_span"": 137, ""type"": ""Multi""}]"	train
The biologic relevance of increased NOS in long - term PD was demonstrated by enhanced nitrotyrosine immunoreactivity and a significant increase in vascular density and endothelial area in the peritoneum.	NOS,36,39,Gene_or_gene_product	nitrotyrosine,87,100,Chemical	vascular,148,156,Multi	endothelial area,169,185,Tissue	peritoneum,193,203,Multi	"[{""token"": ""NOS"", ""start_span"": 36, ""end_span"": 39, ""type"": ""Gene_or_gene_product""}, {""token"": ""nitrotyrosine"", ""start_span"": 87, ""end_span"": 100, ""type"": ""Chemical""}, {""token"": ""vascular"", ""start_span"": 148, ""end_span"": 156, ""type"": ""Multi""}, {""token"": ""endothelial area"", ""start_span"": 169, ""end_span"": 185, ""type"": ""Tissue""}, {""token"": ""peritoneum"", ""start_span"": 193, ""end_span"": 203, ""type"": ""Multi""}]"	train
Immunoblotting and immunostaining studies demonstrated an upregulation of vascular endothelial growth factor ( VEGF) mostly along the endothelium lining peritoneal blood vessels in long - term PD patients.	vascular endothelial growth factor,74,108,Gene_or_gene_product	VEGF,111,115,Gene_or_gene_product	endothelium,134,145,Tissue	peritoneal blood vessels,153,177,Multi	patients,196,204,Organism	"[{""token"": ""vascular endothelial growth factor"", ""start_span"": 74, ""end_span"": 108, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 111, ""end_span"": 115, ""type"": ""Gene_or_gene_product""}, {""token"": ""endothelium"", ""start_span"": 134, ""end_span"": 145, ""type"": ""Tissue""}, {""token"": ""peritoneal blood vessels"", ""start_span"": 153, ""end_span"": 177, ""type"": ""Multi""}, {""token"": ""patients"", ""start_span"": 196, ""end_span"": 204, ""type"": ""Organism""}]"	train
It has long been noted, however, that hair follicle cycling is associated with prominent changes in skin perfusion, that the epithelial hair bulbs of anagen follicles display angiogenic properties, and that the follicular dermal papilla can produce angiogenic factors.	hair follicle,38,51,Multi	skin,100,104,Organ	epithelial hair bulbs,125,146,Tissue	anagen follicles,150,166,Multi	follicular dermal papilla,211,236,Tissue	"[{""token"": ""hair follicle"", ""start_span"": 38, ""end_span"": 51, ""type"": ""Multi""}, {""token"": ""skin"", ""start_span"": 100, ""end_span"": 104, ""type"": ""Organ""}, {""token"": ""epithelial hair bulbs"", ""start_span"": 125, ""end_span"": 146, ""type"": ""Tissue""}, {""token"": ""anagen follicles"", ""start_span"": 150, ""end_span"": 166, ""type"": ""Multi""}, {""token"": ""follicular dermal papilla"", ""start_span"": 211, ""end_span"": 236, ""type"": ""Tissue""}]"	train
Our results indicate that alpha - MSH exerts modulatory effects on the activation of NF - kappa B and AP - 1, and that it can regulate chemokine secretion in human dermal fibroblasts.	alpha - MSH,26,37,Gene_or_gene_product	NF - kappa B,85,97,Gene_or_gene_product	AP - 1,102,108,Gene_or_gene_product	human,158,163,Organism	dermal fibroblasts,164,182,Cell	"[{""token"": ""alpha - MSH"", ""start_span"": 26, ""end_span"": 37, ""type"": ""Gene_or_gene_product""}, {""token"": ""NF - kappa B"", ""start_span"": 85, ""end_span"": 97, ""type"": ""Gene_or_gene_product""}, {""token"": ""AP - 1"", ""start_span"": 102, ""end_span"": 108, ""type"": ""Gene_or_gene_product""}, {""token"": ""human"", ""start_span"": 158, ""end_span"": 163, ""type"": ""Organism""}, {""token"": ""dermal fibroblasts"", ""start_span"": 164, ""end_span"": 182, ""type"": ""Cell""}]"	train
The value of serum S - 100beta and interleukins as tumour markers in advanced melanoma.	serum,13,18,Organism_substance	S - 100beta,19,30,Gene_or_gene_product	interleukins,35,47,Gene_or_gene_product	tumour,51,57,Cancer	melanoma,78,86,Cancer	"[{""token"": ""serum"", ""start_span"": 13, ""end_span"": 18, ""type"": ""Organism_substance""}, {""token"": ""S - 100beta"", ""start_span"": 19, ""end_span"": 30, ""type"": ""Gene_or_gene_product""}, {""token"": ""interleukins"", ""start_span"": 35, ""end_span"": 47, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumour"", ""start_span"": 51, ""end_span"": 57, ""type"": ""Cancer""}, {""token"": ""melanoma"", ""start_span"": 78, ""end_span"": 86, ""type"": ""Cancer""}]"	train
To begin to explain the morphology of Ras - plus TEL - expressing cells, we demonstrated that the endogenous matrix metalloproteinase stromelysin - 1 was repressed by TEL.	Ras,38,41,Gene_or_gene_product	TEL,49,52,Gene_or_gene_product	cells,66,71,Cell	matrix metalloproteinase stromelysin - 1,109,149,Gene_or_gene_product	TEL,167,170,Gene_or_gene_product	"[{""token"": ""Ras"", ""start_span"": 38, ""end_span"": 41, ""type"": ""Gene_or_gene_product""}, {""token"": ""TEL"", ""start_span"": 49, ""end_span"": 52, ""type"": ""Gene_or_gene_product""}, {""token"": ""cells"", ""start_span"": 66, ""end_span"": 71, ""type"": ""Cell""}, {""token"": ""matrix metalloproteinase stromelysin - 1"", ""start_span"": 109, ""end_span"": 149, ""type"": ""Gene_or_gene_product""}, {""token"": ""TEL"", ""start_span"": 167, ""end_span"": 170, ""type"": ""Gene_or_gene_product""}]"	train
In this study, we sought to investigate in more detail the role of caspase - 3 in apoptotic processes in cultured cells and in cell - free extracts of breast cancer cells.	caspase - 3,67,78,Gene_or_gene_product	cells,114,119,Cell	cell,127,131,Cell	extracts,139,147,Organism_substance	breast cancer cells,151,170,Cell	"[{""token"": ""caspase - 3"", ""start_span"": 67, ""end_span"": 78, ""type"": ""Gene_or_gene_product""}, {""token"": ""cells"", ""start_span"": 114, ""end_span"": 119, ""type"": ""Cell""}, {""token"": ""cell"", ""start_span"": 127, ""end_span"": 131, ""type"": ""Cell""}, {""token"": ""extracts"", ""start_span"": 139, ""end_span"": 147, ""type"": ""Organism_substance""}, {""token"": ""breast cancer cells"", ""start_span"": 151, ""end_span"": 170, ""type"": ""Cell""}]"	train
We further show that in extracts from caspase - 3 - deficient MCF - 7 cells, procaspase - 9 processing is strongly impaired after stimulation with either cytochrome c or recombinant caspase - 8.	extracts,24,32,Organism_substance	caspase - 3,38,49,Gene_or_gene_product	procaspase - 9,77,91,Gene_or_gene_product	cytochrome c,154,166,Gene_or_gene_product	caspase - 8,182,193,Gene_or_gene_product	"[{""token"": ""extracts"", ""start_span"": 24, ""end_span"": 32, ""type"": ""Organism_substance""}, {""token"": ""caspase - 3"", ""start_span"": 38, ""end_span"": 49, ""type"": ""Gene_or_gene_product""}, {""token"": ""procaspase - 9"", ""start_span"": 77, ""end_span"": 91, ""type"": ""Gene_or_gene_product""}, {""token"": ""cytochrome c"", ""start_span"": 154, ""end_span"": 166, ""type"": ""Gene_or_gene_product""}, {""token"": ""caspase - 8"", ""start_span"": 182, ""end_span"": 193, ""type"": ""Gene_or_gene_product""}]"	train
Expression of wild - type VASP induces marked membrane ruffling and formation of prominent stress fibers in bovine aortic endothelial cells.	VASP,26,30,Gene_or_gene_product	membrane,46,54,Cellular_component	stress fibers,91,104,Cellular_component	bovine,108,114,Organism	aortic endothelial cells,115,139,Cell	"[{""token"": ""VASP"", ""start_span"": 26, ""end_span"": 30, ""type"": ""Gene_or_gene_product""}, {""token"": ""membrane"", ""start_span"": 46, ""end_span"": 54, ""type"": ""Cellular_component""}, {""token"": ""stress fibers"", ""start_span"": 91, ""end_span"": 104, ""type"": ""Cellular_component""}, {""token"": ""bovine"", ""start_span"": 108, ""end_span"": 114, ""type"": ""Organism""}, {""token"": ""aortic endothelial cells"", ""start_span"": 115, ""end_span"": 139, ""type"": ""Cell""}]"	train
The ability of distinct subdomains within VASP to bind adhesion proteins and induce F - actin bundling in vivo suggests that this protein could function in the aggregation and tethering of actin filaments during the formation of endothelial cell - substrate and cell - cell contacts.	VASP,42,46,Gene_or_gene_product	F - actin,84,93,Gene_or_gene_product	actin,189,194,Gene_or_gene_product	endothelial cell - substrate,229,257,Cellular_component	cell - cell contacts,262,282,Cellular_component	"[{""token"": ""VASP"", ""start_span"": 42, ""end_span"": 46, ""type"": ""Gene_or_gene_product""}, {""token"": ""F - actin"", ""start_span"": 84, ""end_span"": 93, ""type"": ""Gene_or_gene_product""}, {""token"": ""actin"", ""start_span"": 189, ""end_span"": 194, ""type"": ""Gene_or_gene_product""}, {""token"": ""endothelial cell - substrate"", ""start_span"": 229, ""end_span"": 257, ""type"": ""Cellular_component""}, {""token"": ""cell - cell contacts"", ""start_span"": 262, ""end_span"": 282, ""type"": ""Cellular_component""}]"	train
These data provide a mechanism whereby VASP can influence endothelial migration and organization during capillary formation and modulate vascular permeability via effects on endothelial cell contractility.	VASP,39,43,Gene_or_gene_product	endothelial,58,69,Cell	capillary,104,113,Tissue	vascular,137,145,Multi	endothelial cell,174,190,Cell	"[{""token"": ""VASP"", ""start_span"": 39, ""end_span"": 43, ""type"": ""Gene_or_gene_product""}, {""token"": ""endothelial"", ""start_span"": 58, ""end_span"": 69, ""type"": ""Cell""}, {""token"": ""capillary"", ""start_span"": 104, ""end_span"": 113, ""type"": ""Tissue""}, {""token"": ""vascular"", ""start_span"": 137, ""end_span"": 145, ""type"": ""Multi""}, {""token"": ""endothelial cell"", ""start_span"": 174, ""end_span"": 190, ""type"": ""Cell""}]"	train
This dual activity, together with the initiation of signal transduction pathways by uPAR, is believed to influence cellular behaviour in angiogenesis, inflammation, wound repair and tumor progression / metastasis and open up the way for uPAR - based therapeutic approaches.	uPAR,84,88,Gene_or_gene_product	cellular,115,123,Cell	wound,165,170,Pathological_formation	tumor,182,187,Cancer	uPAR,237,241,Gene_or_gene_product	"[{""token"": ""uPAR"", ""start_span"": 84, ""end_span"": 88, ""type"": ""Gene_or_gene_product""}, {""token"": ""cellular"", ""start_span"": 115, ""end_span"": 123, ""type"": ""Cell""}, {""token"": ""wound"", ""start_span"": 165, ""end_span"": 170, ""type"": ""Pathological_formation""}, {""token"": ""tumor"", ""start_span"": 182, ""end_span"": 187, ""type"": ""Cancer""}, {""token"": ""uPAR"", ""start_span"": 237, ""end_span"": 241, ""type"": ""Gene_or_gene_product""}]"	train
The p75 receptor belongs to the tumor necrosis factor ( TNF) family of death receptors and has been suggested as a receptor that mediates apoptosis in neuronal and NB cells.	p75,4,7,Gene_or_gene_product	tumor necrosis factor,32,53,Gene_or_gene_product	TNF,56,59,Gene_or_gene_product	neuronal,151,159,Cell	NB cells,164,172,Cell	"[{""token"": ""p75"", ""start_span"": 4, ""end_span"": 7, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumor necrosis factor"", ""start_span"": 32, ""end_span"": 53, ""type"": ""Gene_or_gene_product""}, {""token"": ""TNF"", ""start_span"": 56, ""end_span"": 59, ""type"": ""Gene_or_gene_product""}, {""token"": ""neuronal"", ""start_span"": 151, ""end_span"": 159, ""type"": ""Cell""}, {""token"": ""NB cells"", ""start_span"": 164, ""end_span"": 172, ""type"": ""Cell""}]"	train
TRADD domain of Epstein - Barr virus transforming protein LMP1 is essential for inducing immortalization and suppressing senescence of primary rodent fibroblasts.	TRADD,0,5,Gene_or_gene_product	Epstein - Barr virus,16,36,Organism	LMP1,58,62,Gene_or_gene_product	rodent,143,149,Organism	fibroblasts,150,161,Cell	"[{""token"": ""TRADD"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Gene_or_gene_product""}, {""token"": ""Epstein - Barr virus"", ""start_span"": 16, ""end_span"": 36, ""type"": ""Organism""}, {""token"": ""LMP1"", ""start_span"": 58, ""end_span"": 62, ""type"": ""Gene_or_gene_product""}, {""token"": ""rodent"", ""start_span"": 143, ""end_span"": 149, ""type"": ""Organism""}, {""token"": ""fibroblasts"", ""start_span"": 150, ""end_span"": 161, ""type"": ""Cell""}]"	train
Mutation analysis of latent membrane protein 1 ( LMP1) in Epstein - Barr virus ( EBV) - induced B - cell immortalization revealed two transformation effector sites, TES1 and TES2.	latent membrane protein 1,21,46,Gene_or_gene_product	LMP1,49,53,Gene_or_gene_product	Epstein - Barr virus,58,78,Organism	EBV,81,84,Organism	B - cell,96,104,Cell	"[{""token"": ""latent membrane protein 1"", ""start_span"": 21, ""end_span"": 46, ""type"": ""Gene_or_gene_product""}, {""token"": ""LMP1"", ""start_span"": 49, ""end_span"": 53, ""type"": ""Gene_or_gene_product""}, {""token"": ""Epstein - Barr virus"", ""start_span"": 58, ""end_span"": 78, ""type"": ""Organism""}, {""token"": ""EBV"", ""start_span"": 81, ""end_span"": 84, ""type"": ""Organism""}, {""token"": ""B - cell"", ""start_span"": 96, ""end_span"": 104, ""type"": ""Cell""}]"	train
The present study shows that a mutant with an LMP1 site - specific mutation at TES2, LMP1 ( TRADD), initially stimulates cell growth and significantly extends the life span of MEF.	LMP1,46,50,Gene_or_gene_product	LMP1,85,89,Gene_or_gene_product	TRADD,92,97,Gene_or_gene_product	cell,121,125,Cell	MEF,176,179,Cell	"[{""token"": ""LMP1"", ""start_span"": 46, ""end_span"": 50, ""type"": ""Gene_or_gene_product""}, {""token"": ""LMP1"", ""start_span"": 85, ""end_span"": 89, ""type"": ""Gene_or_gene_product""}, {""token"": ""TRADD"", ""start_span"": 92, ""end_span"": 97, ""type"": ""Gene_or_gene_product""}, {""token"": ""cell"", ""start_span"": 121, ""end_span"": 125, ""type"": ""Cell""}, {""token"": ""MEF"", ""start_span"": 176, ""end_span"": 179, ""type"": ""Cell""}]"	train
In vivo IL - 12 - dependent tumor inhibition rests on the ability of IL - 12 to activate a CD8 - mediated cytotoxicity, inhibit angiogenesis, and cause vascular injury.	IL - 12,8,15,Gene_or_gene_product	tumor,28,33,Cancer	IL - 12,69,76,Gene_or_gene_product	CD8,91,94,Gene_or_gene_product	vascular,152,160,Multi	"[{""token"": ""IL - 12"", ""start_span"": 8, ""end_span"": 15, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumor"", ""start_span"": 28, ""end_span"": 33, ""type"": ""Cancer""}, {""token"": ""IL - 12"", ""start_span"": 69, ""end_span"": 76, ""type"": ""Gene_or_gene_product""}, {""token"": ""CD8"", ""start_span"": 91, ""end_span"": 94, ""type"": ""Gene_or_gene_product""}, {""token"": ""vascular"", ""start_span"": 152, ""end_span"": 160, ""type"": ""Multi""}]"	train
To elucidate the biological role of the endogenous angiogenesis inhibitor thrombospondin - 2 ( TSP - 2) during multistep carcinogenesis, we subjected TSP - 2 - deficient and wild - type mice to a chemical skin carcinogenesis regimen.	thrombospondin - 2,74,92,Gene_or_gene_product	TSP - 2,95,102,Gene_or_gene_product	TSP - 2,150,157,Gene_or_gene_product	mice,186,190,Organism	skin,205,209,Organ	"[{""token"": ""thrombospondin - 2"", ""start_span"": 74, ""end_span"": 92, ""type"": ""Gene_or_gene_product""}, {""token"": ""TSP - 2"", ""start_span"": 95, ""end_span"": 102, ""type"": ""Gene_or_gene_product""}, {""token"": ""TSP - 2"", ""start_span"": 150, ""end_span"": 157, ""type"": ""Gene_or_gene_product""}, {""token"": ""mice"", ""start_span"": 186, ""end_span"": 190, ""type"": ""Organism""}, {""token"": ""skin"", ""start_span"": 205, ""end_span"": 209, ""type"": ""Organ""}]"	train
Surprisingly, TSP - 2 expression was strongly upregulated in the mesenchymal stroma of wild - type mice throughout the consecutive stages of tumorigenesis whereas the angiogenesis factor, vascular endothelial growth factor, was induced predominantly in tumor cells.	TSP - 2,14,21,Gene_or_gene_product	mesenchymal stroma,65,83,Tissue	mice,99,103,Organism	vascular endothelial growth factor,188,222,Gene_or_gene_product	tumor cells,253,264,Cell	"[{""token"": ""TSP - 2"", ""start_span"": 14, ""end_span"": 21, ""type"": ""Gene_or_gene_product""}, {""token"": ""mesenchymal stroma"", ""start_span"": 65, ""end_span"": 83, ""type"": ""Tissue""}, {""token"": ""mice"", ""start_span"": 99, ""end_span"": 103, ""type"": ""Organism""}, {""token"": ""vascular endothelial growth factor"", ""start_span"": 188, ""end_span"": 222, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumor cells"", ""start_span"": 253, ""end_span"": 264, ""type"": ""Cell""}]"	train
Invasion of adjacent organs was more frequent in the RSCM group than in the RSCB group and the Ki - 67 labeling index of the tumors was significantly higher in the former group.	organs,21,27,Organ	RSCM,53,57,Cancer	RSCB,76,80,Cancer	Ki - 67,95,102,Gene_or_gene_product	tumors,125,131,Cancer	"[{""token"": ""organs"", ""start_span"": 21, ""end_span"": 27, ""type"": ""Organ""}, {""token"": ""RSCM"", ""start_span"": 53, ""end_span"": 57, ""type"": ""Cancer""}, {""token"": ""RSCB"", ""start_span"": 76, ""end_span"": 80, ""type"": ""Cancer""}, {""token"": ""Ki - 67"", ""start_span"": 95, ""end_span"": 102, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumors"", ""start_span"": 125, ""end_span"": 131, ""type"": ""Cancer""}]"	train
