Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	json	split
Hence, GM - CSF and IL - 3 enhance the intracellular metabolism of ara - C and its incorporation into the DNA of leukemic cells leading to a higher antileukemic activity of ara - C on clonogenic leukemic cells ( CFU - L).	GM - CSF,7,15,Gene_or_gene_product	IL - 3,20,26,Gene_or_gene_product	intracellular,39,52,Immaterial_anatomical_entity	ara - C,67,74,Chemical	DNA,106,109,Cellular_component	leukemic cells,113,127,Cell	ara - C,173,180,Chemical	clonogenic leukemic cells,184,209,Cell	CFU - L,212,219,Cell	"[{""token"": ""GM - CSF"", ""start_span"": 7, ""end_span"": 15, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 3"", ""start_span"": 20, ""end_span"": 26, ""type"": ""Gene_or_gene_product""}, {""token"": ""intracellular"", ""start_span"": 39, ""end_span"": 52, ""type"": ""Immaterial_anatomical_entity""}, {""token"": ""ara - C"", ""start_span"": 67, ""end_span"": 74, ""type"": ""Chemical""}, {""token"": ""DNA"", ""start_span"": 106, ""end_span"": 109, ""type"": ""Cellular_component""}, {""token"": ""leukemic cells"", ""start_span"": 113, ""end_span"": 127, ""type"": ""Cell""}, {""token"": ""ara - C"", ""start_span"": 173, ""end_span"": 180, ""type"": ""Chemical""}, {""token"": ""clonogenic leukemic cells"", ""start_span"": 184, ""end_span"": 209, ""type"": ""Cell""}, {""token"": ""CFU - L"", ""start_span"": 212, ""end_span"": 219, ""type"": ""Cell""}]"	train
In addition to p16 ( INK4A), the INK4A locus encodes a splice variant, termed p12 - - specifically expressed in human pancreas - - and ARF, a protein encoded by an alternative reading frame that acts as a tumor suppressor through the p53 pathway.	p16,15,18,Gene_or_gene_product	INK4A,21,26,Gene_or_gene_product	INK4A,33,38,Gene_or_gene_product	p12,78,81,Gene_or_gene_product	human,112,117,Organism	pancreas,118,126,Organ	ARF,135,138,Gene_or_gene_product	tumor,205,210,Cancer	p53,234,237,Gene_or_gene_product	"[{""token"": ""p16"", ""start_span"": 15, ""end_span"": 18, ""type"": ""Gene_or_gene_product""}, {""token"": ""INK4A"", ""start_span"": 21, ""end_span"": 26, ""type"": ""Gene_or_gene_product""}, {""token"": ""INK4A"", ""start_span"": 33, ""end_span"": 38, ""type"": ""Gene_or_gene_product""}, {""token"": ""p12"", ""start_span"": 78, ""end_span"": 81, ""type"": ""Gene_or_gene_product""}, {""token"": ""human"", ""start_span"": 112, ""end_span"": 117, ""type"": ""Organism""}, {""token"": ""pancreas"", ""start_span"": 118, ""end_span"": 126, ""type"": ""Organ""}, {""token"": ""ARF"", ""start_span"": 135, ""end_span"": 138, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumor"", ""start_span"": 205, ""end_span"": 210, ""type"": ""Cancer""}, {""token"": ""p53"", ""start_span"": 234, ""end_span"": 237, ""type"": ""Gene_or_gene_product""}]"	train
To better understand the intracellular signaling pathways, we examined the effect of HKa on the phosphorylation of Akt and its downstream effector, GSK - 3alpha HKa and D5 inhibit phosphorylation of Akt and GSK - 3alpha after stimulation withVEGF and S1P.	intracellular,25,38,Immaterial_anatomical_entity	HKa,85,88,Gene_or_gene_product	Akt,115,118,Gene_or_gene_product	GSK - 3alpha,148,160,Gene_or_gene_product	HKa,161,164,Gene_or_gene_product	Akt,199,202,Gene_or_gene_product	GSK - 3alpha,207,219,Gene_or_gene_product	withVEGF,238,246,Gene_or_gene_product	S1P,251,254,Gene_or_gene_product	"[{""token"": ""intracellular"", ""start_span"": 25, ""end_span"": 38, ""type"": ""Immaterial_anatomical_entity""}, {""token"": ""HKa"", ""start_span"": 85, ""end_span"": 88, ""type"": ""Gene_or_gene_product""}, {""token"": ""Akt"", ""start_span"": 115, ""end_span"": 118, ""type"": ""Gene_or_gene_product""}, {""token"": ""GSK - 3alpha"", ""start_span"": 148, ""end_span"": 160, ""type"": ""Gene_or_gene_product""}, {""token"": ""HKa"", ""start_span"": 161, ""end_span"": 164, ""type"": ""Gene_or_gene_product""}, {""token"": ""Akt"", ""start_span"": 199, ""end_span"": 202, ""type"": ""Gene_or_gene_product""}, {""token"": ""GSK - 3alpha"", ""start_span"": 207, ""end_span"": 219, ""type"": ""Gene_or_gene_product""}, {""token"": ""withVEGF"", ""start_span"": 238, ""end_span"": 246, ""type"": ""Gene_or_gene_product""}, {""token"": ""S1P"", ""start_span"": 251, ""end_span"": 254, ""type"": ""Gene_or_gene_product""}]"	train
p63 also correlated with advanced pathological stage, tumor size, and the expression of human telomerase reverse transcriptase ( hTERT), tissue inhibitor of matrix metalloproteinase 1 ( TIMP1) and vascular endothelial growth factor ( VEGF).	p63,0,3,Gene_or_gene_product	tumor,54,59,Cancer	human,88,93,Organism	telomerase reverse transcriptase,94,126,Gene_or_gene_product	hTERT,129,134,Gene_or_gene_product	tissue inhibitor of matrix metalloproteinase 1,137,183,Gene_or_gene_product	TIMP1,186,191,Gene_or_gene_product	vascular endothelial growth factor,197,231,Gene_or_gene_product	VEGF,234,238,Gene_or_gene_product	"[{""token"": ""p63"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumor"", ""start_span"": 54, ""end_span"": 59, ""type"": ""Cancer""}, {""token"": ""human"", ""start_span"": 88, ""end_span"": 93, ""type"": ""Organism""}, {""token"": ""telomerase reverse transcriptase"", ""start_span"": 94, ""end_span"": 126, ""type"": ""Gene_or_gene_product""}, {""token"": ""hTERT"", ""start_span"": 129, ""end_span"": 134, ""type"": ""Gene_or_gene_product""}, {""token"": ""tissue inhibitor of matrix metalloproteinase 1"", ""start_span"": 137, ""end_span"": 183, ""type"": ""Gene_or_gene_product""}, {""token"": ""TIMP1"", ""start_span"": 186, ""end_span"": 191, ""type"": ""Gene_or_gene_product""}, {""token"": ""vascular endothelial growth factor"", ""start_span"": 197, ""end_span"": 231, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 234, ""end_span"": 238, ""type"": ""Gene_or_gene_product""}]"	train
To elucidate the role of free radicals and leukocytes in MTX - induced oxidative organ damage and the putative protective effect of L - carnitine ( L - Car), Wistar albino rats were administered a single dose of MTX ( 20 mg / kg) followed by either saline or L - Car ( 500 mg / kg) for 5 days.	leukocytes,43,53,Cell	MTX,57,60,Chemical	organ,81,86,Organ	L - carnitine,132,145,Chemical	L - Car,148,155,Chemical	Wistar albino rats,158,176,Organism	MTX,212,215,Chemical	saline,249,255,Chemical	L - Car,259,266,Chemical	"[{""token"": ""leukocytes"", ""start_span"": 43, ""end_span"": 53, ""type"": ""Cell""}, {""token"": ""MTX"", ""start_span"": 57, ""end_span"": 60, ""type"": ""Chemical""}, {""token"": ""organ"", ""start_span"": 81, ""end_span"": 86, ""type"": ""Organ""}, {""token"": ""L - carnitine"", ""start_span"": 132, ""end_span"": 145, ""type"": ""Chemical""}, {""token"": ""L - Car"", ""start_span"": 148, ""end_span"": 155, ""type"": ""Chemical""}, {""token"": ""Wistar albino rats"", ""start_span"": 158, ""end_span"": 176, ""type"": ""Organism""}, {""token"": ""MTX"", ""start_span"": 212, ""end_span"": 215, ""type"": ""Chemical""}, {""token"": ""saline"", ""start_span"": 249, ""end_span"": 255, ""type"": ""Chemical""}, {""token"": ""L - Car"", ""start_span"": 259, ""end_span"": 266, ""type"": ""Chemical""}]"	train
To determine how p18 and p27 genetically interact with Men1, the tumor suppressor gene mutated in familial MEN1, we characterized p18 - Men1 and p27 - Men1 double mutant mice.	p18,17,20,Gene_or_gene_product	p27,25,28,Gene_or_gene_product	Men1,55,59,Gene_or_gene_product	tumor,65,70,Cancer	MEN1,107,111,Cancer	p18,130,133,Gene_or_gene_product	Men1,136,140,Gene_or_gene_product	p27,145,148,Gene_or_gene_product	Men1,151,155,Gene_or_gene_product	"[{""token"": ""p18"", ""start_span"": 17, ""end_span"": 20, ""type"": ""Gene_or_gene_product""}, {""token"": ""p27"", ""start_span"": 25, ""end_span"": 28, ""type"": ""Gene_or_gene_product""}, {""token"": ""Men1"", ""start_span"": 55, ""end_span"": 59, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumor"", ""start_span"": 65, ""end_span"": 70, ""type"": ""Cancer""}, {""token"": ""MEN1"", ""start_span"": 107, ""end_span"": 111, ""type"": ""Cancer""}, {""token"": ""p18"", ""start_span"": 130, ""end_span"": 133, ""type"": ""Gene_or_gene_product""}, {""token"": ""Men1"", ""start_span"": 136, ""end_span"": 140, ""type"": ""Gene_or_gene_product""}, {""token"": ""p27"", ""start_span"": 145, ""end_span"": 148, ""type"": ""Gene_or_gene_product""}, {""token"": ""Men1"", ""start_span"": 151, ""end_span"": 155, ""type"": ""Gene_or_gene_product""}]"	train
In the pituitary and pancreatic islets, phosphorylation of the retinoblastoma ( Rb) protein at both CDK2 and CDK4 / 6 sites was increased in p18 ( - / -) and Men1 ( + / -) cells and was further increased in p18 ( - / -); Men1 ( + / -) cells.	pituitary,7,16,Multi	pancreatic islets,21,38,Multi	retinoblastoma,63,77,Gene_or_gene_product	Rb,80,82,Gene_or_gene_product	CDK2,100,104,Gene_or_gene_product	CDK4 / 6,109,117,Gene_or_gene_product	Men1,158,162,Gene_or_gene_product	p18,207,210,Gene_or_gene_product	Men1,221,225,Gene_or_gene_product	"[{""token"": ""pituitary"", ""start_span"": 7, ""end_span"": 16, ""type"": ""Multi""}, {""token"": ""pancreatic islets"", ""start_span"": 21, ""end_span"": 38, ""type"": ""Multi""}, {""token"": ""retinoblastoma"", ""start_span"": 63, ""end_span"": 77, ""type"": ""Gene_or_gene_product""}, {""token"": ""Rb"", ""start_span"": 80, ""end_span"": 82, ""type"": ""Gene_or_gene_product""}, {""token"": ""CDK2"", ""start_span"": 100, ""end_span"": 104, ""type"": ""Gene_or_gene_product""}, {""token"": ""CDK4 / 6"", ""start_span"": 109, ""end_span"": 117, ""type"": ""Gene_or_gene_product""}, {""token"": ""Men1"", ""start_span"": 158, ""end_span"": 162, ""type"": ""Gene_or_gene_product""}, {""token"": ""p18"", ""start_span"": 207, ""end_span"": 210, ""type"": ""Gene_or_gene_product""}, {""token"": ""Men1"", ""start_span"": 221, ""end_span"": 225, ""type"": ""Gene_or_gene_product""}]"	train
The results show that, without affecting in vitro human PMN viability and chemokine - receptor expression, Hyp ( as stable dicyclohexylammonium salt) was able to inhibit in a dose - dependent manner their chemotaxis and chemoinvasion ( IC50 = 1 microM for both); this effect was associated with a reduced expression of the adhesion molecule CD11b by formyl - Met - Leu - Phe - stimulated neutrophils and block of LE - triggered activation of the gelatinase matrix metalloproteinase - 9.	human,50,55,Organism	PMN,56,59,Cell	Hyp,107,110,Chemical	dicyclohexylammonium salt,123,148,Chemical	CD11b,341,346,Gene_or_gene_product	formyl - Met - Leu - Phe,350,374,Chemical	neutrophils,388,399,Cell	LE,413,415,Gene_or_gene_product	gelatinase matrix metalloproteinase - 9,446,485,Gene_or_gene_product	"[{""token"": ""human"", ""start_span"": 50, ""end_span"": 55, ""type"": ""Organism""}, {""token"": ""PMN"", ""start_span"": 56, ""end_span"": 59, ""type"": ""Cell""}, {""token"": ""Hyp"", ""start_span"": 107, ""end_span"": 110, ""type"": ""Chemical""}, {""token"": ""dicyclohexylammonium salt"", ""start_span"": 123, ""end_span"": 148, ""type"": ""Chemical""}, {""token"": ""CD11b"", ""start_span"": 341, ""end_span"": 346, ""type"": ""Gene_or_gene_product""}, {""token"": ""formyl - Met - Leu - Phe"", ""start_span"": 350, ""end_span"": 374, ""type"": ""Chemical""}, {""token"": ""neutrophils"", ""start_span"": 388, ""end_span"": 399, ""type"": ""Cell""}, {""token"": ""LE"", ""start_span"": 413, ""end_span"": 415, ""type"": ""Gene_or_gene_product""}, {""token"": ""gelatinase matrix metalloproteinase - 9"", ""start_span"": 446, ""end_span"": 485, ""type"": ""Gene_or_gene_product""}]"	train
Statistically significant relationship between p53 expression in primary oral cancers and its expression in lymph node metastases ( P < 0. 02) as well as increased expression of Bcl - xL, Bax, and p53 in metastatic sites compared with primary tumors could indicate an association of these proteins with oral cancer progression and development of metastases.	p53,47,50,Gene_or_gene_product	oral,73,77,Organism_subdivision	cancers,78,85,Cancer	lymph node,108,118,Multi	Bcl - xL,178,186,Gene_or_gene_product	Bax,188,191,Gene_or_gene_product	p53,197,200,Gene_or_gene_product	tumors,243,249,Cancer	oral cancer,303,314,Cancer	"[{""token"": ""p53"", ""start_span"": 47, ""end_span"": 50, ""type"": ""Gene_or_gene_product""}, {""token"": ""oral"", ""start_span"": 73, ""end_span"": 77, ""type"": ""Organism_subdivision""}, {""token"": ""cancers"", ""start_span"": 78, ""end_span"": 85, ""type"": ""Cancer""}, {""token"": ""lymph node"", ""start_span"": 108, ""end_span"": 118, ""type"": ""Multi""}, {""token"": ""Bcl - xL"", ""start_span"": 178, ""end_span"": 186, ""type"": ""Gene_or_gene_product""}, {""token"": ""Bax"", ""start_span"": 188, ""end_span"": 191, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 197, ""end_span"": 200, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumors"", ""start_span"": 243, ""end_span"": 249, ""type"": ""Cancer""}, {""token"": ""oral cancer"", ""start_span"": 303, ""end_span"": 314, ""type"": ""Cancer""}]"	train
Furthermore, there is strong evidence suggesting that aberrant activation of Wnt signaling induces mammary tumors from stem / progenitor cells, and that Wnt exerts its oncogenic effects through LRP5 / 6 - mediated activation of beta - catenin and mTOR pathways.	Wnt,77,80,Gene_or_gene_product	mammary tumors,99,113,Cancer	stem,119,123,Cell	progenitor cells,126,142,Cell	Wnt,153,156,Gene_or_gene_product	LRP5,194,198,Gene_or_gene_product	6,201,202,Gene_or_gene_product	beta - catenin,228,242,Gene_or_gene_product	mTOR,247,251,Gene_or_gene_product	"[{""token"": ""Wnt"", ""start_span"": 77, ""end_span"": 80, ""type"": ""Gene_or_gene_product""}, {""token"": ""mammary tumors"", ""start_span"": 99, ""end_span"": 113, ""type"": ""Cancer""}, {""token"": ""stem"", ""start_span"": 119, ""end_span"": 123, ""type"": ""Cell""}, {""token"": ""progenitor cells"", ""start_span"": 126, ""end_span"": 142, ""type"": ""Cell""}, {""token"": ""Wnt"", ""start_span"": 153, ""end_span"": 156, ""type"": ""Gene_or_gene_product""}, {""token"": ""LRP5"", ""start_span"": 194, ""end_span"": 198, ""type"": ""Gene_or_gene_product""}, {""token"": ""6"", ""start_span"": 201, ""end_span"": 202, ""type"": ""Gene_or_gene_product""}, {""token"": ""beta - catenin"", ""start_span"": 228, ""end_span"": 242, ""type"": ""Gene_or_gene_product""}, {""token"": ""mTOR"", ""start_span"": 247, ""end_span"": 251, ""type"": ""Gene_or_gene_product""}]"	train
RUNX1 DNA - binding mutations and RUNX1 - PRDM16 cryptic fusions in BCR - ABL + leukemias are frequently associated with secondary trisomy 21 and may contribute to clonal evolution and imatinib resistance.	RUNX1,0,5,Gene_or_gene_product	DNA,6,9,Cellular_component	RUNX1,34,39,Gene_or_gene_product	PRDM16,42,48,Gene_or_gene_product	BCR,68,71,Gene_or_gene_product	ABL,74,77,Gene_or_gene_product	21,139,141,Cellular_component	clonal,164,170,Cell	imatinib,185,193,Chemical	"[{""token"": ""RUNX1"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Gene_or_gene_product""}, {""token"": ""DNA"", ""start_span"": 6, ""end_span"": 9, ""type"": ""Cellular_component""}, {""token"": ""RUNX1"", ""start_span"": 34, ""end_span"": 39, ""type"": ""Gene_or_gene_product""}, {""token"": ""PRDM16"", ""start_span"": 42, ""end_span"": 48, ""type"": ""Gene_or_gene_product""}, {""token"": ""BCR"", ""start_span"": 68, ""end_span"": 71, ""type"": ""Gene_or_gene_product""}, {""token"": ""ABL"", ""start_span"": 74, ""end_span"": 77, ""type"": ""Gene_or_gene_product""}, {""token"": ""21"", ""start_span"": 139, ""end_span"": 141, ""type"": ""Cellular_component""}, {""token"": ""clonal"", ""start_span"": 164, ""end_span"": 170, ""type"": ""Cell""}, {""token"": ""imatinib"", ""start_span"": 185, ""end_span"": 193, ""type"": ""Chemical""}]"	train
To identify a suitable donor cell population for gene therapy applications to the central nervous system, primary fibroblasts isolated from skin biopsies and maintained in culture are employed as autologous cells for intracerebral grafting within the adult rat striatum.	donor cell population,23,44,Cell	central nervous system,82,104,Anatomical_system	fibroblasts,114,125,Cell	skin biopsies,140,153,Multi	culture,172,179,Cell	cells,207,212,Cell	intracerebral,217,230,Immaterial_anatomical_entity	rat,257,260,Organism	striatum,261,269,Multi	"[{""token"": ""donor cell population"", ""start_span"": 23, ""end_span"": 44, ""type"": ""Cell""}, {""token"": ""central nervous system"", ""start_span"": 82, ""end_span"": 104, ""type"": ""Anatomical_system""}, {""token"": ""fibroblasts"", ""start_span"": 114, ""end_span"": 125, ""type"": ""Cell""}, {""token"": ""skin biopsies"", ""start_span"": 140, ""end_span"": 153, ""type"": ""Multi""}, {""token"": ""culture"", ""start_span"": 172, ""end_span"": 179, ""type"": ""Cell""}, {""token"": ""cells"", ""start_span"": 207, ""end_span"": 212, ""type"": ""Cell""}, {""token"": ""intracerebral"", ""start_span"": 217, ""end_span"": 230, ""type"": ""Immaterial_anatomical_entity""}, {""token"": ""rat"", ""start_span"": 257, ""end_span"": 260, ""type"": ""Organism""}, {""token"": ""striatum"", ""start_span"": 261, ""end_span"": 269, ""type"": ""Multi""}]"	train
Inhibition of p38 SAPK reduced CBP HAT activity and its recruitment to the SRF. MRTF - A complex, whereas enforced induction of p38 by upstream activators ( e. g. MKK3 and MKK6) enhanced both CBP HAT and CCN1 promoter activities.	p38 SAPK,14,22,Gene_or_gene_product	CBP HAT,31,38,Gene_or_gene_product	SRF,75,78,Gene_or_gene_product	MRTF - A,80,88,Gene_or_gene_product	p38,128,131,Gene_or_gene_product	MKK3,163,167,Gene_or_gene_product	MKK6,172,176,Gene_or_gene_product	CBP HAT,192,199,Gene_or_gene_product	CCN1,204,208,Gene_or_gene_product	"[{""token"": ""p38 SAPK"", ""start_span"": 14, ""end_span"": 22, ""type"": ""Gene_or_gene_product""}, {""token"": ""CBP HAT"", ""start_span"": 31, ""end_span"": 38, ""type"": ""Gene_or_gene_product""}, {""token"": ""SRF"", ""start_span"": 75, ""end_span"": 78, ""type"": ""Gene_or_gene_product""}, {""token"": ""MRTF - A"", ""start_span"": 80, ""end_span"": 88, ""type"": ""Gene_or_gene_product""}, {""token"": ""p38"", ""start_span"": 128, ""end_span"": 131, ""type"": ""Gene_or_gene_product""}, {""token"": ""MKK3"", ""start_span"": 163, ""end_span"": 167, ""type"": ""Gene_or_gene_product""}, {""token"": ""MKK6"", ""start_span"": 172, ""end_span"": 176, ""type"": ""Gene_or_gene_product""}, {""token"": ""CBP HAT"", ""start_span"": 192, ""end_span"": 199, ""type"": ""Gene_or_gene_product""}, {""token"": ""CCN1"", ""start_span"": 204, ""end_span"": 208, ""type"": ""Gene_or_gene_product""}]"	train
Nontumorigenic, immortalized keratinocytes cell line ( 3PC), papilloma ( MT1 / 2), and squamous cell carcinoma ( Ca3 / 7) cell lines were initially used to study the cell growth inhibition by DMI.	keratinocytes cell line,29,52,Cell	3PC,55,58,Cell	papilloma,61,70,Cell	MT1 / 2,73,80,Cell	squamous cell carcinoma,87,110,Cell	Ca3 / 7,113,120,Cell	cell lines,122,132,Cell	cell,166,170,Cell	DMI,192,195,Chemical	"[{""token"": ""keratinocytes cell line"", ""start_span"": 29, ""end_span"": 52, ""type"": ""Cell""}, {""token"": ""3PC"", ""start_span"": 55, ""end_span"": 58, ""type"": ""Cell""}, {""token"": ""papilloma"", ""start_span"": 61, ""end_span"": 70, ""type"": ""Cell""}, {""token"": ""MT1 / 2"", ""start_span"": 73, ""end_span"": 80, ""type"": ""Cell""}, {""token"": ""squamous cell carcinoma"", ""start_span"": 87, ""end_span"": 110, ""type"": ""Cell""}, {""token"": ""Ca3 / 7"", ""start_span"": 113, ""end_span"": 120, ""type"": ""Cell""}, {""token"": ""cell lines"", ""start_span"": 122, ""end_span"": 132, ""type"": ""Cell""}, {""token"": ""cell"", ""start_span"": 166, ""end_span"": 170, ""type"": ""Cell""}, {""token"": ""DMI"", ""start_span"": 192, ""end_span"": 195, ""type"": ""Chemical""}]"	train
Measurements of respiration, CO2 and lactate production, and changes in the levels of various key metabolites of the glycolytic sequence and tricarboxylic acid cycle were made on five lines of rodent ascites tumor cells ( two strains of Ehrlich ascites tumor cells, Krebs II carcinoma, AS - 30D carcinoma, and L1210 cells) incubated aerobically in the presence of uniformly labeled D - [ 14C] glucose.	CO2,29,32,Chemical	lactate,37,44,Chemical	tricarboxylic acid,141,159,Chemical	rodent,193,199,Organism	ascites tumor cells,200,219,Cell	Ehrlich ascites tumor cells,237,264,Cell	Krebs II carcinoma,266,284,Cell	AS - 30D carcinoma,286,304,Cell	L1210 cells,310,321,Cell	"[{""token"": ""CO2"", ""start_span"": 29, ""end_span"": 32, ""type"": ""Chemical""}, {""token"": ""lactate"", ""start_span"": 37, ""end_span"": 44, ""type"": ""Chemical""}, {""token"": ""tricarboxylic acid"", ""start_span"": 141, ""end_span"": 159, ""type"": ""Chemical""}, {""token"": ""rodent"", ""start_span"": 193, ""end_span"": 199, ""type"": ""Organism""}, {""token"": ""ascites tumor cells"", ""start_span"": 200, ""end_span"": 219, ""type"": ""Cell""}, {""token"": ""Ehrlich ascites tumor cells"", ""start_span"": 237, ""end_span"": 264, ""type"": ""Cell""}, {""token"": ""Krebs II carcinoma"", ""start_span"": 266, ""end_span"": 284, ""type"": ""Cell""}, {""token"": ""AS - 30D carcinoma"", ""start_span"": 286, ""end_span"": 304, ""type"": ""Cell""}, {""token"": ""L1210 cells"", ""start_span"": 310, ""end_span"": 321, ""type"": ""Cell""}]"	train
Class - 3 semaphorins, semaphorin - 3B ( SEMA3B) and semaphorin - 3F ( SEMA3F), illustrate their effects by forming a complex with neuropilins ( NP - 1 or NP - 2) and plexins.	Class - 3 semaphorins,0,21,Gene_or_gene_product	semaphorin - 3B,23,38,Gene_or_gene_product	SEMA3B,41,47,Gene_or_gene_product	semaphorin - 3F,53,68,Gene_or_gene_product	SEMA3F,71,77,Gene_or_gene_product	neuropilins,131,142,Gene_or_gene_product	NP - 1,145,151,Gene_or_gene_product	NP - 2,155,161,Gene_or_gene_product	plexins,167,174,Gene_or_gene_product	"[{""token"": ""Class - 3 semaphorins"", ""start_span"": 0, ""end_span"": 21, ""type"": ""Gene_or_gene_product""}, {""token"": ""semaphorin - 3B"", ""start_span"": 23, ""end_span"": 38, ""type"": ""Gene_or_gene_product""}, {""token"": ""SEMA3B"", ""start_span"": 41, ""end_span"": 47, ""type"": ""Gene_or_gene_product""}, {""token"": ""semaphorin - 3F"", ""start_span"": 53, ""end_span"": 68, ""type"": ""Gene_or_gene_product""}, {""token"": ""SEMA3F"", ""start_span"": 71, ""end_span"": 77, ""type"": ""Gene_or_gene_product""}, {""token"": ""neuropilins"", ""start_span"": 131, ""end_span"": 142, ""type"": ""Gene_or_gene_product""}, {""token"": ""NP - 1"", ""start_span"": 145, ""end_span"": 151, ""type"": ""Gene_or_gene_product""}, {""token"": ""NP - 2"", ""start_span"": 155, ""end_span"": 161, ""type"": ""Gene_or_gene_product""}, {""token"": ""plexins"", ""start_span"": 167, ""end_span"": 174, ""type"": ""Gene_or_gene_product""}]"	train
Available data indicate that the timing of telomerase activation may allow the distinction of two different lymphomagenetic models: ( i) an early activation of telomerase via exogenous regulators of hTERT, along with an increased lymphocyte growth and a subsequent selection of cells with increased transforming potential may characterize several virus - related lymphoid malignancies; ( ii) a progressive shortening of telomeres, leading to genetic instability which favors a subsequent activation of telomerase via endogenous regulators may occur in most virus - unrelated lymphoid tumors.	telomerase,43,53,Gene_or_gene_product	telomerase,160,170,Gene_or_gene_product	hTERT,199,204,Gene_or_gene_product	lymphocyte,230,240,Cell	cells,278,283,Cell	lymphoid malignancies,363,384,Pathological_formation	telomeres,420,429,Cellular_component	telomerase,502,512,Gene_or_gene_product	lymphoid tumors,575,590,Cancer	"[{""token"": ""telomerase"", ""start_span"": 43, ""end_span"": 53, ""type"": ""Gene_or_gene_product""}, {""token"": ""telomerase"", ""start_span"": 160, ""end_span"": 170, ""type"": ""Gene_or_gene_product""}, {""token"": ""hTERT"", ""start_span"": 199, ""end_span"": 204, ""type"": ""Gene_or_gene_product""}, {""token"": ""lymphocyte"", ""start_span"": 230, ""end_span"": 240, ""type"": ""Cell""}, {""token"": ""cells"", ""start_span"": 278, ""end_span"": 283, ""type"": ""Cell""}, {""token"": ""lymphoid malignancies"", ""start_span"": 363, ""end_span"": 384, ""type"": ""Pathological_formation""}, {""token"": ""telomeres"", ""start_span"": 420, ""end_span"": 429, ""type"": ""Cellular_component""}, {""token"": ""telomerase"", ""start_span"": 502, ""end_span"": 512, ""type"": ""Gene_or_gene_product""}, {""token"": ""lymphoid tumors"", ""start_span"": 575, ""end_span"": 590, ""type"": ""Cancer""}]"	train
While betulin exhibited only moderate anticancer activity in other human cancer cells such as hepatoma SK - HEP - 1 cells, prostate carcinoma PC - 3, and lung carcinoma NCI - H460, with IC ( 50) values ranging from 20 to 60 microg / mL, it showed minor growth inhibition in human erythroleukemia K562 cells ( IC ( 50) > 100 microg / mL).	betulin,6,13,Chemical	anticancer,38,48,Cancer	human,67,72,Organism	cancer cells,73,85,Cell	hepatoma SK - HEP - 1 cells,94,121,Cell	prostate carcinoma PC - 3,123,148,Cell	lung carcinoma NCI - H460,154,179,Cell	human,274,279,Organism	erythroleukemia K562 cells,280,306,Cell	"[{""token"": ""betulin"", ""start_span"": 6, ""end_span"": 13, ""type"": ""Chemical""}, {""token"": ""anticancer"", ""start_span"": 38, ""end_span"": 48, ""type"": ""Cancer""}, {""token"": ""human"", ""start_span"": 67, ""end_span"": 72, ""type"": ""Organism""}, {""token"": ""cancer cells"", ""start_span"": 73, ""end_span"": 85, ""type"": ""Cell""}, {""token"": ""hepatoma SK - HEP - 1 cells"", ""start_span"": 94, ""end_span"": 121, ""type"": ""Cell""}, {""token"": ""prostate carcinoma PC - 3"", ""start_span"": 123, ""end_span"": 148, ""type"": ""Cell""}, {""token"": ""lung carcinoma NCI - H460"", ""start_span"": 154, ""end_span"": 179, ""type"": ""Cell""}, {""token"": ""human"", ""start_span"": 274, ""end_span"": 279, ""type"": ""Organism""}, {""token"": ""erythroleukemia K562 cells"", ""start_span"": 280, ""end_span"": 306, ""type"": ""Cell""}]"	train
