Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	entity_10	json	split
Glutathione supplementation reversed the inhibitory effects of EPOX on ERK, which increases the phosphorylation of Mcl - 1 at T ( 163.) Overexpression of mitogen - activated protein / ERK kinase ( MEK) partially reversed the effect of EPOX on Mcl - 1 dephosphorylation, ubiquitination, and degradation, further implicating ERK in the regulation of Mcl - 1 stability.	Glutathione,0,11,Chemical	EPOX,63,67,Chemical	ERK,71,74,Gene_or_gene_product	Mcl - 1,115,122,Gene_or_gene_product	mitogen - activated protein / ERK kinase,154,194,Gene_or_gene_product	MEK,197,200,Gene_or_gene_product	EPOX,235,239,Chemical	Mcl - 1,243,250,Gene_or_gene_product	ERK,323,326,Gene_or_gene_product	Mcl - 1,348,355,Gene_or_gene_product	"[{""token"": ""Glutathione"", ""start_span"": 0, ""end_span"": 11, ""type"": ""Chemical""}, {""token"": ""EPOX"", ""start_span"": 63, ""end_span"": 67, ""type"": ""Chemical""}, {""token"": ""ERK"", ""start_span"": 71, ""end_span"": 74, ""type"": ""Gene_or_gene_product""}, {""token"": ""Mcl - 1"", ""start_span"": 115, ""end_span"": 122, ""type"": ""Gene_or_gene_product""}, {""token"": ""mitogen - activated protein / ERK kinase"", ""start_span"": 154, ""end_span"": 194, ""type"": ""Gene_or_gene_product""}, {""token"": ""MEK"", ""start_span"": 197, ""end_span"": 200, ""type"": ""Gene_or_gene_product""}, {""token"": ""EPOX"", ""start_span"": 235, ""end_span"": 239, ""type"": ""Chemical""}, {""token"": ""Mcl - 1"", ""start_span"": 243, ""end_span"": 250, ""type"": ""Gene_or_gene_product""}, {""token"": ""ERK"", ""start_span"": 323, ""end_span"": 326, ""type"": ""Gene_or_gene_product""}, {""token"": ""Mcl - 1"", ""start_span"": 348, ""end_span"": 355, ""type"": ""Gene_or_gene_product""}]"	train
HT - 29 human colorectal cancer xenograft model was used and tumour growth, microvessel density and VEGF quantification were performed in tumours after the administration of metronomic CPT - 11, L - OHP, 5 - FU and their simultaneous combination.	HT - 29,0,7,Cell	human,8,13,Organism	colorectal cancer xenograft,14,41,Cancer	tumour,61,67,Cancer	microvessel,76,87,Tissue	VEGF,100,104,Gene_or_gene_product	tumours,138,145,Cancer	CPT - 11,185,193,Chemical	L - OHP,195,202,Chemical	5 - FU,204,210,Chemical	"[{""token"": ""HT - 29"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Cell""}, {""token"": ""human"", ""start_span"": 8, ""end_span"": 13, ""type"": ""Organism""}, {""token"": ""colorectal cancer xenograft"", ""start_span"": 14, ""end_span"": 41, ""type"": ""Cancer""}, {""token"": ""tumour"", ""start_span"": 61, ""end_span"": 67, ""type"": ""Cancer""}, {""token"": ""microvessel"", ""start_span"": 76, ""end_span"": 87, ""type"": ""Tissue""}, {""token"": ""VEGF"", ""start_span"": 100, ""end_span"": 104, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumours"", ""start_span"": 138, ""end_span"": 145, ""type"": ""Cancer""}, {""token"": ""CPT - 11"", ""start_span"": 185, ""end_span"": 193, ""type"": ""Chemical""}, {""token"": ""L - OHP"", ""start_span"": 195, ""end_span"": 202, ""type"": ""Chemical""}, {""token"": ""5 - FU"", ""start_span"": 204, ""end_span"": 210, ""type"": ""Chemical""}]"	train
Systemic inhibitors of TNF such as etanercept ( Enbrel) ( a soluble TNF receptor) and infliximab ( Remicade) and adalimumab ( Humira) ( anti - TNF antibodies) have been approved for the treatment inflammatory bowel disease, psoriasis and rheumatoid arthritis.	TNF,23,26,Gene_or_gene_product	etanercept,35,45,Chemical	Enbrel,48,54,Chemical	TNF,68,71,Gene_or_gene_product	infliximab,86,96,Chemical	Remicade,99,107,Chemical	adalimumab,113,123,Chemical	Humira,126,132,Chemical	anti - TNF antibodies,136,157,Gene_or_gene_product	bowel,209,214,Organ	"[{""token"": ""TNF"", ""start_span"": 23, ""end_span"": 26, ""type"": ""Gene_or_gene_product""}, {""token"": ""etanercept"", ""start_span"": 35, ""end_span"": 45, ""type"": ""Chemical""}, {""token"": ""Enbrel"", ""start_span"": 48, ""end_span"": 54, ""type"": ""Chemical""}, {""token"": ""TNF"", ""start_span"": 68, ""end_span"": 71, ""type"": ""Gene_or_gene_product""}, {""token"": ""infliximab"", ""start_span"": 86, ""end_span"": 96, ""type"": ""Chemical""}, {""token"": ""Remicade"", ""start_span"": 99, ""end_span"": 107, ""type"": ""Chemical""}, {""token"": ""adalimumab"", ""start_span"": 113, ""end_span"": 123, ""type"": ""Chemical""}, {""token"": ""Humira"", ""start_span"": 126, ""end_span"": 132, ""type"": ""Chemical""}, {""token"": ""anti - TNF antibodies"", ""start_span"": 136, ""end_span"": 157, ""type"": ""Gene_or_gene_product""}, {""token"": ""bowel"", ""start_span"": 209, ""end_span"": 214, ""type"": ""Organ""}]"	train
Chicken embryo fibroblasts and hamster BHK cells transformed by Rous sarcoma virus ( RSV) release in their culture media growth factors which enhance markedly anchorage - independent colony formation in gelified medium, at the restrictive temperature ( 41 degrees 5 C), of chicken embryo fibroblasts ( CEF) infected by RSV mutants with a ts mutation of the src gene.	Chicken,0,7,Organism	embryo fibroblasts,8,26,Cell	hamster BHK cells,31,48,Cell	Rous sarcoma virus,64,82,Organism	RSV,85,88,Organism	chicken,273,280,Organism	embryo fibroblasts,281,299,Cell	CEF,302,305,Cell	RSV,319,322,Organism	src,357,360,Gene_or_gene_product	"[{""token"": ""Chicken"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Organism""}, {""token"": ""embryo fibroblasts"", ""start_span"": 8, ""end_span"": 26, ""type"": ""Cell""}, {""token"": ""hamster BHK cells"", ""start_span"": 31, ""end_span"": 48, ""type"": ""Cell""}, {""token"": ""Rous sarcoma virus"", ""start_span"": 64, ""end_span"": 82, ""type"": ""Organism""}, {""token"": ""RSV"", ""start_span"": 85, ""end_span"": 88, ""type"": ""Organism""}, {""token"": ""chicken"", ""start_span"": 273, ""end_span"": 280, ""type"": ""Organism""}, {""token"": ""embryo fibroblasts"", ""start_span"": 281, ""end_span"": 299, ""type"": ""Cell""}, {""token"": ""CEF"", ""start_span"": 302, ""end_span"": 305, ""type"": ""Cell""}, {""token"": ""RSV"", ""start_span"": 319, ""end_span"": 322, ""type"": ""Organism""}, {""token"": ""src"", ""start_span"": 357, ""end_span"": 360, ""type"": ""Gene_or_gene_product""}]"	train
Furthermore, rat mammary carcinomas with elevated neu expression ( neu - induced) also had sharply elevated LAR - PTPase expression when compared to rat mammary carcinomas with little or no neu expression ( 7, 12 - dimethylbenzanthracene induced); the level of expression of LAR PTPase was directly correlated with the level of neu expression.	rat,13,16,Organism	mammary carcinomas,17,35,Cancer	neu,50,53,Gene_or_gene_product	neu,67,70,Gene_or_gene_product	LAR - PTPase,108,120,Gene_or_gene_product	rat,149,152,Organism	mammary carcinomas,153,171,Cancer	neu,190,193,Gene_or_gene_product	LAR PTPase,275,285,Gene_or_gene_product	neu,328,331,Gene_or_gene_product	"[{""token"": ""rat"", ""start_span"": 13, ""end_span"": 16, ""type"": ""Organism""}, {""token"": ""mammary carcinomas"", ""start_span"": 17, ""end_span"": 35, ""type"": ""Cancer""}, {""token"": ""neu"", ""start_span"": 50, ""end_span"": 53, ""type"": ""Gene_or_gene_product""}, {""token"": ""neu"", ""start_span"": 67, ""end_span"": 70, ""type"": ""Gene_or_gene_product""}, {""token"": ""LAR - PTPase"", ""start_span"": 108, ""end_span"": 120, ""type"": ""Gene_or_gene_product""}, {""token"": ""rat"", ""start_span"": 149, ""end_span"": 152, ""type"": ""Organism""}, {""token"": ""mammary carcinomas"", ""start_span"": 153, ""end_span"": 171, ""type"": ""Cancer""}, {""token"": ""neu"", ""start_span"": 190, ""end_span"": 193, ""type"": ""Gene_or_gene_product""}, {""token"": ""LAR PTPase"", ""start_span"": 275, ""end_span"": 285, ""type"": ""Gene_or_gene_product""}, {""token"": ""neu"", ""start_span"": 328, ""end_span"": 331, ""type"": ""Gene_or_gene_product""}]"	train
Because thrombin cleavage of OPN results in substantial enhancement of OPN ' s adhesive properties, and because VPF / VEGF promotes increased microvascular permeability leading to activation of the extrinsic coagulation pathway, we also investigated whether VPF / VEGF facilitates thrombin cleavage of OPN in vivo.	thrombin,8,16,Gene_or_gene_product	OPN,29,32,Gene_or_gene_product	OPN,71,74,Gene_or_gene_product	VPF,112,115,Gene_or_gene_product	VEGF,118,122,Gene_or_gene_product	microvascular,142,155,Tissue	VPF,258,261,Gene_or_gene_product	VEGF,264,268,Gene_or_gene_product	thrombin,281,289,Gene_or_gene_product	OPN,302,305,Gene_or_gene_product	"[{""token"": ""thrombin"", ""start_span"": 8, ""end_span"": 16, ""type"": ""Gene_or_gene_product""}, {""token"": ""OPN"", ""start_span"": 29, ""end_span"": 32, ""type"": ""Gene_or_gene_product""}, {""token"": ""OPN"", ""start_span"": 71, ""end_span"": 74, ""type"": ""Gene_or_gene_product""}, {""token"": ""VPF"", ""start_span"": 112, ""end_span"": 115, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 118, ""end_span"": 122, ""type"": ""Gene_or_gene_product""}, {""token"": ""microvascular"", ""start_span"": 142, ""end_span"": 155, ""type"": ""Tissue""}, {""token"": ""VPF"", ""start_span"": 258, ""end_span"": 261, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 264, ""end_span"": 268, ""type"": ""Gene_or_gene_product""}, {""token"": ""thrombin"", ""start_span"": 281, ""end_span"": 289, ""type"": ""Gene_or_gene_product""}, {""token"": ""OPN"", ""start_span"": 302, ""end_span"": 305, ""type"": ""Gene_or_gene_product""}]"	train
Compared with control animals transfected with LacZ, site - specific transfection of phVEGF resulted in augmented collateral vessel development documented by serial angiography, and improvement in calf blood pressure ratio ( ischemic to normal limb), resting and maximum blood flow, and capillary to myocyte ratio.	LacZ,47,51,Gene_or_gene_product	phVEGF,85,91,Gene_or_gene_product	collateral vessel,114,131,Multi	calf,197,201,Organism_subdivision	blood,202,207,Organism_substance	ischemic,225,233,Organism_subdivision	normal limb,237,248,Organism_subdivision	blood,271,276,Organism_substance	capillary,287,296,Tissue	myocyte,300,307,Cell	"[{""token"": ""LacZ"", ""start_span"": 47, ""end_span"": 51, ""type"": ""Gene_or_gene_product""}, {""token"": ""phVEGF"", ""start_span"": 85, ""end_span"": 91, ""type"": ""Gene_or_gene_product""}, {""token"": ""collateral vessel"", ""start_span"": 114, ""end_span"": 131, ""type"": ""Multi""}, {""token"": ""calf"", ""start_span"": 197, ""end_span"": 201, ""type"": ""Organism_subdivision""}, {""token"": ""blood"", ""start_span"": 202, ""end_span"": 207, ""type"": ""Organism_substance""}, {""token"": ""ischemic"", ""start_span"": 225, ""end_span"": 233, ""type"": ""Organism_subdivision""}, {""token"": ""normal limb"", ""start_span"": 237, ""end_span"": 248, ""type"": ""Organism_subdivision""}, {""token"": ""blood"", ""start_span"": 271, ""end_span"": 276, ""type"": ""Organism_substance""}, {""token"": ""capillary"", ""start_span"": 287, ""end_span"": 296, ""type"": ""Tissue""}, {""token"": ""myocyte"", ""start_span"": 300, ""end_span"": 307, ""type"": ""Cell""}]"	train
Because the identity of pulmonary endothelial SOCs is unknown, but mammalian homologues of the Drosophila melanogaster transient receptor potential ( trp) gene have been proposed to form Ca2 + entry channels in nonexcitable cells, we performed RT - PCR using Trp oligonucleotide primers in both rat and human pulmonary arterial endothelial cells.	endothelial,34,45,Cell	Drosophila melanogaster,95,118,Organism	transient receptor potential,119,147,Gene_or_gene_product	trp,150,153,Gene_or_gene_product	Ca2 +,187,192,Chemical	cells,224,229,Cell	Trp,259,262,Gene_or_gene_product	rat,295,298,Organism	human,303,308,Organism	pulmonary arterial endothelial cells,309,345,Cell	"[{""token"": ""endothelial"", ""start_span"": 34, ""end_span"": 45, ""type"": ""Cell""}, {""token"": ""Drosophila melanogaster"", ""start_span"": 95, ""end_span"": 118, ""type"": ""Organism""}, {""token"": ""transient receptor potential"", ""start_span"": 119, ""end_span"": 147, ""type"": ""Gene_or_gene_product""}, {""token"": ""trp"", ""start_span"": 150, ""end_span"": 153, ""type"": ""Gene_or_gene_product""}, {""token"": ""Ca2 +"", ""start_span"": 187, ""end_span"": 192, ""type"": ""Chemical""}, {""token"": ""cells"", ""start_span"": 224, ""end_span"": 229, ""type"": ""Cell""}, {""token"": ""Trp"", ""start_span"": 259, ""end_span"": 262, ""type"": ""Gene_or_gene_product""}, {""token"": ""rat"", ""start_span"": 295, ""end_span"": 298, ""type"": ""Organism""}, {""token"": ""human"", ""start_span"": 303, ""end_span"": 308, ""type"": ""Organism""}, {""token"": ""pulmonary arterial endothelial cells"", ""start_span"": 309, ""end_span"": 345, ""type"": ""Cell""}]"	train
We have modelled multiple stages of malignant transformation of human endothelial cells ( ECs) by overexpressing the catalytic subunit of human telomerase ( hTERT), together with SV40 T antigen ( SV40T) and oncogenic N - ras.	human,64,69,Organism	endothelial cells,70,87,Cell	ECs,90,93,Cell	human,138,143,Organism	telomerase,144,154,Gene_or_gene_product	hTERT,157,162,Gene_or_gene_product	SV40,179,183,Organism	T antigen,184,193,Gene_or_gene_product	SV40T,196,201,Gene_or_gene_product	N - ras,217,224,Gene_or_gene_product	"[{""token"": ""human"", ""start_span"": 64, ""end_span"": 69, ""type"": ""Organism""}, {""token"": ""endothelial cells"", ""start_span"": 70, ""end_span"": 87, ""type"": ""Cell""}, {""token"": ""ECs"", ""start_span"": 90, ""end_span"": 93, ""type"": ""Cell""}, {""token"": ""human"", ""start_span"": 138, ""end_span"": 143, ""type"": ""Organism""}, {""token"": ""telomerase"", ""start_span"": 144, ""end_span"": 154, ""type"": ""Gene_or_gene_product""}, {""token"": ""hTERT"", ""start_span"": 157, ""end_span"": 162, ""type"": ""Gene_or_gene_product""}, {""token"": ""SV40"", ""start_span"": 179, ""end_span"": 183, ""type"": ""Organism""}, {""token"": ""T antigen"", ""start_span"": 184, ""end_span"": 193, ""type"": ""Gene_or_gene_product""}, {""token"": ""SV40T"", ""start_span"": 196, ""end_span"": 201, ""type"": ""Gene_or_gene_product""}, {""token"": ""N - ras"", ""start_span"": 217, ""end_span"": 224, ""type"": ""Gene_or_gene_product""}]"	valid
We defined the role of c - Myc in cancer cell sensitivity to vinblastine ( VLB) using human colon cancer cells: LoVo wild - type or transfected with a plasmid containing the human c - myc gene in antisense orientation ( LoVo - mycANS).	c - Myc,23,30,Gene_or_gene_product	cancer cell,34,45,Cell	vinblastine,61,72,Chemical	VLB,75,78,Chemical	human,86,91,Organism	colon cancer cells,92,110,Cell	LoVo,112,116,Cell	human,174,179,Organism	c - myc,180,187,Gene_or_gene_product	LoVo - mycANS,220,233,Cell	"[{""token"": ""c - Myc"", ""start_span"": 23, ""end_span"": 30, ""type"": ""Gene_or_gene_product""}, {""token"": ""cancer cell"", ""start_span"": 34, ""end_span"": 45, ""type"": ""Cell""}, {""token"": ""vinblastine"", ""start_span"": 61, ""end_span"": 72, ""type"": ""Chemical""}, {""token"": ""VLB"", ""start_span"": 75, ""end_span"": 78, ""type"": ""Chemical""}, {""token"": ""human"", ""start_span"": 86, ""end_span"": 91, ""type"": ""Organism""}, {""token"": ""colon cancer cells"", ""start_span"": 92, ""end_span"": 110, ""type"": ""Cell""}, {""token"": ""LoVo"", ""start_span"": 112, ""end_span"": 116, ""type"": ""Cell""}, {""token"": ""human"", ""start_span"": 174, ""end_span"": 179, ""type"": ""Organism""}, {""token"": ""c - myc"", ""start_span"": 180, ""end_span"": 187, ""type"": ""Gene_or_gene_product""}, {""token"": ""LoVo - mycANS"", ""start_span"": 220, ""end_span"": 233, ""type"": ""Cell""}]"	valid
These results show that magnolol initiates apoptosis via the cytochrome - c / caspase 3 / PARP / AIF and PTEN / Akt / caspase 9 / PARP pathways and necrosis via PARP activation.	magnolol,24,32,Chemical	cytochrome - c,61,75,Gene_or_gene_product	caspase 3,78,87,Gene_or_gene_product	PARP,90,94,Gene_or_gene_product	AIF,97,100,Gene_or_gene_product	PTEN,105,109,Gene_or_gene_product	Akt,112,115,Gene_or_gene_product	caspase 9,118,127,Gene_or_gene_product	PARP,130,134,Gene_or_gene_product	PARP,161,165,Gene_or_gene_product	"[{""token"": ""magnolol"", ""start_span"": 24, ""end_span"": 32, ""type"": ""Chemical""}, {""token"": ""cytochrome - c"", ""start_span"": 61, ""end_span"": 75, ""type"": ""Gene_or_gene_product""}, {""token"": ""caspase 3"", ""start_span"": 78, ""end_span"": 87, ""type"": ""Gene_or_gene_product""}, {""token"": ""PARP"", ""start_span"": 90, ""end_span"": 94, ""type"": ""Gene_or_gene_product""}, {""token"": ""AIF"", ""start_span"": 97, ""end_span"": 100, ""type"": ""Gene_or_gene_product""}, {""token"": ""PTEN"", ""start_span"": 105, ""end_span"": 109, ""type"": ""Gene_or_gene_product""}, {""token"": ""Akt"", ""start_span"": 112, ""end_span"": 115, ""type"": ""Gene_or_gene_product""}, {""token"": ""caspase 9"", ""start_span"": 118, ""end_span"": 127, ""type"": ""Gene_or_gene_product""}, {""token"": ""PARP"", ""start_span"": 130, ""end_span"": 134, ""type"": ""Gene_or_gene_product""}, {""token"": ""PARP"", ""start_span"": 161, ""end_span"": 165, ""type"": ""Gene_or_gene_product""}]"	valid
Furthermore, IL - 1beta - induced p38 mitogen - activated protein kinase ( MAPK) activation and upregulation of VEGF - C mRNA and protein in LLC cells was also suppressed by artemisinin or by the p38 MAPK inhibitor SB - 203580, suggesting that p38 MAPK could serve as a mediator of proinflammatory cytokine - induced VEGF - C expression.	IL - 1beta,13,23,Gene_or_gene_product	p38 mitogen - activated protein kinase,34,72,Gene_or_gene_product	MAPK,75,79,Gene_or_gene_product	VEGF - C,112,120,Gene_or_gene_product	LLC cells,141,150,Cell	artemisinin,174,185,Chemical	p38 MAPK,196,204,Gene_or_gene_product	SB - 203580,215,226,Chemical	p38 MAPK,244,252,Gene_or_gene_product	VEGF - C,317,325,Gene_or_gene_product	"[{""token"": ""IL - 1beta"", ""start_span"": 13, ""end_span"": 23, ""type"": ""Gene_or_gene_product""}, {""token"": ""p38 mitogen - activated protein kinase"", ""start_span"": 34, ""end_span"": 72, ""type"": ""Gene_or_gene_product""}, {""token"": ""MAPK"", ""start_span"": 75, ""end_span"": 79, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF - C"", ""start_span"": 112, ""end_span"": 120, ""type"": ""Gene_or_gene_product""}, {""token"": ""LLC cells"", ""start_span"": 141, ""end_span"": 150, ""type"": ""Cell""}, {""token"": ""artemisinin"", ""start_span"": 174, ""end_span"": 185, ""type"": ""Chemical""}, {""token"": ""p38 MAPK"", ""start_span"": 196, ""end_span"": 204, ""type"": ""Gene_or_gene_product""}, {""token"": ""SB - 203580"", ""start_span"": 215, ""end_span"": 226, ""type"": ""Chemical""}, {""token"": ""p38 MAPK"", ""start_span"": 244, ""end_span"": 252, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF - C"", ""start_span"": 317, ""end_span"": 325, ""type"": ""Gene_or_gene_product""}]"	valid
To characterize the effects of CK1delta on SV40 - induced mammary carcinogenesis, we generated transgenic mice expressing mutant CK1delta under the control of the whey acidic protein ( WAP) gene promoter, and crossed them with SV40 transgenic WAP - T - antigen ( WAP - T) mice.	CK1delta,31,39,Gene_or_gene_product	SV40,43,47,Organism	mammary,58,65,Organ	transgenic mice,95,110,Organism	CK1delta,129,137,Gene_or_gene_product	whey acidic protein,163,182,Gene_or_gene_product	WAP,185,188,Gene_or_gene_product	SV40,227,231,Organism	WAP - T - antigen,243,260,Gene_or_gene_product	WAP - T,263,270,Gene_or_gene_product	"[{""token"": ""CK1delta"", ""start_span"": 31, ""end_span"": 39, ""type"": ""Gene_or_gene_product""}, {""token"": ""SV40"", ""start_span"": 43, ""end_span"": 47, ""type"": ""Organism""}, {""token"": ""mammary"", ""start_span"": 58, ""end_span"": 65, ""type"": ""Organ""}, {""token"": ""transgenic mice"", ""start_span"": 95, ""end_span"": 110, ""type"": ""Organism""}, {""token"": ""CK1delta"", ""start_span"": 129, ""end_span"": 137, ""type"": ""Gene_or_gene_product""}, {""token"": ""whey acidic protein"", ""start_span"": 163, ""end_span"": 182, ""type"": ""Gene_or_gene_product""}, {""token"": ""WAP"", ""start_span"": 185, ""end_span"": 188, ""type"": ""Gene_or_gene_product""}, {""token"": ""SV40"", ""start_span"": 227, ""end_span"": 231, ""type"": ""Organism""}, {""token"": ""WAP - T - antigen"", ""start_span"": 243, ""end_span"": 260, ""type"": ""Gene_or_gene_product""}, {""token"": ""WAP - T"", ""start_span"": 263, ""end_span"": 270, ""type"": ""Gene_or_gene_product""}]"	valid
The detection of increased abundance of EGF - R or Her - 2 / neu proteins in human tumours can provide additional information on the disease - free survival and overall survival for patients with breast, ovarian, endometrial or cervical cancer.	EGF - R,40,47,Gene_or_gene_product	Her - 2,51,58,Gene_or_gene_product	neu,61,64,Gene_or_gene_product	human,77,82,Organism	tumours,83,90,Cancer	patients,182,190,Organism	breast,196,202,Cancer	ovarian,204,211,Cancer	endometrial,213,224,Cancer	cervical cancer,228,243,Cancer	"[{""token"": ""EGF - R"", ""start_span"": 40, ""end_span"": 47, ""type"": ""Gene_or_gene_product""}, {""token"": ""Her - 2"", ""start_span"": 51, ""end_span"": 58, ""type"": ""Gene_or_gene_product""}, {""token"": ""neu"", ""start_span"": 61, ""end_span"": 64, ""type"": ""Gene_or_gene_product""}, {""token"": ""human"", ""start_span"": 77, ""end_span"": 82, ""type"": ""Organism""}, {""token"": ""tumours"", ""start_span"": 83, ""end_span"": 90, ""type"": ""Cancer""}, {""token"": ""patients"", ""start_span"": 182, ""end_span"": 190, ""type"": ""Organism""}, {""token"": ""breast"", ""start_span"": 196, ""end_span"": 202, ""type"": ""Cancer""}, {""token"": ""ovarian"", ""start_span"": 204, ""end_span"": 211, ""type"": ""Cancer""}, {""token"": ""endometrial"", ""start_span"": 213, ""end_span"": 224, ""type"": ""Cancer""}, {""token"": ""cervical cancer"", ""start_span"": 228, ""end_span"": 243, ""type"": ""Cancer""}]"	valid
Since other DNA tumor viruses, such as simian virus 40 and adenovirus, have previously been shown to interact with cellular protein p53, we investigated whether infection of cells by HCMV would modulate cellular p53 levels.	DNA,12,15,Cellular_component	tumor,16,21,Cancer	simian virus 40,39,54,Organism	adenovirus,59,69,Organism	cellular,115,123,Cell	p53,132,135,Gene_or_gene_product	cells,174,179,Cell	HCMV,183,187,Organism	cellular,203,211,Cell	p53,212,215,Gene_or_gene_product	"[{""token"": ""DNA"", ""start_span"": 12, ""end_span"": 15, ""type"": ""Cellular_component""}, {""token"": ""tumor"", ""start_span"": 16, ""end_span"": 21, ""type"": ""Cancer""}, {""token"": ""simian virus 40"", ""start_span"": 39, ""end_span"": 54, ""type"": ""Organism""}, {""token"": ""adenovirus"", ""start_span"": 59, ""end_span"": 69, ""type"": ""Organism""}, {""token"": ""cellular"", ""start_span"": 115, ""end_span"": 123, ""type"": ""Cell""}, {""token"": ""p53"", ""start_span"": 132, ""end_span"": 135, ""type"": ""Gene_or_gene_product""}, {""token"": ""cells"", ""start_span"": 174, ""end_span"": 179, ""type"": ""Cell""}, {""token"": ""HCMV"", ""start_span"": 183, ""end_span"": 187, ""type"": ""Organism""}, {""token"": ""cellular"", ""start_span"": 203, ""end_span"": 211, ""type"": ""Cell""}, {""token"": ""p53"", ""start_span"": 212, ""end_span"": 215, ""type"": ""Gene_or_gene_product""}]"	valid
HCMV immediate - early proteins were clearly shown to be responsible for elevating p53 levels in infected fibroblasts; expression of HCMV immediate - early region 1 and 2 proteins resulted in elevation of p53 levels in transfected human fibroblasts.	HCMV,0,4,Organism	immediate - early proteins,5,31,Gene_or_gene_product	p53,83,86,Gene_or_gene_product	fibroblasts,106,117,Cell	HCMV,133,137,Organism	immediate - early region 1,138,164,Gene_or_gene_product	2,169,170,Gene_or_gene_product	p53,205,208,Gene_or_gene_product	human,231,236,Organism	fibroblasts,237,248,Cell	"[{""token"": ""HCMV"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Organism""}, {""token"": ""immediate - early proteins"", ""start_span"": 5, ""end_span"": 31, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 83, ""end_span"": 86, ""type"": ""Gene_or_gene_product""}, {""token"": ""fibroblasts"", ""start_span"": 106, ""end_span"": 117, ""type"": ""Cell""}, {""token"": ""HCMV"", ""start_span"": 133, ""end_span"": 137, ""type"": ""Organism""}, {""token"": ""immediate - early region 1"", ""start_span"": 138, ""end_span"": 164, ""type"": ""Gene_or_gene_product""}, {""token"": ""2"", ""start_span"": 169, ""end_span"": 170, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 205, ""end_span"": 208, ""type"": ""Gene_or_gene_product""}, {""token"": ""human"", ""start_span"": 231, ""end_span"": 236, ""type"": ""Organism""}, {""token"": ""fibroblasts"", ""start_span"": 237, ""end_span"": 248, ""type"": ""Cell""}]"	valid
Co - expression of NRP1 and ( VEGFR - 2) KDR on the surface of endothelial cells ( EC) enhances VEGF165 binding to KDR and EC chemotaxis in response to VEGF165.	NRP1,19,23,Gene_or_gene_product	VEGFR - 2,30,39,Gene_or_gene_product	KDR,41,44,Gene_or_gene_product	surface,52,59,Cellular_component	endothelial cells,63,80,Cell	EC,83,85,Cell	VEGF165,96,103,Gene_or_gene_product	KDR,115,118,Gene_or_gene_product	EC,123,125,Cell	VEGF165,152,159,Gene_or_gene_product	"[{""token"": ""NRP1"", ""start_span"": 19, ""end_span"": 23, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGFR - 2"", ""start_span"": 30, ""end_span"": 39, ""type"": ""Gene_or_gene_product""}, {""token"": ""KDR"", ""start_span"": 41, ""end_span"": 44, ""type"": ""Gene_or_gene_product""}, {""token"": ""surface"", ""start_span"": 52, ""end_span"": 59, ""type"": ""Cellular_component""}, {""token"": ""endothelial cells"", ""start_span"": 63, ""end_span"": 80, ""type"": ""Cell""}, {""token"": ""EC"", ""start_span"": 83, ""end_span"": 85, ""type"": ""Cell""}, {""token"": ""VEGF165"", ""start_span"": 96, ""end_span"": 103, ""type"": ""Gene_or_gene_product""}, {""token"": ""KDR"", ""start_span"": 115, ""end_span"": 118, ""type"": ""Gene_or_gene_product""}, {""token"": ""EC"", ""start_span"": 123, ""end_span"": 125, ""type"": ""Cell""}, {""token"": ""VEGF165"", ""start_span"": 152, ""end_span"": 159, ""type"": ""Gene_or_gene_product""}]"	test
