Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	json	split
The tumors of A431 supplemented with F - 2 cells were profoundly vascularized throughout by the tubular structures formed by F - 2 cells, the lumen of which contained the host rat blood cells.	tumors,4,10,Cancer	A431,14,18,Cell	F - 2 cells,37,48,Cell	tubular structures,96,114,Tissue	F - 2 cells,125,136,Cell	lumen,142,147,Immaterial_anatomical_entity	rat,176,179,Organism	blood cells,180,191,Cell	"[{""token"": ""tumors"", ""start_span"": 4, ""end_span"": 10, ""type"": ""Cancer""}, {""token"": ""A431"", ""start_span"": 14, ""end_span"": 18, ""type"": ""Cell""}, {""token"": ""F - 2 cells"", ""start_span"": 37, ""end_span"": 48, ""type"": ""Cell""}, {""token"": ""tubular structures"", ""start_span"": 96, ""end_span"": 114, ""type"": ""Tissue""}, {""token"": ""F - 2 cells"", ""start_span"": 125, ""end_span"": 136, ""type"": ""Cell""}, {""token"": ""lumen"", ""start_span"": 142, ""end_span"": 147, ""type"": ""Immaterial_anatomical_entity""}, {""token"": ""rat"", ""start_span"": 176, ""end_span"": 179, ""type"": ""Organism""}, {""token"": ""blood cells"", ""start_span"": 180, ""end_span"": 191, ""type"": ""Cell""}]"	train
To investigate whether bee venom ( BV) induces apoptosis, the 3 - ( 4, 5 - dimethylthiazol - 2 - yl) - 2, 5 - diphenyltetrazolium bromide assay, terminal deoxynucleotidyl transferase - mediated dUTP nick end - labeling assay, 4, 6 - diamidino - 2 - phenylindole staining, flow cytometric analysis, and DNA fragmentation assay were performed on NCI - H1299 lung cancer cells treated with BV.	bee,23,26,Organism	venom,27,32,Organism_substance	BV,35,37,Organism_substance	terminal deoxynucleotidyl transferase,145,182,Gene_or_gene_product	dUTP,194,198,Chemical	DNA,302,305,Cellular_component	NCI - H1299 lung cancer cells,344,373,Cell	BV,387,389,Organism_substance	"[{""token"": ""bee"", ""start_span"": 23, ""end_span"": 26, ""type"": ""Organism""}, {""token"": ""venom"", ""start_span"": 27, ""end_span"": 32, ""type"": ""Organism_substance""}, {""token"": ""BV"", ""start_span"": 35, ""end_span"": 37, ""type"": ""Organism_substance""}, {""token"": ""terminal deoxynucleotidyl transferase"", ""start_span"": 145, ""end_span"": 182, ""type"": ""Gene_or_gene_product""}, {""token"": ""dUTP"", ""start_span"": 194, ""end_span"": 198, ""type"": ""Chemical""}, {""token"": ""DNA"", ""start_span"": 302, ""end_span"": 305, ""type"": ""Cellular_component""}, {""token"": ""NCI - H1299 lung cancer cells"", ""start_span"": 344, ""end_span"": 373, ""type"": ""Cell""}, {""token"": ""BV"", ""start_span"": 387, ""end_span"": 389, ""type"": ""Organism_substance""}]"	train
To determine whether changes in angiogenesis are responsible for the decrease in progesterone synthesis, we measured hemoglobin and CD34 levels in luteinized ovaries following injection of COX inhibitors and measured the relative frequency of cells positive for platelet - endothelial cell adhesion molecule as a specific marker for endothelial cells.	progesterone,81,93,Chemical	hemoglobin,117,127,Gene_or_gene_product	CD34,132,136,Gene_or_gene_product	ovaries,158,165,Organ	COX,189,192,Gene_or_gene_product	cells,243,248,Cell	platelet - endothelial cell adhesion molecule,262,307,Gene_or_gene_product	endothelial cells,333,350,Cell	"[{""token"": ""progesterone"", ""start_span"": 81, ""end_span"": 93, ""type"": ""Chemical""}, {""token"": ""hemoglobin"", ""start_span"": 117, ""end_span"": 127, ""type"": ""Gene_or_gene_product""}, {""token"": ""CD34"", ""start_span"": 132, ""end_span"": 136, ""type"": ""Gene_or_gene_product""}, {""token"": ""ovaries"", ""start_span"": 158, ""end_span"": 165, ""type"": ""Organ""}, {""token"": ""COX"", ""start_span"": 189, ""end_span"": 192, ""type"": ""Gene_or_gene_product""}, {""token"": ""cells"", ""start_span"": 243, ""end_span"": 248, ""type"": ""Cell""}, {""token"": ""platelet - endothelial cell adhesion molecule"", ""start_span"": 262, ""end_span"": 307, ""type"": ""Gene_or_gene_product""}, {""token"": ""endothelial cells"", ""start_span"": 333, ""end_span"": 350, ""type"": ""Cell""}]"	train
Leukocyte - vessel wall interactions were studied both within and outside small tumors growing in the ear, and in ear microvessels of mice with a large tumor growing on their flank.	Leukocyte,0,9,Cell	vessel wall,12,23,Multi	tumors,80,86,Cancer	ear,102,105,Organ	ear microvessels,114,130,Tissue	mice,134,138,Organism	tumor,152,157,Cancer	flank,175,180,Organism_subdivision	"[{""token"": ""Leukocyte"", ""start_span"": 0, ""end_span"": 9, ""type"": ""Cell""}, {""token"": ""vessel wall"", ""start_span"": 12, ""end_span"": 23, ""type"": ""Multi""}, {""token"": ""tumors"", ""start_span"": 80, ""end_span"": 86, ""type"": ""Cancer""}, {""token"": ""ear"", ""start_span"": 102, ""end_span"": 105, ""type"": ""Organ""}, {""token"": ""ear microvessels"", ""start_span"": 114, ""end_span"": 130, ""type"": ""Tissue""}, {""token"": ""mice"", ""start_span"": 134, ""end_span"": 138, ""type"": ""Organism""}, {""token"": ""tumor"", ""start_span"": 152, ""end_span"": 157, ""type"": ""Cancer""}, {""token"": ""flank"", ""start_span"": 175, ""end_span"": 180, ""type"": ""Organism_subdivision""}]"	train
The cell death pathway initiated by survivin targeting was mapped with respect to cytochrome c release, changes in mitochondrial transmembrane potential, and apoptosome requirements using mouse embryonic fibroblasts deficient in Apaf - 1 or caspase - 9.	cell,4,8,Cell	survivin,36,44,Gene_or_gene_product	cytochrome c,82,94,Gene_or_gene_product	mitochondrial,115,128,Cellular_component	mouse,188,193,Organism	embryonic fibroblasts,194,215,Cell	Apaf - 1,229,237,Gene_or_gene_product	caspase - 9,241,252,Gene_or_gene_product	"[{""token"": ""cell"", ""start_span"": 4, ""end_span"": 8, ""type"": ""Cell""}, {""token"": ""survivin"", ""start_span"": 36, ""end_span"": 44, ""type"": ""Gene_or_gene_product""}, {""token"": ""cytochrome c"", ""start_span"": 82, ""end_span"": 94, ""type"": ""Gene_or_gene_product""}, {""token"": ""mitochondrial"", ""start_span"": 115, ""end_span"": 128, ""type"": ""Cellular_component""}, {""token"": ""mouse"", ""start_span"": 188, ""end_span"": 193, ""type"": ""Organism""}, {""token"": ""embryonic fibroblasts"", ""start_span"": 194, ""end_span"": 215, ""type"": ""Cell""}, {""token"": ""Apaf - 1"", ""start_span"": 229, ""end_span"": 237, ""type"": ""Gene_or_gene_product""}, {""token"": ""caspase - 9"", ""start_span"": 241, ""end_span"": 252, ""type"": ""Gene_or_gene_product""}]"	train
Granulocyte - macrophage colony - stimulating factor and interleukin - 3 enhance the incorporation of cytosine arabinoside into the DNA of leukemic blasts and the cytotoxic effect on clonogenic cells from patients with acute myeloid leukemia.	Granulocyte - macrophage colony - stimulating factor,0,52,Gene_or_gene_product	interleukin - 3,57,72,Gene_or_gene_product	cytosine arabinoside,102,122,Chemical	DNA,132,135,Cellular_component	leukemic blasts,139,154,Cell	clonogenic cells,183,199,Cell	patients,205,213,Organism	acute myeloid leukemia,219,241,Cancer	"[{""token"": ""Granulocyte - macrophage colony - stimulating factor"", ""start_span"": 0, ""end_span"": 52, ""type"": ""Gene_or_gene_product""}, {""token"": ""interleukin - 3"", ""start_span"": 57, ""end_span"": 72, ""type"": ""Gene_or_gene_product""}, {""token"": ""cytosine arabinoside"", ""start_span"": 102, ""end_span"": 122, ""type"": ""Chemical""}, {""token"": ""DNA"", ""start_span"": 132, ""end_span"": 135, ""type"": ""Cellular_component""}, {""token"": ""leukemic blasts"", ""start_span"": 139, ""end_span"": 154, ""type"": ""Cell""}, {""token"": ""clonogenic cells"", ""start_span"": 183, ""end_span"": 199, ""type"": ""Cell""}, {""token"": ""patients"", ""start_span"": 205, ""end_span"": 213, ""type"": ""Organism""}, {""token"": ""acute myeloid leukemia"", ""start_span"": 219, ""end_span"": 241, ""type"": ""Cancer""}]"	train
Here, the pattern of expression of angiogenin during the transition from normal breast tissue to ductal carcinoma in situ and invasive carcinoma is reported together with the correlates between the level of angiogenin in 239 invasive carcinomas and standard clinicopathological parameters, hypoxia - inducible factor ( HIF) - 1 alpha and the HIF - 1 alpha target gene DEC - 1.	angiogenin,35,45,Gene_or_gene_product	breast tissue,80,93,Tissue	ductal carcinoma,97,113,Cancer	carcinoma,135,144,Cancer	angiogenin,207,217,Gene_or_gene_product	carcinomas,234,244,Cancer	HIF - 1 alpha,342,355,Gene_or_gene_product	DEC - 1,368,375,Gene_or_gene_product	"[{""token"": ""angiogenin"", ""start_span"": 35, ""end_span"": 45, ""type"": ""Gene_or_gene_product""}, {""token"": ""breast tissue"", ""start_span"": 80, ""end_span"": 93, ""type"": ""Tissue""}, {""token"": ""ductal carcinoma"", ""start_span"": 97, ""end_span"": 113, ""type"": ""Cancer""}, {""token"": ""carcinoma"", ""start_span"": 135, ""end_span"": 144, ""type"": ""Cancer""}, {""token"": ""angiogenin"", ""start_span"": 207, ""end_span"": 217, ""type"": ""Gene_or_gene_product""}, {""token"": ""carcinomas"", ""start_span"": 234, ""end_span"": 244, ""type"": ""Cancer""}, {""token"": ""HIF - 1 alpha"", ""start_span"": 342, ""end_span"": 355, ""type"": ""Gene_or_gene_product""}, {""token"": ""DEC - 1"", ""start_span"": 368, ""end_span"": 375, ""type"": ""Gene_or_gene_product""}]"	train
Mutations in the genes encoding the three other succinate dehydrogenase subunits ( SDHB, SDHC and SDHD) have been identified in patients affected by familial or ' apparently sporadic ' paraganglioma and / or pheochromocytoma, an autosomal inherited cancer - susceptibility syndrome.	succinate dehydrogenase,48,71,Gene_or_gene_product	SDHB,83,87,Gene_or_gene_product	SDHC,89,93,Gene_or_gene_product	SDHD,98,102,Gene_or_gene_product	patients,128,136,Organism	paraganglioma,185,198,Cancer	pheochromocytoma,208,224,Cancer	cancer,249,255,Cancer	"[{""token"": ""succinate dehydrogenase"", ""start_span"": 48, ""end_span"": 71, ""type"": ""Gene_or_gene_product""}, {""token"": ""SDHB"", ""start_span"": 83, ""end_span"": 87, ""type"": ""Gene_or_gene_product""}, {""token"": ""SDHC"", ""start_span"": 89, ""end_span"": 93, ""type"": ""Gene_or_gene_product""}, {""token"": ""SDHD"", ""start_span"": 98, ""end_span"": 102, ""type"": ""Gene_or_gene_product""}, {""token"": ""patients"", ""start_span"": 128, ""end_span"": 136, ""type"": ""Organism""}, {""token"": ""paraganglioma"", ""start_span"": 185, ""end_span"": 198, ""type"": ""Cancer""}, {""token"": ""pheochromocytoma"", ""start_span"": 208, ""end_span"": 224, ""type"": ""Cancer""}, {""token"": ""cancer"", ""start_span"": 249, ""end_span"": 255, ""type"": ""Cancer""}]"	train
The subsequent identification of germline mutations in the gene encoding fumarase - - another TCA cycle enzyme - - in a new hereditary form of susceptibility to renal, uterine and cutaneous tumors has highlighted the potential role of the TCA cycle and, more generally, of the mitochondria in cancer.	fumarase,73,81,Gene_or_gene_product	TCA,94,97,Chemical	renal,161,166,Cancer	uterine,168,175,Cancer	cutaneous tumors,180,196,Cancer	TCA,239,242,Chemical	mitochondria,277,289,Cellular_component	cancer,293,299,Cancer	"[{""token"": ""fumarase"", ""start_span"": 73, ""end_span"": 81, ""type"": ""Gene_or_gene_product""}, {""token"": ""TCA"", ""start_span"": 94, ""end_span"": 97, ""type"": ""Chemical""}, {""token"": ""renal"", ""start_span"": 161, ""end_span"": 166, ""type"": ""Cancer""}, {""token"": ""uterine"", ""start_span"": 168, ""end_span"": 175, ""type"": ""Cancer""}, {""token"": ""cutaneous tumors"", ""start_span"": 180, ""end_span"": 196, ""type"": ""Cancer""}, {""token"": ""TCA"", ""start_span"": 239, ""end_span"": 242, ""type"": ""Chemical""}, {""token"": ""mitochondria"", ""start_span"": 277, ""end_span"": 289, ""type"": ""Cellular_component""}, {""token"": ""cancer"", ""start_span"": 293, ""end_span"": 299, ""type"": ""Cancer""}]"	train
Two of these cell cycle inhibitors, p16 ( INK4A) and p15 ( INK4B), have tumor suppressor activities and are inactivated in human cancer.	cell,13,17,Cell	p16,36,39,Gene_or_gene_product	INK4A,42,47,Gene_or_gene_product	p15,53,56,Gene_or_gene_product	INK4B,59,64,Gene_or_gene_product	tumor,72,77,Cancer	human,123,128,Organism	cancer,129,135,Cancer	"[{""token"": ""cell"", ""start_span"": 13, ""end_span"": 17, ""type"": ""Cell""}, {""token"": ""p16"", ""start_span"": 36, ""end_span"": 39, ""type"": ""Gene_or_gene_product""}, {""token"": ""INK4A"", ""start_span"": 42, ""end_span"": 47, ""type"": ""Gene_or_gene_product""}, {""token"": ""p15"", ""start_span"": 53, ""end_span"": 56, ""type"": ""Gene_or_gene_product""}, {""token"": ""INK4B"", ""start_span"": 59, ""end_span"": 64, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumor"", ""start_span"": 72, ""end_span"": 77, ""type"": ""Cancer""}, {""token"": ""human"", ""start_span"": 123, ""end_span"": 128, ""type"": ""Organism""}, {""token"": ""cancer"", ""start_span"": 129, ""end_span"": 135, ""type"": ""Cancer""}]"	train
We also show that mouse p10 is able to inhibit foci formation and anchorage - independent growth in wild - type mouse embryonic fibroblasts, and that these antitransforming properties of mouse p10 are also p53 - dependent.	mouse,18,23,Organism	p10,24,27,Gene_or_gene_product	foci,47,51,Cell	mouse,112,117,Organism	embryonic fibroblasts,118,139,Cell	mouse,187,192,Organism	p10,193,196,Gene_or_gene_product	p53,206,209,Gene_or_gene_product	"[{""token"": ""mouse"", ""start_span"": 18, ""end_span"": 23, ""type"": ""Organism""}, {""token"": ""p10"", ""start_span"": 24, ""end_span"": 27, ""type"": ""Gene_or_gene_product""}, {""token"": ""foci"", ""start_span"": 47, ""end_span"": 51, ""type"": ""Cell""}, {""token"": ""mouse"", ""start_span"": 112, ""end_span"": 117, ""type"": ""Organism""}, {""token"": ""embryonic fibroblasts"", ""start_span"": 118, ""end_span"": 139, ""type"": ""Cell""}, {""token"": ""mouse"", ""start_span"": 187, ""end_span"": 192, ""type"": ""Organism""}, {""token"": ""p10"", ""start_span"": 193, ""end_span"": 196, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 206, ""end_span"": 209, ""type"": ""Gene_or_gene_product""}]"	train
