Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	entity_10	entity_11	json	split
9E3 / CEF4 was slightly mitogenic for CEF, causing a doubling of [ 3H] thymidine uptake when added to serum - starved CEF. 9E3 / CEF4 was found associated not only with the cell and in the culture medium of Rous sarcoma virus - transformed CEF but also with the extracellular matrix.	9E3,0,3,Gene_or_gene_product	CEF4,6,10,Gene_or_gene_product	CEF,38,41,Cell	serum,102,107,Organism_substance	CEF,118,121,Cell	9E3,123,126,Gene_or_gene_product	CEF4,129,133,Gene_or_gene_product	cell,173,177,Cell	Rous sarcoma virus,207,225,Organism	CEF,240,243,Cell	extracellular matrix,262,282,Cellular_component	"[{""token"": ""9E3"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Gene_or_gene_product""}, {""token"": ""CEF4"", ""start_span"": 6, ""end_span"": 10, ""type"": ""Gene_or_gene_product""}, {""token"": ""CEF"", ""start_span"": 38, ""end_span"": 41, ""type"": ""Cell""}, {""token"": ""serum"", ""start_span"": 102, ""end_span"": 107, ""type"": ""Organism_substance""}, {""token"": ""CEF"", ""start_span"": 118, ""end_span"": 121, ""type"": ""Cell""}, {""token"": ""9E3"", ""start_span"": 123, ""end_span"": 126, ""type"": ""Gene_or_gene_product""}, {""token"": ""CEF4"", ""start_span"": 129, ""end_span"": 133, ""type"": ""Gene_or_gene_product""}, {""token"": ""cell"", ""start_span"": 173, ""end_span"": 177, ""type"": ""Cell""}, {""token"": ""Rous sarcoma virus"", ""start_span"": 207, ""end_span"": 225, ""type"": ""Organism""}, {""token"": ""CEF"", ""start_span"": 240, ""end_span"": 243, ""type"": ""Cell""}, {""token"": ""extracellular matrix"", ""start_span"": 262, ""end_span"": 282, ""type"": ""Cellular_component""}]"	train
The principal types of tumors were plasmacytomas secreting immunoglobulin and novel lymphomas that expressed markers such as Sca - 1, CD4, Thy - 1, CD34 and CD45 ( B220), consistent with an origin very early in B - lymphoid development.	tumors,23,29,Cancer	plasmacytomas,35,48,Cancer	immunoglobulin,59,73,Gene_or_gene_product	lymphomas,84,93,Cancer	Sca - 1,125,132,Gene_or_gene_product	CD4,134,137,Gene_or_gene_product	Thy - 1,139,146,Gene_or_gene_product	CD34,148,152,Gene_or_gene_product	CD45,157,161,Gene_or_gene_product	B220,164,168,Gene_or_gene_product	B - lymphoid,211,223,Cell	"[{""token"": ""tumors"", ""start_span"": 23, ""end_span"": 29, ""type"": ""Cancer""}, {""token"": ""plasmacytomas"", ""start_span"": 35, ""end_span"": 48, ""type"": ""Cancer""}, {""token"": ""immunoglobulin"", ""start_span"": 59, ""end_span"": 73, ""type"": ""Gene_or_gene_product""}, {""token"": ""lymphomas"", ""start_span"": 84, ""end_span"": 93, ""type"": ""Cancer""}, {""token"": ""Sca - 1"", ""start_span"": 125, ""end_span"": 132, ""type"": ""Gene_or_gene_product""}, {""token"": ""CD4"", ""start_span"": 134, ""end_span"": 137, ""type"": ""Gene_or_gene_product""}, {""token"": ""Thy - 1"", ""start_span"": 139, ""end_span"": 146, ""type"": ""Gene_or_gene_product""}, {""token"": ""CD34"", ""start_span"": 148, ""end_span"": 152, ""type"": ""Gene_or_gene_product""}, {""token"": ""CD45"", ""start_span"": 157, ""end_span"": 161, ""type"": ""Gene_or_gene_product""}, {""token"": ""B220"", ""start_span"": 164, ""end_span"": 168, ""type"": ""Gene_or_gene_product""}, {""token"": ""B - lymphoid"", ""start_span"": 211, ""end_span"": 223, ""type"": ""Cell""}]"	train
For the purpose of investigating the relationship between the metastatic potential of the tumor as well as the expression of nm23 - H1 mRNA, and for determing the location of the positive sites in the cells, tumor metastasis suppressor gene nm23 - H1 in human hepatocellular carcinoma ( and the nonneoplastic area surrounding the tumor) was detected by in situ hybridization using digoxiginin - labeled nm23 - H1 antisense complementary RNA probe.	tumor,90,95,Cancer	nm23 - H1,125,134,Gene_or_gene_product	cells,201,206,Cell	tumor,208,213,Cancer	nm23 - H1,241,250,Gene_or_gene_product	human,254,259,Organism	hepatocellular carcinoma,260,284,Cancer	nonneoplastic area,295,313,Multi	tumor,330,335,Cancer	digoxiginin,381,392,Chemical	nm23 - H1,403,412,Gene_or_gene_product	"[{""token"": ""tumor"", ""start_span"": 90, ""end_span"": 95, ""type"": ""Cancer""}, {""token"": ""nm23 - H1"", ""start_span"": 125, ""end_span"": 134, ""type"": ""Gene_or_gene_product""}, {""token"": ""cells"", ""start_span"": 201, ""end_span"": 206, ""type"": ""Cell""}, {""token"": ""tumor"", ""start_span"": 208, ""end_span"": 213, ""type"": ""Cancer""}, {""token"": ""nm23 - H1"", ""start_span"": 241, ""end_span"": 250, ""type"": ""Gene_or_gene_product""}, {""token"": ""human"", ""start_span"": 254, ""end_span"": 259, ""type"": ""Organism""}, {""token"": ""hepatocellular carcinoma"", ""start_span"": 260, ""end_span"": 284, ""type"": ""Cancer""}, {""token"": ""nonneoplastic area"", ""start_span"": 295, ""end_span"": 313, ""type"": ""Multi""}, {""token"": ""tumor"", ""start_span"": 330, ""end_span"": 335, ""type"": ""Cancer""}, {""token"": ""digoxiginin"", ""start_span"": 381, ""end_span"": 392, ""type"": ""Chemical""}, {""token"": ""nm23 - H1"", ""start_span"": 403, ""end_span"": 412, ""type"": ""Gene_or_gene_product""}]"	train
In human colon carcinoma Colo205 and HT29 xenografts grown in human endosialin - transgenic mice, endosialin expression was largely confined to NG2 - expressing perivascular cells and not CD31 - positive endothelial cells.	human,3,8,Organism	colon carcinoma Colo205,9,32,Cancer	HT29 xenografts,37,52,Cancer	human,62,67,Organism	endosialin,68,78,Gene_or_gene_product	mice,92,96,Organism	endosialin,98,108,Gene_or_gene_product	NG2,144,147,Gene_or_gene_product	perivascular cells,161,179,Cell	CD31,188,192,Gene_or_gene_product	endothelial cells,204,221,Cell	"[{""token"": ""human"", ""start_span"": 3, ""end_span"": 8, ""type"": ""Organism""}, {""token"": ""colon carcinoma Colo205"", ""start_span"": 9, ""end_span"": 32, ""type"": ""Cancer""}, {""token"": ""HT29 xenografts"", ""start_span"": 37, ""end_span"": 52, ""type"": ""Cancer""}, {""token"": ""human"", ""start_span"": 62, ""end_span"": 67, ""type"": ""Organism""}, {""token"": ""endosialin"", ""start_span"": 68, ""end_span"": 78, ""type"": ""Gene_or_gene_product""}, {""token"": ""mice"", ""start_span"": 92, ""end_span"": 96, ""type"": ""Organism""}, {""token"": ""endosialin"", ""start_span"": 98, ""end_span"": 108, ""type"": ""Gene_or_gene_product""}, {""token"": ""NG2"", ""start_span"": 144, ""end_span"": 147, ""type"": ""Gene_or_gene_product""}, {""token"": ""perivascular cells"", ""start_span"": 161, ""end_span"": 179, ""type"": ""Cell""}, {""token"": ""CD31"", ""start_span"": 188, ""end_span"": 192, ""type"": ""Gene_or_gene_product""}, {""token"": ""endothelial cells"", ""start_span"": 204, ""end_span"": 221, ""type"": ""Cell""}]"	valid
MATERIALS AND METHODS: Human colon carcinoma ( HT29) and murine squamous carcinoma ( SCCVII) clonal cell lines expressing varying levels of VEGF were established and their response to vandetanib was assessed in tissue culture and as solid tumors.	Human,23,28,Organism	colon carcinoma,29,44,Cancer	HT29,47,51,Cell	murine,57,63,Organism	squamous carcinoma,64,82,Cancer	SCCVII,85,91,Cell	cell lines,100,110,Cell	VEGF,140,144,Gene_or_gene_product	vandetanib,184,194,Chemical	tissue,211,217,Tissue	solid tumors,233,245,Cancer	"[{""token"": ""Human"", ""start_span"": 23, ""end_span"": 28, ""type"": ""Organism""}, {""token"": ""colon carcinoma"", ""start_span"": 29, ""end_span"": 44, ""type"": ""Cancer""}, {""token"": ""HT29"", ""start_span"": 47, ""end_span"": 51, ""type"": ""Cell""}, {""token"": ""murine"", ""start_span"": 57, ""end_span"": 63, ""type"": ""Organism""}, {""token"": ""squamous carcinoma"", ""start_span"": 64, ""end_span"": 82, ""type"": ""Cancer""}, {""token"": ""SCCVII"", ""start_span"": 85, ""end_span"": 91, ""type"": ""Cell""}, {""token"": ""cell lines"", ""start_span"": 100, ""end_span"": 110, ""type"": ""Cell""}, {""token"": ""VEGF"", ""start_span"": 140, ""end_span"": 144, ""type"": ""Gene_or_gene_product""}, {""token"": ""vandetanib"", ""start_span"": 184, ""end_span"": 194, ""type"": ""Chemical""}, {""token"": ""tissue"", ""start_span"": 211, ""end_span"": 217, ""type"": ""Tissue""}, {""token"": ""solid tumors"", ""start_span"": 233, ""end_span"": 245, ""type"": ""Cancer""}]"	valid
CSC - high cultures and tumors expressed increased levels of the proangiogenic factors vascular endothelial growth factor and stromal - derived factor 1, and when signaling by either factor was blocked, all aspects of angiogenesis observed in CSC - high cultures and tumors, including microvessel density, perfusion, EPC mobilization / recruitment, and stimulation of endothelial cell activity, were reduced to levels comparable with those observed in CSC - low cultures / tumors.	CSC - high cultures,0,19,Cell	tumors,24,30,Cancer	vascular endothelial growth factor,87,121,Gene_or_gene_product	stromal - derived factor 1,126,152,Gene_or_gene_product	CSC - high cultures,243,262,Cell	tumors,267,273,Cancer	microvessel,285,296,Tissue	EPC,317,320,Cell	endothelial cell,368,384,Cell	CSC - low cultures,452,470,Cell	tumors,473,479,Cancer	"[{""token"": ""CSC - high cultures"", ""start_span"": 0, ""end_span"": 19, ""type"": ""Cell""}, {""token"": ""tumors"", ""start_span"": 24, ""end_span"": 30, ""type"": ""Cancer""}, {""token"": ""vascular endothelial growth factor"", ""start_span"": 87, ""end_span"": 121, ""type"": ""Gene_or_gene_product""}, {""token"": ""stromal - derived factor 1"", ""start_span"": 126, ""end_span"": 152, ""type"": ""Gene_or_gene_product""}, {""token"": ""CSC - high cultures"", ""start_span"": 243, ""end_span"": 262, ""type"": ""Cell""}, {""token"": ""tumors"", ""start_span"": 267, ""end_span"": 273, ""type"": ""Cancer""}, {""token"": ""microvessel"", ""start_span"": 285, ""end_span"": 296, ""type"": ""Tissue""}, {""token"": ""EPC"", ""start_span"": 317, ""end_span"": 320, ""type"": ""Cell""}, {""token"": ""endothelial cell"", ""start_span"": 368, ""end_span"": 384, ""type"": ""Cell""}, {""token"": ""CSC - low cultures"", ""start_span"": 452, ""end_span"": 470, ""type"": ""Cell""}, {""token"": ""tumors"", ""start_span"": 473, ""end_span"": 479, ""type"": ""Cancer""}]"	valid
To delineate the roles that oxygen and fibroblast growth factors ( FGFs) play in the process of angiogenesis from the embryonic aorta, we cultured mouse embryonic aorta explants ( thoracic level to lateral vessels supplying the mesonephros and metanephros) in a three - dimensional type I collagen gel matrix.	oxygen,28,34,Chemical	fibroblast growth factors,39,64,Gene_or_gene_product	FGFs,67,71,Gene_or_gene_product	embryonic aorta,118,133,Multi	mouse,147,152,Organism	embryonic aorta explants,153,177,Multi	thoracic,180,188,Multi	lateral vessels,198,213,Multi	mesonephros,228,239,Organ	metanephros,244,255,Organ	type I collagen,282,297,Gene_or_gene_product	"[{""token"": ""oxygen"", ""start_span"": 28, ""end_span"": 34, ""type"": ""Chemical""}, {""token"": ""fibroblast growth factors"", ""start_span"": 39, ""end_span"": 64, ""type"": ""Gene_or_gene_product""}, {""token"": ""FGFs"", ""start_span"": 67, ""end_span"": 71, ""type"": ""Gene_or_gene_product""}, {""token"": ""embryonic aorta"", ""start_span"": 118, ""end_span"": 133, ""type"": ""Multi""}, {""token"": ""mouse"", ""start_span"": 147, ""end_span"": 152, ""type"": ""Organism""}, {""token"": ""embryonic aorta explants"", ""start_span"": 153, ""end_span"": 177, ""type"": ""Multi""}, {""token"": ""thoracic"", ""start_span"": 180, ""end_span"": 188, ""type"": ""Multi""}, {""token"": ""lateral vessels"", ""start_span"": 198, ""end_span"": 213, ""type"": ""Multi""}, {""token"": ""mesonephros"", ""start_span"": 228, ""end_span"": 239, ""type"": ""Organ""}, {""token"": ""metanephros"", ""start_span"": 244, ""end_span"": 255, ""type"": ""Organ""}, {""token"": ""type I collagen"", ""start_span"": 282, ""end_span"": 297, ""type"": ""Gene_or_gene_product""}]"	test
"In this study, using the human colon cancer cell line HCT116, we find that established HCT116 / IGF1 - R transfectants exhibit a more aggressive transformed phenotype than the parental cell line, as demonstrated by their higher proliferation rate in response to IGF1, higher degree of anchorage - independent growth, resistance to serum deprivation - induced apoptosis, and higher migratory capability in a monolayer "" wounding assay. "" When injected into nude mice, HCT116 / IGF1 - R transfectants were highly invasive and produced distant metastases, whereas the parental cell did not."	human,25,30,Organism	colon cancer cell line HCT116,31,60,Cell	IGF1 - R,96,104,Gene_or_gene_product	parental cell line,176,194,Cell	IGF1,262,266,Gene_or_gene_product	serum,331,336,Organism_substance	monolayer,407,416,Cell	nude mice,456,465,Organism	IGF1 - R,476,484,Gene_or_gene_product	metastases,541,551,Cancer	parental cell,565,578,Cell	"[{""token"": ""human"", ""start_span"": 25, ""end_span"": 30, ""type"": ""Organism""}, {""token"": ""colon cancer cell line HCT116"", ""start_span"": 31, ""end_span"": 60, ""type"": ""Cell""}, {""token"": ""IGF1 - R"", ""start_span"": 96, ""end_span"": 104, ""type"": ""Gene_or_gene_product""}, {""token"": ""parental cell line"", ""start_span"": 176, ""end_span"": 194, ""type"": ""Cell""}, {""token"": ""IGF1"", ""start_span"": 262, ""end_span"": 266, ""type"": ""Gene_or_gene_product""}, {""token"": ""serum"", ""start_span"": 331, ""end_span"": 336, ""type"": ""Organism_substance""}, {""token"": ""monolayer"", ""start_span"": 407, ""end_span"": 416, ""type"": ""Cell""}, {""token"": ""nude mice"", ""start_span"": 456, ""end_span"": 465, ""type"": ""Organism""}, {""token"": ""IGF1 - R"", ""start_span"": 476, ""end_span"": 484, ""type"": ""Gene_or_gene_product""}, {""token"": ""metastases"", ""start_span"": 541, ""end_span"": 551, ""type"": ""Cancer""}, {""token"": ""parental cell"", ""start_span"": 565, ""end_span"": 578, ""type"": ""Cell""}]"	test
Taken together, our findings suggest that ICAM - 3 stimulates cancer cell migration / invasion via ICAM - 3 / Akt / CREB / MMP pathway regardless of p53 and PTEN status, and this reflects the possibility that ICAM - 3 could be considered as a candidate for anti - cancer drug development and as a cancer diagnostic marker.	ICAM - 3,42,50,Gene_or_gene_product	cancer cell,62,73,Cell	ICAM - 3,99,107,Gene_or_gene_product	Akt,110,113,Gene_or_gene_product	CREB,116,120,Gene_or_gene_product	MMP,123,126,Gene_or_gene_product	p53,149,152,Gene_or_gene_product	PTEN,157,161,Gene_or_gene_product	ICAM - 3,209,217,Gene_or_gene_product	cancer,264,270,Cancer	cancer,297,303,Cancer	"[{""token"": ""ICAM - 3"", ""start_span"": 42, ""end_span"": 50, ""type"": ""Gene_or_gene_product""}, {""token"": ""cancer cell"", ""start_span"": 62, ""end_span"": 73, ""type"": ""Cell""}, {""token"": ""ICAM - 3"", ""start_span"": 99, ""end_span"": 107, ""type"": ""Gene_or_gene_product""}, {""token"": ""Akt"", ""start_span"": 110, ""end_span"": 113, ""type"": ""Gene_or_gene_product""}, {""token"": ""CREB"", ""start_span"": 116, ""end_span"": 120, ""type"": ""Gene_or_gene_product""}, {""token"": ""MMP"", ""start_span"": 123, ""end_span"": 126, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 149, ""end_span"": 152, ""type"": ""Gene_or_gene_product""}, {""token"": ""PTEN"", ""start_span"": 157, ""end_span"": 161, ""type"": ""Gene_or_gene_product""}, {""token"": ""ICAM - 3"", ""start_span"": 209, ""end_span"": 217, ""type"": ""Gene_or_gene_product""}, {""token"": ""cancer"", ""start_span"": 264, ""end_span"": 270, ""type"": ""Cancer""}, {""token"": ""cancer"", ""start_span"": 297, ""end_span"": 303, ""type"": ""Cancer""}]"	test
The resultant tumors display lumen - like morphology, contain carcinoma - like focal areas with intercellular junctions resembling desmosomes, and coexpress epithelial ( cytokeratin) and mesenchymal ( vimentin) cytoskeletal markers.	tumors,14,20,Cancer	lumen,29,34,Immaterial_anatomical_entity	carcinoma,62,71,Cancer	focal areas,79,90,Cellular_component	intercellular junctions,96,119,Cellular_component	desmosomes,131,141,Cellular_component	epithelial,157,167,Cell	cytokeratin,170,181,Gene_or_gene_product	mesenchymal,187,198,Cell	vimentin,201,209,Gene_or_gene_product	cytoskeletal,211,223,Cellular_component	"[{""token"": ""tumors"", ""start_span"": 14, ""end_span"": 20, ""type"": ""Cancer""}, {""token"": ""lumen"", ""start_span"": 29, ""end_span"": 34, ""type"": ""Immaterial_anatomical_entity""}, {""token"": ""carcinoma"", ""start_span"": 62, ""end_span"": 71, ""type"": ""Cancer""}, {""token"": ""focal areas"", ""start_span"": 79, ""end_span"": 90, ""type"": ""Cellular_component""}, {""token"": ""intercellular junctions"", ""start_span"": 96, ""end_span"": 119, ""type"": ""Cellular_component""}, {""token"": ""desmosomes"", ""start_span"": 131, ""end_span"": 141, ""type"": ""Cellular_component""}, {""token"": ""epithelial"", ""start_span"": 157, ""end_span"": 167, ""type"": ""Cell""}, {""token"": ""cytokeratin"", ""start_span"": 170, ""end_span"": 181, ""type"": ""Gene_or_gene_product""}, {""token"": ""mesenchymal"", ""start_span"": 187, ""end_span"": 198, ""type"": ""Cell""}, {""token"": ""vimentin"", ""start_span"": 201, ""end_span"": 209, ""type"": ""Gene_or_gene_product""}, {""token"": ""cytoskeletal"", ""start_span"": 211, ""end_span"": 223, ""type"": ""Cellular_component""}]"	test
