Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	json	split
Further invasin genes of Y. enterocolitica with counterparts in P. luminescens are ysaV ( ye3546 / plu3761) and invF ( ye3549 / plu3775).	ysaV,83,87,Protein	ye3546,90,96,Protein	plu3761,99,106,Protein	invF,112,116,Protein	ye3549,119,125,Protein	plu3775,128,135,Protein	"[{""token"": ""ysaV"", ""start_span"": 83, ""end_span"": 87, ""type"": ""Protein""}, {""token"": ""ye3546"", ""start_span"": 90, ""end_span"": 96, ""type"": ""Protein""}, {""token"": ""plu3761"", ""start_span"": 99, ""end_span"": 106, ""type"": ""Protein""}, {""token"": ""invF"", ""start_span"": 112, ""end_span"": 116, ""type"": ""Protein""}, {""token"": ""ye3549"", ""start_span"": 119, ""end_span"": 125, ""type"": ""Protein""}, {""token"": ""plu3775"", ""start_span"": 128, ""end_span"": 135, ""type"": ""Protein""}]"	train
Y. enterocolitica genes not present in P. luminescens are ye1873 encoding the adhesin YadA which is maximally expressed at 37degreesC, and the invasin genes invE, ysaH, ye3550, and ye3555.	ye1873,58,64,Protein	YadA,86,90,Protein	invE,157,161,Protein	ysaH,163,167,Protein	ye3550,169,175,Protein	ye3555,181,187,Protein	"[{""token"": ""ye1873"", ""start_span"": 58, ""end_span"": 64, ""type"": ""Protein""}, {""token"": ""YadA"", ""start_span"": 86, ""end_span"": 90, ""type"": ""Protein""}, {""token"": ""invE"", ""start_span"": 157, ""end_span"": 161, ""type"": ""Protein""}, {""token"": ""ysaH"", ""start_span"": 163, ""end_span"": 167, ""type"": ""Protein""}, {""token"": ""ye3550"", ""start_span"": 169, ""end_span"": 175, ""type"": ""Protein""}, {""token"": ""ye3555"", ""start_span"": 181, ""end_span"": 187, ""type"": ""Protein""}]"	train
Examples are the product of plu4258, adjacent to a gene encoding glutathione transferase ( plu4259), a putative steroid monooxygenase ( Plu4232), and a glycine oxidase ( Plu2242), all of which have no counterparts in Y. enterocolitica.	plu4258,28,35,Protein	glutathione,65,76,Chemical	plu4259,91,98,Protein	steroid,112,119,Chemical	Plu4232,136,143,Protein	Plu2242,170,177,Protein	"[{""token"": ""plu4258"", ""start_span"": 28, ""end_span"": 35, ""type"": ""Protein""}, {""token"": ""glutathione"", ""start_span"": 65, ""end_span"": 76, ""type"": ""Chemical""}, {""token"": ""plu4259"", ""start_span"": 91, ""end_span"": 98, ""type"": ""Protein""}, {""token"": ""steroid"", ""start_span"": 112, ""end_span"": 119, ""type"": ""Chemical""}, {""token"": ""Plu4232"", ""start_span"": 136, ""end_span"": 143, ""type"": ""Protein""}, {""token"": ""Plu2242"", ""start_span"": 170, ""end_span"": 177, ""type"": ""Protein""}]"	train
Furthermore, both insecticidal bacteria produce a chitin - binding - like protein ( Plu2352, YE3576), but chitinase - like proteins ( Plu2235, Plu2458 and Plu2461) are without homologues in Y. enterocolitica.	chitin,50,56,Chemical	Plu2352,84,91,Protein	YE3576,93,99,Protein	Plu2235,134,141,Protein	Plu2458,143,150,Protein	Plu2461,155,162,Protein	"[{""token"": ""chitin"", ""start_span"": 50, ""end_span"": 56, ""type"": ""Chemical""}, {""token"": ""Plu2352"", ""start_span"": 84, ""end_span"": 91, ""type"": ""Protein""}, {""token"": ""YE3576"", ""start_span"": 93, ""end_span"": 99, ""type"": ""Protein""}, {""token"": ""Plu2235"", ""start_span"": 134, ""end_span"": 141, ""type"": ""Protein""}, {""token"": ""Plu2458"", ""start_span"": 143, ""end_span"": 150, ""type"": ""Protein""}, {""token"": ""Plu2461"", ""start_span"": 155, ""end_span"": 162, ""type"": ""Protein""}]"	train
Herein we report that a panel of serotype - matched GAS, which were clinically isolated from severe invasive but not from non - invaive infections, could abrogate functions of human polymorphnuclear neutrophils ( PMN) in at least two independent ways; due to inducing necrosis to PMN by enhanced production of a pore - forming toxin streptolysin O ( SLO) and due to impairment of PMN migration via digesting interleukin - 8, a PMN attracting chemokine, by increased production of a serine protease ScpC.	GAS,52,55,Organism	human,176,181,Organism	streptolysin O,333,347,Protein	SLO,350,353,Protein	interleukin - 8,408,423,Protein	ScpC,498,502,Protein	"[{""token"": ""GAS"", ""start_span"": 52, ""end_span"": 55, ""type"": ""Organism""}, {""token"": ""human"", ""start_span"": 176, ""end_span"": 181, ""type"": ""Organism""}, {""token"": ""streptolysin O"", ""start_span"": 333, ""end_span"": 347, ""type"": ""Protein""}, {""token"": ""SLO"", ""start_span"": 350, ""end_span"": 353, ""type"": ""Protein""}, {""token"": ""interleukin - 8"", ""start_span"": 408, ""end_span"": 423, ""type"": ""Protein""}, {""token"": ""ScpC"", ""start_span"": 498, ""end_span"": 502, ""type"": ""Protein""}]"	train
We now show a direct and previously unrecognized link between functional loss of a factor CsrS of two - component sensor / regulator system ( CsrS / CsrR: also known as CovS / CovR) and escape from killing by PMN via inducing necrosis to them and digesting IL - 8, a PMN - attracting chemokine.	CsrS,90,94,Protein	CsrS,142,146,Protein	CsrR,149,153,Protein	CovS,169,173,Protein	CovR,176,180,Protein	IL - 8,257,263,Protein	"[{""token"": ""CsrS"", ""start_span"": 90, ""end_span"": 94, ""type"": ""Protein""}, {""token"": ""CsrS"", ""start_span"": 142, ""end_span"": 146, ""type"": ""Protein""}, {""token"": ""CsrR"", ""start_span"": 149, ""end_span"": 153, ""type"": ""Protein""}, {""token"": ""CovS"", ""start_span"": 169, ""end_span"": 173, ""type"": ""Protein""}, {""token"": ""CovR"", ""start_span"": 176, ""end_span"": 180, ""type"": ""Protein""}, {""token"": ""IL - 8"", ""start_span"": 257, ""end_span"": 263, ""type"": ""Protein""}]"	train
The results showed that NIH230scpC neither digested IL - 8, like 1566 strain, ( Figure 4B) nor abrogated the migration of PMN in response to IL - 8, comparable to 1566 strain ( Figure 4A), whereas the mutant killed the migrated PMN as well as the parent strain NIH230 ( data not shown).	NIH230scpC,24,34,Protein	IL - 8,52,58,Protein	1566 strain,65,76,Organism	IL - 8,141,147,Protein	1566 strain,163,174,Organism	parent strain NIH230,247,267,Organism	"[{""token"": ""NIH230scpC"", ""start_span"": 24, ""end_span"": 34, ""type"": ""Protein""}, {""token"": ""IL - 8"", ""start_span"": 52, ""end_span"": 58, ""type"": ""Protein""}, {""token"": ""1566 strain"", ""start_span"": 65, ""end_span"": 76, ""type"": ""Organism""}, {""token"": ""IL - 8"", ""start_span"": 141, ""end_span"": 147, ""type"": ""Protein""}, {""token"": ""1566 strain"", ""start_span"": 163, ""end_span"": 174, ""type"": ""Organism""}, {""token"": ""parent strain NIH230"", ""start_span"": 247, ""end_span"": 267, ""type"": ""Organism""}]"	train
Contrarily, the levels of streptococcal pyrogenic endotoxin ( speB), SLS ( sagA), and mitogenic factor ( speF) genes were downregulated in the severe invasive GAS, compared to that found in the non - invasive GAS ( Figure 5A and data not shown).	speB,62,66,Protein	SLS,69,72,Protein	sagA,75,79,Protein	speF,105,109,Protein	invasive GAS,150,162,Organism	non - invasive GAS,194,212,Organism	"[{""token"": ""speB"", ""start_span"": 62, ""end_span"": 66, ""type"": ""Protein""}, {""token"": ""SLS"", ""start_span"": 69, ""end_span"": 72, ""type"": ""Protein""}, {""token"": ""sagA"", ""start_span"": 75, ""end_span"": 79, ""type"": ""Protein""}, {""token"": ""speF"", ""start_span"": 105, ""end_span"": 109, ""type"": ""Protein""}, {""token"": ""invasive GAS"", ""start_span"": 150, ""end_span"": 162, ""type"": ""Organism""}, {""token"": ""non - invasive GAS"", ""start_span"": 194, ""end_span"": 212, ""type"": ""Organism""}]"	train
Under limiting Mg2 + conditions, the addition of excess Mg2 +, Ca2 + or Mn2 +, but not Zn2 +, repressed PA3553 expression ( Fig 7B).	Mg2 +,15,20,Chemical	Mg2 +,56,61,Chemical	Ca2 +,63,68,Chemical	Mn2 +,72,77,Chemical	Zn2 +,87,92,Chemical	PA3553,104,110,Protein	"[{""token"": ""Mg2 +"", ""start_span"": 15, ""end_span"": 20, ""type"": ""Chemical""}, {""token"": ""Mg2 +"", ""start_span"": 56, ""end_span"": 61, ""type"": ""Chemical""}, {""token"": ""Ca2 +"", ""start_span"": 63, ""end_span"": 68, ""type"": ""Chemical""}, {""token"": ""Mn2 +"", ""start_span"": 72, ""end_span"": 77, ""type"": ""Chemical""}, {""token"": ""Zn2 +"", ""start_span"": 87, ""end_span"": 92, ""type"": ""Chemical""}, {""token"": ""PA3553"", ""start_span"": 104, ""end_span"": 110, ""type"": ""Protein""}]"	train
Taken together, these data indicate that P. aeruginosa can sense the presence of Mg2 +, Ca2 + or Mn2 + and that chelation of these same cations by DNA results in induction of the PA3552 - PA3559 LPS modification operon.	Mg2 +,81,86,Chemical	Ca2 +,88,93,Chemical	Mn2 +,97,102,Chemical	PA3552,179,185,Protein	PA3559,188,194,Protein	LPS,195,198,Chemical	"[{""token"": ""Mg2 +"", ""start_span"": 81, ""end_span"": 86, ""type"": ""Chemical""}, {""token"": ""Ca2 +"", ""start_span"": 88, ""end_span"": 93, ""type"": ""Chemical""}, {""token"": ""Mn2 +"", ""start_span"": 97, ""end_span"": 102, ""type"": ""Chemical""}, {""token"": ""PA3552"", ""start_span"": 179, ""end_span"": 185, ""type"": ""Protein""}, {""token"": ""PA3559"", ""start_span"": 188, ""end_span"": 194, ""type"": ""Protein""}, {""token"": ""LPS"", ""start_span"": 195, ""end_span"": 198, ""type"": ""Chemical""}]"	train
The differences observed between CAP and aminoglycoside resistance in PA3553:: lux suggests that DNA - induced resistance to aminoglycosides is not limited to PA3553 induction.	CAP,33,36,Chemical	aminoglycoside,41,55,Chemical	PA3553,70,76,Protein	lux,79,82,Protein	aminoglycosides,125,140,Chemical	PA3553,159,165,Protein	"[{""token"": ""CAP"", ""start_span"": 33, ""end_span"": 36, ""type"": ""Chemical""}, {""token"": ""aminoglycoside"", ""start_span"": 41, ""end_span"": 55, ""type"": ""Chemical""}, {""token"": ""PA3553"", ""start_span"": 70, ""end_span"": 76, ""type"": ""Protein""}, {""token"": ""lux"", ""start_span"": 79, ""end_span"": 82, ""type"": ""Protein""}, {""token"": ""aminoglycosides"", ""start_span"": 125, ""end_span"": 140, ""type"": ""Chemical""}, {""token"": ""PA3553"", ""start_span"": 159, ""end_span"": 165, ""type"": ""Protein""}]"	train
Half of the nasal wash samples from the mice infected with DeltavicK had similar levels of SeM38 - 260 - IgA reactivity with those from the mice infected with the wild - type strains.	mice,40,44,Organism	DeltavicK,59,68,Protein	SeM38,91,96,Protein	260,99,102,Protein	IgA,105,108,Protein	mice,140,144,Organism	"[{""token"": ""mice"", ""start_span"": 40, ""end_span"": 44, ""type"": ""Organism""}, {""token"": ""DeltavicK"", ""start_span"": 59, ""end_span"": 68, ""type"": ""Protein""}, {""token"": ""SeM38"", ""start_span"": 91, ""end_span"": 96, ""type"": ""Protein""}, {""token"": ""260"", ""start_span"": 99, ""end_span"": 102, ""type"": ""Protein""}, {""token"": ""IgA"", ""start_span"": 105, ""end_span"": 108, ""type"": ""Protein""}, {""token"": ""mice"", ""start_span"": 140, ""end_span"": 144, ""type"": ""Organism""}]"	train
Furthermore, SsrB could complement all three deletions DeltassrB, DeltassrA, and DeltassrA / ssrB ( Figure 7B), suggesting that over - expression of SsrB may compensate for differences in phosphorylation that normally play a role in regulation [ 52].	SsrB,13,17,Protein	DeltassrB,55,64,Protein	DeltassrA,66,75,Protein	DeltassrA,81,90,Protein	ssrB,93,97,Protein	SsrB,149,153,Protein	"[{""token"": ""SsrB"", ""start_span"": 13, ""end_span"": 17, ""type"": ""Protein""}, {""token"": ""DeltassrB"", ""start_span"": 55, ""end_span"": 64, ""type"": ""Protein""}, {""token"": ""DeltassrA"", ""start_span"": 66, ""end_span"": 75, ""type"": ""Protein""}, {""token"": ""DeltassrA"", ""start_span"": 81, ""end_span"": 90, ""type"": ""Protein""}, {""token"": ""ssrB"", ""start_span"": 93, ""end_span"": 97, ""type"": ""Protein""}, {""token"": ""SsrB"", ""start_span"": 149, ""end_span"": 153, ""type"": ""Protein""}]"	train
During systemic mouse infection, Salmonella processes multiple environmental cues via more than 14 regulators We performed virulence assays on 83 regulators previously identified as required for Salmonella enteriditis virulence by one or more negative selection experiments in various hosts including calves, chickens, and mice [ 13], [ 21] - [ 23].	mouse,16,21,Organism	Salmonella,33,43,Organism	Salmonella enteriditis,195,217,Organism	calves,301,307,Organism	chickens,309,317,Organism	mice,323,327,Organism	"[{""token"": ""mouse"", ""start_span"": 16, ""end_span"": 21, ""type"": ""Organism""}, {""token"": ""Salmonella"", ""start_span"": 33, ""end_span"": 43, ""type"": ""Organism""}, {""token"": ""Salmonella enteriditis"", ""start_span"": 195, ""end_span"": 217, ""type"": ""Organism""}, {""token"": ""calves"", ""start_span"": 301, ""end_span"": 307, ""type"": ""Organism""}, {""token"": ""chickens"", ""start_span"": 309, ""end_span"": 317, ""type"": ""Organism""}, {""token"": ""mice"", ""start_span"": 323, ""end_span"": 327, ""type"": ""Organism""}]"	train
Together, the results indicate that i) M. tuberculosis Rv2623 regulates mycobacterial growth in vitro and in vivo, and ii) Rv2623 is required for the entry of the tubercle bacillus into the chronic phase of infection in the host; in addition, iii) Rv2623 binds ATP; and iv) the growth - regulatory attribute of this USP is dependent on its ATP - binding activity.	Rv2623,55,61,Protein	Rv2623,123,129,Protein	tubercle bacillus,163,180,Organism	Rv2623,248,254,Protein	ATP,261,264,Chemical	ATP,340,343,Chemical	"[{""token"": ""Rv2623"", ""start_span"": 55, ""end_span"": 61, ""type"": ""Protein""}, {""token"": ""Rv2623"", ""start_span"": 123, ""end_span"": 129, ""type"": ""Protein""}, {""token"": ""tubercle bacillus"", ""start_span"": 163, ""end_span"": 180, ""type"": ""Organism""}, {""token"": ""Rv2623"", ""start_span"": 248, ""end_span"": 254, ""type"": ""Protein""}, {""token"": ""ATP"", ""start_span"": 261, ""end_span"": 264, ""type"": ""Chemical""}, {""token"": ""ATP"", ""start_span"": 340, ""end_span"": 343, ""type"": ""Chemical""}]"	train
In contrast to the result of the guinea pig study, we observed no difference in the kinetics of infection between C57BL / 6 mice infected with wildtype M. tuberculosis, Deltarv2623, or the attB:: Phsp60 Rv2623 complemented strain in a low dose aerogenic model [ 19], as assessed by lung bacterial burden ( Figure 4A).	guinea pig,33,43,Organism	C57BL / 6 mice,114,128,Organism	Deltarv2623,169,180,Protein	attB,189,193,Protein	Phsp60,196,202,Protein	Rv2623,203,209,Protein	"[{""token"": ""guinea pig"", ""start_span"": 33, ""end_span"": 43, ""type"": ""Organism""}, {""token"": ""C57BL / 6 mice"", ""start_span"": 114, ""end_span"": 128, ""type"": ""Organism""}, {""token"": ""Deltarv2623"", ""start_span"": 169, ""end_span"": 180, ""type"": ""Protein""}, {""token"": ""attB"", ""start_span"": 189, ""end_span"": 193, ""type"": ""Protein""}, {""token"": ""Phsp60"", ""start_span"": 196, ""end_span"": 202, ""type"": ""Protein""}, {""token"": ""Rv2623"", ""start_span"": 203, ""end_span"": 209, ""type"": ""Protein""}]"	train
As in the guinea pig studies, results of complementation experiments involving the reintroduction of a single copy of wildtype rv2623 into Deltarv2623 M. tuberculosis reverses the hypervirulence ( Figure 4C) exhibited in the C3H / HeJ model, thus indicating that the observed growth phenotype of the tubercle bacillus deficient for the universal stress protein is rv2623 - specific.	guinea pig,10,20,Organism	rv2623,127,133,Protein	Deltarv2623,139,150,Protein	C3H / HeJ,225,234,Organism	tubercle bacillus,300,317,Organism	rv2623,364,370,Protein	"[{""token"": ""guinea pig"", ""start_span"": 10, ""end_span"": 20, ""type"": ""Organism""}, {""token"": ""rv2623"", ""start_span"": 127, ""end_span"": 133, ""type"": ""Protein""}, {""token"": ""Deltarv2623"", ""start_span"": 139, ""end_span"": 150, ""type"": ""Protein""}, {""token"": ""C3H / HeJ"", ""start_span"": 225, ""end_span"": 234, ""type"": ""Organism""}, {""token"": ""tubercle bacillus"", ""start_span"": 300, ""end_span"": 317, ""type"": ""Organism""}, {""token"": ""rv2623"", ""start_span"": 364, ""end_span"": 370, ""type"": ""Protein""}]"	train
"Indeed, it has been shown that both the cognate sensor histidine kinase DosS ( a member of the dormancy regulon) as well as an "" orphan "" kinase, DosT, functioning as redox and hypoxia sensors, respectively; can regulate DosR activity, and that O2, NO, and CO can modulate the activity of these two kinases via interaction with a haem prosthetic group [ 28], [ 29], [ 30], [ 31], [ 32]."	DosS,72,76,Protein	DosT,146,150,Protein	DosR,221,225,Protein	O2,245,247,Chemical	NO,249,251,Chemical	CO,257,259,Chemical	"[{""token"": ""DosS"", ""start_span"": 72, ""end_span"": 76, ""type"": ""Protein""}, {""token"": ""DosT"", ""start_span"": 146, ""end_span"": 150, ""type"": ""Protein""}, {""token"": ""DosR"", ""start_span"": 221, ""end_span"": 225, ""type"": ""Protein""}, {""token"": ""O2"", ""start_span"": 245, ""end_span"": 247, ""type"": ""Chemical""}, {""token"": ""NO"", ""start_span"": 249, ""end_span"": 251, ""type"": ""Chemical""}, {""token"": ""CO"", ""start_span"": 257, ""end_span"": 259, ""type"": ""Chemical""}]"	train
A structural comparison between the prototypic members of the two subclasses, the non - ATP - binding UspA homolog ( H. influenzae, PDB ID 1JMV) and the ATP - binding USP, MJ0577 ( M. jannaschii, PDB ID 1MJH) revealed that while both proteins exhibit a similar fold, conserved glycine residues within the ATP - binding loop of the latter are substituted with bulky amino acids that preclude ATP recognition in the former [ 26], [ 27].	ATP,88,91,Chemical	UspA,102,106,Protein	ATP,153,156,Chemical	MJ0577,172,178,Protein	ATP,305,308,Chemical	ATP,391,394,Chemical	"[{""token"": ""ATP"", ""start_span"": 88, ""end_span"": 91, ""type"": ""Chemical""}, {""token"": ""UspA"", ""start_span"": 102, ""end_span"": 106, ""type"": ""Protein""}, {""token"": ""ATP"", ""start_span"": 153, ""end_span"": 156, ""type"": ""Chemical""}, {""token"": ""MJ0577"", ""start_span"": 172, ""end_span"": 178, ""type"": ""Protein""}, {""token"": ""ATP"", ""start_span"": 305, ""end_span"": 308, ""type"": ""Chemical""}, {""token"": ""ATP"", ""start_span"": 391, ""end_span"": 394, ""type"": ""Chemical""}]"	train
