Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	json	split
Since HilD activates the transcription of hilA ( 14), which in turn can activate HilA - dependent invFA expression ( 10), and directly activates HilC / D - dependent invFD expression ( 16), these results establish that the mlc mutation exerts a negative effect on SPI1 gene expression, mainly by increasing the level of hilE expression.	HilD,6,10,Protein	hilA,42,46,Protein	HilA,81,85,Protein	invFA,98,103,Protein	HilC,145,149,Protein	D,152,153,Protein	invFD,166,171,Protein	mlc,223,226,Protein	hilE,320,324,Protein	"[{""token"": ""HilD"", ""start_span"": 6, ""end_span"": 10, ""type"": ""Protein""}, {""token"": ""hilA"", ""start_span"": 42, ""end_span"": 46, ""type"": ""Protein""}, {""token"": ""HilA"", ""start_span"": 81, ""end_span"": 85, ""type"": ""Protein""}, {""token"": ""invFA"", ""start_span"": 98, ""end_span"": 103, ""type"": ""Protein""}, {""token"": ""HilC"", ""start_span"": 145, ""end_span"": 149, ""type"": ""Protein""}, {""token"": ""D"", ""start_span"": 152, ""end_span"": 153, ""type"": ""Protein""}, {""token"": ""invFD"", ""start_span"": 166, ""end_span"": 171, ""type"": ""Protein""}, {""token"": ""mlc"", ""start_span"": 223, ""end_span"": 226, ""type"": ""Protein""}, {""token"": ""hilE"", ""start_span"": 320, ""end_span"": 324, ""type"": ""Protein""}]"	valid
Transcriptional fusions to lacZ of the sseA, ssaB, ssaG, sseL, sifA and srfN promoters ( mapped previously; [ 9, 24] were integrated into the chromosome of wild type and DeltarpoE cells and then grown in the SsrB - activating medium LPM.	lacZ,27,31,Protein	sseA,39,43,Protein	ssaB,45,49,Protein	ssaG,51,55,Protein	sseL,57,61,Protein	sifA,63,67,Protein	srfN,72,76,Protein	DeltarpoE,170,179,Protein	SsrB,208,212,Protein	"[{""token"": ""lacZ"", ""start_span"": 27, ""end_span"": 31, ""type"": ""Protein""}, {""token"": ""sseA"", ""start_span"": 39, ""end_span"": 43, ""type"": ""Protein""}, {""token"": ""ssaB"", ""start_span"": 45, ""end_span"": 49, ""type"": ""Protein""}, {""token"": ""ssaG"", ""start_span"": 51, ""end_span"": 55, ""type"": ""Protein""}, {""token"": ""sseL"", ""start_span"": 57, ""end_span"": 61, ""type"": ""Protein""}, {""token"": ""sifA"", ""start_span"": 63, ""end_span"": 67, ""type"": ""Protein""}, {""token"": ""srfN"", ""start_span"": 72, ""end_span"": 76, ""type"": ""Protein""}, {""token"": ""DeltarpoE"", ""start_span"": 170, ""end_span"": 179, ""type"": ""Protein""}, {""token"": ""SsrB"", ""start_span"": 208, ""end_span"": 212, ""type"": ""Protein""}]"	valid
In contrast, while mutants of the chemotaxis sensory network were in high abundance after the chemotaxis selection, insertional mutants of cheA, cheB, cheR, cheW, tap, tar, trg, and tsr were in low abundance after exposure to chi - phage.	cheA,139,143,Protein	cheB,145,149,Protein	cheR,151,155,Protein	cheW,157,161,Protein	tap,163,166,Protein	tar,168,171,Protein	trg,173,176,Protein	tsr,182,185,Protein	chi,226,229,Organism	"[{""token"": ""cheA"", ""start_span"": 139, ""end_span"": 143, ""type"": ""Protein""}, {""token"": ""cheB"", ""start_span"": 145, ""end_span"": 149, ""type"": ""Protein""}, {""token"": ""cheR"", ""start_span"": 151, ""end_span"": 155, ""type"": ""Protein""}, {""token"": ""cheW"", ""start_span"": 157, ""end_span"": 161, ""type"": ""Protein""}, {""token"": ""tap"", ""start_span"": 163, ""end_span"": 166, ""type"": ""Protein""}, {""token"": ""tar"", ""start_span"": 168, ""end_span"": 171, ""type"": ""Protein""}, {""token"": ""trg"", ""start_span"": 173, ""end_span"": 176, ""type"": ""Protein""}, {""token"": ""tsr"", ""start_span"": 182, ""end_span"": 185, ""type"": ""Protein""}, {""token"": ""chi"", ""start_span"": 226, ""end_span"": 229, ""type"": ""Organism""}]"	test
We systematically tested all newly identified swimming mutants for surface motility, and found that deletions of dsbA, intG, prc, rcsC, rep, tatB, tatC, wzxE, and yrfF strongly impair swarming.	dsbA,113,117,Protein	intG,119,123,Protein	prc,125,128,Protein	rcsC,130,134,Protein	rep,136,139,Protein	tatB,141,145,Protein	tatC,147,151,Protein	wzxE,153,157,Protein	yrfF,163,167,Protein	"[{""token"": ""dsbA"", ""start_span"": 113, ""end_span"": 117, ""type"": ""Protein""}, {""token"": ""intG"", ""start_span"": 119, ""end_span"": 123, ""type"": ""Protein""}, {""token"": ""prc"", ""start_span"": 125, ""end_span"": 128, ""type"": ""Protein""}, {""token"": ""rcsC"", ""start_span"": 130, ""end_span"": 134, ""type"": ""Protein""}, {""token"": ""rep"", ""start_span"": 136, ""end_span"": 139, ""type"": ""Protein""}, {""token"": ""tatB"", ""start_span"": 141, ""end_span"": 145, ""type"": ""Protein""}, {""token"": ""tatC"", ""start_span"": 147, ""end_span"": 151, ""type"": ""Protein""}, {""token"": ""wzxE"", ""start_span"": 153, ""end_span"": 157, ""type"": ""Protein""}, {""token"": ""yrfF"", ""start_span"": 163, ""end_span"": 167, ""type"": ""Protein""}]"	test
Genes involved with the synthesis of LPS and OPG precursors ( hldD, hldE, galU, gmhA, gmhB, and pgm) were also highly abundant after chi - phage selection.	LPS,37,40,Chemical	OPG,45,48,Chemical	hldD,62,66,Protein	hldE,68,72,Protein	galU,74,78,Protein	gmhA,80,84,Protein	gmhB,86,90,Protein	pgm,96,99,Protein	chi,133,136,Organism	"[{""token"": ""LPS"", ""start_span"": 37, ""end_span"": 40, ""type"": ""Chemical""}, {""token"": ""OPG"", ""start_span"": 45, ""end_span"": 48, ""type"": ""Chemical""}, {""token"": ""hldD"", ""start_span"": 62, ""end_span"": 66, ""type"": ""Protein""}, {""token"": ""hldE"", ""start_span"": 68, ""end_span"": 72, ""type"": ""Protein""}, {""token"": ""galU"", ""start_span"": 74, ""end_span"": 78, ""type"": ""Protein""}, {""token"": ""gmhA"", ""start_span"": 80, ""end_span"": 84, ""type"": ""Protein""}, {""token"": ""gmhB"", ""start_span"": 86, ""end_span"": 90, ""type"": ""Protein""}, {""token"": ""pgm"", ""start_span"": 96, ""end_span"": 99, ""type"": ""Protein""}, {""token"": ""chi"", ""start_span"": 133, ""end_span"": 136, ""type"": ""Organism""}]"	test
For example, OG1RF _ 0213 shares 88% similarity with EF3188, while OG1RF _ 0224, OG1RF _ 0225, and OG1RF _ 0227 share 64 - 68% similarity with their V583 counterparts, EF3248, EF3250, and EF3252, respectively.	OG1RF _ 0213,13,25,Protein	EF3188,53,59,Organism	OG1RF _ 0224,67,79,Protein	OG1RF _ 0225,81,93,Protein	OG1RF _ 0227,99,111,Protein	V583,149,153,Organism	EF3248,168,174,Protein	EF3250,176,182,Protein	EF3252,188,194,Protein	"[{""token"": ""OG1RF _ 0213"", ""start_span"": 13, ""end_span"": 25, ""type"": ""Protein""}, {""token"": ""EF3188"", ""start_span"": 53, ""end_span"": 59, ""type"": ""Organism""}, {""token"": ""OG1RF _ 0224"", ""start_span"": 67, ""end_span"": 79, ""type"": ""Protein""}, {""token"": ""OG1RF _ 0225"", ""start_span"": 81, ""end_span"": 93, ""type"": ""Protein""}, {""token"": ""OG1RF _ 0227"", ""start_span"": 99, ""end_span"": 111, ""type"": ""Protein""}, {""token"": ""V583"", ""start_span"": 149, ""end_span"": 153, ""type"": ""Organism""}, {""token"": ""EF3248"", ""start_span"": 168, ""end_span"": 174, ""type"": ""Protein""}, {""token"": ""EF3250"", ""start_span"": 176, ""end_span"": 182, ""type"": ""Protein""}, {""token"": ""EF3252"", ""start_span"": 188, ""end_span"": 194, ""type"": ""Protein""}]"	test
These are histidine kinase - response regulator ( HK - RR) 08, HK - RR12 located in the PAI, HK - RR16 and the vanB regulatory system HK - RR11 [ 38].	histidine kinase,10,26,Protein	HK,50,52,Protein	HK,63,65,Protein	RR12,68,72,Protein	HK,93,95,Protein	RR16,98,102,Protein	vanB,111,115,Protein	HK,134,136,Protein	RR11,139,143,Protein	"[{""token"": ""histidine kinase"", ""start_span"": 10, ""end_span"": 26, ""type"": ""Protein""}, {""token"": ""HK"", ""start_span"": 50, ""end_span"": 52, ""type"": ""Protein""}, {""token"": ""HK"", ""start_span"": 63, ""end_span"": 65, ""type"": ""Protein""}, {""token"": ""RR12"", ""start_span"": 68, ""end_span"": 72, ""type"": ""Protein""}, {""token"": ""HK"", ""start_span"": 93, ""end_span"": 95, ""type"": ""Protein""}, {""token"": ""RR16"", ""start_span"": 98, ""end_span"": 102, ""type"": ""Protein""}, {""token"": ""vanB"", ""start_span"": 111, ""end_span"": 115, ""type"": ""Protein""}, {""token"": ""HK"", ""start_span"": 134, ""end_span"": 136, ""type"": ""Protein""}, {""token"": ""RR11"", ""start_span"": 139, ""end_span"": 143, ""type"": ""Protein""}]"	test
When compared with OG1RF, transposon mutants [ 12] in the OG1RF equivalent of EF2045 ( encoding the comGB homologue) and in the OG1RF equivalent of EF1986 ( encoding the comGF homologue) showed similar levels of transformability by electroporation ( data not shown), implying that the difference in electroporation efficiency observed between OG1RF and V583 is not related to this locus.	OG1RF,19,24,Organism	OG1RF,58,63,Organism	EF2045,78,84,Protein	comGB,100,105,Regulon	OG1RF,128,133,Organism	EF1986,148,154,Protein	comGF,170,175,Regulon	OG1RF,343,348,Organism	V583,353,357,Organism	"[{""token"": ""OG1RF"", ""start_span"": 19, ""end_span"": 24, ""type"": ""Organism""}, {""token"": ""OG1RF"", ""start_span"": 58, ""end_span"": 63, ""type"": ""Organism""}, {""token"": ""EF2045"", ""start_span"": 78, ""end_span"": 84, ""type"": ""Protein""}, {""token"": ""comGB"", ""start_span"": 100, ""end_span"": 105, ""type"": ""Regulon""}, {""token"": ""OG1RF"", ""start_span"": 128, ""end_span"": 133, ""type"": ""Organism""}, {""token"": ""EF1986"", ""start_span"": 148, ""end_span"": 154, ""type"": ""Protein""}, {""token"": ""comGF"", ""start_span"": 170, ""end_span"": 175, ""type"": ""Regulon""}, {""token"": ""OG1RF"", ""start_span"": 343, ""end_span"": 348, ""type"": ""Organism""}, {""token"": ""V583"", ""start_span"": 353, ""end_span"": 357, ""type"": ""Organism""}]"	test
This set of proteins included the chemotaxis proteins CheZ, CheY, CheW, CheA and Tsr as well as the flagellar proteins FliC, FliD, FliG and FljB.	CheZ,54,58,Protein	CheY,60,64,Protein	CheW,66,70,Protein	CheA,72,76,Protein	Tsr,81,84,Protein	FliC,119,123,Protein	FliD,125,129,Protein	FliG,131,135,Protein	FljB,140,144,Protein	"[{""token"": ""CheZ"", ""start_span"": 54, ""end_span"": 58, ""type"": ""Protein""}, {""token"": ""CheY"", ""start_span"": 60, ""end_span"": 64, ""type"": ""Protein""}, {""token"": ""CheW"", ""start_span"": 66, ""end_span"": 70, ""type"": ""Protein""}, {""token"": ""CheA"", ""start_span"": 72, ""end_span"": 76, ""type"": ""Protein""}, {""token"": ""Tsr"", ""start_span"": 81, ""end_span"": 84, ""type"": ""Protein""}, {""token"": ""FliC"", ""start_span"": 119, ""end_span"": 123, ""type"": ""Protein""}, {""token"": ""FliD"", ""start_span"": 125, ""end_span"": 129, ""type"": ""Protein""}, {""token"": ""FliG"", ""start_span"": 131, ""end_span"": 135, ""type"": ""Protein""}, {""token"": ""FljB"", ""start_span"": 140, ""end_span"": 144, ""type"": ""Protein""}]"	test
Genes from the maltose operon, involved in the uptake and catabolism of maltose [ 56], were up - regulated: the genes malP, malK, malF, malG, malQ and a malM homolog ( APL _ 1234) were actively transcribed in the host ( average fold increase of 3. 1), and gene lamB1, which codes for a maltoporin, showed a 5. 14 fold change in the only hybridization in which the reporter wasn ' t manually flagged because of signal saturation.	maltose,15,22,Chemical	malP,118,122,Protein	malK,124,128,Protein	malG,136,140,Protein	malQ,142,146,Protein	malM,153,157,Protein	APL _ 1234,168,178,Protein	lamB1,261,266,Protein	maltoporin,286,296,Protein	"[{""token"": ""maltose"", ""start_span"": 15, ""end_span"": 22, ""type"": ""Chemical""}, {""token"": ""malP"", ""start_span"": 118, ""end_span"": 122, ""type"": ""Protein""}, {""token"": ""malK"", ""start_span"": 124, ""end_span"": 128, ""type"": ""Protein""}, {""token"": ""malG"", ""start_span"": 136, ""end_span"": 140, ""type"": ""Protein""}, {""token"": ""malQ"", ""start_span"": 142, ""end_span"": 146, ""type"": ""Protein""}, {""token"": ""malM"", ""start_span"": 153, ""end_span"": 157, ""type"": ""Protein""}, {""token"": ""APL _ 1234"", ""start_span"": 168, ""end_span"": 178, ""type"": ""Protein""}, {""token"": ""lamB1"", ""start_span"": 261, ""end_span"": 266, ""type"": ""Protein""}, {""token"": ""maltoporin"", ""start_span"": 286, ""end_span"": 296, ""type"": ""Protein""}]"	test
