Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	json	split
Here, we report that protein kinase C alpha ( PKCalpha) interacts with TDG and phosphorylates amino - terminal serine residues adjacent to lysines acetylated by CREB - binding protein ( CBP) and p300 ( CBP / p300).	protein kinase C alpha,21,43,Protein	PKCalpha,46,54,Protein	TDG,71,74,Protein	CREB - binding protein,161,183,Protein	CBP,186,189,Protein	p300,195,199,Protein	CBP,202,205,Protein	p300,208,212,Protein	"[{""token"": ""protein kinase C alpha"", ""start_span"": 21, ""end_span"": 43, ""type"": ""Protein""}, {""token"": ""PKCalpha"", ""start_span"": 46, ""end_span"": 54, ""type"": ""Protein""}, {""token"": ""TDG"", ""start_span"": 71, ""end_span"": 74, ""type"": ""Protein""}, {""token"": ""CREB - binding protein"", ""start_span"": 161, ""end_span"": 183, ""type"": ""Protein""}, {""token"": ""CBP"", ""start_span"": 186, ""end_span"": 189, ""type"": ""Protein""}, {""token"": ""p300"", ""start_span"": 195, ""end_span"": 199, ""type"": ""Protein""}, {""token"": ""CBP"", ""start_span"": 202, ""end_span"": 205, ""type"": ""Protein""}, {""token"": ""p300"", ""start_span"": 208, ""end_span"": 212, ""type"": ""Protein""}]"	train
Here, we show that SUMO1, SUMO2 and SUMO3 accumulate at DSB sites in mammalian cells, with SUMO1 and SUMO2 / 3 accrual requiring the E3 ligase enzymes PIAS4 and PIAS1.	SUMO1,19,24,Protein	SUMO2,26,31,Protein	SUMO3,36,41,Protein	SUMO1,91,96,Protein	SUMO2,101,106,Protein	3,109,110,Protein	PIAS4,151,156,Protein	PIAS1,161,166,Protein	"[{""token"": ""SUMO1"", ""start_span"": 19, ""end_span"": 24, ""type"": ""Protein""}, {""token"": ""SUMO2"", ""start_span"": 26, ""end_span"": 31, ""type"": ""Protein""}, {""token"": ""SUMO3"", ""start_span"": 36, ""end_span"": 41, ""type"": ""Protein""}, {""token"": ""SUMO1"", ""start_span"": 91, ""end_span"": 96, ""type"": ""Protein""}, {""token"": ""SUMO2"", ""start_span"": 101, ""end_span"": 106, ""type"": ""Protein""}, {""token"": ""3"", ""start_span"": 109, ""end_span"": 110, ""type"": ""Protein""}, {""token"": ""PIAS4"", ""start_span"": 151, ""end_span"": 156, ""type"": ""Protein""}, {""token"": ""PIAS1"", ""start_span"": 161, ""end_span"": 166, ""type"": ""Protein""}]"	train
Mutations in CRTAP ( coding for cartilage - associated protein), LEPRE1 ( coding for prolyl 3 - hydroxylase 1 [ P3H1]) or PPIB ( coding for Cyclophilin B [ CYPB]) cause recessive forms of osteogenesis imperfecta and loss or decrease of type I collagen prolyl 3 - hydroxylation.	CRTAP,13,18,Protein	cartilage - associated protein,32,62,Protein	LEPRE1,65,71,Protein	prolyl 3 - hydroxylase 1,85,109,Protein	P3H1,112,116,Protein	PPIB,122,126,Protein	Cyclophilin B,140,153,Protein	CYPB,156,160,Protein	"[{""token"": ""CRTAP"", ""start_span"": 13, ""end_span"": 18, ""type"": ""Protein""}, {""token"": ""cartilage - associated protein"", ""start_span"": 32, ""end_span"": 62, ""type"": ""Protein""}, {""token"": ""LEPRE1"", ""start_span"": 65, ""end_span"": 71, ""type"": ""Protein""}, {""token"": ""prolyl 3 - hydroxylase 1"", ""start_span"": 85, ""end_span"": 109, ""type"": ""Protein""}, {""token"": ""P3H1"", ""start_span"": 112, ""end_span"": 116, ""type"": ""Protein""}, {""token"": ""PPIB"", ""start_span"": 122, ""end_span"": 126, ""type"": ""Protein""}, {""token"": ""Cyclophilin B"", ""start_span"": 140, ""end_span"": 153, ""type"": ""Protein""}, {""token"": ""CYPB"", ""start_span"": 156, ""end_span"": 160, ""type"": ""Protein""}]"	train
First, TCRalpha and - beta proteins showed prolonged association with calnexin molecules compared with calreticulin; interaction of TCRalpha proteins with calreticulin was particularly transient, with most calreticulin - TCRalpha protein complexes dissociating within 15 min of their initial assembly.	TCRalpha,7,15,Protein	- beta,20,26,Protein	calnexin,70,78,Protein	calreticulin,103,115,Protein	TCRalpha,132,140,Protein	calreticulin,155,167,Protein	calreticulin,206,218,Protein	TCRalpha,221,229,Protein	"[{""token"": ""TCRalpha"", ""start_span"": 7, ""end_span"": 15, ""type"": ""Protein""}, {""token"": ""- beta"", ""start_span"": 20, ""end_span"": 26, ""type"": ""Protein""}, {""token"": ""calnexin"", ""start_span"": 70, ""end_span"": 78, ""type"": ""Protein""}, {""token"": ""calreticulin"", ""start_span"": 103, ""end_span"": 115, ""type"": ""Protein""}, {""token"": ""TCRalpha"", ""start_span"": 132, ""end_span"": 140, ""type"": ""Protein""}, {""token"": ""calreticulin"", ""start_span"": 155, ""end_span"": 167, ""type"": ""Protein""}, {""token"": ""calreticulin"", ""start_span"": 206, ""end_span"": 218, ""type"": ""Protein""}, {""token"": ""TCRalpha"", ""start_span"": 221, ""end_span"": 229, ""type"": ""Protein""}]"	train
Second, we found that, unlike calnexin, which associated with clonotypic TCRalpha and - beta proteins and invariant CD3delta and - epsilon polypeptides, calreticulin associated specifically with clonotypic TCRalpha and - beta proteins.	calnexin,30,38,Protein	TCRalpha,73,81,Protein	- beta,86,92,Protein	CD3delta,116,124,Protein	- epsilon,129,138,Protein	calreticulin,153,165,Protein	TCRalpha,206,214,Protein	- beta,219,225,Protein	"[{""token"": ""calnexin"", ""start_span"": 30, ""end_span"": 38, ""type"": ""Protein""}, {""token"": ""TCRalpha"", ""start_span"": 73, ""end_span"": 81, ""type"": ""Protein""}, {""token"": ""- beta"", ""start_span"": 86, ""end_span"": 92, ""type"": ""Protein""}, {""token"": ""CD3delta"", ""start_span"": 116, ""end_span"": 124, ""type"": ""Protein""}, {""token"": ""- epsilon"", ""start_span"": 129, ""end_span"": 138, ""type"": ""Protein""}, {""token"": ""calreticulin"", ""start_span"": 153, ""end_span"": 165, ""type"": ""Protein""}, {""token"": ""TCRalpha"", ""start_span"": 206, ""end_span"": 214, ""type"": ""Protein""}, {""token"": ""- beta"", ""start_span"": 219, ""end_span"": 225, ""type"": ""Protein""}]"	train
Genes involved in liver processes such as xenobiotic metabolism ( CYP3A4, CYP3A5, and CYP3A7) and steroid biosynthesis ( CYP17A1 and CYP19A1), and genes encoding CCAAT element - binding proteins ( C / EBPalpha, C / EBPbeta, and C / EBPgamma) were affected by 5 - aza - dC or the combination.	CYP3A4,66,72,Protein	CYP3A5,74,80,Protein	CYP3A7,86,92,Protein	CYP17A1,121,128,Protein	CYP19A1,133,140,Protein	C / EBPalpha,197,209,Protein	C / EBPbeta,211,222,Protein	C / EBPgamma,228,240,Protein	"[{""token"": ""CYP3A4"", ""start_span"": 66, ""end_span"": 72, ""type"": ""Protein""}, {""token"": ""CYP3A5"", ""start_span"": 74, ""end_span"": 80, ""type"": ""Protein""}, {""token"": ""CYP3A7"", ""start_span"": 86, ""end_span"": 92, ""type"": ""Protein""}, {""token"": ""CYP17A1"", ""start_span"": 121, ""end_span"": 128, ""type"": ""Protein""}, {""token"": ""CYP19A1"", ""start_span"": 133, ""end_span"": 140, ""type"": ""Protein""}, {""token"": ""C / EBPalpha"", ""start_span"": 197, ""end_span"": 209, ""type"": ""Protein""}, {""token"": ""C / EBPbeta"", ""start_span"": 211, ""end_span"": 222, ""type"": ""Protein""}, {""token"": ""C / EBPgamma"", ""start_span"": 228, ""end_span"": 240, ""type"": ""Protein""}]"	valid
On analysis of their respective recurrent tumors, five of six patients whose primary low - grade tumors carried p14 ( ARF) methylation exhibited homozygous co - deletions of the p14 ( ARF), p15 ( INK4b) and p16 ( INK4a) genes, which were restricted to glioblastoma as the most malignant end point.	p14,112,115,Protein	ARF,118,121,Protein	p14,178,181,Protein	ARF,184,187,Protein	p15,190,193,Protein	INK4b,196,201,Protein	p16,207,210,Protein	INK4a,213,218,Protein	"[{""token"": ""p14"", ""start_span"": 112, ""end_span"": 115, ""type"": ""Protein""}, {""token"": ""ARF"", ""start_span"": 118, ""end_span"": 121, ""type"": ""Protein""}, {""token"": ""p14"", ""start_span"": 178, ""end_span"": 181, ""type"": ""Protein""}, {""token"": ""ARF"", ""start_span"": 184, ""end_span"": 187, ""type"": ""Protein""}, {""token"": ""p15"", ""start_span"": 190, ""end_span"": 193, ""type"": ""Protein""}, {""token"": ""INK4b"", ""start_span"": 196, ""end_span"": 201, ""type"": ""Protein""}, {""token"": ""p16"", ""start_span"": 207, ""end_span"": 210, ""type"": ""Protein""}, {""token"": ""INK4a"", ""start_span"": 213, ""end_span"": 218, ""type"": ""Protein""}]"	valid
The generation of C18 - ceramide via the expression of ceramide synthase 1 ( CerS1), and not C16 - ceramide by CerS5 or CerS6 expression, resulted in repression of the hTERT promoter via deacetylation of Sp3 by histone deacetylase 1 ( HDAC1) in A549 human lung adenocarcinoma cells.	ceramide synthase 1,55,74,Protein	CerS1,77,82,Protein	CerS5,111,116,Protein	CerS6,120,125,Protein	hTERT,168,173,Protein	Sp3,204,207,Protein	histone deacetylase 1,211,232,Protein	HDAC1,235,240,Protein	"[{""token"": ""ceramide synthase 1"", ""start_span"": 55, ""end_span"": 74, ""type"": ""Protein""}, {""token"": ""CerS1"", ""start_span"": 77, ""end_span"": 82, ""type"": ""Protein""}, {""token"": ""CerS5"", ""start_span"": 111, ""end_span"": 116, ""type"": ""Protein""}, {""token"": ""CerS6"", ""start_span"": 120, ""end_span"": 125, ""type"": ""Protein""}, {""token"": ""hTERT"", ""start_span"": 168, ""end_span"": 173, ""type"": ""Protein""}, {""token"": ""Sp3"", ""start_span"": 204, ""end_span"": 207, ""type"": ""Protein""}, {""token"": ""histone deacetylase 1"", ""start_span"": 211, ""end_span"": 232, ""type"": ""Protein""}, {""token"": ""HDAC1"", ""start_span"": 235, ""end_span"": 240, ""type"": ""Protein""}]"	valid
CHIP ' s interactions with UbcH5, Ube2e2 and Ubc13 - Uev1a are consistent with the notion that Ubc13 - Uev1a may work sequentially with other E2 enzymes to carry out K63 - linked polyubiquitination of CHIP substrates.	CHIP,0,4,Protein	UbcH5,27,32,Protein	Ube2e2,34,40,Protein	Ubc13,45,50,Protein	Uev1a,53,58,Protein	Ubc13,95,100,Protein	Uev1a,103,108,Protein	CHIP,201,205,Protein	"[{""token"": ""CHIP"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Protein""}, {""token"": ""UbcH5"", ""start_span"": 27, ""end_span"": 32, ""type"": ""Protein""}, {""token"": ""Ube2e2"", ""start_span"": 34, ""end_span"": 40, ""type"": ""Protein""}, {""token"": ""Ubc13"", ""start_span"": 45, ""end_span"": 50, ""type"": ""Protein""}, {""token"": ""Uev1a"", ""start_span"": 53, ""end_span"": 58, ""type"": ""Protein""}, {""token"": ""Ubc13"", ""start_span"": 95, ""end_span"": 100, ""type"": ""Protein""}, {""token"": ""Uev1a"", ""start_span"": 103, ""end_span"": 108, ""type"": ""Protein""}, {""token"": ""CHIP"", ""start_span"": 201, ""end_span"": 205, ""type"": ""Protein""}]"	valid
In both cells, more than 90% of transcription start sites ( TSSs) of expressed genes showed enrichments with PolII, di - methylated lysine 4 of histone H3 ( H3K4me2), tri - methylated lysine 4 of histone H3 ( H3K4me3) or acetylated H3 ( H3Ac), whereas mono - methylated lysine 4 of histone H3 ( H3K4me1) signals did not correlate with expression.	histone H3,144,154,Protein	H3K4me2,157,164,Protein	histone H3,196,206,Protein	H3K4me3,209,216,Protein	H3,232,234,Protein	H3Ac,237,241,Protein	histone H3,282,292,Protein	H3K4me1,295,302,Protein	"[{""token"": ""histone H3"", ""start_span"": 144, ""end_span"": 154, ""type"": ""Protein""}, {""token"": ""H3K4me2"", ""start_span"": 157, ""end_span"": 164, ""type"": ""Protein""}, {""token"": ""histone H3"", ""start_span"": 196, ""end_span"": 206, ""type"": ""Protein""}, {""token"": ""H3K4me3"", ""start_span"": 209, ""end_span"": 216, ""type"": ""Protein""}, {""token"": ""H3"", ""start_span"": 232, ""end_span"": 234, ""type"": ""Protein""}, {""token"": ""H3Ac"", ""start_span"": 237, ""end_span"": 241, ""type"": ""Protein""}, {""token"": ""histone H3"", ""start_span"": 282, ""end_span"": 292, ""type"": ""Protein""}, {""token"": ""H3K4me1"", ""start_span"": 295, ""end_span"": 302, ""type"": ""Protein""}]"	valid
Comparison of high resolution methylation maps suggests that CpG methylation - mediated direct interference with binding of nuclear factors LBF 2, 3, 7, AML1 / LBF1, LBF5 and LBF6 or methylation of CpGs within an E - box sequence ( where activators as well as repressors can bind) is not the major mechanism in silencing of the LMP 1 promoter.	LBF 2,140,145,Protein	3,147,148,Protein	7,150,151,Protein	AML1,153,157,Protein	LBF1,160,164,Protein	LBF5,166,170,Protein	LBF6,175,179,Protein	LMP 1,328,333,Protein	"[{""token"": ""LBF 2"", ""start_span"": 140, ""end_span"": 145, ""type"": ""Protein""}, {""token"": ""3"", ""start_span"": 147, ""end_span"": 148, ""type"": ""Protein""}, {""token"": ""7"", ""start_span"": 150, ""end_span"": 151, ""type"": ""Protein""}, {""token"": ""AML1"", ""start_span"": 153, ""end_span"": 157, ""type"": ""Protein""}, {""token"": ""LBF1"", ""start_span"": 160, ""end_span"": 164, ""type"": ""Protein""}, {""token"": ""LBF5"", ""start_span"": 166, ""end_span"": 170, ""type"": ""Protein""}, {""token"": ""LBF6"", ""start_span"": 175, ""end_span"": 179, ""type"": ""Protein""}, {""token"": ""LMP 1"", ""start_span"": 328, ""end_span"": 333, ""type"": ""Protein""}]"	test
It has been proposed that two acyl carrier proteins ( ACPs) - TaB and TaE - - and two 3 - hydroxy - 3 - methylglutaryl synthases ( HMGSs) - - TaC and TaF - - could constitute two functional ACP - HMGS pairs ( TaB / TaC and TaE / TaF) responsible for the incorporation of acetate and propionate units into the myxovirescin A scaffold, leading to the formation of beta - methyl and beta - ethyl groups, respectively.	TaB,62,65,Protein	TaE,70,73,Protein	TaC,142,145,Protein	TaF,150,153,Protein	TaB,209,212,Protein	TaC,215,218,Protein	TaE,223,226,Protein	TaF,229,232,Protein	"[{""token"": ""TaB"", ""start_span"": 62, ""end_span"": 65, ""type"": ""Protein""}, {""token"": ""TaE"", ""start_span"": 70, ""end_span"": 73, ""type"": ""Protein""}, {""token"": ""TaC"", ""start_span"": 142, ""end_span"": 145, ""type"": ""Protein""}, {""token"": ""TaF"", ""start_span"": 150, ""end_span"": 153, ""type"": ""Protein""}, {""token"": ""TaB"", ""start_span"": 209, ""end_span"": 212, ""type"": ""Protein""}, {""token"": ""TaC"", ""start_span"": 215, ""end_span"": 218, ""type"": ""Protein""}, {""token"": ""TaE"", ""start_span"": 223, ""end_span"": 226, ""type"": ""Protein""}, {""token"": ""TaF"", ""start_span"": 229, ""end_span"": 232, ""type"": ""Protein""}]"	test
As predicted, DeltataB and DeltataE ACP mutants revealed similar phenotypes to their associated HMGS mutants DeltataC and DeltataF, respectively, thus providing direct evidence for the role of TaE / TaF in the formation of the beta - ethyl branch and implying a role for TaB / TaC in the formation of the beta - methyl group.	DeltataB,14,22,Protein	DeltataE,27,35,Protein	DeltataC,109,117,Protein	DeltataF,122,130,Protein	TaE,193,196,Protein	TaF,199,202,Protein	TaB,271,274,Protein	TaC,277,280,Protein	"[{""token"": ""DeltataB"", ""start_span"": 14, ""end_span"": 22, ""type"": ""Protein""}, {""token"": ""DeltataE"", ""start_span"": 27, ""end_span"": 35, ""type"": ""Protein""}, {""token"": ""DeltataC"", ""start_span"": 109, ""end_span"": 117, ""type"": ""Protein""}, {""token"": ""DeltataF"", ""start_span"": 122, ""end_span"": 130, ""type"": ""Protein""}, {""token"": ""TaE"", ""start_span"": 193, ""end_span"": 196, ""type"": ""Protein""}, {""token"": ""TaF"", ""start_span"": 199, ""end_span"": 202, ""type"": ""Protein""}, {""token"": ""TaB"", ""start_span"": 271, ""end_span"": 274, ""type"": ""Protein""}, {""token"": ""TaC"", ""start_span"": 277, ""end_span"": 280, ""type"": ""Protein""}]"	test
